"","Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_hydrogen","Year"
"1557","Bahrain","BHR",1,2034
"1558","Bangladesh","BGD",1,2034
"1559","Belarus","BLR",1,2034
"1560","Belgium","BEL",1,2034
"1561","Benin","BEN",1,2034
"1562","Bolivia","BOL",1,2034
"1563","Bosnia and Herzegovina","BIH",1,2034
"1564","Botswana","BWA",1,2034
"1565","Brazil","BRA",1,2034
"1566","Brunei Darussalam","BRN",1,2034
"1567","Bulgaria","BGR",1,2034
"1568","Cambodia","KHM",1,2034
"1569","Cameroon","CMR",1,2034
"1570","Canada","CAN",1,2034
"1571","Chile","CHL",1,2034
"1572","China","CHN",1,2034
"1573","Colombia","COL",1,2034
"1574","Costa Rica","CRI",1,2034
"1575","Croatia","HRV",1,2034
"1576","Cuba","CUB",1,2034
"1577","Cyprus","CYP",1,2034
"1578","Denmark","DNK",1,2034
"1579","Dominican Republic","DOM",1,2034
"1580","Ecuador","ECU",1,2034
"1581","Egypt","EGY",1,2034
"1582","El Salvador","SLV",1,2034
"1583","Eritrea","ERI",1,2034
"1584","Estonia","EST",1,2034
"1585","Ethiopia","ETH",1,2034
"1586","Finland","FIN",1,2034
"1587","France","FRA",1,2034
"1588","Gabon","GAB",1,2034
"1589","Georgia","GEO",1,2034
"1590","Germany","DEU",1,2034
"1591","Ghana","GHA",1,2034
"1592","Gibraltar","GIB",1,2034
"1593","Greece","GRC",1,2034
"1594","Guatemala","GTM",1,2034
"1595","Haiti","HTI",1,2034
"1596","Honduras","HND",1,2034
"1597","Hungary","HUN",1,2034
"1598","Iceland","ISL",1,2034
"1599","India","IND",1,2034
"1600","Indonesia","IDN",1,2034
"1601","Iraq","IRQ",1,2034
"1602","Ireland","IRL",1,2034
"1603","Israel","ISR",1,2034
"1604","Italy","ITA",1,2034
"1605","Jamaica","JAM",1,2034
"1606","Japan","JPN",1,2034
"1607","Jordan","JOR",1,2034
"1608","Kazakhstan","KAZ",1,2034
"1609","Kenya","KEN",1,2034
"1610","Korea","KOR",1,2034
"1611","Kosovo","XKX",1,2034
"1612","Kuwait","KWT",1,2034
"1613","Latvia","LVA",1,2034
"1614","Lebanon","LBN",1,2034
"1615","Libya","LBY",1,2034
"1616","Lithuania","LTU",1,2034
"1617","Luxembourg","LUX",1,2034
"1618","Malaysia","MYS",1,2034
"1619","Malta","MLT",1,2034
"1620","Mauritius","MUS",1,2034
"1621","Mexico","MEX",1,2034
"1622","Mongolia","MNG",1,2034
"1623","Montenegro","MNE",1,2034
"1624","Morocco","MAR",1,2034
"1625","Mozambique","MOZ",1,2034
"1626","Myanmar","MMR",1,2034
"1627","Namibia","NAM",1,2034
"1628","Nepal","NPL",1,2034
"1629","Netherlands","NLD",1,2034
"1630","New Zealand","NZL",1,2034
"1631","Nicaragua","NIC",1,2034
"1632","Niger","NER",1,2034
"1633","Nigeria","NGA",1,2034
"1634","Norway","NOR",1,2034
"1635","Oman","OMN",1,2034
"1636","Pakistan","PAK",1,2034
"1637","Panama","PAN",1,2034
"1638","Paraguay","PRY",1,2034
"1639","Peru","PER",1,2034
"1640","Philippines","PHL",1,2034
"1641","Poland","POL",1,2034
"1642","Portugal","PRT",1,2034
"1643","Qatar","QAT",1,2034
"1644","Romania","ROU",1,2034
"1645","Russian Federation","RUS",1,2034
"1646","Saudi Arabia","SAU",1,2034
"1647","Senegal","SEN",1,2034
"1648","Serbia","SRB",1,2034
"1649","Singapore","SGP",1,2034
"1650","Slovak Republic","SVK",1,2034
"1651","Slovenia","SVN",1,2034
"1652","South Africa","ZAF",1,2034
"1653","South Sudan","SSD",1,2034
"1654","Spain","ESP",1,2034
"1655","Sri Lanka","LKA",1,2034
"1656","Sudan","SDN",1,2034
"1657","Suriname","SUR",1,2034
"1658","Sweden","SWE",1,2034
"1659","Switzerland","CHE",1,2034
"1660","Syrian Arab Republic","SYR",1,2034
"1661","Tajikistan","TJK",1,2034
"1662","Thailand","THA",1,2034
"1663","Togo","TGO",1,2034
"1664","Trinidad and Tobago","TTO",1,2034
"1665","Tunisia","TUN",1,2034
"1666","Turkey","TUR",1,2034
"1667","Turkmenistan","TKM",1,2034
"1668","Ukraine","UKR",1,2034
"1669","United Arab Emirates","ARE",1,2034
"1670","United Kingdom","GBR",1,2034
"1671","United States","USA",1,2034
"1672","Uruguay","URY",1,2034
"1673","Uzbekistan","UZB",1,2034
"1674","Venezuela","VEN",1,2034
"1675","Vietnam","VNM",1,2034
"1676","Zambia","ZMB",1,2034
"1677","Zimbabwe","ZWE",1,2034
"1678","Albania","ALB",1,2035
"1679","Algeria","DZA",1,2035
"1680","Angola","AGO",1,2035
"1681","Argentina","ARG",1,2035
"1682","Armenia","ARM",1,2035
"1683","Australia","AUS",1,2035
"1684","Austria","AUT",1,2035
"1685","Azerbaijan","AZE",1,2035
"1686","Bahrain","BHR",1,2035
"1687","Bangladesh","BGD",1,2035
"1688","Belarus","BLR",1,2035
"1689","Belgium","BEL",1,2035
"1690","Benin","BEN",1,2035
"1691","Bolivia","BOL",1,2035
"1692","Bosnia and Herzegovina","BIH",1,2035
"1693","Botswana","BWA",1,2035
"1694","Brazil","BRA",1,2035
"1695","Brunei Darussalam","BRN",1,2035
"1696","Bulgaria","BGR",1,2035
"1697","Cambodia","KHM",1,2035
"1698","Cameroon","CMR",1,2035
"1699","Canada","CAN",1,2035
"1700","Chile","CHL",1,2035
"1701","China","CHN",1,2035
"1702","Colombia","COL",1,2035
"1703","Costa Rica","CRI",1,2035
"1704","Croatia","HRV",1,2035
"1705","Cuba","CUB",1,2035
"1706","Cyprus","CYP",1,2035
"1707","Denmark","DNK",1,2035
"1708","Dominican Republic","DOM",1,2035
"1709","Ecuador","ECU",1,2035
"1710","Egypt","EGY",1,2035
"1711","El Salvador","SLV",1,2035
"1712","Eritrea","ERI",1,2035
"1713","Estonia","EST",1,2035
"1714","Ethiopia","ETH",1,2035
"1715","Finland","FIN",1,2035
"1716","France","FRA",1,2035
"1717","Gabon","GAB",1,2035
"1718","Georgia","GEO",1,2035
"1719","Germany","DEU",1,2035
"1720","Ghana","GHA",1,2035
"1721","Gibraltar","GIB",1,2035
"1722","Greece","GRC",1,2035
"1723","Guatemala","GTM",1,2035
"1724","Haiti","HTI",1,2035
"1725","Honduras","HND",1,2035
"1726","Hungary","HUN",1,2035
"1727","Iceland","ISL",1,2035
"1728","India","IND",1,2035
"1729","Indonesia","IDN",1,2035
"1730","Iraq","IRQ",1,2035
"1731","Ireland","IRL",1,2035
"1732","Israel","ISR",1,2035
"1733","Italy","ITA",1,2035
"1734","Jamaica","JAM",1,2035
"1735","Japan","JPN",1,2035
"1736","Jordan","JOR",1,2035
"1737","Kazakhstan","KAZ",1,2035
"1738","Kenya","KEN",1,2035
"1739","Korea","KOR",1,2035
"1740","Kosovo","XKX",1,2035
"1741","Kuwait","KWT",1,2035
"1742","Latvia","LVA",1,2035
"1743","Lebanon","LBN",1,2035
"1744","Libya","LBY",1,2035
"1745","Lithuania","LTU",1,2035
"1746","Luxembourg","LUX",1,2035
"1747","Malaysia","MYS",1,2035
"1748","Malta","MLT",1,2035
"1749","Mauritius","MUS",1,2035
"1750","Mexico","MEX",1,2035
"1751","Mongolia","MNG",1,2035
"1752","Montenegro","MNE",1,2035
"1753","Morocco","MAR",1,2035
"1754","Mozambique","MOZ",1,2035
"1755","Myanmar","MMR",1,2035
"1756","Namibia","NAM",1,2035
"1757","Nepal","NPL",1,2035
"1758","Netherlands","NLD",1,2035
"1759","New Zealand","NZL",1,2035
"1760","Nicaragua","NIC",1,2035
"1761","Niger","NER",1,2035
"1762","Nigeria","NGA",1,2035
"1763","Norway","NOR",1,2035
"1764","Oman","OMN",1,2035
"1765","Pakistan","PAK",1,2035
"1766","Panama","PAN",1,2035
"1767","Paraguay","PRY",1,2035
"1768","Peru","PER",1,2035
"1769","Philippines","PHL",1,2035
"1770","Poland","POL",1,2035
"1771","Portugal","PRT",1,2035
"1772","Qatar","QAT",1,2035
"1773","Romania","ROU",1,2035
"1774","Russian Federation","RUS",1,2035
"1775","Saudi Arabia","SAU",1,2035
"1776","Senegal","SEN",1,2035
"1777","Serbia","SRB",1,2035
"1778","Singapore","SGP",1,2035
"1779","Slovak Republic","SVK",1,2035
"1780","Slovenia","SVN",1,2035
"1781","South Africa","ZAF",1,2035
"1782","South Sudan","SSD",1,2035
"1783","Spain","ESP",1,2035
"1784","Sri Lanka","LKA",1,2035
"1785","Sudan","SDN",1,2035
"1786","Suriname","SUR",1,2035
"1787","Sweden","SWE",1,2035
"1788","Switzerland","CHE",1,2035
"1789","Syrian Arab Republic","SYR",1,2035
"1790","Tajikistan","TJK",1,2035
"1791","Thailand","THA",1,2035
"1792","Togo","TGO",1,2035
"1793","Trinidad and Tobago","TTO",1,2035
"1794","Tunisia","TUN",1,2035
"1795","Turkey","TUR",1,2035
"1796","Turkmenistan","TKM",1,2035
"1797","Ukraine","UKR",1,2035
"1798","United Arab Emirates","ARE",1,2035
"1799","United Kingdom","GBR",1,2035
"1800","United States","USA",1,2035
"1801","Uruguay","URY",1,2035
"1802","Uzbekistan","UZB",1,2035
"1803","Venezuela","VEN",1,2035
"1804","Vietnam","VNM",1,2035
"1805","Zambia","ZMB",1,2035
"1806","Zimbabwe","ZWE",1,2035
"1807","Albania","ALB",1,2036
"1808","Algeria","DZA",1,2036
"1809","Angola","AGO",1,2036
"1810","Argentina","ARG",1,2036
"1811","Armenia","ARM",1,2036
"1812","Australia","AUS",1,2036
"1813","Austria","AUT",1,2036
"1814","Azerbaijan","AZE",1,2036
"1815","Bahrain","BHR",1,2036
"1816","Bangladesh","BGD",1,2036
"1817","Belarus","BLR",1,2036
"1818","Belgium","BEL",1,2036
"1819","Benin","BEN",1,2036
"1820","Bolivia","BOL",1,2036
"1821","Bosnia and Herzegovina","BIH",1,2036
"1822","Botswana","BWA",1,2036
"1823","Brazil","BRA",1,2036
"1824","Brunei Darussalam","BRN",1,2036
"1825","Bulgaria","BGR",1,2036
"1826","Cambodia","KHM",1,2036
"1827","Cameroon","CMR",1,2036
"1828","Canada","CAN",1,2036
"1829","Chile","CHL",1,2036
"1830","China","CHN",1,2036
"1831","Colombia","COL",1,2036
"1832","Costa Rica","CRI",1,2036
"1833","Croatia","HRV",1,2036
"1834","Cuba","CUB",1,2036
"1835","Cyprus","CYP",1,2036
"1836","Denmark","DNK",1,2036
"1837","Dominican Republic","DOM",1,2036
"1838","Ecuador","ECU",1,2036
"1839","Egypt","EGY",1,2036
"1840","El Salvador","SLV",1,2036
"1841","Eritrea","ERI",1,2036
"1842","Estonia","EST",1,2036
"1843","Ethiopia","ETH",1,2036
"1844","Finland","FIN",1,2036
"1845","France","FRA",1,2036
"1846","Gabon","GAB",1,2036
"1847","Georgia","GEO",1,2036
"1848","Germany","DEU",1,2036
"1849","Ghana","GHA",1,2036
"1850","Gibraltar","GIB",1,2036
"1851","Greece","GRC",1,2036
"1852","Guatemala","GTM",1,2036
"1853","Haiti","HTI",1,2036
"1854","Honduras","HND",1,2036
"1855","Hungary","HUN",1,2036
"1856","Iceland","ISL",1,2036
"1857","India","IND",1,2036
"1858","Indonesia","IDN",1,2036
"1859","Iraq","IRQ",1,2036
"1860","Ireland","IRL",1,2036
"1861","Israel","ISR",1,2036
"1862","Italy","ITA",1,2036
"1863","Jamaica","JAM",1,2036
"1864","Japan","JPN",1,2036
"1865","Jordan","JOR",1,2036
"1866","Kazakhstan","KAZ",1,2036
"1867","Kenya","KEN",1,2036
"1868","Korea","KOR",1,2036
"1869","Kosovo","XKX",1,2036
"1870","Kuwait","KWT",1,2036
"1871","Latvia","LVA",1,2036
"1872","Lebanon","LBN",1,2036
"1873","Libya","LBY",1,2036
"1874","Lithuania","LTU",1,2036
"1875","Luxembourg","LUX",1,2036
"1876","Malaysia","MYS",1,2036
"1877","Malta","MLT",1,2036
"1878","Mauritius","MUS",1,2036
"1879","Mexico","MEX",1,2036
"1880","Mongolia","MNG",1,2036
"1881","Montenegro","MNE",1,2036
"1882","Morocco","MAR",1,2036
"1883","Mozambique","MOZ",1,2036
"1884","Myanmar","MMR",1,2036
"1885","Namibia","NAM",1,2036
"1886","Nepal","NPL",1,2036
"1887","Netherlands","NLD",1,2036
"1888","New Zealand","NZL",1,2036
"1889","Nicaragua","NIC",1,2036
"1890","Niger","NER",1,2036
"1891","Nigeria","NGA",1,2036
"1892","Norway","NOR",1,2036
"1893","Oman","OMN",1,2036
"1894","Pakistan","PAK",1,2036
"1895","Panama","PAN",1,2036
"1896","Paraguay","PRY",1,2036
"1897","Peru","PER",1,2036
"1898","Philippines","PHL",1,2036
"1899","Poland","POL",1,2036
"1900","Portugal","PRT",1,2036
"1901","Qatar","QAT",1,2036
"1902","Romania","ROU",1,2036
"1903","Russian Federation","RUS",1,2036
"1904","Saudi Arabia","SAU",1,2036
"1905","Senegal","SEN",1,2036
"1906","Serbia","SRB",1,2036
"1907","Singapore","SGP",1,2036
"1908","Slovak Republic","SVK",1,2036
"1909","Slovenia","SVN",1,2036
"1910","South Africa","ZAF",1,2036
"1911","South Sudan","SSD",1,2036
"1912","Spain","ESP",1,2036
"1913","Sri Lanka","LKA",1,2036
"1914","Sudan","SDN",1,2036
"1915","Suriname","SUR",1,2036
"1916","Sweden","SWE",1,2036
"1917","Switzerland","CHE",1,2036
"1918","Syrian Arab Republic","SYR",1,2036
"1919","Tajikistan","TJK",1,2036
"1920","Thailand","THA",1,2036
"1921","Togo","TGO",1,2036
"1922","Trinidad and Tobago","TTO",1,2036
"1923","Tunisia","TUN",1,2036
"1924","Turkey","TUR",1,2036
"1925","Turkmenistan","TKM",1,2036
"1926","Ukraine","UKR",1,2036
"1927","United Arab Emirates","ARE",1,2036
"1928","United Kingdom","GBR",1,2036
"1929","United States","USA",1,2036
"1930","Uruguay","URY",1,2036
"1931","Uzbekistan","UZB",1,2036
"1932","Venezuela","VEN",1,2036
"1933","Vietnam","VNM",1,2036
"1934","Zambia","ZMB",1,2036
"1935","Zimbabwe","ZWE",1,2036
"1936","Albania","ALB",1,2037
"1937","Algeria","DZA",1,2037
"1938","Angola","AGO",1,2037
"1939","Argentina","ARG",1,2037
"1940","Armenia","ARM",1,2037
"1941","Australia","AUS",1,2037
"1942","Austria","AUT",1,2037
"1943","Azerbaijan","AZE",1,2037
"1944","Bahrain","BHR",1,2037
"1945","Bangladesh","BGD",1,2037
"1946","Belarus","BLR",1,2037
"1947","Belgium","BEL",1,2037
"1948","Benin","BEN",1,2037
"1949","Bolivia","BOL",1,2037
"1950","Bosnia and Herzegovina","BIH",1,2037
"1951","Botswana","BWA",1,2037
"1952","Brazil","BRA",1,2037
"1953","Brunei Darussalam","BRN",1,2037
"1954","Bulgaria","BGR",1,2037
"1955","Cambodia","KHM",1,2037
"1956","Cameroon","CMR",1,2037
"1957","Canada","CAN",1,2037
"1958","Chile","CHL",1,2037
"1959","China","CHN",1,2037
"1960","Colombia","COL",1,2037
"1961","Costa Rica","CRI",1,2037
"1962","Croatia","HRV",1,2037
"1963","Cuba","CUB",1,2037
"1964","Cyprus","CYP",1,2037
"1965","Denmark","DNK",1,2037
"1966","Dominican Republic","DOM",1,2037
"1967","Ecuador","ECU",1,2037
"1968","Egypt","EGY",1,2037
"1969","El Salvador","SLV",1,2037
"1970","Eritrea","ERI",1,2037
"1971","Estonia","EST",1,2037
"1972","Ethiopia","ETH",1,2037
"1973","Finland","FIN",1,2037
"1974","France","FRA",1,2037
"1975","Gabon","GAB",1,2037
"1976","Georgia","GEO",1,2037
"1977","Germany","DEU",1,2037
"1978","Ghana","GHA",1,2037
"1979","Gibraltar","GIB",1,2037
"1980","Greece","GRC",1,2037
"1981","Guatemala","GTM",1,2037
"1982","Haiti","HTI",1,2037
"1983","Honduras","HND",1,2037
"1984","Hungary","HUN",1,2037
"1985","Iceland","ISL",1,2037
"1986","India","IND",1,2037
"1987","Indonesia","IDN",1,2037
"1988","Iraq","IRQ",1,2037
"1989","Ireland","IRL",1,2037
"1990","Israel","ISR",1,2037
"1991","Italy","ITA",1,2037
"1992","Jamaica","JAM",1,2037
"1993","Japan","JPN",1,2037
"1994","Jordan","JOR",1,2037
"1995","Kazakhstan","KAZ",1,2037
"1996","Kenya","KEN",1,2037
"1997","Korea","KOR",1,2037
"1998","Kosovo","XKX",1,2037
"1999","Kuwait","KWT",1,2037
"2000","Latvia","LVA",1,2037
"2001","Lebanon","LBN",1,2037
"2002","Libya","LBY",1,2037
"2003","Lithuania","LTU",1,2037
"2004","Luxembourg","LUX",1,2037
"2005","Malaysia","MYS",1,2037
"2006","Malta","MLT",1,2037
"2007","Mauritius","MUS",1,2037
"2008","Mexico","MEX",1,2037
"2009","Mongolia","MNG",1,2037
"2010","Montenegro","MNE",1,2037
"2011","Morocco","MAR",1,2037
"2012","Mozambique","MOZ",1,2037
"2013","Myanmar","MMR",1,2037
"2014","Namibia","NAM",1,2037
"2015","Nepal","NPL",1,2037
"2016","Netherlands","NLD",1,2037
"2017","New Zealand","NZL",1,2037
"2018","Nicaragua","NIC",1,2037
"2019","Niger","NER",1,2037
"2020","Nigeria","NGA",1,2037
"2021","Norway","NOR",1,2037
"2022","Oman","OMN",1,2037
"2023","Pakistan","PAK",1,2037
"2024","Panama","PAN",1,2037
"2025","Paraguay","PRY",1,2037
"2026","Peru","PER",1,2037
"2027","Philippines","PHL",1,2037
"2028","Poland","POL",1,2037
"2029","Portugal","PRT",1,2037
"2030","Qatar","QAT",1,2037
"2031","Romania","ROU",1,2037
"2032","Russian Federation","RUS",1,2037
"2033","Saudi Arabia","SAU",1,2037
"2034","Senegal","SEN",1,2037
"2035","Serbia","SRB",1,2037
"2036","Singapore","SGP",1,2037
"2037","Slovak Republic","SVK",1,2037
"2038","Slovenia","SVN",1,2037
"2039","South Africa","ZAF",1,2037
"2040","South Sudan","SSD",1,2037
"2041","Spain","ESP",1,2037
"2042","Sri Lanka","LKA",1,2037
"2043","Sudan","SDN",1,2037
"2044","Suriname","SUR",1,2037
"2045","Sweden","SWE",1,2037
"2046","Switzerland","CHE",1,2037
"2047","Syrian Arab Republic","SYR",1,2037
"2048","Tajikistan","TJK",1,2037
"2049","Thailand","THA",1,2037
"2050","Togo","TGO",1,2037
"2051","Trinidad and Tobago","TTO",1,2037
"2052","Tunisia","TUN",1,2037
"2053","Turkey","TUR",1,2037
"2054","Turkmenistan","TKM",1,2037
"2055","Ukraine","UKR",1,2037
"2056","United Arab Emirates","ARE",1,2037
"2057","United Kingdom","GBR",1,2037
"2058","United States","USA",1,2037
"2059","Uruguay","URY",1,2037
"2060","Uzbekistan","UZB",1,2037
"2061","Venezuela","VEN",1,2037
"2062","Vietnam","VNM",1,2037
"2063","Zambia","ZMB",1,2037
"2064","Zimbabwe","ZWE",1,2037
"2065","Albania","ALB",1,2038
"2066","Algeria","DZA",1,2038
"2067","Angola","AGO",1,2038
"2068","Argentina","ARG",1,2038
"2069","Armenia","ARM",1,2038
"2070","Australia","AUS",1,2038
"2071","Austria","AUT",1,2038
"2072","Azerbaijan","AZE",1,2038
"2073","Bahrain","BHR",1,2038
"2074","Bangladesh","BGD",1,2038
"2075","Belarus","BLR",1,2038
"2076","Belgium","BEL",1,2038
"2077","Benin","BEN",1,2038
"2078","Bolivia","BOL",1,2038
"2079","Bosnia and Herzegovina","BIH",1,2038
"2080","Botswana","BWA",1,2038
"2081","Brazil","BRA",1,2038
"2082","Brunei Darussalam","BRN",1,2038
"2083","Bulgaria","BGR",1,2038
"2084","Cambodia","KHM",1,2038
"2085","Cameroon","CMR",1,2038
"2086","Canada","CAN",1,2038
"2087","Chile","CHL",1,2038
"2088","China","CHN",1,2038
"2089","Colombia","COL",1,2038
"2090","Costa Rica","CRI",1,2038
"2091","Croatia","HRV",1,2038
"2092","Cuba","CUB",1,2038
"2093","Cyprus","CYP",1,2038
"2094","Denmark","DNK",1,2038
"2095","Dominican Republic","DOM",1,2038
"2096","Ecuador","ECU",1,2038
"2097","Egypt","EGY",1,2038
"2098","El Salvador","SLV",1,2038
"2099","Eritrea","ERI",1,2038
"2100","Estonia","EST",1,2038
"2101","Ethiopia","ETH",1,2038
"2102","Finland","FIN",1,2038
"2103","France","FRA",1,2038
"2104","Gabon","GAB",1,2038
"2105","Georgia","GEO",1,2038
"2106","Germany","DEU",1,2038
"2107","Ghana","GHA",1,2038
"2108","Gibraltar","GIB",1,2038
"2109","Greece","GRC",1,2038
"2110","Guatemala","GTM",1,2038
"2111","Haiti","HTI",1,2038
"2112","Honduras","HND",1,2038
"2113","Hungary","HUN",1,2038
"2114","Iceland","ISL",1,2038
"2115","India","IND",1,2038
"2116","Indonesia","IDN",1,2038
"2117","Iraq","IRQ",1,2038
"2118","Ireland","IRL",1,2038
"2119","Israel","ISR",1,2038
"2120","Italy","ITA",1,2038
"2121","Jamaica","JAM",1,2038
"2122","Japan","JPN",1,2038
"2123","Jordan","JOR",1,2038
"2124","Kazakhstan","KAZ",1,2038
"2125","Kenya","KEN",1,2038
"2126","Korea","KOR",1,2038
"2127","Kosovo","XKX",1,2038
"2128","Kuwait","KWT",1,2038
"2129","Latvia","LVA",1,2038
"2130","Lebanon","LBN",1,2038
"2131","Libya","LBY",1,2038
"2132","Lithuania","LTU",1,2038
"2133","Luxembourg","LUX",1,2038
"2134","Malaysia","MYS",1,2038
"2135","Malta","MLT",1,2038
"2136","Mauritius","MUS",1,2038
"2137","Mexico","MEX",1,2038
"2138","Mongolia","MNG",1,2038
"2139","Montenegro","MNE",1,2038
"2140","Morocco","MAR",1,2038
"2141","Mozambique","MOZ",1,2038
"2142","Myanmar","MMR",1,2038
"2143","Namibia","NAM",1,2038
"2144","Nepal","NPL",1,2038
"2145","Netherlands","NLD",1,2038
"2146","New Zealand","NZL",1,2038
"2147","Nicaragua","NIC",1,2038
"2148","Niger","NER",1,2038
"2149","Nigeria","NGA",1,2038
"2150","Norway","NOR",1,2038
"2151","Oman","OMN",1,2038
"2152","Pakistan","PAK",1,2038
"2153","Panama","PAN",1,2038
"2154","Paraguay","PRY",1,2038
"2155","Peru","PER",1,2038
"2156","Philippines","PHL",1,2038
"2157","Poland","POL",1,2038
"2158","Portugal","PRT",1,2038
"2159","Qatar","QAT",1,2038
"2160","Romania","ROU",1,2038
"2161","Russian Federation","RUS",1,2038
"2162","Saudi Arabia","SAU",1,2038
"2163","Senegal","SEN",1,2038
"2164","Serbia","SRB",1,2038
"2165","Singapore","SGP",1,2038
"2166","Slovak Republic","SVK",1,2038
"2167","Slovenia","SVN",1,2038
"2168","South Africa","ZAF",1,2038
"2169","South Sudan","SSD",1,2038
"2170","Spain","ESP",1,2038
"2171","Sri Lanka","LKA",1,2038
"2172","Sudan","SDN",1,2038
"2173","Suriname","SUR",1,2038
"2174","Sweden","SWE",1,2038
"2175","Switzerland","CHE",1,2038
"2176","Syrian Arab Republic","SYR",1,2038
"2177","Tajikistan","TJK",1,2038
"2178","Thailand","THA",1,2038
"2179","Togo","TGO",1,2038
"2180","Trinidad and Tobago","TTO",1,2038
"2181","Tunisia","TUN",1,2038
"2182","Turkey","TUR",1,2038
"2183","Turkmenistan","TKM",1,2038
"2184","Ukraine","UKR",1,2038
"2185","United Arab Emirates","ARE",1,2038
"2186","United Kingdom","GBR",1,2038
"2187","United States","USA",1,2038
"2188","Uruguay","URY",1,2038
"2189","Uzbekistan","UZB",1,2038
"2190","Venezuela","VEN",1,2038
"2191","Vietnam","VNM",1,2038
"2192","Zambia","ZMB",1,2038
"2193","Zimbabwe","ZWE",1,2038
"2194","Albania","ALB",1,2039
"2195","Algeria","DZA",1,2039
"2196","Angola","AGO",1,2039
"2197","Argentina","ARG",1,2039
"2198","Armenia","ARM",1,2039
"2199","Australia","AUS",1,2039
"2200","Austria","AUT",1,2039
"2201","Azerbaijan","AZE",1,2039
"2202","Bahrain","BHR",1,2039
"2203","Bangladesh","BGD",1,2039
"2204","Belarus","BLR",1,2039
"2205","Belgium","BEL",1,2039
"2206","Benin","BEN",1,2039
"2207","Bolivia","BOL",1,2039
"2208","Bosnia and Herzegovina","BIH",1,2039
"2209","Botswana","BWA",1,2039
"2210","Brazil","BRA",1,2039
"2211","Brunei Darussalam","BRN",1,2039
"2212","Bulgaria","BGR",1,2039
"2213","Cambodia","KHM",1,2039
"2214","Cameroon","CMR",1,2039
"2215","Canada","CAN",1,2039
"2216","Chile","CHL",1,2039
"2217","China","CHN",1,2039
"2218","Colombia","COL",1,2039
"2219","Costa Rica","CRI",1,2039
"2220","Croatia","HRV",1,2039
"2221","Cuba","CUB",1,2039
"2222","Cyprus","CYP",1,2039
"2223","Denmark","DNK",1,2039
"2224","Dominican Republic","DOM",1,2039
"2225","Ecuador","ECU",1,2039
"2226","Egypt","EGY",1,2039
"2227","El Salvador","SLV",1,2039
"2228","Eritrea","ERI",1,2039
"2229","Estonia","EST",1,2039
"2230","Ethiopia","ETH",1,2039
"2231","Finland","FIN",1,2039
"2232","France","FRA",1,2039
"2233","Gabon","GAB",1,2039
"2234","Georgia","GEO",1,2039
"2235","Germany","DEU",1,2039
"2236","Ghana","GHA",1,2039
"2237","Gibraltar","GIB",1,2039
"2238","Greece","GRC",1,2039
"2239","Guatemala","GTM",1,2039
"2240","Haiti","HTI",1,2039
"2241","Honduras","HND",1,2039
"2242","Hungary","HUN",1,2039
"2243","Iceland","ISL",1,2039
"2244","India","IND",1,2039
"2245","Indonesia","IDN",1,2039
"2246","Iraq","IRQ",1,2039
"2247","Ireland","IRL",1,2039
"2248","Israel","ISR",1,2039
"2249","Italy","ITA",1,2039
"2250","Jamaica","JAM",1,2039
"2251","Japan","JPN",1,2039
"2252","Jordan","JOR",1,2039
"2253","Kazakhstan","KAZ",1,2039
"2254","Kenya","KEN",1,2039
"2255","Korea","KOR",1,2039
"2256","Kosovo","XKX",1,2039
"2257","Kuwait","KWT",1,2039
"2258","Latvia","LVA",1,2039
"2259","Lebanon","LBN",1,2039
"2260","Libya","LBY",1,2039
"2261","Lithuania","LTU",1,2039
"2262","Luxembourg","LUX",1,2039
"2263","Malaysia","MYS",1,2039
"2264","Malta","MLT",1,2039
"2265","Mauritius","MUS",1,2039
"2266","Mexico","MEX",1,2039
"2267","Mongolia","MNG",1,2039
"2268","Montenegro","MNE",1,2039
"2269","Morocco","MAR",1,2039
"2270","Mozambique","MOZ",1,2039
"2271","Myanmar","MMR",1,2039
"2272","Namibia","NAM",1,2039
"2273","Nepal","NPL",1,2039
"2274","Netherlands","NLD",1,2039
"2275","New Zealand","NZL",1,2039
"2276","Nicaragua","NIC",1,2039
"2277","Niger","NER",1,2039
"2278","Nigeria","NGA",1,2039
"2279","Norway","NOR",1,2039
"2280","Oman","OMN",1,2039
"2281","Pakistan","PAK",1,2039
"2282","Panama","PAN",1,2039
"2283","Paraguay","PRY",1,2039
"2284","Peru","PER",1,2039
"2285","Philippines","PHL",1,2039
"2286","Poland","POL",1,2039
"2287","Portugal","PRT",1,2039
"2288","Qatar","QAT",1,2039
"2289","Romania","ROU",1,2039
"2290","Russian Federation","RUS",1,2039
"2291","Saudi Arabia","SAU",1,2039
"2292","Senegal","SEN",1,2039
"2293","Serbia","SRB",1,2039
"2294","Singapore","SGP",1,2039
"2295","Slovak Republic","SVK",1,2039
"2296","Slovenia","SVN",1,2039
"2297","South Africa","ZAF",1,2039
"2298","South Sudan","SSD",1,2039
"2299","Spain","ESP",1,2039
"2300","Sri Lanka","LKA",1,2039
"2301","Sudan","SDN",1,2039
"2302","Suriname","SUR",1,2039
"2303","Sweden","SWE",1,2039
"2304","Switzerland","CHE",1,2039
"2305","Syrian Arab Republic","SYR",1,2039
"2306","Tajikistan","TJK",1,2039
"2307","Thailand","THA",1,2039
"2308","Togo","TGO",1,2039
