Year,prodinit_ippu_mining_tonne,iso_code3
2033,20695835.2003081,"ETH"
2034,27419303.6800471,"ETH"
2035,36327029.4251015,"ETH"
2036,48128613.4123273,"ETH"
2037,63764185.1164598,"ETH"
2038,84479294.4424354,"ETH"
2039,111924133.844995,"ETH"
2040,148284994.798203,"ETH"
2041,196458430.607604,"ETH"
2042,260281999.600343,"ETH"
2043,344839969.994806,"ETH"
2044,456868339.295876,"ETH"
2045,605291432.585717,"ETH"
2046,801932825.825335,"ETH"
2047,1062457227.23845,"ETH"
2048,1407618348.26932,"ETH"
2049,1864912171.13229,"ETH"
2050,2470767314.3885,"ETH"
2021,52058480,"FIN"
2022,52461491.5610615,"FIN"
2023,52867623.0426115,"FIN"
2024,53276898.5975646,"FIN"
2025,53689342.5658157,"FIN"
2026,54104979.4756874,"FIN"
2027,54523834.0453886,"FIN"
2028,54945931.1844847,"FIN"
2029,55371295.9953789,"FIN"
2030,55799953.774805,"FIN"
2031,56231930.0153319,"FIN"
2032,56667250.4068797,"FIN"
2033,57105940.8382473,"FIN"
2034,57548027.3986522,"FIN"
2035,57993536.3792821,"FIN"
2036,58442494.2748583,"FIN"
2037,58894927.7852113,"FIN"
2038,59350863.8168688,"FIN"
2039,59810329.484656,"FIN"
2040,60273352.1133078,"FIN"
2041,60739959.2390939,"FIN"
2042,61210178.6114567,"FIN"
2043,61684038.1946612,"FIN"
2044,62161566.1694582,"FIN"
2045,62642790.9347603,"FIN"
2046,63127741.1093307,"FIN"
2047,63616445.5334852,"FIN"
2048,64108933.2708074,"FIN"
2049,64605233.6098772,"FIN"
2050,65105376.0660124,"FIN"
2021,73725.34,"FJI"
2022,552796.433022935,"FJI"
2023,4144896.40010992,"FJI"
2024,31078648.741808,"FJI"
2025,233029324.349596,"FJI"
2026,1747265991.45153,"FJI"
2027,13101091261.3857,"FJI"
2028,98232663531.9951,"FJI"
2029,736553619241.756,"FJI"
2030,5522717337715.58,"FJI"
2031,41409621778388.4,"FJI"
2032,310491497386407,"FJI"
2033,2328081392899045,"FJI"
2034,17456075343723852,"FJI"
2035,130886560639668128,"FJI"
2036,981394237751207552,"FJI"
2037,7358545026962638848,"FJI"
2038,55174753255035551744,"FJI"
2039,4.13703168982391e+20,"FJI"
2040,3.10196787351201e+21,"FJI"
2041,2.32587164173021e+22,"FJI"
2042,1.74395065145533e+23,"FJI"
2043,1.30762326696972e+24,"FJI"
2044,9.80462725188729e+24,"FJI"
2045,7.35156049733071e+25,"FJI"
2046,5.51223828886612e+26,"FJI"
2047,4.13310493252068e+27,"FJI"
2048,3.09902357046699e+28,"FJI"
2049,2.32366398799674e+29,"FJI"
2050,1.74229534120622e+30,"FJI"
2021,49955130,"FRA"
2022,48428341.3208289,"FRA"
2023,46948216.1909438,"FRA"
2024,45513328.4229085,"FRA"
2025,44122295.4181401,"FRA"
2026,42773776.8346941,"FRA"
2027,41466473.2957662,"FRA"
2028,40199125.1376666,"FRA"
2029,38970511.1960599,"FRA"
2030,37779447.629302,"FRA"
2031,36624786.7777387,"FRA"
2032,35505416.0578685,"FRA"
2033,34420256.8903033,"FRA"
2034,33368263.6604933,"FRA"
2035,32348422.7112166,"FRA"
2036,31359751.3658608,"FRA"
2037,30401296.9815559,"FRA"
2038,29472136.0312479,"FRA"
2039,28571373.2138256,"FRA"
2040,27698140.5914454,"FRA"
2041,26851596.7532228,"FRA"
2042,26030926.0044831,"FRA"
2043,25235337.580792,"FRA"
2044,24464064.8860074,"FRA"
2045,23716364.7536193,"FRA"
2046,22991516.7306651,"FRA"
2047,22288822.3835309,"FRA"
2048,21607604.6249698,"FRA"
2049,20947207.0616883,"FRA"
2050,20306993.3618733,"FRA"
2021,0,"FRO"
2022,NA,"FRO"
2023,NA,"FRO"
2024,NA,"FRO"
2025,NA,"FRO"
2026,NA,"FRO"
2027,NA,"FRO"
2028,NA,"FRO"
2029,NA,"FRO"
2030,NA,"FRO"
2031,NA,"FRO"
2032,NA,"FRO"
2033,NA,"FRO"
2034,NA,"FRO"
2035,NA,"FRO"
2036,NA,"FRO"
2037,NA,"FRO"
2038,NA,"FRO"
2039,NA,"FRO"
2040,NA,"FRO"
2041,NA,"FRO"
2042,NA,"FRO"
2043,NA,"FRO"
2044,NA,"FRO"
2045,NA,"FRO"
2046,NA,"FRO"
2047,NA,"FRO"
2048,NA,"FRO"
2049,NA,"FRO"
2050,NA,"FRO"
2021,98.39374,"FSM"
2022,Inf,"FSM"
2023,Inf,"FSM"
2024,Inf,"FSM"
2025,Inf,"FSM"
2026,Inf,"FSM"
2027,Inf,"FSM"
2028,Inf,"FSM"
2029,Inf,"FSM"
2030,Inf,"FSM"
2031,Inf,"FSM"
2032,Inf,"FSM"
2033,Inf,"FSM"
2034,Inf,"FSM"
2035,Inf,"FSM"
2036,Inf,"FSM"
2037,Inf,"FSM"
2038,Inf,"FSM"
2039,Inf,"FSM"
2040,Inf,"FSM"
2041,Inf,"FSM"
2042,Inf,"FSM"
2043,Inf,"FSM"
2044,Inf,"FSM"
2045,Inf,"FSM"
2046,Inf,"FSM"
2047,Inf,"FSM"
2048,Inf,"FSM"
2049,Inf,"FSM"
2050,Inf,"FSM"
2021,15391150,"GAB"
2022,16527727.9595994,"GAB"
2023,17748237.8838828,"GAB"
2024,19058877.8296015,"GAB"
2025,20466303.5564525,"GAB"
2026,21977662.3267025,"GAB"
2027,23600629.2007859,"GAB"
2028,25343446.0131937,"GAB"
2029,27214963.2265853,"GAB"
2030,29224684.8766664,"GAB"
2031,31382816.8360753,"GAB"
2032,33700318.6423748,"GAB"
2033,36188959.1533438,"GAB"
2034,38861376.3122002,"GAB"
2035,41731141.3262598,"GAB"
2036,44812827.5849444,"GAB"
2037,48122084.6671232,"GAB"
2038,51675717.813615,"GAB"
2039,55491773.2684336,"GAB"
2040,59589629.9221592,"GAB"
2041,63990097.7228245,"GAB"
2042,68715523.3540718,"GAB"
2043,73789903.7172399,"GAB"
2044,79239007.7936719,"GAB"
2045,85090507.5060917,"GAB"
2046,91374118.2435967,"GAB"
2047,98121749.7638859,"GAB"
2048,105367668.239046,"GAB"
2049,113148670.267801,"GAB"
2050,121504269.73791,"GAB"
2021,62193910,"GBR"
2022,61196105.9915446,"GBR"
2023,60214310.1877397,"GBR"
2024,59248265.76198,"GBR"
2025,58297720.0080415,"GBR"
2026,57362424.2739763,"GBR"
2027,56442133.8970682,"GBR"
2028,55536608.1398313,"GBR"
2029,54645610.1270365,"GBR"
2030,53768906.783747,"GBR"
2031,52906268.7743489,"GBR"
2032,52057470.4425595,"GBR"
2033,51222289.7523981,"GBR"
2034,50400508.2301043,"GBR"
2035,49591910.9069872,"GBR"
2036,48796286.2631924,"GBR"
2037,48013426.1723709,"GBR"
2038,47243125.847235,"GBR"
2039,46485183.7859893,"GBR"
2040,45739401.7196191,"GBR"
2041,45005584.560026,"GBR"
2042,44283540.3489952,"GBR"
2043,43573080.207981,"GBR"
2044,42874018.2886987,"GBR"
2045,42186171.7245085,"GBR"
2046,41509360.58258,"GBR"
2047,40843407.8168234,"GBR"
2048,40188139.2215766,"GBR"
2049,39543383.386035,"GBR"
2050,38908971.649412,"GBR"
2021,18462390,"GEO"
2022,20589851.0858474,"GEO"
2023,22962464.1087838,"GEO"
2024,25608478.4561464,"GEO"
2025,28559398.7532051,"GEO"
2026,31850359.9712619,"GEO"
2027,35520545.7602681,"GEO"
2028,39613654.9868109,"GEO"
2029,44178422.0322813,"GEO"
2030,49269197.0461241,"GEO"
2031,54946593.0629223,"GEO"
2032,61278207.6881824,"GEO"
2033,68339427.9455316,"GEO"
2034,76214327.8681953,"GEO"
2035,84996669.5218814,"GEO"
2036,94791019.3776926,"GEO"
2037,105713993.327102,"GEO"
2038,117895645.162696,"GEO"
2039,131481015.056545,"GEO"
2040,146631856.473095,"GEO"
2041,163528562.077953,"GEO"
2042,182372311.573301,"GEO"
2043,203387467.033034,"GEO"
2044,226824244.257535,"GEO"
2045,252961691.954428,"GEO"
2046,282111014.216776,"GEO"
2047,314619275.85761,"GEO"
2048,350873534.718166,"GEO"
2049,391305450.150924,"GEO"
2050,436396422.54811,"GEO"
2021,10165900,"GHA"
2022,11312089.631526,"GHA"
2023,12587510.3858663,"GHA"
2024,14006732.8738905,"GHA"
2025,15585970.5204941,"GHA"
2026,17343264.7893596,"GHA"
2027,19298691.2915261,"GHA"
2028,21474589.1323831,"GHA"
2029,23895816.117187,"GHA"
2030,26590032.7306075,"GHA"
2031,29588018.1345322,"GHA"
2032,32924021.7941397,"GHA"
2033,36636154.749272,"GHA"
2034,40766825.0010546,"GHA"
2035,45363221.9876906,"GHA"
2036,50477855.6841566,"GHA"
2037,56169156.4845624,"GHA"
2038,62502142.7203277,"GHA"
2039,69549163.4400079,"GHA"
2040,77390724.936407,"GHA"
2041,86116410.4633539,"GHA"
2042,95825903.649135,"GHA"
2043,106630127.298221,"GHA"
2044,118652510.591144,"GHA"
2045,132030399.159209,"GHA"
2046,146916624.142981,"GHA"
2047,163481248.159692,"GHA"
2048,181913508.125811,"GHA"
2049,202423977.129866,"GHA"
2050,225246970.053119,"GHA"
2021,30798120,"GIN"
2022,34023928.1502827,"GIN"
2023,37587608.8142912,"GIN"
2024,41524550.902405,"GIN"
2025,45873849.9744849,"GIN"
2026,50678696.4759123,"GIN"
2027,55986804.6376345,"GIN"
2028,61850886.2993842,"GIN"
2029,68329174.3613426,"GIN"
2030,75486001.0623524,"GIN"
2031,83392436.8272363,"GIN"
2032,92126996.0272535,"GIN"
2033,101776416.662207,"GIN"
2034,112436521.706785,"GIN"
2035,124213170.674682,"GIN"
2036,137223310.849954,"GIN"
2037,151596138.624785,"GIN"
2038,167474382.476267,"GIN"
2039,185015720.322717,"GIN"
2040,204394345.334485,"GIN"
2041,225802695.748461,"GIN"
2042,249453365.864078,"GIN"
2043,275581217.197854,"GIN"
2044,304445710.761152,"GIN"
2045,336333483.621701,"GIN"
2046,371561195.335268,"GIN"
2047,410478672.513787,"GIN"
2048,453472382.756886,"GIN"
2049,500969272.44448,"GIN"
2050,553441006.501383,"GIN"
2021,83037,"GMB"
2022,155554.273769564,"GMB"
2023,291401.809891691,"GMB"
2024,545886.736187944,"GMB"
2025,1022616.60233574,"GMB"
2026,1915680.75582011,"GMB"
2027,3588669.25281412,"GMB"
2028,6722699.99422743,"GMB"
2029,12593719.852267,"GMB"
2030,23591976.416257,"GMB"
2031,44195151.0557887,"GMB"
2032,82791341.5299127,"GMB"
2033,155094078.616683,"GMB"
2034,290539720.427974,"GMB"
2035,544271772.973319,"GMB"
2036,1019591271.09767,"GMB"
2037,1910013364.13146,"GMB"
2038,3578052455.50334,"GMB"
2039,6702811412.08408,"GMB"
2040,12556462317.0524,"GMB"
2041,23522181399.1832,"GMB"
2042,44064403157.9402,"GMB"
2043,82546409821.196,"GMB"
2044,154635244915.169,"GMB"
2045,289680181388.51,"GMB"
2046,542661587501.056,"GMB"
2047,1016574890065.45,"GMB"
2048,1904362738977.87,"GMB"
2049,3567467067157.05,"GMB"
2050,6682981668755.49,"GMB"
2021,0,"GNB"
2022,NA,"GNB"
2023,NA,"GNB"
2024,NA,"GNB"
2025,NA,"GNB"
2026,NA,"GNB"
2027,NA,"GNB"
2028,NA,"GNB"
2029,NA,"GNB"
2030,NA,"GNB"
2031,NA,"GNB"
2032,NA,"GNB"
2033,NA,"GNB"
2034,NA,"GNB"
2035,NA,"GNB"
2036,NA,"GNB"
2037,NA,"GNB"
2038,NA,"GNB"
2039,NA,"GNB"
2040,NA,"GNB"
2041,NA,"GNB"
2042,NA,"GNB"
2043,NA,"GNB"
2044,NA,"GNB"
2045,NA,"GNB"
2046,NA,"GNB"
2047,NA,"GNB"
2048,NA,"GNB"
2049,NA,"GNB"
2050,NA,"GNB"
2021,82.78446,"GNQ"
2022,4341.56296979823,"GNQ"
2023,227689.701916558,"GNQ"
2024,11940999.2943763,"GNQ"
2025,626235894.500621,"GNQ"
2026,32842426826.5127,"GNQ"
2027,1722394083965.7,"GNQ"
2028,90329542215350.9,"GNQ"
2029,4737258605793804,"GNQ"
2030,248441634351088992,"GNQ"
2031,13029317336307306496,"GNQ"
2032,6.83311839795317e+20,"GNQ"
2033,3.58357278706662e+22,"GNQ"
2034,1.87937529723635e+24,"GNQ"
2035,9.85622929331768e+25,"GNQ"
2036,5.16901845125384e+27,"GNQ"
2037,2.7108492461227e+29,"GNQ"
2038,1.42168260850789e+31,"GNQ"
2039,7.45589760192193e+32,"GNQ"
2040,3.91018422239049e+34,"GNQ"
2041,2.05066398029531e+36,"GNQ"
2042,1.07545387145718e+38,"GNQ"
2043,5.64012944463806e+39,"GNQ"
2044,2.95791953486309e+41,"GNQ"
2045,1.55125659093559e+43,"GNQ"
2046,8.13543770396208e+44,"GNQ"
2047,4.26656344422879e+46,"GNQ"
2048,2.23756413435064e+48,"GNQ"
2049,1.17347212124659e+50,"GNQ"
2050,6.15417810020718e+51,"GNQ"
2021,6121093,"GRC"
2022,6116170.57554571,"GRC"
2023,6111252.10957767,"GRC"
2024,6106337.59891258,"GRC"
2025,6101427.04036968,"GRC"
2026,6096520.43077077,"GRC"
2027,6091617.76694023,"GRC"
2028,6086719.04570495,"GRC"
2029,6081824.26389442,"GRC"
2030,6076933.41834065,"GRC"
2031,6072046.50587819,"GRC"
2032,6067163.52334417,"GRC"
2033,6062284.46757823,"GRC"
2034,6057409.33542257,"GRC"
2035,6052538.12372193,"GRC"
2036,6047670.82932357,"GRC"
2037,6042807.4490773,"GRC"
2038,6037947.97983546,"GRC"
2039,6033092.41845293,"GRC"
2040,6028240.76178711,"GRC"
2041,6023393.00669791,"GRC"
2042,6018549.15004781,"GRC"
2043,6013709.18870176,"GRC"
2044,6008873.11952727,"GRC"
2045,6004040.93939436,"GRC"
2046,5999212.64517556,"GRC"
2047,5994388.23374592,"GRC"
2048,5989567.701983,"GRC"
2049,5984751.04676687,"GRC"
2050,5979938.26498011,"GRC"
2021,41.46133,"GRL"
2022,Inf,"GRL"
2023,Inf,"GRL"
2024,Inf,"GRL"
2025,Inf,"GRL"
2026,Inf,"GRL"
2027,Inf,"GRL"
2028,Inf,"GRL"
2029,Inf,"GRL"
2030,Inf,"GRL"
2031,Inf,"GRL"
2032,Inf,"GRL"
2033,Inf,"GRL"
2034,Inf,"GRL"
2035,Inf,"GRL"
2036,Inf,"GRL"
2037,Inf,"GRL"
2038,Inf,"GRL"
2039,Inf,"GRL"
2040,Inf,"GRL"
2041,Inf,"GRL"
2042,Inf,"GRL"
2043,Inf,"GRL"
2044,Inf,"GRL"
2045,Inf,"GRL"
2046,Inf,"GRL"
2047,Inf,"GRL"
2048,Inf,"GRL"
2049,Inf,"GRL"
2050,Inf,"GRL"
2021,2863963,"GTM"
2022,2933112.15198055,"GTM"
2023,3003930.88042547,"GTM"
2024,3076459.49653874,"GTM"
2025,3150739.28482098,"GTM"
2026,3226812.52656928,"GTM"
2027,3304722.52394441,"GTM"
2028,3384513.62461917,"GTM"
2029,3466231.24702178,"GTM"
2030,3549921.90618883,"GTM"
2031,3635633.24024242,"GTM"
2032,3723414.03750658,"GTM"
2033,3813314.26427839,"GTM"
2034,3905385.09326961,"GTM"
2035,3999678.93273509,"GTM"
2036,4096249.45630439,"GTM"
2037,4195151.63353372,"GTM"
2038,4296441.76119552,"GTM"
2039,4400177.49532355,"GTM"
2040,4506417.88403162,"GTM"
2041,4615223.40112481,"GTM"
2042,4726655.98052216,"GTM"
2043,4840779.05151047,"GTM"
2044,4957657.57484934,"GTM"
2045,5077358.0797479,"GTM"
2046,5199948.70173434,"GTM"
2047,5325499.22143983,"GTM"
2048,5454081.10431878,"GTM"
2049,5585767.5413282,"GTM"
2050,5720633.49058918,"GTM"
2021,2719.473,"GUM"
2022,4082.38436751821,"GUM"
2023,6128.34255907563,"GUM"
2024,9199.6684144196,"GUM"
2025,13810.2428379975,"GUM"
2026,20731.4871202882,"GUM"
2027,31121.4337981181,"GUM"
2028,46718.4836298027,"GUM"
2029,70132.2672607752,"GUM"
2030,105280.277290489,"GUM"
2031,158043.32612189,"GUM"
2032,237249.497954415,"GUM"
2033,356151.225495031,"GUM"
2034,534642.629448195,"GUM"
2035,802588.116399075,"GUM"
2036,1204819.16163296,"GUM"
2037,1808635.31689294,"GUM"
2038,2715064.4791197,"GUM"
2039,4075766.43943965,"GUM"
2040,6118407.94081199,"GUM"
2041,9184754.88878549,"GUM"
2042,13787855.138648,"GUM"
2043,20697879.4345898,"GUM"
2044,31070983.0340459,"GUM"
2045,46642748.5846018,"GUM"
2046,70018576.2755727,"GUM"
2047,105109608.08336,"GUM"
2048,157787123.062253,"GUM"
2049,236864894.25893,"GUM"
2050,355573870.943566,"GUM"
2021,7907373,"HKG"
2022,11851521.5057046,"HKG"
2023,17762986.7719884,"HKG"
2024,26623054.1715646,"HKG"
2025,39902468.1220724,"HKG"
2026,59805571.215552,"HKG"
2027,89636218.4283026,"HKG"
2028,134346207.064352,"HKG"
2029,201357260.146069,"HKG"
2030,301793010.01115,"HKG"
2031,452325487.670616,"HKG"
2032,677942629.582116,"HKG"
2033,1016096199.60085,"HKG"
2034,1522918668.61904,"HKG"
2035,2282541035.12982,"HKG"
2036,3421058316.77528,"HKG"
2037,5127460942.27904,"HKG"
2038,7685006591.57983,"HKG"
2039,11518240114.8384,"HKG"
2040,17263466694.802,"HKG"
2041,25874376584.5447,"HKG"
2042,38780354807.9028,"HKG"
2043,58123754754.5454,"HKG"
2044,87115522369.5398,"HKG"
2045,130568203478.36,"HKG"
2046,195694811852.811,"HKG"
2047,293306167703.029,"HKG"
2048,439605461167.476,"HKG"
2049,658877932917.99,"HKG"
2050,987522150733.467,"HKG"
2021,885790,"HND"
2022,924648.962001985,"HND"
2023,965212.638358243,"HND"
2024,1007555.81364561,"HND"
2025,1051756.55318584,"HND"
2026,1097896.34696945,"HND"
2027,1146060.25989351,"HND"
2028,1196337.08859014,"HND"
2029,1248819.52513502,"HND"
2030,1303604.32793767,"HND"
2031,1360792.50012854,"HND"
2032,1420489.47577184,"HND"
2033,1482805.31424737,"HND"
2034,1547854.90315973,"HND"
2035,1615758.17014905,"HND"
2036,1686640.30399366,"HND"
2037,1760631.9854124,"HND"
2038,1837869.62799204,"HND"
2039,1918495.62968403,"HND"
2040,2002658.6353342,"HND"
2041,2090513.8107295,"HND"
2042,2182223.12866689,"HND"
2043,2277955.66757196,"HND"
2044,2377887.92321764,"HND"
2045,2482204.13411784,"HND"
2046,2591096.62119588,"HND"
2047,2704766.14235386,"HND"
2048,2823422.26259678,"HND"
2049,2947283.74039379,"HND"
2050,3076578.93098866,"HND"
2021,481655.4,"HRV"
2022,558389.72215372,"HRV"
2023,647348.875994971,"HRV"
2024,750480.445155094,"HRV"
2025,870042.290093608,"HRV"
2026,1008651.9794595,"HRV"
2027,1169344.09654742,"HRV"
2028,1355636.67545969,"HRV"
2029,1571608.2214615,"HRV"
2030,1821987.00173691,"HRV"
2031,2112254.56138883,"HRV"
2032,2448765.73096001,"HRV"
2033,2838887.75280067,"HRV"
2034,3291161.57217788,"HRV"
2035,3815488.82427438,"HRV"
2036,4423348.6107852,"HRV"
2037,5128048.81200417,"HRV"
2038,5945017.43637821,"HRV"
2039,6892140.38604829,"HRV"
2040,7990153.0330812,"HRV"
2041,9263094.17917438,"HRV"
2042,10738832.3373784,"HRV"
2043,12449675.8577275,"HRV"
2044,14433080.2542655,"HRV"
2045,16732468.2189832,"HRV"
2046,19398180.2752424,"HRV"
2047,22488576.8833493,"HRV"
2048,26071316.1266872,"HRV"
2049,30224834.9508023,"HRV"
2050,35040066.3842252,"HRV"
2021,14179.58,"HTI"
2022,Inf,"HTI"
2023,Inf,"HTI"
2024,Inf,"HTI"
2025,Inf,"HTI"
2026,Inf,"HTI"
2027,Inf,"HTI"
2028,Inf,"HTI"
2029,Inf,"HTI"
2030,Inf,"HTI"
2031,Inf,"HTI"
2032,Inf,"HTI"
2033,Inf,"HTI"
2034,Inf,"HTI"
2035,Inf,"HTI"
2036,Inf,"HTI"
2037,Inf,"HTI"
2038,Inf,"HTI"
2039,Inf,"HTI"
2040,Inf,"HTI"
2041,Inf,"HTI"
2042,Inf,"HTI"
2043,Inf,"HTI"
2044,Inf,"HTI"
2045,Inf,"HTI"
2046,Inf,"HTI"
2047,Inf,"HTI"
2048,Inf,"HTI"
2049,Inf,"HTI"
2050,Inf,"HTI"
2021,1971727,"HUN"
2022,2026571.09560491,"HUN"
2023,2082940.69388982,"HUN"
2024,2140878.22710565,"HUN"
2025,2200427.30776735,"HUN"
2026,2261632.76148323,"HUN"
2027,2324540.66069747,"HUN"
2028,2389198.35937117,"HUN"
2029,2455654.52862809,"HUN"
2030,2523959.19339188,"HUN"
2031,2594163.77004234,"HUN"
2032,2666321.10511915,"HUN"
2033,2740485.51510215,"HUN"
2034,2816712.82729808,"HUN"
2035,2895060.42186463,"HUN"
2036,2975587.27500339,"HUN"
2037,3058354.00335425,"HUN"
2038,3143422.90962455,"HUN"
2039,3230858.02948755,"HUN"
2040,3320725.17978529,"HUN"
2041,3413092.00807226,"HUN"
2042,3508028.04353714,"HUN"
2043,3605604.74934097,"HUN"
2044,3705895.57641103,"HUN"
2045,3808976.01873115,"HUN"
2046,3914923.67016976,"HUN"
2047,4023818.28288882,"HUN"
2048,4135741.82737726,"HUN"
2049,4250778.5541543,"HUN"
2050,4369015.05718912,"HUN"
2021,173050900,"IDN"
2022,172343826.43035,"IDN"
2023,171639641.912607,"IDN"
2024,170938334.642315,"IDN"
2025,170239892.863245,"IDN"
2026,169544304.867206,"IDN"
2027,168851558.993845,"IDN"
2028,168161643.630453,"IDN"
2029,167474547.211769,"IDN"
2030,166790258.219787,"IDN"
2031,166108765.183562,"IDN"
2032,165430056.679021,"IDN"
2033,164754121.328765,"IDN"
2034,164080947.801886,"IDN"
2035,163410524.813772,"IDN"
2036,162742841.125917,"IDN"
2037,162077885.545739,"IDN"
2038,161415646.926383,"IDN"
2039,160756114.166544,"IDN"
2040,160099276.210273,"IDN"
2041,159445122.046796,"IDN"
2042,158793640.710328,"IDN"
2043,158144821.279889,"IDN"
2044,157498652.879123,"IDN"
2045,156855124.676113,"IDN"
2046,156214225.883199,"IDN"
2047,155575945.7568,"IDN"
2048,154940273.597233,"IDN"
2049,154307198.748532,"IDN"
2050,153676710.598272,"IDN"
2021,254190300,"IND"
2022,240250171.238316,"IND"
2023,227074537.384158,"IND"
2024,214621472.536149,"IND"
2025,202851350.064221,"IND"
2026,191726716.514567,"IND"
2027,181212172.429809,"IND"
2028,171274259.705146,"IND"
2029,161881355.122037,"IND"
2030,153003569.720639,"IND"
2031,144612653.690786,"IND"
2032,136681906.478881,"IND"
2033,129186091.824632,"IND"
2034,122101357.457294,"IND"
2035,115405159.195869,"IND"
2036,109076189.211755,"IND"
2037,103094308.225558,"IND"
2038,97440481.4223282,"IND"
2039,92096717.8812816,"IND"
2040,87046013.327278,"IND"
2041,82272296.0218833,"IND"
2042,77760375.6218349,"IND"
2043,73495894.8421778,"IND"
2044,69465283.770256,"IND"
2045,65655716.6851853,"IND"
2046,62055071.2454021,"IND"
2047,58651889.9144215,"IND"
2048,55435343.5020559,"IND"
2049,52395196.7050821,"IND"
2050,49521775.5377024,"IND"
2021,2599205,"IRL"
2022,2439876.41224067,"IRL"
2023,2290314.50270695,"IRL"
2024,2149920.58408914,"IRL"
2025,2018132.66799263,"IRL"
2026,1894423.21533221,"IRL"
2027,1778297.02462491,"IRL"
2028,1669289.24972832,"IRL"
2029,1566963.53908947,"IRL"
2030,1470910.28905591,"IRL"
2031,1380745.00425693,"IRL"
2032,1296106.75849178,"IRL"
2033,1216656.74996386,"IRL"
2034,1142076.94507752,"IRL"
2035,1072068.80536877,"IRL"
2036,1006352.09247377,"IRL"
2037,944663.746351597,"IRL"
2038,886756.832270702,"IRL"
2039,832399.552344099,"IRL"
2040,781374.317656384,"IRL"
2041,733476.87726842,"IRL"
2042,688515.500613135,"IRL"
2043,646310.210009625,"IRL"
2044,606692.060223337,"IRL"
2045,569502.462188484,"IRL"
2046,534592.548185567,"IRL"
2047,501822.575932872,"IRL"
2048,471061.369206534,"IRL"
2049,442185.792750021,"IRL"
2050,415080.259371122,"IRL"
2021,20750820,"IRN"
2022,19367824.5301198,"IRN"
2023,18077002.5969821,"IRN"
2024,16872211.041726,"IRN"
2025,15747716.1332081,"IRN"
2026,14698166.2805668,"IRN"
2027,13718566.5644317,"IRN"
2028,12804254.9655715,"IRN"
2029,11950880.1778486,"IRN"
2030,11154380.8998901,"IRN"
2031,10410966.5069231,"IRN"
2032,9717099.01078807,"IRN"
2033,9069476.22227669,"IRN"
2034,8465016.03566261,"IRN"
2035,7900841.76063227,"IRN"
2036,7374268.43180984,"IRN"
2037,6882790.0307214,"IRN"
2038,6424067.55938655,"IRN"
2039,5995917.90877823,"IRN"
2040,5596303.46917468,"IRN"
2041,5223322.4329581,"IRN"
2042,4875199.74370992,"IRN"
2043,4550278.64852852,"IRN"
2044,4247012.81336597,"IRN"
2045,3963958.96385985,"IRN"
2046,3699770.01663707,"IRN"
2047,3453188.66840082,"IRN"
2048,3223041.41229045,"IRN"
2049,3008232.95303756,"IRN"
2050,2807740.99433928,"IRN"
2021,157390.4,"IRQ"
2022,215871.985239107,"IRQ"
2023,296083.585854495,"IRQ"
2024,406099.428396671,"IRQ"
2025,556993.881535698,"IRQ"
2026,763956.219522584,"IRQ"
2027,1047819.59855305,"IRQ"
2028,1437158.15521207,"IRQ"
2029,1971163.3242447,"IRQ"
2030,2703588.91034791,"IRQ"
2031,3708162.03114827,"IRQ"
2032,5086004.60544135,"IRQ"
2033,6975812.4454342,"IRQ"
2034,9567816.59651129,"IRQ"
2035,13122932.295061,"IRQ"
2036,17999023.1087361,"IRQ"
2037,24686924.0490362,"IRQ"
2038,33859849.799686,"IRQ"
2039,46441161.5712026,"IRQ"
2040,63697314.1003875,"IRQ"
2041,87365338.986683,"IRQ"
2042,119827697.039609,"IRQ"
2043,164352100.551054,"IRQ"
2044,225420446.381567,"IRQ"
2045,309179970.785223,"IRQ"
2046,424062039.931122,"IRQ"
2047,581630864.553854,"IRQ"
2048,797747571.691658,"IRQ"
2049,1094166810.8141,"IRQ"
2050,1500726611.23666,"IRQ"
2021,182771.8,"ISL"
2022,198756.690189618,"ISL"
2023,216139.58988822,"ISL"
2024,235042.766472311,"ISL"
2025,255599.180601427,"ISL"
2026,277953.421433273,"ISL"
2027,302262.723631093,"ISL"
2028,328698.073316645,"ISL"
2029,357445.410747833,"ISL"
2030,388706.938180331,"ISL"
2031,422702.542112421,"ISL"
2032,459671.339916783,"ISL"
2033,499873.361737897,"ISL"
2034,543591.37948514,"ISL"
2035,591132.895786302,"ISL"
2036,642832.306891379,"ISL"
2037,699053.254739994,"ISL"
2038,760191.184736381,"ISL"
2039,826676.127222731,"ISL"
2040,898975.722215142,"ISL"
2041,977598.508677503,"ISL"
2042,1063097.5014693,"ISL"
2043,1156074.0811268,"ISL"
2044,1257182.22383741,"ISL"
2045,1367133.10135998,"ISL"
2046,1486700.08324576,"ISL"
2047,1616724.1765445,"ISL"
2048,1758119.94125747,"ISL"
2049,1911881.92314514,"ISL"
2050,2079091.64913674,"ISL"
2021,655549.3,"ISR"
2022,682361.085766168,"ISR"
2023,710269.466183525,"ISR"
2024,739319.291671193,"ISR"
2025,769557.24701808,"ISR"
2026,801031.926408098,"ISR"
2027,833793.911513894,"ISR"
2028,867895.852784589,"ISR"
2029,903392.554058172,"ISR"
2030,940341.060634502,"ISR"
2031,978800.750950491,"ISR"
2032,1018833.43200476,"ISR"
2033,1060503.43868514,"ISR"
2034,1103877.73715867,"ISR"
2035,1149026.03249014,"ISR"
2036,1196020.88066232,"ISR"
