Year,prodinit_ippu_mining_tonne,iso_code3
2027,NA,"TON"
2028,NA,"TON"
2029,NA,"TON"
2030,NA,"TON"
2031,NA,"TON"
2032,NA,"TON"
2033,NA,"TON"
2034,NA,"TON"
2035,NA,"TON"
2036,NA,"TON"
2037,NA,"TON"
2038,NA,"TON"
2039,NA,"TON"
2040,NA,"TON"
2041,NA,"TON"
2042,NA,"TON"
2043,NA,"TON"
2044,NA,"TON"
2045,NA,"TON"
2046,NA,"TON"
2047,NA,"TON"
2048,NA,"TON"
2049,NA,"TON"
2050,NA,"TON"
2021,135760.5,"TUN"
2022,144356.798071383,"TUN"
2023,153497.410140814,"TUN"
2024,163216.801942964,"TUN"
2025,173551.621568404,"TUN"
2026,184540.837649472,"TUN"
2027,196225.886296004,"TUN"
2028,208650.827334979,"TUN"
2029,221862.510443189,"TUN"
2030,235910.751799364,"TUN"
2031,250848.521921832,"TUN"
2032,266732.145399986,"TUN"
2033,283621.513272656,"TUN"
2034,301580.308854202,"TUN"
2035,320676.247859807,"TUN"
2036,340981.333735415,"TUN"
2037,362572.12915505,"TUN"
2038,385530.044709226,"TUN"
2039,409941.645872997,"TUN"
2040,435898.979411084,"TUN"
2041,463499.920450851,"TUN"
2042,492848.541531782,"TUN"
2043,524055.50502303,"TUN"
2044,557238.48038867,"TUN"
2045,592522.587874025,"TUN"
2046,630040.870286009,"TUN"
2047,669934.794646424,"TUN"
2048,712354.78560971,"TUN"
2049,757460.792656511,"TUN"
2050,805422.893201671,"TUN"
2021,59514310,"TUR"
2022,58416265.4397177,"TUR"
2023,57338479.9038006,"TUR"
2024,56280579.611363,"TUR"
2025,55242197.6778114,"TUR"
2026,54222973.9876072,"TUR"
2027,53222555.069377,"TUR"
2028,52240593.9733271,"TUR"
2029,51276750.1509199,"TUR"
2030,50330689.33677,"TUR"
2031,49402083.4327194,"TUR"
2032,48490610.3940518,"TUR"
2033,47595954.1178057,"TUR"
2034,46717804.3331488,"TUR"
2035,45855856.4937747,"TUR"
2036,45009811.6722843,"TUR"
2037,44179376.4565172,"TUR"
2038,43364262.8477945,"TUR"
2039,42564188.1610398,"TUR"
2040,41778874.9267427,"TUR"
2041,41008050.794731,"TUR"
2042,40251448.4397187,"TUR"
2043,39508805.4685961,"TUR"
2044,38779864.3294307,"TUR"
2045,38064372.2221473,"TUR"
2046,37362081.0108556,"TUR"
2047,36672747.1377956,"TUR"
2048,35996131.5388705,"TUR"
2049,35331999.5607385,"TUR"
2050,34680120.8794337,"TUR"
2021,18342120,"TZA"
2022,27053966.0068558,"TZA"
2023,39903624.9190447,"TZA"
2024,58856408.75265,"TZA"
2025,86811081.9076422,"TZA"
2026,128043217.411495,"TZA"
2027,188859131.401333,"TZA"
2028,278560412.919334,"TZA"
2029,410866570.602273,"TZA"
2030,606013385.280835,"TZA"
2031,893847904.445468,"TZA"
2032,1318393447.54952,"TZA"
2033,1944582824.32271,"TZA"
2034,2868189589.13921,"TZA"
2035,4230476283.31893,"TZA"
2036,6239800064.64465,"TZA"
2037,9203480232.29991,"TZA"
2038,13574801677.7456,"TZA"
2039,20022343280.9042,"TZA"
2040,29532234796.1511,"TZA"
2041,43558982074.1307,"TZA"
2042,64247928828.6616,"TZA"
2043,94763379726.0895,"TZA"
2044,139772570117.543,"TZA"
2045,206159503953.244,"TZA"
2046,304077838981.607,"TZA"
2047,448503854475.195,"TZA"
2048,661527022662.359,"TZA"
2049,975728519043.817,"TZA"
2050,1439164403358.56,"TZA"
2021,342390.1,"UGA"
2022,405285.609726545,"UGA"
2023,479734.739559985,"UGA"
2024,567859.837155261,"UGA"
2025,672173.115813473,"UGA"
2026,795648.271034282,"UGA"
2027,941805.252704445,"UGA"
2028,1114810.60955321,"UGA"
2029,1319596.26642941,"UGA"
2030,1562000.12042613,"UGA"
2031,1848932.46387627,"UGA"
2032,2188572.9784982,"UGA"
2033,2590603.91647329,"UGA"
2034,3066486.11583061,"UGA"
2035,3629785.71860691,"UGA"
2036,4296560.90565208,"UGA"
2037,5085819.67286566,"UGA"
2038,6020061.69885349,"UGA"
2039,7125919.75121727,"UGA"
2040,8434918.91627275,"UGA"
2041,9984375.29582651,"UGA"
2042,11818459.7904779,"UGA"
2043,13989457.2950926,"UGA"
2044,16559257.2027785,"UGA"
2045,19601117.7076872,"UGA"
2046,23201754.2022441,"UGA"
2047,27463811.3034866,"UGA"
2048,32508788.979437,"UGA"
2049,38480506.1916297,"UGA"
2050,45549200.7930741,"UGA"
2021,90245260,"UKR"
2022,93134298.8083963,"UKR"
2023,96115824.9699946,"UKR"
2024,99192799.3001627,"UKR"
2025,102368277.399418,"UKR"
2026,105645412.687805,"UKR"
2027,109027459.536405,"UKR"
2028,112517776.499108,"UKR"
2029,116119829.647832,"UKR"
2030,119837196.014519,"UKR"
2031,123673567.143322,"UKR"
2032,127632752.756504,"UKR"
2033,131718684.537697,"UKR"
2034,135935420.036274,"UKR"
2035,140287146.696715,"UKR"
2036,144778186.016963,"UKR"
2037,149412997.839903,"UKR"
2038,154196184.782223,"UKR"
2039,159132496.805065,"UKR"
2040,164226835.930985,"UKR"
2041,169484261.111928,"UKR"
2042,174909993.253037,"UKR"
2043,180509420.397292,"UKR"
2044,186288103.076127,"UKR"
2045,192251779.831332,"UKR"
2046,198406372.913739,"UKR"
2047,204757994.164328,"UKR"
2048,211312951.083618,"UKR"
2049,218077753.095351,"UKR"
2050,225059118.010697,"UKR"
2021,3257615,"URY"
2022,14207055.7146199,"URY"
2023,61959572.2877975,"URY"
2024,270217043.925313,"URY"
2025,1178466024.40338,"URY"
2026,5139506192.86974,"URY"
2027,22414327914.0519,"URY"
2028,97752989681.3145,"URY"
2029,426318693483.76,"URY"
2030,1859253911376.19,"URY"
2031,8108546868351.97,"URY"
2032,35362858141088.8,"URY"
2033,154223901792768,"URY"
2034,672598685018309,"URY"
2035,2933326065736801,"URY"
2036,12792772272066978,"URY"
2037,55791623139536120,"URY"
2038,243317487902181632,"URY"
2039,1.061152133376e+18,"URY"
2040,4627878825631793152,"URY"
2041,20183027250384257024,"URY"
2042,88021878778155335680,"URY"
2043,3.83879536380687e+20,"URY"
2044,1.67416897363957e+21,"URY"
2045,7.30135755274498e+21,"URY"
2046,3.18425576822947e+22,"URY"
2047,1.38871226676068e+23,"URY"
2048,6.05642856674132e+23,"URY"
2049,2.6413194339819e+24,"URY"
2050,1.15192778639247e+25,"URY"
2021,780007100,"USA"
2022,804569790.419429,"USA"
2023,829905968.363062,"USA"
2024,856039991.217646,"USA"
2025,882996983.392371,"USA"
2026,910802860.472665,"USA"
2027,939484354.134607,"USA"
2028,969069037.843904,"USA"
2029,999585353.364126,"USA"
2030,1031062638.09971,"USA"
2031,1063531153.3,"USA"
2032,1097022113.15142,"USA"
2033,1131567714.78583,"USA"
2034,1167201169.23375,"USA"
2035,1203956733.35244,"USA"
2036,1241869742.75931,"USA"
2037,1280976645.80243,"USA"
2038,1321315038.60086,"USA"
2039,1362923701.18828,"USA"
2040,1405842634.7949,"USA"
2041,1450113100.30335,"USA"
2042,1495777657.9156,"USA"
2043,1542880208.0689,"USA"
2044,1591466033.6403,"USA"
2045,1641581843.48017,"USA"
2046,1693275817.31651,"USA"
2047,1746597652.07346,"USA"
2048,1801598609.64831,"USA"
2049,1858331566.19302,"USA"
2050,1916851062.94767,"USA"
2021,4741193,"UZB"
2022,5938134.36169538,"UZB"
2023,7437250.43413069,"UZB"
2024,9314826.95588332,"UZB"
2025,11666408.4377027,"UZB"
2026,14611660.1499866,"UZB"
2027,18300457.546877,"UZB"
2028,22920513.00039,"UZB"
2029,28706927.9473123,"UZB"
2030,35954156.5303603,"UZB"
2031,45030989.5291558,"UZB"
2032,56399321.0705037,"UZB"
2033,70637653.1022989,"UZB"
2034,88470533.7066598,"UZB"
2035,110805427.284029,"UZB"
2036,138778892.826685,"UZB"
2037,173814420.16222,"UZB"
2038,217694867.288347,"UZB"
2039,272653184.928276,"UZB"
2040,341486045.020374,"UZB"
2041,427696155.371641,"UZB"
2042,535670502.461584,"UZB"
2043,670903592.664074,"UZB"
2044,840277051.995862,"UZB"
2045,1052409812.425,"UZB"
2046,1318096704.721,"UZB"
2047,1650857776.58518,"UZB"
2048,2067626289.29312,"UZB"
2049,2589610403.03488,"UZB"
2050,3243372399.66086,"UZB"
2021,26832460,"VEN"
2022,27373784.8822676,"VEN"
2023,27926030.5905854,"VEN"
2024,28489417.4444799,"VEN"
2025,29064170.2082594,"VEN"
2026,29650518.180685,"VEN"
2027,30248695.2864491,"VEN"
2028,30858940.1695007,"VEN"
2029,31481496.2882522,"VEN"
2030,32116612.0127085,"VEN"
2031,32764540.723554,"VEN"
2032,33425540.9132395,"VEN"
2033,34099876.2891084,"VEN"
2034,34787815.8786034,"VEN"
2035,35489634.136595,"VEN"
2036,36205611.0548765,"VEN"
2037,36936032.2738667,"VEN"
2038,37681189.1965671,"VEN"
2039,38441379.1048176,"VEN"
2040,39216905.2778974,"VEN"
2041,40008077.1135195,"VEN"
2042,40815210.2512649,"VEN"
2043,41638626.6985079,"VEN"
2044,42478654.9588818,"VEN"
2045,43335630.1633357,"VEN"
2046,44209894.2038359,"VEN"
2047,45101795.8697641,"VEN"
2048,46011690.9870681,"VEN"
2049,46939942.5602189,"VEN"
2050,47886920.9170321,"VEN"
2021,17129830,"VNM"
2022,19341618.0511768,"VNM"
2023,21838990.1614674,"VNM"
2024,24658820.6845316,"VNM"
2025,27842745.1569962,"VNM"
2026,31437775.0580638,"VNM"
2027,35496991.946323,"VNM"
2028,40080331.2228714,"VNM"
2029,45255467.0932189,"VNM"
2030,51098811.794667,"VNM"
2031,57696643.8430164,"VNM"
2032,65146381.9574628,"VNM"
2033,73558023.473515,"VNM"
2034,83055768.4824791,"VNM"
2035,93779853.678354,"VNM"
2036,105888622.989368,"VNM"
2037,119560865.567575,"VNM"
2038,134998455.657537,"VNM"
2039,152429333.322444,"VNM"
2040,172110870.038887,"VNM"
2041,194333668.85415,"VNM"
2042,219425855.216359,"VNM"
2043,247757921.832712,"VNM"
2044,279748199.091388,"VNM"
2045,315869031.819358,"VNM"
2046,356653753.577533,"VNM"
2047,402704561.470556,"VNM"
2048,454701407.74486,"VNM"
2049,513412039.461775,"VNM"
2050,579703334.484076,"VNM"
2021,1550.675,"VUT"
2022,Inf,"VUT"
2023,Inf,"VUT"
2024,Inf,"VUT"
2025,Inf,"VUT"
2026,Inf,"VUT"
2027,Inf,"VUT"
2028,Inf,"VUT"
2029,Inf,"VUT"
2030,Inf,"VUT"
2031,Inf,"VUT"
2032,Inf,"VUT"
2033,Inf,"VUT"
2034,Inf,"VUT"
2035,Inf,"VUT"
2036,Inf,"VUT"
2037,Inf,"VUT"
2038,Inf,"VUT"
2039,Inf,"VUT"
2040,Inf,"VUT"
2041,Inf,"VUT"
2042,Inf,"VUT"
2043,Inf,"VUT"
2044,Inf,"VUT"
2045,Inf,"VUT"
2046,Inf,"VUT"
2047,Inf,"VUT"
2048,Inf,"VUT"
2049,Inf,"VUT"
2050,Inf,"VUT"
2021,0,"WSM"
2022,NA,"WSM"
2023,NA,"WSM"
2024,NA,"WSM"
2025,NA,"WSM"
2026,NA,"WSM"
2027,NA,"WSM"
2028,NA,"WSM"
2029,NA,"WSM"
2030,NA,"WSM"
2031,NA,"WSM"
2032,NA,"WSM"
2033,NA,"WSM"
2034,NA,"WSM"
2035,NA,"WSM"
2036,NA,"WSM"
2037,NA,"WSM"
2038,NA,"WSM"
2039,NA,"WSM"
2040,NA,"WSM"
2041,NA,"WSM"
2042,NA,"WSM"
2043,NA,"WSM"
2044,NA,"WSM"
2045,NA,"WSM"
2046,NA,"WSM"
2047,NA,"WSM"
2048,NA,"WSM"
2049,NA,"WSM"
2050,NA,"WSM"
2021,102091.9,"YEM"
2022,132029.127481819,"YEM"
2023,170745.088529163,"YEM"
2024,220814.041665513,"YEM"
2025,285565.115908624,"YEM"
2026,369303.667506044,"YEM"
2027,477597.546883335,"YEM"
2028,617647.309947841,"YEM"
2029,798764.989425274,"YEM"
2030,1032993.26015916,"YEM"
2031,1335906.16722203,"YEM"
2032,1727644.6579592,"YEM"
2033,2234255.77140772,"YEM"
2034,2889424.52898006,"YEM"
2035,3736713.68135772,"YEM"
2036,4832460.23434803,"YEM"
2037,6249521.3462729,"YEM"
2038,8082118.66492263,"YEM"
2039,10452103.2083276,"YEM"
2040,13517057.3468161,"YEM"
2041,17480772.5943179,"YEM"
2042,22606799.8865325,"YEM"
2043,29235973.3159533,"YEM"
2044,37809072.4924021,"YEM"
2045,48896130.3694877,"YEM"
2046,63234335.2403152,"YEM"
2047,81777047.0396933,"YEM"
2048,105757187.090165,"YEM"
2049,136769216.13219,"YEM"
2050,176875151.430284,"YEM"
2021,368623100,"ZAF"
2022,368761815.74779,"ZAF"
2023,368900583.695398,"ZAF"
2024,369039403.862467,"ZAF"
2025,369178276.268648,"ZAF"
2026,369317200.933599,"ZAF"
2027,369456177.876984,"ZAF"
2028,369595207.118478,"ZAF"
2029,369734288.677759,"ZAF"
2030,369873422.574516,"ZAF"
2031,370012608.828443,"ZAF"
2032,370151847.459244,"ZAF"
2033,370291138.486627,"ZAF"
2034,370430481.930311,"ZAF"
2035,370569877.810019,"ZAF"
2036,370709326.145484,"ZAF"
2037,370848826.956445,"ZAF"
2038,370988380.26265,"ZAF"
2039,371127986.083852,"ZAF"
2040,371267644.439814,"ZAF"
2041,371407355.350304,"ZAF"
2042,371547118.8351,"ZAF"
2043,371686934.913985,"ZAF"
2044,371826803.606751,"ZAF"
2045,371966724.933198,"ZAF"
2046,372106698.91313,"ZAF"
2047,372246725.566364,"ZAF"
2048,372386804.912719,"ZAF"
2049,372526936.972025,"ZAF"
2050,372667121.764117,"ZAF"
2021,3634237,"ZMB"
2022,3422929.11372119,"ZMB"
2023,3223907.44399998,"ZMB"
2024,3036457.62508334,"ZMB"
2025,2859906.82706672,"ZMB"
2026,2693621.34084725,"ZMB"
2027,2537004.30349666,"ZMB"
2028,2389493.55588936,"ZMB"
2029,2250559.62489591,"ZMB"
2030,2119703.82289919,"ZMB"
2031,1996456.45781157,"ZMB"
2032,1880375.14716842,"ZMB"
2033,1771043.23024628,"ZMB"
2034,1668068.27250639,"ZMB"
2035,1571080.65699534,"ZMB"
2036,1479732.25764681,"ZMB"
2037,1393695.18972253,"ZMB"
2038,1312660.63290711,"ZMB"
2039,1236337.72283245,"ZMB"
2040,1164452.50705305,"ZMB"
2041,1096746.96172471,"ZMB"
2042,1032978.06545714,"ZMB"
2043,972916.927016221,"ZMB"
2044,916347.963744792,"ZMB"
2045,863068.127753138,"ZMB"
2046,812886.177101564,"ZMB"
2047,765621.989359105,"ZMB"
2048,721105.915074449,"ZMB"
2049,679178.168838437,"ZMB"
2050,639688.255752427,"ZMB"
2021,7478646,"ZWE"
2022,8594698.55051167,"ZWE"
2023,9877301.74341283,"ZWE"
2024,11351310.2474802,"ZWE"
2025,13045287.8409309,"ZWE"
2026,14992060.9288708,"ZWE"
2027,17229354.6632035,"ZWE"
2028,19800523.9919214,"ZWE"
2029,22755393.8042713,"ZWE"
2030,26151224.4523799,"ZWE"
2031,30053821.3595047,"ZWE"
2032,34538810.2172334,"ZWE"
2033,39693102.4827828,"ZWE"
2034,45616579.5752446,"ZWE"
2035,52424028.4076362,"ZWE"
2036,60247365.762077,"ZWE"
2037,69238194.6126972,"ZWE"
2038,79570741.9334721,"ZWE"
2039,91445234.9206997,"ZWE"
2040,105091781.055573,"ZWE"
2041,120774827.195862,"ZWE"
2042,138798284.106317,"ZWE"
2043,159511415.732483,"ZWE"
2044,183315607.342029,"ZWE"
2045,210672143.688671,"ZWE"
2046,242111147.926269,"ZWE"
2047,278241854.494065,"ZWE"
2048,319764415.04409,"ZWE"
2049,367483466.189555,"ZWE"
2050,422323721.994112,"ZWE"
