Year,prodinit_ippu_glass_tonne,iso_code3
2032,511499.417133878,"ESP"
2033,500657.236621808,"ESP"
2034,490044.876270464,"ESP"
2035,479657.464614531,"ESP"
2036,469490.233448457,"ESP"
2037,459538.515637663,"ESP"
2038,449797.742976161,"ESP"
2039,440263.444089574,"ESP"
2040,430931.242382617,"ESP"
2041,421796.854030069,"ESP"
2042,412856.086010347,"ESP"
2043,404104.83418075,"ESP"
2044,395539.081393507,"ESP"
2045,387154.895651758,"ESP"
2046,378948.428304623,"ESP"
2047,370915.912280527,"ESP"
2048,363053.660357976,"ESP"
2049,355358.063472988,"ESP"
2050,347825.589062396,"ESP"
2021,20640.01,"EST"
2022,21382.5358499587,"EST"
2023,22151.7741209801,"EST"
2024,22948.6857943404,"EST"
2025,23774.2664226869,"EST"
2026,24629.5473737451,"EST"
2027,25515.5971187689,"EST"
2028,26433.5225673428,"EST"
2029,27384.4704502033,"EST"
2030,28369.6287518081,"EST"
2031,29390.2281944416,"EST"
2032,30447.5437757111,"EST"
2033,31542.896361355,"EST"
2034,32677.6543353518,"EST"
2035,33853.2353093928,"EST"
2036,35071.1078938518,"EST"
2037,36332.7935324671,"EST"
2038,37639.8684030253,"EST"
2039,38993.9653864226,"EST"
2040,40396.7761065634,"EST"
2041,41850.0530436443,"EST"
2042,43355.6117234632,"EST"
2043,44915.33298549,"EST"
2044,46531.1653325301,"EST"
2045,48205.127364918,"EST"
2046,49939.3103022811,"EST"
2047,51735.8805960239,"EST"
2048,53597.0826357964,"EST"
2049,55525.2415533285,"EST"
2050,57522.766127132,"EST"
2021,11955.96,"ETH"
2022,14238.3920823701,"ETH"
2023,16956.5479552707,"ETH"
2024,20193.6087232355,"ETH"
2025,24048.6350372028,"ETH"
2026,28639.598552146,"ETH"
2027,34106.9920999344,"ETH"
2028,40618.1290560661,"ETH"
2029,48372.2634696484,"ETH"
2030,57606.6876430299,"ETH"
2031,68603.9937594373,"ETH"
2032,81700.7217792077,"ETH"
2033,97297.6582478521,"ETH"
2034,115872.101180446,"ETH"
2035,137992.466352785,"ETH"
2036,164335.681981557,"ETH"
2037,195707.904106159,"ETH"
2038,233069.186605039,"ETH"
2039,277562.860799268,"ETH"
2040,330550.523719072,"ETH"
2041,393653.705745495,"ETH"
2042,468803.492741887,"ETH"
2043,558299.621213479,"ETH"
2044,664880.854927267,"ETH"
2045,791808.796660061,"ETH"
2046,942967.699884876,"ETH"
2047,1122983.33483648,"ETH"
2048,1337364.54649975,"ETH"
2049,1592671.83648361,"ETH"
2050,1896718.12772893,"ETH"
2021,90237.57,"FIN"
2022,87444.5884485114,"FIN"
2023,84738.0536613467,"FIN"
2024,82115.2899877992,"FIN"
2025,79573.7045923696,"FIN"
2026,77110.7848915167,"FIN"
2027,74724.0960697453,"FIN"
2028,72411.278672574,"FIN"
2029,70170.0462740043,"FIN"
2030,67998.1832161848,"FIN"
2031,65893.5424190363,"FIN"
2032,63854.0432576714,"FIN"
2033,61877.6695055122,"FIN"
2034,59962.4673410699,"FIN"
2035,58106.5434164192,"FIN"
2036,56308.0629854542,"FIN"
2037,54565.2480900793,"FIN"
2038,52876.3758025389,"FIN"
2039,51239.7765221497,"FIN"
2040,49653.832324752,"FIN"
2041,48116.9753632476,"FIN"
2042,46627.6863176429,"FIN"
2043,45184.4928930663,"FIN"
2044,43785.968364273,"FIN"
2045,42430.7301652005,"FIN"
2046,41117.4385221786,"FIN"
2047,39844.7951294442,"FIN"
2048,38611.5418656497,"FIN"
2049,37416.4595500988,"FIN"
2050,36258.3667374771,"FIN"
2021,1046.04,"FJI"
2022,1121.62173233549,"FJI"
2023,1202.66463084324,"FJI"
2024,1289.56329267046,"FJI"
2025,1382.74082662355,"FJI"
2026,1482.65091328106,"FJI"
2027,1589.78001396036,"FJI"
2028,1704.64973929348,"FJI"
2029,1827.81938894458,"FJI"
2030,1959.88867483501,"FJI"
2031,2101.50064113528,"FJI"
2032,2253.34479524138,"FJI"
2033,2416.16046498011,"FJI"
2034,2590.74039838965,"FJI"
2035,2777.93462360266,"FJI"
2036,2978.65458762566,"FJI"
2037,3193.87759416632,"FJI"
2038,3424.65156211649,"FJI"
2039,3672.10012785986,"FJI"
2040,3937.42811624751,"FJI"
2041,4221.92740687927,"FJI"
2042,4526.98322425395,"FJI"
2043,4854.08088241502,"FJI"
2044,5204.81301693139,"FJI"
2045,5580.88733942572,"FJI"
2046,5984.13495240705,"FJI"
2047,6416.51926489249,"FJI"
2048,6880.14555222816,"FJI"
2049,7377.27120665601,"FJI"
2050,7910.31672853641,"FJI"
2021,1412802,"FRA"
2022,1377318.8398899,"FRA"
2023,1342726.85536661,"FRA"
2024,1309003.6641529,"FRA"
2025,1276127.44611254,"FRA"
2026,1244076.92913189,"FRA"
2027,1212831.375356,"FRA"
2028,1182370.56777057,"FRA"
2029,1152674.7971207,"FRA"
2030,1123724.84915835,"FRA"
2031,1095501.99220996,"FRA"
2032,1067987.96505646,"FRA"
2033,1041164.9651175,"FRA"
2034,1015015.63693259,"FRA"
2035,989523.060931472,"FRA"
2036,964670.742486516,"FRA"
2037,940442.601240127,"FRA"
2038,916822.960700147,"FRA"
2039,893796.538096596,"FRA"
2040,871348.434493163,"FRA"
2041,849464.125147049,"FRA"
2042,828129.450110928,"FRA"
2043,807330.605070945,"FRA"
2044,787054.13241482,"FRA"
2045,767286.912524281,"FRA"
2046,748016.155286193,"FRA"
2047,729229.391816886,"FRA"
2048,710914.466394334,"FRA"
2049,693059.528592959,"FRA"
2050,675653.02561597,"FRA"
2021,473.876,"FRO"
2022,513.80775130517,"FRO"
2023,557.104401365074,"FRO"
2024,604.049497563924,"FRO"
2025,654.950480759392,"FRO"
2026,710.140698695911,"FRO"
2027,769.981589080748,"FRO"
2028,834.865046619708,"FRO"
2029,905.215989514047,"FRO"
2030,981.495142226442,"FRO"
2031,1064.2020527402,"FRO"
2032,1153.87836407159,"FRO"
2033,1251.1113614602,"FRO"
2034,1356.53781846773,"FRO"
2035,1470.84816717312,"FRO"
2036,1594.79101977427,"FRO"
2037,1729.17807120828,"FRO"
2038,1874.88941489702,"FRO"
2039,2032.87930643059,"FRO"
2040,2204.18241293485,"FRO"
2041,2389.92058904959,"FRO"
2042,2591.31022389295,"FRO"
2043,2809.67020712704,"FRO"
2044,3046.43056629388,"FRO"
2045,3303.14183198726,"FRO"
2046,3581.48519219251,"FRO"
2047,3883.28350229426,"FRO"
2048,4210.51322285637,"FRO"
2049,4565.31736335353,"FRO"
2050,4950.01951662275,"FRO"
2021,13.58568,"FSM"
2022,17.5865719995062,"FSM"
2023,22.7656999645079,"FSM"
2024,29.4700465155202,"FSM"
2025,38.1487783367482,"FSM"
2026,49.383338700192,"FSM"
2027,63.926402037066,"FSM"
2028,82.7523003702605,"FSM"
2029,107.122299994284,"FSM"
2030,138.669101701364,"FSM"
2031,179.506225759614,"FSM"
2032,232.369610036529,"FSM"
2033,300.80090782387,"FSM"
2034,389.384765647455,"FSM"
2035,504.055977806765,"FSM"
2036,652.497095874492,"FSM"
2037,844.653131537431,"FSM"
2038,1093.39783598549,"FSM"
2039,1415.39619412964,"FSM"
2040,1832.220917605,"FSM"
2041,2371.79773750461,"FSM"
2042,3070.27632616776,"FSM"
2043,3974.45219293614,"FSM"
2044,5144.90181203051,"FSM"
2045,6660.04102464245,"FSM"
2046,8621.37861332958,"FSM"
2047,11160.3170189732,"FSM"
2048,14446.9558234469,"FSM"
2049,18701.4877991189,"FSM"
2050,24208.9510188001,"FSM"
2021,2285.249,"GAB"
2022,2241.21553681544,"GAB"
2023,2198.03053516834,"GAB"
2024,2155.67764642454,"GAB"
2025,2114.14083696455,"GAB"
2026,2073.4043821137,"GAB"
2027,2033.45286018917,"GAB"
2028,1994.27114666181,"GAB"
2029,1955.84440843041,"GAB"
2030,1918.15809820629,"GAB"
2031,1881.19794900612,"GAB"
2032,1844.94996875083,"GAB"
2033,1809.40043496858,"GAB"
2034,1774.53588959986,"GAB"
2035,1740.34313390261,"GAB"
2036,1706.80922345556,"GAB"
2037,1673.92146325783,"GAB"
2038,1641.66740292296,"GAB"
2039,1610.03483196553,"GAB"
2040,1579.01177517862,"GAB"
2041,1548.58648810036,"GAB"
2042,1518.74745256774,"GAB"
2043,1489.48337235622,"GAB"
2044,1460.78316890327,"GAB"
2045,1432.6359771143,"GAB"
2046,1405.03114124953,"GAB"
2047,1377.95821088992,"GAB"
2048,1351.406936981,"GAB"
2049,1325.36726795284,"GAB"
2050,1299.82934591484,"GAB"
2021,698366.9,"GBR"
2022,689187.110689875,"GBR"
2023,680127.986508321,"GBR"
2024,671187.94135431,"GBR"
2025,662365.409975562,"GBR"
2026,653658.847694488,"GBR"
2027,645066.73013775,"GBR"
2028,636587.552969365,"GBR"
2029,628219.831627321,"GBR"
2030,619962.101063657,"GBR"
2031,611812.915487956,"GBR"
2032,603770.848114212,"GBR"
2033,595834.490911023,"GBR"
2034,588002.454355068,"GBR"
2035,580273.367187827,"GBR"
2036,572645.876175493,"GBR"
2037,565118.645872048,"GBR"
2038,557690.358385443,"GBR"
2039,550359.713146864,"GBR"
2040,543125.426683016,"GBR"
2041,535986.232391417,"GBR"
2042,528940.88031863,"GBR"
2043,521988.13694142,"GBR"
2044,515126.784950787,"GBR"
2045,508355.623038832,"GBR"
2046,501673.465688428,"GBR"
2047,495079.142965658,"GBR"
2048,488571.50031498,"GBR"
2049,482149.398357079,"GBR"
2050,475811.712689385,"GBR"
2021,10197.71,"GEO"
2022,10615.0397583377,"GEO"
2023,11049.4482654527,"GEO"
2024,11501.6344498399,"GEO"
2025,11972.3258428526,"GEO"
2026,12462.2797492432,"GEO"
2027,12972.2844656048,"GEO"
2028,13503.1605486783,"GEO"
2029,14055.7621355615,"GEO"
2030,14630.9783179481,"GEO"
2031,15229.7345726047,"GEO"
2032,15852.9942503885,"GEO"
2033,16501.7601262021,"GEO"
2034,17177.076012378,"GEO"
2035,17880.0284380887,"GEO"
2036,18611.7483974853,"GEO"
2037,19373.4131693767,"GEO"
2038,20166.2482113766,"GEO"
2039,20991.5291315667,"GEO"
2040,21850.5837408481,"GEO"
2041,22744.7941892827,"GEO"
2042,23675.5991898617,"GEO"
2043,24644.4963332797,"GEO"
2044,25653.0444974383,"GEO"
2045,26702.8663555557,"GEO"
2046,27795.6509869178,"GEO"
2047,28933.1565944718,"GEO"
2048,30117.2133336336,"GEO"
2049,31349.7262568615,"GEO"
2050,32632.6783787329,"GEO"
2021,25675.97,"GHA"
2022,31521.9178003626,"GHA"
2023,38698.8807750133,"GHA"
2024,47509.9066853561,"GHA"
2025,58327.0417140498,"GHA"
2026,71607.0401409801,"GHA"
2027,87910.6508245351,"GHA"
2028,107926.294861202,"GHA"
2029,132499.134214307,"GHA"
2030,162666.758736772,"GHA"
2031,199702.998474914,"GHA"
2032,245171.711230858,"GHA"
2033,300992.816567138,"GHA"
2034,369523.364543928,"GHA"
2035,453657.062321973,"GHA"
2036,556946.461148974,"GHA"
2037,683752.963083413,"GHA"
2038,839430.981500201,"GHA"
2039,1030554.03156831,"GHA"
2040,1265192.29738657,"GHA"
2041,1553253.39606922,"GHA"
2042,1906900.72756854,"GHA"
2043,2341067.07508488,"GHA"
2044,2874085.14287721,"GHA"
2045,3528461.65597712,"GHA"
2046,4331827.70822065,"GHA"
2047,5318105.48710972,"GHA"
2048,6528940.64054171,"GHA"
2049,8015460.76719216,"GHA"
2050,9840434.28292924,"GHA"
2021,1438.454,"GIN"
2022,1609.99394148438,"GIN"
2023,1801.99053401527,"GIN"
2024,2016.88329440968,"GIN"
2025,2257.4026591609,"GIN"
2026,2526.60467747997,"GIN"
2027,2827.90984158607,"GIN"
2028,3165.14654762517,"GIN"
2029,3542.59973943325,"GIN"
2030,3965.06535321371,"GIN"
2031,4437.9112549054,"GIN"
2032,4967.14544451406,"GIN"
2033,5559.49239401424,"GIN"
2034,6222.47848877434,"GIN"
2035,6964.52765812709,"GIN"
2036,7795.06841017162,"GIN"
2037,8724.65363079568,"GIN"
2038,9765.09466908967,"GIN"
2039,10929.6114128472,"GIN"
2040,12233.0002610181,"GIN"
2041,13691.8221273784,"GIN"
2042,15324.6128642007,"GIN"
2043,17152.1187795764,"GIN"
2044,19197.5602408825,"GIN"
2045,21486.9267137511,"GIN"
2046,24049.3069853177,"GIN"
2047,26917.2587675792,"GIN"
2048,30127.2223770588,"GIN"
2049,33719.983747007,"GIN"
2050,37741.192655193,"GIN"
2021,1779.409,"GMB"
2022,2114.08111680835,"GMB"
2023,2511.69852936882,"GMB"
2024,2984.10001975596,"GMB"
2025,3545.35101397908,"GMB"
2026,4212.16237026479,"GMB"
2027,5004.38793324497,"GMB"
2028,5945.61566838021,"GMB"
2029,7063.8699772354,"GMB"
2030,8392.44610455651,"GMB"
2031,9970.90148103934,"GMB"
2032,11846.233518332,"GMB"
2033,14074.278924299,"GMB"
2034,16721.3762021852,"GMB"
2035,19866.3408334387,"GMB"
2036,23602.8119538855,"GMB"
2037,28042.0403939104,"GMB"
2038,33316.2010946011,"GMB"
2039,39582.3285247438,"GMB"
2040,47026.9922729768,"GMB"
2041,55871.8520276072,"GMB"
2042,66380.2573397542,"GMB"
2043,78865.0886731793,"GMB"
2044,93698.0732026108,"GMB"
2045,111320.852731984,"GMB"
2046,132258.133272165,"GMB"
2047,157133.307797705,"GMB"
2048,186687.017339331,"GMB"
2049,221799.20305582,"GMB"
2050,263515.305870348,"GMB"
2021,169.7803,"GNB"
2022,221.841264822494,"GNB"
2023,289.866060891893,"GNB"
2024,378.7497935707,"GNB"
2025,494.888589883412,"GNB"
2026,646.639867675794,"GNB"
2027,844.923740444847,"GNB"
2028,1104.00883529383,"GNB"
2029,1442.53907194646,"GNB"
2030,1884.87529045755,"GNB"
2031,2462.84827195952,"GNB"
2032,3218.04930087526,"GNB"
2033,4204.82309883603,"GNB"
2034,5494.17850363454,"GNB"
2035,7178.8983080301,"GNB"
2036,9380.21596548869,"GNB"
2037,12256.5396226309,"GNB"
2038,16014.8512650258,"GNB"
2039,20925.6012657383,"GNB"
2040,27342.1701573302,"GNB"
2041,35726.2981081667,"GNB"
2042,46681.3120234867,"GNB"
2043,60995.5413134726,"GNB"
2044,79699.0465531834,"GNB"
2045,104137.743262941,"GNB"
2046,136070.254801122,"GNB"
2047,177794.463961955,"GNB"
2048,232312.870007636,"GNB"
2049,303548.650326554,"GNB"
2050,396627.974644901,"GNB"
2021,658.2084,"GNQ"
2022,664.836913888894,"GNQ"
2023,671.532180490722,"GNQ"
2024,678.294872041334,"GNQ"
2025,685.125667546362,"GNQ"
2026,692.02525284939,"GNQ"
2027,698.994320700815,"GNQ"
2028,706.033570827406,"GNQ"
2029,713.14371000256,"GNQ"
2030,720.32545211726,"GNQ"
2031,727.57951825176,"GNQ"
2032,734.906636747979,"GNQ"
2033,742.307543282634,"GNQ"
2034,749.782980941102,"GNQ"
2035,757.333700292032,"GNQ"
2036,764.960459462704,"GNQ"
2037,772.66402421515,"GNQ"
2038,780.445168023037,"GNQ"
2039,788.30467214933,"GNQ"
2040,796.243325724736,"GNQ"
2041,804.261925826932,"GNQ"
2042,812.361277560596,"GNQ"
2043,820.542194138249,"GNQ"
2044,828.805496961898,"GNQ"
2045,837.152015705512,"GNQ"
2046,845.582588398324,"GNQ"
2047,854.098061508977,"GNQ"
2048,862.699290030506,"GNQ"
2049,871.38713756619,"GNQ"
2050,880.162476416258,"GNQ"
2021,48336.74,"GRC"
2022,46316.620446936,"GRC"
2023,44380.9270055352,"GRC"
2024,42526.1312864407,"GRC"
2025,40748.852360971,"GRC"
2026,39045.8505983509,"GRC"
2027,37414.0217604991,"GRC"
2028,35850.3913436124,"GRC"
2029,34352.1091562281,"GRC"
2030,32916.4441238845,"GRC"
2031,31540.7793109079,"GRC"
2032,30222.6071502525,"GRC"
2033,28959.5248726972,"GRC"
2034,27749.2301270694,"GRC"
2035,26589.51678351,"GRC"
2036,25478.2709121316,"GRC"
2037,24413.4669297393,"GRC"
2038,23393.16390759,"GRC"
2039,22415.5020334596,"GRC"
2040,21478.6992215708,"GRC"
2041,20581.0478642001,"GRC"
2042,19720.911719044,"GRC"
2043,18896.7229266701,"GRC"
2044,18106.9791526175,"GRC"
2045,17350.2408489354,"GRC"
2046,16625.1286301696,"GRC"
2047,15930.3207590139,"GRC"
2048,15264.5507370417,"GRC"
2049,14626.6049961284,"GRC"
2050,14015.3206863544,"GRC"
2021,379.0258,"GRL"
2022,399.062500346463,"GRL"
2023,420.158414500465,"GRL"
2024,442.369536406654,"GRL"
2025,465.754820055904,"GRL"
2026,490.376335964269,"GRL"
2027,516.299435923987,"GRL"
2028,543.592926463831,"GRL"
2029,572.329251479206,"GRL"
2030,602.584684516756,"GRL"
2031,634.439531223841,"GRL"
2032,667.97834250023,"GRL"
2033,703.290138917792,"GRL"
2034,740.468647003833,"GRL"
2035,779.612548015232,"GRL"
2036,820.825739863711,"GRL"
2037,864.217612887428,"GRL"
2038,909.903340200874,"GRL"
2039,958.00418339374,"GRL"
2040,1008.64781439015,"GRL"
2041,1061.96865432255,"GRL"
2042,1118.10823031974,"GRL"
2043,1177.21555115603,"GRL"
2044,1239.44750275855,"GRL"
2045,1304.96926462264,"GRL"
2046,1373.95474824034,"GRL"
2047,1446.58705870599,"GRL"
2048,1523.05898072387,"GRL"
2049,1603.57349030805,"GRL"
2050,1688.34429353262,"GRL"
2021,45358.88,"GTM"
2022,48977.617683246,"GTM"
2023,52885.0587564378,"GTM"
2024,57104.236015722,"GTM"
2025,61660.0198168887,"GTM"
2026,66579.2646761329,"GTM"
2027,71890.9675666436,"GTM"
2028,77626.4388441185,"GTM"
2029,83819.4868087376,"GTM"
2030,90506.6169915181,"GTM"
2031,97727.2473397613,"GTM"
2032,105523.940570024,"GTM"
2033,113942.655058242,"GTM"
2034,123033.015745904,"GTM"
2035,132848.606659152,"GTM"
2036,143447.286765102,"GTM"
2037,154891.531027224,"GTM"
2038,167248.798670162,"GTM"
2039,180591.930824777,"GTM"
2040,194999.579897368,"GTM"
2041,210556.673194022,"GTM"
2042,227354.913532984,"GTM"
2043,245493.319795946,"GTM"
2044,265078.810604598,"GTM"
2045,286226.83456297,"GTM"
2046,309062.050780593,"GTM"
2047,333719.063687901,"GTM"
2048,360343.216475293,"GTM"
2049,389091.447832884,"GTM"
2050,420133.217041065,"GTM"
2021,32.44565,"GUM"
2022,30.0804182751756,"GUM"
2023,27.8876078491113,"GUM"
2024,25.8546495075715,"GUM"
2025,23.9698903102824,"GUM"
2026,22.2225267961459,"GUM"
2027,20.6025430576785,"GUM"
2028,19.1006533297155,"GUM"
2029,17.7082487633001,"GUM"
2030,16.4173480796633,"GUM"
2031,15.2205518214437,"GUM"
2032,14.1109999389136,"GUM"
2033,13.0823324680966,"GUM"
2034,12.1286530753816,"GUM"
2035,11.2444952596719,"GUM"
2036,10.4247910183386,"GUM"
2037,9.66484179737253,"GUM"
2038,8.96029155921874,"GUM"
2039,8.30710181392036,"GUM"
2040,7.70152847044809,"GUM"
2041,7.14010037552806,"GUM"
2042,6.6195994169518,"GUM"
2043,6.13704207732065,"GUM"
2044,5.6896623324901,"GUM"
2045,5.27489579668811,"GUM"
2046,4.89036502342668,"GUM"
2047,4.53386587795169,"GUM"
2048,4.20335490311746,"GUM"
2049,3.8969376062672,"GUM"
2050,3.61285759997962,"GUM"
2021,156941.4,"HKG"
2022,173716.490135935,"HKG"
2023,192284.629454996,"HKG"
2024,212837.472687326,"HKG"
2025,235587.160077871,"HKG"
2026,260768.507033966,"HKG"
2027,288641.427819099,"HKG"
2028,319493.618309501,"HKG"
2029,353643.525504147,"HKG"
2030,391443.634438577,"HKG"
2031,433284.106429046,"HKG"
2032,479596.806199886,"HKG"
2033,530859.759460846,"HKG"
2034,587602.086944202,"HKG"
2035,650409.465829266,"HKG"
2036,719930.174925472,"HKG"
2037,796881.786010591,"HKG"
2038,882058.570390063,"HKG"
2039,976339.697125693,"HKG"
2040,1080698.30755337,"HKG"
2041,1196211.55975426,"HKG"
2042,1324071.74665539,"HKG"
2043,1465598.60251744,"HKG"
2044,1622252.92483348,"HKG"
2045,1795651.6522398,"HKG"
2046,1987584.55406853,"HKG"
2047,2200032.70380653,"HKG"
2048,2435188.92713803,"HKG"
2049,2695480.43562955,"HKG"
2050,2983593.87967513,"HKG"
2021,4371.978,"HND"
2022,4568.08699485427,"HND"
2023,4772.99263458249,"HND"
2024,4987.08950058108,"HND"
2025,5210.78987354892,"HND"
2026,5444.52452740548,"HND"
2027,5688.74355882075,"HND"
2028,5943.91725395463,"HND"
2029,6210.53699407454,"HND"
2030,6489.11620179543,"HND"
2031,6780.1913297642,"HND"
2032,7084.3228936924,"HND"
2033,7402.0965517266,"HND"
2034,7734.12423223491,"HND"
2035,8081.04531218124,"HND"
2036,8443.52784835677,"HND"
2037,8822.2698638393,"HND"
2038,9218.00069215788,"HND"
2039,9631.48238175124,"HND"
2040,10063.5111634244,"HND"
2041,10514.9189836293,"HND"
2042,10986.5751065223,"HND"
2043,11479.3877878832,"HND"
2044,11994.3060241196,"HND"
2045,12532.321379724,"HND"
2046,13094.4698967038,"HND"
2047,13681.8340896599,"HND"
2048,14295.5450303568,"HND"
2049,14936.7845257973,"HND"
2050,15606.7873939977,"HND"
2021,54223.74,"HRV"
2022,55447.7984950011,"HRV"
2023,56699.4891525786,"HRV"
2024,57979.4357471779,"HRV"
2025,59288.276134464,"HRV"
2026,60626.6625691946,"HRV"
2027,61995.2620302681,"HRV"
2028,63394.7565531093,"HRV"
2029,64825.8435695593,"HRV"
2030,66289.2362554369,"HRV"
2031,67785.6638859471,"HRV"
2032,69315.8721991118,"HRV"
2033,70880.6237674052,"HRV"
2034,72480.6983777782,"HRV"
2035,74116.893420262,"HRV"
2036,75790.0242853437,"HRV"
2037,77500.9247703123,"HRV"
2038,79250.4474947784,"HRV"
2039,81039.4643255728,"HRV"
2040,82868.8668112379,"HRV"
2041,84739.5666263264,"HRV"
2042,86652.4960257309,"HRV"
2043,88608.6083092684,"HRV"
2044,90608.8782967532,"HRV"
2045,92654.3028137943,"HRV"
2046,94745.9011885583,"HRV"
2047,96884.7157597478,"HRV"
2048,99071.8123960455,"HRV"
2049,101308.281027286,"HRV"
2050,103595.236187616,"HRV"
2021,3557.001,"HTI"
2022,3946.68347924076,"HTI"
2023,4379.05710043712,"HTI"
2024,4858.79883445272,"HTI"
2025,5391.09803142839,"HTI"
2026,5981.71255380749,"HTI"
2027,6637.03105893956,"HTI"
2028,7364.14210497118,"HTI"
2029,8170.91082754012,"HTI"
2030,9066.06401668204,"HTI"
2031,10059.2845142237,"HTI"
2032,11161.315952756,"HTI"
2033,12384.0789691452,"HTI"
2034,13740.8001496593,"HTI"
2035,15246.1551015053,"HTI"
2036,16916.4271983767,"HTI"
2037,18769.6837171573,"HTI"
2038,20825.9712710452,"HTI"
2039,23107.5326530909,"HTI"
2040,25639.0474357387,"HTI"
2041,28447.8989289292,"HTI"
2042,31564.4703844379,"HTI"
2043,35022.473650484,"HTI"
2044,38859.3138316548,"HTI"
2045,43116.493898659,"HTI"
2046,47840.0636245597,"HTI"
2047,53081.1177036152,"HTI"
2048,58896.3484408613,"HTI"
2049,65348.6589908619,"HTI"
2050,72507.8437790073,"HTI"
2021,107947.7,"HUN"
2022,110319.10256517,"HUN"
2023,112742.600266468,"HUN"
2024,115219.337533458,"HUN"
2025,117750.483936615,"HUN"
2026,120337.234739618,"HUN"
2027,122980.811463782,"HUN"
2028,125682.462464887,"HUN"
2029,128443.463522678,"HUN"
2030,131265.118443321,"HUN"
2031,134148.759675083,"HUN"
2032,137095.748937549,"HUN"
2033,140107.477864654,"HUN"
2034,143185.368661844,"HUN"
2035,146330.874777672,"HUN"
2036,149545.48159015,"HUN"
2037,152830.707108179,"HUN"
2038,156188.102688383,"HUN"
2039,159619.253767696,"HUN"
2040,163125.78061204,"HUN"
2041,166709.339081455,"HUN"
2042,170371.621412024,"HUN"
2043,174114.357014994,"HUN"
2044,177939.313293436,"HUN"
2045,181848.296476855,"HUN"
2046,185843.15247413,"HUN"
2047,189925.767745196,"HUN"
2048,194098.070191871,"HUN"
2049,198362.030068252,"HUN"
2050,202719.660911116,"HUN"
2021,251183.6,"IDN"
2022,253488.294756595,"IDN"
2023,255814.135869566,"IDN"
2024,258161.317363905,"IDN"
2025,260530.035044854,"IDN"
2026,262920.486514231,"IDN"
2027,265332.871186921,"IDN"
2028,267767.390307504,"IDN"
2029,270224.246967051,"IDN"
2030,272703.64612006,"IDN"
2031,275205.794601559,"IDN"
2032,277730.901144355,"IDN"
2033,280279.176396449,"IDN"
2034,282850.832938611,"IDN"
2035,285446.08530211,"IDN"
2036,288065.149986614,"IDN"
2037,290708.245478246,"IDN"
2038,293375.592267817,"IDN"
2039,296067.412869213,"IDN"
2040,298783.931837961,"IDN"
2041,301525.375789962,"IDN"
2042,304291.973420395,"IDN"
2043,307083.955522794,"IDN"
2044,309901.555008302,"IDN"
2045,312745.0069251,"IDN"
2046,315614.548478019,"IDN"
2047,318510.419048321,"IDN"
2048,321432.860213675,"IDN"
2049,324382.115768305,"IDN"
2050,327358.431743331,"IDN"
2021,637546.2,"IND"
2022,687683.639600188,"IND"
2023,741763.950869383,"IND"
2024,800097.206222972,"IND"
2025,863017.862563303,"IND"
2026,930886.678906575,"IND"
2027,1004092.78481435,"IND"
2028,1083055.91148911,"IND"
2029,1168228.79832604,"IND"
2030,1260099.788719,"IND"
2031,1359195.63000409,"IND"
2032,1466084.49359416,"IND"
2033,1581379.23262068,"IND"
2034,1705740.89576057,"IND"
2035,1839882.51739484,"IND"
2036,1984573.20583016,"IND"
2037,2140642.55302329,"IND"
2038,2308985.39109181,"IND"
2039,2490566.92288289,"IND"
2040,2686428.2560165,"IND"
2041,2897692.37213274,"IND"
2042,3125570.56556834,"IND"
2043,3371369.38837884,"IND"
2044,3636498.1415261,"IND"
2045,3922476.95518221,"IND"
2046,4230945.50447884,"IND"
2047,4563672.41067402,"IND"
2048,4922565.38163866,"IND"
2049,5309682.14980367,"IND"
2050,5727242.27028118,"IND"
2021,24873.56,"IRL"
2022,24315.5755674804,"IRL"
2023,23770.1083068869,"IRL"
2024,23236.8774225845,"IRL"
2025,22715.6084179801,"IRL"
2026,22206.0329542168,"IRL"
2027,21707.8887120387,"IRL"
2028,21220.9192567542,"IRL"
2029,20744.8739062284,"IRL"
2030,20279.507601837,"IRL"
2031,19824.5807823151,"IRL"
2032,19379.8592604356,"IRL"
2033,18945.1141024549,"IRL"
2034,18520.1215102615,"IRL"
2035,18104.66270617,"IRL"
2036,17698.5238202984,"IRL"
2037,17301.495780472,"IRL"
2038,16913.3742045975,"IRL"
2039,16533.9592954513,"IRL"
2040,16163.0557378272,"IRL"
2041,15800.472597993,"IRL"
2042,15446.0232254009,"IRL"
2043,15099.5251566037,"IRL"
2044,14760.8000213266,"IRL"
2045,14429.6734506453,"IRL"
2046,14105.9749872247,"IRL"
2047,13789.5379975705,"IRL"
2048,13480.1995862501,"IRL"
2049,13177.800512037,"IRL"
2050,12882.1851059365,"IRL"
2021,54654.69,"IRN"
2022,49618.7612267338,"IRN"
2023,45046.847135637,"IRN"
2024,40896.193026442,"IRN"
2025,37127.9836526645,"IRN"
2026,33706.9802370416,"IRN"
2027,30601.1909326721,"IRN"
2028,27781.5716481413,"IRN"
2029,25221.7544388692,"IRN"
2030,22897.8009247068,"IRN"
2031,20787.9784278406,"IRN"
2032,18872.5567375374,"IRN"
2033,17133.6236011558,"IRN"
2034,15554.9172159696,"IRN"
2035,14121.6741553343,"IRN"
2036,12820.4913070639,"IRN"
2037,11639.2005329207,"IRN"
2038,10566.754877085,"IRN"
2039,9593.12525947005,"IRN"
2040,8709.20668780289,"IRN"
