,Nation,Year,Oil and oil products (PJ),Gas (PJ),Coal and coal products (PJ),Biofuels and waste (PJ),Heat (PJ),Electricity (PJ),Other sources (PJ),Total final energy use (PJ),Pseudo Total (PJ),frac_scoe_heat_energy_commercial_municipal_coal,frac_scoe_heat_energy_commercial_municipal_diesel,frac_scoe_heat_energy_commercial_municipal_electricity,frac_scoe_heat_energy_commercial_municipal_gasoline,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,frac_scoe_heat_energy_commercial_municipal_hydrogen,frac_scoe_heat_energy_commercial_municipal_kerosene,frac_scoe_heat_energy_commercial_municipal_natural_gas,frac_scoe_heat_energy_commercial_municipal_solid_biomass,gdp_mmm_usd,gdp_class
211,Hungary,2015,1.66,52.8,0.12,1.57,6.71,28.57,0.83,92.26,66.54699999999998,0.0018032368100740833,0.01995582069815319,0.04293206305318047,0.002494477587269149,0.012472387936345744,0.0,0.002494477587269149,0.8942551880625725,0.023592348265135926,191.9662128,1
212,Hungary,2016,1.47,51.32,0.12,1.43,7.41,28.96,0.7,91.41,65.346,0.0018363786612799558,0.017996510880543565,0.04431793835888961,0.0022495638600679457,0.010712208857466408,0.0,0.0022495638600679457,0.8987543231414318,0.021883512380252806,197.8679942,1
213,Hungary,2017,1.25,49.0,0.06,1.44,7.49,29.96,0.97,90.18,63.206,0.0009492769673765148,0.015821282789608582,0.047400563237667316,0.001977660348701073,0.015346644305920323,0.0,0.001977660348701073,0.8937442647849888,0.022782647217036354,203.7697756,1
214,Hungary,2018,1.48,46.16,0.06,1.33,7.08,30.74,0.92,87.78,60.10399999999999,0.0009982696659124185,0.01969918807400506,0.05114468255024624,0.0024623985092506323,0.015306801543990419,0.0,0.0024623985092506323,0.8857979502196194,0.02212831092772528,209.671557,1
215,Hungary,2019,1.27,44.36,0.06,1.45,6.79,30.81,1.02,85.74,58.031,0.0010339301407868207,0.0175078837173235,0.05309231272940325,0.0021884854646654376,0.017576812393375954,0.0,0.0021884854646654376,0.8814254450207648,0.024986645069014837,215.5733384,1
216,Ireland,2011,10.67,14.59,0.02,0.84,0.0,36.78,0.01,62.91,29.808,0.0006709608158883522,0.2863660762211487,0.12338969404186796,0.035795759527643585,0.0003354804079441761,0.0,0.035795759527643585,0.4894659151905529,0.02818035426731079,163.69061206,1
217,Ireland,2012,10.31,15.83,0.02,0.97,0.0,38.02,0.01,65.15,30.942,0.000646370628918622,0.2665632473660397,0.12287505655743004,0.03332040592075496,0.000323185314459311,0.0,0.03332040592075496,0.5116023527890893,0.03134897550255316,168.35575962,1
218,Ireland,2013,11.93,15.09,0.02,1.24,0.0,38.18,0.01,66.47,32.108,0.0006228977201943441,0.29724679207674104,0.1189111747851003,0.03715584900959263,0.00031144886009717206,0.0,0.03715584900959263,0.4699763298866327,0.03861965865204934,173.02090718,1
219,Ireland,2014,11.04,14.22,0.01,1.36,0.0,36.02,0.01,62.67,30.241999999999997,0.0003306659612459494,0.29204417697242246,0.11910587924079097,0.03650552212155281,0.0003306659612459494,0.0,0.03650552212155281,0.47020699689174,0.04497057072944912,177.68605474,1
220,Ireland,2015,11.45,15.28,0.01,0.91,0.0,39.29,0.01,66.96,31.589,0.0003165658931906677,0.28997435816265155,0.12437873943461333,0.03624679477033144,0.0003165658931906677,0.0,0.03624679477033144,0.48371268479534013,0.02880749628035076,182.3512023,1
221,Ireland,2016,11.38,15.4,0.03,1.26,0.0,40.38,0.01,68.46,32.118,0.0009340556697179151,0.28345476057039665,0.12572389314403137,0.03543184507129958,0.00031135188990597174,0.0,0.03543184507129958,0.47948191045519645,0.03923033812815244,196.17696552,1
222,Ireland,2017,11.03,15.44,0.02,1.13,0.0,40.58,0.01,68.22,31.688,0.0006311537490532695,0.27846503408230244,0.12806109568290835,0.034808129260287805,0.00031557687452663473,0.0,0.034808129260287805,0.487250694269124,0.03566018682150972,210.00272874,1
223,Ireland,2018,11.52,17.02,0.02,1.0,0.0,43.72,0.01,73.29,33.94199999999999,0.0005892404690354135,0.2715220081315185,0.12880796653114138,0.03394025101643981,0.00029462023451770674,0.0,0.03394025101643981,0.5014436391491368,0.029462023451770673,223.82849196,1
224,Ireland,2019,11.62,17.17,0.02,0.86,0.0,45.83,0.01,75.51,34.263000000000005,0.0005837200478650439,0.27131307824767237,0.1337594489682748,0.033914134780959046,0.00029186002393252194,0.0,0.033914134780959046,0.5011236610921402,0.025099962058196885,237.65425518,1
225,Italy,2011,32.25,303.73,0.01,1.02,5.82,313.15,4.36,660.34,378.505,2.64197302545541e-05,0.06816290405674959,0.08273338529213617,0.008520363007093698,0.01151900239098559,0.0,0.008520363007093698,0.8178227500297223,0.002694812485964518,1625.4133812,1
226,Italy,2012,26.51,304.65,0.01,1.92,4.4,325.01,4.53,667.01,374.52099999999996,2.670077245334708e-05,0.05662699821905849,0.08678018055062334,0.007078374777382311,0.012095449921366228,0.0,0.007078374777382311,0.8251873726706913,0.0051265483110426386,1646.7964564,1
227,Italy,2013,25.37,303.92,0.0,2.52,6.44,320.34,4.64,663.23,374.924,0.0,0.05413363775058413,0.08544131610673096,0.006766704718823016,0.012375841503878118,0.0,0.006766704718823016,0.8277944330050891,0.006721362196071738,1668.1795316,1
228,Italy,2014,24.17,251.71,0.0,3.53,11.15,318.56,4.6,613.71,327.01599999999996,0.0,0.05912860532817967,0.09741419380091496,0.007391075666022459,0.014066590013944273,0.0,0.007391075666022459,0.8038138806663896,0.0107945788585268,1689.5626068,1
229,Italy,2015,23.59,272.11,0.0,3.16,9.26,331.51,4.79,644.41,346.06100000000004,0.0,0.05453373827157639,0.09579524997038094,0.006816717283947049,0.013841490373084513,0.0,0.006816717283947049,0.8130647487003736,0.00913133811669041,1710.945682,1
230,Italy,2016,23.33,273.9,0.0,3.7,10.28,330.25,4.86,646.32,349.0949999999999,0.0,0.05346395680258956,0.0946017559690056,0.006682994600323695,0.013921711854939204,0.0,0.006682994600323695,0.8140477520445725,0.010598834128245896,1708.6414554,1
231,Italy,2017,22.76,275.92,0.0,3.7,12.9,336.57,5.09,656.94,354.027,0.0,0.0514311055371483,0.09506902015947938,0.006428888192143538,0.014377434489459844,0.0,0.006428888192143538,0.815813483152415,0.010451180277210497,1706.3372288,1
232,Italy,2018,22.61,303.55,0.0,3.66,15.83,340.16,5.13,690.94,384.79600000000005,0.0,0.047006725641638686,0.088400087318995,0.005875840705204836,0.013331739415170634,0.0,0.005875840705204836,0.829998232829863,0.009511533383922908,1704.0330022,1
233,Italy,2019,21.69,296.69,0.0,3.81,12.41,321.23,5.2,661.04,371.923,0.0,0.04665481833605343,0.08637002820476282,0.005831852292006679,0.0139813886207629,0.0,0.005831852292006679,0.8310860043611178,0.010244055893289741,1701.7287756,1
234,Japan,2011,293.48,407.68,24.28,58.41,25.7,992.01,2.74,1804.3,911.4910000000001,0.026637673877196812,0.25758235681976016,0.10883376796918455,0.03219779460247002,0.0030060636912487343,0.0,0.03219779460247002,0.4754627308442979,0.06408181759337173,4089.0486822,1
235,Japan,2012,286.66,412.54,25.79,58.61,26.29,999.59,2.91,1812.38,912.759,0.02825499392501197,0.25124704330496883,0.10951302589182906,0.031405880413121104,0.0031881361892898345,0.0,0.031405880413121104,0.48077312850380005,0.06421191135885815,4165.7961764,1
236,Japan,2013,250.79,416.51,25.37,64.21,26.71,999.92,2.92,1786.43,886.5020000000002,0.02861809674428258,0.22631872234918812,0.11279387976564068,0.028289840293648515,0.0032938447967404464,0.0,0.028289840293648515,0.4999650310997605,0.07243074465709043,4242.5436706,1
237,Japan,2014,225.38,404.54,25.66,64.08,25.49,983.93,2.97,1732.05,846.513,0.030312588229596,0.21299613827549016,0.1162333006108589,0.02662451728443627,0.003508510796644588,0.0,0.02662451728443627,0.5080016491182061,0.0756987784003317,4319.2911648,1
238,Japan,2015,203.44,390.31,26.62,64.6,25.16,997.16,2.95,1710.24,812.796,0.0327511454288653,0.20023720589176128,0.12268269036757071,0.02502965073647016,0.0036294469953100164,0.0,0.02502965073647016,0.5111614722513398,0.07947873759221255,4396.038659,1
239,Japan,2016,205.66,417.14,25.58,65.17,25.7,1019.3,2.94,1761.5,844.12,0.03030374828223475,0.19491067620717437,0.12075297351087524,0.024363834525896796,0.0034829171207885136,0.0,0.024363834525896796,0.5246173529829882,0.07720466284414539,4408.4763416,1
240,Japan,2017,202.98,423.29,25.7,70.05,25.66,1028.39,2.92,1778.99,853.439,0.030113458606883445,0.19027018919922808,0.12049953189390222,0.02378377364990351,0.003421451328097263,0.0,0.02378377364990351,0.5260481416949543,0.08207967997712783,4420.9140242,1
241,Japan,2018,190.93,418.75,25.74,70.98,25.95,1036.08,2.89,1771.32,838.8480000000001,0.030684939345387956,0.18208781567101548,0.12351224536507209,0.022760976958876935,0.003445201037613489,0.0,0.022760976958876935,0.5301317998016326,0.08461604486152437,4433.3517068,1
242,Japan,2019,177.5,414.1,25.41,72.59,25.74,1032.08,2.87,1750.29,821.418,0.03093431115461312,0.172871790002167,0.1256461387503074,0.021608973750270873,0.003493958009198727,0.0,0.021608973750270873,0.5354642824968531,0.08837157208631903,4445.7893894,1
243,"Korea, Rep.",2011,124.12,138.83,0.0,30.51,10.94,539.58,0.0,843.97,358.358,0.0,0.27708604244917096,0.1505701002907707,0.03463575530614637,0.0,0.0,0.03463575530614637,0.4179340212859766,0.08513832536178906,1384.0234004,1
244,"Korea, Rep.",2012,114.14,140.32,0.0,33.69,10.95,549.17,0.0,848.26,354.017,0.0,0.2579311163023245,0.15512531884062064,0.032241389537790564,0.0,0.0,0.032241389537790564,0.4272958643228997,0.09516492145857401,1445.2448748,1
245,"Korea, Rep.",2013,89.56,173.57,0.0,31.37,11.83,547.94,0.0,854.27,361.12399999999997,0.0,0.19840276470132148,0.15173181511059916,0.024800345587665185,0.0,0.0,0.024800345587665185,0.5133970602895405,0.08686766872320865,1506.4663492,1
246,"Korea, Rep.",2014,79.2,161.45,0.0,52.86,13.27,535.47,0.0,842.25,360.327,0.0,0.17584027841377417,0.14860668226361057,0.02198003480172177,0.0,0.0,0.02198003480172177,0.4848928889591954,0.14670008075997634,1567.6878236,1
247,"Korea, Rep.",2015,98.56,157.1,0.0,62.29,10.19,548.2,0.0,876.34,382.96000000000004,0.0,0.20589095466889493,0.1431481094631293,0.025736369333611866,0.0,0.0,0.025736369333611866,0.43683413411322325,0.1626540630875287,1628.909298,1
248,"Korea, Rep.",2016,98.75,165.93,0.0,35.72,11.1,591.92,0.0,903.42,370.692,0.0,0.21311493099392487,0.15967973411889116,0.02663936637424061,0.0,0.0,0.02663936637424061,0.47756628144119645,0.09636032069750627,1666.7758946,1
249,"Korea, Rep.",2017,80.58,171.62,0.0,38.06,12.69,588.32,0.0,891.26,361.78200000000004,0.0,0.17818465263611785,0.1626172667518008,0.02227308157951473,0.0,0.0,0.02227308157951473,0.5094504425316903,0.10520147492136148,1704.6424912,1
250,"Korea, Rep.",2018,78.21,172.04,0.0,39.29,14.09,594.55,0.0,898.17,363.085,0.0,0.17232328518115594,0.16374953523279673,0.021540410647644493,0.0,0.0,0.021540410647644493,0.5126347824889489,0.1082115758018095,1742.5090878,1
251,"Korea, Rep.",2019,69.02,167.4,0.0,36.41,13.34,589.0,0.0,875.17,345.07000000000005,0.0,0.16001391022111452,0.17069000492653663,0.020001738777639316,0.0,0.0,0.020001738777639316,0.5237777842176949,0.10551482307937518,1780.3756844,1
252,Latvia,2011,1.33,4.37,0.79,2.91,4.97,8.95,0.0,23.31,15.265,0.05175237471339666,0.06970193252538487,0.0586308548968228,0.008712741565673109,0.0,0.0,0.008712741565673109,0.6118571896495251,0.1906321650835244,28.14256995,2
253,Latvia,2012,1.8,4.1,0.42,3.96,5.75,10.07,0.0,26.1,17.037,0.024652227504842403,0.0845219228737454,0.05910665023184834,0.010565240359218174,0.0,0.0,0.010565240359218174,0.5781534307683278,0.2324352879027998,28.83854882,2
254,Latvia,2013,1.88,3.5,0.46,4.01,5.56,9.73,0.0,25.14,16.383000000000003,0.028077885613135563,0.09180247817859975,0.059390831959958486,0.011475309772324969,0.0,0.0,0.011475309772324969,0.5530122688152351,0.24476591588842087,29.53452769,2
255,Latvia,2014,2.06,3.79,0.35,3.63,5.29,10.38,0.0,25.49,16.158,0.021661096670379996,0.10199282089367497,0.06424062383958411,0.01274910261170937,0.0,0.0,0.01274910261170937,0.5619507364772868,0.22465651689565538,30.23050656,2
256,Latvia,2015,2.18,3.58,0.26,3.49,5.23,9.81,0.0,24.55,15.721000000000002,0.016538388143247883,0.11093441893009351,0.0624006106481776,0.013866802366261689,0.0,0.0,0.013866802366261689,0.560396921315438,0.22199605623051968,30.92648543,2
257,Latvia,2016,1.51,3.94,0.24,3.36,5.93,9.84,0.0,24.81,15.963999999999999,0.015033826108744677,0.07567025808068155,0.06163868704585317,0.009458782260085194,0.0,0.0,0.009458782260085194,0.6182660987221248,0.21047356552242547,31.639449826,2
258,Latvia,2017,1.52,4.23,0.16,3.56,5.96,9.95,0.0,25.39,16.425,0.00974124809741248,0.07403348554033487,0.060578386605783865,0.009254185692541859,0.0,0.0,0.009254185692541859,0.6203957382039574,0.21674277016742768,32.352414222,2
259,Latvia,2018,1.58,4.4,0.15,2.94,5.4,10.28,0.0,24.76,15.498,0.009678668215253582,0.08155891082720353,0.06633113950187121,0.01019486385340044,0.0,0.0,0.01019486385340044,0.6323396567299007,0.1897018970189702,33.065378618,2
260,Latvia,2019,1.16,4.61,0.11,2.44,5.21,10.25,0.0,23.79,14.555000000000001,0.007557540364136035,0.06375815870834764,0.07042253521126761,0.007969769838543455,0.0,0.0,0.007969769838543455,0.6746822397801442,0.1676399862590175,33.778343014,2
261,Lithuania,2011,0.24,2.52,2.45,1.44,7.14,10.63,0.0,24.43,14.853,0.16494984178280483,0.012926681478489195,0.07156803339392717,0.0016158351848111494,0.0,0.0,0.0016158351848111494,0.6503736618864876,0.09695011108866895,47.64650251,2
262,Lithuania,2012,0.2,2.65,1.72,1.48,8.36,11.21,0.0,25.62,15.531,0.11074624943661064,0.010301976691777737,0.07217822419676777,0.001287747086472217,0.0,0.0,0.001287747086472217,0.7089047711029554,0.09529328439894404,48.59410734,2
263,Lithuania,2013,0.2,2.66,2.01,1.57,7.17,11.27,0.0,24.86,14.737,0.1363913958064735,0.010857026531858589,0.07647418063377892,0.0013571283164823236,0.0,0.0,0.0013571283164823236,0.667028567551062,0.10653457284386239,49.54171217,2
264,Lithuania,2014,0.21,2.26,1.76,1.6,7.1,11.59,0.0,24.52,14.088999999999999,0.12492015047199945,0.01192419618141813,0.08226275818014055,0.0014905245226772663,0.0,0.0,0.0014905245226772663,0.6643480729647243,0.11356377315636314,50.489317,2
265,Lithuania,2015,0.1,2.58,1.31,1.6,7.3,11.2,0.0,24.08,14.01,0.09350463954318344,0.00571020699500357,0.07994289793004995,0.0007137758743754462,0.0,0.0,0.0007137758743754462,0.7052105638829407,0.11420413990007139,51.43692183,2
266,Lithuania,2016,0.11,2.74,1.6,1.67,7.27,11.81,0.0,25.21,14.571,0.1098071511907213,0.006039393315489672,0.08105140347265116,0.000754924164436209,0.0,0.0,0.000754924164436209,0.6869809896369501,0.11461121405531535,53.004754842,2
267,Lithuania,2017,0.13,2.88,1.67,1.49,8.46,11.91,0.0,26.54,15.821,0.10555590670627646,0.006573541495480691,0.07527969154920676,0.0008216926869350863,0.0,0.0,0.0008216926869350863,0.7167688515264522,0.09417862334871374,54.572587854,1
268,Lithuania,2018,0.08,3.06,1.72,1.53,8.44,12.37,0.0,27.21,16.067,0.10705172091865314,0.003983319848135931,0.0769901039397523,0.0004979149810169914,0.0,0.0,0.0004979149810169914,0.7157527852119251,0.0952262401194996,56.140420866,1
269,Lithuania,2019,0.1,3.04,1.45,1.51,7.33,12.76,0.0,26.18,14.706,0.09859921120631035,0.005439956480348158,0.08676730586155311,0.0006799945600435198,0.0,0.0,0.0006799945600435198,0.70515435876513,0.10267917856657147,57.708253878,1
270,Luxembourg,2011,1.93,2.89,0.0,0.04,2.62,6.77,0.0,14.24,8.157,0.0,0.18928527644967513,0.0829961995831801,0.02366065955620939,0.0,0.0,0.02366065955620939,0.6754934412161333,0.00490376363859262,40.201751398,1
271,Luxembourg,2012,2.11,4.51,0.0,0.04,2.43,7.01,0.0,16.1,9.790999999999999,0.0,0.1724032274537841,0.07159636400776224,0.021550403431723014,0.0,0.0,0.021550403431723014,0.7088142171381882,0.004085384536819529,41.780918416,1
272,Luxembourg,2013,2.53,4.46,0.0,0.05,2.56,7.17,0.0,16.78,10.317000000000002,0.0,0.19618106038577102,0.06949694678685664,0.024522632548221377,0.0,0.0,0.024522632548221377,0.6804303576621109,0.004846370068818454,43.360085434,1
273,Luxembourg,2014,2.31,3.77,0.0,0.06,1.77,6.93,0.0,14.84,8.603,0.0,0.21480878763222133,0.080553295362083,0.026851098454027666,0.0,0.0,0.026851098454027666,0.6439614088108799,0.006974311286760433,44.939252452,1
274,Luxembourg,2015,3.29,4.34,0.0,0.05,2.13,6.89,0.0,16.69,10.499000000000002,0.0,0.25069054195637674,0.06562529764739498,0.03133631774454709,0.0,0.0,0.03133631774454709,0.6162491665872939,0.004762358319839984,46.51841947,1
275,Luxembourg,2016,3.21,4.89,0.0,0.08,2.18,6.43,0.0,16.79,11.003,0.0,0.23339089339271107,0.058438607652458424,0.029173861674088884,0.0,0.0,0.029173861674088884,0.6425520312642007,0.007270744342452059,47.584528278,1
276,Luxembourg,2017,4.57,3.71,0.0,0.04,2.45,8.07,0.0,18.83,11.576999999999998,0.0,0.31579856612248436,0.0697071780253952,0.039474820765310545,0.0,0.0,0.039474820765310545,0.53208948777749,0.003455126544009675,48.650637086,1
277,Luxembourg,2018,4.53,4.2,0.0,0.04,2.75,7.83,0.0,19.35,12.303,0.0,0.29456230187759086,0.06364301389904901,0.03682028773469886,0.0,0.0,0.03682028773469886,0.5649028692188897,0.0032512395350727465,49.716745894,1
278,Luxembourg,2019,5.53,4.5,0.0,0.04,3.47,8.26,0.0,21.79,14.366,0.0,0.3079493247946541,0.05749686760406516,0.03849366559933176,0.0,0.0,0.03849366559933176,0.5547821244605319,0.0027843519420854795,50.782854702,1
279,Malta,2011,0.66,0.0,0.0,0.03,0.01,2.98,0.0,3.68,0.9980000000000002,0.0,0.5290581162324648,0.29859719438877746,0.0661322645290581,0.0,0.0,0.0661322645290581,0.010020040080160319,0.030060120240480954,9.3840158272,1
280,Malta,2012,0.96,0.0,0.0,0.04,0.01,3.2,0.0,4.2,1.3300000000000003,0.0,0.5774436090225563,0.24060150375939848,0.07218045112781954,0.0,0.0,0.07218045112781954,0.007518796992481202,0.030075187969924807,9.6706795004,1
281,Malta,2013,1.07,0.0,0.0,0.03,0.0,3.23,0.0,4.33,1.423,0.0,0.6015460295151089,0.22698524244553758,0.07519325368938862,0.0,0.0,0.07519325368938862,0.0,0.021082220660576245,9.9573431736,1
282,Malta,2014,1.2,0.0,0.0,0.04,0.0,3.39,0.0,4.63,1.5790000000000002,0.0,0.6079797340088663,0.21469284357188093,0.07599746675110829,0.0,0.0,0.07599746675110829,0.0,0.025332488917036097,10.2440068468,1
283,Malta,2015,1.42,0.0,0.0,0.03,0.01,3.61,0.0,5.06,1.8209999999999997,0.0,0.6238330587589237,0.1982427237781439,0.07797913234486546,0.0,0.0,0.07797913234486546,0.005491488193300385,0.016474464579901156,10.53067052,1
284,Malta,2016,1.34,0.0,0.0,0.04,0.0,3.57,0.0,4.95,1.737,0.0,0.6171560161197467,0.20552677029360966,0.07714450201496834,0.0,0.0,0.07714450201496834,0.0,0.023028209556706966,10.999033302,1
285,Malta,2017,1.25,0.0,0.0,0.03,0.0,3.94,0.0,5.22,1.6740000000000002,0.0,0.5973715651135005,0.23536439665471923,0.07467144563918757,0.0,0.0,0.07467144563918757,0.0,0.017921146953405017,11.467396084,1
286,Malta,2018,1.02,0.0,0.0,0.03,0.0,3.85,0.0,4.89,1.4350000000000003,0.0,0.5686411149825783,0.26829268292682923,0.07108013937282229,0.0,0.0,0.07108013937282229,0.0,0.02090592334494773,11.935758866,1
287,Malta,2019,1.15,0.0,0.0,0.04,0.0,3.92,0.0,5.11,1.5819999999999999,0.0,0.5815423514538559,0.24778761061946905,0.07269279393173199,0.0,0.0,0.07269279393173199,0.0,0.025284450063211127,12.404121648,1
288,Mexico,2011,68.5,8.67,0.0,0.0,0.0,78.6,2.18,157.96,87.21000000000001,0.0,0.6283683063868822,0.09012727898176813,0.07854603829836028,0.024997133356266483,0.0,0.07854603829836028,0.09941520467836257,0.0,1555.5536692,2
289,Mexico,2012,69.36,9.26,0.0,0.0,0.0,80.88,2.56,162.06,89.26800000000001,0.0,0.6215889232423711,0.09060357574942866,0.07769861540529639,0.028677689653627277,0.0,0.07769861540529639,0.10373258054397991,0.0,1631.0772774,2
290,Mexico,2013,69.43,9.99,0.0,0.0,0.0,83.51,2.82,165.74,90.591,0.0,0.6131293395591175,0.09218355024229781,0.07664116744488969,0.03112892009139981,0.0,0.07664116744488969,0.11027585521740571,0.0,1706.6008856,2
291,Mexico,2014,67.78,11.82,0.0,0.0,0.0,82.6,3.12,165.32,90.98000000000002,0.0,0.5959991206858649,0.09078918443613979,0.07449989008573311,0.034293251264014064,0.0,0.07449989008573311,0.12991866344251482,0.0,1782.1244938,2
292,Mexico,2015,68.39,12.01,0.0,0.0,0.0,85.6,3.64,169.64,92.60000000000001,0.0,0.5908423326133909,0.09244060475161987,0.07385529157667386,0.03930885529157667,0.0,0.07385529157667386,0.12969762419006478,0.0,1857.648102,2
293,Mexico,2016,67.18,12.95,0.0,0.0,0.0,86.38,3.91,170.41,92.67800000000001,0.0,0.5799002999633138,0.09320442823539565,0.07248753749541423,0.04218908478819137,0.0,0.07248753749541423,0.13973111202227062,0.0,1869.8082082,2
294,Mexico,2017,64.43,10.86,0.0,0.0,0.0,85.2,3.87,164.36,87.68000000000002,0.0,0.5878649635036496,0.09717153284671531,0.0734831204379562,0.04413777372262773,0.0,0.0734831204379562,0.12385948905109485,0.0,1881.9683144,2
295,Mexico,2018,63.29,11.0,0.0,0.0,0.0,87.17,4.75,166.21,87.757,0.0,0.5769568239570633,0.09933110749000079,0.07211960299463291,0.05412673632872591,0.0,0.07211960299463291,0.1253461262349442,0.0,1894.1284206,2
296,Mexico,2019,61.89,9.87,0.0,0.0,0.0,92.68,5.18,169.6,86.208,0.0,0.5743318485523385,0.10750742390497403,0.07179148106904232,0.06008723088344469,0.0,0.07179148106904232,0.11449053452115812,0.0,1906.2885268,2
297,Moldova,2011,0.22,4.29,0.94,0.29,2.25,3.29,0.0,11.27,8.318999999999999,0.11299435028248588,0.02115638898906119,0.03954802259887006,0.0026445486236326486,0.0,0.0,0.0026445486236326486,0.7861521817526146,0.03485995912970309,9.5720592304,2
298,Moldova,2012,0.14,4.2,0.95,0.32,2.28,3.39,0.0,11.28,8.229000000000001,0.1154453761088832,0.013610402235994653,0.04119577105359096,0.0017013002794993317,0.0,0.0,0.0017013002794993317,0.7874589865111191,0.03888686353141329,9.8530797578,2
299,Moldova,2013,0.14,3.31,1.05,0.31,2.23,3.78,0.0,10.82,7.418,0.14154758695066055,0.015098409274737127,0.0509571313022378,0.001887301159342141,0.0,0.0,0.001887301159342141,0.7468320301968185,0.04179023995686169,10.1341002852,2
300,Moldova,2014,0.18,3.12,0.75,0.49,1.85,3.56,0.0,9.95,6.746,0.11117699377408834,0.02134598280462496,0.05277201304476727,0.00266824785057812,0.0,0.0,0.00266824785057812,0.7367328787429588,0.07263563593240438,10.4151208126,2
301,Moldova,2015,0.04,3.19,0.72,0.4,1.84,4.13,0.0,10.33,6.603,0.10904134484325306,0.00484628199303347,0.06254732697258822,0.0006057852491291837,0.0,0.0,0.0006057852491291837,0.7617749507799486,0.060578524912918374,10.69614134,2
302,Moldova,2016,0.13,3.55,0.73,0.43,1.93,4.06,0.0,10.84,7.175999999999999,0.10172798216276478,0.014492753623188408,0.05657748049052397,0.001811594202898551,0.0,0.0,0.001811594202898551,0.7636566332218506,0.05992196209587514,11.002864282,2
303,Moldova,2017,0.09,3.45,0.74,0.51,1.74,4.22,0.0,10.75,6.952,0.10644418872266974,0.010356731875719217,0.060701956271576527,0.001294591484464902,0.0,0.0,0.001294591484464902,0.746547756041427,0.07336018411967779,11.309587224,2
304,Moldova,2018,0.05,3.6,0.75,0.51,1.87,4.22,0.0,11.0,7.202,0.10413773951680089,0.005554012774229382,0.05859483476811996,0.0006942515967786727,0.0,0.0,0.0006942515967786727,0.7595112468758679,0.07081366287142461,11.616310166,2
305,Moldova,2019,0.05,3.56,0.68,0.46,1.59,4.63,0.0,10.96,6.803,0.09995590180802588,0.005879758929883876,0.06805820961340585,0.0007349698662354845,0.0,0.0,0.0007349698662354845,0.7570189622225489,0.06761722769366456,11.923033108,2
306,Morocco,2011,5.21,0.0,0.0,26.96,0.0,16.12,0.0,48.28,33.782000000000004,0.0,0.12337931442780178,0.04771771949558937,0.015422414303475223,0.0,0.0,0.015422414303475223,0.0,0.7980581374696584,136.2030522,2
307,Morocco,2012,5.31,0.0,0.0,27.12,0.0,17.28,0.0,49.71,34.158,0.0,0.12436325311786404,0.050588441946249785,0.015545406639733006,0.0,0.0,0.015545406639733006,0.0,0.7939574916564202,143.740745,2
308,Morocco,2013,5.33,0.0,0.0,27.18,0.0,17.67,0.0,50.18,34.277,0.0,0.12439828456399335,0.05155060244478806,0.015549785570499169,0.0,0.0,0.015549785570499169,0.0,0.7929515418502202,151.2784378,2
309,Morocco,2014,5.41,0.0,0.0,27.25,0.0,18.1,0.0,50.76,34.47,0.0,0.12555845662895274,0.05250942848854077,0.015694807078619092,0.0,0.0,0.015694807078619092,0.0,0.7905425007252683,158.8161306,2
310,Morocco,2015,5.65,0.0,0.0,27.28,0.0,18.32,0.0,51.26,34.762,0.0,0.13002704102180543,0.052701225476094585,0.01625338012772568,0.0,0.0,0.01625338012772568,0.0,0.7847649732466486,166.3538234,2
311,Morocco,2016,5.84,0.0,0.0,27.38,0.0,18.81,0.0,52.02,35.101,0.0,0.13310162103643772,0.05358821685991852,0.016637702629554715,0.0,0.0,0.016637702629554715,0.0,0.7800347568445344,169.5492901,2
312,Morocco,2017,6.25,0.0,0.0,27.54,0.0,20.08,0.0,53.87,35.798,0.0,0.1396726074082351,0.05609251913514721,0.017459075926029386,0.0,0.0,0.017459075926029386,0.0,0.7693167216045589,172.7447568,2
313,Morocco,2018,6.38,0.0,0.0,27.56,0.0,20.18,0.0,54.12,35.958,0.0,0.14194337838589466,0.056121030090661335,0.017742922298236832,0.0,0.0,0.017742922298236832,0.0,0.7664497469269703,175.9402235,2
314,Morocco,2019,7.0,0.0,0.0,27.67,0.0,21.1,0.0,55.77,36.78,0.0,0.15225666122892878,0.05736813485589995,0.019032082653616098,0.0,0.0,0.019032082653616098,0.0,0.7523110386079391,179.1356902,2
315,Netherlands,2011,4.9,134.88,0.2,6.54,13.3,132.88,0.21,292.91,173.318,0.001153948233882228,0.022617385384091672,0.07666832065913523,0.002827173173011459,0.0012116456455763393,0.0,0.002827173173011459,0.8549602464833428,0.03773410724794885,651.28361034,1
316,Netherlands,2012,4.6,152.12,0.2,5.98,8.1,130.07,0.21,301.28,184.21699999999998,0.0010856761319530772,0.019976440827936617,0.07060694724156837,0.002497055103492077,0.001139959938550731,0.0,0.002497055103492077,0.8697351493076101,0.03246171634539701,665.72176558,1
317,Netherlands,2013,4.5,152.67,0.1,6.0,7.2,130.62,0.22,301.3,183.75199999999998,0.0005442117636814838,0.019591623492533416,0.07108494057207541,0.002448952936566677,0.0011972658800992644,0.0,0.002448952936566677,0.870031346597588,0.03265270582088903,680.15992082,1
