,Nation,iso_code3,Year,consumpinit_inen_energy_tj_per_mmm_gdp_other_product_manufacturing
4351,Slovenia,SVN,2022,508.60662631820963
4352,Slovenia,SVN,2023,497.39222183466177
4353,Slovenia,SVN,2024,486.661687223507
4354,Slovenia,SVN,2025,476.38436739787596
4355,Slovenia,SVN,2026,468.1920429562603
4356,Slovenia,SVN,2027,460.2767197855969
4357,Slovenia,SVN,2028,452.624582380807
4358,Slovenia,SVN,2029,445.22271894806215
4359,Slovenia,SVN,2030,438.05904870084214
4360,Slovenia,SVN,2031,430.3170624236409
4361,Slovenia,SVN,2032,422.8439779515658
4362,Slovenia,SVN,2033,415.626024810896
4363,Slovenia,SVN,2034,408.6503569960097
4364,Slovenia,SVN,2035,401.90497667079865
4365,Slovenia,SVN,2036,394.88558563637974
4366,Slovenia,SVN,2037,388.10717730871704
4367,Slovenia,SVN,2038,381.55755134714633
4368,Slovenia,SVN,2039,375.2253173062571
4369,Slovenia,SVN,2040,369.0998285288891
4370,Slovenia,SVN,2041,363.1191609784305
4371,Slovenia,SVN,2042,357.3292172044572
4372,Slovenia,SVN,2043,351.7210171092054
4373,Slovenia,SVN,2044,346.28613564581235
4374,Slovenia,SVN,2045,341.0166605869569
4375,Slovenia,SVN,2046,335.8506002964512
4376,Slovenia,SVN,2047,330.83872551155065
4377,Slovenia,SVN,2048,325.9742350279202
4378,Slovenia,SVN,2049,321.25072185125526
4379,Slovenia,SVN,2050,316.6621450438354
4380,Solomon Islands,SLB,2021,15383.393831053683
4381,Solomon Islands,SLB,2022,14977.042735368126
4382,Solomon Islands,SLB,2023,14592.302692325347
4383,Solomon Islands,SLB,2024,14227.494341326628
4384,Solomon Islands,SLB,2025,13881.107929064206
4385,Solomon Islands,SLB,2026,13146.094580255703
4386,Solomon Islands,SLB,2027,12487.63989023496
4387,Solomon Islands,SLB,2028,11894.37449963664
4388,Solomon Islands,SLB,2029,11357.07407848562
4389,Solomon Islands,SLB,2030,10868.176240020537
4390,Solomon Islands,SLB,2031,10332.237928885146
4391,Solomon Islands,SLB,2032,9849.20560509914
4392,Solomon Islands,SLB,2033,9411.613710055532
4393,Solomon Islands,SLB,2034,9013.338203610645
4394,Solomon Islands,SLB,2035,8649.308189830925
4395,Solomon Islands,SLB,2036,8243.625034202938
4396,Solomon Islands,SLB,2037,7876.740988227729
4397,Solomon Islands,SLB,2038,7543.344011896999
4398,Solomon Islands,SLB,2039,7239.0494471875545
4399,Solomon Islands,SLB,2040,6960.2061023172055
4400,Solomon Islands,SLB,2041,6649.726500246668
4401,Solomon Islands,SLB,2042,6368.063736486801
4402,Solomon Islands,SLB,2043,6111.383827714257
4403,Solomon Islands,SLB,2044,5876.504039863658
4404,Solomon Islands,SLB,2045,5660.760242617779
4405,Solomon Islands,SLB,2046,5420.09590408576
4406,Solomon Islands,SLB,2047,5201.1669124378195
4407,Solomon Islands,SLB,2048,5001.155980320774
4408,Solomon Islands,SLB,2049,4817.712548973704
4409,Solomon Islands,SLB,2050,4648.859980694199
4410,Somalia,SOM,2021,3241.8740680045225
4411,Somalia,SOM,2022,3262.7471033241222
4412,Somalia,SOM,2023,3282.2452815930583
4413,Somalia,SOM,2024,3300.5001096232927
4414,Somalia,SOM,2025,3317.626840726033
4415,Somalia,SOM,2026,3531.0438572843664
4416,Somalia,SOM,2027,3756.650327590728
4417,Somalia,SOM,2028,3995.5212647291046
4418,Somalia,SOM,2029,4248.861920624359
4419,Somalia,SOM,2030,4518.028125268052
4420,Somalia,SOM,2031,4808.107633601243
4421,Somalia,SOM,2032,5114.972595581435
4422,Somalia,SOM,2033,5440.123355594471
4423,Somalia,SOM,2034,5785.244557396855
4424,Somalia,SOM,2035,6152.234339406788
4425,Somalia,SOM,2036,6513.392248163682
4426,Somalia,SOM,2037,6892.7003808026275
4427,Somalia,SOM,2038,7291.562230890827
4428,Somalia,SOM,2039,7711.529823492499
4429,Somalia,SOM,2040,8154.323897985285
4430,Somalia,SOM,2041,8530.066163507596
4431,Somalia,SOM,2042,8916.986144422966
4432,Somalia,SOM,2043,9315.590149678306
4433,Somalia,SOM,2044,9726.415535547036
4434,Somalia,SOM,2045,10150.033122493129
4435,Somalia,SOM,2046,10400.23097621691
4436,Somalia,SOM,2047,10648.445669551573
4437,Somalia,SOM,2048,10894.70068830862
4438,Somalia,SOM,2049,11139.019148912976
4439,Somalia,SOM,2050,11381.423805637029
4440,South Africa,ZAF,2021,1147.851526644918
4441,South Africa,ZAF,2022,1134.9838891053726
4442,South Africa,ZAF,2023,1122.4015507164881
4443,South Africa,ZAF,2024,1110.0951271036565
4444,South Africa,ZAF,2025,1098.0556410034972
4445,South Africa,ZAF,2026,1058.049905595056
4446,South Africa,ZAF,2027,1020.8567757257223
4447,South Africa,ZAF,2028,986.1897133403796
4448,South Africa,ZAF,2029,953.7998239965856
4449,South Africa,ZAF,2030,923.4698717042279
4450,South Africa,ZAF,2031,893.8432783825224
4451,South Africa,ZAF,2032,866.0585448600257
4452,South Africa,ZAF,2033,839.949089013433
4453,South Africa,ZAF,2034,815.3678289417734
4454,South Africa,ZAF,2035,792.1844107095588
4455,South Africa,ZAF,2036,769.1805617929347
4456,South Africa,ZAF,2037,747.4750070034156
4457,South Africa,ZAF,2038,726.9608528437537
4458,South Africa,ZAF,2039,707.5426269658115
4459,South Africa,ZAF,2040,689.134792474757
4460,South Africa,ZAF,2041,671.2050500455869
4461,South Africa,ZAF,2042,654.1846324310749
4462,South Africa,ZAF,2043,638.0060744378214
4463,South Africa,ZAF,2044,622.6084236974716
4464,South Africa,ZAF,2045,607.9364732835385
4465,South Africa,ZAF,2046,593.7257676178649
4466,South Africa,ZAF,2047,580.1642464614177
4467,South Africa,ZAF,2048,567.2084183911801
4468,South Africa,ZAF,2049,554.8185920065813
4469,South Africa,ZAF,2050,542.9584697721386
4470,Spain,ESP,2021,389.88889344142723
4471,Spain,ESP,2022,382.099568532587
4472,Spain,ESP,2023,374.61538270220655
4473,Spain,ESP,2024,367.41875012278376
4474,Spain,ESP,2025,360.49341084168736
4475,Spain,ESP,2026,356.25709384569376
4476,Spain,ESP,2027,352.1191860569613
4477,Spain,ESP,2028,348.0762977928638
4478,Spain,ESP,2029,344.1251932794485
4479,Spain,ESP,2030,340.26278201419325
4480,Spain,ESP,2031,336.1236972907474
4481,Spain,ESP,2032,332.0841011241444
4482,Spain,ESP,2033,328.1404490967422
4483,Spain,ESP,2034,324.2893631813196
4484,Spain,ESP,2035,320.5276220904716
4485,Spain,ESP,2036,316.7722730515651
4486,Spain,ESP,2037,313.10390142226413
4487,Spain,ESP,2038,309.51952007717983
4488,Spain,ESP,2039,306.01627712796375
4489,Spain,ESP,2040,302.5914483556756
4490,Spain,ESP,2041,299.2389426113354
4491,Spain,ESP,2042,295.95990976695106
4492,Spain,ESP,2043,292.75196067471956
4493,Spain,ESP,2044,289.61280866127584
4494,Spain,ESP,2045,286.540264091861
4495,Spain,ESP,2046,283.14881753992637
4496,Spain,ESP,2047,279.8367131868088
4497,Spain,ESP,2048,276.6011989331257
4498,Spain,ESP,2049,273.43964850542756
4499,Spain,ESP,2050,270.3495543465122
4500,Sri Lanka,LKA,2021,0.0
4501,Sri Lanka,LKA,2022,0.0
4502,Sri Lanka,LKA,2023,0.0
4503,Sri Lanka,LKA,2024,0.0
4504,Sri Lanka,LKA,2025,0.0
4505,Sri Lanka,LKA,2026,0.0
4506,Sri Lanka,LKA,2027,0.0
4507,Sri Lanka,LKA,2028,0.0
4508,Sri Lanka,LKA,2029,0.0
4509,Sri Lanka,LKA,2030,0.0
4510,Sri Lanka,LKA,2031,0.0
4511,Sri Lanka,LKA,2032,0.0
4512,Sri Lanka,LKA,2033,0.0
4513,Sri Lanka,LKA,2034,0.0
4514,Sri Lanka,LKA,2035,0.0
4515,Sri Lanka,LKA,2036,0.0
4516,Sri Lanka,LKA,2037,0.0
4517,Sri Lanka,LKA,2038,0.0
4518,Sri Lanka,LKA,2039,3.457974246824818
4519,Sri Lanka,LKA,2040,14.310094465303587
4520,Sri Lanka,LKA,2041,25.36184864715251
4521,Sri Lanka,LKA,2042,35.725180220858256
4522,Sri Lanka,LKA,2043,45.462469906327605
4523,Sri Lanka,LKA,2044,54.62878263962198
4524,Sri Lanka,LKA,2045,63.27290948565308
4525,Sri Lanka,LKA,2046,72.2487686719184
4526,Sri Lanka,LKA,2047,80.71632462271339
4527,Sri Lanka,LKA,2048,88.71756626708812
4528,Sri Lanka,LKA,2049,96.28998174476651
4529,Sri Lanka,LKA,2050,103.46714571669067
4530,St. Lucia,LCA,2021,15895.841466172613
4531,St. Lucia,LCA,2022,15590.785400303777
4532,St. Lucia,LCA,2023,15297.365554365011
4533,St. Lucia,LCA,2024,15014.92860158561
4534,St. Lucia,LCA,2025,14742.869225546454
4535,St. Lucia,LCA,2026,14453.863874721997
4536,St. Lucia,LCA,2027,14176.157433776467
4537,St. Lucia,LCA,2028,13909.099996300964
4538,St. Lucia,LCA,2029,13652.090561179684
4539,St. Lucia,LCA,2030,13404.572517393091
4540,St. Lucia,LCA,2031,13128.43872807795
4541,St. Lucia,LCA,2032,12863.689356311099
4542,St. Lucia,LCA,2033,12609.634588357516
4543,St. Lucia,LCA,2034,12365.639237475538
4544,St. Lucia,LCA,2035,12131.117441440652
4545,St. Lucia,LCA,2036,11863.369491876974
4546,St. Lucia,LCA,2037,11607.485267097842
4547,St. Lucia,LCA,2038,11362.693347585187
4548,St. Lucia,LCA,2039,11128.287775385634
4549,St. Lucia,LCA,2040,10903.621254639622
4550,St. Lucia,LCA,2041,10654.42415815188
4551,St. Lucia,LCA,2042,10416.709142411668
4552,St. Lucia,LCA,2043,10189.700500536235
4553,St. Lucia,LCA,2044,9972.690860437802
4554,St. Lucia,LCA,2045,9765.033822153766
4555,St. Lucia,LCA,2046,9543.34515928958
4556,St. Lucia,LCA,2047,9331.860097208999
4557,St. Lucia,LCA,2048,9129.890025812698
4558,St. Lucia,LCA,2049,8936.806934716411
4559,St. Lucia,LCA,2050,8752.03689056328
4560,St. Vincent and the Grenadines,VCT,2021,32047.953349312906
4561,St. Vincent and the Grenadines,VCT,2022,31346.636261151438
4562,St. Vincent and the Grenadines,VCT,2023,30676.010614919738
4563,St. Vincent and the Grenadines,VCT,2024,30034.104846175516
4564,St. Vincent and the Grenadines,VCT,2025,29419.11271684387
4565,St. Vincent and the Grenadines,VCT,2026,28799.19546248318
4566,St. Vincent and the Grenadines,VCT,2027,28205.45455751663
4567,St. Vincent and the Grenadines,VCT,2028,27636.26631618382
4568,St. Vincent and the Grenadines,VCT,2029,27090.138619313253
4569,St. Vincent and the Grenadines,VCT,2030,26565.69785292894
4570,St. Vincent and the Grenadines,VCT,2031,26048.548547143004
4571,St. Vincent and the Grenadines,VCT,2032,25551.642494640302
4572,St. Vincent and the Grenadines,VCT,2033,25073.813911537385
4573,St. Vincent and the Grenadines,VCT,2034,24613.98484270105
4574,St. Vincent and the Grenadines,VCT,2035,24171.157043512856
4575,St. Vincent and the Grenadines,VCT,2036,23680.009917862513
4576,St. Vincent and the Grenadines,VCT,2037,23208.918172998605
4577,St. Vincent and the Grenadines,VCT,2038,22756.677982574663
4578,St. Vincent and the Grenadines,VCT,2039,22322.179976728607
4579,St. Vincent and the Grenadines,VCT,2040,21904.400156074404
4580,St. Vincent and the Grenadines,VCT,2041,21456.260633527872
4581,St. Vincent and the Grenadines,VCT,2042,21026.557509605973
4582,St. Vincent and the Grenadines,VCT,2043,20614.176008790546
4583,St. Vincent and the Grenadines,VCT,2044,20218.089454605404
4584,St. Vincent and the Grenadines,VCT,2045,19837.350735310265
4585,St. Vincent and the Grenadines,VCT,2046,19435.169468942793
4586,St. Vincent and the Grenadines,VCT,2047,19049.405274241388
4587,St. Vincent and the Grenadines,VCT,2048,18679.073038123403
4588,St. Vincent and the Grenadines,VCT,2049,18323.2649181048
4589,St. Vincent and the Grenadines,VCT,2050,17981.142911790965
4590,Sudan,SDN,2021,0.0
4591,Sudan,SDN,2022,0.0
4592,Sudan,SDN,2023,0.0
4593,Sudan,SDN,2024,0.0
4594,Sudan,SDN,2025,0.0
4595,Sudan,SDN,2026,0.0
4596,Sudan,SDN,2027,0.0
4597,Sudan,SDN,2028,0.0
4598,Sudan,SDN,2029,0.0
4599,Sudan,SDN,2030,0.0
4600,Sudan,SDN,2031,0.0
4601,Sudan,SDN,2032,0.0
4602,Sudan,SDN,2033,0.0
4603,Sudan,SDN,2034,0.0
4604,Sudan,SDN,2035,0.0
4605,Sudan,SDN,2036,0.0
4606,Sudan,SDN,2037,0.0
4607,Sudan,SDN,2038,0.0
4608,Sudan,SDN,2039,0.0
4609,Sudan,SDN,2040,0.0
4610,Sudan,SDN,2041,0.0
4611,Sudan,SDN,2042,0.0
4612,Sudan,SDN,2043,17.644882866232685
4613,Sudan,SDN,2044,41.62739868825175
4614,Sudan,SDN,2045,63.37307488703296
4615,Sudan,SDN,2046,87.83994273434554
4616,Sudan,SDN,2047,109.72568763224047
4617,Sudan,SDN,2048,129.41828671132416
4618,Sudan,SDN,2049,147.2316697037551
4619,Sudan,SDN,2050,163.42257984689846
4620,Suriname,SUR,2021,6945.838256989543
4621,Suriname,SUR,2022,6895.517499856834
4622,Suriname,SUR,2023,6846.0975411937925
4623,Suriname,SUR,2024,6797.554407608605
4624,Suriname,SUR,2025,6749.864968916756
4625,Suriname,SUR,2026,6542.100916032031
4626,Suriname,SUR,2027,6347.926952085699
4627,Suriname,SUR,2028,6166.0518907358755
4628,Suriname,SUR,2029,5995.343091011259
4629,Suriname,SUR,2030,5834.802847258838
4630,Suriname,SUR,2031,5669.765231300701
4631,Suriname,SUR,2032,5514.783336476343
4632,Suriname,SUR,2033,5368.965292816744
4633,Suriname,SUR,2034,5231.5216716661225
4634,Suriname,SUR,2035,5101.751188068838
4635,Suriname,SUR,2036,4964.759425741492
4636,Suriname,SUR,2037,4835.779035511424
4637,Suriname,SUR,2038,4714.12721690649
4638,Suriname,SUR,2039,4599.19661842567
4639,Suriname,SUR,2040,4490.44519636453
4640,Suriname,SUR,2041,4375.796425490859
4641,Suriname,SUR,2042,4267.596181426685
4642,Suriname,SUR,2043,4165.315291003593
4643,Suriname,SUR,2044,4068.480938832064
4644,Suriname,SUR,2045,3976.669359143392
4645,Suriname,SUR,2046,3883.2910607822946
4646,Suriname,SUR,2047,3794.813937795852
4647,Suriname,SUR,2048,3710.861983725411
4648,Suriname,SUR,2049,3631.0966948283176
4649,Suriname,SUR,2050,3555.2125081977324
4650,Sweden,SWE,2021,761.401022101388
4651,Sweden,SWE,2022,747.4678991885573
4652,Sweden,SWE,2023,734.0355459512333
4653,Sweden,SWE,2024,721.077441770647
4654,Sweden,SWE,2025,708.5689062414818
4655,Sweden,SWE,2026,695.8338982975672
4656,Sweden,SWE,2027,683.5485771615073
4657,Sweden,SWE,2028,671.6895376776721
4658,Sweden,SWE,2029,660.2349712370216
4659,Sweden,SWE,2030,649.1645319272421
4660,Sweden,SWE,2031,637.8428345506035
4661,Sweden,SWE,2032,626.9092779884168
4662,Sweden,SWE,2033,616.3442387173525
4663,Sweden,SWE,2034,606.1293941185347
4664,Sweden,SWE,2035,596.2476164337763
4665,Sweden,SWE,2036,585.4627152075528
4666,Sweden,SWE,2037,575.0610359375693
4667,Sweden,SWE,2038,565.022509534709
4668,Sweden,SWE,2039,555.3284442076281
4669,Sweden,SWE,2040,545.9614093045028
4670,Sweden,SWE,2041,535.9541511265395
4671,Sweden,SWE,2042,526.3071478409747
4672,Sweden,SWE,2043,517.0012899933882
4673,Sweden,SWE,2044,508.01879617677093
4674,Sweden,SWE,2045,499.34309963280384
4675,Sweden,SWE,2046,490.63343293055345
4676,Sweden,SWE,2047,482.22238991108117
4677,Sweden,SWE,2048,474.0948712990907
4678,Sweden,SWE,2049,466.2367788974047
4679,Sweden,SWE,2050,458.63493397563576
4680,Switzerland,CHE,2021,270.07968357438955
4681,Switzerland,CHE,2022,266.5982704598786
4682,Switzerland,CHE,2023,263.2054681706684
4683,Switzerland,CHE,2024,259.8979361628528
4684,Switzerland,CHE,2025,256.67249972242337
4685,Switzerland,CHE,2026,253.1709045050621
4686,Switzerland,CHE,2027,249.76356286101742
4687,Switzerland,CHE,2028,246.44671974717548
4688,Switzerland,CHE,2029,243.21681697309998
4689,Switzerland,CHE,2030,240.0704804682621
4690,Switzerland,CHE,2031,236.76988474430465
4691,Switzerland,CHE,2032,233.55881430250852
4692,Switzerland,CHE,2033,230.43367545786083
4693,Switzerland,CHE,2034,227.39106432722554
4694,Switzerland,CHE,2035,224.42775446206377
4695,Switzerland,CHE,2036,220.91262040585258
4696,Switzerland,CHE,2037,217.50590093992275
4697,Switzerland,CHE,2038,214.20265661373062
4698,Switzerland,CHE,2039,210.9982435480406
4699,Switzerland,CHE,2040,207.88829165245605
4700,Switzerland,CHE,2041,204.41645694589306
4701,Switzerland,CHE,2042,201.0586800461391
4702,Switzerland,CHE,2043,197.8094311914641
4703,Switzerland,CHE,2044,194.66353239448296
4704,Switzerland,CHE,2045,191.61612990751675
4705,Switzerland,CHE,2046,188.42214117015354
4706,Switzerland,CHE,2047,185.33288584320417
4707,Switzerland,CHE,2048,182.34329558736434
4708,Switzerland,CHE,2049,179.44862389974801
4709,Switzerland,CHE,2050,176.64442096756397
4710,Syrian Arab Republic,SYR,2021,981.1428989715106
4711,Syrian Arab Republic,SYR,2022,978.978916449471
4712,Syrian Arab Republic,SYR,2023,976.9087122301419
4713,Syrian Arab Republic,SYR,2024,974.9263196374958
4714,Syrian Arab Republic,SYR,2025,973.0262676588951
4715,Syrian Arab Republic,SYR,2026,944.6692667231363
4716,Syrian Arab Republic,SYR,2027,919.6643614550112
4717,Syrian Arab Republic,SYR,2028,897.4503428285452
4718,Syrian Arab Republic,SYR,2029,877.5846571277837
4719,Syrian Arab Republic,SYR,2030,859.7136214456057
4720,Syrian Arab Republic,SYR,2031,839.8624310856538
4721,Syrian Arab Republic,SYR,2032,822.1000151786571
4722,Syrian Arab Republic,SYR,2033,806.1131750084802
4723,Syrian Arab Republic,SYR,2034,791.6483474584555
4724,Syrian Arab Republic,SYR,2035,778.4980560850927
4725,Syrian Arab Republic,SYR,2036,763.4930416362936
4726,Syrian Arab Republic,SYR,2037,749.9303622145417
4727,Syrian Arab Republic,SYR,2038,737.6115910495726
4728,Syrian Arab Republic,SYR,2039,726.373103073546
4729,Syrian Arab Republic,SYR,2040,716.0787656533827
4730,Syrian Arab Republic,SYR,2041,704.2975625361223
4731,Syrian Arab Republic,SYR,2042,693.5625662221414
4732,Syrian Arab Republic,SYR,2043,683.740341884348
4733,Syrian Arab Republic,SYR,2044,674.7192206522631
4734,Syrian Arab Republic,SYR,2045,666.4050354142072
4735,Syrian Arab Republic,SYR,2046,657.073840342881
4736,Syrian Arab Republic,SYR,2047,648.50822602819
4737,Syrian Arab Republic,SYR,2048,640.6176867917998
4738,Syrian Arab Republic,SYR,2049,633.3254420111684
4739,Syrian Arab Republic,SYR,2050,626.5659294225793
4740,Tajikistan,TJK,2021,459.61190158180045
4741,Tajikistan,TJK,2022,454.1540944604573
4742,Tajikistan,TJK,2023,449.13114725993233
4743,Tajikistan,TJK,2024,444.49307885660886
4744,Tajikistan,TJK,2025,440.19728501998594
4745,Tajikistan,TJK,2026,436.3079350660109
4746,Tajikistan,TJK,2027,432.8507902598422
4747,Tajikistan,TJK,2028,429.75759943238364
4748,Tajikistan,TJK,2029,426.9737632162296
4749,Tajikistan,TJK,2030,424.4550832611425
4750,Tajikistan,TJK,2031,422.91606674843786
4751,Tajikistan,TJK,2032,421.53201278141023
4752,Tajikistan,TJK,2033,420.2806385668657
4753,Tajikistan,TJK,2034,419.1437381015185
4754,Tajikistan,TJK,2035,418.10629060566663
4755,Tajikistan,TJK,2036,417.3191516582415
4756,Tajikistan,TJK,2037,416.6066789875758
4757,Tajikistan,TJK,2038,415.95872964344494
4758,Tajikistan,TJK,2039,415.3669182336114
4759,Tajikistan,TJK,2040,414.82425204586923
4760,Tajikistan,TJK,2041,414.60415935770607
4761,Tajikistan,TJK,2042,414.40301326170436
4762,Tajikistan,TJK,2043,414.2184682011657
4763,Tajikistan,TJK,2044,414.0485504436936
4764,Tajikistan,TJK,2045,413.89158721149226
4765,Tajikistan,TJK,2046,414.03413409721543
4766,Tajikistan,TJK,2047,414.1659179573762
4767,Tajikistan,TJK,2048,414.28811344187693
4768,Tajikistan,TJK,2049,414.4017302695078
4769,Tajikistan,TJK,2050,414.5076411935152
4770,Tanzania,TZA,2021,0.0
4771,Tanzania,TZA,2022,0.0
4772,Tanzania,TZA,2023,0.0
4773,Tanzania,TZA,2024,0.0
4774,Tanzania,TZA,2025,0.0
4775,Tanzania,TZA,2026,0.0
4776,Tanzania,TZA,2027,0.0
4777,Tanzania,TZA,2028,0.0
4778,Tanzania,TZA,2029,16.96319909050471
4779,Tanzania,TZA,2030,69.75289420117713
4780,Tanzania,TZA,2031,129.82770574412606
4781,Tanzania,TZA,2032,182.4376035481499
4782,Tanzania,TZA,2033,228.89258579644093
4783,Tanzania,TZA,2034,270.2130722531075
4784,Tanzania,TZA,2035,307.20572900485524
4785,Tanzania,TZA,2036,347.519485655683
4786,Tanzania,TZA,2037,382.97788713520094
4787,Tanzania,TZA,2038,414.4082737372201
4788,Tanzania,TZA,2039,442.4601194742994
4789,Tanzania,TZA,2040,467.65039248853446
4790,Tanzania,TZA,2041,493.39540232684857
4791,Tanzania,TZA,2042,516.1376122010543
4792,Tanzania,TZA,2043,536.3734255465341
4793,Tanzania,TZA,2044,554.4955439703791
4794,Tanzania,TZA,2045,570.8187031175879
4795,Tanzania,TZA,2046,586.0268752758933
4796,Tanzania,TZA,2047,599.5240386808724
4797,Tanzania,TZA,2048,611.5835632812623
4798,Tanzania,TZA,2049,622.4235281251883
4799,Tanzania,TZA,2050,632.220027251838
4800,Thailand,THA,2021,457.5266128158707
4801,Thailand,THA,2022,468.7002719329763
4802,Thailand,THA,2023,479.20272249530734
4803,Thailand,THA,2024,489.09268080493126
4804,Thailand,THA,2025,498.4222086557532
4805,Thailand,THA,2026,504.53611089672904
4806,Thailand,THA,2027,510.12464616606604
4807,Thailand,THA,2028,515.2527419500551
4808,Thailand,THA,2029,519.9750502797274
4809,Thailand,THA,2030,524.3379031140231
4810,Thailand,THA,2031,528.0180703772816
4811,Thailand,THA,2032,531.4258341918745
4812,Thailand,THA,2033,534.5903598346972
4813,Thailand,THA,2034,537.536792554881
4814,Thailand,THA,2035,540.2869271325889
4815,Thailand,THA,2036,542.3128254760269
4816,Thailand,THA,2037,544.2059944278523
4817,Thailand,THA,2038,545.9790641576977
4818,Thailand,THA,2039,547.6431116310838
4819,Thailand,THA,2040,549.20789224599
4820,Thailand,THA,2041,550.1671835890187
4821,Thailand,THA,2042,551.0707627131396
4822,Thailand,THA,2043,551.9233460130409
4823,Thailand,THA,2044,552.7291321299354
4824,Thailand,THA,2045,553.4918711008223
4825,Thailand,THA,2046,553.7913148633511
4826,Thailand,THA,2047,554.0753211355311
4827,Thailand,THA,2048,554.3450537122727
4828,Thailand,THA,2049,554.601562275161
4829,Thailand,THA,2050,554.8457960442265
4830,Timor-Leste,TLS,2021,13697.499169625553
4831,Timor-Leste,TLS,2022,13397.453263064353
4832,Timor-Leste,TLS,2023,13110.840671580883
4833,Timor-Leste,TLS,2024,12836.779015893437
4834,Timor-Leste,TLS,2025,12574.461540736764
4835,Timor-Leste,TLS,2026,11706.65365233498
4836,Timor-Leste,TLS,2027,10955.408856508458
4837,Timor-Leste,TLS,2028,10298.720173085956
4838,Timor-Leste,TLS,2029,9719.792481482735
4839,Timor-Leste,TLS,2030,9205.585874177665
4840,Timor-Leste,TLS,2031,8649.50922545494
4841,Timor-Leste,TLS,2032,8160.9000734871925
4842,Timor-Leste,TLS,2033,7728.182164768011
4843,Timor-Leste,TLS,2034,7342.284347800252
4844,Timor-Leste,TLS,2035,6995.997721102927
4845,Timor-Leste,TLS,2036,6596.14047072089
4846,Timor-Leste,TLS,2037,6243.441072625231
4847,Timor-Leste,TLS,2038,5930.021611008768
4848,Timor-Leste,TLS,2039,5649.666331309991
4849,Timor-Leste,TLS,2040,5397.40523058144
4850,Timor-Leste,TLS,2041,5108.2211459256405
4851,Timor-Leste,TLS,2042,4851.964013843442
4852,Timor-Leste,TLS,2043,4623.313077631732
4853,Timor-Leste,TLS,2044,4418.0353812733065
4854,Timor-Leste,TLS,2045,4232.7212932273205
4855,Timor-Leste,TLS,2046,4027.6519340980894
4856,Timor-Leste,TLS,2047,3844.4470596438528
4857,Timor-Leste,TLS,2048,3679.7868632970617
4858,Timor-Leste,TLS,2049,3530.9912479191266
4859,Timor-Leste,TLS,2050,3395.872821689552
4860,Togo,TGO,2021,3778.3153776026693
4861,Togo,TGO,2022,3710.0996434318654
4862,Togo,TGO,2023,3647.6908586757236
4863,Togo,TGO,2024,3590.377809120087
4864,Togo,TGO,2025,3537.560867560676
4865,Togo,TGO,2026,3423.7189464497333
4866,Togo,TGO,2027,3323.099759456271
4867,Togo,TGO,2028,3233.5260223375617
4868,Togo,TGO,2029,3153.27360047919
4869,Togo,TGO,2030,3080.9594492123374
4870,Togo,TGO,2031,2996.7254092991643
4871,Togo,TGO,2032,2921.592123738234
4872,Togo,TGO,2033,2854.1602974872235
4873,Togo,TGO,2034,2793.303516384833
4874,Togo,TGO,2035,2738.104820233665
4875,Togo,TGO,2036,2661.1166626131353
4876,Togo,TGO,2037,2592.550791442616
4877,Togo,TGO,2038,2531.09682150375
4878,Togo,TGO,2039,2475.7028006021224
4879,Togo,TGO,2040,2425.514493253781
4880,Togo,TGO,2041,2354.59245881065
4881,Togo,TGO,2042,2291.5164689632
4882,Togo,TGO,2043,2235.0527665641116
4883,Togo,TGO,2044,2184.2133821941784
4884,Togo,TGO,2045,2138.197830988109
4885,Togo,TGO,2046,2074.184740998014
4886,Togo,TGO,2047,2017.2718690323065
4887,Togo,TGO,2048,1966.3399719955214
4888,Togo,TGO,2049,1920.4933056061868
4889,Togo,TGO,2050,1879.0064895963126
4890,Tonga,TON,2021,47995.06196828674
4891,Tonga,TON,2022,47308.46063257258
4892,Tonga,TON,2023,46641.58410840043
4893,Tonga,TON,2024,45993.59444506189
4894,Tonga,TON,2025,45363.700492947086
4895,Tonga,TON,2026,44589.675620584094
4896,Tonga,TON,2027,43842.08489267658
4897,Tonga,TON,2028,43119.5968938994
4898,Tonga,TON,2029,42420.96814553447
4899,Tonga,TON,2030,41745.03596341213
4900,Tonga,TON,2031,41041.124668779696
4901,Tonga,TON,2032,40361.01642397171
4902,Tonga,TON,2033,39703.52393847286
4903,Tonga,TON,2034,39067.53759272617
4904,Tonga,TON,2035,38452.019188924
4905,Tonga,TON,2036,37780.078052439705
4906,Tonga,TON,2037,37131.69910034702
4907,Tonga,TON,2038,36505.66434562576
4908,Tonga,TON,2039,35900.83832691418
4909,Tonga,TON,2040,35316.16123544366
4910,Tonga,TON,2041,34629.685240809566
4911,Tonga,TON,2042,33969.936978036545
4912,Tonga,TON,2043,33335.385300449416
4913,Tonga,TON,2044,32724.61382262918
4914,Tonga,TON,2045,32136.310366308597
4915,Tonga,TON,2046,31440.352188906316
4916,Tonga,TON,2047,30774.519725703558
4917,Tonga,TON,2048,30136.898352634373
4918,Tonga,TON,2049,29525.732323740656
4919,Tonga,TON,2050,28939.40862620327
4920,Trinidad and Tobago,TTO,2021,1200.9862215704627
4921,Trinidad and Tobago,TTO,2022,1190.4543351862762
4922,Trinidad and Tobago,TTO,2023,1180.225984210512
4923,Trinidad and Tobago,TTO,2024,1170.2882329364252
4924,Trinidad and Tobago,TTO,2025,1160.6288703997134
4925,Trinidad and Tobago,TTO,2026,1154.2376727101562
