Year,Nation,iso_code3,population_gnrl_rural
2034,St. Lucia,LCA,165490.75580184802
2035,St. Lucia,LCA,166097.55033432
2036,St. Lucia,LCA,166536.826067326
2037,St. Lucia,LCA,166976.101800332
2038,St. Lucia,LCA,167415.377533338
2039,St. Lucia,LCA,167854.65326634402
2040,St. Lucia,LCA,168293.92899935
2041,St. Lucia,LCA,168538.217588776
2042,St. Lucia,LCA,168782.506178202
2043,St. Lucia,LCA,169026.79476762802
2044,St. Lucia,LCA,169271.083357054
2045,St. Lucia,LCA,169515.37194648
2046,St. Lucia,LCA,169558.130119284
2047,St. Lucia,LCA,169600.888292088
2048,St. Lucia,LCA,169643.646464892
2049,St. Lucia,LCA,169686.404637696
2050,St. Lucia,LCA,169729.1628105
2021,Sri Lanka,LKA,18314402.7085542
2022,Sri Lanka,LKA,18389286.325798396
2023,Sri Lanka,LKA,18464169.9430427
2024,Sri Lanka,LKA,18539053.560287
2025,Sri Lanka,LKA,18613937.177531198
2026,Sri Lanka,LKA,18670762.261659
2027,Sri Lanka,LKA,18727587.345786702
2028,Sri Lanka,LKA,18784412.4299144
2029,Sri Lanka,LKA,18841237.5140421
2030,Sri Lanka,LKA,18898062.5981698
2031,Sri Lanka,LKA,18942093.2721393
2032,Sri Lanka,LKA,18986123.9461089
2033,Sri Lanka,LKA,19030154.6200784
2034,Sri Lanka,LKA,19074185.294048
2035,Sri Lanka,LKA,19118215.9680175
2036,Sri Lanka,LKA,19146126.2009894
2037,Sri Lanka,LKA,19174036.433961302
2038,Sri Lanka,LKA,19201946.6669332
2039,Sri Lanka,LKA,19229856.899905104
2040,Sri Lanka,LKA,19257767.132877
2041,Sri Lanka,LKA,19261876.5518396
2042,Sri Lanka,LKA,19265985.970802102
2043,Sri Lanka,LKA,19270095.3897647
2044,Sri Lanka,LKA,19274204.8087273
2045,Sri Lanka,LKA,19278314.2276899
2046,Sri Lanka,LKA,19260811.1720199
2047,Sri Lanka,LKA,19243308.1163499
2048,Sri Lanka,LKA,19225805.060679898
2049,Sri Lanka,LKA,19208302.00501
2050,Sri Lanka,LKA,19190798.94934
2021,Lesotho,LSO,1683089.27388492
2022,Lesotho,LSO,1684691.75067952
2023,Lesotho,LSO,1686294.22747413
2024,Lesotho,LSO,1687896.70426873
2025,Lesotho,LSO,1689499.18106333
2026,Lesotho,LSO,1688371.36773148
2027,Lesotho,LSO,1687243.55439964
2028,Lesotho,LSO,1686115.74106779
2029,Lesotho,LSO,1684987.92773595
2030,Lesotho,LSO,1683860.1144041
2031,Lesotho,LSO,1679965.41336826
2032,Lesotho,LSO,1676070.71233242
2033,Lesotho,LSO,1672176.01129658
2034,Lesotho,LSO,1668281.31026074
2035,Lesotho,LSO,1664386.6092249
2036,Lesotho,LSO,1658689.3329359
2037,Lesotho,LSO,1652992.05664691
2038,Lesotho,LSO,1647294.78035791
2039,Lesotho,LSO,1641597.50406892
2040,Lesotho,LSO,1635900.22777992
2041,Lesotho,LSO,1628894.93981446
2042,Lesotho,LSO,1621889.651849
2043,Lesotho,LSO,1614884.36388354
2044,Lesotho,LSO,1607879.07591808
2045,Lesotho,LSO,1600873.78795262
2046,Lesotho,LSO,1592471.41063279
2047,Lesotho,LSO,1584069.03331296
2048,Lesotho,LSO,1575666.65599314
2049,Lesotho,LSO,1567264.27867331
2050,Lesotho,LSO,1558861.90135348
2021,Lithuania,LTU,1010324.28109246
2022,Lithuania,LTU,1001457.25414535
2023,Lithuania,LTU,992590.2271982309
2024,Lithuania,LTU,983723.200251115
2025,Lithuania,LTU,974856.173303999
2026,Lithuania,LTU,965648.5053780241
2027,Lithuania,LTU,956440.837452048
2028,Lithuania,LTU,947233.169526072
2029,Lithuania,LTU,938025.5016000959
2030,Lithuania,LTU,928817.83367412
2031,Lithuania,LTU,919204.921564072
2032,Lithuania,LTU,909592.009454024
2033,Lithuania,LTU,899979.0973439759
2034,Lithuania,LTU,890366.1852339279
2035,Lithuania,LTU,880753.27312388
2036,Lithuania,LTU,871254.38210434
2037,Lithuania,LTU,861755.4910848
2038,Lithuania,LTU,852256.60006526
2039,Lithuania,LTU,842757.70904572
2040,Lithuania,LTU,833258.81802618
2041,Lithuania,LTU,824190.5188957441
2042,Lithuania,LTU,815122.219765308
2043,Lithuania,LTU,806053.920634872
2044,Lithuania,LTU,796985.6215044359
2045,Lithuania,LTU,787917.322374
2046,Lithuania,LTU,779154.2605353
2047,Lithuania,LTU,770391.1986965999
2048,Lithuania,LTU,761628.1368579001
2049,Lithuania,LTU,752865.0750192
2050,Lithuania,LTU,744102.0131805
2021,Luxembourg,LUX,49638.079664207995
2022,Luxembourg,LUX,48588.881810615996
2023,Luxembourg,LUX,47539.683957024004
2024,Luxembourg,LUX,46490.486103432
2025,Luxembourg,LUX,45441.28824984
2026,Luxembourg,LUX,44167.682526864
2027,Luxembourg,LUX,42894.076803888
2028,Luxembourg,LUX,41620.471080912
2029,Luxembourg,LUX,40346.865357936
2030,Luxembourg,LUX,39073.25963496
2031,Luxembourg,LUX,37564.294083468
2032,Luxembourg,LUX,36055.328531976
2033,Luxembourg,LUX,34546.362980484104
2034,Luxembourg,LUX,33037.3974289921
2035,Luxembourg,LUX,31528.431877500097
2036,Luxembourg,LUX,29785.374874620098
2037,Luxembourg,LUX,28042.3178717401
2038,Luxembourg,LUX,26299.2608688601
2039,Luxembourg,LUX,24556.203865980096
2040,Luxembourg,LUX,22813.146863100097
2041,Luxembourg,LUX,20844.6337471201
2042,Luxembourg,LUX,18876.1206311401
2043,Luxembourg,LUX,16907.6075151601
2044,Luxembourg,LUX,14939.0943991802
2045,Luxembourg,LUX,12970.5812832002
2046,Luxembourg,LUX,10790.1819239162
2047,Luxembourg,LUX,8609.78256463218
2048,Luxembourg,LUX,6429.38320534818
2049,Luxembourg,LUX,4248.9838460641795
2050,Luxembourg,LUX,2068.58448678018
2021,Latvia,LVA,668430.96714913
2022,Latvia,LVA,663941.25811271
2023,Latvia,LVA,659451.54907629
2024,Latvia,LVA,654961.84003987
2025,Latvia,LVA,650472.13100345
2026,Latvia,LVA,646149.80224201
2027,Latvia,LVA,641827.47348057
2028,Latvia,LVA,637505.14471913
2029,Latvia,LVA,633182.81595769
2030,Latvia,LVA,628860.48719625
2031,Latvia,LVA,624693.935408042
2032,Latvia,LVA,620527.383619834
2033,Latvia,LVA,616360.831831626
2034,Latvia,LVA,612194.2800434179
2035,Latvia,LVA,608027.72825521
2036,Latvia,LVA,604160.0237343779
2037,Latvia,LVA,600292.319213546
2038,Latvia,LVA,596424.614692714
2039,Latvia,LVA,592556.910171882
2040,Latvia,LVA,588689.20565105
2041,Latvia,LVA,584926.80262462
2042,Latvia,LVA,581164.39959819
2043,Latvia,LVA,577401.99657176
2044,Latvia,LVA,573639.59354533
2045,Latvia,LVA,569877.1905189
2046,Latvia,LVA,566127.371426584
2047,Latvia,LVA,562377.552334268
2048,Latvia,LVA,558627.733241952
2049,Latvia,LVA,554877.914149636
2050,Latvia,LVA,551128.09505732
2021,"Macao SAR, China",MAC,0.0
2022,"Macao SAR, China",MAC,0.0
2023,"Macao SAR, China",MAC,0.0
2024,"Macao SAR, China",MAC,0.0
2025,"Macao SAR, China",MAC,0.0
2026,"Macao SAR, China",MAC,0.0
2027,"Macao SAR, China",MAC,0.0
2028,"Macao SAR, China",MAC,0.0
2029,"Macao SAR, China",MAC,0.0
2030,"Macao SAR, China",MAC,0.0
2031,"Macao SAR, China",MAC,0.0
2032,"Macao SAR, China",MAC,0.0
2033,"Macao SAR, China",MAC,0.0
2034,"Macao SAR, China",MAC,0.0
2035,"Macao SAR, China",MAC,0.0
2036,"Macao SAR, China",MAC,0.0
2037,"Macao SAR, China",MAC,0.0
2038,"Macao SAR, China",MAC,0.0
2039,"Macao SAR, China",MAC,0.0
2040,"Macao SAR, China",MAC,0.0
2041,"Macao SAR, China",MAC,0.0
2042,"Macao SAR, China",MAC,0.0
2043,"Macao SAR, China",MAC,0.0
2044,"Macao SAR, China",MAC,0.0
2045,"Macao SAR, China",MAC,0.0
2046,"Macao SAR, China",MAC,0.0
2047,"Macao SAR, China",MAC,0.0
2048,"Macao SAR, China",MAC,0.0
2049,"Macao SAR, China",MAC,0.0
2050,"Macao SAR, China",MAC,0.0
2021,Morocco,MAR,12497190.6413117
2022,Morocco,MAR,12376262.2304182
2023,Morocco,MAR,12255333.819524601
2024,Morocco,MAR,12134405.4086311
2025,Morocco,MAR,12013476.9977376
2026,Morocco,MAR,11864354.1982675
2027,Morocco,MAR,11715231.3987974
2028,Morocco,MAR,11566108.5993274
2029,Morocco,MAR,11416985.799857302
2030,Morocco,MAR,11267863.0003872
2031,Morocco,MAR,11096086.9318934
2032,Morocco,MAR,10924310.8633997
2033,Morocco,MAR,10752534.794905901
2034,Morocco,MAR,10580758.7264122
2035,Morocco,MAR,10408982.657918401
2036,Morocco,MAR,10220909.950524699
2037,Morocco,MAR,10032837.243131
2038,Morocco,MAR,9844764.53573737
2039,Morocco,MAR,9656691.82834368
2040,Morocco,MAR,9468619.12095
2041,Morocco,MAR,9268029.51078192
2042,Morocco,MAR,9067439.90061384
2043,Morocco,MAR,8866850.29044576
2044,Morocco,MAR,8666260.68027768
2045,Morocco,MAR,8465671.0701096
2046,Morocco,MAR,8256777.86654112
2047,Morocco,MAR,8047884.66297264
2048,Morocco,MAR,7838991.45940417
2049,Morocco,MAR,7630098.25583569
2050,Morocco,MAR,7421205.05226721
2021,Moldova,MDA,1805816.67560554
2022,Moldova,MDA,1784534.9759317
2023,Moldova,MDA,1763253.27625785
2024,Moldova,MDA,1741971.57658401
2025,Moldova,MDA,1720689.87691016
2026,Moldova,MDA,1699928.87305497
2027,Moldova,MDA,1679167.86919978
2028,Moldova,MDA,1658406.86534458
2029,Moldova,MDA,1637645.86148939
2030,Moldova,MDA,1616884.8576342
2031,Moldova,MDA,1596471.89786286
2032,Moldova,MDA,1576058.93809152
2033,Moldova,MDA,1555645.97832018
2034,Moldova,MDA,1535233.01854884
2035,Moldova,MDA,1514820.0587775
2036,Moldova,MDA,1494714.89279978
2037,Moldova,MDA,1474609.72682206
2038,Moldova,MDA,1454504.56084435
2039,Moldova,MDA,1434399.39486663
2040,Moldova,MDA,1414294.22888891
2041,Moldova,MDA,1394558.68838622
2042,Moldova,MDA,1374823.14788354
2043,Moldova,MDA,1355087.60738085
2044,Moldova,MDA,1335352.06687817
2045,Moldova,MDA,1315616.52637548
2046,Moldova,MDA,1296456.6761924
2047,Moldova,MDA,1277296.82600932
2048,Moldova,MDA,1258136.97582624
2049,Moldova,MDA,1238977.12564316
2050,Moldova,MDA,1219817.27546008
2021,Madagascar,MDG,16707537.995162802
2022,Madagascar,MDG,16900055.346154097
2023,Madagascar,MDG,17092572.6971453
2024,Madagascar,MDG,17285090.0481365
2025,Madagascar,MDG,17477607.3991278
2026,Madagascar,MDG,17631061.9435018
2027,Madagascar,MDG,17784516.487875897
2028,Madagascar,MDG,17937971.03225
2029,Madagascar,MDG,18091425.576624103
2030,Madagascar,MDG,18244880.1209982
2031,Madagascar,MDG,18349705.703302898
2032,Madagascar,MDG,18454531.285607502
2033,Madagascar,MDG,18559356.8679122
2034,Madagascar,MDG,18664182.4502168
2035,Madagascar,MDG,18769008.0325215
2036,Madagascar,MDG,18824193.383009803
2037,Madagascar,MDG,18879378.733498
2038,Madagascar,MDG,18934564.0839863
2039,Madagascar,MDG,18989749.434474498
2040,Madagascar,MDG,19044934.784962803
2041,Madagascar,MDG,19044311.557134803
2042,Madagascar,MDG,19043688.3293067
2043,Madagascar,MDG,19043065.1014787
2044,Madagascar,MDG,19042441.8736507
2045,Madagascar,MDG,19041818.6458226
2046,Madagascar,MDG,18985376.854637302
2047,Madagascar,MDG,18928935.063451998
2048,Madagascar,MDG,18872493.2722667
2049,Madagascar,MDG,18816051.481081303
2050,Madagascar,MDG,18759609.689896
2021,Maldives,MDV,215925.156916685
2022,Maldives,MDV,216877.42526251
2023,Maldives,MDV,217829.693608335
2024,Maldives,MDV,218781.96195416
2025,Maldives,MDV,219734.230299985
2026,Maldives,MDV,220175.30876917602
2027,Maldives,MDV,220616.387238367
2028,Maldives,MDV,221057.465707558
2029,Maldives,MDV,221498.54417674898
2030,Maldives,MDV,221939.62264594
2031,Maldives,MDV,221916.57747569898
2032,Maldives,MDV,221893.532305458
2033,Maldives,MDV,221870.487135217
2034,Maldives,MDV,221847.44196497602
2035,Maldives,MDV,221824.396794735
2036,Maldives,MDV,221503.538030688
2037,Maldives,MDV,221182.679266641
2038,Maldives,MDV,220861.820502594
2039,Maldives,MDV,220540.961738547
2040,Maldives,MDV,220220.10297449998
2041,Maldives,MDV,219644.037491841
2042,Maldives,MDV,219067.972009182
2043,Maldives,MDV,218491.906526523
2044,Maldives,MDV,217915.841043864
2045,Maldives,MDV,217339.775561205
2046,Maldives,MDV,216474.808838604
2047,Maldives,MDV,215609.842116003
2048,Maldives,MDV,214744.875393402
2049,Maldives,MDV,213879.90867080103
2050,Maldives,MDV,213014.94194820002
2021,Mexico,MEX,24148167.4605303
2022,Mexico,MEX,23982180.0528006
2023,Mexico,MEX,23816192.6450709
2024,Mexico,MEX,23650205.2373412
2025,Mexico,MEX,23484217.8296115
2026,Mexico,MEX,23262838.7264268
2027,Mexico,MEX,23041459.623242103
2028,Mexico,MEX,22820080.5200574
2029,Mexico,MEX,22598701.4168727
2030,Mexico,MEX,22377322.313688
2031,Mexico,MEX,22104162.687992997
2032,Mexico,MEX,21831003.062298
2033,Mexico,MEX,21557843.436603
2034,Mexico,MEX,21284683.810907997
2035,Mexico,MEX,21011524.185213
2036,Mexico,MEX,20693436.142330397
2037,Mexico,MEX,20375348.099447798
2038,Mexico,MEX,20057260.0565652
2039,Mexico,MEX,19739172.0136826
2040,Mexico,MEX,19421083.9708
2041,Mexico,MEX,19064337.7234435
2042,Mexico,MEX,18707591.476087
2043,Mexico,MEX,18350845.2287305
2044,Mexico,MEX,17994098.981374
2045,Mexico,MEX,17637352.7340175
2046,Mexico,MEX,17249043.5632184
2047,Mexico,MEX,16860734.3924193
2048,Mexico,MEX,16472425.2216202
2049,Mexico,MEX,16084116.0508211
2050,Mexico,MEX,15695806.880022
2021,North Macedonia,MKD,882229.009367452
2022,North Macedonia,MKD,881477.727721104
2023,North Macedonia,MKD,880726.446074756
2024,North Macedonia,MKD,879975.164428408
2025,North Macedonia,MKD,879223.88278206
2026,North Macedonia,MKD,878290.380809712
2027,North Macedonia,MKD,877356.878837364
2028,North Macedonia,MKD,876423.376865016
2029,North Macedonia,MKD,875489.874892668
2030,North Macedonia,MKD,874556.37292032
2031,North Macedonia,MKD,873365.731083432
2032,North Macedonia,MKD,872175.089246544
2033,North Macedonia,MKD,870984.4474096559
2034,North Macedonia,MKD,869793.805572768
2035,North Macedonia,MKD,868603.16373588
2036,North Macedonia,MKD,867125.384294484
2037,North Macedonia,MKD,865647.6048530879
2038,North Macedonia,MKD,864169.825411692
2039,North Macedonia,MKD,862692.0459702959
2040,North Macedonia,MKD,861214.2665288999
2041,North Macedonia,MKD,859472.7463624859
2042,North Macedonia,MKD,857731.2261960721
2043,North Macedonia,MKD,855989.706029658
2044,North Macedonia,MKD,854248.1858632441
2045,North Macedonia,MKD,852506.66569683
2046,North Macedonia,MKD,850390.21100532
2047,North Macedonia,MKD,848273.75631381
2048,North Macedonia,MKD,846157.3016223001
2049,North Macedonia,MKD,844040.84693079
2050,North Macedonia,MKD,841924.39223928
2021,Mali,MLI,11531647.091665199
2022,Mali,MLI,11652091.0484583
2023,Mali,MLI,11772535.0052514
2024,Mali,MLI,11892978.9620445
2025,Mali,MLI,12013422.9188376
2026,Mali,MLI,12096679.2022601
2027,Mali,MLI,12179935.4856826
2028,Mali,MLI,12263191.769105
2029,Mali,MLI,12346448.0525275
2030,Mali,MLI,12429704.33595
2031,Mali,MLI,12466933.636364501
2032,Mali,MLI,12504162.936779
2033,Mali,MLI,12541392.2371936
2034,Mali,MLI,12578621.5376081
2035,Mali,MLI,12615850.838022599
2036,Mali,MLI,12602938.2771851
2037,Mali,MLI,12590025.7163476
2038,Mali,MLI,12577113.15551
2039,Mali,MLI,12564200.594672501
2040,Mali,MLI,12551288.033835001
2041,Mali,MLI,12487782.586686501
2042,Mali,MLI,12424277.139538001
2043,Mali,MLI,12360771.692389399
2044,Mali,MLI,12297266.245240899
2045,Mali,MLI,12233760.7980924
2046,Mali,MLI,12118083.4372233
2047,Mali,MLI,12002406.0763542
2048,Mali,MLI,11886728.7154851
2049,Mali,MLI,11771051.354616001
2050,Mali,MLI,11655373.9937469
2021,Malta,MLT,22544.490816777
2022,Malta,MLT,22320.812775714
2023,Malta,MLT,22097.134734651
2024,Malta,MLT,21873.4566935881
2025,Malta,MLT,21649.7786525251
2026,Malta,MLT,21396.647085102
2027,Malta,MLT,21143.515517679
2028,Malta,MLT,20890.383950256
2029,Malta,MLT,20637.252382833
2030,Malta,MLT,20384.12081541
2031,Malta,MLT,20103.430599528
2032,Malta,MLT,19822.740383646
2033,Malta,MLT,19542.050167764
2034,Malta,MLT,19261.359951882
2035,Malta,MLT,18980.669736
2036,Malta,MLT,18680.522108292
2037,Malta,MLT,18380.374480584
2038,Malta,MLT,18080.226852876
2039,Malta,MLT,17780.079225168
2040,Malta,MLT,17479.93159746
2041,Malta,MLT,17171.8836406081
2042,Malta,MLT,16863.8356837561
2043,Malta,MLT,16555.7877269041
2044,Malta,MLT,16247.7397700521
2045,Malta,MLT,15939.6918132001
2046,Malta,MLT,15630.8581600261
2047,Malta,MLT,15322.0245068521
2048,Malta,MLT,15013.190853678101
2049,Malta,MLT,14704.357200504099
2050,Malta,MLT,14395.5235473301
2021,Myanmar,MMR,34505439.5757395
2022,Myanmar,MMR,34468852.8861058
2023,Myanmar,MMR,34432266.1964721
2024,Myanmar,MMR,34395679.506838396
2025,Myanmar,MMR,34359092.8172048
2026,Myanmar,MMR,34281651.7153295
2027,Myanmar,MMR,34204210.6134542
2028,Myanmar,MMR,34126769.5115789
2029,Myanmar,MMR,34049328.4097037
2030,Myanmar,MMR,33971887.3078284
2031,Myanmar,MMR,33834747.640522696
2032,Myanmar,MMR,33697607.973216996
2033,Myanmar,MMR,33560468.3059113
2034,Myanmar,MMR,33423328.638605602
2035,Myanmar,MMR,33286188.9713
2036,Myanmar,MMR,33106330.4201692
2037,Myanmar,MMR,32926471.869038396
2038,Myanmar,MMR,32746613.317907598
2039,Myanmar,MMR,32566754.7667768
2040,Myanmar,MMR,32386896.215646002
2041,Myanmar,MMR,32163766.1576962
2042,Myanmar,MMR,31940636.099746503
2043,Myanmar,MMR,31717506.0417967
2044,Myanmar,MMR,31494375.983846996
2045,Myanmar,MMR,31271245.9258972
2046,Myanmar,MMR,31021616.3192334
2047,Myanmar,MMR,30771986.7125695
2048,Myanmar,MMR,30522357.1059057
2049,Myanmar,MMR,30272727.4992419
2050,Myanmar,MMR,30023097.892578002
2021,Montenegro,MNE,210269.97285203802
2022,Montenegro,MNE,208675.74544551602
2023,Montenegro,MNE,207081.518038994
2024,Montenegro,MNE,205487.290632472
2025,Montenegro,MNE,203893.06322595
2026,Montenegro,MNE,202148.93056632
2027,Montenegro,MNE,200404.79790669
2028,Montenegro,MNE,198660.66524706
2029,Montenegro,MNE,196916.53258743
2030,Montenegro,MNE,195172.3999278
2031,Montenegro,MNE,193296.71381853
2032,Montenegro,MNE,191421.02770926
2033,Montenegro,MNE,189545.34159999
2034,Montenegro,MNE,187669.65549072
2035,Montenegro,MNE,185793.96938145
2036,Montenegro,MNE,183809.792463584
2037,Montenegro,MNE,181825.615545718
2038,Montenegro,MNE,179841.43862785198
2039,Montenegro,MNE,177857.26170998602
2040,Montenegro,MNE,175873.08479212
2041,Montenegro,MNE,173782.922755326
2042,Montenegro,MNE,171692.760718532
2043,Montenegro,MNE,169602.59868173802
2044,Montenegro,MNE,167512.436644944
2045,Montenegro,MNE,165422.27460815
2046,Montenegro,MNE,163244.60591332
2047,Montenegro,MNE,161066.93721849
2048,Montenegro,MNE,158889.26852366
2049,Montenegro,MNE,156711.59982883
2050,Montenegro,MNE,154533.93113399998
2021,Mongolia,MNG,991650.507888648
2022,Mongolia,MNG,998391.6215250059
2023,Mongolia,MNG,1005132.73516136
2024,Mongolia,MNG,1011873.84879772
2025,Mongolia,MNG,1018614.96243408
2026,Mongolia,MNG,1023079.57930089
2027,Mongolia,MNG,1027544.1961677
2028,Mongolia,MNG,1032008.8130344999
2029,Mongolia,MNG,1036473.42990131
2030,Mongolia,MNG,1040938.04676812
2031,Mongolia,MNG,1044296.1053399
2032,Mongolia,MNG,1047654.16391167
2033,Mongolia,MNG,1051012.22248345
2034,Mongolia,MNG,1054370.28105522
2035,Mongolia,MNG,1057728.339627
2036,Mongolia,MNG,1060714.41616452
2037,Mongolia,MNG,1063700.49270205
2038,Mongolia,MNG,1066686.56923957
2039,Mongolia,MNG,1069672.6457771
2040,Mongolia,MNG,1072658.72231462
2041,Mongolia,MNG,1074809.46558149
2042,Mongolia,MNG,1076960.20884836
2043,Mongolia,MNG,1079110.95211522
2044,Mongolia,MNG,1081261.69538209
2045,Mongolia,MNG,1083412.43864896
2046,Mongolia,MNG,1084162.8986046
2047,Mongolia,MNG,1084913.35856024
2048,Mongolia,MNG,1085663.81851589
2049,Mongolia,MNG,1086414.27847153
2050,Mongolia,MNG,1087164.73842717
2021,Mozambique,MOZ,18185871.7125659
2022,Mozambique,MOZ,18350804.8856444
2023,Mozambique,MOZ,18515738.058723003
2024,Mozambique,MOZ,18680671.231801502
2025,Mozambique,MOZ,18845604.40488
2026,Mozambique,MOZ,18972713.9798369
2027,Mozambique,MOZ,19099823.5547938
2028,Mozambique,MOZ,19226933.129750602
2029,Mozambique,MOZ,19354042.7047075
2030,Mozambique,MOZ,19481152.279664397
2031,Mozambique,MOZ,19567387.1106945
2032,Mozambique,MOZ,19653621.9417246
2033,Mozambique,MOZ,19739856.772754602
2034,Mozambique,MOZ,19826091.6037847
2035,Mozambique,MOZ,19912326.4348148
2036,Mozambique,MOZ,19956987.435379602
2037,Mozambique,MOZ,20001648.435944397
2038,Mozambique,MOZ,20046309.4365092
2039,Mozambique,MOZ,20090970.437074
2040,Mozambique,MOZ,20135631.4376388
2041,Mozambique,MOZ,20133073.904189803
2042,Mozambique,MOZ,20130516.370740697
2043,Mozambique,MOZ,20127958.8372917
2044,Mozambique,MOZ,20125401.303842604
2045,Mozambique,MOZ,20122843.7703936
2046,Mozambique,MOZ,20078059.3482239
2047,Mozambique,MOZ,20033274.9260542
2048,Mozambique,MOZ,19988490.5038844
2049,Mozambique,MOZ,19943706.0817147
2050,Mozambique,MOZ,19898921.659545
2021,Mauritania,MRT,1901251.71117964
2022,Mauritania,MRT,1895222.19411445
2023,Mauritania,MRT,1889192.67704927
2024,Mauritania,MRT,1883163.15998408
2025,Mauritania,MRT,1877133.6429189
2026,Mauritania,MRT,1863937.13988529
2027,Mauritania,MRT,1850740.63685167
2028,Mauritania,MRT,1837544.13381806
2029,Mauritania,MRT,1824347.63078444
2030,Mauritania,MRT,1811151.12775083
2031,Mauritania,MRT,1790654.5092606999
2032,Mauritania,MRT,1770157.89077056
2033,Mauritania,MRT,1749661.27228043
2034,Mauritania,MRT,1729164.65379029
2035,Mauritania,MRT,1708668.03530016
2036,Mauritania,MRT,1680395.16556953
2037,Mauritania,MRT,1652122.2958389
2038,Mauritania,MRT,1623849.42610827
2039,Mauritania,MRT,1595576.55637764
2040,Mauritania,MRT,1567303.68664701
2041,Mauritania,MRT,1531357.40400801
2042,Mauritania,MRT,1495411.12136901
2043,Mauritania,MRT,1459464.83873001
2044,Mauritania,MRT,1423518.55609101
2045,Mauritania,MRT,1387572.27345201
2046,Mauritania,MRT,1345261.63272659
2047,Mauritania,MRT,1302950.99200117
2048,Mauritania,MRT,1260640.35127574
2049,Mauritania,MRT,1218329.71055032
2050,Mauritania,MRT,1176019.0698248998
2021,Mauritius,MUS,808880.52195501
2022,Mauritius,MUS,808221.27698082
2023,Mauritius,MUS,807562.0320066309
2024,Mauritius,MUS,806902.7870324409
2025,Mauritius,MUS,806243.542058251
2026,Mauritius,MUS,804893.527426608
2027,Mauritius,MUS,803543.512794966
2028,Mauritius,MUS,802193.4981633229
2029,Mauritius,MUS,800843.48353168
2030,Mauritius,MUS,799493.468900037
2031,Mauritius,MUS,797241.9918790009
2032,Mauritius,MUS,794990.514857965
2033,Mauritius,MUS,792739.0378369291
2034,Mauritius,MUS,790487.560815893
2035,Mauritius,MUS,788236.083794857
2036,Mauritius,MUS,785072.859092999
2037,Mauritius,MUS,781909.6343911409
2038,Mauritius,MUS,778746.409689283
2039,Mauritius,MUS,775583.1849874259
2040,Mauritius,MUS,772419.9602855679
2041,Mauritius,MUS,768512.1654505959
2042,Mauritius,MUS,764604.370615624
2043,Mauritius,MUS,760696.575780652
2044,Mauritius,MUS,756788.78094568
2045,Mauritius,MUS,752880.986110708
2046,Mauritius,MUS,748393.2670242259
2047,Mauritius,MUS,743905.547937743
2048,Mauritius,MUS,739417.828851262
2049,Mauritius,MUS,734930.1097647791
2050,Mauritius,MUS,730442.390678297
2021,Malawi,MWI,16974989.1553023
2022,Malawi,MWI,17419213.4485461
2023,Malawi,MWI,17863437.7417899
2024,Malawi,MWI,18307662.0350337
2025,Malawi,MWI,18751886.3282776
2026,Malawi,MWI,19226791.709832
2027,Malawi,MWI,19701697.0913865
2028,Malawi,MWI,20176602.472941
2029,Malawi,MWI,20651507.8544955
2030,Malawi,MWI,21126413.23605
2031,Malawi,MWI,21620884.4559676
2032,Malawi,MWI,22115355.6758851
2033,Malawi,MWI,22609826.8958027
2034,Malawi,MWI,23104298.1157202
2035,Malawi,MWI,23598769.3356378
2036,Malawi,MWI,24104022.7101182
2037,Malawi,MWI,24609276.0845986
2038,Malawi,MWI,25114529.459078897
2039,Malawi,MWI,25619782.8335593
2040,Malawi,MWI,26125036.2080397
2041,Malawi,MWI,26623162.5914272
2042,Malawi,MWI,27121288.9748147
2043,Malawi,MWI,27619415.358202197
2044,Malawi,MWI,28117541.7415897
2045,Malawi,MWI,28615668.124977197
2046,Malawi,MWI,29095636.938448902
2047,Malawi,MWI,29575605.751920696
2048,Malawi,MWI,30055574.565392498
2049,Malawi,MWI,30535543.378864195
2050,Malawi,MWI,31015512.192335997
2021,Malaysia,MYS,7409822.07404537
2022,Malaysia,MYS,7294980.21555474
2023,Malaysia,MYS,7180138.35706411
2024,Malaysia,MYS,7065296.49857348
2025,Malaysia,MYS,6950454.64008285
2026,Malaysia,MYS,6805477.27108572
2027,Malaysia,MYS,6660499.90208859
2028,Malaysia,MYS,6515522.53309146
2029,Malaysia,MYS,6370545.16409433
2030,Malaysia,MYS,6225567.7950972
2031,Malaysia,MYS,6050800.15120184
2032,Malaysia,MYS,5876032.50730648
2033,Malaysia,MYS,5701264.86341112
2034,Malaysia,MYS,5526497.21951576
2035,Malaysia,MYS,5351729.5756204
2036,Malaysia,MYS,5148691.56279096
2037,Malaysia,MYS,4945653.54996152
2038,Malaysia,MYS,4742615.53713208
2039,Malaysia,MYS,4539577.52430264
2040,Malaysia,MYS,4336539.5114732
2041,Malaysia,MYS,4110400.60172976
2042,Malaysia,MYS,3884261.69198632
2043,Malaysia,MYS,3658122.78224288
2044,Malaysia,MYS,3431983.87249944
2045,Malaysia,MYS,3205844.962756
2046,Malaysia,MYS,2960897.01384048
2047,Malaysia,MYS,2715949.06492496
2048,Malaysia,MYS,2471001.11600944
2049,Malaysia,MYS,2226053.16709392
2050,Malaysia,MYS,1981105.2181784
2021,Namibia,NAM,1253068.57076422
2022,Namibia,NAM,1239464.31069236
2023,Namibia,NAM,1225860.05062051
2024,Namibia,NAM,1212255.79054865
2025,Namibia,NAM,1198651.53047679
