Year,prodinit_ippu_electronics_tonne,iso_code3
2049,9579272.16898096,"POL"
2050,9887463.0941614,"POL"
2021,966705.8,"PRT"
2022,973099.547692733,"PRT"
2023,979535.583338594,"PRT"
2024,986014.186628159,"PRT"
2025,992535.639101865,"PRT"
2026,999100.224162245,"PRT"
2027,1005708.22708624,"PRT"
2028,1012359.93503761,"PRT"
2029,1019055.6370794,"PRT"
2030,1025795.62418648,"PRT"
2031,1032580.18925825,"PRT"
2032,1039409.62713132,"PRT"
2033,1046284.23459232,"PRT"
2034,1053204.31039084,"PRT"
2035,1060170.15525237,"PRT"
2036,1067182.07189138,"PRT"
2037,1074240.36502449,"PRT"
2038,1081345.34138371,"PRT"
2039,1088497.30972973,"PRT"
2040,1095696.58086541,"PRT"
2041,1102943.46764921,"PRT"
2042,1110238.28500884,"PRT"
2043,1117581.34995493,"PRT"
2044,1124972.98159479,"PRT"
2045,1132413.5011463,"PRT"
2046,1139903.23195186,"PRT"
2047,1147442.49949244,"PRT"
2048,1155031.63140173,"PRT"
2049,1162670.95748037,"PRT"
2050,1170360.80971028,"PRT"
2021,160635.3,"PRY"
2022,169573.375788012,"PRY"
2023,179008.784346544,"PRY"
2024,188969.198285505,"PRY"
2025,199483.829975275,"PRY"
2026,210583.517222113,"PRY"
2027,222300.813710726,"PRY"
2028,234670.084479251,"PRY"
2029,247727.606706649,"PRY"
2030,261511.676108124,"PRY"
2031,276062.7192506,"PRY"
2032,291423.41211765,"PRY"
2033,307638.805271637,"PRY"
2034,324756.455980114,"PRY"
2035,342826.567694017,"PRY"
2036,361902.137286711,"PRY"
2037,382039.110485703,"PRY"
2038,403296.545952913,"PRY"
2039,425736.788494687,"PRY"
2040,449425.65190958,"PRY"
2041,474432.612010159,"PRY"
2042,500831.010384933,"PRY"
2043,528698.269498011,"PRY"
2044,558116.119757351,"PRY"
2045,589170.839217534,"PRY"
2046,621953.506620109,"PRY"
2047,656560.268513606,"PRY"
2048,693092.62123665,"PRY"
2049,731657.708591205,"PRY"
2050,772368.636078945,"PRY"
2021,15227.96,"PSE"
2022,16200.6329098662,"PSE"
2023,17235.4344692422,"PSE"
2024,18336.3330924331,"PSE"
2025,19507.5506728111,"PSE"
2026,20753.5787735736,"PSE"
2027,22079.1958526722,"PSE"
2028,23489.4855879699,"PSE"
2029,24989.8563729019,"PSE"
2030,26586.0620574039,"PSE"
2031,28284.2240136515,"PSE"
2032,30090.8546112277,"PSE"
2033,32012.8821917483,"PSE"
2034,34057.6776387191,"PSE"
2035,36233.0826445202,"PSE"
2036,38547.4397829202,"PSE"
2037,41009.6245024457,"PSE"
2038,43629.0791633009,"PSE"
2039,46415.8492483649,"PSE"
2040,49380.6218871373,"PSE"
2041,52534.7668403659,"PSE"
2042,55890.3801025338,"PSE"
2043,59460.3302894178,"PSE"
2044,63258.3079886116,"PSE"
2045,67298.8782622725,"PSE"
2046,71597.5365034354,"PSE"
2047,76170.7678601011,"PSE"
2048,81036.1104549877,"PSE"
2049,86212.2226433895,"PSE"
2050,91718.9545670734,"PSE"
2021,9626.141,"PYF"
2022,9653.94584837269,"PYF"
2023,9681.83101029918,"PYF"
2024,9709.79671776299,"PYF"
2025,9737.84320341774,"PYF"
2026,9765.97070058905,"PYF"
2027,9794.17944327649,"PYF"
2028,9822.46966615555,"PYF"
2029,9850.84160457956,"PYF"
2030,9879.29549458167,"PYF"
2031,9907.83157287679,"PYF"
2032,9936.45007686359,"PYF"
2033,9965.15124462646,"PYF"
2034,9993.93531493748,"PYF"
2035,10022.8025272584,"PYF"
2036,10051.7531217427,"PYF"
2037,10080.7873392376,"PYF"
2038,10109.9054212857,"PYF"
2039,10139.1076101276,"PYF"
2040,10168.3941487036,"PYF"
2041,10197.7652806555,"PYF"
2042,10227.221250329,"PYF"
2043,10256.7623027756,"PYF"
2044,10286.3886837546,"PYF"
2045,10316.1006397351,"PYF"
2046,10345.8984178983,"PYF"
2047,10375.7822661391,"PYF"
2048,10405.7524330687,"PYF"
2049,10435.8091680163,"PYF"
2050,10465.9527210313,"PYF"
2021,161830.1,"QAT"
2022,158848.371830505,"QAT"
2023,155921.582160564,"QAT"
2024,153048.718745412,"QAT"
2025,150228.787990945,"QAT"
2026,147460.814610086,"QAT"
2027,144743.841285472,"QAT"
2028,142076.928338364,"QAT"
2029,139459.153403653,"QAT"
2030,136889.611110855,"QAT"
2031,134367.412770988,"QAT"
2032,131891.68606921,"QAT"
2033,129461.574763125,"QAT"
2034,127076.238386651,"QAT"
2035,124734.851959337,"QAT"
2036,122436.605701039,"QAT"
2037,120180.704751857,"QAT"
2038,117966.368897227,"QAT"
2039,115792.832298078,"QAT"
2040,113659.343225965,"QAT"
2041,111565.163803082,"QAT"
2042,109509.569747056,"QAT"
2043,107491.85012046,"QAT"
2044,105511.307084922,"QAT"
2045,103567.255659783,"QAT"
2046,101659.023485187,"QAT"
2047,99785.9505895444,"QAT"
2048,97947.3891612766,"QAT"
2049,96142.7033247685,"QAT"
2050,94371.2689204464,"QAT"
2021,2095848,"ROU"
2022,2159492.85095098,"ROU"
2023,2225070.412219,"ROU"
2024,2292639.37463474,"ROU"
2025,2362260.21129989,"ROU"
2026,2433995.23170957,"ROU"
2027,2507908.63751836,"ROU"
2028,2584066.57999965,"ROU"
2029,2662537.21924996,"ROU"
2030,2743390.78519109,"ROU"
2031,2826699.64042476,"ROU"
2032,2912538.34499589,"ROU"
2033,3000983.72312268,"ROU"
2034,3092114.93195292,"ROU"
2035,3186013.53240841,"ROU"
2036,3282763.56218057,"ROU"
2037,3382451.61094283,"ROU"
2038,3485166.89784691,"ROU"
2039,3591001.35137252,"ROU"
2040,3700049.6916018,"ROU"
2041,3812409.51499224,"ROU"
2042,3928181.38172387,"ROU"
2043,4047468.90569899,"ROU"
2044,4170378.84727487,"ROU"
2045,4297021.2088125,"ROU"
2046,4427509.33312688,"ROU"
2047,4561960.00492699,"ROU"
2048,4700493.55533613,"ROU"
2049,4843233.9695863,"ROU"
2050,4990308.99798293,"ROU"
2021,4197380,"RUS"
2022,4351562.93038368,"RUS"
2023,4511409.48331802,"RUS"
2024,4677127.70142043,"RUS"
2025,4848933.26936608,"RUS"
2026,5027049.79460463,"RUS"
2027,5211709.09838861,"RUS"
2028,5403151.51749216,"RUS"
2029,5601626.2170128,"RUS"
2030,5807391.5146635,"RUS"
2031,6020715.21697688,"RUS"
2032,6241874.96785936,"RUS"
2033,6471158.60994874,"RUS"
2034,6708864.55924556,"RUS"
2035,6955302.1935059,"RUS"
2036,7210792.25490105,"RUS"
2037,7475667.26746808,"RUS"
2038,7750271.96989474,"RUS"
2039,8034963.76420187,"RUS"
2040,8330113.18090737,"RUS"
2041,8636104.36127703,"RUS"
2042,8953335.55729001,"RUS"
2043,9282219.64996958,"RUS"
2044,9623184.68675379,"RUS"
2045,9976674.43860543,"RUS"
2046,10343148.9775865,"RUS"
2047,10723085.2756484,"RUS"
2048,11116977.8254184,"RUS"
2049,11525339.2837885,"RUS"
2050,11948701.139146,"RUS"
2021,19776.75,"RWA"
2022,20970.281529813,"RWA"
2023,22235.8429691237,"RWA"
2024,23577.7813399692,"RWA"
2025,25000.7060081928,"RWA"
2026,26509.5045159538,"RWA"
2027,28109.3593697347,"RWA"
2028,29805.765841507,"RWA"
2029,31604.5508442027,"RWA"
2030,33511.8929463243,"RWA"
2031,35534.3435944417,"RWA"
2032,37678.8496164714,"RWA"
2033,39952.7770830339,"RWA"
2034,42363.9366088504,"RWA"
2035,44920.6101810836,"RWA"
2036,47631.579606776,"RWA"
2037,50506.1566770977,"RWA"
2038,53554.2151520136,"RWA"
2039,56786.2246752324,"RWA"
2040,60213.2867359317,"RWA"
2041,63847.1728007808,"RWA"
2042,67700.3647472407,"RWA"
2043,71786.0977370228,"RWA"
2044,76118.4056769712,"RWA"
2045,80712.1694235202,"RWA"
2046,85583.1678963016,"RWA"
2047,90748.132276471,"RWA"
2048,96224.8034759153,"RWA"
2049,102031.99307474,"RWA"
2050,108189.647936351,"RWA"
2021,1423406,"SAU"
2022,1528878.53701901,"SAU"
2023,1642166.45212778,"SAU"
2024,1763848.85469839,"SAU"
2025,1894547.76535573,"SAU"
2026,2034931.29564559,"SAU"
2027,2185717.06331211,"SAU"
2028,2347675.86064279,"SAU"
2029,2521635.59463315,"SAU"
2030,2708485.51911246,"SAU"
2031,2909180.78046449,"SAU"
2032,3124747.30018026,"SAU"
2033,3356287.01920162,"SAU"
2034,3604983.53086391,"SAU"
2035,3872108.1312323,"SAU"
2036,4159026.31776026,"SAU"
2037,4467204.76949013,"SAU"
2038,4798218.84447756,"SAU"
2039,5153760.63276529,"SAU"
2040,5535647.60607189,"SAU"
2041,5945831.90841123,"SAU"
2042,6386410.33513468,"SAU"
2043,6859635.05140754,"SAU"
2044,7367925.10491055,"SAU"
2045,7913878.79161763,"SAU"
2046,8500286.93786183,"SAU"
2047,9130147.16658494,"SAU"
2048,9806679.22069786,"SAU"
2049,10533341.4218819,"SAU"
2050,11313848.3489662,"SAU"
2021,5917885,"SDN"
2022,16261153.8336574,"SDN"
2023,44682369.461703,"SDN"
2024,122778135.004156,"SDN"
2025,337369540.08267,"SDN"
2026,927023419.697162,"SDN"
2027,2547273296.98003,"SDN"
2028,6999393016.01163,"SDN"
2029,19232919628.4808,"SDN"
2030,52848182205.1451,"SDN"
2031,145216140676.444,"SDN"
2032,399024651994.707,"SDN"
2033,1096439226093.03,"SDN"
2034,3012793747217.96,"SDN"
2035,8278549277755.88,"SDN"
2036,22747782919928.6,"SDN"
2037,62506317279839.5,"SDN"
2038,171754746985260,"SDN"
2039,471947387012120,"SDN"
2040,1296816187133871,"SDN"
2041,3563389202892739,"SDN"
2042,9791474487495550,"SDN"
2043,26904996109166840,"SDN"
2044,73929500256445584,"SDN"
2045,203143348766573696,"SDN"
2046,558196930926770304,"SDN"
2047,1533812529860860672,"SDN"
2048,4214607330162494976,"SDN"
2049,11580890494531811328,"SDN"
2050,31821950217404084224,"SDN"
2021,64317.52,"SEN"
2022,70441.0654670834,"SEN"
2023,77147.6217388036,"SEN"
2024,84492.6961352498,"SEN"
2025,92537.0807200514,"SEN"
2026,101347.355450489,"SEN"
2027,110996.439231545,"SEN"
2028,121564.193434734,"SEN"
2029,133138.082876786,"SEN"
2030,145813.899728809,"SEN"
2031,159696.556347442,"SEN"
2032,174900.953589908,"SEN"
2033,191552.93179964,"SEN"
2034,209790.312333408,"SEN"
2035,229764.038250192,"SEN"
2036,251639.423602826,"SEN"
2037,275597.521672257,"SEN"
2038,301836.623468713,"SEN"
2039,330573.898902243,"SEN"
2040,362047.194205902,"SEN"
2041,396517.000488075,"SEN"
2042,434268.609706843,"SEN"
2043,475614.475910437,"SEN"
2044,520896.801286798,"SEN"
2045,570490.368425861,"SEN"
2046,624805.642235998,"SEN"
2047,684292.167187868,"SEN"
2048,749442.288003222,"SEN"
2049,820795.224583221,"SEN"
2050,898941.534902716,"SEN"
2021,2885902,"SGP"
2022,2988153.06906307,"SGP"
2023,3094027.01968086,"SGP"
2024,3203652.2150175,"SGP"
2025,3317161.5663024,"SGP"
2026,3434692.69397387,"SGP"
2027,3556388.09453214,"SGP"
2028,3682395.31330433,"SGP"
2029,3812867.12333052,"SGP"
2030,3947961.71058815,"SGP"
2031,4087842.86577904,"SGP"
2032,4232680.18291168,"SGP"
2033,4382649.26491959,"SGP"
2034,4537931.93656488,"SGP"
2035,4698716.46488539,"SGP"
2036,4865197.78745239,"SGP"
2037,5037577.7487159,"SGP"
2038,5216065.34472385,"SGP"
2039,5400876.97651205,"SGP"
2040,5592236.71247206,"SGP"
2041,5790376.56001505,"SGP"
2042,5995536.74686106,"SGP"
2043,6207966.01229469,"SGP"
2044,6427921.90874035,"SGP"
2045,6655671.11402266,"SGP"
2046,6891489.75469064,"SGP"
2047,7135663.74079768,"SGP"
2048,7388489.1125432,"SGP"
2049,7650272.39919617,"SGP"
2050,7921330.99073583,"SGP"
2021,1792.424,"SLB"
2022,1939.69758589952,"SLB"
2023,2099.07182940221,"SLB"
2024,2271.54097474769,"SLB"
2025,2458.18095773653,"SLB"
2026,2660.15611787485,"SLB"
2027,2878.72646201886,"SLB"
2028,3115.25552483288,"SLB"
2029,3371.2188750979,"SLB"
2030,3648.2133209365,"SLB"
2031,3947.96687138032,"SLB"
2032,4272.34951642452,"SLB"
2033,4623.38489281979,"SLB"
2034,5003.26290837818,"SLB"
2035,5414.35340354836,"SLB"
2036,5859.22093548715,"SLB"
2037,6340.64077685656,"SLB"
2038,6861.61622915378,"SLB"
2039,7425.39735858176,"SLB"
2040,8035.501271343,"SLB"
2041,8695.73405484224,"SLB"
2042,9410.21452167665,"SLB"
2043,10183.3999045387,"SLB"
2044,11020.1136623271,"SLB"
2045,11925.5755709331,"SLB"
2046,12905.4342864196,"SLB"
2047,13965.8025837374,"SLB"
2048,15113.2954908128,"SLB"
2049,16355.0715559018,"SLB"
2050,17698.8775056553,"SLB"
2021,9495.538,"SLE"
2022,9674.42830506597,"SLE"
2023,9856.68879739742,"SLE"
2024,10042.3829693239,"SLE"
2025,10231.5755093329,"SLE"
2026,10424.3323246045,"SLE"
2027,10620.7205639709,"SLE"
2028,10820.8086413088,"SLE"
2029,11024.6662593716,"SLE"
2030,11232.3644340711,"SLE"
2031,11443.9755192168,"SLE"
2032,11659.5732317214,"SLE"
2033,11879.2326772801,"SLE"
2034,12103.0303765351,"SLE"
2035,12331.044291732,"SLE"
2036,12563.353853879,"SLE"
2037,12800.0399904172,"SLE"
2038,13041.1851534129,"SLE"
2039,13286.8733482804,"SLE"
2040,13537.1901630462,"SLE"
2041,13792.2227981642,"SLE"
2042,14052.0600968935,"SLE"
2043,14316.7925762473,"SLE"
2044,14586.5124585258,"SLE"
2045,14861.3137034425,"SLE"
2046,15141.2920408564,"SLE"
2047,15426.5450041199,"SLE"
2048,15717.1719640564,"SLE"
2049,16013.2741635762,"SLE"
2050,16314.9547529464,"SLE"
2021,90719.24,"SLV"
2022,97156.734332802,"SLV"
2023,104051.037312643,"SLV"
2024,111434.564368451,"SLV"
2025,119342.031148377,"SLV"
2026,127810.616744804,"SLV"
2027,136880.138501893,"SLV"
2028,146593.239227595,"SLV"
2029,156995.587690332,"SLV"
2030,168136.093343063,"SLV"
2031,180067.136284289,"SLV"
2032,192844.813537251,"SLV"
2033,206529.202805242,"SLV"
2034,221184.644943171,"SLV"
2035,236880.04647348,"SLV"
2036,253689.203568787,"SLV"
2037,271691.149024537,"SLV"
2038,290970.523853051,"SLV"
2039,311617.975246123,"SLV"
2040,333730.582777295,"SLV"
2041,357412.314847708,"SLV"
2042,382774.517521647,"SLV"
2043,409936.438050155,"SLV"
2044,439025.785544213,"SLV"
2045,470179.33143365,"SLV"
2046,503543.552534981,"SLV"
2047,539275.319751758,"SLV"
2048,577542.635645519,"SLV"
2049,618525.424345243,"SLV"
2050,662416.377509273,"SLV"
2021,382.0344,"SMR"
2022,382.217377668086,"SMR"
2023,382.400442974425,"SMR"
2024,382.58359596099,"SMR"
2025,382.766836669777,"SMR"
2026,382.950165142801,"SMR"
2027,383.133581422097,"SMR"
2028,383.317085549721,"SMR"
2029,383.500677567748,"SMR"
2030,383.684357518273,"SMR"
2031,383.868125443412,"SMR"
2032,384.051981385302,"SMR"
2033,384.235925386099,"SMR"
2034,384.419957487978,"SMR"
2035,384.604077733136,"SMR"
2036,384.788286163791,"SMR"
2037,384.972582822179,"SMR"
2038,385.156967750557,"SMR"
2039,385.341440991203,"SMR"
2040,385.526002586415,"SMR"
2041,385.710652578509,"SMR"
2042,385.895391009826,"SMR"
2043,386.080217922722,"SMR"
2044,386.265133359578,"SMR"
2045,386.450137362791,"SMR"
2046,386.635229974782,"SMR"
2047,386.82041123799,"SMR"
2048,387.005681194875,"SMR"
2049,387.191039887917,"SMR"
2050,387.376487359617,"SMR"
2021,11353.5,"SOM"
2022,12151.47234591,"SOM"
2023,13005.5295876527,"SOM"
2024,13919.613610629,"SOM"
2025,14897.943352738,"SOM"
2026,15945.0342768071,"SOM"
2027,17065.7192116272,"SOM"
2028,18265.1706577841,"SOM"
2029,19548.9246612402,"SOM"
2030,20922.9063648512,"SOM"
2031,22393.4573557541,"SOM"
2032,23967.3649348448,"SOM"
2033,25651.8934434403,"SOM"
2034,27454.8177917114,"SOM"
2035,29384.4593436367,"SOM"
2036,31449.7243241043,"SOM"
2037,33660.1449254279,"SOM"
2038,36025.9233030044,"SOM"
2039,38557.9786631728,"SOM"
2040,41267.9976606097,"SOM"
2041,44168.4883378674,"SOM"
2042,47272.837856013,"SOM"
2043,50595.3742828229,"SOM"
2044,54151.4327237141,"SOM"
2045,57957.4261006401,"SOM"
2046,62030.9209056283,"SOM"
2047,66390.7182785989,"SOM"
2048,71056.9407836787,"SOM"
2049,76051.1252845234,"SOM"
2050,81396.3223473134,"SOM"
2021,344361.5,"SRB"
2022,375627.063392721,"SRB"
2023,409731.316517785,"SRB"
2024,446931.992117612,"SRB"
2025,487510.223225876,"SRB"
2026,531772.66774673,"SRB"
2027,580053.825930649,"SRB"
2028,632718.568260512,"SRB"
2029,690164.892851678,"SRB"
2030,752826.933204286,"SRB"
2031,821178.239037971,"SRB"
2032,895735.355002922,"SRB"
2033,977061.724312341,"SRB"
2034,1065771.94679682,"SRB"
2035,1162536.42355964,"SRB"
2036,1268086.42333357,"SRB"
2037,1383219.60882668,"SRB"
2038,1508806.06482082,"SRB"
2039,1645794.87357841,"SRB"
2040,1795221.28724916,"SRB"
2041,1958214.55148007,"SRB"
2042,2136006.43935327,"SRB"
2043,2329940.56014453,"SRB"
2044,2541482.51325041,"SRB"
2045,2772230.96401951,"SRB"
2046,3023929.72519001,"SRB"
2047,3298480.93523545,"SRB"
2048,3597959.43321007,"SRB"
2049,3924628.43872743,"SRB"
2050,4280956.65556906,"SRB"
2021,3007.658,"SSD"
2022,3296.41780974199,"SSD"
2023,3612.90092702834,"SSD"
2024,3959.76901652036,"SSD"
2025,4339.93928449386,"SSD"
2026,4756.60901292783,"SSD"
2027,5213.28244906655,"SSD"
2028,5713.80027660004,"SSD"
2029,6262.37191631931,"SSD"
2030,6863.61092789908,"SSD"
2031,7522.57381054172,"SSD"
2032,8244.80252880096,"SSD"
2033,9036.37112123297,"SSD"
2034,9903.93678385993,"SSD"
2035,10854.7958580646,"SSD"
2036,11896.9451937812,"SSD"
2037,13039.1494040562,"SSD"
2038,14291.0145765967,"SSD"
2039,15663.0690622324,"SSD"
2040,17166.8520197315,"SSD"
2041,18815.0104616443,"SSD"
2042,20621.4056173429,"SSD"
2043,22601.229507784,"SSD"
2044,24771.1327124046,"SSD"
2045,27149.3644026858,"SSD"
2046,29755.9258200862,"SSD"
2047,32612.7384891147,"SSD"
2048,35743.8285802362,"SSD"
2049,39175.5289731264,"SSD"
2050,42936.7007196554,"SSD"
2021,8465.264,"SUR"
2022,8465.264,"SUR"
2023,8465.264,"SUR"
2024,8465.264,"SUR"
2025,8465.264,"SUR"
2026,8465.264,"SUR"
2027,8465.264,"SUR"
2028,8465.264,"SUR"
2029,8465.264,"SUR"
2030,8465.264,"SUR"
2031,8465.264,"SUR"
2032,8465.264,"SUR"
2033,8465.264,"SUR"
2034,8465.264,"SUR"
2035,8465.264,"SUR"
2036,8465.264,"SUR"
2037,8465.264,"SUR"
2038,8465.264,"SUR"
2039,8465.264,"SUR"
2040,8465.264,"SUR"
2041,8465.264,"SUR"
2042,8465.264,"SUR"
2043,8465.264,"SUR"
2044,8465.264,"SUR"
2045,8465.264,"SUR"
2046,8465.264,"SUR"
2047,8465.264,"SUR"
2048,8465.264,"SUR"
2049,8465.264,"SUR"
2050,8465.264,"SUR"
2021,1014987,"SVK"
2022,1012856.37176918,"SVK"
2023,1010730.21608497,"SVK"
2024,1008608.52355873,"SVK"
2025,1006491.28482155,"SVK"
2026,1004378.49052417,"SVK"
2027,1002270.13133698,"SVK"
2028,1000166.19794992,"SVK"
2029,998066.6810725,"SVK"
2030,995971.571433727,"SVK"
2031,993880.859782063,"SVK"
2032,991794.536885396,"SVK"
2033,989712.593530992,"SVK"
2034,987635.020525455,"SVK"
2035,985561.808694688,"SVK"
2036,983492.948883854,"SVK"
2037,981428.431957331,"SVK"
2038,979368.248798677,"SVK"
2039,977312.390310582,"SVK"
2040,975260.847414839,"SVK"
2041,973213.611052293,"SVK"
2042,971170.672182807,"SVK"
2043,969132.021785223,"SVK"
2044,967097.650857316,"SVK"
2045,965067.550415761,"SVK"
2046,963041.71149609,"SVK"
2047,961020.125152652,"SVK"
2048,959002.782458576,"SVK"
2049,956989.674505728,"SVK"
2050,954980.792404675,"SVK"
2021,351296.1,"SVN"
2022,362696.569707083,"SVN"
2023,374467.01422898,"SVN"
2024,386619.440208145,"SVN"
2025,399166.243933728,"SVN"
2026,412120.223986614,"SVN"
2027,425494.59429484,"SVN"
2028,439302.997612686,"SVN"
2029,453559.519437193,"SVN"
2030,468278.702376323,"SVN"
2031,483475.560983389,"SVN"
2032,499165.597072905,"SVN"
2033,515364.81553348,"SVN"
2034,532089.740653873,"SVN"
2035,549357.432978878,"SVN"
2036,567185.506712224,"SVN"
2037,585592.14768424,"SVN"
2038,604596.131902625,"SVN"
2039,624216.844705231,"SVN"
2040,644474.300534411,"SVN"
2041,665389.163353088,"SVN"
2042,686982.767723386,"SVN"
2043,709277.140569309,"SVN"
2044,732295.023645686,"SVN"
2045,756059.896736279,"SVN"
2046,780596.001604744,"SVN"
2047,805928.366722846,"SVN"
2048,832082.832801186,"SVN"
2049,859086.079148452,"SVN"
2050,886965.650886109,"SVN"
2021,2389278,"SWE"
2022,2361448.29673261,"SWE"
2023,2333942.74678014,"SWE"
2024,2306757.5744871,"SWE"
2025,2279889.0481759,"SWE"
2026,2253333.47963456,"SWE"
2027,2227087.22361048,"SWE"
2028,2201146.67731003,"SWE"
2029,2175508.27990397,"SWE"
2030,2150168.51203876,"SWE"
2031,2125123.89535333,"SWE"
2032,2100370.99200172,"SWE"
2033,2075906.40418112,"SWE"
2034,2051726.77366545,"SWE"
2035,2027828.78134439,"SWE"
2036,2004209.1467678,"SWE"
2037,1980864.62769537,"SWE"
2038,1957792.01965159,"SWE"
2039,1934988.15548586,"SWE"
2040,1912449.90493776,"SWE"
2041,1890174.17420732,"SWE"
2042,1868157.90553039,"SWE"
2043,1846398.07675888,"SWE"
2044,1824891.70094591,"SWE"
2045,1803635.82593578,"SWE"
2046,1782627.53395878,"SWE"
2047,1761863.94123062,"SWE"
2048,1741342.19755661,"SWE"
2049,1721059.48594039,"SWE"
2050,1701013.02219726,"SWE"
2021,5409.744,"SWZ"
2022,5228.03584370654,"SWZ"
2023,5052.43109157853,"SWZ"
2024,4882.72473607437,"SWZ"
2025,4718.71865566086,"SWZ"
2026,4560.22138351865,"SWZ"
2027,4407.0478840168,"SWZ"
2028,4259.01933669521,"SWZ"
2029,4115.96292750301,"SWZ"
2030,3977.71164704892,"SWZ"
2031,3844.10409562833,"SWZ"
2032,3714.98429479917,"SWZ"
2033,3590.20150528693,"SWZ"
2034,3469.61005100597,"SWZ"
2035,3353.06914899184,"SWZ"
2036,3240.44274504596,"SWZ"
2037,3131.59935490092,"SWZ"
2038,3026.41191072078,"SWZ"
2039,2924.7576127574,"SWZ"
2040,2826.51778598937,"SWZ"
2041,2731.5777415764,"SWZ"
2042,2639.82664296728,"SWZ"
2043,2551.15737650515,"SWZ"
2044,2465.466426379,"SWZ"
2045,2382.6537537755,"SWZ"
2046,2302.6226800899,"SWZ"
2047,2225.27977405985,"SWZ"
2048,2150.53474269025,"SWZ"
2049,2078.30032584182,"SWZ"
2050,2008.49219436041,"SWZ"
2021,1258.454,"SXM"
2022,1281.24703327313,"SXM"
2023,1304.45289241497,"SXM"
2024,1328.0790544996,"SXM"
2025,1352.13313202532,"SXM"
2026,1376.62287536751,"SXM"
2027,1401.55617527581,"SXM"
2028,1426.94106541658,"SXM"
2029,1452.78572496142,"SXM"
2030,1479.09848122249,"SXM"
2031,1505.88781233569,"SXM"
2032,1533.16234999235,"SXM"
2033,1560.93088222037,"SXM"
2034,1589.20235621584,"SXM"
2035,1617.98588122586,"SXM"
2036,1647.29073148359,"SXM"
2037,1677.12634919645,"SXM"
2038,1707.5023475885,"SXM"
2039,1738.42851399787,"SXM"
2040,1769.91481303026,"SXM"
2041,1801.97138976965,"SXM"
2042,1834.60857304711,"SXM"
2043,1867.83687876875,"SXM"
2044,1901.66701330411,"SXM"
2045,1936.10987693571,"SXM"
2046,1971.1765673713,"SXM"
2047,2006.87838331952,"SXM"
2048,2043.22682813048,"SXM"
2049,2080.23361350215,"SXM"
2050,2117.91066325402,"SXM"
2021,2527.032,"SYC"
2022,2760.41334148982,"SYC"
2023,3015.34836752167,"SYC"
2024,3293.82764561207,"SYC"
2025,3598.02558001465,"SYC"
2026,3930.31738976559,"SYC"
2027,4293.29765471842,"SYC"
2028,4689.80057437804,"SYC"
2029,5122.92209771771,"SYC"
2030,5596.04409677163,"SYC"
2031,6112.86077275388,"SYC"
2032,6677.40750088625,"SYC"
2033,7294.09233915939,"SYC"
2034,7967.73044705184,"SYC"
2035,8703.5816829532,"SYC"
2036,9507.3916738571,"SYC"
2037,10385.4366780019,"SYC"
2038,11344.5725907524,"SYC"
2039,12392.2884763678,"SYC"
2040,13536.7650436386,"SYC"
2041,14786.9385219788,"SYC"
2042,16152.5704367258,"SYC"
2043,17644.3238284644,"SYC"
2044,19273.8465115044,"SYC"
2045,21053.8620216063,"SYC"
2046,22998.2689630871,"SYC"
2047,25122.2495310217,"SYC"
2048,27442.3880558967,"SYC"
2049,29976.8004963286,"SYC"
2050,32745.2758909441,"SYC"
2021,20419.73,"SYR"
2022,20968.8284239829,"SYR"
2023,21532.6924241619,"SYR"
2024,22111.7190554746,"SYR"
2025,22706.3160498968,"SYR"
2026,23316.9021035545,"SYR"
2027,23943.9071715561,"SYR"
2028,24587.7727707532,"SYR"
2029,25248.9522906425,"SYR"
2030,25927.9113126281,"SYR"
2031,26625.1279378691,"SYR"
2032,27341.0931239428,"SYR"
2033,28076.3110305619,"SYR"
2034,28831.2993745867,"SYR"
2035,29606.5897945856,"SYR"
2036,30402.7282251972,"SYR"
2037,31220.2752815606,"SYR"
2038,32059.806654082,"SYR"
2039,32921.9135138177,"SYR"
2040,33807.202928758,"SYR"
2041,34716.2982913044,"SYR"
2042,35649.8397572431,"SYR"
2043,36608.4846965222,"SYR"
2044,37592.9081561497,"SYR"
2045,38603.8033355412,"SYR"
2046,39641.8820746474,"SYR"
2047,40707.87535521,"SYR"
2048,41802.5338154951,"SYR"
2049,42926.6282788684,"SYR"
2050,44080.9502965849,"SYR"
2021,8188.951,"TCD"
2022,8571.990853571,"TCD"
2023,8972.94747443292,"TCD"
2024,9392.65892303081,"TCD"
2025,9832.00246025799,"TCD"
2026,10291.8963810651,"TCD"
2027,10773.3019338362,"TCD"
2028,11277.225329545,"TCD"
2029,11804.7198448885,"TCD"
2030,12356.888023796,"TCD"
2031,12934.8839819142,"TCD"
2032,13539.9158188846,"TCD"
2033,14173.2481434557,"TCD"
2034,14836.2047167085,"TCD"
2035,15530.1712189183,"TCD"
2036,16256.5981458381,"TCD"
2037,17017.0038404557,"TCD"
2038,17812.9776665618,"TCD"
2039,18646.1833307627,"TCD"
2040,19518.3623598805,"TCD"
2041,20431.3377410098,"TCD"
2042,21387.0177318385,"TCD"
2043,22387.3998491968,"TCD"
2044,23434.5750441726,"TCD"
2045,24530.7320725171,"TCD"
2046,25678.1620694784,"TCD"
2047,26879.2633386233,"TCD"
2048,28136.5463646571,"TCD"
2049,29452.6390607194,"TCD"
2050,30830.2922611229,"TCD"
2021,68748.25,"TGO"
2022,83814.914350145,"TGO"
2023,102183.544563275,"TGO"
