Year,prodinit_ippu_electronics_tonne,iso_code3
2031,4451481.90111543,"ESP"
2032,4431392.28316903,"ESP"
2033,4411393.33003002,"ESP"
2034,4391484.63252652,"ESP"
2035,4371665.7833332,"ESP"
2036,4351936.37696304,"ESP"
2037,4332296.00975895,"ESP"
2038,4312744.27988558,"ESP"
2039,4293280.78732105,"ESP"
2040,4273905.13384882,"ESP"
2041,4254616.92304947,"ESP"
2042,4235415.76029264,"ESP"
2043,4216301.25272896,"ESP"
2044,4197273.00928197,"ESP"
2045,4178330.64064016,"ESP"
2046,4159473.759249,"ESP"
2047,4140701.97930298,"ESP"
2048,4122014.91673775,"ESP"
2049,4103412.18922225,"ESP"
2050,4084893.41615087,"ESP"
2021,213830.4,"EST"
2022,221796.423394963,"EST"
2023,230059.212491759,"EST"
2024,238629.822979959,"EST"
2025,247519.722417057,"EST"
2026,256740.80557216,"EST"
2027,266305.410341312,"EST"
2028,276226.334255704,"EST"
2029,286516.851604902,"EST"
2030,297190.731197962,"EST"
2031,308262.254786232,"EST"
2032,319746.236172467,"EST"
2033,331658.041031838,"EST"
2034,344013.607471349,"EST"
2035,356829.467355175,"EST"
2036,370122.768424451,"EST"
2037,383911.29724111,"EST"
2038,398213.502986473,"EST"
2039,413048.522146426,"EST"
2040,428436.204116218,"EST"
2041,444397.137759138,"EST"
2042,460952.678954609,"EST"
2043,478124.979172554,"EST"
2044,495937.015112275,"EST"
2045,514412.619445488,"EST"
2046,533576.512704664,"EST"
2047,553454.336359337,"EST"
2048,574072.687124628,"EST"
2049,595459.152547898,"EST"
2050,617642.347921154,"EST"
2021,146591.4,"ETH"
2022,167674.860023021,"ETH"
2023,191790.641768478,"ETH"
2024,219374.867913499,"ETH"
2025,250926.386336201,"ETH"
2026,287015.79154715,"ETH"
2027,328295.743625239,"ETH"
2028,375512.771271135,"ETH"
2029,429520.772431018,"ETH"
2030,491296.456643095,"ETH"
2031,561957.008374551,"ETH"
2032,642780.290782122,"ETH"
2033,735227.955271925,"ETH"
2034,840971.874784141,"ETH"
2035,961924.378836195,"ETH"
2036,1100272.83711111,"ETH"
2037,1258519.21701913,"ETH"
2038,1439525.3306126,"ETH"
2039,1646564.58912365,"ETH"
2040,1883381.20108118,"ETH"
2041,2154257.88457764,"ETH"
2042,2464093.31823044,"ETH"
2043,2818490.73150232,"ETH"
2044,3223859.23649568,"ETH"
2045,3687529.73375884,"ETH"
2046,4217887.48820696,"ETH"
2047,4824523.77273123,"ETH"
2048,5518409.3219005,"ETH"
2049,6312092.73258458,"ETH"
2050,7219927.39948214,"ETH"
2021,995873.4,"FIN"
2022,964402.794727866,"FIN"
2023,933926.692367643,"FIN"
2024,904413.665622866,"FIN"
2025,875833.280331381,"FIN"
2026,848156.064081296,"FIN"
2027,821353.475818702,"FIN"
2028,795397.876415821,"FIN"
2029,770262.500169226,"FIN"
2030,745921.427198753,"FIN"
2031,722349.556718631,"FIN"
2032,699522.58115327,"FIN"
2033,677416.961071019,"FIN"
2034,656009.900910045,"FIN"
2035,635279.325471287,"FIN"
2036,615203.857154276,"FIN"
2037,595762.793912305,"FIN"
2038,576936.087904254,"FIN"
2039,558704.324821031,"FIN"
2040,541048.703865318,"FIN"
2041,523951.018363983,"FIN"
2042,507393.636993153,"FIN"
2043,491359.485596596,"FIN"
2044,475832.029578663,"FIN"
2045,460795.256853627,"FIN"
2046,446233.661333843,"FIN"
2047,432132.226939696,"FIN"
2048,418476.412114852,"FIN"
2049,405252.134830847,"FIN"
2050,392445.758065536,"FIN"
2021,9383.888,"FJI"
2022,10914.8415227399,"FJI"
2023,12695.5655764994,"FJI"
2024,14766.8094833445,"FJI"
2025,17175.9706964957,"FJI"
2026,19978.1794232278,"FJI"
2027,23237.5602007817,"FJI"
2028,27028.6992946484,"FJI"
2029,31438.3514985343,"FJI"
2030,36567.4253936846,"FJI"
2031,42533.2924973828,"FJI"
2032,49472.4731421852,"FJI"
2033,57543.7605483948,"FJI"
2034,66931.8545797028,"FJI"
2035,77851.5883352962,"FJI"
2036,90552.8442979436,"FJI"
2037,105326.272537075,"FJI"
2038,122509.941819754,"FJI"
2039,142497.075830689,"FJI"
2040,165745.05153363,"FJI"
2041,192785.865588754,"FJI"
2042,224238.30833504,"FJI"
2043,260822.123921794,"FJI"
2044,303374.480623681,"FJI"
2045,352869.128238849,"FJI"
2046,410438.68095979,"FJI"
2047,477400.535628568,"FJI"
2048,555287.018478581,"FJI"
2049,645880.450227926,"FJI"
2050,751253.931938838,"FJI"
2021,9259534,"FRA"
2022,9122692.98607021,"FRA"
2023,8987874.2621491,"FRA"
2024,8855047.94204423,"FRA"
2025,8724184.58123295,"FRA"
2026,8595255.17033532,"FRA"
2027,8468231.12868333,"FRA"
2028,8343084.29798528,"FRA"
2029,8219786.93608369,"FRA"
2030,8098311.71080555,"FRA"
2031,7978631.69390339,"FRA"
2032,7860720.3550859,"FRA"
2033,7744551.55613678,"FRA"
2034,7630099.54512053,"FRA"
2035,7517338.95067382,"FRA"
2036,7406244.77638123,"FRA"
2037,7296792.39523416,"FRA"
2038,7188957.54417156,"FRA"
2039,7082716.31870139,"FRA"
2040,6978045.16760155,"FRA"
2041,6874920.88769907,"FRA"
2042,6773320.61872659,"FRA"
2043,6673221.83825468,"FRA"
2044,6574602.35669922,"FRA"
2045,6477440.31240239,"FRA"
2046,6381714.16678655,"FRA"
2047,6287402.69957954,"FRA"
2048,6194485.0041107,"FRA"
2049,6102940.48267631,"FRA"
2050,6012748.84197359,"FRA"
2021,4060.376,"FRO"
2022,4473.71243444858,"FRO"
2023,4929.1255159965,"FRO"
2024,5430.89854532469,"FRO"
2025,5983.75085274067,"FRO"
2026,6592.88218493761,"FRO"
2027,7264.02161021784,"FRO"
2028,8003.48140214963,"FRO"
2029,8818.21640844955,"FRO"
2030,9715.88946347314,"FRO"
2031,10704.9434595386,"FRO"
2032,11794.6807549367,"FRO"
2033,12995.3506654831,"FRO"
2034,14318.2458624993,"FRO"
2035,15775.8085838738,"FRO"
2036,17381.7476571521,"FRO"
2037,19151.1674352939,"FRO"
2038,21100.7098577769,"FRO"
2039,23248.7109731779,"FRO"
2040,25615.3733953721,"FRO"
2041,28222.9563153558,"FRO"
2042,31095.9848558129,"FRO"
2043,34261.4807374674,"FRO"
2044,37749.2164267123,"FRO"
2045,41591.995154851,"FRO"
2046,45825.9594426186,"FRO"
2047,50490.9310317514,"FRO"
2048,55630.7854207669,"FRO"
2049,61293.8645275771,"FRO"
2050,67533.4313601569,"FRO"
2021,802.7898,"FSM"
2022,929.815177872663,"FSM"
2023,1076.93977302947,"FSM"
2024,1247.34388331484,"FSM"
2025,1444.71102489439,"FSM"
2026,1673.30755645721,"FSM"
2027,1938.07490235045,"FSM"
2028,2244.73636817449,"FSM"
2029,2599.92085780287,"FSM"
2030,3011.30616613817,"FSM"
2031,3487.78494507131,"FSM"
2032,4039.65693022392,"FSM"
2033,4678.85158371555,"FSM"
2034,5419.18596568151,"FSM"
2035,6276.66340878421,"FSM"
2036,7269.81945197301,"FSM"
2037,8420.12251132044,"FSM"
2038,9752.43794897871,"FSM"
2039,11295.5655717371,"FSM"
2040,13082.8621779413,"FSM"
2041,15152.962609971,"FSM"
2042,17550.6148988041,"FSM"
2043,20327.6475534519,"FSM"
2044,23544.0899045375,"FSM"
2045,27269.4697197666,"FSM"
2046,31584.3161410098,"FSM"
2047,36581.9004310212,"FSM"
2048,42370.2521583982,"FSM"
2049,49074.4944033551,"FSM"
2050,56839.5484629559,"FSM"
2021,22679.39,"GAB"
2022,23126.6364157621,"GAB"
2023,23582.7027052691,"GAB"
2024,24047.7627998711,"GAB"
2025,24521.994060912,"GAB"
2026,25005.5773473709,"GAB"
2027,25498.6970848362,"GAB"
2028,26001.5413358411,"GAB"
2029,26514.301871585,"GAB"
2030,27037.1742450704,"GAB"
2031,27570.3578656811,"GAB"
2032,28114.0560752319,"GAB"
2033,28668.4762255174,"GAB"
2034,29233.8297573903,"GAB"
2035,29810.3322813996,"GAB"
2036,30398.2036600184,"GAB"
2037,30997.6680914934,"GAB"
2038,31608.9541953482,"GAB"
2039,32232.2950995726,"GAB"
2040,32867.9285295313,"GAB"
2041,33516.0968986258,"GAB"
2042,34177.0474007445,"GAB"
2043,34851.0321045356,"GAB"
2044,35538.3080495396,"GAB"
2045,36239.1373442167,"GAB"
2046,36953.7872659082,"GAB"
2047,37682.5303627689,"GAB"
2048,38425.6445577096,"GAB"
2049,39183.413254389,"GAB"
2050,39956.1254452967,"GAB"
2021,8215608,"GBR"
2022,8171837.68882718,"GBR"
2023,8128300.57282874,"GBR"
2024,8084995.40961028,"GBR"
2025,8041920.96339651,"GBR"
2026,7999076.00499598,"GBR"
2027,7956459.31176601,"GBR"
2028,7914069.6675778,"GBR"
2029,7871905.86278171,"GBR"
2030,7829966.69417275,"GBR"
2031,7788250.96495627,"GBR"
2032,7746757.48471378,"GBR"
2033,7705485.06936895,"GBR"
2034,7664432.5411539,"GBR"
2035,7623598.72857553,"GBR"
2036,7582982.4663821,"GBR"
2037,7542582.59552999,"GBR"
2038,7502397.96315062,"GBR"
2039,7462427.42251755,"GBR"
2040,7422669.83301375,"GBR"
2041,7383124.06009906,"GBR"
2042,7343788.97527783,"GBR"
2043,7304663.45606666,"GBR"
2044,7265746.38596245,"GBR"
2045,7227036.65441046,"GBR"
2046,7188533.15677269,"GBR"
2047,7150234.79429628,"GBR"
2048,7112140.47408224,"GBR"
2049,7074249.10905419,"GBR"
2050,7036559.61792738,"GBR"
2021,29974.18,"GEO"
2022,31680.6524209163,"GEO"
2023,33484.276728001,"GEO"
2024,35390.5839154091,"GEO"
2025,37405.4198646084,"GEO"
2026,39534.9632713588,"GEO"
2027,41785.7445933004,"GEO"
2028,44164.6660762541,"GEO"
2029,46679.0229206484,"GEO"
2030,49336.5256529803,"GEO"
2031,52145.3237709152,"GEO"
2032,55114.0307345359,"GEO"
2033,58251.7503803785,"GEO"
2034,61568.1048392567,"GEO"
2035,65073.2640434878,"GEO"
2036,68777.9769140056,"GEO"
2037,72693.6043230013,"GEO"
2038,76832.1539331727,"GEO"
2039,81206.3170204217,"GEO"
2040,85829.5073929203,"GEO"
2041,90715.9025258932,"GEO"
2042,95880.4870382626,"GEO"
2043,101339.098644479,"GEO"
2044,107108.476722456,"GEO"
2045,113206.313646543,"GEO"
2046,119651.309042962,"GEO"
2047,126463.227134077,"GEO"
2048,133662.95734736,"GEO"
2049,141272.578374904,"GEO"
2050,149315.42587994,"GEO"
2021,182329.5,"GHA"
2022,212202.515884167,"GHA"
2023,246969.951365907,"GHA"
2024,287433.712194877,"GHA"
2025,334527.089021132,"GHA"
2026,389336.28360573,"GHA"
2027,453125.461903463,"GHA"
2028,527365.911863358,"GHA"
2029,613769.978467293,"GHA"
2030,714330.558713377,"GHA"
2031,831367.067490018,"GHA"
2032,967578.93453678,"GHA"
2033,1126107.86639149,"GHA"
2034,1310610.30938616,"GHA"
2035,1525341.78504011,"GHA"
2036,1775255.04303339,"GHA"
2037,2066114.29564465,"GHA"
2038,2404628.16845348,"GHA"
2039,2798604.43379576,"GHA"
2040,3257130.09587613,"GHA"
2041,3790780.98117393,"GHA"
2042,4411865.66831455,"GHA"
2043,5134709.38361225,"GHA"
2044,5975984.41029324,"GHA"
2045,6955094.6322388,"GHA"
2046,8094623.08169297,"GHA"
2047,9420852.81355621,"GHA"
2048,10964373.1201537,"GHA"
2049,12760785.0687319,"GHA"
2050,14851522.6348014,"GHA"
2021,17360,"GIN"
2022,19735.0024172,"GIN"
2023,22434.9262907195,"GIN"
2024,25504.2237659592,"GIN"
2025,28993.4284372129,"GIN"
2026,32959.9873439695,"GIN"
2027,37469.206791712,"GIN"
2028,42595.3275694126,"GIN"
2029,48422.7472663469,"GIN"
2030,55047.4098127201,"GIN"
2031,62578.3851218105,"GIN"
2032,71139.6648412099,"GIN"
2033,80872.2037788061,"GIN"
2034,91936.2406139994,"GIN"
2035,104513.936102855,"GIN"
2036,118812.372213187,"GIN"
2037,135066.961568002,"GIN"
2038,153545.323331128,"GIN"
2039,174551.689348477,"GIN"
2040,198431.913088625,"GIN"
2041,225579.163851016,"GIN"
2042,256440.399992497,"GIN"
2043,291523.727748829,"GIN"
2044,331406.766808427,"GIN"
2045,376746.160371011,"GIN"
2046,428288.386266861,"GIN"
2047,486882.047133364,"GIN"
2048,553491.841997017,"GIN"
2049,629214.449292144,"GIN"
2050,715296.582817836,"GIN"
2021,4345.02,"GMB"
2022,4502.3417467974,"GMB"
2023,4665.35970029014,"GMB"
2024,4834.28010514164,"GMB"
2025,5009.31667359214,"GMB"
2026,5190.69085584006,"GMB"
2027,5378.63212021308,"GMB"
2028,5573.37824348352,"GMB"
2029,5775.17561169527,"GMB"
2030,5984.2795318829,"GMB"
2031,6200.95455507721,"GMB"
2032,6425.47481100608,"GMB"
2033,6658.12435491386,"GMB"
2034,6899.19752693823,"GMB"
2035,7148.99932449917,"GMB"
2036,7407.84578817106,"GMB"
2037,7676.06440152632,"GMB"
2038,7953.99450545621,"GMB"
2039,8241.98772749323,"GMB"
2040,8540.40842667804,"GMB"
2041,8849.63415453389,"GMB"
2042,9170.05613273173,"GMB"
2043,9502.07974805032,"GMB"
2044,9846.12506525749,"GMB"
2045,10202.6273585615,"GMB"
2046,10572.0376623051,"GMB"
2047,10954.8233415981,"GMB"
2048,11351.468683612,"GMB"
2049,11762.475510283,"GMB"
2050,12188.3638131997,"GMB"
2021,1996.023,"GNB"
2022,2348.84953054153,"GNB"
2023,2764.04335878151,"GNB"
2024,3252.6288252542,"GNB"
2025,3827.5789854246,"GNB"
2026,4504.16007381938,"GNB"
2027,5300.33685727797,"GNB"
2028,6237.24964037454,"GNB"
2029,7339.77558858993,"GNB"
2030,8637.18927364043,"GNB"
2031,10163.9399799444,"GNB"
2032,11960.5664114816,"GNB"
2033,14074.7730865923,"GNB"
2034,16562.6970014478,"GNB"
2035,19490.3981949869,"GNB"
2036,22935.613793209,"GNB"
2037,26989.8221066895,"GNB"
2038,31760.6715878008,"GNB"
2039,37374.8391419785,"GNB"
2040,43981.3936876986,"GNB"
2041,51755.754275333,"GNB"
2042,60904.3478619427,"GNB"
2043,71670.0904165242,"GNB"
2044,84338.8368915195,"GNB"
2045,99246.9713220058,"GNB"
2046,116790.338586961,"GNB"
2047,137434.754991185,"GNB"
2048,161728.37674773,"GNB"
2049,190316.254772188,"GNB"
2050,223957.462251726,"GNB"
2021,3417.664,"GNQ"
2022,3056.24363279987,"GNQ"
2023,2733.04372314826,"GNQ"
2024,2444.02243082863,"GNQ"
2025,2185.56534306476,"GNQ"
2026,1954.44027376879,"GNQ"
2027,1747.75684280067,"GNQ"
2028,1562.93032974919,"GNQ"
2029,1397.64935020112,"GNQ"
2030,1249.84695026751,"GNQ"
2031,1117.67475788416,"GNQ"
2032,999.479867630233,"GNQ"
2033,893.784169993469,"GNQ"
2034,799.265866580172,"GNQ"
2035,714.742940104681,"GNQ"
2036,639.158372439067,"GNQ"
2037,571.566925864458,"GNQ"
2038,511.12332221431,"GNQ"
2039,457.071672081574,"GNQ"
2040,408.736021894634,"GNQ"
2041,365.511900646589,"GNQ"
2042,326.858760563858,"GNQ"
2043,292.29321717938,"GNQ"
2044,261.383004272822,"GNQ"
2045,233.741568080102,"GNQ"
2046,209.023233169051,"GNQ"
2047,186.918879527114,"GNQ"
2048,167.152076800068,"GNQ"
2049,149.475627337703,"GNQ"
2050,133.66847481485,"GNQ"
2021,413111.9,"GRC"
2022,400693.572864316,"GRC"
2023,388648.546156069,"GRC"
2024,376965.598298663,"GRC"
2025,365633.845041079,"GRC"
2026,354642.729317717,"GRC"
2027,343982.011413055,"GRC"
2028,333641.759421966,"GRC"
2029,323612.3399968,"GRC"
2030,313884.409372617,"GRC"
2031,304448.904662199,"GRC"
2032,295297.035412739,"GRC"
2033,286420.275416349,"GRC"
2034,277810.354766731,"GRC"
2035,269459.252154646,"GRC"
2036,261359.187394969,"GRC"
2037,253502.614178397,"GRC"
2038,245882.213041034,"GRC"
2039,238490.884545318,"GRC"
2040,231321.742665933,"GRC"
2041,224368.108374541,"GRC"
2042,217623.503417362,"GRC"
2043,211081.644279801,"GRC"
2044,204736.4363325,"GRC"
2045,198581.968153367,"GRC"
2046,192612.506020283,"GRC"
2047,186822.488569361,"GRC"
2048,181206.521613781,"GRC"
2049,175759.373118375,"GRC"
2050,170475.968325275,"GRC"
2021,2430.642,"GRL"
2022,2465.26289793984,"GRL"
2023,2500.3769193319,"GRL"
2024,2535.99108798995,"GRL"
2025,2572.11252777155,"GRL"
2026,2608.74846400312,"GRL"
2027,2645.90622492511,"GRL"
2028,2683.59324315796,"GRL"
2029,2721.81705718874,"GRL"
2030,2760.58531287915,"GRL"
2031,2799.90576499485,"GRL"
2032,2839.78627875667,"GRL"
2033,2880.23483141387,"GRL"
2034,2921.25951383981,"GRL"
2035,2962.86853215038,"GRL"
2036,3005.07020934543,"GRL"
2037,3047.87298697365,"GRL"
2038,3091.28542682107,"GRL"
2039,3135.3162126237,"GRL"
2040,3179.97415180453,"GRL"
2041,3225.26817723524,"GRL"
2042,3271.20734902305,"GRL"
2043,3317.80085632301,"GRL"
2044,3365.05801917606,"GRL"
2045,3412.98829037336,"GRL"
2046,3461.60125734706,"GRL"
2047,3510.90664408811,"GRL"
2048,3560.91431309131,"GRL"
2049,3611.63426732811,"GRL"
2050,3663.07665224748,"GRL"
2021,170344.6,"GTM"
2022,181279.525116084,"GTM"
2023,192916.395508357,"GTM"
2024,205300.271126067,"GTM"
2025,218479.104450253,"GTM"
2026,232503.926173939,"GTM"
2027,247429.042801689,"GTM"
2028,263312.246933671,"GTM"
2029,280215.041048467,"GTM"
2030,298202.87565118,"GTM"
2031,317345.402708959,"GTM"
2032,337716.745355311,"GTM"
2033,359395.784907535,"GTM"
2034,382466.466308648,"GTM"
2035,407018.123176539,"GTM"
2036,433145.823718995,"GTM"
2037,460950.73885403,"GTM"
2038,490540.533960962,"GTM"
2039,522029.785779139,"GTM"
2040,555540.426068647,"GTM"
2041,591202.213750897,"GTM"
2042,629153.237357333,"GTM"
2043,669540.449731802,"GTM"
2044,712520.237057061,"GTM"
2045,758259.024408777,"GTM"
2046,806933.920181843,"GTM"
2047,858733.401884322,"GTM"
2048,913858.045954547,"GTM"
2049,972521.304427334,"GTM"
2050,1034950.33145671,"GTM"
2021,1195.501,"GUM"
2022,1409.08230703273,"GUM"
2023,1660.82081737504,"GUM"
2024,1957.53347668868,"GUM"
2025,2307.25510679312,"GUM"
2026,2719.45598438905,"GUM"
2027,3205.2982911406,"GUM"
2028,3777.93837964874,"GUM"
2029,4452.88304051852,"GUM"
2030,5248.40941804376,"GUM"
2031,6186.05994560389,"GUM"
2032,7291.22570336142,"GUM"
2033,8593.83399527798,"GUM"
2034,10129.1587646707,"GUM"
2035,11938.7757939332,"GUM"
2036,14071.6885547247,"GUM"
2037,16585.6551960537,"GUM"
2038,19548.7526043933,"GUM"
2039,23041.2198897454,"GUM"
2040,27157.6312182848,"GUM"
2041,32009.4568307386,"GUM"
2042,37728.0815975241,"GUM"
2043,44468.3628515227,"GUM"
2044,52412.823842717,"GUM"
2045,61776.5963712247,"GUM"
2046,72813.2464426169,"GUM"
2047,85821.6407011831,"GUM"
2048,101154.039580525,"GUM"
2049,119225.636329711,"GUM"
2050,140525.800226778,"GUM"
2021,5880263,"HKG"
2022,6212607.76161547,"HKG"
2023,6563736.21378581,"HKG"
2024,6934709.98609454,"HKG"
2025,7326650.71003853,"HKG"
2026,7740743.41025748,"HKG"
2027,8178240.08743136,"HKG"
2028,8640463.50367847,"HKG"
2029,9128811.18189919,"HKG"
2030,9644759.63115748,"HKG"
2031,10189868.8108754,"HKG"
2032,10765786.8473379,"HKG"
2033,11374255.0167687,"HKG"
2034,12017113.0100424,"HKG"
2035,12696304.4949519,"HKG"
2036,13413882.9928477,"HKG"
2037,14172018.0874168,"HKG"
2038,14973001.9843739,"HKG"
2039,15819256.4418981,"HKG"
2040,16713340.0927682,"HKG"
2041,17657956.180336,"HKG"
2042,18655960.731726,"HKG"
2043,19710371.1929746,"HKG"
2044,20824375.5522152,"HKG"
2045,22001341.9784945,"HKG"
2046,23244829.005361,"HKG"
2047,24558596.290018,"HKG"
2048,25946615.9805687,"HKG"
2049,27413084.7257235,"HKG"
2050,28962436.3632804,"HKG"
2021,92237.88,"HND"
2022,97297.0315138912,"HND"
2023,102633.672211624,"HND"
2024,108263.022085512,"HND"
2025,114201.13592857,"HND"
2026,120464.949122467,"HND"
2027,127072.325936893,"HND"
2028,134042.110478095,"HND"
2029,141394.180431897,"HND"
2030,149149.503754457,"HND"
2031,157330.198472456,"HND"
2032,165959.595763274,"HND"
2033,175062.306495031,"HND"
2034,184664.291416298,"HND"
2035,194792.935195625,"HND"
2036,205477.124522074,"HND"
2037,216747.330489469,"HND"
2038,228635.695499351,"HND"
2039,241176.12493046,"HND"
2040,254404.383836197,"HND"
2041,268358.19894584,"HND"
2042,283077.366260418,"HND"
2043,298603.864550109,"HND"
2044,314981.975076851,"HND"
2045,332258.407883617,"HND"
2046,350482.435010514,"HND"
2047,369706.031017661,"HND"
2048,389984.021215589,"HND"
2049,411374.23802593,"HND"
2050,433937.685918322,"HND"
2021,227570.1,"HRV"
2022,229817.270536563,"HRV"
2023,232086.631050722,"HRV"
2024,234378.400660294,"HRV"
2025,236692.800646806,"HRV"
2026,239030.054476857,"HRV"
2027,241390.387823696,"HRV"
2028,243774.028589011,"HRV"
2029,246181.206924937,"HRV"
2030,248612.155256275,"HRV"
2031,251067.108302933,"HRV"
2032,253546.303102594,"HRV"
2033,256049.9790336,"HRV"
2034,258578.377838065,"HRV"
2035,261131.743645216,"HRV"
2036,263710.322994967,"HRV"
2037,266314.364861723,"HRV"
2038,268944.120678418,"HRV"
2039,271599.844360793,"HRV"
2040,274281.792331913,"HRV"
2041,276990.223546928,"HRV"
2042,279725.399518071,"HRV"
2043,282487.584339914,"HRV"
2044,285277.044714864,"HRV"
2045,288094.049978917,"HRV"
2046,290938.87212766,"HRV"
2047,293811.785842538,"HRV"
2048,296713.068517373,"HRV"
2049,299643.000285147,"HRV"
2050,302601.864045052,"HRV"
2021,23844.09,"HTI"
2022,25400.4161677446,"HTI"
2023,27058.3252074045,"HTI"
2024,28824.4475285175,"HTI"
2025,30705.8463136845,"HTI"
2026,32710.0457660742,"HTI"
2027,34845.0612006689,"HTI"
2028,37119.4310995941,"HTI"
2029,39542.2512597298,"HTI"
2030,42123.2111691686,"HTI"
2031,44872.6327579987,"HTI"
2032,47801.5116783881,"HTI"
2033,50921.5612790574,"HTI"
2034,54245.2594500091,"HTI"
2035,57785.8985248551,"HTI"
2036,61557.638440317,"HTI"
2037,65575.5633654966,"HTI"
2038,69855.7420273921,"HTI"
2039,74415.2919739175,"HTI"
2040,79272.4480314296,"HTI"
2041,84446.6352305421,"HTI"
2042,89958.5464918768,"HTI"
2043,95830.2253824353,"HTI"
2044,102085.154273559,"HTI"
2045,108748.348253039,"HTI"
2046,115846.455166962,"HTI"
2047,123407.862191378,"HTI"
2048,131462.809359999,"HTI"
2049,140043.510501967,"HTI"
2050,149184.28207333,"HTI"
2021,1949718,"HUN"
2022,1955804.25725626,"HUN"
2023,1961909.51342795,"HUN"
2024,1968033.82782225,"HUN"
2025,1974177.25993149,"HUN"
2026,1980339.86943368,"HUN"
2027,1986521.71619317,"HUN"
2028,1992722.86026113,"HUN"
2029,1998943.36187623,"HUN"
2030,2005183.28146515,"HUN"
2031,2011442.67964322,"HUN"
2032,2017721.61721498,"HUN"
2033,2024020.15517477,"HUN"
2034,2030338.35470735,"HUN"
2035,2036676.27718845,"HUN"
2036,2043033.98418541,"HUN"
2037,2049411.53745774,"HUN"
2038,2055808.99895778,"HUN"
2039,2062226.4308312,"HUN"
2040,2068663.89541772,"HUN"
2041,2075121.45525163,"HUN"
2042,2081599.17306244,"HUN"
2043,2088097.11177546,"HUN"
2044,2094615.33451246,"HUN"
2045,2101153.90459221,"HUN"
2046,2107712.88553117,"HUN"
2047,2114292.34104406,"HUN"
2048,2120892.33504449,"HUN"
2049,2127512.9316456,"HUN"
2050,2134154.19516064,"HUN"
2021,4979830,"IDN"
2022,5202291.61502956,"IDN"
2023,5434691.1536753,"IDN"
2024,5677472.56814798,"IDN"
2025,5931099.64312769,"IDN"
2026,6196056.8817305,"IDN"
2027,6472850.43105343,"IDN"
2028,6762009.04906588,"IDN"
2029,7064085.11469456,"IDN"
2030,7379655.68303148,"IDN"
2031,7709323.58768069,"IDN"
2032,8053718.59234971,"IDN"
2033,8413498.59388545,"IDN"
2034,8789350.87905275,"IDN"
2035,9181993.43745646,"IDN"
2036,9592176.33311503,"IDN"
2037,10020683.1373058,"IDN"
2038,10468332.4254189,"IDN"
2039,10935979.3406801,"IDN"
2040,11424517.2277279,"IDN"
2041,11934879.3391682,"IDN"
2042,12468040.6183633,"IDN"
2043,13025019.5618644,"IDN"
2044,13606880.1650425,"IDN"
2045,14214733.9546355,"IDN"
2046,14849742.1120954,"IDN"
2047,15513117.6917897,"IDN"
2048,16206127.938296,"IDN"
2049,16930096.7072156,"IDN"
2050,17686406.9941318,"IDN"
2021,8666040,"IND"
2022,9380013.13651692,"IND"
2023,10152808.7155414,"IND"
2024,10989272.9694672,"IND"
2025,11894651.3995288,"IND"
2026,12874621.6705519,"IND"
2027,13935329.2158197,"IND"
2028,15083425.7753341,"IND"
2029,16326111.109147,"IND"
2030,17671178.1473468,"IND"
2031,19127061.8598396,"IND"
2032,20702892.1523864,"IND"
2033,22408551.1206131,"IND"
2034,24254735.0210317,"IND"
2035,26253021.3476991,"IND"
2036,28415941.4351511,"IND"
2037,30757059.0429092,"IND"
2038,33291055.4143663,"IND"
2039,36033821.3434589,"IND"
2040,39002556.8264799,"IND"
2041,42215878.9239525,"IND"
2042,45693938.5089709,"IND"
2043,49458546.6341424,"IND"
2044,53533311.3095821,"IND"
2045,57943785.5497009,"IND"
2046,62717627.6171947,"IND"
2047,67884774.4691303,"IND"
2048,73477629.4928169,"IND"
2049,79531265.7087604,"IND"
2050,86083645.7149967,"IND"
2021,537419,"IRL"
2022,544485.723425706,"IRL"
2023,551645.369840691,"IRL"
2024,558899.161124095,"IRL"
2025,566248.335222002,"IRL"
2026,573694.146358713,"IRL"
2027,581237.865250794,"IRL"
2028,588880.779323939,"IRL"
2029,596624.192932681,"IRL"
2030,604469.427583001,"IRL"
2031,612417.822157855,"IRL"
2032,620470.733145674,"IRL"
2033,628629.534871861,"IRL"
2034,636895.619733337,"IRL"
2035,645270.398436173,"IRL"
2036,653755.300236339,"IRL"
2037,662351.773183629,"IRL"
2038,671061.284368783,"IRL"
2039,679885.320173869,"IRL"
2040,688825.386525945,"IRL"
2041,697883.009154069,"IRL"
2042,707059.733849681,"IRL"
2043,716357.126730411,"IRL"
2044,725776.774507354,"IRL"
2045,735320.284755865,"IRL"
2046,744989.286189907,"IRL"
2047,754785.42894001,"IRL"
2048,764710.384834893,"IRL"
2049,774765.847686771,"IRL"
2050,784953.533580431,"IRL"
2021,506008.3,"IRN"
2022,504782.631009483,"IRN"
2023,503559.93087239,"IRN"
2024,502340.192397473,"IRN"
2025,501123.408410902,"IRN"
2026,499909.571756223,"IRN"
2027,498698.675294319,"IRN"
2028,497490.711903362,"IRN"
2029,496285.674478777,"IRN"
2030,495083.555933199,"IRN"
2031,493884.349196427,"IRN"
2032,492688.047215389,"IRN"
2033,491494.642954094,"IRN"
2034,490304.129393597,"IRN"
2035,489116.499531952,"IRN"
2036,487931.746384174,"IRN"
2037,486749.862982198,"IRN"
2038,485570.842374837,"IRN"
2039,484394.67762774,"IRN"
2040,483221.361823355,"IRN"
2041,482050.888060884,"IRN"
