"country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"BRA","Brazil","Piratininga","BRA0002082",190,-23.6963,-46.6686,"Oil","","","",1954,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1015586",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,375.43,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Pirauá","BRA0028481",4.95,-7.4953,-35.4955,"Wind","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1041905",2017,NA,NA,NA,NA,NA,NA,NA,"",14.99,12.9,13.02,11.22,12.32,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Piraí","BRA0029282",9,-24.522,-49.9395,"Biomass","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Pirelli Campinas","BRA0033175",3.395,-22.9371,-47.1405,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.7,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Pirelli Santo André","BRA0033063",3.15,-23.6585,-46.4966,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.22,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Pitangas","BRA0030689",1.25,-19.08,-42.685,"Hydro","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",2.04,3.92,3.77,3.78,3.27,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Pitinga","BRA0028009",24.96,-0.8664,-59.6047,"Hydro","","","",1986,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",103.05,109.82,106.64,107.17,113.07,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Pito","BRA0030794",4,-27.5801,-51.3543,"Hydro","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",19.64,18.92,19.03,18.83,18.06,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Pizzatto","BRA0028227",2,-26.424,-51.3065,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Planaltina","BRA0030322",27.2,-13.9879,-42.6389,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084761",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,91.8,106.58,95.96,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Planalto","BRA0028737",17,-18.7833,-52.3833,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1063207",2017,NA,NA,NA,NA,NA,NA,NA,"",38.42,62.28,60.01,60.17,52,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Plano Alto","BRA0028754",16,-26.9578,-52.3404,"Hydro","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1064583",2017,NA,NA,NA,NA,NA,NA,NA,"",52.66,68.7,67.67,62.79,56.93,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Plantar","BRA0030757",5,-19.4299,-44.325,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Plastseven","BRA0030207",2.912,-22.148,-42.41,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.75,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Plaza Macaé","BRA0033039",1.2,-22.3891,-41.7983,"Oil","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.37,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Policam","BRA0029746",4,-21.7989,-41.3338,"Gas","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,26.36,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Polifrigor","BRA0028979",1.056,-22.229,-48.7095,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.08,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Ponta do Costa","BRA0028199",4,-22.875,-42.0095,"Gas","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,26.36,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Pontal 2 A","BRA0031509",21.6,-30.2648,-50.7834,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1105502",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,85.32,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"BRA","Brazil","Pontal 2 B","BRA0030460",11.2,-30.2779,-50.7978,"Wind","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1086801",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,45.58,40.68,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1"
"BRA","Brazil","Pontal 3 B","BRA0030901",27,-30.2561,-50.7661,"Wind","","","",2017,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1099258",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,93.09,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Pontal do Prata","BRA0029118",13.774,-18.7414,-52.2867,"Hydro","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1097896",2017,NA,NA,NA,NA,NA,NA,NA,"",41.26,61.13,62.88,60.46,55.12,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Ponte Alta","BRA0029013",13,-19.4103,-54.4931,"Hydro","","","",2007,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1034661",2017,NA,NA,NA,NA,NA,NA,NA,"",27.73,51.08,46.68,49.93,43.67,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Ponte de Pedra","BRA0002103",176.1,-17.6103,-54.8269,"Hydro","","","",2005,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012613",2017,NA,NA,NA,NA,NA,NA,NA,"",570.57,724.42,702.26,698.03,605.19,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Alegre","BRA0030017",2.4,-8.9378,-35.7506,"Biomass","","","",2005,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Porto Alegre do Norte","BRA0002115",2.4064,-10.9074,-51.6214,"Oil","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.75,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Porto Colômbia","BRA0002117",319.2,-20.1242,-48.5719,"Hydro","","","",1973,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1017340",2017,NA,NA,NA,NA,NA,NA,NA,"",1124,1212.27,1096.45,1051.91,1105.11,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Estrela","BRA0027196",112,-19.1167,-42.6592,"Hydro","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1011504",2017,NA,NA,NA,NA,NA,NA,NA,"",372.67,446.21,441.49,416.61,401.22,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Franco","BRA0029059",30,-11.8142,-46.7831,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1072299",2017,NA,NA,NA,NA,NA,NA,NA,"",92.36,113.56,99.06,114.29,96.66,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Góes","BRA0002123",24.8,-23.2092,-47.2964,"Hydro","","","",1928,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1063422",2017,NA,NA,NA,NA,NA,NA,NA,"",95.13,109.36,113.53,114.28,97.38,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Primavera (Eng° Sérgio Motta)","BRA0002127",1540,-22.478,-52.9561,"Hydro","","","",1999,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",7786.84,5172.89,7162.29,7306.24,6558.18,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Raso","BRA0002128",28.4,-24.0625,-47.4158,"Hydro","","","",1982,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012496",2017,NA,NA,NA,NA,NA,NA,NA,"",91.15,127.65,117.74,112.9,104.86,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto Salgado","BRA0030830",20,-2.8398,-41.727,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.64,73.79,67.36,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Porto Seguro","BRA0030323",6.4,-13.8629,-42.6727,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084762",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,21.14,22.46,18.35,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Porto Walter  BBF Acre","BRA0034413",3.692,-8.2633,-72.7414,"Oil","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,7.29,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Porto das Barcas","BRA0030827",20,-2.8207,-41.7418,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1103463",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,79.64,73.79,66.65,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Porto das Pedras","BRA0028995",28.03,-19.4736,-52.5397,"Hydro","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1066744",2017,NA,NA,NA,NA,NA,NA,NA,"",92.52,121.17,123.68,124.63,106.99,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Porto das Águas","BRA0029999",160,-18.4581,-52.5995,"Biomass","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1114011",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Porto do Delta","BRA0030639",30.8,-2.8463,-41.6907,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1087672",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,121.08,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"BRA","Brazil","Porto do Itaqui (Antiga Termomaranhão)","BRA0029700",360.137,-2.5246,-44.2961,"Coal","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1076898",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2695.05,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Porto do Pecém II","BRA0030098",365,-3.5918,-38.8661,"Coal","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2731.44,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Potiguar","BRA0028655",53.12,-5.8706,-35.2933,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1058628",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,104.96,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Potiguar III","BRA0029556",66.4,-5.8688,-35.3046,"Oil","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,131.2,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Potirendaba (Antiga Cerradinho Potirendaba)","BRA0029655",40.2,-21.0999,-49.3177,"Biomass","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1114012",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"BRA","Brazil","Poxoréo (José Fragelli)","BRA0027416",1.2,-15.8356,-54.4083,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",2.09,3.9,3.75,3.76,3.27,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Poço Fundo","BRA0002092",9.16,-21.7906,-46.1244,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1011501",2017,NA,NA,NA,NA,NA,NA,NA,"",31.86,39.75,39.92,38.41,34.73,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Praia Formosa","BRA0028631",105,-2.9051,-41.0392,"Wind","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1078145",2017,NA,NA,NA,NA,NA,NA,NA,"",386.87,321.68,367.08,353.04,343.18,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Praia do Morgado","BRA0028440",28.8,-2.8151,-40.2349,"Wind","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1063845",2017,NA,NA,NA,NA,NA,NA,NA,"",107.56,101.98,99.45,85.07,91.62,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Prata","BRA0030093",3,-26.7625,-53.6656,"Hydro","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084633",2017,NA,NA,NA,NA,NA,NA,NA,"",9.32,12.11,12.13,11.77,10.93,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Pratudão","BRA0030579",1.76,-13.9972,-45.403,"Hydro","","","",2000,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",3.9,5.72,6.25,6.38,5.56,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Precon Minas Gerais PL","BRA0032754",2.4,-19.6341,-44.0044,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.74,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Presidente","BRA0029083",4.8,-6.5747,-34.976,"Wind","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",15.58,12.15,14.16,10.35,10.04,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
"BRA","Brazil","Presidente Goulart","BRA0002146",8,-13.3336,-44.6328,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012548",2017,NA,NA,NA,NA,NA,NA,NA,"",26.01,37.04,30.95,34.73,25.12,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Presidente Médici  A  B","BRA0002150",446,-31.5482,-53.6733,"Coal","","","",1974,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3337.6,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"BRA","Brazil","Primavera","BRA0002155",8.12,-15.3819,-54.4197,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1068034",2017,NA,NA,NA,NA,NA,NA,NA,"",28.27,38.03,34.64,34.7,33.2,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"BRA","Brazil","Primavera","BRA0028840",24.743,-11.9044,-61.2353,"Hydro","","","",2007,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1068034",2017,NA,NA,NA,NA,NA,NA,NA,"",110.29,127.24,118.16,122.22,110.4,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
