Year,prodinit_ippu_rubber_and_leather_tonne,iso_code3
2036,321423.629798324,"ESP"
2037,319344.786087448,"ESP"
2038,317279.387533598,"ESP"
2039,315227.347178698,"ESP"
2040,313188.578627084,"ESP"
2041,311162.996041866,"ESP"
2042,309150.514141314,"ESP"
2043,307151.048195267,"ESP"
2044,305164.514021565,"ESP"
2045,303190.827982508,"ESP"
2046,301229.906981329,"ESP"
2047,299281.668458702,"ESP"
2048,297346.030389261,"ESP"
2049,295422.911278148,"ESP"
2050,293512.230157583,"ESP"
2021,4965.115,"EST"
2022,5043.24550744944,"EST"
2023,5122.60546803226,"EST"
2024,5203.2142282887,"EST"
2025,5285.09143919405,"EST"
2026,5368.25706094923,"EST"
2027,5452.73136784665,"EST"
2028,5538.53495321282,"EST"
2029,5625.68873442856,"EST"
2030,5714.21395802832,"EST"
2031,5804.13220487969,"EST"
2032,5895.46539544444,"EST"
2033,5988.23579512233,"EST"
2034,6082.46601967903,"EST"
2035,6178.17904075941,"EST"
2036,6275.39819148765,"EST"
2037,6374.14717215542,"EST"
2038,6474.45005599958,"EST"
2039,6576.33129507085,"EST"
2040,6679.8157261947,"EST"
2041,6784.92857702623,"EST"
2042,6891.69547220011,"EST"
2043,7000.14243957751,"EST"
2044,7110.29591659114,"EST"
2045,7222.18275669031,"EST"
2046,7335.83023588723,"EST"
2047,7451.26605940649,"EST"
2048,7568.51836843906,"EST"
2049,7687.61574700261,"EST"
2050,7808.5872289098,"EST"
2021,12128,"ETH"
2022,12594.4055900384,"ETH"
2023,13078.7477050124,"ETH"
2024,13581.7161285216,"ETH"
2025,14104.027171122,"ETH"
2026,14646.424690471,"ETH"
2027,15209.6811507045,"ETH"
2028,15794.598722554,"ETH"
2029,16402.0104257707,"ETH"
2030,17032.7813154844,"ETH"
2031,17687.8097141852,"ETH"
2032,18368.0284910842,"ETH"
2033,19074.4063906741,"ETH"
2034,19807.9494123821,"ETH"
2035,20569.7022432803,"ETH"
2036,21360.7497458934,"ETH"
2037,22182.2185032232,"ETH"
2038,23035.2784231899,"ETH"
2039,23921.1444047752,"ETH"
2040,24841.0780682402,"ETH"
2041,25796.389551882,"ETH"
2042,26788.4393778884,"ETH"
2043,27818.6403899474,"ETH"
2044,28888.4597653712,"ETH"
2045,29999.4211046001,"ETH"
2046,31153.106601063,"ETH"
2047,32351.159294483,"ETH"
2048,33595.2854108393,"ETH"
2049,34887.2567923162,"ETH"
2050,36228.9134207002,"ETH"
2021,38216.95,"FIN"
2022,38140.5207204293,"FIN"
2023,38064.2442901773,"FIN"
2024,37988.1204035641,"FIN"
2025,37912.1487555208,"FIN"
2026,37836.3290415885,"FIN"
2027,37760.6609579175,"FIN"
2028,37685.1442012656,"FIN"
2029,37609.778468997,"FIN"
2030,37534.5634590812,"FIN"
2031,37459.4988700918,"FIN"
2032,37384.584401205,"FIN"
2033,37309.8197521988,"FIN"
2034,37235.2046234517,"FIN"
2035,37160.738715941,"FIN"
2036,37086.4217312424,"FIN"
2037,37012.2533715283,"FIN"
2038,36938.2333395667,"FIN"
2039,36864.36133872,"FIN"
2040,36790.6370729438,"FIN"
2041,36717.060246786,"FIN"
2042,36643.630565385,"FIN"
2043,36570.3477344691,"FIN"
2044,36497.2114603552,"FIN"
2045,36424.2214499474,"FIN"
2046,36351.3774107359,"FIN"
2047,36278.6790507959,"FIN"
2048,36206.1260787866,"FIN"
2049,36133.7182039497,"FIN"
2050,36061.4551361083,"FIN"
2021,476.9044,"FJI"
2022,516.10074776187,"FJI"
2023,558.518608426262,"FJI"
2024,604.422755268588,"FJI"
2025,654.099723043881,"FJI"
2026,707.859596543414,"FJI"
2027,766.037946151203,"FJI"
2028,828.997922482164,"FJI"
2029,897.132523176724,"FJI"
2030,970.867046001254,"FJI"
2031,1050.66174356665,"FJI"
2032,1137.01469623584,"FJI"
2033,1230.46492115307,"FJI"
2034,1331.59573680144,"FJI"
2035,1441.03840409051,"FJI"
2036,1559.4760667016,"FJI"
2037,1687.64801528657,"FJI"
2038,1826.35430213736,"FJI"
2039,1976.46073513098,"FJI"
2040,2138.90428212253,"FJI"
2041,2314.69891952036,"FJI"
2042,2504.94196155047,"FJI"
2043,2710.82090971751,"FJI"
2044,2933.62086521684,"FJI"
2045,3174.73255056618,"FJI"
2046,3435.66099052799,"FJI"
2047,3718.03490650911,"FJI"
2048,4023.61688307779,"FJI"
2049,4354.31437005767,"FJI"
2050,4712.19158887404,"FJI"
2021,845227.2,"FRA"
2022,856454.368280735,"FRA"
2023,867830.667242078,"FRA"
2024,879358.077789572,"FRA"
2025,891038.607141168,"FRA"
2026,902874.289176727,"FRA"
2027,914867.184792174,"FRA"
2028,927019.382258351,"FRA"
2029,939332.997584642,"FRA"
2030,951810.174887419,"FRA"
2031,964453.086763394,"FRA"
2032,977263.934667918,"FRA"
2033,990244.949298316,"FRA"
2034,1003398.3909823,"FRA"
2035,1016726.55007157,"FRA"
2036,1030231.7473406,"FRA"
2037,1043916.33439074,"FRA"
2038,1057782.69405973,"FRA"
2039,1071833.24083657,"FRA"
2040,1086070.42128197,"FRA"
2041,1100496.71445434,"FRA"
2042,1115114.63234147,"FRA"
2043,1129926.72029795,"FRA"
2044,1144935.55748834,"FRA"
2045,1160143.75733628,"FRA"
2046,1175553.9679796,"FRA"
2047,1191168.87273135,"FRA"
2048,1206991.19054712,"FRA"
2049,1223023.67649839,"FRA"
2050,1239269.12225235,"FRA"
2021,191.3465,"FRO"
2022,204.020056750457,"FRO"
2023,217.533028074513,"FRO"
2024,231.941011373927,"FRO"
2025,247.30328646339,"FRO"
2026,263.683059469786,"FRO"
2027,281.147722885759,"FRO"
2028,299.769132847554,"FRO"
2029,319.623904777947,"FRO"
2030,340.793728610659,"FRO"
2031,363.3657048932,"FRO"
2032,387.432703150989,"FRO"
2033,413.093743987205,"FRO"
2034,440.454406490469,"FRO"
2035,469.627262626568,"FRO"
2036,500.732340401494,"FRO"
2037,533.897617701406,"FRO"
2038,569.259548841368,"FRO"
2039,606.963625989269,"FRO"
2040,647.164977774844,"FRO"
2041,690.029007546687,"FRO"
2042,735.732073903295,"FRO"
2043,784.462216298088,"FRO"
2044,836.41992870382,"FRO"
2045,891.818984519533,"FRO"
2046,950.887316114015,"FRO"
2047,1013.86795262454,"FRO"
2048,1081.02001986934,"FRO"
2049,1152.61980648783,"FRO"
2050,1228.96190069506,"FRO"
2021,16.99368,"FSM"
2022,18.1616112609996,"FSM"
2023,19.4098113884496,"FSM"
2024,20.7437970519832,"FSM"
2025,22.169464067535,"FSM"
2026,23.6931134550768,"FSM"
2027,25.321479287233,"FSM"
2028,27.0617584518585,"FSM"
2029,28.921642460122,"FSM"
2030,30.9093514406742,"FSM"
2031,33.0336704701479,"FSM"
2032,35.3039884005577,"FSM"
2033,37.7303393552055,"FSM"
2034,40.3234470764918,"FSM"
2035,43.0947723216358,"FSM"
2036,46.0565635157797,"FSM"
2037,49.2219108863489,"FSM"
2038,52.6048043179249,"FSM"
2039,56.2201951833333,"FSM"
2040,60.0840624242202,"FSM"
2041,64.2134831731751,"FSM"
2042,68.6267082295269,"FSM"
2043,73.3432427223951,"FSM"
2044,78.3839323175015,"FSM"
2045,83.7710553487513,"FSM"
2046,89.5284212817768,"FSM"
2047,95.6814759446238,"FSM"
2048,102.257413990669,"FSM"
2049,109.285299090817,"FSM"
2050,116.796192386198,"FSM"
2021,2002.93,"GAB"
2022,2101.30904045959,"GAB"
2023,2204.52021963683,"GAB"
2024,2312.80088040962,"GAB"
2025,2426.40002335959,"GAB"
2026,2545.57887937016,"GAB"
2027,2670.61151034909,"GAB"
2028,2801.78543945719,"GAB"
2029,2939.40231229221,"GAB"
2030,3083.77859054857,"GAB"
2031,3235.24627974789,"GAB"
2032,3394.15369271392,"GAB"
2033,3560.86625054748,"GAB"
2034,3735.76732294332,"GAB"
2035,3919.25910978133,"GAB"
2036,4111.76356601934,"GAB"
2037,4313.7233720144,"GAB"
2038,4525.60295150389,"GAB"
2039,4747.88953958737,"GAB"
2040,4981.09430316509,"GAB"
2041,5225.75351640975,"GAB"
2042,5482.42979397447,"GAB"
2043,5751.71338477309,"GAB"
2044,6034.22352930763,"GAB"
2045,6330.60988366448,"GAB"
2046,6641.55401345379,"GAB"
2047,6967.77096112751,"GAB"
2048,7310.01089028026,"GAB"
2049,7669.06081071429,"GAB"
2050,8045.74638823538,"GAB"
2021,394551.4,"GBR"
2022,400205.427222865,"GBR"
2023,405940.478169982,"GBR"
2024,411757.713933018,"GBR"
2025,417658.312242394,"GBR"
2026,423643.467705723,"GBR"
2027,429714.392049667,"GBR"
2028,435872.314365253,"GBR"
2029,442118.481356712,"GBR"
2030,448454.157593883,"GBR"
2031,454880.625768227,"GBR"
2032,461399.186952517,"GBR"
2033,468011.160864249,"GBR"
2034,474717.886132823,"GBR"
2035,481520.720570556,"GBR"
2036,488421.041447581,"GBR"
2037,495420.24577068,"GBR"
2038,502519.750566115,"GBR"
2039,509720.993166517,"GBR"
2040,517025.431501875,"GBR"
2041,524434.544394707,"GBR"
2042,531949.831859454,"GBR"
2043,539572.815406165,"GBR"
2044,547305.038348536,"GBR"
2045,555148.066116359,"GBR"
2046,563103.486572459,"GBR"
2047,571172.910334156,"GBR"
2048,579357.97109935,"GBR"
2049,587660.325977268,"GBR"
2050,596081.655823957,"GBR"
2021,3162.314,"GEO"
2022,3523.85874122401,"GEO"
2023,3926.73859335311,"GEO"
2024,4375.67936539162,"GEO"
2025,4875.94716417432,"GEO"
2026,5433.41016617012,"GEO"
2027,6054.60745160473,"GEO"
2028,6746.82570833173,"GEO"
2029,7518.18470519361,"GEO"
2030,8377.73253748146,"GEO"
2031,9335.55176172918,"GEO"
2032,10402.8776648108,"GEO"
2033,11592.2300546459,"GEO"
2034,12917.5601184271,"GEO"
2035,14394.4140710271,"GEO"
2036,16040.1155131928,"GEO"
2037,17873.9686386005,"GEO"
2038,19917.4846734056,"GEO"
2039,22194.6342044388,"GEO"
2040,24732.1283558751,"GEO"
2041,27559.7321126001,"GEO"
2042,30710.6134655754,"GEO"
2043,34221.7324747067,"GEO"
2044,38134.2748129454,"GEO"
2045,42494.13487713,"GEO"
2046,47352.4541324885,"GEO"
2047,52766.2210056239,"GEO"
2048,58798.9393627659,"GEO"
2049,65521.3734145892,"GEO"
2050,73012.3777853819,"GEO"
2021,22615.75,"GHA"
2022,27555.7693214556,"GHA"
2023,33574.8503983848,"GHA"
2024,40908.6956028552,"GHA"
2025,49844.4924123197,"GHA"
2026,60732.1594401655,"GHA"
2027,73998.0489670721,"GHA"
2028,90161.6425532831,"GHA"
2029,109855.893518535,"GHA"
2030,133852.012884787,"GHA"
2031,163089.669379335,"GHA"
2032,198713.786106116,"GHA"
2033,242119.37481327,"GHA"
2034,295006.163430772,"GHA"
2035,359445.156048594,"GHA"
2036,437959.731770542,"GHA"
2037,533624.458209682,"GHA"
2038,650185.489082285,"GHA"
2039,792207.260573238,"GHA"
2040,965251.230984529,"GHA"
2041,1176093.66296765,"GHA"
2042,1432990.97651691,"GHA"
2043,1746003.06373334,"GHA"
2044,2127387.22610529,"GHA"
2045,2592078.16057254,"GHA"
2046,3158272.79024219,"GHA"
2047,3848142.84125636,"GHA"
2048,4688703.06974878,"GHA"
2049,5712869.13795907,"GHA"
2050,6960746.56508242,"GHA"
2021,1730.495,"GIN"
2022,1826.98180010683,"GIN"
2023,1928.8483918888,"GIN"
2024,2036.39473511693,"GIN"
2025,2149.93751434821,"GIN"
2026,2269.81107144551,"GIN"
2027,2396.36839009182,"GIN"
2028,2529.98213519777,"GIN"
2029,2671.04575026322,"GIN"
2030,2819.97461592412,"GIN"
2031,2977.20727309621,"GIN"
2032,3143.20671431727,"GIN"
2033,3318.46174709043,"GIN"
2034,3503.48843324306,"GIN"
2035,3698.83160853968,"GIN"
2036,3905.06648702358,"GIN"
2037,4122.80035481132,"GIN"
2038,4352.67435832769,"GIN"
2039,4595.36539224695,"GIN"
2040,4851.58809269947,"GIN"
2041,5122.09694161321,"GIN"
2042,5407.68848838639,"GIN"
2043,5709.20369543349,"GIN"
2044,6027.53041451126,"GIN"
2045,6363.60600111672,"GIN"
2046,6718.42007465544,"GIN"
2047,7093.01743250797,"GIN"
2048,7488.50112657509,"GIN"
2049,7906.03571136132,"GIN"
2050,8346.85067316104,"GIN"
2021,299.4053,"GMB"
2022,319.837714601827,"GMB"
2023,341.664505209894,"GMB"
2024,364.980828685721,"GMB"
2025,389.888335711899,"GMB"
2026,416.495613952071,"GMB"
2027,444.918661453606,"GMB"
2028,475.281392356867,"GMB"
2029,507.716177115752,"GMB"
2030,542.364419584686,"GMB"
2031,579.377173487953,"GMB"
2032,618.915800958945,"GMB"
2033,661.152676020326,"GMB"
2034,706.271936072018,"GMB"
2035,754.470284663239,"GMB"
2036,805.957849048365,"GMB"
2037,860.959096265275,"GMB"
2038,919.71381172992,"GMB"
2039,982.478144613449,"GMB"
2040,1049.52572455935,"GMB"
2041,1121.14885460908,"GMB"
2042,1197.65978553695,"GMB"
2043,1279.39207714978,"GMB"
2044,1366.70205248628,"GMB"
2045,1459.97035125577,"GMB"
2046,1559.60358928874,"GMB"
2047,1666.03613123387,"GMB"
2048,1779.73198422978,"GMB"
2049,1901.18682080721,"GMB"
2050,2030.93013984085,"GMB"
2021,50.52278,"GNB"
2022,47.6384941925691,"GNB"
2023,44.9188688535239,"GNB"
2024,42.3545037113036,"GNB"
2025,39.9365351447423,"GNB"
2026,37.6566055463325,"GNB"
2027,35.5068344345032,"GNB"
2028,33.4797912150636,"GNB"
2029,31.5684694976649,"GNB"
2030,29.7662628785037,"GNB"
2031,28.0669421055627,"GNB"
2032,26.4646335474616,"GNB"
2033,24.9537988914945,"GNB"
2034,23.5292160006832,"GNB"
2035,22.1859608636788,"GNB"
2036,20.9193905751213,"GNB"
2037,19.7251272876315,"GNB"
2038,18.5990430799635,"GNB"
2039,17.5372456890176,"GNB"
2040,16.5360650563948,"GNB"
2041,15.5920406429933,"GNB"
2042,14.7019094677993,"GNB"
2043,13.862594829529,"GNB"
2044,13.0711956721395,"GNB"
2045,12.324976557449,"GNB"
2046,11.621358210209,"GNB"
2047,10.9579086029472,"GNB"
2048,10.3323345497655,"GNB"
2049,9.74247378003916,"GNB"
2050,9.18628746461799,"GNB"
2021,174.9241,"GNQ"
2022,167.093858741065,"GNQ"
2023,159.614127664393,"GNQ"
2024,152.469216654723,"GNQ"
2025,145.64413794363,"GNQ"
2026,139.124574669912,"GNQ"
2027,132.896850847339,"GNQ"
2028,126.947902676748,"GNQ"
2029,121.265251142313,"GNQ"
2030,115.83697583451,"GNQ"
2031,110.651689944861,"GNQ"
2032,105.69851638,"GNQ"
2033,100.967064944967,"GNQ"
2034,96.4474105478562,"GNQ"
2035,92.1300723801067,"GNQ"
2036,88.0059940287569,"GNQ"
2037,84.0665244789491,"GNQ"
2038,80.3033999668304,"GNQ"
2039,76.7087266447838,"GNQ"
2040,73.2749640226276,"GNQ"
2041,69.9949091500461,"GNQ"
2042,66.8616815070737,"GNQ"
2043,63.8687085709349,"GNQ"
2044,61.0097120289661,"GNQ"
2045,58.2786946086968,"GNQ"
2046,55.6699274974647,"GNQ"
2047,53.1779383251748,"GNQ"
2048,50.797499684994,"GNQ"
2049,48.5236181679008,"GNQ"
2050,46.3515238880898,"GNQ"
2021,21876.09,"GRC"
2022,21400.0806541911,"GRC"
2023,20934.4289590089,"GRC"
2024,20478.9095387807,"GRC"
2025,20033.3019218604,"GRC"
2026,19597.3904339201,"GRC"
2027,19170.9640935635,"GRC"
2028,18753.816510211,"GRC"
2029,18345.7457842062,"GRC"
2030,17946.5544090969,"GRC"
2031,17556.0491760412,"GRC"
2032,17174.0410802948,"GRC"
2033,16800.3452297326,"GRC"
2034,16434.7807553604,"GRC"
2035,16077.1707237747,"GRC"
2036,15727.3420515266,"GRC"
2037,15385.1254213491,"GRC"
2038,15050.3552002079,"GRC"
2039,14722.8693591348,"GRC"
2040,14402.5093948052,"GRC"
2041,14089.1202528229,"GRC"
2042,13782.5502526735,"GRC"
2043,13482.6510143108,"GRC"
2044,13189.2773863411,"GRC"
2045,12902.2873757696,"GRC"
2046,12621.5420792756,"GRC"
2047,12346.9056159837,"GRC"
2048,12078.2450616969,"GRC"
2049,11815.4303845614,"GRC"
2050,11558.3343821311,"GRC"
2021,92.98197,"GRL"
2022,100.183301054158,"GRL"
2023,107.942365709267,"GRL"
2024,116.302359697794,"GRL"
2025,125.309824204769,"GRL"
2026,135.014904968673,"GRL"
2027,145.471631449357,"GRL"
2028,156.73821761714,"GRL"
2029,168.877386037639,"GRL"
2030,181.956717056522,"GRL"
2031,196.049025028184,"GRL"
2032,211.232763682816,"GRL"
2033,227.592462888638,"GRL"
2034,245.219199240774,"GRL"
2035,264.211103096634,"GRL"
2036,284.673904880497,"GRL"
2037,306.721523698687,"GRL"
2038,330.476701542199,"GRL"
2039,356.071686607493,"GRL"
2040,383.648969539581,"GRL"
2041,413.362076696175,"GRL"
2042,445.376424849085,"GRL"
2043,479.870242081132,"GRL"
2044,517.035560005297,"GRL"
2045,557.07928282995,"GRL"
2046,600.224339221759,"GRL"
2047,646.710923378873,"GRL"
2048,696.797832223583,"GRL"
2049,750.763906158795,"GRL"
2050,808.909581409195,"GRL"
2021,19710.98,"GTM"
2022,20636.9806471543,"GTM"
2023,21606.483809076,"GTM"
2024,22621.533187135,"GTM"
2025,23684.2684935942,"GTM"
2026,24796.9299620977,"GTM"
2027,25961.863070058,"GTM"
2028,27181.5234828941,"GTM"
2029,28458.4822305465,"GTM"
2030,29795.4311271774,"GTM"
2031,31195.1884454847,"GTM"
2032,32660.7048575869,"GTM"
2033,34195.0696550065,"GTM"
2034,35801.5172608598,"GTM"
2035,37483.4340479837,"GTM"
2036,39244.3654773697,"GTM"
2037,41088.0235719547,"GTM"
2038,43018.2947415222,"GTM"
2039,45039.2479752084,"GTM"
2040,47155.1434188843,"GTM"
2041,49370.4413554933,"GTM"
2042,51689.8116072758,"GTM"
2043,54118.1433797002,"GTM"
2044,56660.5555678508,"GTM"
2045,59322.4075469991,"GTM"
2046,62109.3104701045,"GTM"
2047,65027.1390960594,"GTM"
2048,68082.0441736123,"GTM"
2049,71280.4654070747,"GTM"
2050,74629.1450311427,"GTM"
2021,1406.841,"GUM"
2022,1400.59325035087,"GUM"
2023,1394.37324681923,"GUM"
2024,1388.18086618519,"GUM"
2025,1382.01598577608,"GUM"
2026,1375.878483464,"GUM"
2027,1369.76823766344,"GUM"
2028,1363.68512732883,"GUM"
2029,1357.62903195218,"GUM"
2030,1351.59983156064,"GUM"
2031,1345.5974067142,"GUM"
2032,1339.62163850324,"GUM"
2033,1333.67240854625,"GUM"
2034,1327.74959898742,"GUM"
2035,1321.85309249436,"GUM"
2036,1315.98277225573,"GUM"
2037,1310.13852197896,"GUM"
2038,1304.32022588793,"GUM"
2039,1298.52776872067,"GUM"
2040,1292.7610357271,"GUM"
2041,1287.01991266673,"GUM"
2042,1281.30428580642,"GUM"
2043,1275.61404191811,"GUM"
2044,1269.94906827658,"GUM"
2045,1264.30925265723,"GUM"
2046,1258.69448333385,"GUM"
2047,1253.10464907638,"GUM"
2048,1247.53963914875,"GUM"
2049,1241.99934330668,"GUM"
2050,1236.48365179544,"GUM"
2021,31018.43,"HKG"
2022,30413.9086383409,"HKG"
2023,29821.1688554627,"HKG"
2024,29239.9810389687,"HKG"
2025,28670.1200514022,"HKG"
2026,28111.3651430331,"HKG"
2027,27563.4998663456,"HKG"
2028,27026.3119921917,"HKG"
2029,26499.5934275789,"HKG"
2030,25983.1401350605,"HKG"
2031,25476.7520536964,"HKG"
2032,24980.2330215548,"HKG"
2033,24493.3906997239,"HKG"
2034,24016.0364978044,"HKG"
2035,23547.985500855,"HKG"
2036,23089.0563977603,"HKG"
2037,22639.071410996,"HKG"
2038,22197.8562277623,"HKG"
2039,21765.2399324592,"HKG"
2040,21341.0549404784,"HKG"
2041,20925.1369332853,"HKG"
2042,20517.324794766,"HKG"
2043,20117.460548815,"HKG"
2044,19725.3892981394,"HKG"
2045,19340.9591642556,"HKG"
2046,18964.0212286551,"HKG"
2047,18594.4294751176,"HKG"
2048,18232.0407331481,"HKG"
2049,17876.7146225156,"HKG"
2050,17528.3134988741,"HKG"
2021,2122.629,"HND"
2022,2213.78247421412,"HND"
2023,2308.85041292548,"HND"
2024,2408.00091759627,"HND"
2025,2511.40930858202,"HND"
2026,2619.25843513731,"HND"
2027,2731.73899873434,"HND"
2028,2849.04989026595,"HND"
2029,2971.39854172935,"HND"
2030,3099.0012930125,"HND"
2031,3232.08377443159,"HND"
2032,3370.88130569614,"HND"
2033,3515.63931200701,"HND"
2034,3666.61375802333,"HND"
2035,3824.07160046547,"HND"
2036,3988.29126015446,"HND"
2037,4159.56311432251,"HND"
2038,4338.1900100652,"HND"
2039,4524.48779984308,"HND"
2040,4718.7858999798,"HND"
2041,4921.42787314409,"HND"
2042,5132.77203584577,"HND"
2043,5353.1920920197,"HND"
2044,5583.07779381835,"HND"
2045,5822.83563078102,"HND"
2046,6072.88954859872,"HND"
2047,6333.68169874526,"HND"
2048,6605.67322030037,"HND"
2049,6889.34505534717,"HND"
2050,7185.19879938571,"HND"
2021,17323.55,"HRV"
2022,17773.3509120763,"HRV"
2023,18234.8307733579,"HRV"
2024,18708.2928243471,"HRV"
2025,19194.0481790973,"HRV"
2026,19692.4160296473,"HRV"
2027,20203.7238557639,"HRV"
2028,20728.3076401303,"HRV"
2029,21266.512089122,"HRV"
2030,21818.6908593145,"HRV"
2031,22385.2067898733,"HRV"
2032,22966.4321409764,"HRV"
2033,23562.7488384288,"HRV"
2034,24174.5487246271,"HRV"
2035,24802.2338160414,"HRV"
2036,25446.216567382,"HRV"
2037,26106.920142625,"HRV"
2038,26784.7786930755,"HRV"
2039,27480.2376426504,"HRV"
2040,28193.7539805683,"HRV"
2041,28925.7965616395,"HRV"
2042,29676.8464143521,"HRV"
2043,30447.3970569586,"HRV"
2044,31237.9548217683,"HRV"
2045,32049.0391878614,"HRV"
2046,32881.18312244,"HRV"
2047,33734.9334310444,"HRV"
2048,34610.8511168604,"HRV"
2049,35509.5117493579,"HRV"
2050,36431.5058424997,"HRV"
2021,1594.391,"HTI"
2022,1675.40904754066,"HTI"
2023,1760.54397985255,"HTI"
2024,1850.00499403107,"HTI"
2025,1944.01191739985,"HTI"
2026,2042.79574767956,"HTI"
2027,2146.59922060518,"HTI"
2028,2255.67740638629,"HTI"
2029,2370.2983364762,"HTI"
2030,2490.74366219001,"HTI"
2031,2617.3093467899,"HTI"
2032,2750.30639273837,"HTI"
2033,2890.06160590643,"HTI"
2034,3036.91839861459,"HTI"
2035,3191.23763347984,"HTI"
2036,3353.39851014234,"HTI"
2037,3523.7994970505,"HTI"
2038,3702.85931059421,"HTI"
2039,3891.01794399222,"HTI"
2040,4088.7377484617,"HTI"
2041,4296.50456932694,"HTI"
2042,4514.82893985862,"HTI"
2043,4744.24733577743,"HTI"
2044,4985.32349350452,"HTI"
2045,5238.64979539803,"HTI"
2046,5504.8487253797,"HTI"
2047,5784.57439852822,"HTI"
2048,6078.51416839798,"HTI"
2049,6387.39031601285,"HTI"
2050,6711.96182468509,"HTI"
2021,55000.51,"HUN"
2022,57327.8859234221,"HUN"
2023,59753.7460006988,"HUN"
2024,62282.2576413419,"HUN"
2025,64917.7646010197,"HUN"
2026,67664.7944437393,"HUN"
2027,70528.066319794,"HUN"
2028,73512.4990728394,"HUN"
2029,76623.2196900249,"HUN"
2030,79865.572109696,"HUN"
2031,83245.1264018005,"HUN"
2032,86767.6883367677,"HUN"
2033,90439.3093592997,"HUN"
2034,94266.29698421,"HUN"
2035,98255.2256321663,"HUN"
2036,102412.947923954,"HUN"
2037,106746.606452664,"HUN"
2038,111263.646054023,"HUN"
2039,115971.826595954,"HUN"
2040,120879.236309332,"HUN"
2041,125994.305682834,"HUN"
2042,131325.821945765,"HUN"
2043,136882.944163726,"HUN"
2044,142675.218973065,"HUN"
2045,148712.596981139,"HUN"
2046,155005.449860567,"HUN"
2047,161564.588166824,"HUN"
2048,168401.279909811,"HUN"
2049,175527.269911277,"HUN"
2050,182954.799981372,"HUN"
2021,470360.4,"IDN"
2022,478113.385797266,"IDN"
2023,485994.164641678,"IDN"
2024,494004.842955628,"IDN"
2025,502147.56188183,"IDN"
2026,510424.49785561,"IDN"
2027,518837.863186644,"IDN"
2028,527389.906650272,"IDN"
2029,536082.914088571,"IDN"
2030,544919.20902132,"IDN"
2031,553901.153267051,"IDN"
2032,563031.147574328,"IDN"
2033,572311.632263435,"IDN"
2034,581745.087878637,"IDN"
2035,591334.035851196,"IDN"
2036,601081.039173318,"IDN"
2037,610988.703083198,"IDN"
2038,621059.67576137,"IDN"
2039,631296.649038526,"IDN"
2040,641702.359115006,"IDN"
2041,652279.587292146,"IDN"
2042,663031.16071568,"IDN"
2043,673959.953131396,"IDN"
2044,685068.885653254,"IDN"
2045,696360.92754415,"IDN"
2046,707839.097009565,"IDN"
2047,719506.46200429,"IDN"
2048,731366.141052442,"IDN"
2049,743421.304081007,"IDN"
2050,755675.173267114,"IDN"
2021,413999.6,"IND"
2022,433165.477986226,"IND"
2023,453218.629484268,"IND"
2024,474200.130320935,"IND"
2025,496152.95790527,"IND"
2026,519122.079261226,"IND"
2027,543154.543135771,"IND"
2028,568299.57637108,"IND"
2029,594608.684738218,"IND"
2030,622135.758438875,"IND"
2031,650937.182491235,"IND"
2032,681071.952226096,"IND"
2033,712601.794129822,"IND"
2034,745591.29228165,"IND"
2035,780108.02064434,"IND"
2036,816222.681479146,"IND"
2037,854009.250168631,"IND"
2038,893545.12674397,"IND"
2039,934911.294427131,"IND"
2040,978192.485512665,"IND"
2041,1023477.35492891,"IND"
2042,1070858.66183412,"IND"
2043,1120433.45961944,"IND"
2044,1172303.29470805,"IND"
2045,1226574.4145575,"IND"
2046,1283357.98529147,"IND"
2047,1342770.31940664,"IND"
2048,1404933.11402111,"IND"
2049,1469973.70015244,"IND"
2050,1538025.30353583,"IND"
2021,8873.923,"IRL"
2022,8990.29861495927,"IRL"
2023,9108.20041892842,"IRL"
2024,9227.64842686414,"IRL"
2025,9348.66291620603,"IRL"
2026,9471.26443031883,"IRL"
2027,9595.47378197989,"IRL"
2028,9721.31205691234,"IRL"
2029,9848.80061736459,"IRL"
2030,9977.96110573675,"IRL"
2031,10108.8154482547,"IRL"
2032,10241.3858586921,"IRL"
2033,10375.6948421418,"IRL"
2034,10511.7651988357,"IRL"
2035,10649.6200280157,"IRL"
2036,10789.2827318551,"IRL"
2037,10930.7770194311,"IRL"
2038,11074.1269107496,"IRL"
2039,11219.3567408231,"IRL"
2040,11366.4911638016,"IRL"
2041,11515.555157158,"IRL"
2042,11666.5740259279,"IRL"
2043,11819.5734070061,"IRL"
2044,11974.5792734979,"IRL"
2045,12131.6179391288,"IRL"
2046,12290.7160627115,"IRL"
2047,12451.900652671,"IRL"
2048,12615.1990716303,"IRL"
2049,12780.6390410547,"IRL"
2050,12948.2486459583,"IRL"
2021,18459.66,"IRN"
2022,16823.2513424475,"IRN"
2023,15331.9067486163,"IRN"
2024,13972.766605178,"IRN"
2025,12734.1112755201,"IRN"
2026,11605.2600432928,"IRN"
2027,10576.4790143902,"IRN"
2028,9638.89718322051,"IRN"
2029,8784.4299395183,"IRN"
2030,8005.70935611152,"IRN"
2031,7296.02065652607,"IRN"
2032,6649.24431459882,"IRN"
2033,6059.8032868339,"IRN"
2034,5522.61492249568,"IRN"
2035,5033.04713676721,"IRN"
2036,4586.87846906285,"IRN"
2037,4180.26168208436,"IRN"
2038,3809.69058774147,"IRN"
2039,3471.96981388235,"IRN"
2040,3164.18725113754,"IRN"
2041,2883.6889422912,"IRN"
