,Nation,iso_code3,Year,fuelefficiency_trns_public_biofuels_km_per_litre
3494,Kiribati,KIR,2045,1.874884
3495,Kiribati,KIR,2046,1.874884
3496,Kiribati,KIR,2047,1.874884
3497,Kiribati,KIR,2048,1.874884
3498,Kiribati,KIR,2049,1.874884
3499,Kiribati,KIR,2050,1.874884
3500,St. Kitts and Nevis,KNA,2023,1.874884
3501,St. Kitts and Nevis,KNA,2024,1.874884
3502,St. Kitts and Nevis,KNA,2025,1.874884
3503,St. Kitts and Nevis,KNA,2026,1.874884
3504,St. Kitts and Nevis,KNA,2027,1.874884
3505,St. Kitts and Nevis,KNA,2028,1.874884
3506,St. Kitts and Nevis,KNA,2029,1.874884
3507,St. Kitts and Nevis,KNA,2030,1.874884
3508,St. Kitts and Nevis,KNA,2031,1.874884
3509,St. Kitts and Nevis,KNA,2032,1.874884
3510,St. Kitts and Nevis,KNA,2033,1.874884
3511,St. Kitts and Nevis,KNA,2034,1.874884
3512,St. Kitts and Nevis,KNA,2035,1.874884
3513,St. Kitts and Nevis,KNA,2036,1.874884
3514,St. Kitts and Nevis,KNA,2037,1.874884
3515,St. Kitts and Nevis,KNA,2038,1.874884
3516,St. Kitts and Nevis,KNA,2039,1.874884
3517,St. Kitts and Nevis,KNA,2040,1.874884
3518,St. Kitts and Nevis,KNA,2041,1.874884
3519,St. Kitts and Nevis,KNA,2042,1.874884
3520,St. Kitts and Nevis,KNA,2043,1.874884
3521,St. Kitts and Nevis,KNA,2044,1.874884
3522,St. Kitts and Nevis,KNA,2045,1.874884
3523,St. Kitts and Nevis,KNA,2046,1.874884
3524,St. Kitts and Nevis,KNA,2047,1.874884
3525,St. Kitts and Nevis,KNA,2048,1.874884
3526,St. Kitts and Nevis,KNA,2049,1.874884
3527,St. Kitts and Nevis,KNA,2050,1.874884
3528,"Korea, Rep.",KOR,2023,1.874884
3529,"Korea, Rep.",KOR,2024,1.874884
3530,"Korea, Rep.",KOR,2025,1.874884
3531,"Korea, Rep.",KOR,2026,1.874884
3532,"Korea, Rep.",KOR,2027,1.874884
3533,"Korea, Rep.",KOR,2028,1.874884
3534,"Korea, Rep.",KOR,2029,1.874884
3535,"Korea, Rep.",KOR,2030,1.874884
3536,"Korea, Rep.",KOR,2031,1.874884
3537,"Korea, Rep.",KOR,2032,1.874884
3538,"Korea, Rep.",KOR,2033,1.874884
3539,"Korea, Rep.",KOR,2034,1.874884
3540,"Korea, Rep.",KOR,2035,1.874884
3541,"Korea, Rep.",KOR,2036,1.874884
3542,"Korea, Rep.",KOR,2037,1.874884
3543,"Korea, Rep.",KOR,2038,1.874884
3544,"Korea, Rep.",KOR,2039,1.874884
3545,"Korea, Rep.",KOR,2040,1.874884
3546,"Korea, Rep.",KOR,2041,1.874884
3547,"Korea, Rep.",KOR,2042,1.874884
3548,"Korea, Rep.",KOR,2043,1.874884
3549,"Korea, Rep.",KOR,2044,1.874884
3550,"Korea, Rep.",KOR,2045,1.874884
3551,"Korea, Rep.",KOR,2046,1.874884
3552,"Korea, Rep.",KOR,2047,1.874884
3553,"Korea, Rep.",KOR,2048,1.874884
3554,"Korea, Rep.",KOR,2049,1.874884
3555,"Korea, Rep.",KOR,2050,1.874884
3556,Kuwait,KWT,2023,1.874884
3557,Kuwait,KWT,2024,1.874884
3558,Kuwait,KWT,2025,1.874884
3559,Kuwait,KWT,2026,1.874884
3560,Kuwait,KWT,2027,1.874884
3561,Kuwait,KWT,2028,1.874884
3562,Kuwait,KWT,2029,1.874884
3563,Kuwait,KWT,2030,1.874884
3564,Kuwait,KWT,2031,1.874884
3565,Kuwait,KWT,2032,1.874884
3566,Kuwait,KWT,2033,1.874884
3567,Kuwait,KWT,2034,1.874884
3568,Kuwait,KWT,2035,1.874884
3569,Kuwait,KWT,2036,1.874884
3570,Kuwait,KWT,2037,1.874884
3571,Kuwait,KWT,2038,1.874884
3572,Kuwait,KWT,2039,1.874884
3573,Kuwait,KWT,2040,1.874884
3574,Kuwait,KWT,2041,1.874884
3575,Kuwait,KWT,2042,1.874884
3576,Kuwait,KWT,2043,1.874884
3577,Kuwait,KWT,2044,1.874884
3578,Kuwait,KWT,2045,1.874884
3579,Kuwait,KWT,2046,1.874884
3580,Kuwait,KWT,2047,1.874884
3581,Kuwait,KWT,2048,1.874884
3582,Kuwait,KWT,2049,1.874884
3583,Kuwait,KWT,2050,1.874884
3584,Latin America & Caribbean (excluding high income),LAC,2023,1.874884
3585,Latin America & Caribbean (excluding high income),LAC,2024,1.874884
3586,Latin America & Caribbean (excluding high income),LAC,2025,1.874884
3587,Latin America & Caribbean (excluding high income),LAC,2026,1.874884
3588,Latin America & Caribbean (excluding high income),LAC,2027,1.874884
3589,Latin America & Caribbean (excluding high income),LAC,2028,1.874884
3590,Latin America & Caribbean (excluding high income),LAC,2029,1.874884
3591,Latin America & Caribbean (excluding high income),LAC,2030,1.874884
3592,Latin America & Caribbean (excluding high income),LAC,2031,1.874884
3593,Latin America & Caribbean (excluding high income),LAC,2032,1.874884
3594,Latin America & Caribbean (excluding high income),LAC,2033,1.874884
3595,Latin America & Caribbean (excluding high income),LAC,2034,1.874884
3596,Latin America & Caribbean (excluding high income),LAC,2035,1.874884
3597,Latin America & Caribbean (excluding high income),LAC,2036,1.874884
3598,Latin America & Caribbean (excluding high income),LAC,2037,1.874884
3599,Latin America & Caribbean (excluding high income),LAC,2038,1.874884
3600,Latin America & Caribbean (excluding high income),LAC,2039,1.874884
3601,Latin America & Caribbean (excluding high income),LAC,2040,1.874884
3602,Latin America & Caribbean (excluding high income),LAC,2041,1.874884
3603,Latin America & Caribbean (excluding high income),LAC,2042,1.874884
3604,Latin America & Caribbean (excluding high income),LAC,2043,1.874884
3605,Latin America & Caribbean (excluding high income),LAC,2044,1.874884
3606,Latin America & Caribbean (excluding high income),LAC,2045,1.874884
3607,Latin America & Caribbean (excluding high income),LAC,2046,1.874884
3608,Latin America & Caribbean (excluding high income),LAC,2047,1.874884
3609,Latin America & Caribbean (excluding high income),LAC,2048,1.874884
3610,Latin America & Caribbean (excluding high income),LAC,2049,1.874884
3611,Latin America & Caribbean (excluding high income),LAC,2050,1.874884
3612,Lao PDR,LAO,2023,1.874884
3613,Lao PDR,LAO,2024,1.874884
3614,Lao PDR,LAO,2025,1.874884
3615,Lao PDR,LAO,2026,1.874884
3616,Lao PDR,LAO,2027,1.874884
3617,Lao PDR,LAO,2028,1.874884
3618,Lao PDR,LAO,2029,1.874884
3619,Lao PDR,LAO,2030,1.874884
3620,Lao PDR,LAO,2031,1.874884
3621,Lao PDR,LAO,2032,1.874884
3622,Lao PDR,LAO,2033,1.874884
3623,Lao PDR,LAO,2034,1.874884
3624,Lao PDR,LAO,2035,1.874884
3625,Lao PDR,LAO,2036,1.874884
3626,Lao PDR,LAO,2037,1.874884
3627,Lao PDR,LAO,2038,1.874884
3628,Lao PDR,LAO,2039,1.874884
3629,Lao PDR,LAO,2040,1.874884
3630,Lao PDR,LAO,2041,1.874884
3631,Lao PDR,LAO,2042,1.874884
3632,Lao PDR,LAO,2043,1.874884
3633,Lao PDR,LAO,2044,1.874884
3634,Lao PDR,LAO,2045,1.874884
3635,Lao PDR,LAO,2046,1.874884
3636,Lao PDR,LAO,2047,1.874884
3637,Lao PDR,LAO,2048,1.874884
3638,Lao PDR,LAO,2049,1.874884
3639,Lao PDR,LAO,2050,1.874884
3640,Lebanon,LBN,2023,1.874884
3641,Lebanon,LBN,2024,1.874884
3642,Lebanon,LBN,2025,1.874884
3643,Lebanon,LBN,2026,1.874884
3644,Lebanon,LBN,2027,1.874884
3645,Lebanon,LBN,2028,1.874884
3646,Lebanon,LBN,2029,1.874884
3647,Lebanon,LBN,2030,1.874884
3648,Lebanon,LBN,2031,1.874884
3649,Lebanon,LBN,2032,1.874884
3650,Lebanon,LBN,2033,1.874884
3651,Lebanon,LBN,2034,1.874884
3652,Lebanon,LBN,2035,1.874884
3653,Lebanon,LBN,2036,1.874884
3654,Lebanon,LBN,2037,1.874884
3655,Lebanon,LBN,2038,1.874884
3656,Lebanon,LBN,2039,1.874884
3657,Lebanon,LBN,2040,1.874884
3658,Lebanon,LBN,2041,1.874884
3659,Lebanon,LBN,2042,1.874884
3660,Lebanon,LBN,2043,1.874884
3661,Lebanon,LBN,2044,1.874884
3662,Lebanon,LBN,2045,1.874884
3663,Lebanon,LBN,2046,1.874884
3664,Lebanon,LBN,2047,1.874884
3665,Lebanon,LBN,2048,1.874884
3666,Lebanon,LBN,2049,1.874884
3667,Lebanon,LBN,2050,1.874884
3668,Liberia,LBR,2023,1.874884
3669,Liberia,LBR,2024,1.874884
3670,Liberia,LBR,2025,1.874884
3671,Liberia,LBR,2026,1.874884
3672,Liberia,LBR,2027,1.874884
3673,Liberia,LBR,2028,1.874884
3674,Liberia,LBR,2029,1.874884
3675,Liberia,LBR,2030,1.874884
3676,Liberia,LBR,2031,1.874884
3677,Liberia,LBR,2032,1.874884
3678,Liberia,LBR,2033,1.874884
3679,Liberia,LBR,2034,1.874884
3680,Liberia,LBR,2035,1.874884
3681,Liberia,LBR,2036,1.874884
3682,Liberia,LBR,2037,1.874884
3683,Liberia,LBR,2038,1.874884
3684,Liberia,LBR,2039,1.874884
3685,Liberia,LBR,2040,1.874884
3686,Liberia,LBR,2041,1.874884
3687,Liberia,LBR,2042,1.874884
3688,Liberia,LBR,2043,1.874884
3689,Liberia,LBR,2044,1.874884
3690,Liberia,LBR,2045,1.874884
3691,Liberia,LBR,2046,1.874884
3692,Liberia,LBR,2047,1.874884
3693,Liberia,LBR,2048,1.874884
3694,Liberia,LBR,2049,1.874884
3695,Liberia,LBR,2050,1.874884
3696,Libya,LBY,2023,1.874884
3697,Libya,LBY,2024,1.874884
3698,Libya,LBY,2025,1.874884
3699,Libya,LBY,2026,1.874884
3700,Libya,LBY,2027,1.874884
3701,Libya,LBY,2028,1.874884
3702,Libya,LBY,2029,1.874884
3703,Libya,LBY,2030,1.874884
3704,Libya,LBY,2031,1.874884
3705,Libya,LBY,2032,1.874884
3706,Libya,LBY,2033,1.874884
3707,Libya,LBY,2034,1.874884
3708,Libya,LBY,2035,1.874884
3709,Libya,LBY,2036,1.874884
3710,Libya,LBY,2037,1.874884
3711,Libya,LBY,2038,1.874884
3712,Libya,LBY,2039,1.874884
3713,Libya,LBY,2040,1.874884
3714,Libya,LBY,2041,1.874884
3715,Libya,LBY,2042,1.874884
3716,Libya,LBY,2043,1.874884
3717,Libya,LBY,2044,1.874884
3718,Libya,LBY,2045,1.874884
3719,Libya,LBY,2046,1.874884
3720,Libya,LBY,2047,1.874884
3721,Libya,LBY,2048,1.874884
3722,Libya,LBY,2049,1.874884
3723,Libya,LBY,2050,1.874884
3724,St. Lucia,LCA,2023,1.874884
3725,St. Lucia,LCA,2024,1.874884
3726,St. Lucia,LCA,2025,1.874884
3727,St. Lucia,LCA,2026,1.874884
3728,St. Lucia,LCA,2027,1.874884
3729,St. Lucia,LCA,2028,1.874884
3730,St. Lucia,LCA,2029,1.874884
3731,St. Lucia,LCA,2030,1.874884
3732,St. Lucia,LCA,2031,1.874884
3733,St. Lucia,LCA,2032,1.874884
3734,St. Lucia,LCA,2033,1.874884
3735,St. Lucia,LCA,2034,1.874884
3736,St. Lucia,LCA,2035,1.874884
3737,St. Lucia,LCA,2036,1.874884
3738,St. Lucia,LCA,2037,1.874884
3739,St. Lucia,LCA,2038,1.874884
3740,St. Lucia,LCA,2039,1.874884
3741,St. Lucia,LCA,2040,1.874884
3742,St. Lucia,LCA,2041,1.874884
3743,St. Lucia,LCA,2042,1.874884
3744,St. Lucia,LCA,2043,1.874884
3745,St. Lucia,LCA,2044,1.874884
3746,St. Lucia,LCA,2045,1.874884
3747,St. Lucia,LCA,2046,1.874884
3748,St. Lucia,LCA,2047,1.874884
3749,St. Lucia,LCA,2048,1.874884
3750,St. Lucia,LCA,2049,1.874884
3751,St. Lucia,LCA,2050,1.874884
3752,Latin America & Caribbean,LCN,2023,1.874884
3753,Latin America & Caribbean,LCN,2024,1.874884
3754,Latin America & Caribbean,LCN,2025,1.874884
3755,Latin America & Caribbean,LCN,2026,1.874884
3756,Latin America & Caribbean,LCN,2027,1.874884
3757,Latin America & Caribbean,LCN,2028,1.874884
3758,Latin America & Caribbean,LCN,2029,1.874884
3759,Latin America & Caribbean,LCN,2030,1.874884
3760,Latin America & Caribbean,LCN,2031,1.874884
3761,Latin America & Caribbean,LCN,2032,1.874884
3762,Latin America & Caribbean,LCN,2033,1.874884
3763,Latin America & Caribbean,LCN,2034,1.874884
3764,Latin America & Caribbean,LCN,2035,1.874884
3765,Latin America & Caribbean,LCN,2036,1.874884
3766,Latin America & Caribbean,LCN,2037,1.874884
3767,Latin America & Caribbean,LCN,2038,1.874884
3768,Latin America & Caribbean,LCN,2039,1.874884
3769,Latin America & Caribbean,LCN,2040,1.874884
3770,Latin America & Caribbean,LCN,2041,1.874884
3771,Latin America & Caribbean,LCN,2042,1.874884
3772,Latin America & Caribbean,LCN,2043,1.874884
3773,Latin America & Caribbean,LCN,2044,1.874884
3774,Latin America & Caribbean,LCN,2045,1.874884
3775,Latin America & Caribbean,LCN,2046,1.874884
3776,Latin America & Caribbean,LCN,2047,1.874884
3777,Latin America & Caribbean,LCN,2048,1.874884
3778,Latin America & Caribbean,LCN,2049,1.874884
3779,Latin America & Caribbean,LCN,2050,1.874884
3780,Least developed countries: UN classification,LDC,2023,1.874884
3781,Least developed countries: UN classification,LDC,2024,1.874884
3782,Least developed countries: UN classification,LDC,2025,1.874884
3783,Least developed countries: UN classification,LDC,2026,1.874884
3784,Least developed countries: UN classification,LDC,2027,1.874884
3785,Least developed countries: UN classification,LDC,2028,1.874884
3786,Least developed countries: UN classification,LDC,2029,1.874884
3787,Least developed countries: UN classification,LDC,2030,1.874884
3788,Least developed countries: UN classification,LDC,2031,1.874884
3789,Least developed countries: UN classification,LDC,2032,1.874884
3790,Least developed countries: UN classification,LDC,2033,1.874884
3791,Least developed countries: UN classification,LDC,2034,1.874884
3792,Least developed countries: UN classification,LDC,2035,1.874884
3793,Least developed countries: UN classification,LDC,2036,1.874884
3794,Least developed countries: UN classification,LDC,2037,1.874884
3795,Least developed countries: UN classification,LDC,2038,1.874884
3796,Least developed countries: UN classification,LDC,2039,1.874884
3797,Least developed countries: UN classification,LDC,2040,1.874884
3798,Least developed countries: UN classification,LDC,2041,1.874884
3799,Least developed countries: UN classification,LDC,2042,1.874884
3800,Least developed countries: UN classification,LDC,2043,1.874884
3801,Least developed countries: UN classification,LDC,2044,1.874884
3802,Least developed countries: UN classification,LDC,2045,1.874884
3803,Least developed countries: UN classification,LDC,2046,1.874884
3804,Least developed countries: UN classification,LDC,2047,1.874884
3805,Least developed countries: UN classification,LDC,2048,1.874884
3806,Least developed countries: UN classification,LDC,2049,1.874884
3807,Least developed countries: UN classification,LDC,2050,1.874884
3808,Low income,LIC,2023,1.874884
3809,Low income,LIC,2024,1.874884
3810,Low income,LIC,2025,1.874884
3811,Low income,LIC,2026,1.874884
3812,Low income,LIC,2027,1.874884
3813,Low income,LIC,2028,1.874884
3814,Low income,LIC,2029,1.874884
3815,Low income,LIC,2030,1.874884
3816,Low income,LIC,2031,1.874884
3817,Low income,LIC,2032,1.874884
3818,Low income,LIC,2033,1.874884
3819,Low income,LIC,2034,1.874884
3820,Low income,LIC,2035,1.874884
3821,Low income,LIC,2036,1.874884
3822,Low income,LIC,2037,1.874884
3823,Low income,LIC,2038,1.874884
3824,Low income,LIC,2039,1.874884
3825,Low income,LIC,2040,1.874884
3826,Low income,LIC,2041,1.874884
3827,Low income,LIC,2042,1.874884
3828,Low income,LIC,2043,1.874884
3829,Low income,LIC,2044,1.874884
3830,Low income,LIC,2045,1.874884
3831,Low income,LIC,2046,1.874884
3832,Low income,LIC,2047,1.874884
3833,Low income,LIC,2048,1.874884
3834,Low income,LIC,2049,1.874884
3835,Low income,LIC,2050,1.874884
3836,Liechtenstein,LIE,2023,1.874884
3837,Liechtenstein,LIE,2024,1.874884
3838,Liechtenstein,LIE,2025,1.874884
3839,Liechtenstein,LIE,2026,1.874884
3840,Liechtenstein,LIE,2027,1.874884
3841,Liechtenstein,LIE,2028,1.874884
3842,Liechtenstein,LIE,2029,1.874884
3843,Liechtenstein,LIE,2030,1.874884
3844,Liechtenstein,LIE,2031,1.874884
3845,Liechtenstein,LIE,2032,1.874884
3846,Liechtenstein,LIE,2033,1.874884
3847,Liechtenstein,LIE,2034,1.874884
3848,Liechtenstein,LIE,2035,1.874884
3849,Liechtenstein,LIE,2036,1.874884
3850,Liechtenstein,LIE,2037,1.874884
3851,Liechtenstein,LIE,2038,1.874884
3852,Liechtenstein,LIE,2039,1.874884
3853,Liechtenstein,LIE,2040,1.874884
3854,Liechtenstein,LIE,2041,1.874884
3855,Liechtenstein,LIE,2042,1.874884
3856,Liechtenstein,LIE,2043,1.874884
3857,Liechtenstein,LIE,2044,1.874884
3858,Liechtenstein,LIE,2045,1.874884
3859,Liechtenstein,LIE,2046,1.874884
3860,Liechtenstein,LIE,2047,1.874884
3861,Liechtenstein,LIE,2048,1.874884
3862,Liechtenstein,LIE,2049,1.874884
3863,Liechtenstein,LIE,2050,1.874884
3864,Sri Lanka,LKA,2023,1.874884
3865,Sri Lanka,LKA,2024,1.874884
3866,Sri Lanka,LKA,2025,1.874884
3867,Sri Lanka,LKA,2026,1.874884
3868,Sri Lanka,LKA,2027,1.874884
3869,Sri Lanka,LKA,2028,1.874884
3870,Sri Lanka,LKA,2029,1.874884
3871,Sri Lanka,LKA,2030,1.874884
3872,Sri Lanka,LKA,2031,1.874884
3873,Sri Lanka,LKA,2032,1.874884
3874,Sri Lanka,LKA,2033,1.874884
3875,Sri Lanka,LKA,2034,1.874884
3876,Sri Lanka,LKA,2035,1.874884
3877,Sri Lanka,LKA,2036,1.874884
3878,Sri Lanka,LKA,2037,1.874884
3879,Sri Lanka,LKA,2038,1.874884
3880,Sri Lanka,LKA,2039,1.874884
3881,Sri Lanka,LKA,2040,1.874884
3882,Sri Lanka,LKA,2041,1.874884
3883,Sri Lanka,LKA,2042,1.874884
3884,Sri Lanka,LKA,2043,1.874884
3885,Sri Lanka,LKA,2044,1.874884
3886,Sri Lanka,LKA,2045,1.874884
3887,Sri Lanka,LKA,2046,1.874884
3888,Sri Lanka,LKA,2047,1.874884
3889,Sri Lanka,LKA,2048,1.874884
3890,Sri Lanka,LKA,2049,1.874884
3891,Sri Lanka,LKA,2050,1.874884
3892,Lower middle income,LMC,2023,1.874884
3893,Lower middle income,LMC,2024,1.874884
3894,Lower middle income,LMC,2025,1.874884
3895,Lower middle income,LMC,2026,1.874884
3896,Lower middle income,LMC,2027,1.874884
3897,Lower middle income,LMC,2028,1.874884
3898,Lower middle income,LMC,2029,1.874884
3899,Lower middle income,LMC,2030,1.874884
3900,Lower middle income,LMC,2031,1.874884
3901,Lower middle income,LMC,2032,1.874884
3902,Lower middle income,LMC,2033,1.874884
3903,Lower middle income,LMC,2034,1.874884
3904,Lower middle income,LMC,2035,1.874884
3905,Lower middle income,LMC,2036,1.874884
3906,Lower middle income,LMC,2037,1.874884
3907,Lower middle income,LMC,2038,1.874884
3908,Lower middle income,LMC,2039,1.874884
3909,Lower middle income,LMC,2040,1.874884
3910,Lower middle income,LMC,2041,1.874884
3911,Lower middle income,LMC,2042,1.874884
3912,Lower middle income,LMC,2043,1.874884
3913,Lower middle income,LMC,2044,1.874884
3914,Lower middle income,LMC,2045,1.874884
3915,Lower middle income,LMC,2046,1.874884
3916,Lower middle income,LMC,2047,1.874884
3917,Lower middle income,LMC,2048,1.874884
3918,Lower middle income,LMC,2049,1.874884
3919,Lower middle income,LMC,2050,1.874884
3920,Low & middle income,LMY,2023,1.874884
3921,Low & middle income,LMY,2024,1.874884
3922,Low & middle income,LMY,2025,1.874884
3923,Low & middle income,LMY,2026,1.874884
3924,Low & middle income,LMY,2027,1.874884
3925,Low & middle income,LMY,2028,1.874884
3926,Low & middle income,LMY,2029,1.874884
3927,Low & middle income,LMY,2030,1.874884
3928,Low & middle income,LMY,2031,1.874884
3929,Low & middle income,LMY,2032,1.874884
3930,Low & middle income,LMY,2033,1.874884
3931,Low & middle income,LMY,2034,1.874884
3932,Low & middle income,LMY,2035,1.874884
3933,Low & middle income,LMY,2036,1.874884
3934,Low & middle income,LMY,2037,1.874884
3935,Low & middle income,LMY,2038,1.874884
3936,Low & middle income,LMY,2039,1.874884
3937,Low & middle income,LMY,2040,1.874884
3938,Low & middle income,LMY,2041,1.874884
3939,Low & middle income,LMY,2042,1.874884
3940,Low & middle income,LMY,2043,1.874884
3941,Low & middle income,LMY,2044,1.874884
3942,Low & middle income,LMY,2045,1.874884
3943,Low & middle income,LMY,2046,1.874884
3944,Low & middle income,LMY,2047,1.874884
3945,Low & middle income,LMY,2048,1.874884
3946,Low & middle income,LMY,2049,1.874884
3947,Low & middle income,LMY,2050,1.874884
3948,Lesotho,LSO,2023,1.874884
3949,Lesotho,LSO,2024,1.874884
3950,Lesotho,LSO,2025,1.874884
3951,Lesotho,LSO,2026,1.874884
3952,Lesotho,LSO,2027,1.874884
3953,Lesotho,LSO,2028,1.874884
3954,Lesotho,LSO,2029,1.874884
3955,Lesotho,LSO,2030,1.874884
3956,Lesotho,LSO,2031,1.874884
3957,Lesotho,LSO,2032,1.874884
3958,Lesotho,LSO,2033,1.874884
3959,Lesotho,LSO,2034,1.874884
3960,Lesotho,LSO,2035,1.874884
3961,Lesotho,LSO,2036,1.874884
3962,Lesotho,LSO,2037,1.874884
3963,Lesotho,LSO,2038,1.874884
3964,Lesotho,LSO,2039,1.874884
3965,Lesotho,LSO,2040,1.874884
3966,Lesotho,LSO,2041,1.874884
3967,Lesotho,LSO,2042,1.874884
3968,Lesotho,LSO,2043,1.874884
3969,Lesotho,LSO,2044,1.874884
3970,Lesotho,LSO,2045,1.874884
3971,Lesotho,LSO,2046,1.874884
3972,Lesotho,LSO,2047,1.874884
3973,Lesotho,LSO,2048,1.874884
3974,Lesotho,LSO,2049,1.874884
3975,Lesotho,LSO,2050,1.874884
3976,Late-demographic dividend,LTE,2023,1.874884
3977,Late-demographic dividend,LTE,2024,1.874884
3978,Late-demographic dividend,LTE,2025,1.874884
3979,Late-demographic dividend,LTE,2026,1.874884
3980,Late-demographic dividend,LTE,2027,1.874884
3981,Late-demographic dividend,LTE,2028,1.874884
3982,Late-demographic dividend,LTE,2029,1.874884
3983,Late-demographic dividend,LTE,2030,1.874884
3984,Late-demographic dividend,LTE,2031,1.874884
3985,Late-demographic dividend,LTE,2032,1.874884
3986,Late-demographic dividend,LTE,2033,1.874884
3987,Late-demographic dividend,LTE,2034,1.874884
3988,Late-demographic dividend,LTE,2035,1.874884
3989,Late-demographic dividend,LTE,2036,1.874884
3990,Late-demographic dividend,LTE,2037,1.874884
3991,Late-demographic dividend,LTE,2038,1.874884
3992,Late-demographic dividend,LTE,2039,1.874884
3993,Late-demographic dividend,LTE,2040,1.874884
3994,Late-demographic dividend,LTE,2041,1.874884
3995,Late-demographic dividend,LTE,2042,1.874884
3996,Late-demographic dividend,LTE,2043,1.874884
3997,Late-demographic dividend,LTE,2044,1.874884
3998,Late-demographic dividend,LTE,2045,1.874884
3999,Late-demographic dividend,LTE,2046,1.874884
4000,Late-demographic dividend,LTE,2047,1.874884
4001,Late-demographic dividend,LTE,2048,1.874884
4002,Late-demographic dividend,LTE,2049,1.874884
4003,Late-demographic dividend,LTE,2050,1.874884
4004,Lithuania,LTU,2023,1.874884
4005,Lithuania,LTU,2024,1.874884
4006,Lithuania,LTU,2025,1.874884
4007,Lithuania,LTU,2026,1.874884
4008,Lithuania,LTU,2027,1.874884
4009,Lithuania,LTU,2028,1.874884
4010,Lithuania,LTU,2029,1.874884
4011,Lithuania,LTU,2030,1.874884
4012,Lithuania,LTU,2031,1.874884
4013,Lithuania,LTU,2032,1.874884
4014,Lithuania,LTU,2033,1.874884
4015,Lithuania,LTU,2034,1.874884
4016,Lithuania,LTU,2035,1.874884
4017,Lithuania,LTU,2036,1.874884
4018,Lithuania,LTU,2037,1.874884
4019,Lithuania,LTU,2038,1.874884
4020,Lithuania,LTU,2039,1.874884
4021,Lithuania,LTU,2040,1.874884
4022,Lithuania,LTU,2041,1.874884
4023,Lithuania,LTU,2042,1.874884
4024,Lithuania,LTU,2043,1.874884
4025,Lithuania,LTU,2044,1.874884
4026,Lithuania,LTU,2045,1.874884
4027,Lithuania,LTU,2046,1.874884
4028,Lithuania,LTU,2047,1.874884
4029,Lithuania,LTU,2048,1.874884
4030,Lithuania,LTU,2049,1.874884
4031,Lithuania,LTU,2050,1.874884
4032,Luxembourg,LUX,2023,1.874884
4033,Luxembourg,LUX,2024,1.874884
4034,Luxembourg,LUX,2025,1.874884
4035,Luxembourg,LUX,2026,1.874884
4036,Luxembourg,LUX,2027,1.874884
4037,Luxembourg,LUX,2028,1.874884
4038,Luxembourg,LUX,2029,1.874884
4039,Luxembourg,LUX,2030,1.874884
4040,Luxembourg,LUX,2031,1.874884
4041,Luxembourg,LUX,2032,1.874884
4042,Luxembourg,LUX,2033,1.874884
4043,Luxembourg,LUX,2034,1.874884
4044,Luxembourg,LUX,2035,1.874884
4045,Luxembourg,LUX,2036,1.874884
4046,Luxembourg,LUX,2037,1.874884
4047,Luxembourg,LUX,2038,1.874884
4048,Luxembourg,LUX,2039,1.874884
4049,Luxembourg,LUX,2040,1.874884
4050,Luxembourg,LUX,2041,1.874884
4051,Luxembourg,LUX,2042,1.874884
4052,Luxembourg,LUX,2043,1.874884
4053,Luxembourg,LUX,2044,1.874884
4054,Luxembourg,LUX,2045,1.874884
4055,Luxembourg,LUX,2046,1.874884
4056,Luxembourg,LUX,2047,1.874884
4057,Luxembourg,LUX,2048,1.874884
4058,Luxembourg,LUX,2049,1.874884
4059,Luxembourg,LUX,2050,1.874884
4060,Latvia,LVA,2023,1.874884
4061,Latvia,LVA,2024,1.874884
4062,Latvia,LVA,2025,1.874884
4063,Latvia,LVA,2026,1.874884
4064,Latvia,LVA,2027,1.874884
4065,Latvia,LVA,2028,1.874884
4066,Latvia,LVA,2029,1.874884
4067,Latvia,LVA,2030,1.874884
4068,Latvia,LVA,2031,1.874884
4069,Latvia,LVA,2032,1.874884
4070,Latvia,LVA,2033,1.874884
4071,Latvia,LVA,2034,1.874884
4072,Latvia,LVA,2035,1.874884
4073,Latvia,LVA,2036,1.874884
4074,Latvia,LVA,2037,1.874884
4075,Latvia,LVA,2038,1.874884
4076,Latvia,LVA,2039,1.874884
4077,Latvia,LVA,2040,1.874884
4078,Latvia,LVA,2041,1.874884
4079,Latvia,LVA,2042,1.874884
4080,Latvia,LVA,2043,1.874884
4081,Latvia,LVA,2044,1.874884
4082,Latvia,LVA,2045,1.874884
4083,Latvia,LVA,2046,1.874884
4084,Latvia,LVA,2047,1.874884
4085,Latvia,LVA,2048,1.874884
4086,Latvia,LVA,2049,1.874884
4087,Latvia,LVA,2050,1.874884
4088,"Macao SAR, China",MAC,2023,1.874884
4089,"Macao SAR, China",MAC,2024,1.874884
4090,"Macao SAR, China",MAC,2025,1.874884
4091,"Macao SAR, China",MAC,2026,1.874884
4092,"Macao SAR, China",MAC,2027,1.874884
4093,"Macao SAR, China",MAC,2028,1.874884
4094,"Macao SAR, China",MAC,2029,1.874884
4095,"Macao SAR, China",MAC,2030,1.874884
4096,"Macao SAR, China",MAC,2031,1.874884
4097,"Macao SAR, China",MAC,2032,1.874884
4098,"Macao SAR, China",MAC,2033,1.874884
4099,"Macao SAR, China",MAC,2034,1.874884
4100,"Macao SAR, China",MAC,2035,1.874884
4101,"Macao SAR, China",MAC,2036,1.874884
4102,"Macao SAR, China",MAC,2037,1.874884
