,Nation,iso_code3,Year,cost_enfu_fuel_biomass_usd_per_m3
2576,Guatemala,GTM,2023,40.921
2577,Guatemala,GTM,2024,40.921
2578,Guatemala,GTM,2025,40.921
2579,Guatemala,GTM,2026,40.921
2580,Guatemala,GTM,2027,40.921
2581,Guatemala,GTM,2028,40.921
2582,Guatemala,GTM,2029,40.921
2583,Guatemala,GTM,2030,40.921
2584,Guatemala,GTM,2031,40.921
2585,Guatemala,GTM,2032,40.921
2586,Guatemala,GTM,2033,40.921
2587,Guatemala,GTM,2034,40.921
2588,Guatemala,GTM,2035,40.921
2589,Guatemala,GTM,2036,40.921
2590,Guatemala,GTM,2037,40.921
2591,Guatemala,GTM,2038,40.921
2592,Guatemala,GTM,2039,40.921
2593,Guatemala,GTM,2040,40.921
2594,Guatemala,GTM,2041,40.921
2595,Guatemala,GTM,2042,40.921
2596,Guatemala,GTM,2043,40.921
2597,Guatemala,GTM,2044,40.921
2598,Guatemala,GTM,2045,40.921
2599,Guatemala,GTM,2046,40.921
2600,Guatemala,GTM,2047,40.921
2601,Guatemala,GTM,2048,40.921
2602,Guatemala,GTM,2049,40.921
2603,Guatemala,GTM,2050,40.921
2604,Guam,GUM,2023,40.921
2605,Guam,GUM,2024,40.921
2606,Guam,GUM,2025,40.921
2607,Guam,GUM,2026,40.921
2608,Guam,GUM,2027,40.921
2609,Guam,GUM,2028,40.921
2610,Guam,GUM,2029,40.921
2611,Guam,GUM,2030,40.921
2612,Guam,GUM,2031,40.921
2613,Guam,GUM,2032,40.921
2614,Guam,GUM,2033,40.921
2615,Guam,GUM,2034,40.921
2616,Guam,GUM,2035,40.921
2617,Guam,GUM,2036,40.921
2618,Guam,GUM,2037,40.921
2619,Guam,GUM,2038,40.921
2620,Guam,GUM,2039,40.921
2621,Guam,GUM,2040,40.921
2622,Guam,GUM,2041,40.921
2623,Guam,GUM,2042,40.921
2624,Guam,GUM,2043,40.921
2625,Guam,GUM,2044,40.921
2626,Guam,GUM,2045,40.921
2627,Guam,GUM,2046,40.921
2628,Guam,GUM,2047,40.921
2629,Guam,GUM,2048,40.921
2630,Guam,GUM,2049,40.921
2631,Guam,GUM,2050,40.921
2632,Guyana,GUY,2023,40.921
2633,Guyana,GUY,2024,40.921
2634,Guyana,GUY,2025,40.921
2635,Guyana,GUY,2026,40.921
2636,Guyana,GUY,2027,40.921
2637,Guyana,GUY,2028,40.921
2638,Guyana,GUY,2029,40.921
2639,Guyana,GUY,2030,40.921
2640,Guyana,GUY,2031,40.921
2641,Guyana,GUY,2032,40.921
2642,Guyana,GUY,2033,40.921
2643,Guyana,GUY,2034,40.921
2644,Guyana,GUY,2035,40.921
2645,Guyana,GUY,2036,40.921
2646,Guyana,GUY,2037,40.921
2647,Guyana,GUY,2038,40.921
2648,Guyana,GUY,2039,40.921
2649,Guyana,GUY,2040,40.921
2650,Guyana,GUY,2041,40.921
2651,Guyana,GUY,2042,40.921
2652,Guyana,GUY,2043,40.921
2653,Guyana,GUY,2044,40.921
2654,Guyana,GUY,2045,40.921
2655,Guyana,GUY,2046,40.921
2656,Guyana,GUY,2047,40.921
2657,Guyana,GUY,2048,40.921
2658,Guyana,GUY,2049,40.921
2659,Guyana,GUY,2050,40.921
2660,High income,HIC,2023,40.921
2661,High income,HIC,2024,40.921
2662,High income,HIC,2025,40.921
2663,High income,HIC,2026,40.921
2664,High income,HIC,2027,40.921
2665,High income,HIC,2028,40.921
2666,High income,HIC,2029,40.921
2667,High income,HIC,2030,40.921
2668,High income,HIC,2031,40.921
2669,High income,HIC,2032,40.921
2670,High income,HIC,2033,40.921
2671,High income,HIC,2034,40.921
2672,High income,HIC,2035,40.921
2673,High income,HIC,2036,40.921
2674,High income,HIC,2037,40.921
2675,High income,HIC,2038,40.921
2676,High income,HIC,2039,40.921
2677,High income,HIC,2040,40.921
2678,High income,HIC,2041,40.921
2679,High income,HIC,2042,40.921
2680,High income,HIC,2043,40.921
2681,High income,HIC,2044,40.921
2682,High income,HIC,2045,40.921
2683,High income,HIC,2046,40.921
2684,High income,HIC,2047,40.921
2685,High income,HIC,2048,40.921
2686,High income,HIC,2049,40.921
2687,High income,HIC,2050,40.921
2688,"Hong Kong SAR, China",HKG,2023,40.921
2689,"Hong Kong SAR, China",HKG,2024,40.921
2690,"Hong Kong SAR, China",HKG,2025,40.921
2691,"Hong Kong SAR, China",HKG,2026,40.921
2692,"Hong Kong SAR, China",HKG,2027,40.921
2693,"Hong Kong SAR, China",HKG,2028,40.921
2694,"Hong Kong SAR, China",HKG,2029,40.921
2695,"Hong Kong SAR, China",HKG,2030,40.921
2696,"Hong Kong SAR, China",HKG,2031,40.921
2697,"Hong Kong SAR, China",HKG,2032,40.921
2698,"Hong Kong SAR, China",HKG,2033,40.921
2699,"Hong Kong SAR, China",HKG,2034,40.921
2700,"Hong Kong SAR, China",HKG,2035,40.921
2701,"Hong Kong SAR, China",HKG,2036,40.921
2702,"Hong Kong SAR, China",HKG,2037,40.921
2703,"Hong Kong SAR, China",HKG,2038,40.921
2704,"Hong Kong SAR, China",HKG,2039,40.921
2705,"Hong Kong SAR, China",HKG,2040,40.921
2706,"Hong Kong SAR, China",HKG,2041,40.921
2707,"Hong Kong SAR, China",HKG,2042,40.921
2708,"Hong Kong SAR, China",HKG,2043,40.921
2709,"Hong Kong SAR, China",HKG,2044,40.921
2710,"Hong Kong SAR, China",HKG,2045,40.921
2711,"Hong Kong SAR, China",HKG,2046,40.921
2712,"Hong Kong SAR, China",HKG,2047,40.921
2713,"Hong Kong SAR, China",HKG,2048,40.921
2714,"Hong Kong SAR, China",HKG,2049,40.921
2715,"Hong Kong SAR, China",HKG,2050,40.921
2716,Honduras,HND,2023,40.921
2717,Honduras,HND,2024,40.921
2718,Honduras,HND,2025,40.921
2719,Honduras,HND,2026,40.921
2720,Honduras,HND,2027,40.921
2721,Honduras,HND,2028,40.921
2722,Honduras,HND,2029,40.921
2723,Honduras,HND,2030,40.921
2724,Honduras,HND,2031,40.921
2725,Honduras,HND,2032,40.921
2726,Honduras,HND,2033,40.921
2727,Honduras,HND,2034,40.921
2728,Honduras,HND,2035,40.921
2729,Honduras,HND,2036,40.921
2730,Honduras,HND,2037,40.921
2731,Honduras,HND,2038,40.921
2732,Honduras,HND,2039,40.921
2733,Honduras,HND,2040,40.921
2734,Honduras,HND,2041,40.921
2735,Honduras,HND,2042,40.921
2736,Honduras,HND,2043,40.921
2737,Honduras,HND,2044,40.921
2738,Honduras,HND,2045,40.921
2739,Honduras,HND,2046,40.921
2740,Honduras,HND,2047,40.921
2741,Honduras,HND,2048,40.921
2742,Honduras,HND,2049,40.921
2743,Honduras,HND,2050,40.921
2744,Heavily indebted poor countries (HIPC),HPC,2023,40.921
2745,Heavily indebted poor countries (HIPC),HPC,2024,40.921
2746,Heavily indebted poor countries (HIPC),HPC,2025,40.921
2747,Heavily indebted poor countries (HIPC),HPC,2026,40.921
2748,Heavily indebted poor countries (HIPC),HPC,2027,40.921
2749,Heavily indebted poor countries (HIPC),HPC,2028,40.921
2750,Heavily indebted poor countries (HIPC),HPC,2029,40.921
2751,Heavily indebted poor countries (HIPC),HPC,2030,40.921
2752,Heavily indebted poor countries (HIPC),HPC,2031,40.921
2753,Heavily indebted poor countries (HIPC),HPC,2032,40.921
2754,Heavily indebted poor countries (HIPC),HPC,2033,40.921
2755,Heavily indebted poor countries (HIPC),HPC,2034,40.921
2756,Heavily indebted poor countries (HIPC),HPC,2035,40.921
2757,Heavily indebted poor countries (HIPC),HPC,2036,40.921
2758,Heavily indebted poor countries (HIPC),HPC,2037,40.921
2759,Heavily indebted poor countries (HIPC),HPC,2038,40.921
2760,Heavily indebted poor countries (HIPC),HPC,2039,40.921
2761,Heavily indebted poor countries (HIPC),HPC,2040,40.921
2762,Heavily indebted poor countries (HIPC),HPC,2041,40.921
2763,Heavily indebted poor countries (HIPC),HPC,2042,40.921
2764,Heavily indebted poor countries (HIPC),HPC,2043,40.921
2765,Heavily indebted poor countries (HIPC),HPC,2044,40.921
2766,Heavily indebted poor countries (HIPC),HPC,2045,40.921
2767,Heavily indebted poor countries (HIPC),HPC,2046,40.921
2768,Heavily indebted poor countries (HIPC),HPC,2047,40.921
2769,Heavily indebted poor countries (HIPC),HPC,2048,40.921
2770,Heavily indebted poor countries (HIPC),HPC,2049,40.921
2771,Heavily indebted poor countries (HIPC),HPC,2050,40.921
2772,Croatia,HRV,2023,40.921
2773,Croatia,HRV,2024,40.921
2774,Croatia,HRV,2025,40.921
2775,Croatia,HRV,2026,40.921
2776,Croatia,HRV,2027,40.921
2777,Croatia,HRV,2028,40.921
2778,Croatia,HRV,2029,40.921
2779,Croatia,HRV,2030,40.921
2780,Croatia,HRV,2031,40.921
2781,Croatia,HRV,2032,40.921
2782,Croatia,HRV,2033,40.921
2783,Croatia,HRV,2034,40.921
2784,Croatia,HRV,2035,40.921
2785,Croatia,HRV,2036,40.921
2786,Croatia,HRV,2037,40.921
2787,Croatia,HRV,2038,40.921
2788,Croatia,HRV,2039,40.921
2789,Croatia,HRV,2040,40.921
2790,Croatia,HRV,2041,40.921
2791,Croatia,HRV,2042,40.921
2792,Croatia,HRV,2043,40.921
2793,Croatia,HRV,2044,40.921
2794,Croatia,HRV,2045,40.921
2795,Croatia,HRV,2046,40.921
2796,Croatia,HRV,2047,40.921
2797,Croatia,HRV,2048,40.921
2798,Croatia,HRV,2049,40.921
2799,Croatia,HRV,2050,40.921
2800,Haiti,HTI,2023,40.921
2801,Haiti,HTI,2024,40.921
2802,Haiti,HTI,2025,40.921
2803,Haiti,HTI,2026,40.921
2804,Haiti,HTI,2027,40.921
2805,Haiti,HTI,2028,40.921
2806,Haiti,HTI,2029,40.921
2807,Haiti,HTI,2030,40.921
2808,Haiti,HTI,2031,40.921
2809,Haiti,HTI,2032,40.921
2810,Haiti,HTI,2033,40.921
2811,Haiti,HTI,2034,40.921
2812,Haiti,HTI,2035,40.921
2813,Haiti,HTI,2036,40.921
2814,Haiti,HTI,2037,40.921
2815,Haiti,HTI,2038,40.921
2816,Haiti,HTI,2039,40.921
2817,Haiti,HTI,2040,40.921
2818,Haiti,HTI,2041,40.921
2819,Haiti,HTI,2042,40.921
2820,Haiti,HTI,2043,40.921
2821,Haiti,HTI,2044,40.921
2822,Haiti,HTI,2045,40.921
2823,Haiti,HTI,2046,40.921
2824,Haiti,HTI,2047,40.921
2825,Haiti,HTI,2048,40.921
2826,Haiti,HTI,2049,40.921
2827,Haiti,HTI,2050,40.921
2828,Hungary,HUN,2023,40.921
2829,Hungary,HUN,2024,40.921
2830,Hungary,HUN,2025,40.921
2831,Hungary,HUN,2026,40.921
2832,Hungary,HUN,2027,40.921
2833,Hungary,HUN,2028,40.921
2834,Hungary,HUN,2029,40.921
2835,Hungary,HUN,2030,40.921
2836,Hungary,HUN,2031,40.921
2837,Hungary,HUN,2032,40.921
2838,Hungary,HUN,2033,40.921
2839,Hungary,HUN,2034,40.921
2840,Hungary,HUN,2035,40.921
2841,Hungary,HUN,2036,40.921
2842,Hungary,HUN,2037,40.921
2843,Hungary,HUN,2038,40.921
2844,Hungary,HUN,2039,40.921
2845,Hungary,HUN,2040,40.921
2846,Hungary,HUN,2041,40.921
2847,Hungary,HUN,2042,40.921
2848,Hungary,HUN,2043,40.921
2849,Hungary,HUN,2044,40.921
2850,Hungary,HUN,2045,40.921
2851,Hungary,HUN,2046,40.921
2852,Hungary,HUN,2047,40.921
2853,Hungary,HUN,2048,40.921
2854,Hungary,HUN,2049,40.921
2855,Hungary,HUN,2050,40.921
2856,IBRD only,IBD,2023,40.921
2857,IBRD only,IBD,2024,40.921
2858,IBRD only,IBD,2025,40.921
2859,IBRD only,IBD,2026,40.921
2860,IBRD only,IBD,2027,40.921
2861,IBRD only,IBD,2028,40.921
2862,IBRD only,IBD,2029,40.921
2863,IBRD only,IBD,2030,40.921
2864,IBRD only,IBD,2031,40.921
2865,IBRD only,IBD,2032,40.921
2866,IBRD only,IBD,2033,40.921
2867,IBRD only,IBD,2034,40.921
2868,IBRD only,IBD,2035,40.921
2869,IBRD only,IBD,2036,40.921
2870,IBRD only,IBD,2037,40.921
2871,IBRD only,IBD,2038,40.921
2872,IBRD only,IBD,2039,40.921
2873,IBRD only,IBD,2040,40.921
2874,IBRD only,IBD,2041,40.921
2875,IBRD only,IBD,2042,40.921
2876,IBRD only,IBD,2043,40.921
2877,IBRD only,IBD,2044,40.921
2878,IBRD only,IBD,2045,40.921
2879,IBRD only,IBD,2046,40.921
2880,IBRD only,IBD,2047,40.921
2881,IBRD only,IBD,2048,40.921
2882,IBRD only,IBD,2049,40.921
2883,IBRD only,IBD,2050,40.921
2884,IDA & IBRD total,IBT,2023,40.921
2885,IDA & IBRD total,IBT,2024,40.921
2886,IDA & IBRD total,IBT,2025,40.921
2887,IDA & IBRD total,IBT,2026,40.921
2888,IDA & IBRD total,IBT,2027,40.921
2889,IDA & IBRD total,IBT,2028,40.921
2890,IDA & IBRD total,IBT,2029,40.921
2891,IDA & IBRD total,IBT,2030,40.921
2892,IDA & IBRD total,IBT,2031,40.921
2893,IDA & IBRD total,IBT,2032,40.921
2894,IDA & IBRD total,IBT,2033,40.921
2895,IDA & IBRD total,IBT,2034,40.921
2896,IDA & IBRD total,IBT,2035,40.921
2897,IDA & IBRD total,IBT,2036,40.921
2898,IDA & IBRD total,IBT,2037,40.921
2899,IDA & IBRD total,IBT,2038,40.921
2900,IDA & IBRD total,IBT,2039,40.921
2901,IDA & IBRD total,IBT,2040,40.921
2902,IDA & IBRD total,IBT,2041,40.921
2903,IDA & IBRD total,IBT,2042,40.921
2904,IDA & IBRD total,IBT,2043,40.921
2905,IDA & IBRD total,IBT,2044,40.921
2906,IDA & IBRD total,IBT,2045,40.921
2907,IDA & IBRD total,IBT,2046,40.921
2908,IDA & IBRD total,IBT,2047,40.921
2909,IDA & IBRD total,IBT,2048,40.921
2910,IDA & IBRD total,IBT,2049,40.921
2911,IDA & IBRD total,IBT,2050,40.921
2912,IDA total,IDA,2023,40.921
2913,IDA total,IDA,2024,40.921
2914,IDA total,IDA,2025,40.921
2915,IDA total,IDA,2026,40.921
2916,IDA total,IDA,2027,40.921
2917,IDA total,IDA,2028,40.921
2918,IDA total,IDA,2029,40.921
2919,IDA total,IDA,2030,40.921
2920,IDA total,IDA,2031,40.921
2921,IDA total,IDA,2032,40.921
2922,IDA total,IDA,2033,40.921
2923,IDA total,IDA,2034,40.921
2924,IDA total,IDA,2035,40.921
2925,IDA total,IDA,2036,40.921
2926,IDA total,IDA,2037,40.921
2927,IDA total,IDA,2038,40.921
2928,IDA total,IDA,2039,40.921
2929,IDA total,IDA,2040,40.921
2930,IDA total,IDA,2041,40.921
2931,IDA total,IDA,2042,40.921
2932,IDA total,IDA,2043,40.921
2933,IDA total,IDA,2044,40.921
2934,IDA total,IDA,2045,40.921
2935,IDA total,IDA,2046,40.921
2936,IDA total,IDA,2047,40.921
2937,IDA total,IDA,2048,40.921
2938,IDA total,IDA,2049,40.921
2939,IDA total,IDA,2050,40.921
2940,IDA blend,IDB,2023,40.921
2941,IDA blend,IDB,2024,40.921
2942,IDA blend,IDB,2025,40.921
2943,IDA blend,IDB,2026,40.921
2944,IDA blend,IDB,2027,40.921
2945,IDA blend,IDB,2028,40.921
2946,IDA blend,IDB,2029,40.921
2947,IDA blend,IDB,2030,40.921
2948,IDA blend,IDB,2031,40.921
2949,IDA blend,IDB,2032,40.921
2950,IDA blend,IDB,2033,40.921
2951,IDA blend,IDB,2034,40.921
2952,IDA blend,IDB,2035,40.921
2953,IDA blend,IDB,2036,40.921
2954,IDA blend,IDB,2037,40.921
2955,IDA blend,IDB,2038,40.921
2956,IDA blend,IDB,2039,40.921
2957,IDA blend,IDB,2040,40.921
2958,IDA blend,IDB,2041,40.921
2959,IDA blend,IDB,2042,40.921
2960,IDA blend,IDB,2043,40.921
2961,IDA blend,IDB,2044,40.921
2962,IDA blend,IDB,2045,40.921
2963,IDA blend,IDB,2046,40.921
2964,IDA blend,IDB,2047,40.921
2965,IDA blend,IDB,2048,40.921
2966,IDA blend,IDB,2049,40.921
2967,IDA blend,IDB,2050,40.921
2968,Indonesia,IDN,2023,40.921
2969,Indonesia,IDN,2024,40.921
2970,Indonesia,IDN,2025,40.921
2971,Indonesia,IDN,2026,40.921
2972,Indonesia,IDN,2027,40.921
2973,Indonesia,IDN,2028,40.921
2974,Indonesia,IDN,2029,40.921
2975,Indonesia,IDN,2030,40.921
2976,Indonesia,IDN,2031,40.921
2977,Indonesia,IDN,2032,40.921
2978,Indonesia,IDN,2033,40.921
2979,Indonesia,IDN,2034,40.921
2980,Indonesia,IDN,2035,40.921
2981,Indonesia,IDN,2036,40.921
2982,Indonesia,IDN,2037,40.921
2983,Indonesia,IDN,2038,40.921
2984,Indonesia,IDN,2039,40.921
2985,Indonesia,IDN,2040,40.921
2986,Indonesia,IDN,2041,40.921
2987,Indonesia,IDN,2042,40.921
2988,Indonesia,IDN,2043,40.921
2989,Indonesia,IDN,2044,40.921
2990,Indonesia,IDN,2045,40.921
2991,Indonesia,IDN,2046,40.921
2992,Indonesia,IDN,2047,40.921
2993,Indonesia,IDN,2048,40.921
2994,Indonesia,IDN,2049,40.921
2995,Indonesia,IDN,2050,40.921
2996,IDA only,IDX,2023,40.921
2997,IDA only,IDX,2024,40.921
2998,IDA only,IDX,2025,40.921
2999,IDA only,IDX,2026,40.921
3000,IDA only,IDX,2027,40.921
3001,IDA only,IDX,2028,40.921
3002,IDA only,IDX,2029,40.921
3003,IDA only,IDX,2030,40.921
3004,IDA only,IDX,2031,40.921
3005,IDA only,IDX,2032,40.921
3006,IDA only,IDX,2033,40.921
3007,IDA only,IDX,2034,40.921
3008,IDA only,IDX,2035,40.921
3009,IDA only,IDX,2036,40.921
3010,IDA only,IDX,2037,40.921
3011,IDA only,IDX,2038,40.921
3012,IDA only,IDX,2039,40.921
3013,IDA only,IDX,2040,40.921
3014,IDA only,IDX,2041,40.921
3015,IDA only,IDX,2042,40.921
3016,IDA only,IDX,2043,40.921
3017,IDA only,IDX,2044,40.921
3018,IDA only,IDX,2045,40.921
3019,IDA only,IDX,2046,40.921
3020,IDA only,IDX,2047,40.921
3021,IDA only,IDX,2048,40.921
3022,IDA only,IDX,2049,40.921
3023,IDA only,IDX,2050,40.921
3024,Isle of Man,IMN,2023,40.921
3025,Isle of Man,IMN,2024,40.921
3026,Isle of Man,IMN,2025,40.921
3027,Isle of Man,IMN,2026,40.921
3028,Isle of Man,IMN,2027,40.921
3029,Isle of Man,IMN,2028,40.921
3030,Isle of Man,IMN,2029,40.921
3031,Isle of Man,IMN,2030,40.921
3032,Isle of Man,IMN,2031,40.921
3033,Isle of Man,IMN,2032,40.921
3034,Isle of Man,IMN,2033,40.921
3035,Isle of Man,IMN,2034,40.921
3036,Isle of Man,IMN,2035,40.921
3037,Isle of Man,IMN,2036,40.921
3038,Isle of Man,IMN,2037,40.921
3039,Isle of Man,IMN,2038,40.921
3040,Isle of Man,IMN,2039,40.921
3041,Isle of Man,IMN,2040,40.921
3042,Isle of Man,IMN,2041,40.921
3043,Isle of Man,IMN,2042,40.921
3044,Isle of Man,IMN,2043,40.921
3045,Isle of Man,IMN,2044,40.921
3046,Isle of Man,IMN,2045,40.921
3047,Isle of Man,IMN,2046,40.921
3048,Isle of Man,IMN,2047,40.921
3049,Isle of Man,IMN,2048,40.921
3050,Isle of Man,IMN,2049,40.921
3051,Isle of Man,IMN,2050,40.921
3052,India,IND,2023,40.921
3053,India,IND,2024,40.921
3054,India,IND,2025,40.921
3055,India,IND,2026,40.921
3056,India,IND,2027,40.921
3057,India,IND,2028,40.921
3058,India,IND,2029,40.921
3059,India,IND,2030,40.921
3060,India,IND,2031,40.921
3061,India,IND,2032,40.921
3062,India,IND,2033,40.921
3063,India,IND,2034,40.921
3064,India,IND,2035,40.921
3065,India,IND,2036,40.921
3066,India,IND,2037,40.921
3067,India,IND,2038,40.921
3068,India,IND,2039,40.921
3069,India,IND,2040,40.921
3070,India,IND,2041,40.921
3071,India,IND,2042,40.921
3072,India,IND,2043,40.921
3073,India,IND,2044,40.921
3074,India,IND,2045,40.921
3075,India,IND,2046,40.921
3076,India,IND,2047,40.921
3077,India,IND,2048,40.921
3078,India,IND,2049,40.921
3079,India,IND,2050,40.921
3080,Not classified,INX,2023,40.921
3081,Not classified,INX,2024,40.921
3082,Not classified,INX,2025,40.921
3083,Not classified,INX,2026,40.921
3084,Not classified,INX,2027,40.921
3085,Not classified,INX,2028,40.921
3086,Not classified,INX,2029,40.921
3087,Not classified,INX,2030,40.921
3088,Not classified,INX,2031,40.921
3089,Not classified,INX,2032,40.921
3090,Not classified,INX,2033,40.921
3091,Not classified,INX,2034,40.921
3092,Not classified,INX,2035,40.921
3093,Not classified,INX,2036,40.921
3094,Not classified,INX,2037,40.921
3095,Not classified,INX,2038,40.921
3096,Not classified,INX,2039,40.921
3097,Not classified,INX,2040,40.921
3098,Not classified,INX,2041,40.921
3099,Not classified,INX,2042,40.921
3100,Not classified,INX,2043,40.921
3101,Not classified,INX,2044,40.921
3102,Not classified,INX,2045,40.921
3103,Not classified,INX,2046,40.921
3104,Not classified,INX,2047,40.921
3105,Not classified,INX,2048,40.921
3106,Not classified,INX,2049,40.921
3107,Not classified,INX,2050,40.921
3108,Ireland,IRL,2023,40.921
3109,Ireland,IRL,2024,40.921
3110,Ireland,IRL,2025,40.921
3111,Ireland,IRL,2026,40.921
3112,Ireland,IRL,2027,40.921
3113,Ireland,IRL,2028,40.921
3114,Ireland,IRL,2029,40.921
3115,Ireland,IRL,2030,40.921
3116,Ireland,IRL,2031,40.921
3117,Ireland,IRL,2032,40.921
3118,Ireland,IRL,2033,40.921
3119,Ireland,IRL,2034,40.921
3120,Ireland,IRL,2035,40.921
3121,Ireland,IRL,2036,40.921
3122,Ireland,IRL,2037,40.921
3123,Ireland,IRL,2038,40.921
3124,Ireland,IRL,2039,40.921
3125,Ireland,IRL,2040,40.921
3126,Ireland,IRL,2041,40.921
3127,Ireland,IRL,2042,40.921
3128,Ireland,IRL,2043,40.921
3129,Ireland,IRL,2044,40.921
3130,Ireland,IRL,2045,40.921
3131,Ireland,IRL,2046,40.921
3132,Ireland,IRL,2047,40.921
3133,Ireland,IRL,2048,40.921
3134,Ireland,IRL,2049,40.921
3135,Ireland,IRL,2050,40.921
3136,"Iran, Islamic Rep.",IRN,2023,40.921
3137,"Iran, Islamic Rep.",IRN,2024,40.921
3138,"Iran, Islamic Rep.",IRN,2025,40.921
3139,"Iran, Islamic Rep.",IRN,2026,40.921
3140,"Iran, Islamic Rep.",IRN,2027,40.921
3141,"Iran, Islamic Rep.",IRN,2028,40.921
3142,"Iran, Islamic Rep.",IRN,2029,40.921
3143,"Iran, Islamic Rep.",IRN,2030,40.921
3144,"Iran, Islamic Rep.",IRN,2031,40.921
3145,"Iran, Islamic Rep.",IRN,2032,40.921
3146,"Iran, Islamic Rep.",IRN,2033,40.921
3147,"Iran, Islamic Rep.",IRN,2034,40.921
3148,"Iran, Islamic Rep.",IRN,2035,40.921
3149,"Iran, Islamic Rep.",IRN,2036,40.921
3150,"Iran, Islamic Rep.",IRN,2037,40.921
3151,"Iran, Islamic Rep.",IRN,2038,40.921
3152,"Iran, Islamic Rep.",IRN,2039,40.921
3153,"Iran, Islamic Rep.",IRN,2040,40.921
3154,"Iran, Islamic Rep.",IRN,2041,40.921
3155,"Iran, Islamic Rep.",IRN,2042,40.921
3156,"Iran, Islamic Rep.",IRN,2043,40.921
3157,"Iran, Islamic Rep.",IRN,2044,40.921
3158,"Iran, Islamic Rep.",IRN,2045,40.921
3159,"Iran, Islamic Rep.",IRN,2046,40.921
3160,"Iran, Islamic Rep.",IRN,2047,40.921
3161,"Iran, Islamic Rep.",IRN,2048,40.921
3162,"Iran, Islamic Rep.",IRN,2049,40.921
3163,"Iran, Islamic Rep.",IRN,2050,40.921
3164,Iraq,IRQ,2023,40.921
3165,Iraq,IRQ,2024,40.921
3166,Iraq,IRQ,2025,40.921
3167,Iraq,IRQ,2026,40.921
3168,Iraq,IRQ,2027,40.921
3169,Iraq,IRQ,2028,40.921
3170,Iraq,IRQ,2029,40.921
3171,Iraq,IRQ,2030,40.921
3172,Iraq,IRQ,2031,40.921
3173,Iraq,IRQ,2032,40.921
3174,Iraq,IRQ,2033,40.921
3175,Iraq,IRQ,2034,40.921
3176,Iraq,IRQ,2035,40.921
3177,Iraq,IRQ,2036,40.921
3178,Iraq,IRQ,2037,40.921
3179,Iraq,IRQ,2038,40.921
3180,Iraq,IRQ,2039,40.921
3181,Iraq,IRQ,2040,40.921
3182,Iraq,IRQ,2041,40.921
3183,Iraq,IRQ,2042,40.921
3184,Iraq,IRQ,2043,40.921
3185,Iraq,IRQ,2044,40.921
3186,Iraq,IRQ,2045,40.921
3187,Iraq,IRQ,2046,40.921
3188,Iraq,IRQ,2047,40.921
3189,Iraq,IRQ,2048,40.921
3190,Iraq,IRQ,2049,40.921
3191,Iraq,IRQ,2050,40.921
3192,Iceland,ISL,2023,40.921
3193,Iceland,ISL,2024,40.921
3194,Iceland,ISL,2025,40.921
3195,Iceland,ISL,2026,40.921
3196,Iceland,ISL,2027,40.921
3197,Iceland,ISL,2028,40.921
3198,Iceland,ISL,2029,40.921
3199,Iceland,ISL,2030,40.921
3200,Iceland,ISL,2031,40.921
3201,Iceland,ISL,2032,40.921
3202,Iceland,ISL,2033,40.921
3203,Iceland,ISL,2034,40.921
3204,Iceland,ISL,2035,40.921
3205,Iceland,ISL,2036,40.921
3206,Iceland,ISL,2037,40.921
3207,Iceland,ISL,2038,40.921
3208,Iceland,ISL,2039,40.921
3209,Iceland,ISL,2040,40.921
3210,Iceland,ISL,2041,40.921
3211,Iceland,ISL,2042,40.921
3212,Iceland,ISL,2043,40.921
3213,Iceland,ISL,2044,40.921
3214,Iceland,ISL,2045,40.921
3215,Iceland,ISL,2046,40.921
3216,Iceland,ISL,2047,40.921
3217,Iceland,ISL,2048,40.921
3218,Iceland,ISL,2049,40.921
3219,Iceland,ISL,2050,40.921
3220,Israel,ISR,2023,40.921
3221,Israel,ISR,2024,40.921
3222,Israel,ISR,2025,40.921
3223,Israel,ISR,2026,40.921
3224,Israel,ISR,2027,40.921
3225,Israel,ISR,2028,40.921
3226,Israel,ISR,2029,40.921
3227,Israel,ISR,2030,40.921
3228,Israel,ISR,2031,40.921
3229,Israel,ISR,2032,40.921
3230,Israel,ISR,2033,40.921
3231,Israel,ISR,2034,40.921
3232,Israel,ISR,2035,40.921
3233,Israel,ISR,2036,40.921
3234,Israel,ISR,2037,40.921
3235,Israel,ISR,2038,40.921
3236,Israel,ISR,2039,40.921
3237,Israel,ISR,2040,40.921
3238,Israel,ISR,2041,40.921
3239,Israel,ISR,2042,40.921
3240,Israel,ISR,2043,40.921
3241,Israel,ISR,2044,40.921
3242,Israel,ISR,2045,40.921
3243,Israel,ISR,2046,40.921
3244,Israel,ISR,2047,40.921
3245,Israel,ISR,2048,40.921
3246,Israel,ISR,2049,40.921
3247,Israel,ISR,2050,40.921
3248,Italy,ITA,2023,40.921
3249,Italy,ITA,2024,40.921
3250,Italy,ITA,2025,40.921
3251,Italy,ITA,2026,40.921
3252,Italy,ITA,2027,40.921
3253,Italy,ITA,2028,40.921
3254,Italy,ITA,2029,40.921
3255,Italy,ITA,2030,40.921
3256,Italy,ITA,2031,40.921
3257,Italy,ITA,2032,40.921
3258,Italy,ITA,2033,40.921
3259,Italy,ITA,2034,40.921
3260,Italy,ITA,2035,40.921
3261,Italy,ITA,2036,40.921
3262,Italy,ITA,2037,40.921
3263,Italy,ITA,2038,40.921
3264,Italy,ITA,2039,40.921
3265,Italy,ITA,2040,40.921
