,Nation,iso_code3,Year,cost_enfu_fuel_biomass_usd_per_m3
3820,Low income,LIC,2035,40.921
3821,Low income,LIC,2036,40.921
3822,Low income,LIC,2037,40.921
3823,Low income,LIC,2038,40.921
3824,Low income,LIC,2039,40.921
3825,Low income,LIC,2040,40.921
3826,Low income,LIC,2041,40.921
3827,Low income,LIC,2042,40.921
3828,Low income,LIC,2043,40.921
3829,Low income,LIC,2044,40.921
3830,Low income,LIC,2045,40.921
3831,Low income,LIC,2046,40.921
3832,Low income,LIC,2047,40.921
3833,Low income,LIC,2048,40.921
3834,Low income,LIC,2049,40.921
3835,Low income,LIC,2050,40.921
3836,Liechtenstein,LIE,2023,40.921
3837,Liechtenstein,LIE,2024,40.921
3838,Liechtenstein,LIE,2025,40.921
3839,Liechtenstein,LIE,2026,40.921
3840,Liechtenstein,LIE,2027,40.921
3841,Liechtenstein,LIE,2028,40.921
3842,Liechtenstein,LIE,2029,40.921
3843,Liechtenstein,LIE,2030,40.921
3844,Liechtenstein,LIE,2031,40.921
3845,Liechtenstein,LIE,2032,40.921
3846,Liechtenstein,LIE,2033,40.921
3847,Liechtenstein,LIE,2034,40.921
3848,Liechtenstein,LIE,2035,40.921
3849,Liechtenstein,LIE,2036,40.921
3850,Liechtenstein,LIE,2037,40.921
3851,Liechtenstein,LIE,2038,40.921
3852,Liechtenstein,LIE,2039,40.921
3853,Liechtenstein,LIE,2040,40.921
3854,Liechtenstein,LIE,2041,40.921
3855,Liechtenstein,LIE,2042,40.921
3856,Liechtenstein,LIE,2043,40.921
3857,Liechtenstein,LIE,2044,40.921
3858,Liechtenstein,LIE,2045,40.921
3859,Liechtenstein,LIE,2046,40.921
3860,Liechtenstein,LIE,2047,40.921
3861,Liechtenstein,LIE,2048,40.921
3862,Liechtenstein,LIE,2049,40.921
3863,Liechtenstein,LIE,2050,40.921
3864,Sri Lanka,LKA,2023,40.921
3865,Sri Lanka,LKA,2024,40.921
3866,Sri Lanka,LKA,2025,40.921
3867,Sri Lanka,LKA,2026,40.921
3868,Sri Lanka,LKA,2027,40.921
3869,Sri Lanka,LKA,2028,40.921
3870,Sri Lanka,LKA,2029,40.921
3871,Sri Lanka,LKA,2030,40.921
3872,Sri Lanka,LKA,2031,40.921
3873,Sri Lanka,LKA,2032,40.921
3874,Sri Lanka,LKA,2033,40.921
3875,Sri Lanka,LKA,2034,40.921
3876,Sri Lanka,LKA,2035,40.921
3877,Sri Lanka,LKA,2036,40.921
3878,Sri Lanka,LKA,2037,40.921
3879,Sri Lanka,LKA,2038,40.921
3880,Sri Lanka,LKA,2039,40.921
3881,Sri Lanka,LKA,2040,40.921
3882,Sri Lanka,LKA,2041,40.921
3883,Sri Lanka,LKA,2042,40.921
3884,Sri Lanka,LKA,2043,40.921
3885,Sri Lanka,LKA,2044,40.921
3886,Sri Lanka,LKA,2045,40.921
3887,Sri Lanka,LKA,2046,40.921
3888,Sri Lanka,LKA,2047,40.921
3889,Sri Lanka,LKA,2048,40.921
3890,Sri Lanka,LKA,2049,40.921
3891,Sri Lanka,LKA,2050,40.921
3892,Lower middle income,LMC,2023,40.921
3893,Lower middle income,LMC,2024,40.921
3894,Lower middle income,LMC,2025,40.921
3895,Lower middle income,LMC,2026,40.921
3896,Lower middle income,LMC,2027,40.921
3897,Lower middle income,LMC,2028,40.921
3898,Lower middle income,LMC,2029,40.921
3899,Lower middle income,LMC,2030,40.921
3900,Lower middle income,LMC,2031,40.921
3901,Lower middle income,LMC,2032,40.921
3902,Lower middle income,LMC,2033,40.921
3903,Lower middle income,LMC,2034,40.921
3904,Lower middle income,LMC,2035,40.921
3905,Lower middle income,LMC,2036,40.921
3906,Lower middle income,LMC,2037,40.921
3907,Lower middle income,LMC,2038,40.921
3908,Lower middle income,LMC,2039,40.921
3909,Lower middle income,LMC,2040,40.921
3910,Lower middle income,LMC,2041,40.921
3911,Lower middle income,LMC,2042,40.921
3912,Lower middle income,LMC,2043,40.921
3913,Lower middle income,LMC,2044,40.921
3914,Lower middle income,LMC,2045,40.921
3915,Lower middle income,LMC,2046,40.921
3916,Lower middle income,LMC,2047,40.921
3917,Lower middle income,LMC,2048,40.921
3918,Lower middle income,LMC,2049,40.921
3919,Lower middle income,LMC,2050,40.921
3920,Low & middle income,LMY,2023,40.921
3921,Low & middle income,LMY,2024,40.921
3922,Low & middle income,LMY,2025,40.921
3923,Low & middle income,LMY,2026,40.921
3924,Low & middle income,LMY,2027,40.921
3925,Low & middle income,LMY,2028,40.921
3926,Low & middle income,LMY,2029,40.921
3927,Low & middle income,LMY,2030,40.921
3928,Low & middle income,LMY,2031,40.921
3929,Low & middle income,LMY,2032,40.921
3930,Low & middle income,LMY,2033,40.921
3931,Low & middle income,LMY,2034,40.921
3932,Low & middle income,LMY,2035,40.921
3933,Low & middle income,LMY,2036,40.921
3934,Low & middle income,LMY,2037,40.921
3935,Low & middle income,LMY,2038,40.921
3936,Low & middle income,LMY,2039,40.921
3937,Low & middle income,LMY,2040,40.921
3938,Low & middle income,LMY,2041,40.921
3939,Low & middle income,LMY,2042,40.921
3940,Low & middle income,LMY,2043,40.921
3941,Low & middle income,LMY,2044,40.921
3942,Low & middle income,LMY,2045,40.921
3943,Low & middle income,LMY,2046,40.921
3944,Low & middle income,LMY,2047,40.921
3945,Low & middle income,LMY,2048,40.921
3946,Low & middle income,LMY,2049,40.921
3947,Low & middle income,LMY,2050,40.921
3948,Lesotho,LSO,2023,40.921
3949,Lesotho,LSO,2024,40.921
3950,Lesotho,LSO,2025,40.921
3951,Lesotho,LSO,2026,40.921
3952,Lesotho,LSO,2027,40.921
3953,Lesotho,LSO,2028,40.921
3954,Lesotho,LSO,2029,40.921
3955,Lesotho,LSO,2030,40.921
3956,Lesotho,LSO,2031,40.921
3957,Lesotho,LSO,2032,40.921
3958,Lesotho,LSO,2033,40.921
3959,Lesotho,LSO,2034,40.921
3960,Lesotho,LSO,2035,40.921
3961,Lesotho,LSO,2036,40.921
3962,Lesotho,LSO,2037,40.921
3963,Lesotho,LSO,2038,40.921
3964,Lesotho,LSO,2039,40.921
3965,Lesotho,LSO,2040,40.921
3966,Lesotho,LSO,2041,40.921
3967,Lesotho,LSO,2042,40.921
3968,Lesotho,LSO,2043,40.921
3969,Lesotho,LSO,2044,40.921
3970,Lesotho,LSO,2045,40.921
3971,Lesotho,LSO,2046,40.921
3972,Lesotho,LSO,2047,40.921
3973,Lesotho,LSO,2048,40.921
3974,Lesotho,LSO,2049,40.921
3975,Lesotho,LSO,2050,40.921
3976,Late-demographic dividend,LTE,2023,40.921
3977,Late-demographic dividend,LTE,2024,40.921
3978,Late-demographic dividend,LTE,2025,40.921
3979,Late-demographic dividend,LTE,2026,40.921
3980,Late-demographic dividend,LTE,2027,40.921
3981,Late-demographic dividend,LTE,2028,40.921
3982,Late-demographic dividend,LTE,2029,40.921
3983,Late-demographic dividend,LTE,2030,40.921
3984,Late-demographic dividend,LTE,2031,40.921
3985,Late-demographic dividend,LTE,2032,40.921
3986,Late-demographic dividend,LTE,2033,40.921
3987,Late-demographic dividend,LTE,2034,40.921
3988,Late-demographic dividend,LTE,2035,40.921
3989,Late-demographic dividend,LTE,2036,40.921
3990,Late-demographic dividend,LTE,2037,40.921
3991,Late-demographic dividend,LTE,2038,40.921
3992,Late-demographic dividend,LTE,2039,40.921
3993,Late-demographic dividend,LTE,2040,40.921
3994,Late-demographic dividend,LTE,2041,40.921
3995,Late-demographic dividend,LTE,2042,40.921
3996,Late-demographic dividend,LTE,2043,40.921
3997,Late-demographic dividend,LTE,2044,40.921
3998,Late-demographic dividend,LTE,2045,40.921
3999,Late-demographic dividend,LTE,2046,40.921
4000,Late-demographic dividend,LTE,2047,40.921
4001,Late-demographic dividend,LTE,2048,40.921
4002,Late-demographic dividend,LTE,2049,40.921
4003,Late-demographic dividend,LTE,2050,40.921
4004,Lithuania,LTU,2023,40.921
4005,Lithuania,LTU,2024,40.921
4006,Lithuania,LTU,2025,40.921
4007,Lithuania,LTU,2026,40.921
4008,Lithuania,LTU,2027,40.921
4009,Lithuania,LTU,2028,40.921
4010,Lithuania,LTU,2029,40.921
4011,Lithuania,LTU,2030,40.921
4012,Lithuania,LTU,2031,40.921
4013,Lithuania,LTU,2032,40.921
4014,Lithuania,LTU,2033,40.921
4015,Lithuania,LTU,2034,40.921
4016,Lithuania,LTU,2035,40.921
4017,Lithuania,LTU,2036,40.921
4018,Lithuania,LTU,2037,40.921
4019,Lithuania,LTU,2038,40.921
4020,Lithuania,LTU,2039,40.921
4021,Lithuania,LTU,2040,40.921
4022,Lithuania,LTU,2041,40.921
4023,Lithuania,LTU,2042,40.921
4024,Lithuania,LTU,2043,40.921
4025,Lithuania,LTU,2044,40.921
4026,Lithuania,LTU,2045,40.921
4027,Lithuania,LTU,2046,40.921
4028,Lithuania,LTU,2047,40.921
4029,Lithuania,LTU,2048,40.921
4030,Lithuania,LTU,2049,40.921
4031,Lithuania,LTU,2050,40.921
4032,Luxembourg,LUX,2023,40.921
4033,Luxembourg,LUX,2024,40.921
4034,Luxembourg,LUX,2025,40.921
4035,Luxembourg,LUX,2026,40.921
4036,Luxembourg,LUX,2027,40.921
4037,Luxembourg,LUX,2028,40.921
4038,Luxembourg,LUX,2029,40.921
4039,Luxembourg,LUX,2030,40.921
4040,Luxembourg,LUX,2031,40.921
4041,Luxembourg,LUX,2032,40.921
4042,Luxembourg,LUX,2033,40.921
4043,Luxembourg,LUX,2034,40.921
4044,Luxembourg,LUX,2035,40.921
4045,Luxembourg,LUX,2036,40.921
4046,Luxembourg,LUX,2037,40.921
4047,Luxembourg,LUX,2038,40.921
4048,Luxembourg,LUX,2039,40.921
4049,Luxembourg,LUX,2040,40.921
4050,Luxembourg,LUX,2041,40.921
4051,Luxembourg,LUX,2042,40.921
4052,Luxembourg,LUX,2043,40.921
4053,Luxembourg,LUX,2044,40.921
4054,Luxembourg,LUX,2045,40.921
4055,Luxembourg,LUX,2046,40.921
4056,Luxembourg,LUX,2047,40.921
4057,Luxembourg,LUX,2048,40.921
4058,Luxembourg,LUX,2049,40.921
4059,Luxembourg,LUX,2050,40.921
4060,Latvia,LVA,2023,40.921
4061,Latvia,LVA,2024,40.921
4062,Latvia,LVA,2025,40.921
4063,Latvia,LVA,2026,40.921
4064,Latvia,LVA,2027,40.921
4065,Latvia,LVA,2028,40.921
4066,Latvia,LVA,2029,40.921
4067,Latvia,LVA,2030,40.921
4068,Latvia,LVA,2031,40.921
4069,Latvia,LVA,2032,40.921
4070,Latvia,LVA,2033,40.921
4071,Latvia,LVA,2034,40.921
4072,Latvia,LVA,2035,40.921
4073,Latvia,LVA,2036,40.921
4074,Latvia,LVA,2037,40.921
4075,Latvia,LVA,2038,40.921
4076,Latvia,LVA,2039,40.921
4077,Latvia,LVA,2040,40.921
4078,Latvia,LVA,2041,40.921
4079,Latvia,LVA,2042,40.921
4080,Latvia,LVA,2043,40.921
4081,Latvia,LVA,2044,40.921
4082,Latvia,LVA,2045,40.921
4083,Latvia,LVA,2046,40.921
4084,Latvia,LVA,2047,40.921
4085,Latvia,LVA,2048,40.921
4086,Latvia,LVA,2049,40.921
4087,Latvia,LVA,2050,40.921
4088,"Macao SAR, China",MAC,2023,40.921
4089,"Macao SAR, China",MAC,2024,40.921
4090,"Macao SAR, China",MAC,2025,40.921
4091,"Macao SAR, China",MAC,2026,40.921
4092,"Macao SAR, China",MAC,2027,40.921
4093,"Macao SAR, China",MAC,2028,40.921
4094,"Macao SAR, China",MAC,2029,40.921
4095,"Macao SAR, China",MAC,2030,40.921
4096,"Macao SAR, China",MAC,2031,40.921
4097,"Macao SAR, China",MAC,2032,40.921
4098,"Macao SAR, China",MAC,2033,40.921
4099,"Macao SAR, China",MAC,2034,40.921
4100,"Macao SAR, China",MAC,2035,40.921
4101,"Macao SAR, China",MAC,2036,40.921
4102,"Macao SAR, China",MAC,2037,40.921
4103,"Macao SAR, China",MAC,2038,40.921
4104,"Macao SAR, China",MAC,2039,40.921
4105,"Macao SAR, China",MAC,2040,40.921
4106,"Macao SAR, China",MAC,2041,40.921
4107,"Macao SAR, China",MAC,2042,40.921
4108,"Macao SAR, China",MAC,2043,40.921
4109,"Macao SAR, China",MAC,2044,40.921
4110,"Macao SAR, China",MAC,2045,40.921
4111,"Macao SAR, China",MAC,2046,40.921
4112,"Macao SAR, China",MAC,2047,40.921
4113,"Macao SAR, China",MAC,2048,40.921
4114,"Macao SAR, China",MAC,2049,40.921
4115,"Macao SAR, China",MAC,2050,40.921
4116,St. Martin (French part),MAF,2023,40.921
4117,St. Martin (French part),MAF,2024,40.921
4118,St. Martin (French part),MAF,2025,40.921
4119,St. Martin (French part),MAF,2026,40.921
4120,St. Martin (French part),MAF,2027,40.921
4121,St. Martin (French part),MAF,2028,40.921
4122,St. Martin (French part),MAF,2029,40.921
4123,St. Martin (French part),MAF,2030,40.921
4124,St. Martin (French part),MAF,2031,40.921
4125,St. Martin (French part),MAF,2032,40.921
4126,St. Martin (French part),MAF,2033,40.921
4127,St. Martin (French part),MAF,2034,40.921
4128,St. Martin (French part),MAF,2035,40.921
4129,St. Martin (French part),MAF,2036,40.921
4130,St. Martin (French part),MAF,2037,40.921
4131,St. Martin (French part),MAF,2038,40.921
4132,St. Martin (French part),MAF,2039,40.921
4133,St. Martin (French part),MAF,2040,40.921
4134,St. Martin (French part),MAF,2041,40.921
4135,St. Martin (French part),MAF,2042,40.921
4136,St. Martin (French part),MAF,2043,40.921
4137,St. Martin (French part),MAF,2044,40.921
4138,St. Martin (French part),MAF,2045,40.921
4139,St. Martin (French part),MAF,2046,40.921
4140,St. Martin (French part),MAF,2047,40.921
4141,St. Martin (French part),MAF,2048,40.921
4142,St. Martin (French part),MAF,2049,40.921
4143,St. Martin (French part),MAF,2050,40.921
4144,Morocco,MAR,2023,40.921
4145,Morocco,MAR,2024,40.921
4146,Morocco,MAR,2025,40.921
4147,Morocco,MAR,2026,40.921
4148,Morocco,MAR,2027,40.921
4149,Morocco,MAR,2028,40.921
4150,Morocco,MAR,2029,40.921
4151,Morocco,MAR,2030,40.921
4152,Morocco,MAR,2031,40.921
4153,Morocco,MAR,2032,40.921
4154,Morocco,MAR,2033,40.921
4155,Morocco,MAR,2034,40.921
4156,Morocco,MAR,2035,40.921
4157,Morocco,MAR,2036,40.921
4158,Morocco,MAR,2037,40.921
4159,Morocco,MAR,2038,40.921
4160,Morocco,MAR,2039,40.921
4161,Morocco,MAR,2040,40.921
4162,Morocco,MAR,2041,40.921
4163,Morocco,MAR,2042,40.921
4164,Morocco,MAR,2043,40.921
4165,Morocco,MAR,2044,40.921
4166,Morocco,MAR,2045,40.921
4167,Morocco,MAR,2046,40.921
4168,Morocco,MAR,2047,40.921
4169,Morocco,MAR,2048,40.921
4170,Morocco,MAR,2049,40.921
4171,Morocco,MAR,2050,40.921
4172,Monaco,MCO,2023,40.921
4173,Monaco,MCO,2024,40.921
4174,Monaco,MCO,2025,40.921
4175,Monaco,MCO,2026,40.921
4176,Monaco,MCO,2027,40.921
4177,Monaco,MCO,2028,40.921
4178,Monaco,MCO,2029,40.921
4179,Monaco,MCO,2030,40.921
4180,Monaco,MCO,2031,40.921
4181,Monaco,MCO,2032,40.921
4182,Monaco,MCO,2033,40.921
4183,Monaco,MCO,2034,40.921
4184,Monaco,MCO,2035,40.921
4185,Monaco,MCO,2036,40.921
4186,Monaco,MCO,2037,40.921
4187,Monaco,MCO,2038,40.921
4188,Monaco,MCO,2039,40.921
4189,Monaco,MCO,2040,40.921
4190,Monaco,MCO,2041,40.921
4191,Monaco,MCO,2042,40.921
4192,Monaco,MCO,2043,40.921
4193,Monaco,MCO,2044,40.921
4194,Monaco,MCO,2045,40.921
4195,Monaco,MCO,2046,40.921
4196,Monaco,MCO,2047,40.921
4197,Monaco,MCO,2048,40.921
4198,Monaco,MCO,2049,40.921
4199,Monaco,MCO,2050,40.921
4200,Moldova,MDA,2023,40.921
4201,Moldova,MDA,2024,40.921
4202,Moldova,MDA,2025,40.921
4203,Moldova,MDA,2026,40.921
4204,Moldova,MDA,2027,40.921
4205,Moldova,MDA,2028,40.921
4206,Moldova,MDA,2029,40.921
4207,Moldova,MDA,2030,40.921
4208,Moldova,MDA,2031,40.921
4209,Moldova,MDA,2032,40.921
4210,Moldova,MDA,2033,40.921
4211,Moldova,MDA,2034,40.921
4212,Moldova,MDA,2035,40.921
4213,Moldova,MDA,2036,40.921
4214,Moldova,MDA,2037,40.921
4215,Moldova,MDA,2038,40.921
4216,Moldova,MDA,2039,40.921
4217,Moldova,MDA,2040,40.921
4218,Moldova,MDA,2041,40.921
4219,Moldova,MDA,2042,40.921
4220,Moldova,MDA,2043,40.921
4221,Moldova,MDA,2044,40.921
4222,Moldova,MDA,2045,40.921
4223,Moldova,MDA,2046,40.921
4224,Moldova,MDA,2047,40.921
4225,Moldova,MDA,2048,40.921
4226,Moldova,MDA,2049,40.921
4227,Moldova,MDA,2050,40.921
4228,Madagascar,MDG,2023,40.921
4229,Madagascar,MDG,2024,40.921
4230,Madagascar,MDG,2025,40.921
4231,Madagascar,MDG,2026,40.921
4232,Madagascar,MDG,2027,40.921
4233,Madagascar,MDG,2028,40.921
4234,Madagascar,MDG,2029,40.921
4235,Madagascar,MDG,2030,40.921
4236,Madagascar,MDG,2031,40.921
4237,Madagascar,MDG,2032,40.921
4238,Madagascar,MDG,2033,40.921
4239,Madagascar,MDG,2034,40.921
4240,Madagascar,MDG,2035,40.921
4241,Madagascar,MDG,2036,40.921
4242,Madagascar,MDG,2037,40.921
4243,Madagascar,MDG,2038,40.921
4244,Madagascar,MDG,2039,40.921
4245,Madagascar,MDG,2040,40.921
4246,Madagascar,MDG,2041,40.921
4247,Madagascar,MDG,2042,40.921
4248,Madagascar,MDG,2043,40.921
4249,Madagascar,MDG,2044,40.921
4250,Madagascar,MDG,2045,40.921
4251,Madagascar,MDG,2046,40.921
4252,Madagascar,MDG,2047,40.921
4253,Madagascar,MDG,2048,40.921
4254,Madagascar,MDG,2049,40.921
4255,Madagascar,MDG,2050,40.921
4256,Maldives,MDV,2023,40.921
4257,Maldives,MDV,2024,40.921
4258,Maldives,MDV,2025,40.921
4259,Maldives,MDV,2026,40.921
4260,Maldives,MDV,2027,40.921
4261,Maldives,MDV,2028,40.921
4262,Maldives,MDV,2029,40.921
4263,Maldives,MDV,2030,40.921
4264,Maldives,MDV,2031,40.921
4265,Maldives,MDV,2032,40.921
4266,Maldives,MDV,2033,40.921
4267,Maldives,MDV,2034,40.921
4268,Maldives,MDV,2035,40.921
4269,Maldives,MDV,2036,40.921
4270,Maldives,MDV,2037,40.921
4271,Maldives,MDV,2038,40.921
4272,Maldives,MDV,2039,40.921
4273,Maldives,MDV,2040,40.921
4274,Maldives,MDV,2041,40.921
4275,Maldives,MDV,2042,40.921
4276,Maldives,MDV,2043,40.921
4277,Maldives,MDV,2044,40.921
4278,Maldives,MDV,2045,40.921
4279,Maldives,MDV,2046,40.921
4280,Maldives,MDV,2047,40.921
4281,Maldives,MDV,2048,40.921
4282,Maldives,MDV,2049,40.921
4283,Maldives,MDV,2050,40.921
4284,Middle East & North Africa,MEA,2023,40.921
4285,Middle East & North Africa,MEA,2024,40.921
4286,Middle East & North Africa,MEA,2025,40.921
4287,Middle East & North Africa,MEA,2026,40.921
4288,Middle East & North Africa,MEA,2027,40.921
4289,Middle East & North Africa,MEA,2028,40.921
4290,Middle East & North Africa,MEA,2029,40.921
4291,Middle East & North Africa,MEA,2030,40.921
4292,Middle East & North Africa,MEA,2031,40.921
4293,Middle East & North Africa,MEA,2032,40.921
4294,Middle East & North Africa,MEA,2033,40.921
4295,Middle East & North Africa,MEA,2034,40.921
4296,Middle East & North Africa,MEA,2035,40.921
4297,Middle East & North Africa,MEA,2036,40.921
4298,Middle East & North Africa,MEA,2037,40.921
4299,Middle East & North Africa,MEA,2038,40.921
4300,Middle East & North Africa,MEA,2039,40.921
4301,Middle East & North Africa,MEA,2040,40.921
4302,Middle East & North Africa,MEA,2041,40.921
4303,Middle East & North Africa,MEA,2042,40.921
4304,Middle East & North Africa,MEA,2043,40.921
4305,Middle East & North Africa,MEA,2044,40.921
4306,Middle East & North Africa,MEA,2045,40.921
4307,Middle East & North Africa,MEA,2046,40.921
4308,Middle East & North Africa,MEA,2047,40.921
4309,Middle East & North Africa,MEA,2048,40.921
4310,Middle East & North Africa,MEA,2049,40.921
4311,Middle East & North Africa,MEA,2050,40.921
4312,Mexico,MEX,2023,40.921
4313,Mexico,MEX,2024,40.921
4314,Mexico,MEX,2025,40.921
4315,Mexico,MEX,2026,40.921
4316,Mexico,MEX,2027,40.921
4317,Mexico,MEX,2028,40.921
4318,Mexico,MEX,2029,40.921
4319,Mexico,MEX,2030,40.921
4320,Mexico,MEX,2031,40.921
4321,Mexico,MEX,2032,40.921
4322,Mexico,MEX,2033,40.921
4323,Mexico,MEX,2034,40.921
4324,Mexico,MEX,2035,40.921
4325,Mexico,MEX,2036,40.921
4326,Mexico,MEX,2037,40.921
4327,Mexico,MEX,2038,40.921
4328,Mexico,MEX,2039,40.921
4329,Mexico,MEX,2040,40.921
4330,Mexico,MEX,2041,40.921
4331,Mexico,MEX,2042,40.921
4332,Mexico,MEX,2043,40.921
4333,Mexico,MEX,2044,40.921
4334,Mexico,MEX,2045,40.921
4335,Mexico,MEX,2046,40.921
4336,Mexico,MEX,2047,40.921
4337,Mexico,MEX,2048,40.921
4338,Mexico,MEX,2049,40.921
4339,Mexico,MEX,2050,40.921
4340,Marshall Islands,MHL,2023,40.921
4341,Marshall Islands,MHL,2024,40.921
4342,Marshall Islands,MHL,2025,40.921
4343,Marshall Islands,MHL,2026,40.921
4344,Marshall Islands,MHL,2027,40.921
4345,Marshall Islands,MHL,2028,40.921
4346,Marshall Islands,MHL,2029,40.921
4347,Marshall Islands,MHL,2030,40.921
4348,Marshall Islands,MHL,2031,40.921
4349,Marshall Islands,MHL,2032,40.921
4350,Marshall Islands,MHL,2033,40.921
4351,Marshall Islands,MHL,2034,40.921
4352,Marshall Islands,MHL,2035,40.921
4353,Marshall Islands,MHL,2036,40.921
4354,Marshall Islands,MHL,2037,40.921
4355,Marshall Islands,MHL,2038,40.921
4356,Marshall Islands,MHL,2039,40.921
4357,Marshall Islands,MHL,2040,40.921
4358,Marshall Islands,MHL,2041,40.921
4359,Marshall Islands,MHL,2042,40.921
4360,Marshall Islands,MHL,2043,40.921
4361,Marshall Islands,MHL,2044,40.921
4362,Marshall Islands,MHL,2045,40.921
4363,Marshall Islands,MHL,2046,40.921
4364,Marshall Islands,MHL,2047,40.921
4365,Marshall Islands,MHL,2048,40.921
4366,Marshall Islands,MHL,2049,40.921
4367,Marshall Islands,MHL,2050,40.921
4368,Middle income,MIC,2023,40.921
4369,Middle income,MIC,2024,40.921
4370,Middle income,MIC,2025,40.921
4371,Middle income,MIC,2026,40.921
4372,Middle income,MIC,2027,40.921
4373,Middle income,MIC,2028,40.921
4374,Middle income,MIC,2029,40.921
4375,Middle income,MIC,2030,40.921
4376,Middle income,MIC,2031,40.921
4377,Middle income,MIC,2032,40.921
4378,Middle income,MIC,2033,40.921
4379,Middle income,MIC,2034,40.921
4380,Middle income,MIC,2035,40.921
4381,Middle income,MIC,2036,40.921
4382,Middle income,MIC,2037,40.921
4383,Middle income,MIC,2038,40.921
4384,Middle income,MIC,2039,40.921
4385,Middle income,MIC,2040,40.921
4386,Middle income,MIC,2041,40.921
4387,Middle income,MIC,2042,40.921
4388,Middle income,MIC,2043,40.921
4389,Middle income,MIC,2044,40.921
4390,Middle income,MIC,2045,40.921
4391,Middle income,MIC,2046,40.921
4392,Middle income,MIC,2047,40.921
4393,Middle income,MIC,2048,40.921
4394,Middle income,MIC,2049,40.921
4395,Middle income,MIC,2050,40.921
4396,North Macedonia,MKD,2023,40.921
4397,North Macedonia,MKD,2024,40.921
4398,North Macedonia,MKD,2025,40.921
4399,North Macedonia,MKD,2026,40.921
4400,North Macedonia,MKD,2027,40.921
4401,North Macedonia,MKD,2028,40.921
4402,North Macedonia,MKD,2029,40.921
4403,North Macedonia,MKD,2030,40.921
4404,North Macedonia,MKD,2031,40.921
4405,North Macedonia,MKD,2032,40.921
4406,North Macedonia,MKD,2033,40.921
4407,North Macedonia,MKD,2034,40.921
4408,North Macedonia,MKD,2035,40.921
4409,North Macedonia,MKD,2036,40.921
4410,North Macedonia,MKD,2037,40.921
4411,North Macedonia,MKD,2038,40.921
4412,North Macedonia,MKD,2039,40.921
4413,North Macedonia,MKD,2040,40.921
4414,North Macedonia,MKD,2041,40.921
4415,North Macedonia,MKD,2042,40.921
4416,North Macedonia,MKD,2043,40.921
4417,North Macedonia,MKD,2044,40.921
4418,North Macedonia,MKD,2045,40.921
4419,North Macedonia,MKD,2046,40.921
4420,North Macedonia,MKD,2047,40.921
4421,North Macedonia,MKD,2048,40.921
4422,North Macedonia,MKD,2049,40.921
4423,North Macedonia,MKD,2050,40.921
4424,Mali,MLI,2023,40.921
4425,Mali,MLI,2024,40.921
4426,Mali,MLI,2025,40.921
4427,Mali,MLI,2026,40.921
4428,Mali,MLI,2027,40.921
4429,Mali,MLI,2028,40.921
4430,Mali,MLI,2029,40.921
4431,Mali,MLI,2030,40.921
4432,Mali,MLI,2031,40.921
4433,Mali,MLI,2032,40.921
4434,Mali,MLI,2033,40.921
4435,Mali,MLI,2034,40.921
4436,Mali,MLI,2035,40.921
4437,Mali,MLI,2036,40.921
4438,Mali,MLI,2037,40.921
4439,Mali,MLI,2038,40.921
4440,Mali,MLI,2039,40.921
4441,Mali,MLI,2040,40.921
4442,Mali,MLI,2041,40.921
4443,Mali,MLI,2042,40.921
4444,Mali,MLI,2043,40.921
4445,Mali,MLI,2044,40.921
4446,Mali,MLI,2045,40.921
4447,Mali,MLI,2046,40.921
4448,Mali,MLI,2047,40.921
4449,Mali,MLI,2048,40.921
4450,Mali,MLI,2049,40.921
4451,Mali,MLI,2050,40.921
4452,Malta,MLT,2023,40.921
4453,Malta,MLT,2024,40.921
4454,Malta,MLT,2025,40.921
4455,Malta,MLT,2026,40.921
4456,Malta,MLT,2027,40.921
4457,Malta,MLT,2028,40.921
4458,Malta,MLT,2029,40.921
4459,Malta,MLT,2030,40.921
4460,Malta,MLT,2031,40.921
4461,Malta,MLT,2032,40.921
4462,Malta,MLT,2033,40.921
4463,Malta,MLT,2034,40.921
4464,Malta,MLT,2035,40.921
4465,Malta,MLT,2036,40.921
4466,Malta,MLT,2037,40.921
4467,Malta,MLT,2038,40.921
4468,Malta,MLT,2039,40.921
4469,Malta,MLT,2040,40.921
4470,Malta,MLT,2041,40.921
4471,Malta,MLT,2042,40.921
4472,Malta,MLT,2043,40.921
4473,Malta,MLT,2044,40.921
4474,Malta,MLT,2045,40.921
4475,Malta,MLT,2046,40.921
4476,Malta,MLT,2047,40.921
4477,Malta,MLT,2048,40.921
4478,Malta,MLT,2049,40.921
4479,Malta,MLT,2050,40.921
4480,Myanmar,MMR,2023,40.921
4481,Myanmar,MMR,2024,40.921
4482,Myanmar,MMR,2025,40.921
4483,Myanmar,MMR,2026,40.921
4484,Myanmar,MMR,2027,40.921
4485,Myanmar,MMR,2028,40.921
4486,Myanmar,MMR,2029,40.921
4487,Myanmar,MMR,2030,40.921
4488,Myanmar,MMR,2031,40.921
4489,Myanmar,MMR,2032,40.921
4490,Myanmar,MMR,2033,40.921
4491,Myanmar,MMR,2034,40.921
4492,Myanmar,MMR,2035,40.921
4493,Myanmar,MMR,2036,40.921
4494,Myanmar,MMR,2037,40.921
4495,Myanmar,MMR,2038,40.921
4496,Myanmar,MMR,2039,40.921
4497,Myanmar,MMR,2040,40.921
4498,Myanmar,MMR,2041,40.921
4499,Myanmar,MMR,2042,40.921
