,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_road_light
1322,Hungary,HUN,2004,1.6808
1323,Hungary,HUN,2005,1.6808
1324,Hungary,HUN,2006,1.6808
1325,Hungary,HUN,2007,1.6808
1326,IBRD only,IBD,1995,1.6808
1327,IBRD only,IBD,1996,1.6808
1328,IBRD only,IBD,1997,1.6808
1329,IBRD only,IBD,1998,1.6808
1330,IBRD only,IBD,1999,1.6808
1331,IBRD only,IBD,2000,1.6808
1332,IBRD only,IBD,2001,1.6808
1333,IBRD only,IBD,2002,1.6808
1334,IBRD only,IBD,2003,1.6808
1335,IBRD only,IBD,2004,1.6808
1336,IBRD only,IBD,2005,1.6808
1337,IBRD only,IBD,2006,1.6808
1338,IBRD only,IBD,2007,1.6808
1339,IDA & IBRD total,IBT,1995,1.6808
1340,IDA & IBRD total,IBT,1996,1.6808
1341,IDA & IBRD total,IBT,1997,1.6808
1342,IDA & IBRD total,IBT,1998,1.6808
1343,IDA & IBRD total,IBT,1999,1.6808
1344,IDA & IBRD total,IBT,2000,1.6808
1345,IDA & IBRD total,IBT,2001,1.6808
1346,IDA & IBRD total,IBT,2002,1.6808
1347,IDA & IBRD total,IBT,2003,1.6808
1348,IDA & IBRD total,IBT,2004,1.6808
1349,IDA & IBRD total,IBT,2005,1.6808
1350,IDA & IBRD total,IBT,2006,1.6808
1351,IDA & IBRD total,IBT,2007,1.6808
1352,IDA total,IDA,1995,1.6808
1353,IDA total,IDA,1996,1.6808
1354,IDA total,IDA,1997,1.6808
1355,IDA total,IDA,1998,1.6808
1356,IDA total,IDA,1999,1.6808
1357,IDA total,IDA,2000,1.6808
1358,IDA total,IDA,2001,1.6808
1359,IDA total,IDA,2002,1.6808
1360,IDA total,IDA,2003,1.6808
1361,IDA total,IDA,2004,1.6808
1362,IDA total,IDA,2005,1.6808
1363,IDA total,IDA,2006,1.6808
1364,IDA total,IDA,2007,1.6808
1365,IDA blend,IDB,1995,1.6808
1366,IDA blend,IDB,1996,1.6808
1367,IDA blend,IDB,1997,1.6808
1368,IDA blend,IDB,1998,1.6808
1369,IDA blend,IDB,1999,1.6808
1370,IDA blend,IDB,2000,1.6808
1371,IDA blend,IDB,2001,1.6808
1372,IDA blend,IDB,2002,1.6808
1373,IDA blend,IDB,2003,1.6808
1374,IDA blend,IDB,2004,1.6808
1375,IDA blend,IDB,2005,1.6808
1376,IDA blend,IDB,2006,1.6808
1377,IDA blend,IDB,2007,1.6808
1378,Indonesia,IDN,1995,1.6808
1379,Indonesia,IDN,1996,1.6808
1380,Indonesia,IDN,1997,1.6808
1381,Indonesia,IDN,1998,1.6808
1382,Indonesia,IDN,1999,1.6808
1383,Indonesia,IDN,2000,1.6808
1384,Indonesia,IDN,2001,1.6808
1385,Indonesia,IDN,2002,1.6808
1386,Indonesia,IDN,2003,1.6808
1387,Indonesia,IDN,2004,1.6808
1388,Indonesia,IDN,2005,1.6808
1389,Indonesia,IDN,2006,1.6808
1390,Indonesia,IDN,2007,1.6808
1391,IDA only,IDX,1995,1.6808
1392,IDA only,IDX,1996,1.6808
1393,IDA only,IDX,1997,1.6808
1394,IDA only,IDX,1998,1.6808
1395,IDA only,IDX,1999,1.6808
1396,IDA only,IDX,2000,1.6808
1397,IDA only,IDX,2001,1.6808
1398,IDA only,IDX,2002,1.6808
1399,IDA only,IDX,2003,1.6808
1400,IDA only,IDX,2004,1.6808
1401,IDA only,IDX,2005,1.6808
1402,IDA only,IDX,2006,1.6808
1403,IDA only,IDX,2007,1.6808
1404,Isle of Man,IMN,1995,1.6808
1405,Isle of Man,IMN,1996,1.6808
1406,Isle of Man,IMN,1997,1.6808
1407,Isle of Man,IMN,1998,1.6808
1408,Isle of Man,IMN,1999,1.6808
1409,Isle of Man,IMN,2000,1.6808
1410,Isle of Man,IMN,2001,1.6808
1411,Isle of Man,IMN,2002,1.6808
1412,Isle of Man,IMN,2003,1.6808
1413,Isle of Man,IMN,2004,1.6808
1414,Isle of Man,IMN,2005,1.6808
1415,Isle of Man,IMN,2006,1.6808
1416,Isle of Man,IMN,2007,1.6808
1417,India,IND,1995,1.6808
1418,India,IND,1996,1.6808
1419,India,IND,1997,1.6808
1420,India,IND,1998,1.6808
1421,India,IND,1999,1.6808
1422,India,IND,2000,1.6808
1423,India,IND,2001,1.6808
1424,India,IND,2002,1.6808
1425,India,IND,2003,1.6808
1426,India,IND,2004,1.6808
1427,India,IND,2005,1.6808
1428,India,IND,2006,1.6808
1429,India,IND,2007,1.6808
1430,Not classified,INX,1995,1.6808
1431,Not classified,INX,1996,1.6808
1432,Not classified,INX,1997,1.6808
1433,Not classified,INX,1998,1.6808
1434,Not classified,INX,1999,1.6808
1435,Not classified,INX,2000,1.6808
1436,Not classified,INX,2001,1.6808
1437,Not classified,INX,2002,1.6808
1438,Not classified,INX,2003,1.6808
1439,Not classified,INX,2004,1.6808
1440,Not classified,INX,2005,1.6808
1441,Not classified,INX,2006,1.6808
1442,Not classified,INX,2007,1.6808
1443,Ireland,IRL,1995,1.6808
1444,Ireland,IRL,1996,1.6808
1445,Ireland,IRL,1997,1.6808
1446,Ireland,IRL,1998,1.6808
1447,Ireland,IRL,1999,1.6808
1448,Ireland,IRL,2000,1.6808
1449,Ireland,IRL,2001,1.6808
1450,Ireland,IRL,2002,1.6808
1451,Ireland,IRL,2003,1.6808
1452,Ireland,IRL,2004,1.6808
1453,Ireland,IRL,2005,1.6808
1454,Ireland,IRL,2006,1.6808
1455,Ireland,IRL,2007,1.6808
1456,"Iran, Islamic Rep.",IRN,1995,1.6808
1457,"Iran, Islamic Rep.",IRN,1996,1.6808
1458,"Iran, Islamic Rep.",IRN,1997,1.6808
1459,"Iran, Islamic Rep.",IRN,1998,1.6808
1460,"Iran, Islamic Rep.",IRN,1999,1.6808
1461,"Iran, Islamic Rep.",IRN,2000,1.6808
1462,"Iran, Islamic Rep.",IRN,2001,1.6808
1463,"Iran, Islamic Rep.",IRN,2002,1.6808
1464,"Iran, Islamic Rep.",IRN,2003,1.6808
1465,"Iran, Islamic Rep.",IRN,2004,1.6808
1466,"Iran, Islamic Rep.",IRN,2005,1.6808
1467,"Iran, Islamic Rep.",IRN,2006,1.6808
1468,"Iran, Islamic Rep.",IRN,2007,1.6808
1469,Iraq,IRQ,1995,1.6808
1470,Iraq,IRQ,1996,1.6808
1471,Iraq,IRQ,1997,1.6808
1472,Iraq,IRQ,1998,1.6808
1473,Iraq,IRQ,1999,1.6808
1474,Iraq,IRQ,2000,1.6808
1475,Iraq,IRQ,2001,1.6808
1476,Iraq,IRQ,2002,1.6808
1477,Iraq,IRQ,2003,1.6808
1478,Iraq,IRQ,2004,1.6808
1479,Iraq,IRQ,2005,1.6808
1480,Iraq,IRQ,2006,1.6808
1481,Iraq,IRQ,2007,1.6808
1482,Iceland,ISL,1995,1.6808
1483,Iceland,ISL,1996,1.6808
1484,Iceland,ISL,1997,1.6808
1485,Iceland,ISL,1998,1.6808
1486,Iceland,ISL,1999,1.6808
1487,Iceland,ISL,2000,1.6808
1488,Iceland,ISL,2001,1.6808
1489,Iceland,ISL,2002,1.6808
1490,Iceland,ISL,2003,1.6808
1491,Iceland,ISL,2004,1.6808
1492,Iceland,ISL,2005,1.6808
1493,Iceland,ISL,2006,1.6808
1494,Iceland,ISL,2007,1.6808
1495,Israel,ISR,1995,1.6808
1496,Israel,ISR,1996,1.6808
1497,Israel,ISR,1997,1.6808
1498,Israel,ISR,1998,1.6808
1499,Israel,ISR,1999,1.6808
1500,Israel,ISR,2000,1.6808
1501,Israel,ISR,2001,1.6808
1502,Israel,ISR,2002,1.6808
1503,Israel,ISR,2003,1.6808
1504,Israel,ISR,2004,1.6808
1505,Israel,ISR,2005,1.6808
1506,Israel,ISR,2006,1.6808
1507,Israel,ISR,2007,1.6808
1508,Italy,ITA,1995,1.6808
1509,Italy,ITA,1996,1.6808
1510,Italy,ITA,1997,1.6808
1511,Italy,ITA,1998,1.6808
1512,Italy,ITA,1999,1.6808
1513,Italy,ITA,2000,1.6808
1514,Italy,ITA,2001,1.6808
1515,Italy,ITA,2002,1.6808
1516,Italy,ITA,2003,1.6808
1517,Italy,ITA,2004,1.6808
1518,Italy,ITA,2005,1.6808
1519,Italy,ITA,2006,1.6808
1520,Italy,ITA,2007,1.6808
1521,Jamaica,JAM,1995,1.6808
1522,Jamaica,JAM,1996,1.6808
1523,Jamaica,JAM,1997,1.6808
1524,Jamaica,JAM,1998,1.6808
1525,Jamaica,JAM,1999,1.6808
1526,Jamaica,JAM,2000,1.6808
1527,Jamaica,JAM,2001,1.6808
1528,Jamaica,JAM,2002,1.6808
1529,Jamaica,JAM,2003,1.6808
1530,Jamaica,JAM,2004,1.6808
1531,Jamaica,JAM,2005,1.6808
1532,Jamaica,JAM,2006,1.6808
1533,Jamaica,JAM,2007,1.6808
1534,Jordan,JOR,1995,1.6808
1535,Jordan,JOR,1996,1.6808
1536,Jordan,JOR,1997,1.6808
1537,Jordan,JOR,1998,1.6808
1538,Jordan,JOR,1999,1.6808
1539,Jordan,JOR,2000,1.6808
1540,Jordan,JOR,2001,1.6808
1541,Jordan,JOR,2002,1.6808
1542,Jordan,JOR,2003,1.6808
1543,Jordan,JOR,2004,1.6808
1544,Jordan,JOR,2005,1.6808
1545,Jordan,JOR,2006,1.6808
1546,Jordan,JOR,2007,1.6808
1547,Japan,JPN,1995,1.6808
1548,Japan,JPN,1996,1.6808
1549,Japan,JPN,1997,1.6808
1550,Japan,JPN,1998,1.6808
1551,Japan,JPN,1999,1.6808
1552,Japan,JPN,2000,1.6808
1553,Japan,JPN,2001,1.6808
1554,Japan,JPN,2002,1.6808
1555,Japan,JPN,2003,1.6808
1556,Japan,JPN,2004,1.6808
1557,Japan,JPN,2005,1.6808
1558,Japan,JPN,2006,1.6808
1559,Japan,JPN,2007,1.6808
1560,Kazakhstan,KAZ,1995,1.6808
1561,Kazakhstan,KAZ,1996,1.6808
1562,Kazakhstan,KAZ,1997,1.6808
1563,Kazakhstan,KAZ,1998,1.6808
1564,Kazakhstan,KAZ,1999,1.6808
1565,Kazakhstan,KAZ,2000,1.6808
1566,Kazakhstan,KAZ,2001,1.6808
1567,Kazakhstan,KAZ,2002,1.6808
1568,Kazakhstan,KAZ,2003,1.6808
1569,Kazakhstan,KAZ,2004,1.6808
1570,Kazakhstan,KAZ,2005,1.6808
1571,Kazakhstan,KAZ,2006,1.6808
1572,Kazakhstan,KAZ,2007,1.6808
1573,Kenya,KEN,1995,1.6808
1574,Kenya,KEN,1996,1.6808
1575,Kenya,KEN,1997,1.6808
1576,Kenya,KEN,1998,1.6808
1577,Kenya,KEN,1999,1.6808
1578,Kenya,KEN,2000,1.6808
1579,Kenya,KEN,2001,1.6808
1580,Kenya,KEN,2002,1.6808
1581,Kenya,KEN,2003,1.6808
1582,Kenya,KEN,2004,1.6808
1583,Kenya,KEN,2005,1.6808
1584,Kenya,KEN,2006,1.6808
1585,Kenya,KEN,2007,1.6808
1586,Kyrgyz Republic,KGZ,1995,1.6808
1587,Kyrgyz Republic,KGZ,1996,1.6808
1588,Kyrgyz Republic,KGZ,1997,1.6808
1589,Kyrgyz Republic,KGZ,1998,1.6808
1590,Kyrgyz Republic,KGZ,1999,1.6808
1591,Kyrgyz Republic,KGZ,2000,1.6808
1592,Kyrgyz Republic,KGZ,2001,1.6808
1593,Kyrgyz Republic,KGZ,2002,1.6808
1594,Kyrgyz Republic,KGZ,2003,1.6808
1595,Kyrgyz Republic,KGZ,2004,1.6808
1596,Kyrgyz Republic,KGZ,2005,1.6808
1597,Kyrgyz Republic,KGZ,2006,1.6808
1598,Kyrgyz Republic,KGZ,2007,1.6808
1599,Cambodia,KHM,1995,1.6808
1600,Cambodia,KHM,1996,1.6808
1601,Cambodia,KHM,1997,1.6808
1602,Cambodia,KHM,1998,1.6808
1603,Cambodia,KHM,1999,1.6808
1604,Cambodia,KHM,2000,1.6808
1605,Cambodia,KHM,2001,1.6808
1606,Cambodia,KHM,2002,1.6808
1607,Cambodia,KHM,2003,1.6808
1608,Cambodia,KHM,2004,1.6808
1609,Cambodia,KHM,2005,1.6808
1610,Cambodia,KHM,2006,1.6808
1611,Cambodia,KHM,2007,1.6808
1612,Kiribati,KIR,1995,1.6808
1613,Kiribati,KIR,1996,1.6808
1614,Kiribati,KIR,1997,1.6808
1615,Kiribati,KIR,1998,1.6808
1616,Kiribati,KIR,1999,1.6808
1617,Kiribati,KIR,2000,1.6808
1618,Kiribati,KIR,2001,1.6808
1619,Kiribati,KIR,2002,1.6808
1620,Kiribati,KIR,2003,1.6808
1621,Kiribati,KIR,2004,1.6808
1622,Kiribati,KIR,2005,1.6808
1623,Kiribati,KIR,2006,1.6808
1624,Kiribati,KIR,2007,1.6808
1625,St. Kitts and Nevis,KNA,1995,1.6808
1626,St. Kitts and Nevis,KNA,1996,1.6808
1627,St. Kitts and Nevis,KNA,1997,1.6808
1628,St. Kitts and Nevis,KNA,1998,1.6808
1629,St. Kitts and Nevis,KNA,1999,1.6808
1630,St. Kitts and Nevis,KNA,2000,1.6808
1631,St. Kitts and Nevis,KNA,2001,1.6808
1632,St. Kitts and Nevis,KNA,2002,1.6808
1633,St. Kitts and Nevis,KNA,2003,1.6808
1634,St. Kitts and Nevis,KNA,2004,1.6808
1635,St. Kitts and Nevis,KNA,2005,1.6808
1636,St. Kitts and Nevis,KNA,2006,1.6808
1637,St. Kitts and Nevis,KNA,2007,1.6808
1638,"Korea, Rep.",KOR,1995,1.6808
1639,"Korea, Rep.",KOR,1996,1.6808
1640,"Korea, Rep.",KOR,1997,1.6808
1641,"Korea, Rep.",KOR,1998,1.6808
1642,"Korea, Rep.",KOR,1999,1.6808
1643,"Korea, Rep.",KOR,2000,1.6808
1644,"Korea, Rep.",KOR,2001,1.6808
1645,"Korea, Rep.",KOR,2002,1.6808
1646,"Korea, Rep.",KOR,2003,1.6808
1647,"Korea, Rep.",KOR,2004,1.6808
1648,"Korea, Rep.",KOR,2005,1.6808
1649,"Korea, Rep.",KOR,2006,1.6808
1650,"Korea, Rep.",KOR,2007,1.6808
1651,Kuwait,KWT,1995,1.6808
1652,Kuwait,KWT,1996,1.6808
1653,Kuwait,KWT,1997,1.6808
1654,Kuwait,KWT,1998,1.6808
1655,Kuwait,KWT,1999,1.6808
1656,Kuwait,KWT,2000,1.6808
1657,Kuwait,KWT,2001,1.6808
1658,Kuwait,KWT,2002,1.6808
1659,Kuwait,KWT,2003,1.6808
1660,Kuwait,KWT,2004,1.6808
1661,Kuwait,KWT,2005,1.6808
1662,Kuwait,KWT,2006,1.6808
1663,Kuwait,KWT,2007,1.6808
1664,Latin America & Caribbean (excluding high income),LAC,1995,1.6808
1665,Latin America & Caribbean (excluding high income),LAC,1996,1.6808
1666,Latin America & Caribbean (excluding high income),LAC,1997,1.6808
1667,Latin America & Caribbean (excluding high income),LAC,1998,1.6808
1668,Latin America & Caribbean (excluding high income),LAC,1999,1.6808
1669,Latin America & Caribbean (excluding high income),LAC,2000,1.6808
1670,Latin America & Caribbean (excluding high income),LAC,2001,1.6808
1671,Latin America & Caribbean (excluding high income),LAC,2002,1.6808
1672,Latin America & Caribbean (excluding high income),LAC,2003,1.6808
1673,Latin America & Caribbean (excluding high income),LAC,2004,1.6808
1674,Latin America & Caribbean (excluding high income),LAC,2005,1.6808
1675,Latin America & Caribbean (excluding high income),LAC,2006,1.6808
1676,Latin America & Caribbean (excluding high income),LAC,2007,1.6808
1677,Lao PDR,LAO,1995,1.6808
1678,Lao PDR,LAO,1996,1.6808
1679,Lao PDR,LAO,1997,1.6808
1680,Lao PDR,LAO,1998,1.6808
1681,Lao PDR,LAO,1999,1.6808
1682,Lao PDR,LAO,2000,1.6808
1683,Lao PDR,LAO,2001,1.6808
1684,Lao PDR,LAO,2002,1.6808
1685,Lao PDR,LAO,2003,1.6808
1686,Lao PDR,LAO,2004,1.6808
1687,Lao PDR,LAO,2005,1.6808
1688,Lao PDR,LAO,2006,1.6808
1689,Lao PDR,LAO,2007,1.6808
1690,Lebanon,LBN,1995,1.6808
1691,Lebanon,LBN,1996,1.6808
1692,Lebanon,LBN,1997,1.6808
1693,Lebanon,LBN,1998,1.6808
1694,Lebanon,LBN,1999,1.6808
1695,Lebanon,LBN,2000,1.6808
1696,Lebanon,LBN,2001,1.6808
1697,Lebanon,LBN,2002,1.6808
1698,Lebanon,LBN,2003,1.6808
1699,Lebanon,LBN,2004,1.6808
1700,Lebanon,LBN,2005,1.6808
1701,Lebanon,LBN,2006,1.6808
1702,Lebanon,LBN,2007,1.6808
1703,Liberia,LBR,1995,1.6808
1704,Liberia,LBR,1996,1.6808
1705,Liberia,LBR,1997,1.6808
1706,Liberia,LBR,1998,1.6808
1707,Liberia,LBR,1999,1.6808
1708,Liberia,LBR,2000,1.6808
1709,Liberia,LBR,2001,1.6808
1710,Liberia,LBR,2002,1.6808
1711,Liberia,LBR,2003,1.6808
1712,Liberia,LBR,2004,1.6808
1713,Liberia,LBR,2005,1.6808
1714,Liberia,LBR,2006,1.6808
1715,Liberia,LBR,2007,1.6808
1716,Libya,LBY,1995,1.6808
1717,Libya,LBY,1996,1.6808
1718,Libya,LBY,1997,1.6808
1719,Libya,LBY,1998,1.6808
1720,Libya,LBY,1999,1.6808
1721,Libya,LBY,2000,1.6808
1722,Libya,LBY,2001,1.6808
1723,Libya,LBY,2002,1.6808
1724,Libya,LBY,2003,1.6808
1725,Libya,LBY,2004,1.6808
1726,Libya,LBY,2005,1.6808
1727,Libya,LBY,2006,1.6808
1728,Libya,LBY,2007,1.6808
1729,St. Lucia,LCA,1995,1.6808
1730,St. Lucia,LCA,1996,1.6808
1731,St. Lucia,LCA,1997,1.6808
1732,St. Lucia,LCA,1998,1.6808
1733,St. Lucia,LCA,1999,1.6808
1734,St. Lucia,LCA,2000,1.6808
1735,St. Lucia,LCA,2001,1.6808
1736,St. Lucia,LCA,2002,1.6808
1737,St. Lucia,LCA,2003,1.6808
1738,St. Lucia,LCA,2004,1.6808
1739,St. Lucia,LCA,2005,1.6808
1740,St. Lucia,LCA,2006,1.6808
1741,St. Lucia,LCA,2007,1.6808
1742,Latin America & Caribbean,LCN,1995,1.6808
1743,Latin America & Caribbean,LCN,1996,1.6808
1744,Latin America & Caribbean,LCN,1997,1.6808
1745,Latin America & Caribbean,LCN,1998,1.6808
1746,Latin America & Caribbean,LCN,1999,1.6808
1747,Latin America & Caribbean,LCN,2000,1.6808
1748,Latin America & Caribbean,LCN,2001,1.6808
1749,Latin America & Caribbean,LCN,2002,1.6808
1750,Latin America & Caribbean,LCN,2003,1.6808
1751,Latin America & Caribbean,LCN,2004,1.6808
1752,Latin America & Caribbean,LCN,2005,1.6808
1753,Latin America & Caribbean,LCN,2006,1.6808
1754,Latin America & Caribbean,LCN,2007,1.6808
1755,Least developed countries: UN classification,LDC,1995,1.6808
1756,Least developed countries: UN classification,LDC,1996,1.6808
1757,Least developed countries: UN classification,LDC,1997,1.6808
1758,Least developed countries: UN classification,LDC,1998,1.6808
1759,Least developed countries: UN classification,LDC,1999,1.6808
1760,Least developed countries: UN classification,LDC,2000,1.6808
1761,Least developed countries: UN classification,LDC,2001,1.6808
1762,Least developed countries: UN classification,LDC,2002,1.6808
1763,Least developed countries: UN classification,LDC,2003,1.6808
1764,Least developed countries: UN classification,LDC,2004,1.6808
1765,Least developed countries: UN classification,LDC,2005,1.6808
1766,Least developed countries: UN classification,LDC,2006,1.6808
1767,Least developed countries: UN classification,LDC,2007,1.6808
1768,Low income,LIC,1995,1.6808
1769,Low income,LIC,1996,1.6808
1770,Low income,LIC,1997,1.6808
1771,Low income,LIC,1998,1.6808
1772,Low income,LIC,1999,1.6808
1773,Low income,LIC,2000,1.6808
1774,Low income,LIC,2001,1.6808
1775,Low income,LIC,2002,1.6808
1776,Low income,LIC,2003,1.6808
1777,Low income,LIC,2004,1.6808
1778,Low income,LIC,2005,1.6808
1779,Low income,LIC,2006,1.6808
1780,Low income,LIC,2007,1.6808
1781,Liechtenstein,LIE,1995,1.6808
1782,Liechtenstein,LIE,1996,1.6808
1783,Liechtenstein,LIE,1997,1.6808
1784,Liechtenstein,LIE,1998,1.6808
1785,Liechtenstein,LIE,1999,1.6808
1786,Liechtenstein,LIE,2000,1.6808
1787,Liechtenstein,LIE,2001,1.6808
1788,Liechtenstein,LIE,2002,1.6808
1789,Liechtenstein,LIE,2003,1.6808
1790,Liechtenstein,LIE,2004,1.6808
1791,Liechtenstein,LIE,2005,1.6808
1792,Liechtenstein,LIE,2006,1.6808
1793,Liechtenstein,LIE,2007,1.6808
1794,Sri Lanka,LKA,1995,1.6808
1795,Sri Lanka,LKA,1996,1.6808
1796,Sri Lanka,LKA,1997,1.6808
1797,Sri Lanka,LKA,1998,1.6808
1798,Sri Lanka,LKA,1999,1.6808
1799,Sri Lanka,LKA,2000,1.6808
1800,Sri Lanka,LKA,2001,1.6808
1801,Sri Lanka,LKA,2002,1.6808
1802,Sri Lanka,LKA,2003,1.6808
1803,Sri Lanka,LKA,2004,1.6808
1804,Sri Lanka,LKA,2005,1.6808
1805,Sri Lanka,LKA,2006,1.6808
1806,Sri Lanka,LKA,2007,1.6808
1807,Lower middle income,LMC,1995,1.6808
1808,Lower middle income,LMC,1996,1.6808
1809,Lower middle income,LMC,1997,1.6808
1810,Lower middle income,LMC,1998,1.6808
1811,Lower middle income,LMC,1999,1.6808
1812,Lower middle income,LMC,2000,1.6808
1813,Lower middle income,LMC,2001,1.6808
1814,Lower middle income,LMC,2002,1.6808
1815,Lower middle income,LMC,2003,1.6808
1816,Lower middle income,LMC,2004,1.6808
1817,Lower middle income,LMC,2005,1.6808
1818,Lower middle income,LMC,2006,1.6808
1819,Lower middle income,LMC,2007,1.6808
1820,Low & middle income,LMY,1995,1.6808
1821,Low & middle income,LMY,1996,1.6808
1822,Low & middle income,LMY,1997,1.6808
1823,Low & middle income,LMY,1998,1.6808
1824,Low & middle income,LMY,1999,1.6808
1825,Low & middle income,LMY,2000,1.6808
1826,Low & middle income,LMY,2001,1.6808
1827,Low & middle income,LMY,2002,1.6808
1828,Low & middle income,LMY,2003,1.6808
1829,Low & middle income,LMY,2004,1.6808
1830,Low & middle income,LMY,2005,1.6808
1831,Low & middle income,LMY,2006,1.6808
1832,Low & middle income,LMY,2007,1.6808
1833,Lesotho,LSO,1995,1.6808
1834,Lesotho,LSO,1996,1.6808
1835,Lesotho,LSO,1997,1.6808
1836,Lesotho,LSO,1998,1.6808
1837,Lesotho,LSO,1999,1.6808
1838,Lesotho,LSO,2000,1.6808
1839,Lesotho,LSO,2001,1.6808
1840,Lesotho,LSO,2002,1.6808
1841,Lesotho,LSO,2003,1.6808
1842,Lesotho,LSO,2004,1.6808
1843,Lesotho,LSO,2005,1.6808
1844,Lesotho,LSO,2006,1.6808
1845,Lesotho,LSO,2007,1.6808
1846,Late-demographic dividend,LTE,1995,1.6808
1847,Late-demographic dividend,LTE,1996,1.6808
1848,Late-demographic dividend,LTE,1997,1.6808
1849,Late-demographic dividend,LTE,1998,1.6808
1850,Late-demographic dividend,LTE,1999,1.6808
1851,Late-demographic dividend,LTE,2000,1.6808
1852,Late-demographic dividend,LTE,2001,1.6808
1853,Late-demographic dividend,LTE,2002,1.6808
1854,Late-demographic dividend,LTE,2003,1.6808
1855,Late-demographic dividend,LTE,2004,1.6808
1856,Late-demographic dividend,LTE,2005,1.6808
1857,Late-demographic dividend,LTE,2006,1.6808
1858,Late-demographic dividend,LTE,2007,1.6808
1859,Lithuania,LTU,1995,1.6808
1860,Lithuania,LTU,1996,1.6808
1861,Lithuania,LTU,1997,1.6808
1862,Lithuania,LTU,1998,1.6808
1863,Lithuania,LTU,1999,1.6808
1864,Lithuania,LTU,2000,1.6808
1865,Lithuania,LTU,2001,1.6808
1866,Lithuania,LTU,2002,1.6808
1867,Lithuania,LTU,2003,1.6808
1868,Lithuania,LTU,2004,1.6808
1869,Lithuania,LTU,2005,1.6808
1870,Lithuania,LTU,2006,1.6808
1871,Lithuania,LTU,2007,1.6808
1872,Luxembourg,LUX,1995,1.6808
1873,Luxembourg,LUX,1996,1.6808
1874,Luxembourg,LUX,1997,1.6808
1875,Luxembourg,LUX,1998,1.6808
1876,Luxembourg,LUX,1999,1.6808
1877,Luxembourg,LUX,2000,1.6808
1878,Luxembourg,LUX,2001,1.6808
1879,Luxembourg,LUX,2002,1.6808
1880,Luxembourg,LUX,2003,1.6808
1881,Luxembourg,LUX,2004,1.6808
1882,Luxembourg,LUX,2005,1.6808
1883,Luxembourg,LUX,2006,1.6808
1884,Luxembourg,LUX,2007,1.6808
1885,Latvia,LVA,1995,1.6808
1886,Latvia,LVA,1996,1.6808
1887,Latvia,LVA,1997,1.6808
1888,Latvia,LVA,1998,1.6808
1889,Latvia,LVA,1999,1.6808
1890,Latvia,LVA,2000,1.6808
1891,Latvia,LVA,2001,1.6808
1892,Latvia,LVA,2002,1.6808
1893,Latvia,LVA,2003,1.6808
1894,Latvia,LVA,2004,1.6808
1895,Latvia,LVA,2005,1.6808
1896,Latvia,LVA,2006,1.6808
1897,Latvia,LVA,2007,1.6808
1898,"Macao SAR, China",MAC,1995,1.6808
1899,"Macao SAR, China",MAC,1996,1.6808
1900,"Macao SAR, China",MAC,1997,1.6808
1901,"Macao SAR, China",MAC,1998,1.6808
1902,"Macao SAR, China",MAC,1999,1.6808
1903,"Macao SAR, China",MAC,2000,1.6808
1904,"Macao SAR, China",MAC,2001,1.6808
1905,"Macao SAR, China",MAC,2002,1.6808
1906,"Macao SAR, China",MAC,2003,1.6808
1907,"Macao SAR, China",MAC,2004,1.6808
1908,"Macao SAR, China",MAC,2005,1.6808
1909,"Macao SAR, China",MAC,2006,1.6808
1910,"Macao SAR, China",MAC,2007,1.6808
1911,St. Martin (French part),MAF,1995,1.6808
1912,St. Martin (French part),MAF,1996,1.6808
1913,St. Martin (French part),MAF,1997,1.6808
1914,St. Martin (French part),MAF,1998,1.6808
1915,St. Martin (French part),MAF,1999,1.6808
1916,St. Martin (French part),MAF,2000,1.6808
1917,St. Martin (French part),MAF,2001,1.6808
1918,St. Martin (French part),MAF,2002,1.6808
1919,St. Martin (French part),MAF,2003,1.6808
1920,St. Martin (French part),MAF,2004,1.6808
1921,St. Martin (French part),MAF,2005,1.6808
1922,St. Martin (French part),MAF,2006,1.6808
1923,St. Martin (French part),MAF,2007,1.6808
1924,Morocco,MAR,1995,1.6808
1925,Morocco,MAR,1996,1.6808
1926,Morocco,MAR,1997,1.6808
1927,Morocco,MAR,1998,1.6808
1928,Morocco,MAR,1999,1.6808
1929,Morocco,MAR,2000,1.6808
1930,Morocco,MAR,2001,1.6808
1931,Morocco,MAR,2002,1.6808
1932,Morocco,MAR,2003,1.6808
1933,Morocco,MAR,2004,1.6808
1934,Morocco,MAR,2005,1.6808
1935,Morocco,MAR,2006,1.6808
1936,Morocco,MAR,2007,1.6808
1937,Monaco,MCO,1995,1.6808
1938,Monaco,MCO,1996,1.6808
1939,Monaco,MCO,1997,1.6808
1940,Monaco,MCO,1998,1.6808
1941,Monaco,MCO,1999,1.6808
1942,Monaco,MCO,2000,1.6808
1943,Monaco,MCO,2001,1.6808
1944,Monaco,MCO,2002,1.6808
1945,Monaco,MCO,2003,1.6808
1946,Monaco,MCO,2004,1.6808
1947,Monaco,MCO,2005,1.6808
1948,Monaco,MCO,2006,1.6808
1949,Monaco,MCO,2007,1.6808
1950,Moldova,MDA,1995,1.6808
1951,Moldova,MDA,1996,1.6808
1952,Moldova,MDA,1997,1.6808
1953,Moldova,MDA,1998,1.6808
1954,Moldova,MDA,1999,1.6808
1955,Moldova,MDA,2000,1.6808
1956,Moldova,MDA,2001,1.6808
1957,Moldova,MDA,2002,1.6808
