Year,iso_code3,cost_enfu_fuel_biomass_usd_per_tonne
2050,HTI,209.78
2021,HUN,209.78
2022,HUN,209.78
2023,HUN,209.78
2024,HUN,209.78
2025,HUN,209.78
2026,HUN,209.78
2027,HUN,209.78
2028,HUN,209.78
2029,HUN,209.78
2030,HUN,209.78
2031,HUN,209.78
2032,HUN,209.78
2033,HUN,209.78
2034,HUN,209.78
2035,HUN,209.78
2036,HUN,209.78
2037,HUN,209.78
2038,HUN,209.78
2039,HUN,209.78
2040,HUN,209.78
2041,HUN,209.78
2042,HUN,209.78
2043,HUN,209.78
2044,HUN,209.78
2045,HUN,209.78
2046,HUN,209.78
2047,HUN,209.78
2048,HUN,209.78
2049,HUN,209.78
2050,HUN,209.78
2021,IDN,209.78
2022,IDN,209.78
2023,IDN,209.78
2024,IDN,209.78
2025,IDN,209.78
2026,IDN,209.78
2027,IDN,209.78
2028,IDN,209.78
2029,IDN,209.78
2030,IDN,209.78
2031,IDN,209.78
2032,IDN,209.78
2033,IDN,209.78
2034,IDN,209.78
2035,IDN,209.78
2036,IDN,209.78
2037,IDN,209.78
2038,IDN,209.78
2039,IDN,209.78
2040,IDN,209.78
2041,IDN,209.78
2042,IDN,209.78
2043,IDN,209.78
2044,IDN,209.78
2045,IDN,209.78
2046,IDN,209.78
2047,IDN,209.78
2048,IDN,209.78
2049,IDN,209.78
2050,IDN,209.78
2021,IMN,209.78
2022,IMN,209.78
2023,IMN,209.78
2024,IMN,209.78
2025,IMN,209.78
2026,IMN,209.78
2027,IMN,209.78
2028,IMN,209.78
2029,IMN,209.78
2030,IMN,209.78
2031,IMN,209.78
2032,IMN,209.78
2033,IMN,209.78
2034,IMN,209.78
2035,IMN,209.78
2036,IMN,209.78
2037,IMN,209.78
2038,IMN,209.78
2039,IMN,209.78
2040,IMN,209.78
2041,IMN,209.78
2042,IMN,209.78
2043,IMN,209.78
2044,IMN,209.78
2045,IMN,209.78
2046,IMN,209.78
2047,IMN,209.78
2048,IMN,209.78
2049,IMN,209.78
2050,IMN,209.78
2021,IND,209.78
2022,IND,209.78
2023,IND,209.78
2024,IND,209.78
2025,IND,209.78
2026,IND,209.78
2027,IND,209.78
2028,IND,209.78
2029,IND,209.78
2030,IND,209.78
2031,IND,209.78
2032,IND,209.78
2033,IND,209.78
2034,IND,209.78
2035,IND,209.78
2036,IND,209.78
2037,IND,209.78
2038,IND,209.78
2039,IND,209.78
2040,IND,209.78
2041,IND,209.78
2042,IND,209.78
2043,IND,209.78
2044,IND,209.78
2045,IND,209.78
2046,IND,209.78
2047,IND,209.78
2048,IND,209.78
2049,IND,209.78
2050,IND,209.78
2021,IRL,209.78
2022,IRL,209.78
2023,IRL,209.78
2024,IRL,209.78
2025,IRL,209.78
2026,IRL,209.78
2027,IRL,209.78
2028,IRL,209.78
2029,IRL,209.78
2030,IRL,209.78
2031,IRL,209.78
2032,IRL,209.78
2033,IRL,209.78
2034,IRL,209.78
2035,IRL,209.78
2036,IRL,209.78
2037,IRL,209.78
2038,IRL,209.78
2039,IRL,209.78
2040,IRL,209.78
2041,IRL,209.78
2042,IRL,209.78
2043,IRL,209.78
2044,IRL,209.78
2045,IRL,209.78
2046,IRL,209.78
2047,IRL,209.78
2048,IRL,209.78
2049,IRL,209.78
2050,IRL,209.78
2021,IRN,209.78
2022,IRN,209.78
2023,IRN,209.78
2024,IRN,209.78
2025,IRN,209.78
2026,IRN,209.78
2027,IRN,209.78
2028,IRN,209.78
2029,IRN,209.78
2030,IRN,209.78
2031,IRN,209.78
2032,IRN,209.78
2033,IRN,209.78
2034,IRN,209.78
2035,IRN,209.78
2036,IRN,209.78
2037,IRN,209.78
2038,IRN,209.78
2039,IRN,209.78
2040,IRN,209.78
2041,IRN,209.78
2042,IRN,209.78
2043,IRN,209.78
2044,IRN,209.78
2045,IRN,209.78
2046,IRN,209.78
2047,IRN,209.78
2048,IRN,209.78
2049,IRN,209.78
2050,IRN,209.78
2021,IRQ,209.78
2022,IRQ,209.78
2023,IRQ,209.78
2024,IRQ,209.78
2025,IRQ,209.78
2026,IRQ,209.78
2027,IRQ,209.78
2028,IRQ,209.78
2029,IRQ,209.78
2030,IRQ,209.78
2031,IRQ,209.78
2032,IRQ,209.78
2033,IRQ,209.78
2034,IRQ,209.78
2035,IRQ,209.78
2036,IRQ,209.78
2037,IRQ,209.78
2038,IRQ,209.78
2039,IRQ,209.78
2040,IRQ,209.78
2041,IRQ,209.78
2042,IRQ,209.78
2043,IRQ,209.78
2044,IRQ,209.78
2045,IRQ,209.78
2046,IRQ,209.78
2047,IRQ,209.78
2048,IRQ,209.78
2049,IRQ,209.78
2050,IRQ,209.78
2021,ISL,209.78
2022,ISL,209.78
2023,ISL,209.78
2024,ISL,209.78
2025,ISL,209.78
2026,ISL,209.78
2027,ISL,209.78
2028,ISL,209.78
2029,ISL,209.78
2030,ISL,209.78
2031,ISL,209.78
2032,ISL,209.78
2033,ISL,209.78
2034,ISL,209.78
2035,ISL,209.78
2036,ISL,209.78
2037,ISL,209.78
2038,ISL,209.78
2039,ISL,209.78
2040,ISL,209.78
2041,ISL,209.78
2042,ISL,209.78
2043,ISL,209.78
2044,ISL,209.78
2045,ISL,209.78
2046,ISL,209.78
2047,ISL,209.78
2048,ISL,209.78
2049,ISL,209.78
2050,ISL,209.78
2021,ISR,209.78
2022,ISR,209.78
2023,ISR,209.78
2024,ISR,209.78
2025,ISR,209.78
2026,ISR,209.78
2027,ISR,209.78
2028,ISR,209.78
2029,ISR,209.78
2030,ISR,209.78
2031,ISR,209.78
2032,ISR,209.78
2033,ISR,209.78
2034,ISR,209.78
2035,ISR,209.78
2036,ISR,209.78
2037,ISR,209.78
2038,ISR,209.78
2039,ISR,209.78
2040,ISR,209.78
2041,ISR,209.78
2042,ISR,209.78
2043,ISR,209.78
2044,ISR,209.78
2045,ISR,209.78
2046,ISR,209.78
2047,ISR,209.78
2048,ISR,209.78
2049,ISR,209.78
2050,ISR,209.78
2021,ITA,209.78
2022,ITA,209.78
2023,ITA,209.78
2024,ITA,209.78
2025,ITA,209.78
2026,ITA,209.78
2027,ITA,209.78
2028,ITA,209.78
2029,ITA,209.78
2030,ITA,209.78
2031,ITA,209.78
2032,ITA,209.78
2033,ITA,209.78
2034,ITA,209.78
2035,ITA,209.78
2036,ITA,209.78
2037,ITA,209.78
2038,ITA,209.78
2039,ITA,209.78
2040,ITA,209.78
2041,ITA,209.78
2042,ITA,209.78
2043,ITA,209.78
2044,ITA,209.78
2045,ITA,209.78
2046,ITA,209.78
2047,ITA,209.78
2048,ITA,209.78
2049,ITA,209.78
2050,ITA,209.78
2021,JAM,209.78
2022,JAM,209.78
2023,JAM,209.78
2024,JAM,209.78
2025,JAM,209.78
2026,JAM,209.78
2027,JAM,209.78
2028,JAM,209.78
2029,JAM,209.78
2030,JAM,209.78
2031,JAM,209.78
2032,JAM,209.78
2033,JAM,209.78
2034,JAM,209.78
2035,JAM,209.78
2036,JAM,209.78
2037,JAM,209.78
2038,JAM,209.78
2039,JAM,209.78
2040,JAM,209.78
2041,JAM,209.78
2042,JAM,209.78
2043,JAM,209.78
2044,JAM,209.78
2045,JAM,209.78
2046,JAM,209.78
2047,JAM,209.78
2048,JAM,209.78
2049,JAM,209.78
2050,JAM,209.78
2021,JOR,209.78
2022,JOR,209.78
2023,JOR,209.78
2024,JOR,209.78
2025,JOR,209.78
2026,JOR,209.78
2027,JOR,209.78
2028,JOR,209.78
2029,JOR,209.78
2030,JOR,209.78
2031,JOR,209.78
2032,JOR,209.78
2033,JOR,209.78
2034,JOR,209.78
2035,JOR,209.78
2036,JOR,209.78
2037,JOR,209.78
2038,JOR,209.78
2039,JOR,209.78
2040,JOR,209.78
2041,JOR,209.78
2042,JOR,209.78
2043,JOR,209.78
2044,JOR,209.78
2045,JOR,209.78
2046,JOR,209.78
2047,JOR,209.78
2048,JOR,209.78
2049,JOR,209.78
2050,JOR,209.78
2021,JPN,209.78
2022,JPN,209.78
2023,JPN,209.78
2024,JPN,209.78
2025,JPN,209.78
2026,JPN,209.78
2027,JPN,209.78
2028,JPN,209.78
2029,JPN,209.78
2030,JPN,209.78
2031,JPN,209.78
2032,JPN,209.78
2033,JPN,209.78
2034,JPN,209.78
2035,JPN,209.78
2036,JPN,209.78
2037,JPN,209.78
2038,JPN,209.78
2039,JPN,209.78
2040,JPN,209.78
2041,JPN,209.78
2042,JPN,209.78
2043,JPN,209.78
2044,JPN,209.78
2045,JPN,209.78
2046,JPN,209.78
2047,JPN,209.78
2048,JPN,209.78
2049,JPN,209.78
2050,JPN,209.78
2021,KAZ,209.78
2022,KAZ,209.78
2023,KAZ,209.78
2024,KAZ,209.78
2025,KAZ,209.78
2026,KAZ,209.78
2027,KAZ,209.78
2028,KAZ,209.78
2029,KAZ,209.78
2030,KAZ,209.78
2031,KAZ,209.78
2032,KAZ,209.78
2033,KAZ,209.78
2034,KAZ,209.78
2035,KAZ,209.78
2036,KAZ,209.78
2037,KAZ,209.78
2038,KAZ,209.78
2039,KAZ,209.78
2040,KAZ,209.78
2041,KAZ,209.78
2042,KAZ,209.78
2043,KAZ,209.78
2044,KAZ,209.78
2045,KAZ,209.78
2046,KAZ,209.78
2047,KAZ,209.78
2048,KAZ,209.78
2049,KAZ,209.78
2050,KAZ,209.78
2021,KEN,209.78
2022,KEN,209.78
2023,KEN,209.78
2024,KEN,209.78
2025,KEN,209.78
2026,KEN,209.78
2027,KEN,209.78
2028,KEN,209.78
2029,KEN,209.78
2030,KEN,209.78
2031,KEN,209.78
2032,KEN,209.78
2033,KEN,209.78
2034,KEN,209.78
2035,KEN,209.78
2036,KEN,209.78
2037,KEN,209.78
2038,KEN,209.78
2039,KEN,209.78
2040,KEN,209.78
2041,KEN,209.78
2042,KEN,209.78
2043,KEN,209.78
2044,KEN,209.78
2045,KEN,209.78
2046,KEN,209.78
2047,KEN,209.78
2048,KEN,209.78
2049,KEN,209.78
2050,KEN,209.78
2021,KGZ,209.78
2022,KGZ,209.78
2023,KGZ,209.78
2024,KGZ,209.78
2025,KGZ,209.78
2026,KGZ,209.78
2027,KGZ,209.78
2028,KGZ,209.78
2029,KGZ,209.78
2030,KGZ,209.78
2031,KGZ,209.78
2032,KGZ,209.78
2033,KGZ,209.78
2034,KGZ,209.78
2035,KGZ,209.78
2036,KGZ,209.78
2037,KGZ,209.78
2038,KGZ,209.78
2039,KGZ,209.78
2040,KGZ,209.78
2041,KGZ,209.78
2042,KGZ,209.78
2043,KGZ,209.78
2044,KGZ,209.78
2045,KGZ,209.78
2046,KGZ,209.78
2047,KGZ,209.78
2048,KGZ,209.78
2049,KGZ,209.78
2050,KGZ,209.78
2021,KHM,209.78
2022,KHM,209.78
2023,KHM,209.78
2024,KHM,209.78
2025,KHM,209.78
2026,KHM,209.78
2027,KHM,209.78
2028,KHM,209.78
2029,KHM,209.78
2030,KHM,209.78
2031,KHM,209.78
2032,KHM,209.78
2033,KHM,209.78
2034,KHM,209.78
2035,KHM,209.78
2036,KHM,209.78
2037,KHM,209.78
2038,KHM,209.78
2039,KHM,209.78
2040,KHM,209.78
2041,KHM,209.78
2042,KHM,209.78
2043,KHM,209.78
2044,KHM,209.78
2045,KHM,209.78
2046,KHM,209.78
2047,KHM,209.78
2048,KHM,209.78
2049,KHM,209.78
2050,KHM,209.78
2021,KIR,209.78
2022,KIR,209.78
2023,KIR,209.78
2024,KIR,209.78
2025,KIR,209.78
2026,KIR,209.78
2027,KIR,209.78
2028,KIR,209.78
2029,KIR,209.78
2030,KIR,209.78
2031,KIR,209.78
2032,KIR,209.78
2033,KIR,209.78
2034,KIR,209.78
2035,KIR,209.78
2036,KIR,209.78
2037,KIR,209.78
2038,KIR,209.78
2039,KIR,209.78
2040,KIR,209.78
2041,KIR,209.78
2042,KIR,209.78
2043,KIR,209.78
2044,KIR,209.78
2045,KIR,209.78
2046,KIR,209.78
2047,KIR,209.78
2048,KIR,209.78
2049,KIR,209.78
2050,KIR,209.78
2021,KNA,209.78
2022,KNA,209.78
2023,KNA,209.78
2024,KNA,209.78
2025,KNA,209.78
2026,KNA,209.78
2027,KNA,209.78
2028,KNA,209.78
2029,KNA,209.78
2030,KNA,209.78
2031,KNA,209.78
2032,KNA,209.78
2033,KNA,209.78
2034,KNA,209.78
2035,KNA,209.78
2036,KNA,209.78
2037,KNA,209.78
2038,KNA,209.78
2039,KNA,209.78
2040,KNA,209.78
2041,KNA,209.78
2042,KNA,209.78
2043,KNA,209.78
2044,KNA,209.78
2045,KNA,209.78
2046,KNA,209.78
2047,KNA,209.78
2048,KNA,209.78
2049,KNA,209.78
2050,KNA,209.78
2021,KOR,209.78
2022,KOR,209.78
2023,KOR,209.78
2024,KOR,209.78
2025,KOR,209.78
2026,KOR,209.78
2027,KOR,209.78
2028,KOR,209.78
2029,KOR,209.78
2030,KOR,209.78
2031,KOR,209.78
2032,KOR,209.78
2033,KOR,209.78
2034,KOR,209.78
2035,KOR,209.78
2036,KOR,209.78
2037,KOR,209.78
2038,KOR,209.78
2039,KOR,209.78
2040,KOR,209.78
2041,KOR,209.78
2042,KOR,209.78
2043,KOR,209.78
2044,KOR,209.78
2045,KOR,209.78
2046,KOR,209.78
2047,KOR,209.78
2048,KOR,209.78
2049,KOR,209.78
2050,KOR,209.78
2021,KWT,209.78
2022,KWT,209.78
2023,KWT,209.78
2024,KWT,209.78
2025,KWT,209.78
2026,KWT,209.78
2027,KWT,209.78
2028,KWT,209.78
2029,KWT,209.78
2030,KWT,209.78
2031,KWT,209.78
2032,KWT,209.78
2033,KWT,209.78
2034,KWT,209.78
2035,KWT,209.78
2036,KWT,209.78
2037,KWT,209.78
2038,KWT,209.78
2039,KWT,209.78
2040,KWT,209.78
2041,KWT,209.78
2042,KWT,209.78
2043,KWT,209.78
2044,KWT,209.78
2045,KWT,209.78
2046,KWT,209.78
2047,KWT,209.78
2048,KWT,209.78
2049,KWT,209.78
2050,KWT,209.78
2021,LAO,209.78
2022,LAO,209.78
2023,LAO,209.78
2024,LAO,209.78
2025,LAO,209.78
2026,LAO,209.78
2027,LAO,209.78
2028,LAO,209.78
2029,LAO,209.78
2030,LAO,209.78
2031,LAO,209.78
2032,LAO,209.78
2033,LAO,209.78
2034,LAO,209.78
2035,LAO,209.78
2036,LAO,209.78
2037,LAO,209.78
2038,LAO,209.78
2039,LAO,209.78
2040,LAO,209.78
2041,LAO,209.78
2042,LAO,209.78
2043,LAO,209.78
2044,LAO,209.78
2045,LAO,209.78
2046,LAO,209.78
2047,LAO,209.78
2048,LAO,209.78
2049,LAO,209.78
2050,LAO,209.78
2021,LBN,209.78
2022,LBN,209.78
2023,LBN,209.78
2024,LBN,209.78
2025,LBN,209.78
2026,LBN,209.78
2027,LBN,209.78
2028,LBN,209.78
2029,LBN,209.78
2030,LBN,209.78
2031,LBN,209.78
2032,LBN,209.78
2033,LBN,209.78
2034,LBN,209.78
2035,LBN,209.78
2036,LBN,209.78
2037,LBN,209.78
2038,LBN,209.78
2039,LBN,209.78
2040,LBN,209.78
2041,LBN,209.78
2042,LBN,209.78
2043,LBN,209.78
2044,LBN,209.78
2045,LBN,209.78
2046,LBN,209.78
2047,LBN,209.78
2048,LBN,209.78
2049,LBN,209.78
2050,LBN,209.78
2021,LBR,209.78
2022,LBR,209.78
2023,LBR,209.78
2024,LBR,209.78
2025,LBR,209.78
2026,LBR,209.78
2027,LBR,209.78
2028,LBR,209.78
2029,LBR,209.78
2030,LBR,209.78
2031,LBR,209.78
2032,LBR,209.78
2033,LBR,209.78
2034,LBR,209.78
2035,LBR,209.78
2036,LBR,209.78
2037,LBR,209.78
2038,LBR,209.78
2039,LBR,209.78
2040,LBR,209.78
2041,LBR,209.78
2042,LBR,209.78
2043,LBR,209.78
2044,LBR,209.78
2045,LBR,209.78
2046,LBR,209.78
2047,LBR,209.78
2048,LBR,209.78
2049,LBR,209.78
2050,LBR,209.78
2021,LBY,209.78
2022,LBY,209.78
2023,LBY,209.78
2024,LBY,209.78
2025,LBY,209.78
2026,LBY,209.78
2027,LBY,209.78
2028,LBY,209.78
2029,LBY,209.78
2030,LBY,209.78
2031,LBY,209.78
2032,LBY,209.78
2033,LBY,209.78
2034,LBY,209.78
2035,LBY,209.78
2036,LBY,209.78
2037,LBY,209.78
2038,LBY,209.78
2039,LBY,209.78
2040,LBY,209.78
2041,LBY,209.78
2042,LBY,209.78
2043,LBY,209.78
2044,LBY,209.78
2045,LBY,209.78
2046,LBY,209.78
2047,LBY,209.78
2048,LBY,209.78
2049,LBY,209.78
2050,LBY,209.78
2021,LCA,209.78
2022,LCA,209.78
2023,LCA,209.78
2024,LCA,209.78
2025,LCA,209.78
2026,LCA,209.78
2027,LCA,209.78
2028,LCA,209.78
2029,LCA,209.78
2030,LCA,209.78
2031,LCA,209.78
2032,LCA,209.78
2033,LCA,209.78
2034,LCA,209.78
2035,LCA,209.78
2036,LCA,209.78
2037,LCA,209.78
2038,LCA,209.78
2039,LCA,209.78
2040,LCA,209.78
2041,LCA,209.78
2042,LCA,209.78
2043,LCA,209.78
2044,LCA,209.78
2045,LCA,209.78
2046,LCA,209.78
2047,LCA,209.78
2048,LCA,209.78
2049,LCA,209.78
2050,LCA,209.78
2021,LIE,209.78
2022,LIE,209.78
2023,LIE,209.78
2024,LIE,209.78
2025,LIE,209.78
2026,LIE,209.78
2027,LIE,209.78
2028,LIE,209.78
2029,LIE,209.78
2030,LIE,209.78
2031,LIE,209.78
2032,LIE,209.78
2033,LIE,209.78
2034,LIE,209.78
2035,LIE,209.78
2036,LIE,209.78
2037,LIE,209.78
2038,LIE,209.78
2039,LIE,209.78
2040,LIE,209.78
2041,LIE,209.78
2042,LIE,209.78
2043,LIE,209.78
2044,LIE,209.78
2045,LIE,209.78
2046,LIE,209.78
2047,LIE,209.78
2048,LIE,209.78
2049,LIE,209.78
2050,LIE,209.78
2021,LKA,209.78
2022,LKA,209.78
2023,LKA,209.78
2024,LKA,209.78
2025,LKA,209.78
2026,LKA,209.78
2027,LKA,209.78
2028,LKA,209.78
2029,LKA,209.78
2030,LKA,209.78
2031,LKA,209.78
2032,LKA,209.78
2033,LKA,209.78
2034,LKA,209.78
2035,LKA,209.78
2036,LKA,209.78
2037,LKA,209.78
2038,LKA,209.78
2039,LKA,209.78
2040,LKA,209.78
2041,LKA,209.78
2042,LKA,209.78
2043,LKA,209.78
2044,LKA,209.78
2045,LKA,209.78
2046,LKA,209.78
2047,LKA,209.78
2048,LKA,209.78
2049,LKA,209.78
2050,LKA,209.78
2021,LSO,209.78
2022,LSO,209.78
2023,LSO,209.78
2024,LSO,209.78
2025,LSO,209.78
2026,LSO,209.78
2027,LSO,209.78
2028,LSO,209.78
2029,LSO,209.78
2030,LSO,209.78
2031,LSO,209.78
2032,LSO,209.78
2033,LSO,209.78
2034,LSO,209.78
2035,LSO,209.78
2036,LSO,209.78
2037,LSO,209.78
2038,LSO,209.78
2039,LSO,209.78
2040,LSO,209.78
2041,LSO,209.78
2042,LSO,209.78
2043,LSO,209.78
2044,LSO,209.78
2045,LSO,209.78
2046,LSO,209.78
2047,LSO,209.78
2048,LSO,209.78
2049,LSO,209.78
2050,LSO,209.78
2021,LTU,209.78
2022,LTU,209.78
2023,LTU,209.78
2024,LTU,209.78
2025,LTU,209.78
2026,LTU,209.78
2027,LTU,209.78
2028,LTU,209.78
2029,LTU,209.78
2030,LTU,209.78
2031,LTU,209.78
2032,LTU,209.78
2033,LTU,209.78
2034,LTU,209.78
2035,LTU,209.78
2036,LTU,209.78
2037,LTU,209.78
2038,LTU,209.78
2039,LTU,209.78
2040,LTU,209.78
2041,LTU,209.78
2042,LTU,209.78
2043,LTU,209.78
2044,LTU,209.78
2045,LTU,209.78
2046,LTU,209.78
2047,LTU,209.78
2048,LTU,209.78
2049,LTU,209.78
2050,LTU,209.78
2021,LUX,209.78
2022,LUX,209.78
2023,LUX,209.78
2024,LUX,209.78
2025,LUX,209.78
2026,LUX,209.78
2027,LUX,209.78
2028,LUX,209.78
2029,LUX,209.78
2030,LUX,209.78
2031,LUX,209.78
2032,LUX,209.78
2033,LUX,209.78
2034,LUX,209.78
2035,LUX,209.78
2036,LUX,209.78
2037,LUX,209.78
2038,LUX,209.78
2039,LUX,209.78
2040,LUX,209.78
2041,LUX,209.78
2042,LUX,209.78
2043,LUX,209.78
2044,LUX,209.78
2045,LUX,209.78
2046,LUX,209.78
2047,LUX,209.78
2048,LUX,209.78
2049,LUX,209.78
2050,LUX,209.78
2021,LVA,209.78
2022,LVA,209.78
2023,LVA,209.78
2024,LVA,209.78
2025,LVA,209.78
2026,LVA,209.78
2027,LVA,209.78
2028,LVA,209.78
2029,LVA,209.78
2030,LVA,209.78
2031,LVA,209.78
2032,LVA,209.78
2033,LVA,209.78
2034,LVA,209.78
2035,LVA,209.78
2036,LVA,209.78
2037,LVA,209.78
2038,LVA,209.78
2039,LVA,209.78
2040,LVA,209.78
2041,LVA,209.78
2042,LVA,209.78
2043,LVA,209.78
2044,LVA,209.78
2045,LVA,209.78
2046,LVA,209.78
2047,LVA,209.78
2048,LVA,209.78
2049,LVA,209.78
2050,LVA,209.78
2021,MAC,209.78
2022,MAC,209.78
2023,MAC,209.78
2024,MAC,209.78
2025,MAC,209.78
2026,MAC,209.78
2027,MAC,209.78
2028,MAC,209.78
2029,MAC,209.78
2030,MAC,209.78
2031,MAC,209.78
2032,MAC,209.78
2033,MAC,209.78
2034,MAC,209.78
2035,MAC,209.78
2036,MAC,209.78
2037,MAC,209.78
2038,MAC,209.78
2039,MAC,209.78
2040,MAC,209.78
2041,MAC,209.78
2042,MAC,209.78
2043,MAC,209.78
2044,MAC,209.78
2045,MAC,209.78
2046,MAC,209.78
2047,MAC,209.78
2048,MAC,209.78
2049,MAC,209.78
2050,MAC,209.78
2021,MAF,209.78
2022,MAF,209.78
2023,MAF,209.78
2024,MAF,209.78
2025,MAF,209.78
2026,MAF,209.78
2027,MAF,209.78
2028,MAF,209.78
2029,MAF,209.78
2030,MAF,209.78
2031,MAF,209.78
2032,MAF,209.78
2033,MAF,209.78
2034,MAF,209.78
2035,MAF,209.78
2036,MAF,209.78
2037,MAF,209.78
2038,MAF,209.78
2039,MAF,209.78
2040,MAF,209.78
2041,MAF,209.78
2042,MAF,209.78
2043,MAF,209.78
2044,MAF,209.78
2045,MAF,209.78
2046,MAF,209.78
2047,MAF,209.78
2048,MAF,209.78
2049,MAF,209.78
2050,MAF,209.78
2021,MAR,209.78
2022,MAR,209.78
2023,MAR,209.78
2024,MAR,209.78
2025,MAR,209.78
2026,MAR,209.78
2027,MAR,209.78
2028,MAR,209.78
2029,MAR,209.78
2030,MAR,209.78
2031,MAR,209.78
2032,MAR,209.78
2033,MAR,209.78
2034,MAR,209.78
2035,MAR,209.78
2036,MAR,209.78
2037,MAR,209.78
2038,MAR,209.78
2039,MAR,209.78
2040,MAR,209.78
2041,MAR,209.78
2042,MAR,209.78
2043,MAR,209.78
2044,MAR,209.78
2045,MAR,209.78
2046,MAR,209.78
2047,MAR,209.78
2048,MAR,209.78
2049,MAR,209.78
2050,MAR,209.78
2021,MCO,209.78
2022,MCO,209.78
2023,MCO,209.78
2024,MCO,209.78
2025,MCO,209.78
2026,MCO,209.78
2027,MCO,209.78
2028,MCO,209.78
2029,MCO,209.78
2030,MCO,209.78
2031,MCO,209.78
2032,MCO,209.78
2033,MCO,209.78
2034,MCO,209.78
2035,MCO,209.78
2036,MCO,209.78
2037,MCO,209.78
2038,MCO,209.78
2039,MCO,209.78
2040,MCO,209.78
2041,MCO,209.78
2042,MCO,209.78
2043,MCO,209.78
2044,MCO,209.78
2045,MCO,209.78
2046,MCO,209.78
2047,MCO,209.78
2048,MCO,209.78
2049,MCO,209.78
2050,MCO,209.78
2021,MDA,209.78
2022,MDA,209.78
2023,MDA,209.78
2024,MDA,209.78
2025,MDA,209.78
2026,MDA,209.78
2027,MDA,209.78
2028,MDA,209.78
2029,MDA,209.78
2030,MDA,209.78
2031,MDA,209.78
2032,MDA,209.78
2033,MDA,209.78
2034,MDA,209.78
2035,MDA,209.78
2036,MDA,209.78
2037,MDA,209.78
2038,MDA,209.78
2039,MDA,209.78
2040,MDA,209.78
2041,MDA,209.78
2042,MDA,209.78
2043,MDA,209.78
2044,MDA,209.78
2045,MDA,209.78
2046,MDA,209.78
2047,MDA,209.78
2048,MDA,209.78
2049,MDA,209.78
2050,MDA,209.78
2021,MDG,209.78
2022,MDG,209.78
2023,MDG,209.78
2024,MDG,209.78
2025,MDG,209.78
2026,MDG,209.78
2027,MDG,209.78
2028,MDG,209.78
2029,MDG,209.78
2030,MDG,209.78
2031,MDG,209.78
2032,MDG,209.78
2033,MDG,209.78
2034,MDG,209.78
2035,MDG,209.78
2036,MDG,209.78
2037,MDG,209.78
2038,MDG,209.78
2039,MDG,209.78
2040,MDG,209.78
2041,MDG,209.78
2042,MDG,209.78
2043,MDG,209.78
2044,MDG,209.78
2045,MDG,209.78
2046,MDG,209.78
2047,MDG,209.78
2048,MDG,209.78
2049,MDG,209.78
2050,MDG,209.78
2021,MDV,209.78
2022,MDV,209.78
2023,MDV,209.78
2024,MDV,209.78
2025,MDV,209.78
2026,MDV,209.78
2027,MDV,209.78
2028,MDV,209.78
2029,MDV,209.78
2030,MDV,209.78
2031,MDV,209.78
2032,MDV,209.78
2033,MDV,209.78
2034,MDV,209.78
2035,MDV,209.78
2036,MDV,209.78
2037,MDV,209.78
2038,MDV,209.78
2039,MDV,209.78
2040,MDV,209.78
2041,MDV,209.78
2042,MDV,209.78
2043,MDV,209.78
2044,MDV,209.78
2045,MDV,209.78
2046,MDV,209.78
2047,MDV,209.78
2048,MDV,209.78
2049,MDV,209.78
2050,MDV,209.78
2021,MEX,209.78
2022,MEX,209.78
2023,MEX,209.78
2024,MEX,209.78
2025,MEX,209.78
2026,MEX,209.78
2027,MEX,209.78
2028,MEX,209.78
2029,MEX,209.78
2030,MEX,209.78
2031,MEX,209.78
2032,MEX,209.78
2033,MEX,209.78
2034,MEX,209.78
2035,MEX,209.78
2036,MEX,209.78
2037,MEX,209.78
2038,MEX,209.78
2039,MEX,209.78
2040,MEX,209.78
2041,MEX,209.78
2042,MEX,209.78
2043,MEX,209.78
2044,MEX,209.78
2045,MEX,209.78
2046,MEX,209.78
2047,MEX,209.78
2048,MEX,209.78
2049,MEX,209.78
2050,MEX,209.78
2021,MHL,209.78
2022,MHL,209.78
2023,MHL,209.78
2024,MHL,209.78
2025,MHL,209.78
2026,MHL,209.78
2027,MHL,209.78
2028,MHL,209.78
2029,MHL,209.78
2030,MHL,209.78
2031,MHL,209.78
2032,MHL,209.78
2033,MHL,209.78
2034,MHL,209.78
2035,MHL,209.78
2036,MHL,209.78
2037,MHL,209.78
2038,MHL,209.78
2039,MHL,209.78
2040,MHL,209.78
2041,MHL,209.78
2042,MHL,209.78
2043,MHL,209.78
2044,MHL,209.78
2045,MHL,209.78
2046,MHL,209.78
2047,MHL,209.78
2048,MHL,209.78
2049,MHL,209.78
2050,MHL,209.78
2021,MKD,209.78
2022,MKD,209.78
2023,MKD,209.78
2024,MKD,209.78
2025,MKD,209.78
2026,MKD,209.78
2027,MKD,209.78
2028,MKD,209.78
2029,MKD,209.78
2030,MKD,209.78
2031,MKD,209.78
2032,MKD,209.78
2033,MKD,209.78
2034,MKD,209.78
2035,MKD,209.78
2036,MKD,209.78
2037,MKD,209.78
2038,MKD,209.78
2039,MKD,209.78
2040,MKD,209.78
2041,MKD,209.78
2042,MKD,209.78
2043,MKD,209.78
2044,MKD,209.78
2045,MKD,209.78
2046,MKD,209.78
2047,MKD,209.78
2048,MKD,209.78
2049,MKD,209.78
2050,MKD,209.78
2021,MLI,209.78
2022,MLI,209.78
2023,MLI,209.78
