Year,prodinit_ippu_metals_tonne,iso_code3
2027,34633000.8789766,"ESP"
2028,34708647.6474999,"ESP"
2029,34784459.6466832,"ESP"
2030,34860437.2374296,"ESP"
2031,34936580.7814309,"ESP"
2032,35012890.6411686,"ESP"
2033,35089367.1799163,"ESP"
2034,35166010.7617406,"ESP"
2035,35242821.7515039,"ESP"
2036,35319800.514865,"ESP"
2037,35396947.4182817,"ESP"
2038,35474262.8290121,"ESP"
2039,35551747.1151166,"ESP"
2040,35629400.6454594,"ESP"
2041,35707223.7897106,"ESP"
2042,35785216.9183474,"ESP"
2043,35863380.4026565,"ESP"
2044,35941714.6147355,"ESP"
2045,36020219.9274948,"ESP"
2046,36098896.7146591,"ESP"
2047,36177745.3507697,"ESP"
2048,36256766.2111858,"ESP"
2049,36335959.6720865,"ESP"
2050,36415326.1104727,"ESP"
2021,841239.4,"EST"
2022,878034.800999421,"EST"
2023,916439.614889759,"EST"
2024,956524.236605793,"EST"
2025,998362.140122408,"EST"
2026,1042030.01313031,"EST"
2027,1087607.89760239,"EST"
2028,1135179.33650839,"EST"
2029,1184831.52694678,"EST"
2030,1236655.47997461,"EST"
2031,1290746.18742816,"EST"
2032,1347202.79604028,"EST"
2033,1406128.78917356,"EST"
2034,1467632.17650238,"EST"
2035,1531825.69199162,"EST"
2036,1598827.00053476,"EST"
2037,1668758.91363034,"EST"
2038,1741749.61449194,"EST"
2039,1817932.89300435,"EST"
2040,1897448.3909567,"EST"
2041,1980441.85800182,"EST"
2042,2067065.41881128,"EST"
2043,2157477.85191557,"EST"
2044,2251844.88074066,"EST"
2045,2350339.47737433,"EST"
2046,2453142.17961908,"EST"
2047,2560441.42191287,"EST"
2048,2672433.88072401,"EST"
2049,2789324.83505363,"EST"
2050,2911328.54270622,"EST"
2021,1116695,"ETH"
2022,1218898.39932145,"ETH"
2023,1330455.77160137,"ETH"
2024,1452223.22153578,"ETH"
2025,1585135.20718495,"ETH"
2026,1730211.71111701,"ETH"
2027,1888566.06787686,"ETH"
2028,2061413.50784943,"ETH"
2029,2250080.48308381,"ETH"
2030,2456014.84664595,"ETH"
2031,2680796.96361716,"ETH"
2032,2926151.83900596,"ETH"
2033,3193962.355644,"ETH"
2034,3486283.72365547,"ETH"
2035,3805359.25238679,"ETH"
2036,4153637.56583251,"ETH"
2037,4533791.39367033,"ETH"
2038,4948738.08211027,"ETH"
2039,5401661.98196044,"ETH"
2040,5896038.88571822,"ETH"
2041,6435662.70122009,"ETH"
2042,7024674.56654675,"ETH"
2043,7667594.62961502,"ETH"
2044,8369356.73633668,"ETH"
2045,9135346.29354566,"ETH"
2046,9971441.59725794,"ETH"
2047,10884058.9434223,"ETH"
2048,11880201.8673477,"ETH"
2049,12967514.8896751,"ETH"
2050,14154342.1813495,"ETH"
2021,10026810,"FIN"
2022,10139981.0653547,"FIN"
2023,10254429.4751522,"FIN"
2024,10370169.6465833,"FIN"
2025,10487216.1595633,"FIN"
2026,10605583.7585686,"FIN"
2027,10725287.3544945,"FIN"
2028,10846342.026533,"FIN"
2029,10968763.024073,"FIN"
2030,11092565.7686206,"FIN"
2031,11217765.8557422,"FIN"
2032,11344379.0570289,"FIN"
2033,11472421.3220834,"FIN"
2034,11601908.7805291,"FIN"
2035,11732857.7440419,"FIN"
2036,11865284.7084052,"FIN"
2037,11999206.3555878,"FIN"
2038,12134639.5558451,"FIN"
2039,12271601.3698448,"FIN"
2040,12410109.0508154,"FIN"
2041,12550180.0467202,"FIN"
2042,12691832.0024549,"FIN"
2043,12835082.7620704,"FIN"
2044,12979950.3710207,"FIN"
2045,13126453.078436,"FIN"
2046,13274609.3394218,"FIN"
2047,13424437.8173833,"FIN"
2048,13575957.3863769,"FIN"
2049,13729187.1334875,"FIN"
2050,13884146.3612329,"FIN"
2021,81649.86,"FJI"
2022,89276.6598803047,"FJI"
2023,97615.8685316007,"FJI"
2024,106734.031066511,"FJI"
2025,116703.90848409,"FJI"
2026,127605.058287134,"FJI"
2027,139524.469334141,"FJI"
2028,152557.255991916,"FJI"
2029,166807.417128,"FJI"
2030,182388.665999533,"FJI"
2031,199425.33766087,"FJI"
2032,218053.381130897,"FJI"
2033,238421.444237303,"FJI"
2034,260692.059794649,"FJI"
2035,285042.942581688,"FJI"
2036,311668.407467528,"FJI"
2037,340780.920002982,"FJI"
2038,372612.791850514,"FJI"
2039,407418.034581922,"FJI"
2040,445474.3866367,"FJI"
2041,487085.529615752,"FJI"
2042,532583.511596022,"FJI"
2043,582331.396803575,"FJI"
2044,636726.162788957,"FJI"
2045,696201.868223671,"FJI"
2046,761233.116596126,"FJI"
2047,832338.843446599,"FJI"
2048,910086.45736255,"FJI"
2049,995096.367778558,"FJI"
2050,1088046.93571174,"FJI"
2021,53237260,"FRA"
2022,52843521.3562514,"FRA"
2023,52452694.7729578,"FRA"
2024,52064758.7127461,"FRA"
2025,51679691.7975319,"FRA"
2026,51297472.8073415,"FRA"
2027,50918080.6791423,"FRA"
2028,50541494.5056824,"FRA"
2029,50167693.5343383,"FRA"
2030,49796657.1659714,"FRA"
2031,49428364.9537925,"FRA"
2032,49062796.6022353,"FRA"
2033,48699931.9658382,"FRA"
2034,48339751.0481336,"FRA"
2035,47982234.0005463,"FRA"
2036,47627361.1212996,"FRA"
2037,47275112.8543297,"FRA"
2038,46925469.7882078,"FRA"
2039,46578412.6550707,"FRA"
2040,46233922.3295586,"FRA"
2041,45891979.8277616,"FRA"
2042,45552566.3061731,"FRA"
2043,45215663.0606518,"FRA"
2044,44881251.5253907,"FRA"
2045,44549313.271894,"FRA"
2046,44219830.0079618,"FRA"
2047,43892783.5766817,"FRA"
2048,43568155.9554286,"FRA"
2049,43245929.2548711,"FRA"
2050,42926085.7179862,"FRA"
2021,32993.92,"FRO"
2022,35992.1311552145,"FRO"
2023,39262.7946328949,"FRO"
2024,42830.6686185639,"FRO"
2025,46722.7611143169,"FRO"
2026,50968.5343833121,"FRO"
2027,55600.1279724638,"FRO"
2028,60652.6020015696,"FRO"
2029,66164.2025605178,"FRO"
2030,72176.651223569,"FRO"
2031,78735.460872272,"FRO"
2032,85890.2802177212,"FRO"
2033,93695.2696301121,"FRO"
2034,102209.511120539,"FRO"
2035,111497.455578507,"FRO"
2036,121629.410650639,"FRO"
2037,132682.072953721,"FRO"
2038,144739.108650808,"FRO"
2039,157891.786785224,"FRO"
2040,172239.670166653,"FRO"
2041,187891.369039177,"FRO"
2042,204965.363236344,"FRO"
2043,223590.899046814,"FRO"
2044,243908.967579641,"FRO"
2045,266073.372035193,"FRO"
2046,290251.891960727,"FRO"
2047,316627.553303749,"FRO"
2048,345400.0138772,"FRO"
2049,376787.074724104,"FRO"
2050,411026.328822388,"FRO"
2021,3754.672,"FSM"
2022,4124.48723854659,"FSM"
2023,4530.7273127809,"FSM"
2024,4976.97987544566,"FSM"
2025,5467.1859440129,"FSM"
2026,6005.67470523191,"FSM"
2027,6597.20174774017,"FSM"
2028,7246.99106038333,"FSM"
2029,7960.78116714649,"FSM"
2030,8744.87580613106,"FSM"
2031,9606.19960014148,"FSM"
2032,10552.3592105289,"FSM"
2033,11591.7105143634,"FSM"
2034,12733.432398201,"FSM"
2035,13987.607820144,"FSM"
2036,15365.312856084,"FSM"
2037,16878.7145165261,"FSM"
2038,18541.1781978514,"FSM"
2039,20367.3857169565,"FSM"
2040,22373.4649716788,"FSM"
2041,24577.1323720842,"FSM"
2042,26997.84930048,"FSM"
2043,29656.9939819067,"FSM"
2044,32578.0502829614,"FSM"
2045,35786.8151063005,"FSM"
2046,39311.6262123996,"FSM"
2047,43183.6124805457,"FSM"
2048,47436.9688192077,"FSM"
2049,52109.2581536162,"FSM"
2050,57241.7431575168,"FSM"
2021,195068.9,"GAB"
2022,204047.427279449,"GAB"
2023,213439.213423369,"GAB"
2024,223263.279690344,"GAB"
2025,233539.522839298,"GAB"
2026,244288.755426563,"GAB"
2027,255532.747957715,"GAB"
2028,267294.272979545,"GAB"
2029,279597.151201482,"GAB"
2030,292466.299739864,"GAB"
2031,305927.782582766,"GAB"
2032,320008.863377606,"GAB"
2033,334738.060648423,"GAB"
2034,350145.205554667,"GAB"
2035,366261.502308485,"GAB"
2036,383119.591372854,"GAB"
2037,400753.615568574,"GAB"
2038,419199.289223986,"GAB"
2039,438493.970507486,"GAB"
2040,458676.737089321,"GAB"
2041,479788.465285897,"GAB"
2042,501871.912846909,"GAB"
2043,524971.805552948,"GAB"
2044,549134.927798978,"GAB"
2045,574410.217347139,"GAB"
2046,600848.864440783,"GAB"
2047,628504.415480479,"GAB"
2048,657432.881471959,"GAB"
2049,687692.851465652,"GAB"
2050,719345.611217546,"GAB"
2021,35298470,"GBR"
2022,35342898.4792729,"GBR"
2023,35387382.8785268,"GBR"
2024,35431923.2681454,"GBR"
2025,35476519.7186011,"GBR"
2026,35521172.300455,"GBR"
2027,35565881.0843569,"GBR"
2028,35610646.1410458,"GBR"
2029,35655467.5413493,"GBR"
2030,35700345.3561845,"GBR"
2031,35745279.6565576,"GBR"
2032,35790270.5135643,"GBR"
2033,35835317.9983897,"GBR"
2034,35880422.1823084,"GBR"
2035,35925583.1366849,"GBR"
2036,35970800.9329734,"GBR"
2037,36016075.642718,"GBR"
2038,36061407.3375531,"GBR"
2039,36106796.0892029,"GBR"
2040,36152241.9694821,"GBR"
2041,36197745.0502958,"GBR"
2042,36243305.4036395,"GBR"
2043,36288923.1015994,"GBR"
2044,36334598.2163524,"GBR"
2045,36380330.8201662,"GBR"
2046,36426120.9853996,"GBR"
2047,36471968.7845023,"GBR"
2048,36517874.2900152,"GBR"
2049,36563837.5745707,"GBR"
2050,36609858.7108925,"GBR"
2021,522290.9,"GEO"
2022,536849.232890564,"GEO"
2023,551813.364650211,"GEO"
2024,567194.606513777,"GEO"
2025,583004.58500538,"GEO"
2026,599255.250726788,"GEO"
2027,615958.88739076,"GEO"
2028,633128.121106177,"GEO"
2029,650775.929921994,"GEO"
2030,668915.653637208,"GEO"
2031,687561.003884282,"GEO"
2032,706726.074493626,"GEO"
2033,726425.352146979,"GEO"
2034,746673.727327746,"GEO"
2035,767486.505576564,"GEO"
2036,788879.419060599,"GEO"
2037,810868.638465339,"GEO"
2038,833470.785217841,"GEO"
2039,856702.944050708,"GEO"
2040,880582.675916256,"GEO"
2041,905128.031260667,"GEO"
2042,930357.563668131,"GEO"
2043,956290.343885314,"GEO"
2044,982945.974236741,"GEO"
2045,1010344.60344199,"GEO"
2046,1038506.94184592,"GEO"
2047,1067454.27707339,"GEO"
2048,1097208.49012035,"GEO"
2049,1127792.07189351,"GEO"
2050,1159228.14021092,"GEO"
2021,2029768,"GHA"
2022,2353457.36554239,"GHA"
2023,2728765.83502436,"GHA"
2024,3163925.16449097,"GHA"
2025,3668479.83729973,"GHA"
2026,4253496.40620839,"GHA"
2027,4931806.21947889,"GHA"
2028,5718286.85478358,"GHA"
2029,6630188.43369027,"GHA"
2030,7687511.97388191,"GHA"
2031,8913448.07762645,"GHA"
2032,10334885.5783861,"GHA"
2033,11983001.3018683,"GHA"
2034,13893943.8769288,"GHA"
2035,16109626.5945619,"GHA"
2036,18678646.7049974,"GHA"
2037,21657351.3161308,"GHA"
2038,25111073.2719637,"GHA"
2039,29115564.1179572,"GHA"
2040,33758655.5829671,"GHA"
2041,39142186.0195563,"GHA"
2042,45384234.0558897,"GHA"
2043,52621708.4505881,"GHA"
2044,61013350.9546218,"GHA"
2045,70743218.0429377,"GHA"
2046,82024717.8817101,"GHA"
2047,95105291.0752595,"GHA"
2048,110271837.856899,"GHA"
2049,127857010.759956,"GHA"
2050,148246510.788057,"GHA"
2021,159563.7,"GIN"
2022,178815.157563337,"GIN"
2023,200389.315203903,"GIN"
2024,224566.408100308,"GIN"
2025,251660.481976096,"GIN"
2026,282023.472362579,"GIN"
2027,316049.776027217,"GIN"
2028,354181.373947609,"GIN"
2029,396913.572375427,"GIN"
2030,444801.436563196,"GIN"
2031,498467.00072414,"GIN"
2032,558607.347878064,"GIN"
2033,626003.664535567,"GIN"
2034,701531.387835414,"GIN"
2035,786171.576940219,"GIN"
2036,881023.65639793,"GIN"
2037,987319.696997644,"GIN"
2038,1106440.41961937,"GIN"
2039,1239933.12995802,"GIN"
2040,1389531.81708274,"GIN"
2041,1557179.6768997,"GIN"
2042,1745054.35308435,"GIN"
2043,1955596.22334757,"GIN"
2044,2191540.098457,"GIN"
2045,2455950.7457646,"GIN"
2046,2752262.69866951,"GIN"
2047,3084324.86911674,"GIN"
2048,3456450.54262109,"GIN"
2049,3873473.40522106,"GIN"
2050,4340810.33011893,"GIN"
2021,83754.55,"GMB"
2022,93806.9962064795,"GMB"
2023,105065.964025626,"GMB"
2024,117676.263424279,"GMB"
2025,131800.084850722,"GMB"
2026,147619.085286774,"GMB"
2027,165336.72467347,"GMB"
2028,185180.882760828,"GMB"
2029,207406.790038959,"GMB"
2030,232300.310447406,"GMB"
2031,260181.618084078,"GMB"
2032,291409.315202682,"GMB"
2033,326385.044463265,"GMB"
2034,365558.654757468,"GMB"
2035,409433.987050012,"GMB"
2036,458575.354652425,"GMB"
2037,513614.801276647,"GMB"
2038,575260.230219733,"GMB"
2039,644304.509235152,"GMB"
2040,721635.668195215,"GMB"
2041,808248.320704354,"GMB"
2042,905256.456565126,"GMB"
2043,1013907.76963038,"GMB"
2044,1135599.70532272,"GMB"
2045,1271897.43422044,"GMB"
2046,1424553.9828815,"GMB"
2047,1595532.78082313,"GMB"
2048,1787032.91365053,"GMB"
2049,2001517.40713393,"GMB"
2050,2241744.90601664,"GMB"
2021,15698.55,"GNB"
2022,16129.7207275316,"GNB"
2023,16572.7338351734,"GNB"
2024,17027.9145814779,"GNB"
2025,17495.5971584319,"GNB"
2026,17976.1249368191,"GNB"
2027,18469.8507183216,"GNB"
2028,18977.1369945458,"GNB"
2029,19498.3562131618,"GNB"
2030,20033.8910513537,"GNB"
2031,20584.1346967796,"GNB"
2032,21149.4911362481,"GNB"
2033,21730.3754523243,"GNB"
2034,22327.2141280818,"GNB"
2035,22940.4453602248,"GNB"
2036,23570.5193808105,"GNB"
2037,24217.8987878081,"GNB"
2038,24883.0588847358,"GNB"
2039,25566.4880296277,"GNB"
2040,26268.6879935837,"GNB"
2041,26990.1743291684,"GNB"
2042,27731.4767489276,"GNB"
2043,28493.1395143015,"GNB"
2044,29275.721835219,"GNB"
2045,30079.798280668,"GNB"
2046,30905.9592005414,"GNB"
2047,31754.8111590699,"GNB"
2048,32626.9773801593,"GNB"
2049,33523.098204959,"GNB"
2050,34443.831561998,"GNB"
2021,67421.78,"GNQ"
2022,68285.7334359517,"GNQ"
2023,69160.7577089459,"GNQ"
2024,70046.9946824531,"GNQ"
2025,70944.588037805,"GNQ"
2026,71853.6832974888,"GNQ"
2027,72774.4278487399,"GNQ"
2028,73706.9709674375,"GNQ"
2029,74651.4638423054,"GNQ"
2030,75608.059599424,"GNQ"
2031,76576.9133270558,"GNQ"
2032,77558.1821007886,"GNQ"
2033,78552.0250090023,"GNQ"
2034,79558.6031786605,"GNQ"
2035,80578.0798014332,"GNQ"
2036,81610.6201601547,"GNQ"
2037,82656.3916556198,"GNQ"
2038,83715.5638337237,"GNQ"
2039,84788.3084129499,"GNQ"
2040,85874.7993122098,"GNQ"
2041,86975.2126790395,"GNQ"
2042,88089.7269181576,"GNQ"
2043,89218.5227203893,"GNQ"
2044,90361.7830919609,"GNQ"
2045,91519.6933841695,"GNQ"
2046,92692.4413234334,"GNQ"
2047,93880.217041727,"GNQ"
2048,95083.2131074063,"GNQ"
2049,96301.6245564288,"GNQ"
2050,97535.6489239738,"GNQ"
2021,5171485,"GRC"
2022,5102495.55784286,"GRC"
2023,5034426.45928706,"GRC"
2024,4967265.42662288,"GRC"
2025,4901000.34592959,"GRC"
2026,4835619.26489047,"GRC"
2027,4771110.39063692,"GRC"
2028,4707462.08762141,"GRC"
2029,4644662.87551873,"GRC"
2030,4582701.42715525,"GRC"
2031,4521566.56646588,"GRC"
2032,4461247.26647819,"GRC"
2033,4401732.64732347,"GRC"
2034,4343011.9742743,"GRC"
2035,4285074.65580833,"GRC"
2036,4227910.2416979,"GRC"
2037,4171508.42112505,"GRC"
2038,4115859.02082181,"GRC"
2039,4060952.0032352,"GRC"
2040,4006777.46471674,"GRC"
2041,3953325.63373617,"GRC"
2042,3900586.86911885,"GRC"
2043,3848551.65830688,"GRC"
2044,3797210.61564321,"GRC"
2045,3746554.48067881,"GRC"
2046,3696574.1165023,"GRC"
2047,3647260.50809195,"GRC"
2048,3598604.76068961,"GRC"
2049,3550598.09819634,"GRC"
2050,3503231.8615895,"GRC"
2021,27666.74,"GRL"
2022,29214.1258226271,"GRL"
2023,30848.0560984158,"GRL"
2024,32573.3712118803,"GRL"
2025,34395.1822676256,"GRL"
2026,36318.8862315765,"GRL"
2027,38350.1819190462,"GRL"
2028,40495.0868770102,"GRL"
2029,42759.9552105954,"GRL"
2030,45151.4964065962,"GRL"
2031,47676.7952097788,"GRL"
2032,50343.332610857,"GRL"
2033,53159.0080083139,"GRL"
2034,56132.1626097228,"GRL"
2035,59271.6041418903,"GRL"
2036,62586.6329430257,"GRL"
2037,66087.06951423,"GRL"
2038,69783.2836119259,"GRL"
2039,73686.2249674111,"GRL"
2040,77807.4557245397,"GRL"
2041,82159.1846916256,"GRL"
2042,86754.3035090367,"GRL"
2043,91606.4248396224,"GRL"
2044,96729.9226951117,"GRL"
2045,102139.975017945,"GRL"
2046,107852.608644684,"GRL"
2047,113884.746784202,"GRL"
2048,120254.259151302,"GRL"
2049,126980.014904284,"GRL"
2050,134081.938543277,"GRL"
2021,2121908,"GTM"
2022,2384199.85092047,"GTM"
2023,2678913.94402075,"GTM"
2024,3010058.03548648,"GTM"
2025,3382135.28553962,"GTM"
2026,3800205.49598589,"GTM"
2027,4269953.91741616,"GTM"
2028,4797768.5617571,"GTM"
2029,5390827.07152817,"GTM"
2030,6057194.32712233,"GTM"
2031,6805932.11945162,"GTM"
2032,7647222.37937337,"GTM"
2033,8592505.63966848,"GTM"
2034,9654636.61248785,"GTM"
2035,10848058.9979324,"GTM"
2036,12189001.9009528,"GTM"
2037,13695700.5276011,"GTM"
2038,15388644.1618383,"GTM"
2039,17290854.795082,"GTM"
2040,19428200.1975213,"GTM"
2041,21829745.6885894,"GTM"
2042,24528149.3902499,"GTM"
2043,27560106.3380641,"GTM"
2044,30966847.4894127,"GTM"
2045,34794700.4147845,"GTM"
2046,39095719.2968553,"GTM"
2047,43928392.8045847,"GTM"
2048,49358439.4685664,"GTM"
2049,55459701.3737744,"GTM"
2050,62315148.3228522,"GTM"
2021,28649.49,"GUM"
2022,31533.3042737474,"GUM"
2023,34707.3989247535,"GUM"
2024,38200.9931361635,"GUM"
2025,42046.2472498456,"GUM"
2026,46278.5588189736,"GUM"
2027,50936.8884608141,"GUM"
2028,56064.1185093621,"GUM"
2029,61707.447769407,"GUM"
2030,67918.8260059459,"GUM"
2031,74755.4321686424,"GUM"
2032,82280.2007536359,"GUM"
2033,90562.4011481328,"GUM"
2034,99678.2752909473,"GUM"
2035,109711.739518986,"GUM"
2036,120755.157060538,"GUM"
2037,132910.188286566,"GUM"
2038,146288.726547012,"GUM"
2039,161013.928206958,"GUM"
2040,177221.346364676,"GUM"
2041,195060.178688015,"GUM"
2042,214694.64085611,"GUM"
2043,236305.478249652,"GUM"
2044,260091.629805615,"GUM"
2045,286272.059353075,"GUM"
2046,315087.771288522,"GUM"
2047,346804.029145995,"GUM"
2048,381712.797485128,"GUM"
2049,420135.429575949,"GUM"
2050,462425.625621956,"GUM"
2021,1373825,"HKG"
2022,1352265.37798433,"HKG"
2023,1331044.09404044,"HKG"
2024,1310155.83858308,"HKG"
2025,1289595.38535107,"HKG"
2026,1269357.59009962,"HKG"
2027,1249437.38931329,"HKG"
2028,1229829.79893909,"HKG"
2029,1210529.91313942,"HKG"
2030,1191532.90306467,"HKG"
2031,1172834.01564501,"HKG"
2032,1154428.5724012,"HKG"
2033,1136311.96827399,"HKG"
2034,1118479.67047197,"HKG"
2035,1100927.21733741,"HKG"
2036,1083650.21723,"HKG"
2037,1066644.34742804,"HKG"
2038,1049905.35304688,"HKG"
2039,1033429.04597435,"HKG"
2040,1017211.3038229,"HKG"
2041,1001248.06889815,"HKG"
2042,985535.347183693,"HKG"
2043,970069.207341746,"HKG"
2044,954845.779729548,"HKG"
2045,939861.255431164,"HKG"
2046,925111.885304497,"HKG"
2047,910593.979043242,"HKG"
2048,896303.904253573,"HKG"
2049,882238.085545312,"HKG"
2050,868393.003637365,"HKG"
2021,400646.3,"HND"
2022,439064.28452445,"HND"
2023,481166.170622235,"HND"
2024,527305.207714688,"HND"
2025,577868.51831969,"HND"
2026,633280.346143815,"HND"
2027,694005.615634115,"HND"
2028,760553.832855422,"HND"
2029,833483.360422882,"HND"
2030,913406.102357883,"HND"
2031,1000992.63817495,"HND"
2032,1096977.84927634,"HND"
2033,1202167.08486185,"HND"
2034,1317442.91908777,"HND"
2035,1443772.55617005,"HND"
2036,1582215.94556306,"HND"
2037,1733934.67530293,"HND"
2038,1900201.71813396,"HND"
2039,2082412.11219128,"HND"
2040,2282094.66585442,"HND"
2041,2500924.78497976,"HND"
2042,2740738.53013644,"HND"
2043,3003548.02179116,"HND"
2044,3291558.32269651,"HND"
2045,3607185.93913196,"HND"
2046,3953079.09622934,"HND"
2047,4332139.95749991,"HND"
2048,4747548.97499235,"HND"
2049,5202791.57438819,"HND"
2050,5701687.39893165,"HND"
2021,1872990,"HRV"
2022,1935249.49962949,"HRV"
2023,1999578.54863945,"HRV"
2024,2066045.940301,"HRV"
2025,2134722.75462179,"HRV"
2026,2205682.43435871,"HRV"
2027,2279000.86355733,"HRV"
2028,2354756.44870209,"HRV"
2029,2433030.20256384,"HRV"
2030,2513905.83083471,"HRV"
2031,2597469.82164269,"HRV"
2032,2683811.53804171,"HRV"
2033,2773023.3135762,"HRV"
2034,2865200.5510223,"HRV"
2035,2960441.82441127,"HRV"
2036,3058848.98444419,"HRV"
2037,3160527.26741083,"HRV"
2038,3265585.40772892,"HRV"
2039,3374135.75422441,"HRV"
2040,3486294.39027692,"HRV"
2041,3602181.25795895,"HRV"
2042,3721920.28630147,"HRV"
2043,3845639.52382329,"HRV"
2044,3973471.27546567,"HRV"
2045,4105552.24407877,"HRV"
2046,4242023.6766113,"HRV"
2047,4383031.51515944,"HRV"
2048,4528726.55303692,"HRV"
2049,4679264.59603282,"HRV"
2050,4834806.6290298,"HRV"
2021,256668.7,"HTI"
2022,276136.595209961,"HTI"
2023,297081.097984093,"HTI"
2024,319614.206557186,"HTI"
2025,343856.414044387,"HTI"
2026,369937.352763791,"HTI"
2027,397996.487429825,"HTI"
2028,428183.860924203,"HTI"
2029,460660.89663237,"HTI"
2030,495601.261635838,"HTI"
2031,533191.795376224,"HTI"
2032,573633.508756918,"HTI"
2033,617142.659024956,"HTI"
2034,663951.906180899,"HTI"
2035,714311.557100484,"HTI"
2036,768490.904020838,"HTI"
2037,826779.664548654,"HTI"
2038,889489.530890596,"HTI"
2039,956955.836590261,"HTI"
2040,1029539.34968438,"HTI"
2041,1107628.20186693,"HTI"
2042,1191639.96397716,"HTI"
2043,1282023.87890995,"HTI"
2044,1379263.26388866,"HTI"
2045,1483878.09494649,"HTI"
2046,1596427.78743637,"HTI"
2047,1717514.18743793,"HTI"
2048,1847784.79005781,"HTI"
2049,1987936.20183263,"HTI"
2050,2138717.86574944,"HTI"
2021,3909819,"HUN"
2022,4064081.80125668,"HUN"
2023,4224431.07655514,"HUN"
2024,4391106.96911823,"HUN"
2025,4564359.09707451,"HUN"
2026,4744446.92729277,"HUN"
2027,4931640.16396634,"HUN"
2028,5126219.15252908,"HUN"
2029,5328475.29950795,"HUN"
2030,5538711.50894095,"HUN"
2031,5757242.63601405,"HUN"
2032,5984395.95859648,"HUN"
2033,6220511.6673805,"HUN"
2034,6465943.37535981,"HUN"
2035,6721058.64740951,"HUN"
2036,6986239.55076074,"HUN"
2037,7261883.22719449,"HUN"
2038,7548402.48781139,"HUN"
2039,7846226.43126828,"HUN"
2040,8155801.08640746,"HUN"
2041,8477590.08024106,"HUN"
2042,8812075.33229079,"HUN"
2043,9159757.77632312,"HUN"
2044,9521158.11056064,"HUN"
2045,9896817.57749321,"HUN"
2046,10287298.7744567,"HUN"
2047,10693186.4961932,"HUN"
2048,11115088.6106549,"HUN"
2049,11553636.9693631,"HUN"
2050,12009488.3536846,"HUN"
2021,42101450,"IDN"
2022,45543250.8084204,"IDN"
2023,49266419.4273282,"IDN"
2024,53293957.7238229,"IDN"
2025,57650747.9716119,"IDN"
2026,62363706.5745754,"IDN"
2027,67461950.3572591,"IDN"
2028,72976976.4496438,"IDN"
2029,78942856.8775261,"IDN"
2030,85396449.0606952,"IDN"
2031,92377623.5193738,"IDN"
2032,99929510.1956982,"IDN"
2033,108098764.912023,"IDN"
2034,116935857.612238,"IDN"
2035,126495384.166861,"IDN"
2036,136836403.668254,"IDN"
2037,148022803.299781,"IDN"
2038,160123693.033076,"IDN"
2039,173213832.591892,"IDN"
2040,187374093.320308,"IDN"
2041,202691957.808749,"IDN"
2042,219262060.364516,"IDN"
2043,237186771.665873,"IDN"
2044,256576831.211713,"IDN"
2045,277552031.474089,"IDN"
2046,300241957.980332,"IDN"
2047,324786789.89701,"IDN"
2048,351338166.06177,"IDN"
2049,380060121.813421,"IDN"
2050,411130102.408051,"IDN"
2021,58316390,"IND"
2022,62020733.0220007,"IND"
2023,65960381.3711083,"IND"
2024,70150281.988423,"IND"
2025,74606331.2667682,"IND"
2026,79345435.3612624,"IND"
2027,84385574.3309088,"IND"
2028,89745870.3545519,"IND"
2029,95446660.280013,"IND"
2030,101509572.781653,"IND"
2031,107957610.419099,"IND"
2032,114815236.90846,"IND"
2033,122108469.937137,"IND"
2034,129864979.874374,"IND"
2035,138114194.752042,"IND"
2036,146887411.913958,"IND"
2037,156217916.757334,"IND"
2038,166141109.01686,"IND"
2039,176694637.070535,"IND"
2040,187918540.776803,"IND"
2041,199855403.384916,"IND"
2042,212550513.094862,"IND"
2043,226052034.879829,"IND"
2044,240411193.223069,"IND"
2045,255682466.462492,"IND"
2046,271923793.480303,"IND"
2047,289196793.521882,"IND"
2048,307566999.977867,"IND"
2049,327104109.016436,"IND"
2050,347882244.009065,"IND"
2021,861604.1,"IRL"
2022,866629.393678472,"IRL"
2023,871683.997310964,"IRL"
2024,876768.081847368,"IRL"
2025,881881.819234636,"IRL"
2026,887025.3824226,"IRL"
2027,892198.94536982,"IRL"
2028,897402.683049464,"IRL"
2029,902636.771455232,"IRL"
2030,907901.387607302,"IRL"
2031,913196.709558322,"IRL"
2032,918522.916399428,"IRL"
2033,923880.188266302,"IRL"
2034,929268.706345267,"IRL"
2035,934688.65287941,"IRL"
2036,940140.21117475,"IRL"
2037,945623.565606436,"IRL"
2038,951138.901624981,"IRL"
2039,956686.405762537,"IRL"
2040,962266.2656392,"IRL"
2041,967878.669969359,"IRL"
2042,973523.808568079,"IRL"
2043,979201.872357514,"IRL"
2044,984913.053373373,"IRL"
2045,990657.544771407,"IRL"
2046,996435.54083395,"IRL"
2047,1002247.23697648,"IRL"
2048,1008092.82975423,"IRL"
2049,1013972.51686886,"IRL"
2050,1019886.49717509,"IRL"
2021,3767864,"IRN"
2022,3452836.88527263,"IRN"
2023,3164148.85364736,"IRN"
2024,2899597.72230811,"IRN"
2025,2657165.43060947,"IRN"
2026,2435002.64581729,"IRN"
2027,2231414.65594681,"IRN"
2028,2044848.44208577,"IRN"
2029,1873880.83158682,"IRN"
2030,1717207.64175891,"IRN"
2031,1573633.73124327,"IRN"
2032,1442063.88318314,"IRN"
2033,1321494.45064212,"IRN"
2034,1211005.7005402,"IRN"
