,Nation,iso_code3,Year,occrate_trns_passenger_per_vehicle_road_heavy_regional
1164,Togo,TGO,2008,24.122000000000003
1165,Thailand,THA,2004,24.122000000000003
1166,Thailand,THA,2005,24.122000000000003
1167,Thailand,THA,2006,24.122000000000003
1168,Thailand,THA,2007,24.122000000000003
1169,Thailand,THA,2008,24.122000000000003
1170,Tajikistan,TJK,2004,24.122000000000003
1171,Tajikistan,TJK,2005,24.122000000000003
1172,Tajikistan,TJK,2006,24.122000000000003
1173,Tajikistan,TJK,2007,24.122000000000003
1174,Tajikistan,TJK,2008,24.122000000000003
1175,Turkmenistan,TKM,2004,24.122000000000003
1176,Turkmenistan,TKM,2005,24.122000000000003
1177,Turkmenistan,TKM,2006,24.122000000000003
1178,Turkmenistan,TKM,2007,24.122000000000003
1179,Turkmenistan,TKM,2008,24.122000000000003
1180,Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,24.122000000000003
1181,Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,24.122000000000003
1182,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,24.122000000000003
1183,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,24.122000000000003
1184,Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,24.122000000000003
1185,Timor-Leste,TLS,2004,24.122000000000003
1186,Timor-Leste,TLS,2005,24.122000000000003
1187,Timor-Leste,TLS,2006,24.122000000000003
1188,Timor-Leste,TLS,2007,24.122000000000003
1189,Timor-Leste,TLS,2008,24.122000000000003
1190,Middle East & North Africa (IDA & IBRD countries),TMN,2004,24.122000000000003
1191,Middle East & North Africa (IDA & IBRD countries),TMN,2005,24.122000000000003
1192,Middle East & North Africa (IDA & IBRD countries),TMN,2006,24.122000000000003
1193,Middle East & North Africa (IDA & IBRD countries),TMN,2007,24.122000000000003
1194,Middle East & North Africa (IDA & IBRD countries),TMN,2008,24.122000000000003
1195,Tonga,TON,2004,24.122000000000003
1196,Tonga,TON,2005,24.122000000000003
1197,Tonga,TON,2006,24.122000000000003
1198,Tonga,TON,2007,24.122000000000003
1199,Tonga,TON,2008,24.122000000000003
1200,South Asia (IDA & IBRD),TSA,2004,24.122000000000003
1201,South Asia (IDA & IBRD),TSA,2005,24.122000000000003
1202,South Asia (IDA & IBRD),TSA,2006,24.122000000000003
1203,South Asia (IDA & IBRD),TSA,2007,24.122000000000003
1204,South Asia (IDA & IBRD),TSA,2008,24.122000000000003
1205,Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,24.122000000000003
1206,Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,24.122000000000003
1207,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,24.122000000000003
1208,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,24.122000000000003
1209,Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,24.122000000000003
1210,Trinidad and Tobago,TTO,2004,24.122000000000003
1211,Trinidad and Tobago,TTO,2005,24.122000000000003
1212,Trinidad and Tobago,TTO,2006,24.122000000000003
1213,Trinidad and Tobago,TTO,2007,24.122000000000003
1214,Trinidad and Tobago,TTO,2008,24.122000000000003
1215,Tunisia,TUN,2004,24.122000000000003
1216,Tunisia,TUN,2005,24.122000000000003
1217,Tunisia,TUN,2006,24.122000000000003
1218,Tunisia,TUN,2007,24.122000000000003
1219,Tunisia,TUN,2008,24.122000000000003
1220,Turkiye,TUR,2004,24.122000000000003
1221,Turkiye,TUR,2005,24.122000000000003
1222,Turkiye,TUR,2006,24.122000000000003
1223,Turkiye,TUR,2007,24.122000000000003
1224,Turkiye,TUR,2008,24.122000000000003
1225,Tuvalu,TUV,2004,24.122000000000003
1226,Tuvalu,TUV,2005,24.122000000000003
1227,Tuvalu,TUV,2006,24.122000000000003
1228,Tuvalu,TUV,2007,24.122000000000003
1229,Tuvalu,TUV,2008,24.122000000000003
1230,Tanzania,TZA,2004,24.122000000000003
1231,Tanzania,TZA,2005,24.122000000000003
1232,Tanzania,TZA,2006,24.122000000000003
1233,Tanzania,TZA,2007,24.122000000000003
1234,Tanzania,TZA,2008,24.122000000000003
1235,Uganda,UGA,2004,24.122000000000003
1236,Uganda,UGA,2005,24.122000000000003
1237,Uganda,UGA,2006,24.122000000000003
1238,Uganda,UGA,2007,24.122000000000003
1239,Uganda,UGA,2008,24.122000000000003
1240,Ukraine,UKR,2004,24.122000000000003
1241,Ukraine,UKR,2005,24.122000000000003
1242,Ukraine,UKR,2006,24.122000000000003
1243,Ukraine,UKR,2007,24.122000000000003
1244,Ukraine,UKR,2008,24.122000000000003
1245,Upper middle income,UMC,2004,24.122000000000003
1246,Upper middle income,UMC,2005,24.122000000000003
1247,Upper middle income,UMC,2006,24.122000000000003
1248,Upper middle income,UMC,2007,24.122000000000003
1249,Upper middle income,UMC,2008,24.122000000000003
1250,Uruguay,URY,2004,24.122000000000003
1251,Uruguay,URY,2005,24.122000000000003
1252,Uruguay,URY,2006,24.122000000000003
1253,Uruguay,URY,2007,24.122000000000003
1254,Uruguay,URY,2008,24.122000000000003
1255,United States,USA,2004,24.122000000000003
1256,United States,USA,2005,24.122000000000003
1257,United States,USA,2006,24.122000000000003
1258,United States,USA,2007,24.122000000000003
1259,United States,USA,2008,24.122000000000003
1260,Uzbekistan,UZB,2004,24.122000000000003
1261,Uzbekistan,UZB,2005,24.122000000000003
1262,Uzbekistan,UZB,2006,24.122000000000003
1263,Uzbekistan,UZB,2007,24.122000000000003
1264,Uzbekistan,UZB,2008,24.122000000000003
1265,St. Vincent and the Grenadines,VCT,2004,24.122000000000003
1266,St. Vincent and the Grenadines,VCT,2005,24.122000000000003
1267,St. Vincent and the Grenadines,VCT,2006,24.122000000000003
1268,St. Vincent and the Grenadines,VCT,2007,24.122000000000003
1269,St. Vincent and the Grenadines,VCT,2008,24.122000000000003
1270,"Venezuela, RB",VEN,2004,24.122000000000003
1271,"Venezuela, RB",VEN,2005,24.122000000000003
1272,"Venezuela, RB",VEN,2006,24.122000000000003
1273,"Venezuela, RB",VEN,2007,24.122000000000003
1274,"Venezuela, RB",VEN,2008,24.122000000000003
1275,British Virgin Islands,VGB,2004,24.122000000000003
1276,British Virgin Islands,VGB,2005,24.122000000000003
1277,British Virgin Islands,VGB,2006,24.122000000000003
1278,British Virgin Islands,VGB,2007,24.122000000000003
1279,British Virgin Islands,VGB,2008,24.122000000000003
1280,Virgin Islands (U.S.),VIR,2004,24.122000000000003
1281,Virgin Islands (U.S.),VIR,2005,24.122000000000003
1282,Virgin Islands (U.S.),VIR,2006,24.122000000000003
1283,Virgin Islands (U.S.),VIR,2007,24.122000000000003
1284,Virgin Islands (U.S.),VIR,2008,24.122000000000003
1285,Vietnam,VNM,2004,24.122000000000003
1286,Vietnam,VNM,2005,24.122000000000003
1287,Vietnam,VNM,2006,24.122000000000003
1288,Vietnam,VNM,2007,24.122000000000003
1289,Vietnam,VNM,2008,24.122000000000003
1290,Vanuatu,VUT,2004,24.122000000000003
1291,Vanuatu,VUT,2005,24.122000000000003
1292,Vanuatu,VUT,2006,24.122000000000003
1293,Vanuatu,VUT,2007,24.122000000000003
1294,Vanuatu,VUT,2008,24.122000000000003
1295,World,WLD,2004,24.122000000000003
1296,World,WLD,2005,24.122000000000003
1297,World,WLD,2006,24.122000000000003
1298,World,WLD,2007,24.122000000000003
1299,World,WLD,2008,24.122000000000003
1300,Samoa,WSM,2004,24.122000000000003
1301,Samoa,WSM,2005,24.122000000000003
1302,Samoa,WSM,2006,24.122000000000003
1303,Samoa,WSM,2007,24.122000000000003
1304,Samoa,WSM,2008,24.122000000000003
1305,Kosovo,XKX,2004,24.122000000000003
1306,Kosovo,XKX,2005,24.122000000000003
1307,Kosovo,XKX,2006,24.122000000000003
1308,Kosovo,XKX,2007,24.122000000000003
1309,Kosovo,XKX,2008,24.122000000000003
1310,"Yemen, Rep.",YEM,2004,24.122000000000003
1311,"Yemen, Rep.",YEM,2005,24.122000000000003
1312,"Yemen, Rep.",YEM,2006,24.122000000000003
1313,"Yemen, Rep.",YEM,2007,24.122000000000003
1314,"Yemen, Rep.",YEM,2008,24.122000000000003
1315,South Africa,ZAF,2004,24.122000000000003
1316,South Africa,ZAF,2005,24.122000000000003
1317,South Africa,ZAF,2006,24.122000000000003
1318,South Africa,ZAF,2007,24.122000000000003
1319,South Africa,ZAF,2008,24.122000000000003
1320,Zambia,ZMB,2004,24.122000000000003
1321,Zambia,ZMB,2005,24.122000000000003
1322,Zambia,ZMB,2006,24.122000000000003
1323,Zambia,ZMB,2007,24.122000000000003
1324,Zambia,ZMB,2008,24.122000000000003
1325,Zimbabwe,ZWE,2004,24.122000000000003
1326,Zimbabwe,ZWE,2005,24.122000000000003
1327,Zimbabwe,ZWE,2006,24.122000000000003
1328,Zimbabwe,ZWE,2007,24.122000000000003
1329,Zimbabwe,ZWE,2008,24.122000000000003
