"year","prodinit_ippu_textiles_tonne","location_code"
2044,2018698.16934426,"ESP"
2045,2022684.85961859,"ESP"
2046,2026679.42313499,"ESP"
2047,2030681.87544217,"ESP"
2048,2034692.23211958,"ESP"
2049,2038710.50877739,"ESP"
2050,2042736.72105664,"ESP"
2021,42253.29,"EST"
2022,43139.4424175085,"EST"
2023,44044.1795678758,"EST"
2024,44967.8912173415,"EST"
2025,45910.9753064741,"EST"
2026,46873.8381216065,"EST"
2027,47856.8944698663,"EST"
2028,48860.5678578775,"EST"
2029,49885.2906742096,"EST"
2030,50931.5043756531,"EST"
2031,51999.6596774019,"EST"
2032,53090.2167472241,"EST"
2033,54203.6454037051,"EST"
2034,55340.4253186482,"EST"
2035,56501.0462237202,"EST"
2036,57686.0081214306,"EST"
2037,58895.821500536,"EST"
2038,60131.0075559614,"EST"
2039,61392.0984133346,"EST"
2040,62679.6373582285,"EST"
2041,63994.1790702123,"EST"
2042,65336.2898618108,"EST"
2043,66706.5479224749,"EST"
2044,68105.5435676696,"EST"
2045,69533.879493185,"EST"
2046,70992.1710347816,"EST"
2047,72481.0464332807,"EST"
2048,74001.1471052141,"EST"
2049,75553.1279191504,"EST"
2050,77137.6574778164,"EST"
2021,101419.2,"ETH"
2022,113982.314537166,"ETH"
2023,128101.661492591,"ETH"
2024,143970.016259072,"ETH"
2025,161804.0339222,"ETH"
2026,181847.20731284,"ETH"
2027,204373.191482849,"ETH"
2028,229689.53999403,"ETH"
2029,258141.904032929,"ETH"
2030,290118.751683154,"ETH"
2031,326056.671788766,"ETH"
2032,366446.334823865,"ETH"
2033,411839.192153806,"ETH"
2034,462855.005154915,"ETH"
2035,520190.30698989,"ETH"
2036,584627.912569873,"ETH"
2037,657047.606545367,"ETH"
2038,738438.155252122,"ETH"
2039,829910.806614445,"ETH"
2040,932714.462323906,"ETH"
2041,1048252.72944341,"ETH"
2042,1178103.08424698,"ETH"
2043,1324038.40994451,"ETH"
2044,1488051.20235206,"ETH"
2045,1672380.77399447,"ETH"
2046,1879543.82806556,"ETH"
2047,2112368.81968066,"ETH"
2048,2374034.57356539,"ETH"
2049,2668113.68543862,"ETH"
2050,2998621.29966102,"ETH"
2021,171744.4,"FIN"
2022,170283.60224414,"FIN"
2023,168835.229522712,"FIN"
2024,167399.176152722,"FIN"
2025,165975.337350079,"FIN"
2026,164563.609221947,"FIN"
2027,163163.888759169,"FIN"
2028,161776.073828744,"FIN"
2029,160400.063166383,"FIN"
2030,159035.756369111,"FIN"
2031,157683.053887951,"FIN"
2032,156341.857020648,"FIN"
2033,155012.067904481,"FIN"
2034,153693.589509109,"FIN"
2035,152386.325629501,"FIN"
2036,151090.18087891,"FIN"
2037,149805.060681918,"FIN"
2038,148530.871267528,"FIN"
2039,147267.519662332,"FIN"
2040,146014.913683716,"FIN"
2041,144772.961933142,"FIN"
2042,143541.573789475,"FIN"
2043,142320.659402373,"FIN"
2044,141110.129685727,"FIN"
2045,139909.896311166,"FIN"
2046,138719.871701607,"FIN"
2047,137539.969024868,"FIN"
2048,136370.102187331,"FIN"
2049,135210.185827662,"FIN"
2050,134060.135310577,"FIN"
2021,5062.048,"FJI"
2022,5219.29444109415,"FJI"
2023,5381.42555401218,"FJI"
2024,5548.59307521734,"FJI"
2025,5720.95345468382,"FJI"
2026,5898.66800231638,"FJI"
2027,6081.9030389182,"FJI"
2028,6270.83005184846,"FJI"
2029,6465.62585551515,"FJI"
2030,6666.47275685352,"FJI"
2031,6873.55872594474,"FJI"
2032,7087.07757193483,"FJI"
2033,7307.22912441811,"FJI"
2034,7534.21942045526,"FJI"
2035,7768.26089740076,"FJI"
2036,8009.57259172035,"FJI"
2037,8258.3803439845,"FJI"
2038,8514.91701022975,"FJI"
2039,8779.42267988571,"FJI"
2040,9052.14490047178,"FJI"
2041,9333.3389092737,"FJI"
2042,9623.26787221692,"FJI"
2043,9922.2031301603,"FJI"
2044,10230.4244528406,"FJI"
2045,10548.2203007052,"FJI"
2046,10875.8880948792,"FJI"
2047,11213.7344955175,"FJI"
2048,11562.0756888042,"FJI"
2049,11921.2376828678,"FJI"
2050,12291.5566128875,"FJI"
2021,2854257,"FRA"
2022,2843143.48312863,"FRA"
2023,2832073.23855448,"FRA"
2024,2821046.09778978,"FRA"
2025,2810061.89300279,"FRA"
2026,2799120.45701525,"FRA"
2027,2788221.62329984,"FRA"
2028,2777365.22597764,"FRA"
2029,2766551.09981561,"FRA"
2030,2755779.08022407,"FRA"
2031,2745049.00325418,"FRA"
2032,2734360.70559549,"FRA"
2033,2723714.0245734,"FRA"
2034,2713108.79814674,"FRA"
2035,2702544.86490525,"FRA"
2036,2692022.06406714,"FRA"
2037,2681540.23547669,"FRA"
2038,2671099.21960172,"FRA"
2039,2660698.85753126,"FRA"
2040,2650338.99097306,"FRA"
2041,2640019.46225121,"FRA"
2042,2629740.11430375,"FRA"
2043,2619500.79068025,"FRA"
2044,2609301.33553946,"FRA"
2045,2599141.59364691,"FRA"
2046,2589021.41037256,"FRA"
2047,2578940.63168847,"FRA"
2048,2568899.10416641,"FRA"
2049,2558896.67497556,"FRA"
2050,2548933.19188016,"FRA"
2021,2249.382,"FRO"
2022,2413.52454055392,"FRO"
2023,2589.64493707872,"FRO"
2024,2778.61724107364,"FRO"
2025,2981.37928557153,"FRO"
2026,3198.93733942301,"FRO"
2027,3432.37110121433,"FRO"
2028,3682.83905760288,"FRO"
2029,3951.58423266258,"FRO"
2030,4239.94035677225,"FRO"
2031,4549.33848566173,"FRO"
2032,4881.31410246504,"FRO"
2033,5237.5147380264,"FRO"
2034,5619.70814727759,"FRO"
2035,6029.79108226405,"FRO"
2036,6469.79870535883,"FRO"
2037,6941.91468938025,"FRO"
2038,7448.48205473813,"FRO"
2039,7992.01479739145,"FRO"
2040,8575.21036532449,"FRO"
2041,9200.96304546005,"FRO"
2042,9872.37832744619,"FRO"
2043,10592.7883156014,"FRO"
2044,11365.7682655044,"FRO"
2045,12195.1543272969,"FRO"
2046,13085.0625837556,"FRO"
2047,14039.9094776157,"FRO"
2048,15064.4337295226,"FRO"
2049,16163.7198553874,"FRO"
2050,17343.2233998566,"FRO"
2021,139.0875,"FSM"
2022,150.022480192665,"FSM"
2023,161.817162312635,"FSM"
2024,174.539135636779,"FSM"
2025,188.261303272498,"FSM"
2026,203.062299928057,"FSM"
2027,219.026942527789,"FSM"
2028,236.24671625441,"FSM"
2029,254.820298803698,"FSM"
2030,274.854125855787,"FSM"
2031,296.463001003484,"FSM"
2032,319.770753632808,"FSM"
2033,344.910948525723,"FSM"
2034,372.027651251432,"FSM"
2035,401.276253732303,"FSM"
2036,432.824364715314,"FSM"
2037,466.852770251863,"FSM"
2038,503.556469689949,"FSM"
2039,543.145793115476,"FSM"
2040,585.847606646146,"FSM"
2041,631.906612484886,"FSM"
2042,681.586751182729,"FSM"
2043,735.172714146806,"FSM"
2044,792.971575060857,"FSM"
2045,855.314549567098,"FSM"
2046,922.558893293274,"FSM"
2047,995.089949101516,"FSM"
2048,1073.32335529075,"FSM"
2049,1157.70742740671,"FSM"
2050,1248.72572730853,"FSM"
2021,5412.555,"GAB"
2022,5627.58876516841,"GAB"
2023,5851.16554193902,"GAB"
2024,6083.62473304319,"GAB"
2025,6325.31922524104,"GAB"
2026,6576.61592502436,"GAB"
2027,6837.89631560229,"GAB"
2028,7109.55703601533,"GAB"
2029,7392.01048325678,"GAB"
2030,7685.68543831572,"GAB"
2031,7991.02771709184,"GAB"
2032,8308.50084717022,"GAB"
2033,8638.58677148359,"GAB"
2034,8981.7865799301,"GAB"
2035,9338.62127005731,"GAB"
2036,9709.63253796724,"GAB"
2037,10095.383600643,"GAB"
2038,10496.4600509452,"GAB"
2039,10913.4707465769,"GAB"
2040,11347.0487343648,"GAB"
2041,11797.8522112625,"GAB"
2042,12266.5655235316,"GAB"
2043,12753.9002056198,"GAB"
2044,13260.5960603125,"GAB"
2045,13787.4222817969,"GAB"
2046,14335.1786233439,"GAB"
2047,14904.6966113808,"GAB"
2048,15496.8408077979,"GAB"
2049,16112.5101224037,"GAB"
2050,16752.6391775236,"GAB"
2021,2720338,"GBR"
2022,2744048.11535643,"GBR"
2023,2767964.88502208,"GBR"
2024,2792090.11016925,"GBR"
2025,2816425.60766907,"GBR"
2026,2840973.21022826,"GBR"
2027,2865734.76652716,"GBR"
2028,2890712.141359,"GBR"
2029,2915907.21577029,"GBR"
2030,2941321.8872025,"GBR"
2031,2966958.06963497,"GBR"
2032,2992817.69372901,"GBR"
2033,3018902.70697335,"GBR"
2034,3045215.07383077,"GBR"
2035,3071756.77588606,"GBR"
2036,3098529.81199523,"GBR"
2037,3125536.19843609,"GBR"
2038,3152777.96906004,"GBR"
2039,3180257.17544529,"GBR"
2040,3207975.88705132,"GBR"
2041,3235936.19137477,"GBR"
2042,3264140.19410662,"GBR"
2043,3292590.01929078,"GBR"
2044,3321287.80948406,"GBR"
2045,3350235.72591753,"GBR"
2046,3379435.94865924,"GBR"
2047,3408890.67677846,"GBR"
2048,3438602.12851125,"GBR"
2049,3468572.54142754,"GBR"
2050,3498804.17259962,"GBR"
2021,17869.88,"GEO"
2022,19403.206690281,"GEO"
2023,21068.1006176743,"GEO"
2024,22875.8509210119,"GEO"
2025,24838.7154047172,"GEO"
2026,26970.0036552453,"GEO"
2027,29284.167289336,"GEO"
2028,31796.8979460272,"GEO"
2029,34525.2336868819,"GEO"
2030,37487.6745258962,"GEO"
2031,40704.3078724617,"GEO"
2032,44196.9447379729,"GEO"
2033,47989.2676296548,"GEO"
2034,52106.9911344342,"GEO"
2035,56578.0362817247,"GEO"
2036,61432.7198674262,"GEO"
2037,66703.9600228879,"GEO"
2038,72427.4994227345,"GEO"
2039,78642.1476450612,"GEO"
2040,85390.0443273664,"GEO"
2041,92716.9449026041,"GEO"
2042,100672.530852844,"GEO"
2043,109310.746584276,"GEO"
2044,118690.165207805,"GEO"
2045,128874.385705479,"GEO"
2046,139932.464175832,"GEO"
2047,151939.382082253,"GEO"
2048,164976.554679468,"GEO"
2049,179132.383065592,"GEO"
2050,194502.853603061,"GEO"
2021,95978.97,"GHA"
2022,115781.825888767,"GHA"
2023,139670.504967252,"GHA"
2024,168488.014488116,"GHA"
2025,203251.295130663,"GHA"
2026,245187.107805853,"GHA"
2027,295775.32480446,"GHA"
2028,356801.152989071,"GHA"
2029,430418.131933399,"GHA"
2030,519224.130149355,"GHA"
2031,626353.02123162,"GHA"
2032,755585.275077888,"GHA"
2033,911481.366836755,"GHA"
2034,1099542.71144969,"GHA"
2035,1326405.80300383,"GHA"
2036,1600076.40987644,"GHA"
2037,1930212.09018014,"GHA"
2038,2328462.9971923,"GHA"
2039,2808883.00144661,"GHA"
2040,3388425.6375684,"GHA"
2041,4087542.3773143,"GHA"
2042,4930904.34126517,"GHA"
2043,5948272.91764568,"GHA"
2044,7175550.01152564,"GHA"
2045,8656044.98663196,"GHA"
2046,10442003.0088628,"GHA"
2047,12596448.7251961,"GHA"
2048,15195410.3395507,"GHA"
2049,18330602.5709822,"GHA"
2050,22112663.1730851,"GHA"
2021,7964.312,"GIN"
2022,8407.68886563408,"GIN"
2023,8875.74872271544,"GIN"
2024,9369.8656845865,"GIN"
2025,9891.49036210344,"GIN"
2026,10442.1541222875,"GIN"
2027,11023.4735840574,"GIN"
2028,11637.1553642413,"GIN"
2029,12285.0010878008,"GIN"
2030,12968.9126769777,"GIN"
2031,13690.8979348883,"GIN"
2032,14453.0764399603,"GIN"
2033,15257.6857685149,"GIN"
2034,16107.0880637632,"GIN"
2035,17003.7769705016,"GIN"
2036,17950.3849558645,"GIN"
2037,18949.6910376273,"GIN"
2038,20004.6289427467,"GIN"
2039,21118.2957200915,"GIN"
2040,22293.960832647,"GIN"
2041,23535.0757558881,"GIN"
2042,24845.2841104963,"GIN"
2043,26228.4323591711,"GIN"
2044,27688.5810989373,"GIN"
2045,29230.0169820998,"GIN"
2046,30857.265300844,"GIN"
2047,32575.1032724262,"GIN"
2048,34388.5740639566,"GIN"
2049,36303.0015979485,"GIN"
2050,38324.0061820993,"GIN"
2021,11712.88,"GMB"
2022,12300.5577296089,"GMB"
2023,12917.721385299,"GMB"
2024,13565.8503830717,"GMB"
2025,14246.4983666024,"GMB"
2026,14961.2969315123,"GMB"
2027,15711.9595365006,"GMB"
2028,16500.2856107127,"GMB"
2029,17328.1648671894,"GMB"
2030,18197.5818327383,"GMB"
2031,19110.6206050842,"GMB"
2032,20069.4698487043,"GMB"
2033,21076.4280413213,"GMB"
2034,22133.9089836334,"GMB"
2035,23244.4475854863,"GMB"
2036,24410.7059423594,"GMB"
2037,25635.4797167304,"GMB"
2038,26921.7048396176,"GMB"
2039,28272.464548361,"GMB"
2040,29690.9967775163,"GMB"
2041,31180.7019205754,"GMB"
2042,32745.150981122,"GMB"
2043,34388.0941329588,"GMB"
2044,36113.4697097284,"GMB"
2045,37925.4136455761,"GMB"
2046,39828.2693894844,"GMB"
2047,41826.5983170465,"GMB"
2048,43925.1906646351,"GMB"
2049,46129.0770121798,"GMB"
2050,48443.5403420757,"GMB"
2021,631.6333,"GNB"
2022,672.736571648351,"GNB"
2023,716.514621431733,"GNB"
2024,763.141509413611,"GNB"
2025,812.802622542954,"GNB"
2026,865.695411746555,"GNB"
2027,922.03017698732,"GNB"
2028,982.030903409892,"GNB"
2029,1045.93615189811,"GNB"
2030,1114.0000075851,"GNB"
2031,1186.4930900873,"GNB"
2032,1263.70362947898,"GNB"
2033,1345.93861228543,"GNB"
2034,1433.5250020511,"GNB"
2035,1526.81103933572,"GNB"
2036,1626.16762630717,"GNB"
2037,1731.98980143609,"GNB"
2038,1844.69831015563,"GNB"
2039,1964.74127773125,"GNB"
2040,2092.5959909918,"GNB"
2041,2228.77079600601,"GNB"
2042,2373.80711924949,"GNB"
2043,2528.28162029828,"GNB"
2044,2692.80848460809,"GNB"
2045,2868.04186549511,"GNB"
2046,3054.67848502782,"GNB"
2047,3253.46040417057,"GNB"
2048,3465.17797319326,"GNB"
2049,3690.67297407754,"GNB"
2050,3930.84196741392,"GNB"
2021,1151.2,"GNQ"
2022,1120.92342917872,"GNQ"
2023,1091.44313245464,"GNQ"
2024,1062.73816781152,"GNQ"
2025,1034.78814400834,"GNQ"
2026,1007.57320609391,"GNQ"
2027,981.07402130245,"GNQ"
2028,955.271765320099,"GNQ"
2029,930.148108912626,"GNQ"
2030,905.685204904832,"GNQ"
2031,881.865675502394,"GNQ"
2032,858.672599947144,"GNQ"
2033,836.089502497011,"GNQ"
2034,814.100340722099,"GNQ"
2035,792.689494108564,"GNQ"
2036,771.841752962228,"GNQ"
2037,751.542307604009,"GNQ"
2038,731.776737849526,"GNQ"
2039,712.531002765382,"GNQ"
2040,693.791430694861,"GNQ"
2041,675.544709545946,"GNQ"
2042,657.777877334768,"GNQ"
2043,640.478312977751,"GNQ"
2044,623.633727325941,"GNQ"
2045,607.232154435111,"GNQ"
2046,591.261943065485,"GNQ"
2047,575.711748405001,"GNQ"
2048,560.570524010259,"GNQ"
2049,545.827513959426,"GNQ"
2050,531.472245211515,"GNQ"
2021,206008.9,"GRC"
2022,199125.519741889,"GRC"
2023,192472.134031479,"GRC"
2024,186041.058055495,"GRC"
2025,179824.863773514,"GRC"
2026,173816.3713384,"GRC"
2027,168008.640803422,"GRC"
2028,162394.964106453,"GRC"
2029,156968.857322003,"GRC"
2030,151724.053172141,"GRC"
2031,146654.49378764,"GRC"
2032,141754.323711002,"GRC"
2033,137017.883133269,"GRC"
2034,132439.701356813,"GRC"
2035,128014.490476557,"GRC"
2036,123737.139272321,"GRC"
2037,119602.707305244,"GRC"
2038,115606.41921147,"GRC"
2039,111743.659186485,"GRC"
2040,108009.965653762,"GRC"
2041,104401.026111537,"GRC"
2042,100912.672151768,"GRC"
2043,97540.8746455306,"GRC"
2044,94281.7390892807,"GRC"
2045,91131.5011066134,"GRC"
2046,88086.5221003215,"GRC"
2047,85143.2850497329,"GRC"
2048,82298.3904484703,"GRC"
2049,79548.5523779437,"GRC"
2050,76890.5947120388,"GRC"
2021,1413.381,"GRL"
2022,1475.08227391126,"GRL"
2023,1539.47712245121,"GRL"
2024,1606.68313386108,"GRL"
2025,1676.82302970725,"GRL"
2026,1750.0248889771,"GRL"
2027,1826.42238195762,"GRL"
2028,1906.15501432414,"GRL"
2029,1989.36838188472,"GRL"
2030,2076.21443644543,"GRL"
2031,2166.85176328203,"GRL"
2032,2261.44587072465,"GRL"
2033,2360.1694923844,"GRL"
2034,2463.20290257359,"GRL"
2035,2570.73424549578,"GRL"
2036,2682.95987880654,"GRL"
2037,2800.08473217246,"GRL"
2038,2922.32268148302,"GRL"
2039,3049.89693939881,"GRL"
2040,3183.04046294905,"GRL"
2041,3321.99637892291,"GRL"
2042,3467.01842783127,"GRL"
2043,3618.37142724969,"GRL"
2044,3776.33175538868,"GRL"
2045,3941.18785577423,"GRL"
2046,4113.24076396025,"GRL"
2047,4292.80465723466,"GRL"
2048,4480.20742832298,"GRL"
2049,4675.79128413696,"GRL"
2050,4879.9133706617,"GRL"
2021,186553.4,"GTM"
2022,197314.560802144,"GTM"
2023,208696.469239065,"GTM"
2024,220734.932565497,"GTM"
2025,233467.823544636,"GTM"
2026,246935.199595088,"GTM"
2027,261179.428810702,"GTM"
2028,276245.323249742,"GTM"
2029,292180.279912718,"GTM"
2030,309034.429852393,"GTM"
2031,326860.79588507,"GTM"
2032,345715.459399302,"GTM"
2033,365657.736786811,"GTM"
2034,386750.366050662,"GTM"
2035,409059.704177757,"GTM"
2036,432655.935896579,"GTM"
2037,457613.294476938,"GTM"
2038,484010.295266338,"GTM"
2039,511929.98269768,"GTM"
2040,541460.19154538,"GTM"
2041,572693.823251794,"GTM"
2042,605729.138193291,"GTM"
2043,640670.064805414,"GTM"
2044,677626.526539647,"GTM"
2045,716714.787680378,"GTM"
2046,758057.819110001,"GTM"
2047,801785.685172829,"GTM"
2048,848035.952854908,"GTM"
2049,896954.12456698,"GTM"
2050,948694.095892142,"GTM"
2021,594.3515,"GUM"
2022,578.662917627983,"GUM"
2023,563.388453192647,"GUM"
2024,548.517175581071,"GUM"
2025,534.038442219466,"GUM"
2026,519.941891456855,"GUM"
2027,506.217435149799,"GUM"
2028,492.855251442853,"GUM"
2029,479.845777739594,"GUM"
2030,467.179703859184,"GUM"
2031,454.847965373575,"GUM"
2032,442.841737120584,"GUM"
2033,431.152426888198,"GUM"
2034,419.771669265595,"GUM"
2035,408.691319656462,"GUM"
2036,397.903448450351,"GUM"
2037,387.400335347881,"GUM"
2038,377.174463835733,"GUM"
2039,367.21851580749,"GUM"
2040,357.525366326457,"GUM"
2041,348.088078526732,"GUM"
2042,338.899898648859,"GUM"
2043,329.954251206527,"GUM"
2044,321.244734280851,"GUM"
2045,312.765114938859,"GUM"
2046,304.509324772919,"GUM"
2047,296.471455557905,"GUM"
2048,288.645755022999,"GUM"
2049,281.0266227351,"GUM"
2050,273.608606090893,"GUM"
2021,140192.8,"HKG"
2022,134990.471014562,"HKG"
2023,129981.192077863,"HKG"
2024,125157.799413557,"HKG"
2025,120513.395081503,"HKG"
2026,116041.337113006,"HKG"
2027,111735.230012128,"HKG"
2028,107588.915609486,"HKG"
2029,103596.464255443,"HKG"
2030,99752.1663401086,"HKG"
2031,96050.5241280167,"HKG"
2032,92486.2438958102,"HKG"
2033,89054.2283616784,"HKG"
2034,85749.5693957276,"HKG"
2035,82567.5410008585,"HKG"
2036,79503.5925541117,"HKG"
2037,76553.3422988155,"HKG"
2038,73712.5710782302,"HKG"
2039,70977.2163017266,"HKG"
2040,68343.3661348695,"HKG"
2041,65807.2539050987,"HKG"
2042,63365.252715005,"HKG"
2043,61013.8702555003,"HKG"
2044,58749.7438114609,"HKG"
2045,56569.6354527049,"HKG"
2046,54470.4274034238,"HKG"
2047,52449.1175834472,"HKG"
2048,50502.8153149641,"HKG"
2049,48628.7371885607,"HKG"
2050,46824.203082663,"HKG"
2021,137443.9,"HND"
2022,141225.911112141,"HND"
2023,145111.990924692,"HND"
2024,149105.003071335,"HND"
2025,153207.889983679,"HND"
2026,157423.675059524,"HND"
2027,161755.464890787,"HND"
2028,166206.451552737,"HND"
2029,170779.91495622,"HND"
2030,175479.225264606,"HND"
2031,180307.845377253,"HND"
2032,185269.333481293,"HND"
2033,190367.34567365,"HND"
2034,195605.638655197,"HND"
2035,200988.072499051,"HND"
2036,206518.613495044,"HND"
2037,212201.337072461,"HND"
2038,218040.430803206,"HND"
2039,224040.197487603,"HND"
2040,230205.058325111,"HND"
2041,236539.55617228,"HND"
2042,243048.358890366,"HND"
2043,249736.262785053,"HND"
2044,256608.196140826,"HND"
2045,263669.222852604,"HND"
2046,270924.546157298,"HND"
2047,278379.512468051,"HND"
2048,286039.615313986,"HND"
2049,293910.499388361,"HND"
2050,301997.964708114,"HND"
2021,100977.2,"HRV"
2022,101159.3531245,"HRV"
2023,101341.834835659,"HRV"
2024,101524.645726216,"HRV"
2025,101707.786389977,"HRV"
2026,101891.257421824,"HRV"
2027,102075.059417706,"HRV"
2028,102259.192974652,"HRV"
2029,102443.658690767,"HRV"
2030,102628.457165232,"HRV"
2031,102813.588998312,"HRV"
2032,102999.054791353,"HRV"
2033,103184.855146788,"HRV"
2034,103370.990668134,"HRV"
2035,103557.461959999,"HRV"
2036,103744.26962808,"HRV"
2037,103931.414279167,"HRV"
2038,104118.896521145,"HRV"
2039,104306.716962996,"HRV"
2040,104494.876214799,"HRV"
2041,104683.374887735,"HRV"
2042,104872.213594086,"HRV"
2043,105061.392947241,"HRV"
2044,105250.913561694,"HRV"
2045,105440.776053046,"HRV"
2046,105630.981038011,"HRV"
2047,105821.529134414,"HRV"
2048,106012.420961195,"HRV"
2049,106203.65713841,"HRV"
2050,106395.238287235,"HRV"
2021,137290.4,"HTI"
2022,142436.6398264,"HTI"
2023,147775.783048456,"HTI"
2024,153315.060522347,"HTI"
2025,159061.974148114,"HTI"
2026,165024.307029561,"HTI"
2027,171210.134014985,"HTI"
2028,177627.832633033,"HTI"
2029,184286.094438471,"HTI"
2030,191193.936783245,"HTI"
2031,198360.715028776,"HTI"
2032,205796.135216017,"HTI"
2033,213510.267210446,"HTI"
2034,221513.558339787,"HTI"
2035,229816.847542936,"HTI"
2036,238431.380049238,"HTI"
2037,247368.822608026,"HTI"
2038,256641.279289011,"HTI"
2039,266261.307874954,"HTI"
2040,276241.936868791,"HTI"
2041,286596.683138277,"HTI"
2042,297339.570222009,"HTI"
2043,308485.147321655,"HTI"
2044,320048.509006083,"HTI"
2045,332045.315654087,"HTI"
2046,344491.814663404,"HTI"
2047,357404.862454727,"HTI"
2048,370801.947300526,"HTI"
2049,384701.213009598,"HTI"
2050,399121.48349941,"HTI"
2021,123497.1,"HUN"
2022,126443.734655844,"HUN"
2023,129460.675867835,"HUN"
2024,132549.6011469,"HUN"
2025,135712.228029295,"HUN"
2026,138950.315031605,"HUN"
2027,142265.662628533,"HUN"
2028,145660.11425402,"HUN"
2029,149135.557326247,"HUN"
2030,152693.924297101,"HUN"
2031,156337.193726672,"HUN"
2032,160067.391383398,"HUN"
2033,163886.59137045,"HUN"
2034,167796.917278997,"HUN"
2035,171800.543368987,"HUN"
2036,175899.695778104,"HUN"
2037,180096.653759565,"HUN"
2038,184393.750949455,"HUN"
2039,188793.3766643,"HUN"
2040,193297.9772296,"HUN"
2041,197910.057340059,"HUN"
2042,202632.181452272,"HUN"
2043,207466.975210641,"HUN"
2044,212417.126907311,"HUN"
2045,217485.388976947,"HUN"
2046,222674.579527164,"HUN"
2047,227987.583905488,"HUN"
2048,233427.356303692,"HUN"
2049,238996.921400415,"HUN"
2050,244699.376042983,"HUN"
2021,1795009,"IDN"
2022,1868255.87392618,"IDN"
2023,1944491.64904447,"IDN"
2024,2023838.29001846,"IDN"
2025,2106422.73838387,"IDN"
2026,2192377.11563415,"IDN"
2027,2281838.934593,"IDN"
2028,2374951.31941223,"IDN"
2029,2471863.2345468,"IDN"
2030,2572729.72307338,"IDN"
2031,2677712.15473366,"IDN"
2032,2786978.48409935,"IDN"
2033,2900703.51927177,"IDN"
2034,3019069.20154596,"IDN"
2035,3142264.8964868,"IDN"
2036,3270487.69688258,"IDN"
2037,3403942.73806102,"IDN"
2038,3542843.52607194,"IDN"
2039,3687412.27926169,"IDN"
2040,3837880.28378586,"IDN"
2041,3994488.26362899,"IDN"
2042,4157486.7657232,"IDN"
2043,4327136.56078199,"IDN"
2044,4503709.06049033,"IDN"
2045,4687486.75171858,"IDN"
2046,4878763.6484549,"IDN"
2047,5077845.76217913,"IDN"
2048,5285051.59143063,"IDN"
2049,5500712.63135348,"IDN"
2050,5725173.90403395,"IDN"
2021,2486014,"IND"
2022,2561690.67510757,"IND"
2023,2639671.0215361,"IND"
2024,2720025.16527288,"IND"
2025,2802825.36700818,"IND"
2026,2888146.08711769,"IND"
2027,2976064.05262311,"IND"
2028,3066658.32619102,"IND"
2029,3160010.37723219,"IND"
2030,3256204.1551652,"IND"
2031,3355326.16491025,"IND"
2032,3457465.54468117,"IND"
2033,3562714.14614538,"IND"
2034,3671166.61702406,"IND"
2035,3782920.48620672,"IND"
2036,3898076.2514568,"IND"
2037,4016737.46978704,"IND"
2038,4139010.85058596,"IND"
2039,4265006.35157931,"IND"
2040,4394837.27771254,"IND"
2041,4528620.38304343,"IND"
2042,4666475.97573643,"IND"
2043,4808528.02625307,"IND"
2044,4954904.27883587,"IND"
2045,5105736.36638588,"IND"
2046,5261159.9288372,"IND"
2047,5421314.73513498,"IND"
2048,5586344.80892646,"IND"
2049,5756398.55807831,"IND"
2050,5931628.90813641,"IND"
2021,59705.62,"IRL"
2022,58460.3894930597,"IRL"
2023,57241.1297241405,"IRL"
2024,56047.2990431388,"IRL"
2025,54878.3670966969,"IRL"
2026,53733.8145925963,"IRL"
2027,52613.133069065,"IRL"
2028,51515.8246688958,"IRL"
2029,50441.4019182754,"IRL"
2030,49389.3875102268,"IRL"
2031,48359.314092568,"IRL"
2032,47350.7240602934,"IRL"
2033,46363.1693522845,"IRL"
2034,45396.2112522613,"IRL"
2035,44449.4201938848,"IRL"
2036,43522.3755699242,"IRL"
2037,42614.6655454042,"IRL"
2038,41725.8868746493,"IRL"
2039,40855.6447221441,"IRL"
2040,40003.5524871296,"IRL"
2041,39169.2316318573,"IRL"
2042,38352.3115134262,"IRL"
2043,37552.4292191263,"IRL"
2044,36769.2294052164,"IRL"
2045,36002.3641390645,"IRL"
2046,35251.4927445804,"IRL"
2047,34516.281650872,"IRL"
2048,33796.4042440582,"IRL"
2049,33091.5407221722,"IRL"
2050,32401.377953091,"IRL"
2021,84029.95,"IRN"
2022,78533.7801369796,"IRN"
2023,73397.099755545,"IRN"
2024,68596.3956291052,"IRN"
2025,64109.6924670956,"IRN"
2026,59916.4523227762,"IRN"
2027,55997.4805804922,"IRN"
2028,52334.8380920512,"IRN"
2029,48911.7590600206,"IRN"
2030,45712.574292054,"IRN"
2031,42722.6394749433,"IRN"
2032,39928.2681400696,"IRN"
2033,37316.6690134006,"IRN"
2034,34875.8874632538,"IRN"
2035,32594.7507778026,"IRN"
2036,30462.8170218309,"IRN"
2037,28470.3272386275,"IRN"
2038,26608.1607782253,"IRN"
2039,24867.7935474977,"IRN"
2040,23241.2589910024,"IRN"
2041,21721.1116239625,"IRN"
2042,20300.3929504547,"IRN"
2043,18972.5996107971,"IRN"
2044,17731.6536123285,"IRN"
2045,16571.8745073119,"IRN"
2046,15487.9533906047,"IRN"
2047,14474.9285980718,"IRN"
2048,13528.1629944972,"IRN"
2049,12643.3227470332,"IRN"
2050,11816.3574870196,"IRN"
2021,170471.4,"IRQ"
2022,191844.837975003,"IRQ"
2023,215898.044232964,"IRQ"
2024,242967.003937276,"IRQ"
