"year","location_code","prodinit_ippu_lime_and_carbonite_tonne"
2018,"TKM",4595.84650970226
2019,"TKM",1059.7027364399
2020,"TKM",1059.7027364399
2010,"TLS",807.288051100185
2011,"TLS",0
2012,"TLS",0
2013,"TLS",0
2014,"TLS",0
2015,"TLS",0
2016,"TLS",0
2017,"TLS",181.022341264814
2018,"TLS",0
2019,"TLS",0
2020,"TLS",0
2010,"TON",701.225111189982
2011,"TON",2273.81124183651
2012,"TON",369.38137672332
2013,"TON",211.140499955733
2014,"TON",160.844805258431
2015,"TON",454.681712191599
2016,"TON",0
2017,"TON",0
2018,"TON",0
2019,"TON",0
2020,"TON",0
2010,"TUN",0
2011,"TUN",0
2012,"TUN",86510.6615940102
2013,"TUN",2157.64108446693
2014,"TUN",3217.65191888603
2015,"TUN",4252.47831631368
2016,"TUN",1422.52358467508
2017,"TUN",395.099525320472
2018,"TUN",3525.70792821767
2019,"TUN",272712.879627147
2020,"TUN",64764.440262318
2010,"TUR",62004.2463832976
2011,"TUR",92812.3753337202
2012,"TUR",235372.543184313
2013,"TUR",366812.375406406
2014,"TUR",890180.665371094
2015,"TUR",254278.219251239
2016,"TUR",318578.014796143
2017,"TUR",626537.483854038
2018,"TUR",455698.502994817
2019,"TUR",699456.699513802
2020,"TUR",1787275.66650434
2010,"TZA",2857591.46400454
2011,"TZA",3008627.15364912
2012,"TZA",9108195.87916922
2013,"TZA",5337556.53569917
2014,"TZA",5633843.31709474
2015,"TZA",1172394.82268085
2016,"TZA",365509.722794043
2017,"TZA",217362.296264223
2018,"TZA",378951.310109688
2019,"TZA",143133.293619675
2020,"TZA",360180.512016125
2010,"UGA",14373.0219016621
2011,"UGA",13900.8941140068
2012,"UGA",15908.6406933016
2013,"UGA",14544.5640014859
2014,"UGA",28150.7034418036
2015,"UGA",99844.3667934667
2016,"UGA",140230.605686455
2017,"UGA",45881.3881242963
2018,"UGA",23835.1478835262
2019,"UGA",137504.038343003
2020,"UGA",63447.2792791579
2010,"UKR",2256916.78113422
2011,"UKR",2023419.67550854
2012,"UKR",1133341.2751842
2013,"UKR",643392.976517236
2014,"UKR",432537.965421015
2015,"UKR",2933155.76963401
2016,"UKR",2019622.88510128
2017,"UKR",4528113.87434125
2018,"UKR",5341070.83337977
2019,"UKR",3899938.3639638
2020,"UKR",2703752.54788202
2010,"URY",96246.7015604139
2011,"URY",4469.73452696376
2012,"URY",2677.73560190966
2013,"URY",119676.048182416
2014,"URY",3390.07815892071
2015,"URY",6885.29037434593
2016,"URY",1853.90042441359
2017,"URY",10379.9632348961
2018,"URY",76292.6303613034
2019,"URY",5100.54986035426
2020,"URY",258822.720868412
2010,"USA",24843349.0561008
2011,"USA",18456853.6025865
2012,"USA",18128759.637452
2013,"USA",21413519.6609199
2014,"USA",19003533.0141123
2015,"USA",17193308.7102105
2016,"USA",15676301.3845584
2017,"USA",17745995.153026
2018,"USA",17211631.3184348
2019,"USA",18360291.588136
2020,"USA",16546721.6424395
2010,"UZB",1380611.18190834
2011,"UZB",1042385.10548775
2012,"UZB",0
2013,"UZB",211010.68662942
2014,"UZB",5274.74044569833
2015,"UZB",0
2016,"UZB",0
2017,"UZB",0
2018,"UZB",0
2019,"UZB",2883.10399260505
2020,"UZB",3770.09349048105
2010,"VEN",24804.1415662995
2011,"VEN",53897.4535895112
2012,"VEN",90363.2155367426
2013,"VEN",379357.291706168
2014,"VEN",554290.521693888
2015,"VEN",220542.524818522
2016,"VEN",220542.524818522
2017,"VEN",220542.524818522
2018,"VEN",220542.524818522
2019,"VEN",220542.524818522
2020,"VEN",220542.524818522
2010,"VNM",5618889.11622511
2011,"VNM",6689866.88994895
2012,"VNM",5636253.65219637
2013,"VNM",4973783.96034678
2014,"VNM",4923649.06320489
2015,"VNM",5643665.03040345
2016,"VNM",4671377.05404142
2017,"VNM",3669286.40907613
2018,"VNM",6504498.84845946
2019,"VNM",10333127.787122
2020,"VNM",14978151.49804
2010,"VUT",0
2011,"VUT",1165.24725655485
2012,"VUT",0
2013,"VUT",0
2014,"VUT",0
2015,"VUT",0
2016,"VUT",0
2017,"VUT",0
2018,"VUT",0
2019,"VUT",0
2020,"VUT",0
2010,"WSM",478.804909216633
2011,"WSM",0
2012,"WSM",553.437812231944
2013,"WSM",0
2014,"WSM",234.210320698409
2015,"WSM",0
2016,"WSM",0
2017,"WSM",0
2018,"WSM",0
2019,"WSM",1092.4668241542
2020,"WSM",0
2010,"YEM",5678.10752822608
2011,"YEM",366238.799697937
2012,"YEM",1495.64956452987
2013,"YEM",0
2014,"YEM",0
2015,"YEM",0
2016,"YEM",0
2017,"YEM",559.052773389367
2018,"YEM",584.953719697412
2019,"YEM",41617.39592042
2020,"YEM",41617.39592042
2010,"ZAF",1118930.78113821
2011,"ZAF",1165439.605431
2012,"ZAF",2024322.95951531
2013,"ZAF",1306206.08510225
2014,"ZAF",1001984.3282935
2015,"ZAF",420779.053268162
2016,"ZAF",416151.467957434
2017,"ZAF",1381293.22010353
2018,"ZAF",736413.556321447
2019,"ZAF",545160.017043377
2020,"ZAF",400781.459493214
2010,"ZMB",1495851.95995271
2011,"ZMB",326086.193781848
2012,"ZMB",1907691.43110707
2013,"ZMB",1183649.58774968
2014,"ZMB",338098.939282519
2015,"ZMB",54315.399022552
2016,"ZMB",88519.1869291248
2017,"ZMB",132391.808947569
2018,"ZMB",131275.916993389
2019,"ZMB",234318.655727827
2020,"ZMB",87511.3924664374
2010,"ZWE",91541.1832008666
2011,"ZWE",54307.2413747377
2012,"ZWE",49070.0732749543
2013,"ZWE",60478.0925068846
2014,"ZWE",62162.0608505851
2015,"ZWE",31028.2598429062
2016,"ZWE",86397.9171056275
2017,"ZWE",104188.522057473
2018,"ZWE",165082.643250215
2019,"ZWE",32659.2316701012
2020,"ZWE",83989.2467697301
