"","Nation","iso_code3","efficfactor_enfu_industrial_energy_fuel_electricity","Year"
"1557","Bahrain","BHR",1,2013
"1558","Bangladesh","BGD",1,2013
"1559","Belarus","BLR",1,2013
"1560","Belgium","BEL",1,2013
"1561","Benin","BEN",1,2013
"1562","Bolivia","BOL",1,2013
"1563","Bosnia and Herzegovina","BIH",1,2013
"1564","Botswana","BWA",1,2013
"1565","Brazil","BRA",1,2013
"1566","Brunei Darussalam","BRN",1,2013
"1567","Bulgaria","BGR",1,2013
"1568","Cambodia","KHM",1,2013
"1569","Cameroon","CMR",1,2013
"1570","Canada","CAN",1,2013
"1571","Chile","CHL",1,2013
"1572","China","CHN",1,2013
"1573","Colombia","COL",1,2013
"1574","Costa Rica","CRI",1,2013
"1575","Croatia","HRV",1,2013
"1576","Cuba","CUB",1,2013
"1577","Cyprus","CYP",1,2013
"1578","Denmark","DNK",1,2013
"1579","Dominican Republic","DOM",1,2013
"1580","Ecuador","ECU",1,2013
"1581","Egypt","EGY",1,2013
"1582","El Salvador","SLV",1,2013
"1583","Eritrea","ERI",1,2013
"1584","Estonia","EST",1,2013
"1585","Ethiopia","ETH",1,2013
"1586","Finland","FIN",1,2013
"1587","France","FRA",1,2013
"1588","Gabon","GAB",1,2013
"1589","Georgia","GEO",1,2013
"1590","Germany","DEU",1,2013
"1591","Ghana","GHA",1,2013
"1592","Gibraltar","GIB",1,2013
"1593","Greece","GRC",1,2013
"1594","Guatemala","GTM",1,2013
"1595","Haiti","HTI",1,2013
"1596","Honduras","HND",1,2013
"1597","Hungary","HUN",1,2013
"1598","Iceland","ISL",1,2013
"1599","India","IND",1,2013
"1600","Indonesia","IDN",1,2013
"1601","Iraq","IRQ",1,2013
"1602","Ireland","IRL",1,2013
"1603","Israel","ISR",1,2013
"1604","Italy","ITA",1,2013
"1605","Jamaica","JAM",1,2013
"1606","Japan","JPN",1,2013
"1607","Jordan","JOR",1,2013
"1608","Kazakhstan","KAZ",1,2013
"1609","Kenya","KEN",1,2013
"1610","Korea","KOR",1,2013
"1611","Kosovo","XKX",1,2013
"1612","Kuwait","KWT",1,2013
"1613","Latvia","LVA",1,2013
"1614","Lebanon","LBN",1,2013
"1615","Libya","LBY",1,2013
"1616","Lithuania","LTU",1,2013
"1617","Luxembourg","LUX",1,2013
"1618","Malaysia","MYS",1,2013
"1619","Malta","MLT",1,2013
"1620","Mauritius","MUS",1,2013
"1621","Mexico","MEX",1,2013
"1622","Mongolia","MNG",1,2013
"1623","Montenegro","MNE",1,2013
"1624","Morocco","MAR",1,2013
"1625","Mozambique","MOZ",1,2013
"1626","Myanmar","MMR",1,2013
"1627","Namibia","NAM",1,2013
"1628","Nepal","NPL",1,2013
"1629","Netherlands","NLD",1,2013
"1630","New Zealand","NZL",1,2013
"1631","Nicaragua","NIC",1,2013
"1632","Niger","NER",1,2013
"1633","Nigeria","NGA",1,2013
"1634","Norway","NOR",1,2013
"1635","Oman","OMN",1,2013
"1636","Pakistan","PAK",1,2013
"1637","Panama","PAN",1,2013
"1638","Paraguay","PRY",1,2013
"1639","Peru","PER",1,2013
"1640","Philippines","PHL",1,2013
"1641","Poland","POL",1,2013
"1642","Portugal","PRT",1,2013
"1643","Qatar","QAT",1,2013
"1644","Romania","ROU",1,2013
"1645","Russian Federation","RUS",1,2013
"1646","Saudi Arabia","SAU",1,2013
"1647","Senegal","SEN",1,2013
"1648","Serbia","SRB",1,2013
"1649","Singapore","SGP",1,2013
"1650","Slovak Republic","SVK",1,2013
"1651","Slovenia","SVN",1,2013
"1652","South Africa","ZAF",1,2013
"1653","South Sudan","SSD",1,2013
"1654","Spain","ESP",1,2013
"1655","Sri Lanka","LKA",1,2013
"1656","Sudan","SDN",1,2013
"1657","Suriname","SUR",1,2013
"1658","Sweden","SWE",1,2013
"1659","Switzerland","CHE",1,2013
"1660","Syrian Arab Republic","SYR",1,2013
"1661","Tajikistan","TJK",1,2013
"1662","Thailand","THA",1,2013
"1663","Togo","TGO",1,2013
"1664","Trinidad and Tobago","TTO",1,2013
"1665","Tunisia","TUN",1,2013
"1666","Turkey","TUR",1,2013
"1667","Turkmenistan","TKM",1,2013
"1668","Ukraine","UKR",1,2013
"1669","United Arab Emirates","ARE",1,2013
"1670","United Kingdom","GBR",1,2013
"1671","United States","USA",1,2013
"1672","Uruguay","URY",1,2013
"1673","Uzbekistan","UZB",1,2013
"1674","Venezuela","VEN",1,2013
"1675","Vietnam","VNM",1,2013
"1676","Zambia","ZMB",1,2013
"1677","Zimbabwe","ZWE",1,2013
"1678","Albania","ALB",1,2014
"1679","Algeria","DZA",1,2014
"1680","Angola","AGO",1,2014
"1681","Argentina","ARG",1,2014
"1682","Armenia","ARM",1,2014
"1683","Australia","AUS",1,2014
"1684","Austria","AUT",1,2014
"1685","Azerbaijan","AZE",1,2014
"1686","Bahrain","BHR",1,2014
"1687","Bangladesh","BGD",1,2014
"1688","Belarus","BLR",1,2014
"1689","Belgium","BEL",1,2014
"1690","Benin","BEN",1,2014
"1691","Bolivia","BOL",1,2014
"1692","Bosnia and Herzegovina","BIH",1,2014
"1693","Botswana","BWA",1,2014
"1694","Brazil","BRA",1,2014
"1695","Brunei Darussalam","BRN",1,2014
"1696","Bulgaria","BGR",1,2014
"1697","Cambodia","KHM",1,2014
"1698","Cameroon","CMR",1,2014
"1699","Canada","CAN",1,2014
"1700","Chile","CHL",1,2014
"1701","China","CHN",1,2014
"1702","Colombia","COL",1,2014
"1703","Costa Rica","CRI",1,2014
"1704","Croatia","HRV",1,2014
"1705","Cuba","CUB",1,2014
"1706","Cyprus","CYP",1,2014
"1707","Denmark","DNK",1,2014
"1708","Dominican Republic","DOM",1,2014
"1709","Ecuador","ECU",1,2014
"1710","Egypt","EGY",1,2014
"1711","El Salvador","SLV",1,2014
"1712","Eritrea","ERI",1,2014
"1713","Estonia","EST",1,2014
"1714","Ethiopia","ETH",1,2014
"1715","Finland","FIN",1,2014
"1716","France","FRA",1,2014
"1717","Gabon","GAB",1,2014
"1718","Georgia","GEO",1,2014
"1719","Germany","DEU",1,2014
"1720","Ghana","GHA",1,2014
"1721","Gibraltar","GIB",1,2014
"1722","Greece","GRC",1,2014
"1723","Guatemala","GTM",1,2014
"1724","Haiti","HTI",1,2014
"1725","Honduras","HND",1,2014
"1726","Hungary","HUN",1,2014
"1727","Iceland","ISL",1,2014
"1728","India","IND",1,2014
"1729","Indonesia","IDN",1,2014
"1730","Iraq","IRQ",1,2014
"1731","Ireland","IRL",1,2014
"1732","Israel","ISR",1,2014
"1733","Italy","ITA",1,2014
"1734","Jamaica","JAM",1,2014
"1735","Japan","JPN",1,2014
"1736","Jordan","JOR",1,2014
"1737","Kazakhstan","KAZ",1,2014
"1738","Kenya","KEN",1,2014
"1739","Korea","KOR",1,2014
"1740","Kosovo","XKX",1,2014
"1741","Kuwait","KWT",1,2014
"1742","Latvia","LVA",1,2014
"1743","Lebanon","LBN",1,2014
"1744","Libya","LBY",1,2014
"1745","Lithuania","LTU",1,2014
"1746","Luxembourg","LUX",1,2014
"1747","Malaysia","MYS",1,2014
"1748","Malta","MLT",1,2014
"1749","Mauritius","MUS",1,2014
"1750","Mexico","MEX",1,2014
"1751","Mongolia","MNG",1,2014
"1752","Montenegro","MNE",1,2014
"1753","Morocco","MAR",1,2014
"1754","Mozambique","MOZ",1,2014
"1755","Myanmar","MMR",1,2014
"1756","Namibia","NAM",1,2014
"1757","Nepal","NPL",1,2014
"1758","Netherlands","NLD",1,2014
"1759","New Zealand","NZL",1,2014
"1760","Nicaragua","NIC",1,2014
"1761","Niger","NER",1,2014
"1762","Nigeria","NGA",1,2014
"1763","Norway","NOR",1,2014
"1764","Oman","OMN",1,2014
"1765","Pakistan","PAK",1,2014
"1766","Panama","PAN",1,2014
"1767","Paraguay","PRY",1,2014
"1768","Peru","PER",1,2014
"1769","Philippines","PHL",1,2014
"1770","Poland","POL",1,2014
"1771","Portugal","PRT",1,2014
"1772","Qatar","QAT",1,2014
"1773","Romania","ROU",1,2014
"1774","Russian Federation","RUS",1,2014
"1775","Saudi Arabia","SAU",1,2014
"1776","Senegal","SEN",1,2014
"1777","Serbia","SRB",1,2014
"1778","Singapore","SGP",1,2014
"1779","Slovak Republic","SVK",1,2014
"1780","Slovenia","SVN",1,2014
"1781","South Africa","ZAF",1,2014
"1782","South Sudan","SSD",1,2014
"1783","Spain","ESP",1,2014
"1784","Sri Lanka","LKA",1,2014
"1785","Sudan","SDN",1,2014
"1786","Suriname","SUR",1,2014
"1787","Sweden","SWE",1,2014
"1788","Switzerland","CHE",1,2014
"1789","Syrian Arab Republic","SYR",1,2014
"1790","Tajikistan","TJK",1,2014
"1791","Thailand","THA",1,2014
"1792","Togo","TGO",1,2014
"1793","Trinidad and Tobago","TTO",1,2014
"1794","Tunisia","TUN",1,2014
"1795","Turkey","TUR",1,2014
"1796","Turkmenistan","TKM",1,2014
"1797","Ukraine","UKR",1,2014
"1798","United Arab Emirates","ARE",1,2014
"1799","United Kingdom","GBR",1,2014
"1800","United States","USA",1,2014
"1801","Uruguay","URY",1,2014
"1802","Uzbekistan","UZB",1,2014
"1803","Venezuela","VEN",1,2014
"1804","Vietnam","VNM",1,2014
"1805","Zambia","ZMB",1,2014
"1806","Zimbabwe","ZWE",1,2014
"1807","Albania","ALB",1,2015
"1808","Algeria","DZA",1,2015
"1809","Angola","AGO",1,2015
"1810","Argentina","ARG",1,2015
"1811","Armenia","ARM",1,2015
"1812","Australia","AUS",1,2015
"1813","Austria","AUT",1,2015
"1814","Azerbaijan","AZE",1,2015
"1815","Bahrain","BHR",1,2015
"1816","Bangladesh","BGD",1,2015
"1817","Belarus","BLR",1,2015
"1818","Belgium","BEL",1,2015
"1819","Benin","BEN",1,2015
"1820","Bolivia","BOL",1,2015
"1821","Bosnia and Herzegovina","BIH",1,2015
"1822","Botswana","BWA",1,2015
"1823","Brazil","BRA",1,2015
"1824","Brunei Darussalam","BRN",1,2015
"1825","Bulgaria","BGR",1,2015
"1826","Cambodia","KHM",1,2015
"1827","Cameroon","CMR",1,2015
"1828","Canada","CAN",1,2015
"1829","Chile","CHL",1,2015
"1830","China","CHN",1,2015
"1831","Colombia","COL",1,2015
"1832","Costa Rica","CRI",1,2015
"1833","Croatia","HRV",1,2015
"1834","Cuba","CUB",1,2015
"1835","Cyprus","CYP",1,2015
"1836","Denmark","DNK",1,2015
"1837","Dominican Republic","DOM",1,2015
"1838","Ecuador","ECU",1,2015
"1839","Egypt","EGY",1,2015
"1840","El Salvador","SLV",1,2015
"1841","Eritrea","ERI",1,2015
"1842","Estonia","EST",1,2015
"1843","Ethiopia","ETH",1,2015
"1844","Finland","FIN",1,2015
"1845","France","FRA",1,2015
"1846","Gabon","GAB",1,2015
"1847","Georgia","GEO",1,2015
"1848","Germany","DEU",1,2015
"1849","Ghana","GHA",1,2015
"1850","Gibraltar","GIB",1,2015
"1851","Greece","GRC",1,2015
"1852","Guatemala","GTM",1,2015
"1853","Haiti","HTI",1,2015
"1854","Honduras","HND",1,2015
"1855","Hungary","HUN",1,2015
"1856","Iceland","ISL",1,2015
"1857","India","IND",1,2015
"1858","Indonesia","IDN",1,2015
"1859","Iraq","IRQ",1,2015
"1860","Ireland","IRL",1,2015
"1861","Israel","ISR",1,2015
"1862","Italy","ITA",1,2015
"1863","Jamaica","JAM",1,2015
"1864","Japan","JPN",1,2015
"1865","Jordan","JOR",1,2015
"1866","Kazakhstan","KAZ",1,2015
"1867","Kenya","KEN",1,2015
"1868","Korea","KOR",1,2015
"1869","Kosovo","XKX",1,2015
"1870","Kuwait","KWT",1,2015
"1871","Latvia","LVA",1,2015
"1872","Lebanon","LBN",1,2015
"1873","Libya","LBY",1,2015
"1874","Lithuania","LTU",1,2015
"1875","Luxembourg","LUX",1,2015
"1876","Malaysia","MYS",1,2015
"1877","Malta","MLT",1,2015
"1878","Mauritius","MUS",1,2015
"1879","Mexico","MEX",1,2015
"1880","Mongolia","MNG",1,2015
"1881","Montenegro","MNE",1,2015
"1882","Morocco","MAR",1,2015
"1883","Mozambique","MOZ",1,2015
"1884","Myanmar","MMR",1,2015
"1885","Namibia","NAM",1,2015
"1886","Nepal","NPL",1,2015
"1887","Netherlands","NLD",1,2015
"1888","New Zealand","NZL",1,2015
"1889","Nicaragua","NIC",1,2015
"1890","Niger","NER",1,2015
"1891","Nigeria","NGA",1,2015
"1892","Norway","NOR",1,2015
"1893","Oman","OMN",1,2015
"1894","Pakistan","PAK",1,2015
"1895","Panama","PAN",1,2015
"1896","Paraguay","PRY",1,2015
"1897","Peru","PER",1,2015
"1898","Philippines","PHL",1,2015
"1899","Poland","POL",1,2015
"1900","Portugal","PRT",1,2015
"1901","Qatar","QAT",1,2015
"1902","Romania","ROU",1,2015
"1903","Russian Federation","RUS",1,2015
"1904","Saudi Arabia","SAU",1,2015
"1905","Senegal","SEN",1,2015
"1906","Serbia","SRB",1,2015
"1907","Singapore","SGP",1,2015
"1908","Slovak Republic","SVK",1,2015
"1909","Slovenia","SVN",1,2015
"1910","South Africa","ZAF",1,2015
"1911","South Sudan","SSD",1,2015
"1912","Spain","ESP",1,2015
"1913","Sri Lanka","LKA",1,2015
"1914","Sudan","SDN",1,2015
"1915","Suriname","SUR",1,2015
"1916","Sweden","SWE",1,2015
"1917","Switzerland","CHE",1,2015
"1918","Syrian Arab Republic","SYR",1,2015
"1919","Tajikistan","TJK",1,2015
"1920","Thailand","THA",1,2015
"1921","Togo","TGO",1,2015
"1922","Trinidad and Tobago","TTO",1,2015
"1923","Tunisia","TUN",1,2015
"1924","Turkey","TUR",1,2015
"1925","Turkmenistan","TKM",1,2015
"1926","Ukraine","UKR",1,2015
"1927","United Arab Emirates","ARE",1,2015
"1928","United Kingdom","GBR",1,2015
"1929","United States","USA",1,2015
"1930","Uruguay","URY",1,2015
"1931","Uzbekistan","UZB",1,2015
"1932","Venezuela","VEN",1,2015
"1933","Vietnam","VNM",1,2015
"1934","Zambia","ZMB",1,2015
"1935","Zimbabwe","ZWE",1,2015
"1936","Albania","ALB",1,2016
"1937","Algeria","DZA",1,2016
"1938","Angola","AGO",1,2016
"1939","Argentina","ARG",1,2016
"1940","Armenia","ARM",1,2016
"1941","Australia","AUS",1,2016
"1942","Austria","AUT",1,2016
"1943","Azerbaijan","AZE",1,2016
"1944","Bahrain","BHR",1,2016
"1945","Bangladesh","BGD",1,2016
"1946","Belarus","BLR",1,2016
"1947","Belgium","BEL",1,2016
"1948","Benin","BEN",1,2016
"1949","Bolivia","BOL",1,2016
"1950","Bosnia and Herzegovina","BIH",1,2016
"1951","Botswana","BWA",1,2016
"1952","Brazil","BRA",1,2016
"1953","Brunei Darussalam","BRN",1,2016
"1954","Bulgaria","BGR",1,2016
"1955","Cambodia","KHM",1,2016
"1956","Cameroon","CMR",1,2016
"1957","Canada","CAN",1,2016
"1958","Chile","CHL",1,2016
"1959","China","CHN",1,2016
"1960","Colombia","COL",1,2016
"1961","Costa Rica","CRI",1,2016
"1962","Croatia","HRV",1,2016
"1963","Cuba","CUB",1,2016
"1964","Cyprus","CYP",1,2016
"1965","Denmark","DNK",1,2016
"1966","Dominican Republic","DOM",1,2016
"1967","Ecuador","ECU",1,2016
"1968","Egypt","EGY",1,2016
"1969","El Salvador","SLV",1,2016
"1970","Eritrea","ERI",1,2016
"1971","Estonia","EST",1,2016
"1972","Ethiopia","ETH",1,2016
"1973","Finland","FIN",1,2016
"1974","France","FRA",1,2016
"1975","Gabon","GAB",1,2016
"1976","Georgia","GEO",1,2016
"1977","Germany","DEU",1,2016
"1978","Ghana","GHA",1,2016
"1979","Gibraltar","GIB",1,2016
"1980","Greece","GRC",1,2016
"1981","Guatemala","GTM",1,2016
"1982","Haiti","HTI",1,2016
"1983","Honduras","HND",1,2016
"1984","Hungary","HUN",1,2016
"1985","Iceland","ISL",1,2016
"1986","India","IND",1,2016
"1987","Indonesia","IDN",1,2016
"1988","Iraq","IRQ",1,2016
"1989","Ireland","IRL",1,2016
"1990","Israel","ISR",1,2016
"1991","Italy","ITA",1,2016
"1992","Jamaica","JAM",1,2016
"1993","Japan","JPN",1,2016
"1994","Jordan","JOR",1,2016
"1995","Kazakhstan","KAZ",1,2016
"1996","Kenya","KEN",1,2016
"1997","Korea","KOR",1,2016
"1998","Kosovo","XKX",1,2016
"1999","Kuwait","KWT",1,2016
"2000","Latvia","LVA",1,2016
"2001","Lebanon","LBN",1,2016
"2002","Libya","LBY",1,2016
"2003","Lithuania","LTU",1,2016
"2004","Luxembourg","LUX",1,2016
"2005","Malaysia","MYS",1,2016
"2006","Malta","MLT",1,2016
"2007","Mauritius","MUS",1,2016
"2008","Mexico","MEX",1,2016
"2009","Mongolia","MNG",1,2016
"2010","Montenegro","MNE",1,2016
"2011","Morocco","MAR",1,2016
"2012","Mozambique","MOZ",1,2016
"2013","Myanmar","MMR",1,2016
"2014","Namibia","NAM",1,2016
"2015","Nepal","NPL",1,2016
"2016","Netherlands","NLD",1,2016
"2017","New Zealand","NZL",1,2016
"2018","Nicaragua","NIC",1,2016
"2019","Niger","NER",1,2016
"2020","Nigeria","NGA",1,2016
"2021","Norway","NOR",1,2016
"2022","Oman","OMN",1,2016
"2023","Pakistan","PAK",1,2016
"2024","Panama","PAN",1,2016
"2025","Paraguay","PRY",1,2016
"2026","Peru","PER",1,2016
"2027","Philippines","PHL",1,2016
"2028","Poland","POL",1,2016
"2029","Portugal","PRT",1,2016
"2030","Qatar","QAT",1,2016
"2031","Romania","ROU",1,2016
"2032","Russian Federation","RUS",1,2016
"2033","Saudi Arabia","SAU",1,2016
"2034","Senegal","SEN",1,2016
"2035","Serbia","SRB",1,2016
"2036","Singapore","SGP",1,2016
"2037","Slovak Republic","SVK",1,2016
"2038","Slovenia","SVN",1,2016
"2039","South Africa","ZAF",1,2016
"2040","South Sudan","SSD",1,2016
"2041","Spain","ESP",1,2016
"2042","Sri Lanka","LKA",1,2016
"2043","Sudan","SDN",1,2016
"2044","Suriname","SUR",1,2016
"2045","Sweden","SWE",1,2016
"2046","Switzerland","CHE",1,2016
"2047","Syrian Arab Republic","SYR",1,2016
"2048","Tajikistan","TJK",1,2016
"2049","Thailand","THA",1,2016
"2050","Togo","TGO",1,2016
"2051","Trinidad and Tobago","TTO",1,2016
"2052","Tunisia","TUN",1,2016
"2053","Turkey","TUR",1,2016
"2054","Turkmenistan","TKM",1,2016
"2055","Ukraine","UKR",1,2016
"2056","United Arab Emirates","ARE",1,2016
"2057","United Kingdom","GBR",1,2016
"2058","United States","USA",1,2016
"2059","Uruguay","URY",1,2016
"2060","Uzbekistan","UZB",1,2016
"2061","Venezuela","VEN",1,2016
"2062","Vietnam","VNM",1,2016
"2063","Zambia","ZMB",1,2016
"2064","Zimbabwe","ZWE",1,2016
"2065","Albania","ALB",1,2017
"2066","Algeria","DZA",1,2017
"2067","Angola","AGO",1,2017
"2068","Argentina","ARG",1,2017
"2069","Armenia","ARM",1,2017
"2070","Australia","AUS",1,2017
"2071","Austria","AUT",1,2017
"2072","Azerbaijan","AZE",1,2017
"2073","Bahrain","BHR",1,2017
"2074","Bangladesh","BGD",1,2017
"2075","Belarus","BLR",1,2017
"2076","Belgium","BEL",1,2017
"2077","Benin","BEN",1,2017
"2078","Bolivia","BOL",1,2017
"2079","Bosnia and Herzegovina","BIH",1,2017
"2080","Botswana","BWA",1,2017
"2081","Brazil","BRA",1,2017
"2082","Brunei Darussalam","BRN",1,2017
"2083","Bulgaria","BGR",1,2017
"2084","Cambodia","KHM",1,2017
"2085","Cameroon","CMR",1,2017
"2086","Canada","CAN",1,2017
"2087","Chile","CHL",1,2017
"2088","China","CHN",1,2017
"2089","Colombia","COL",1,2017
"2090","Costa Rica","CRI",1,2017
"2091","Croatia","HRV",1,2017
"2092","Cuba","CUB",1,2017
"2093","Cyprus","CYP",1,2017
"2094","Denmark","DNK",1,2017
"2095","Dominican Republic","DOM",1,2017
"2096","Ecuador","ECU",1,2017
"2097","Egypt","EGY",1,2017
"2098","El Salvador","SLV",1,2017
"2099","Eritrea","ERI",1,2017
"2100","Estonia","EST",1,2017
"2101","Ethiopia","ETH",1,2017
"2102","Finland","FIN",1,2017
"2103","France","FRA",1,2017
"2104","Gabon","GAB",1,2017
"2105","Georgia","GEO",1,2017
"2106","Germany","DEU",1,2017
"2107","Ghana","GHA",1,2017
"2108","Gibraltar","GIB",1,2017
"2109","Greece","GRC",1,2017
"2110","Guatemala","GTM",1,2017
"2111","Haiti","HTI",1,2017
"2112","Honduras","HND",1,2017
"2113","Hungary","HUN",1,2017
"2114","Iceland","ISL",1,2017
"2115","India","IND",1,2017
"2116","Indonesia","IDN",1,2017
"2117","Iraq","IRQ",1,2017
"2118","Ireland","IRL",1,2017
"2119","Israel","ISR",1,2017
"2120","Italy","ITA",1,2017
"2121","Jamaica","JAM",1,2017
"2122","Japan","JPN",1,2017
"2123","Jordan","JOR",1,2017
"2124","Kazakhstan","KAZ",1,2017
"2125","Kenya","KEN",1,2017
"2126","Korea","KOR",1,2017
"2127","Kosovo","XKX",1,2017
"2128","Kuwait","KWT",1,2017
"2129","Latvia","LVA",1,2017
"2130","Lebanon","LBN",1,2017
"2131","Libya","LBY",1,2017
"2132","Lithuania","LTU",1,2017
"2133","Luxembourg","LUX",1,2017
"2134","Malaysia","MYS",1,2017
"2135","Malta","MLT",1,2017
"2136","Mauritius","MUS",1,2017
"2137","Mexico","MEX",1,2017
"2138","Mongolia","MNG",1,2017
"2139","Montenegro","MNE",1,2017
"2140","Morocco","MAR",1,2017
"2141","Mozambique","MOZ",1,2017
"2142","Myanmar","MMR",1,2017
"2143","Namibia","NAM",1,2017
"2144","Nepal","NPL",1,2017
"2145","Netherlands","NLD",1,2017
"2146","New Zealand","NZL",1,2017
"2147","Nicaragua","NIC",1,2017
"2148","Niger","NER",1,2017
"2149","Nigeria","NGA",1,2017
"2150","Norway","NOR",1,2017
"2151","Oman","OMN",1,2017
"2152","Pakistan","PAK",1,2017
"2153","Panama","PAN",1,2017
"2154","Paraguay","PRY",1,2017
"2155","Peru","PER",1,2017
"2156","Philippines","PHL",1,2017
"2157","Poland","POL",1,2017
"2158","Portugal","PRT",1,2017
"2159","Qatar","QAT",1,2017
"2160","Romania","ROU",1,2017
"2161","Russian Federation","RUS",1,2017
"2162","Saudi Arabia","SAU",1,2017
"2163","Senegal","SEN",1,2017
"2164","Serbia","SRB",1,2017
"2165","Singapore","SGP",1,2017
"2166","Slovak Republic","SVK",1,2017
"2167","Slovenia","SVN",1,2017
"2168","South Africa","ZAF",1,2017
"2169","South Sudan","SSD",1,2017
"2170","Spain","ESP",1,2017
"2171","Sri Lanka","LKA",1,2017
"2172","Sudan","SDN",1,2017
"2173","Suriname","SUR",1,2017
"2174","Sweden","SWE",1,2017
"2175","Switzerland","CHE",1,2017
"2176","Syrian Arab Republic","SYR",1,2017
"2177","Tajikistan","TJK",1,2017
"2178","Thailand","THA",1,2017
"2179","Togo","TGO",1,2017
"2180","Trinidad and Tobago","TTO",1,2017
"2181","Tunisia","TUN",1,2017
"2182","Turkey","TUR",1,2017
"2183","Turkmenistan","TKM",1,2017
"2184","Ukraine","UKR",1,2017
"2185","United Arab Emirates","ARE",1,2017
"2186","United Kingdom","GBR",1,2017
"2187","United States","USA",1,2017
"2188","Uruguay","URY",1,2017
"2189","Uzbekistan","UZB",1,2017
"2190","Venezuela","VEN",1,2017
"2191","Vietnam","VNM",1,2017
"2192","Zambia","ZMB",1,2017
"2193","Zimbabwe","ZWE",1,2017
"2194","Albania","ALB",1,2018
"2195","Algeria","DZA",1,2018
"2196","Angola","AGO",1,2018
"2197","Argentina","ARG",1,2018
"2198","Armenia","ARM",1,2018
"2199","Australia","AUS",1,2018
"2200","Austria","AUT",1,2018
"2201","Azerbaijan","AZE",1,2018
"2202","Bahrain","BHR",1,2018
"2203","Bangladesh","BGD",1,2018
"2204","Belarus","BLR",1,2018
"2205","Belgium","BEL",1,2018
"2206","Benin","BEN",1,2018
"2207","Bolivia","BOL",1,2018
"2208","Bosnia and Herzegovina","BIH",1,2018
"2209","Botswana","BWA",1,2018
"2210","Brazil","BRA",1,2018
"2211","Brunei Darussalam","BRN",1,2018
"2212","Bulgaria","BGR",1,2018
"2213","Cambodia","KHM",1,2018
"2214","Cameroon","CMR",1,2018
"2215","Canada","CAN",1,2018
"2216","Chile","CHL",1,2018
"2217","China","CHN",1,2018
"2218","Colombia","COL",1,2018
"2219","Costa Rica","CRI",1,2018
"2220","Croatia","HRV",1,2018
"2221","Cuba","CUB",1,2018
"2222","Cyprus","CYP",1,2018
"2223","Denmark","DNK",1,2018
"2224","Dominican Republic","DOM",1,2018
"2225","Ecuador","ECU",1,2018
"2226","Egypt","EGY",1,2018
"2227","El Salvador","SLV",1,2018
"2228","Eritrea","ERI",1,2018
"2229","Estonia","EST",1,2018
"2230","Ethiopia","ETH",1,2018
"2231","Finland","FIN",1,2018
"2232","France","FRA",1,2018
"2233","Gabon","GAB",1,2018
"2234","Georgia","GEO",1,2018
"2235","Germany","DEU",1,2018
"2236","Ghana","GHA",1,2018
"2237","Gibraltar","GIB",1,2018
"2238","Greece","GRC",1,2018
"2239","Guatemala","GTM",1,2018
"2240","Haiti","HTI",1,2018
"2241","Honduras","HND",1,2018
"2242","Hungary","HUN",1,2018
"2243","Iceland","ISL",1,2018
"2244","India","IND",1,2018
"2245","Indonesia","IDN",1,2018
"2246","Iraq","IRQ",1,2018
"2247","Ireland","IRL",1,2018
"2248","Israel","ISR",1,2018
"2249","Italy","ITA",1,2018
"2250","Jamaica","JAM",1,2018
"2251","Japan","JPN",1,2018
"2252","Jordan","JOR",1,2018
"2253","Kazakhstan","KAZ",1,2018
"2254","Kenya","KEN",1,2018
"2255","Korea","KOR",1,2018
"2256","Kosovo","XKX",1,2018
"2257","Kuwait","KWT",1,2018
"2258","Latvia","LVA",1,2018
"2259","Lebanon","LBN",1,2018
"2260","Libya","LBY",1,2018
"2261","Lithuania","LTU",1,2018
"2262","Luxembourg","LUX",1,2018
"2263","Malaysia","MYS",1,2018
"2264","Malta","MLT",1,2018
"2265","Mauritius","MUS",1,2018
"2266","Mexico","MEX",1,2018
"2267","Mongolia","MNG",1,2018
"2268","Montenegro","MNE",1,2018
"2269","Morocco","MAR",1,2018
"2270","Mozambique","MOZ",1,2018
"2271","Myanmar","MMR",1,2018
"2272","Namibia","NAM",1,2018
"2273","Nepal","NPL",1,2018
"2274","Netherlands","NLD",1,2018
"2275","New Zealand","NZL",1,2018
"2276","Nicaragua","NIC",1,2018
"2277","Niger","NER",1,2018
"2278","Nigeria","NGA",1,2018
"2279","Norway","NOR",1,2018
"2280","Oman","OMN",1,2018
"2281","Pakistan","PAK",1,2018
"2282","Panama","PAN",1,2018
"2283","Paraguay","PRY",1,2018
"2284","Peru","PER",1,2018
"2285","Philippines","PHL",1,2018
"2286","Poland","POL",1,2018
"2287","Portugal","PRT",1,2018
"2288","Qatar","QAT",1,2018
"2289","Romania","ROU",1,2018
"2290","Russian Federation","RUS",1,2018
"2291","Saudi Arabia","SAU",1,2018
"2292","Senegal","SEN",1,2018
"2293","Serbia","SRB",1,2018
"2294","Singapore","SGP",1,2018
"2295","Slovak Republic","SVK",1,2018
"2296","Slovenia","SVN",1,2018
"2297","South Africa","ZAF",1,2018
"2298","South Sudan","SSD",1,2018
"2299","Spain","ESP",1,2018
"2300","Sri Lanka","LKA",1,2018
"2301","Sudan","SDN",1,2018
"2302","Suriname","SUR",1,2018
"2303","Sweden","SWE",1,2018
"2304","Switzerland","CHE",1,2018
"2305","Syrian Arab Republic","SYR",1,2018
"2306","Tajikistan","TJK",1,2018
"2307","Thailand","THA",1,2018
"2308","Togo","TGO",1,2018
