Year,Nation,iso_code3,pij_lndu_croplands_to_croplands
2045,Honduras,HND,0.9803525850528436
2046,Honduras,HND,0.9797401773761596
2047,Honduras,HND,0.9791277696994752
2048,Honduras,HND,0.9785153620227912
2049,Honduras,HND,0.9779029543461071
2050,Honduras,HND,0.9772905466694228
2021,Iceland,ISL,0.9929105409852031
2022,Iceland,ISL,0.9923375455934306
2023,Iceland,ISL,0.991764550201658
2024,Iceland,ISL,0.9911915548098856
2025,Iceland,ISL,0.9906185594181128
2026,Iceland,ISL,0.9900455640263404
2027,Iceland,ISL,0.989472568634568
2028,Iceland,ISL,0.9888995732427954
2029,Iceland,ISL,0.9883265778510228
2030,Iceland,ISL,0.9877535824592504
2031,Iceland,ISL,0.9871805870674778
2032,Iceland,ISL,0.9866075916757052
2033,Iceland,ISL,0.9860345962839328
2034,Iceland,ISL,0.9854616008921602
2035,Iceland,ISL,0.9848886055003876
2036,Iceland,ISL,0.9843156101086152
2037,Iceland,ISL,0.9837426147168424
2038,Iceland,ISL,0.98316961932507
2039,Iceland,ISL,0.9825966239332976
2040,Iceland,ISL,0.982023628541525
2041,Iceland,ISL,0.9814506331497524
2042,Iceland,ISL,0.98087763775798
2043,Iceland,ISL,0.9803046423662074
2044,Iceland,ISL,0.9797316469744348
2045,Iceland,ISL,0.9791586515826624
2046,Iceland,ISL,0.9785856561908898
2047,Iceland,ISL,0.9780126607991172
2048,Iceland,ISL,0.9774396654073448
2049,Iceland,ISL,0.9768666700155724
2050,Iceland,ISL,0.9762936746237996
2021,India,IND,0.9952166856136488
2022,India,IND,0.9946458570170608
2023,India,IND,0.994075028420473
2024,India,IND,0.9935041998238852
2025,India,IND,0.9929333712272974
2026,India,IND,0.9923625426307096
2027,India,IND,0.9917917140341216
2028,India,IND,0.991220885437534
2029,India,IND,0.990650056840946
2030,India,IND,0.9900792282443582
2031,India,IND,0.9895083996477704
2032,India,IND,0.9889375710511826
2033,India,IND,0.9883667424545948
2034,India,IND,0.9877959138580068
2035,India,IND,0.9872250852614192
2036,India,IND,0.9866542566648312
2037,India,IND,0.9860834280682436
2038,India,IND,0.9855125994716556
2039,India,IND,0.9849417708750676
2040,India,IND,0.98437094227848
2041,India,IND,0.9838001136818921
2042,India,IND,0.9832292850853044
2043,India,IND,0.9826584564887164
2044,India,IND,0.9820876278921288
2045,India,IND,0.9815167992955408
2046,India,IND,0.980945970698953
2047,India,IND,0.9803751421023652
2048,India,IND,0.9798043135057772
2049,India,IND,0.9792334849091896
2050,India,IND,0.9786626563126016
2021,Indonesia,IDN,0.9941058445107572
2022,Indonesia,IDN,0.9934678139294174
2023,Indonesia,IDN,0.9928297833480774
2024,Indonesia,IDN,0.9921917527667374
2025,Indonesia,IDN,0.9915537221853976
2026,Indonesia,IDN,0.9909156916040576
2027,Indonesia,IDN,0.9902776610227176
2028,Indonesia,IDN,0.9896396304413776
2029,Indonesia,IDN,0.9890015998600376
2030,Indonesia,IDN,0.9883635692786976
2031,Indonesia,IDN,0.9877255386973576
2032,Indonesia,IDN,0.9870875081160178
2033,Indonesia,IDN,0.9864494775346778
2034,Indonesia,IDN,0.9858114469533378
2035,Indonesia,IDN,0.9851734163719978
2036,Indonesia,IDN,0.984535385790658
2037,Indonesia,IDN,0.983897355209318
2038,Indonesia,IDN,0.983259324627978
2039,Indonesia,IDN,0.982621294046638
2040,Indonesia,IDN,0.981983263465298
2041,Indonesia,IDN,0.981345232883958
2042,Indonesia,IDN,0.9807072023026179
2043,Indonesia,IDN,0.9800691717212782
2044,Indonesia,IDN,0.9794311411399382
2045,Indonesia,IDN,0.9787931105585982
2046,Indonesia,IDN,0.9781550799772584
2047,Indonesia,IDN,0.9775170493959184
2048,Indonesia,IDN,0.9768790188145784
2049,Indonesia,IDN,0.9762409882332383
2050,Indonesia,IDN,0.9756029576518984
2021,Iran (Islamic Republic of),IRN,0.9936593396754384
2022,Iran (Islamic Republic of),IRN,0.9926991745942978
2023,Iran (Islamic Republic of),IRN,0.9917390095131572
2024,Iran (Islamic Republic of),IRN,0.9907788444320168
2025,Iran (Islamic Republic of),IRN,0.9898186793508764
2026,Iran (Islamic Republic of),IRN,0.9888585142697359
2027,Iran (Islamic Republic of),IRN,0.9878983491885956
2028,Iran (Islamic Republic of),IRN,0.986938184107455
2029,Iran (Islamic Republic of),IRN,0.9859780190263148
2030,Iran (Islamic Republic of),IRN,0.9850178539451742
2031,Iran (Islamic Republic of),IRN,0.9840576888640338
2032,Iran (Islamic Republic of),IRN,0.9830975237828932
2033,Iran (Islamic Republic of),IRN,0.9821373587017528
2034,Iran (Islamic Republic of),IRN,0.9811771936206124
2035,Iran (Islamic Republic of),IRN,0.9802170285394721
2036,Iran (Islamic Republic of),IRN,0.9792568634583314
2037,Iran (Islamic Republic of),IRN,0.978296698377191
2038,Iran (Islamic Republic of),IRN,0.9773365332960504
2039,Iran (Islamic Republic of),IRN,0.97637636821491
2040,Iran (Islamic Republic of),IRN,0.9754162031337696
2041,Iran (Islamic Republic of),IRN,0.9744560380526291
2042,Iran (Islamic Republic of),IRN,0.9734958729714888
2043,Iran (Islamic Republic of),IRN,0.9725357078903484
2044,Iran (Islamic Republic of),IRN,0.971575542809208
2045,Iran (Islamic Republic of),IRN,0.9706153777280674
2046,Iran (Islamic Republic of),IRN,0.9696552126469268
2047,Iran (Islamic Republic of),IRN,0.9686950475657864
2048,Iran (Islamic Republic of),IRN,0.967734882484646
2049,Iran (Islamic Republic of),IRN,0.9667747174035056
2050,Iran (Islamic Republic of),IRN,0.9658145523223652
2021,Iraq,IRQ,0.9957948511725018
2022,Iraq,IRQ,0.9947702582513416
2023,Iraq,IRQ,0.9937456653301812
2024,Iraq,IRQ,0.9927210724090212
2025,Iraq,IRQ,0.9916964794878608
2026,Iraq,IRQ,0.9906718865667006
2027,Iraq,IRQ,0.9896472936455404
2028,Iraq,IRQ,0.98862270072438
2029,Iraq,IRQ,0.98759810780322
2030,Iraq,IRQ,0.9865735148820596
2031,Iraq,IRQ,0.9855489219608994
2032,Iraq,IRQ,0.9845243290397392
2033,Iraq,IRQ,0.9834997361185788
2034,Iraq,IRQ,0.9824751431974188
2035,Iraq,IRQ,0.9814505502762584
2036,Iraq,IRQ,0.9804259573550982
2037,Iraq,IRQ,0.979401364433938
2038,Iraq,IRQ,0.9783767715127776
2039,Iraq,IRQ,0.9773521785916176
2040,Iraq,IRQ,0.9763275856704572
2041,Iraq,IRQ,0.975302992749297
2042,Iraq,IRQ,0.9742783998281368
2043,Iraq,IRQ,0.9732538069069764
2044,Iraq,IRQ,0.9722292139858164
2045,Iraq,IRQ,0.9712046210646559
2046,Iraq,IRQ,0.9701800281434958
2047,Iraq,IRQ,0.9691554352223356
2048,Iraq,IRQ,0.9681308423011752
2049,Iraq,IRQ,0.967106249380015
2050,Iraq,IRQ,0.9660816564588548
2021,Ireland,IRL,0.9860573049513096
2022,Ireland,IRL,0.9854882644703816
2023,Ireland,IRL,0.9849192239894536
2024,Ireland,IRL,0.9843501835085254
2025,Ireland,IRL,0.9837811430275974
2026,Ireland,IRL,0.9832121025466694
2027,Ireland,IRL,0.9826430620657414
2028,Ireland,IRL,0.9820740215848132
2029,Ireland,IRL,0.9815049811038852
2030,Ireland,IRL,0.9809359406229572
2031,Ireland,IRL,0.9803669001420292
2032,Ireland,IRL,0.9797978596611012
2033,Ireland,IRL,0.9792288191801732
2034,Ireland,IRL,0.978659778699245
2035,Ireland,IRL,0.978090738218317
2036,Ireland,IRL,0.9775216977373891
2037,Ireland,IRL,0.976952657256461
2038,Ireland,IRL,0.9763836167755328
2039,Ireland,IRL,0.9758145762946048
2040,Ireland,IRL,0.9752455358136768
2041,Ireland,IRL,0.9746764953327488
2042,Ireland,IRL,0.9741074548518208
2043,Ireland,IRL,0.9735384143708928
2044,Ireland,IRL,0.9729693738899646
2045,Ireland,IRL,0.9724003334090366
2046,Ireland,IRL,0.9718312929281084
2047,Ireland,IRL,0.9712622524471806
2048,Ireland,IRL,0.9706932119662524
2049,Ireland,IRL,0.9701241714853244
2050,Ireland,IRL,0.9695551310043964
2021,Israel,ISR,0.9922792958805096
2022,Israel,ISR,0.9914305102300324
2023,Israel,ISR,0.9905817245795548
2024,Israel,ISR,0.9897329389290777
2025,Israel,ISR,0.9888841532786002
2026,Israel,ISR,0.9880353676281228
2027,Israel,ISR,0.9871865819776456
2028,Israel,ISR,0.9863377963271684
2029,Israel,ISR,0.9854890106766909
2030,Israel,ISR,0.9846402250262136
2031,Israel,ISR,0.9837914393757364
2032,Israel,ISR,0.9829426537252592
2033,Israel,ISR,0.9820938680747818
2034,Israel,ISR,0.9812450824243044
2035,Israel,ISR,0.9803962967738272
2036,Israel,ISR,0.9795475111233498
2037,Israel,ISR,0.9786987254728724
2038,Israel,ISR,0.9778499398223952
2039,Israel,ISR,0.977001154171918
2040,Israel,ISR,0.9761523685214406
2041,Israel,ISR,0.9753035828709632
2042,Israel,ISR,0.974454797220486
2043,Israel,ISR,0.9736060115700088
2044,Israel,ISR,0.9727572259195314
2045,Israel,ISR,0.971908440269054
2046,Israel,ISR,0.9710596546185768
2047,Israel,ISR,0.9702108689680994
2048,Israel,ISR,0.9693620833176221
2049,Israel,ISR,0.9685132976671448
2050,Israel,ISR,0.9676645120166676
2021,Italy,ITA,0.9794863328335236
2022,Italy,ITA,0.9789210843727096
2023,Italy,ITA,0.9783558359118958
2024,Italy,ITA,0.977790587451082
2025,Italy,ITA,0.977225338990268
2026,Italy,ITA,0.976660090529454
2027,Italy,ITA,0.9760948420686402
2028,Italy,ITA,0.9755295936078264
2029,Italy,ITA,0.9749643451470124
2030,Italy,ITA,0.9743990966861984
2031,Italy,ITA,0.9738338482253844
2032,Italy,ITA,0.9732685997645708
2033,Italy,ITA,0.9727033513037568
2034,Italy,ITA,0.9721381028429428
2035,Italy,ITA,0.9715728543821288
2036,Italy,ITA,0.9710076059213152
2037,Italy,ITA,0.9704423574605012
2038,Italy,ITA,0.9698771089996872
2039,Italy,ITA,0.9693118605388732
2040,Italy,ITA,0.9687466120780596
2041,Italy,ITA,0.9681813636172456
2042,Italy,ITA,0.9676161151564316
2043,Italy,ITA,0.9670508666956176
2044,Italy,ITA,0.9664856182348038
2045,Italy,ITA,0.9659203697739899
2046,Italy,ITA,0.9653551213131759
2047,Italy,ITA,0.9647898728523621
2048,Italy,ITA,0.9642246243915482
2049,Italy,ITA,0.9636593759307344
2050,Italy,ITA,0.9630941274699204
2021,Jamaica,JAM,0.9858528412958838
2022,Jamaica,JAM,0.9852839188081964
2023,Jamaica,JAM,0.9847149963205089
2024,Jamaica,JAM,0.9841460738328214
2025,Jamaica,JAM,0.9835771513451341
2026,Jamaica,JAM,0.9830082288574464
2027,Jamaica,JAM,0.9824393063697592
2028,Jamaica,JAM,0.9818703838820716
2029,Jamaica,JAM,0.981301461394384
2030,Jamaica,JAM,0.9807325389066966
2031,Jamaica,JAM,0.9801636164190092
2032,Jamaica,JAM,0.9795946939313216
2033,Jamaica,JAM,0.9790257714436342
2034,Jamaica,JAM,0.9784568489559468
2035,Jamaica,JAM,0.9778879264682594
2036,Jamaica,JAM,0.977319003980572
2037,Jamaica,JAM,0.9767500814928844
2038,Jamaica,JAM,0.976181159005197
2039,Jamaica,JAM,0.9756122365175096
2040,Jamaica,JAM,0.975043314029822
2041,Jamaica,JAM,0.9744743915421348
2042,Jamaica,JAM,0.9739054690544472
2043,Jamaica,JAM,0.9733365465667596
2044,Jamaica,JAM,0.9727676240790722
2045,Jamaica,JAM,0.9721987015913848
2046,Jamaica,JAM,0.9716297791036972
2047,Jamaica,JAM,0.97106085661601
2048,Jamaica,JAM,0.9704919341283224
2049,Jamaica,JAM,0.969923011640635
2050,Jamaica,JAM,0.9693540891529476
2021,Jordan,JOR,0.9933901375925854
2022,Jordan,JOR,0.9923626719907318
2023,Jordan,JOR,0.9913352063888782
2024,Jordan,JOR,0.9903077407870244
2025,Jordan,JOR,0.9892802751851708
2026,Jordan,JOR,0.9882528095833172
2027,Jordan,JOR,0.9872253439814636
2028,Jordan,JOR,0.9861978783796098
2029,Jordan,JOR,0.9851704127777562
2030,Jordan,JOR,0.9841429471759026
2031,Jordan,JOR,0.9831154815740488
2032,Jordan,JOR,0.9820880159721952
2033,Jordan,JOR,0.9810605503703416
2034,Jordan,JOR,0.9800330847684879
2035,Jordan,JOR,0.9790056191666344
2036,Jordan,JOR,0.9779781535647806
2037,Jordan,JOR,0.9769506879629271
2038,Jordan,JOR,0.9759232223610732
2039,Jordan,JOR,0.9748957567592196
2040,Jordan,JOR,0.9738682911573661
2041,Jordan,JOR,0.9728408255555124
2042,Jordan,JOR,0.9718133599536588
2043,Jordan,JOR,0.9707858943518052
2044,Jordan,JOR,0.9697584287499512
2045,Jordan,JOR,0.9687309631480976
2046,Jordan,JOR,0.967703497546244
2047,Jordan,JOR,0.9666760319443904
2048,Jordan,JOR,0.9656485663425368
2049,Jordan,JOR,0.9646211007406832
2050,Jordan,JOR,0.9635936351388296
2021,Kazakhstan,KAZ,0.9946736017574676
2022,Kazakhstan,KAZ,0.9939670021968344
2023,Kazakhstan,KAZ,0.9932604026362014
2024,Kazakhstan,KAZ,0.9925538030755684
2025,Kazakhstan,KAZ,0.9918472035149352
2026,Kazakhstan,KAZ,0.991140603954302
2027,Kazakhstan,KAZ,0.990434004393669
2028,Kazakhstan,KAZ,0.9897274048330359
2029,Kazakhstan,KAZ,0.9890208052724028
2030,Kazakhstan,KAZ,0.9883142057117698
2031,Kazakhstan,KAZ,0.9876076061511366
2032,Kazakhstan,KAZ,0.9869010065905036
2033,Kazakhstan,KAZ,0.9861944070298704
2034,Kazakhstan,KAZ,0.9854878074692374
2035,Kazakhstan,KAZ,0.9847812079086042
2036,Kazakhstan,KAZ,0.9840746083479712
2037,Kazakhstan,KAZ,0.983368008787338
2038,Kazakhstan,KAZ,0.982661409226705
2039,Kazakhstan,KAZ,0.9819548096660718
2040,Kazakhstan,KAZ,0.9812482101054388
2041,Kazakhstan,KAZ,0.9805416105448056
2042,Kazakhstan,KAZ,0.9798350109841726
2043,Kazakhstan,KAZ,0.9791284114235396
2044,Kazakhstan,KAZ,0.9784218118629064
2045,Kazakhstan,KAZ,0.9777152123022732
2046,Kazakhstan,KAZ,0.9770086127416402
2047,Kazakhstan,KAZ,0.9763020131810072
2048,Kazakhstan,KAZ,0.975595413620374
2049,Kazakhstan,KAZ,0.9748888140597408
2050,Kazakhstan,KAZ,0.9741822144991078
2021,Kuwait,KWT,0.9158542131907308
2022,Kuwait,KWT,0.9175450392156864
2023,Kuwait,KWT,0.9192358652406416
2024,Kuwait,KWT,0.9209266912655972
2025,Kuwait,KWT,0.9226175172905524
2026,Kuwait,KWT,0.9243083433155079
2027,Kuwait,KWT,0.9259991693404634
2028,Kuwait,KWT,0.9276899953654189
2029,Kuwait,KWT,0.9293808213903744
2030,Kuwait,KWT,0.9310716474153296
2031,Kuwait,KWT,0.9327624734402852
2032,Kuwait,KWT,0.9344532994652406
2033,Kuwait,KWT,0.9361441254901959
2034,Kuwait,KWT,0.9378349515151514
2035,Kuwait,KWT,0.9395257775401068
2036,Kuwait,KWT,0.9412166035650622
2037,Kuwait,KWT,0.9429074295900176
2038,Kuwait,KWT,0.9445982556149732
2039,Kuwait,KWT,0.9462890816399284
2040,Kuwait,KWT,0.947979907664884
2041,Kuwait,KWT,0.9496707336898392
2042,Kuwait,KWT,0.9513615597147947
2043,Kuwait,KWT,0.9530523857397504
2044,Kuwait,KWT,0.9547432117647056
2045,Kuwait,KWT,0.9564340377896612
2046,Kuwait,KWT,0.9581248638146164
2047,Kuwait,KWT,0.959815689839572
2048,Kuwait,KWT,0.9615065158645274
2049,Kuwait,KWT,0.9631973418894828
2050,Kuwait,KWT,0.9648881679144382
2021,Lao People's Democratic Republic,LAO,0.9545670769736608
2022,Lao People's Democratic Republic,LAO,0.9552355229981624
2023,Lao People's Democratic Republic,LAO,0.9559039690226636
2024,Lao People's Democratic Republic,LAO,0.9565724150471652
2025,Lao People's Democratic Republic,LAO,0.9572408610716664
2026,Lao People's Democratic Republic,LAO,0.9579093070961676
2027,Lao People's Democratic Republic,LAO,0.9585777531206692
2028,Lao People's Democratic Republic,LAO,0.9592461991451704
2029,Lao People's Democratic Republic,LAO,0.9599146451696716
2030,Lao People's Democratic Republic,LAO,0.9605830911941732
2031,Lao People's Democratic Republic,LAO,0.9612515372186744
2032,Lao People's Democratic Republic,LAO,0.9619199832431758
2033,Lao People's Democratic Republic,LAO,0.9625884292676772
2034,Lao People's Democratic Republic,LAO,0.9632568752921784
2035,Lao People's Democratic Republic,LAO,0.96392532131668
2036,Lao People's Democratic Republic,LAO,0.9645937673411812
2037,Lao People's Democratic Republic,LAO,0.9652622133656824
2038,Lao People's Democratic Republic,LAO,0.9659306593901842
2039,Lao People's Democratic Republic,LAO,0.9665991054146852
2040,Lao People's Democratic Republic,LAO,0.9672675514391866
2041,Lao People's Democratic Republic,LAO,0.967935997463688
2042,Lao People's Democratic Republic,LAO,0.9686044434881892
2043,Lao People's Democratic Republic,LAO,0.9692728895126906
2044,Lao People's Democratic Republic,LAO,0.9699413355371921
2045,Lao People's Democratic Republic,LAO,0.9706097815616932
2046,Lao People's Democratic Republic,LAO,0.9712782275861946
2047,Lao People's Democratic Republic,LAO,0.9719466736106959
2048,Lao People's Democratic Republic,LAO,0.9726151196351974
2049,Lao People's Democratic Republic,LAO,0.9732835656596988
2050,Lao People's Democratic Republic,LAO,0.9739520116842
2021,Latvia,LVA,0.9947423447975868
2022,Latvia,LVA,0.9940529309969834
2023,Latvia,LVA,0.9933635171963802
2024,Latvia,LVA,0.9926741033957768
2025,Latvia,LVA,0.9919846895951736
2026,Latvia,LVA,0.9912952757945702
2027,Latvia,LVA,0.9906058619939668
2028,Latvia,LVA,0.9899164481933636
2029,Latvia,LVA,0.9892270343927604
2030,Latvia,LVA,0.988537620592157
2031,Latvia,LVA,0.9878482067915536
2032,Latvia,LVA,0.9871587929909504
2033,Latvia,LVA,0.986469379190347
2034,Latvia,LVA,0.9857799653897438
2035,Latvia,LVA,0.9850905515891404
2036,Latvia,LVA,0.9844011377885372
2037,Latvia,LVA,0.9837117239879338
2038,Latvia,LVA,0.9830223101873306
2039,Latvia,LVA,0.9823328963867272
2040,Latvia,LVA,0.9816434825861241
2041,Latvia,LVA,0.9809540687855206
2042,Latvia,LVA,0.9802646549849172
2043,Latvia,LVA,0.979575241184314
2044,Latvia,LVA,0.9788858273837108
2045,Latvia,LVA,0.9781964135831074
2046,Latvia,LVA,0.977506999782504
2047,Latvia,LVA,0.9768175859819008
2048,Latvia,LVA,0.9761281721812974
2049,Latvia,LVA,0.975438758380694
2050,Latvia,LVA,0.9747493445800908
2021,Lesotho,LSO,0.9918609839902724
2022,Lesotho,LSO,0.9904512299878404
2023,Lesotho,LSO,0.9890414759854084
2024,Lesotho,LSO,0.9876317219829764
2025,Lesotho,LSO,0.9862219679805444
2026,Lesotho,LSO,0.9848122139781126
2027,Lesotho,LSO,0.9834024599756808
2028,Lesotho,LSO,0.9819927059732488
2029,Lesotho,LSO,0.9805829519708168
2030,Lesotho,LSO,0.9791731979683848
2031,Lesotho,LSO,0.9777634439659528
2032,Lesotho,LSO,0.9763536899635208
2033,Lesotho,LSO,0.9749439359610891
2034,Lesotho,LSO,0.973534181958657
2035,Lesotho,LSO,0.9721244279562252
2036,Lesotho,LSO,0.9707146739537932
2037,Lesotho,LSO,0.9693049199513613
2038,Lesotho,LSO,0.9678951659489292
2039,Lesotho,LSO,0.9664854119464972
2040,Lesotho,LSO,0.9650756579440654
2041,Lesotho,LSO,0.9636659039416334
2042,Lesotho,LSO,0.9622561499392016
2043,Lesotho,LSO,0.9608463959367696
2044,Lesotho,LSO,0.9594366419343376
2045,Lesotho,LSO,0.9580268879319056
2046,Lesotho,LSO,0.9566171339294738
2047,Lesotho,LSO,0.9552073799270416
2048,Lesotho,LSO,0.9537976259246098
2049,Lesotho,LSO,0.952387871922178
2050,Lesotho,LSO,0.9509781179197461
2021,Liberia,LBR,0.9866623743676528
2022,Liberia,LBR,0.9861585483167088
2023,Liberia,LBR,0.9856547222657648
2024,Liberia,LBR,0.9851508962148208
2025,Liberia,LBR,0.9846470701638768
2026,Liberia,LBR,0.9841432441129327
2027,Liberia,LBR,0.9836394180619888
2028,Liberia,LBR,0.9831355920110448
2029,Liberia,LBR,0.9826317659601008
2030,Liberia,LBR,0.9821279399091568
2031,Liberia,LBR,0.9816241138582128
2032,Liberia,LBR,0.9811202878072688
2033,Liberia,LBR,0.9806164617563248
2034,Liberia,LBR,0.9801126357053808
2035,Liberia,LBR,0.9796088096544368
2036,Liberia,LBR,0.979104983603493
2037,Liberia,LBR,0.9786011575525491
2038,Liberia,LBR,0.9780973315016048
2039,Liberia,LBR,0.9775935054506608
2040,Liberia,LBR,0.977089679399717
2041,Liberia,LBR,0.976585853348773
2042,Liberia,LBR,0.9760820272978291
2043,Liberia,LBR,0.9755782012468851
2044,Liberia,LBR,0.9750743751959412
2045,Liberia,LBR,0.9745705491449972
2046,Liberia,LBR,0.9740667230940532
2047,Liberia,LBR,0.9735628970431089
2048,Liberia,LBR,0.9730590709921652
2049,Liberia,LBR,0.9725552449412213
2050,Liberia,LBR,0.9720514188902772
2021,Libya,LBY,0.9972567520630949
2022,Libya,LBY,0.9965959400788688
2023,Libya,LBY,0.9959351280946428
2024,Libya,LBY,0.9952743161104164
2025,Libya,LBY,0.9946135041261902
2026,Libya,LBY,0.9939526921419641
2027,Libya,LBY,0.9932918801577376
2028,Libya,LBY,0.9926310681735117
2029,Libya,LBY,0.9919702561892852
2030,Libya,LBY,0.9913094442050592
2031,Libya,LBY,0.9906486322208328
2032,Libya,LBY,0.9899878202366066
2033,Libya,LBY,0.9893270082523804
2034,Libya,LBY,0.9886661962681541
2035,Libya,LBY,0.9880053842839279
2036,Libya,LBY,0.9873445722997016
2037,Libya,LBY,0.9866837603154754
2038,Libya,LBY,0.9860229483312491
2039,Libya,LBY,0.985362136347023
2040,Libya,LBY,0.9847013243627968
2041,Libya,LBY,0.9840405123785706
2042,Libya,LBY,0.9833797003943444
2043,Libya,LBY,0.9827188884101179
2044,Libya,LBY,0.9820580764258918
2045,Libya,LBY,0.9813972644416656
2046,Libya,LBY,0.9807364524574396
2047,Libya,LBY,0.9800756404732132
2048,Libya,LBY,0.9794148284889871
2049,Libya,LBY,0.9787540165047608
2050,Libya,LBY,0.9780932045205344
2021,Liechtenstein,LIE,0.9958861866791496
2022,Liechtenstein,LIE,0.994857733348937
2023,Liechtenstein,LIE,0.9938292800187244
2024,Liechtenstein,LIE,0.9928008266885121
2025,Liechtenstein,LIE,0.9917723733582992
2026,Liechtenstein,LIE,0.9907439200280866
2027,Liechtenstein,LIE,0.989715466697874
2028,Liechtenstein,LIE,0.9886870133676616
2029,Liechtenstein,LIE,0.9876585600374488
2030,Liechtenstein,LIE,0.9866301067072364
2031,Liechtenstein,LIE,0.9856016533770238
2032,Liechtenstein,LIE,0.9845732000468111
2033,Liechtenstein,LIE,0.9835447467165984
2034,Liechtenstein,LIE,0.982516293386386
2035,Liechtenstein,LIE,0.9814878400561734
2036,Liechtenstein,LIE,0.9804593867259608
2037,Liechtenstein,LIE,0.9794309333957482
2038,Liechtenstein,LIE,0.9784024800655357
2039,Liechtenstein,LIE,0.977374026735323
2040,Liechtenstein,LIE,0.9763455734051104
2041,Liechtenstein,LIE,0.975317120074898
2042,Liechtenstein,LIE,0.9742886667446852
2043,Liechtenstein,LIE,0.9732602134144728
2044,Liechtenstein,LIE,0.9722317600842599
2045,Liechtenstein,LIE,0.9712033067540476
2046,Liechtenstein,LIE,0.9701748534238348
2047,Liechtenstein,LIE,0.9691464000936224
2048,Liechtenstein,LIE,0.9681179467634098
2049,Liechtenstein,LIE,0.9670894934331972
2050,Liechtenstein,LIE,0.9660610401029844
2021,Madagascar,MDG,0.9975048334143444
2022,Madagascar,MDG,0.9968810417679304
2023,Madagascar,MDG,0.9962572501215166
2024,Madagascar,MDG,0.9956334584751028
2025,Madagascar,MDG,0.9950096668286891
