Year,Nation,iso_code3,pij_lndu_croplands_to_croplands
2049,Montenegro,MNE,0.9815757575757575
2050,Montenegro,MNE,0.981
2021,Montserrat,MSR,0.9976352374612768
2022,Montserrat,MSR,0.997044046826596
2023,Montserrat,MSR,0.9964528561919154
2024,Montserrat,MSR,0.9958616655572344
2025,Montserrat,MSR,0.9952704749225538
2026,Montserrat,MSR,0.9946792842878729
2027,Montserrat,MSR,0.9940880936531924
2028,Montserrat,MSR,0.9934969030185116
2029,Montserrat,MSR,0.9929057123838306
2030,Montserrat,MSR,0.99231452174915
2031,Montserrat,MSR,0.9917233311144692
2032,Montserrat,MSR,0.9911321404797884
2033,Montserrat,MSR,0.9905409498451077
2034,Montserrat,MSR,0.9899497592104268
2035,Montserrat,MSR,0.989358568575746
2036,Montserrat,MSR,0.9887673779410652
2037,Montserrat,MSR,0.9881761873063843
2038,Montserrat,MSR,0.9875849966717036
2039,Montserrat,MSR,0.9869938060370228
2040,Montserrat,MSR,0.9864026154023421
2041,Montserrat,MSR,0.9858114247676614
2042,Montserrat,MSR,0.9852202341329804
2043,Montserrat,MSR,0.9846290434982998
2044,Montserrat,MSR,0.984037852863619
2045,Montserrat,MSR,0.9834466622289384
2046,Montserrat,MSR,0.9828554715942576
2047,Montserrat,MSR,0.9822642809595769
2048,Montserrat,MSR,0.981673090324896
2049,Montserrat,MSR,0.9810818996902152
2050,Montserrat,MSR,0.9804907090555344
2021,Morocco,MAR,0.9502028986386679
2022,Morocco,MAR,0.9507118301777884
2023,Morocco,MAR,0.9512207617169088
2024,Morocco,MAR,0.9517296932560292
2025,Morocco,MAR,0.9522386247951494
2026,Morocco,MAR,0.9527475563342698
2027,Morocco,MAR,0.9532564878733902
2028,Morocco,MAR,0.9537654194125106
2029,Morocco,MAR,0.9542743509516308
2030,Morocco,MAR,0.9547832824907514
2031,Morocco,MAR,0.9552922140298716
2032,Morocco,MAR,0.9558011455689921
2033,Morocco,MAR,0.9563100771081124
2034,Morocco,MAR,0.9568190086472328
2035,Morocco,MAR,0.9573279401863533
2036,Morocco,MAR,0.9578368717254736
2037,Morocco,MAR,0.9583458032645941
2038,Morocco,MAR,0.9588547348037144
2039,Morocco,MAR,0.9593636663428348
2040,Morocco,MAR,0.9598725978819552
2041,Morocco,MAR,0.9603815294210756
2042,Morocco,MAR,0.9608904609601959
2043,Morocco,MAR,0.9613993924993164
2044,Morocco,MAR,0.9619083240384366
2045,Morocco,MAR,0.9624172555775572
2046,Morocco,MAR,0.9629261871166774
2047,Morocco,MAR,0.9634351186557978
2048,Morocco,MAR,0.9639440501949179
2049,Morocco,MAR,0.9644529817340386
2050,Morocco,MAR,0.9649619132731588
2021,Mozambique,MOZ,0.9794292916280802
2022,Mozambique,MOZ,0.9790792833376212
2023,Mozambique,MOZ,0.9787292750471622
2024,Mozambique,MOZ,0.9783792667567032
2025,Mozambique,MOZ,0.978029258466244
2026,Mozambique,MOZ,0.9776792501757852
2027,Mozambique,MOZ,0.9773292418853259
2028,Mozambique,MOZ,0.9769792335948669
2029,Mozambique,MOZ,0.9766292253044079
2030,Mozambique,MOZ,0.9762792170139492
2031,Mozambique,MOZ,0.97592920872349
2032,Mozambique,MOZ,0.9755792004330309
2033,Mozambique,MOZ,0.975229192142572
2034,Mozambique,MOZ,0.9748791838521128
2035,Mozambique,MOZ,0.9745291755616541
2036,Mozambique,MOZ,0.9741791672711948
2037,Mozambique,MOZ,0.973829158980736
2038,Mozambique,MOZ,0.9734791506902768
2039,Mozambique,MOZ,0.9731291423998178
2040,Mozambique,MOZ,0.9727791341093588
2041,Mozambique,MOZ,0.9724291258188996
2042,Mozambique,MOZ,0.9720791175284408
2043,Mozambique,MOZ,0.9717291092379816
2044,Mozambique,MOZ,0.9713791009475228
2045,Mozambique,MOZ,0.9710290926570636
2046,Mozambique,MOZ,0.9706790843666048
2047,Mozambique,MOZ,0.9703290760761456
2048,Mozambique,MOZ,0.9699790677856864
2049,Mozambique,MOZ,0.9696290594952276
2050,Mozambique,MOZ,0.9692790512047684
2021,Namibia,NAM,0.9932082520984415
2022,Namibia,NAM,0.9931378743919002
2023,Namibia,NAM,0.9930674966853588
2024,Namibia,NAM,0.9929971189788172
2025,Namibia,NAM,0.9929267412722758
2026,Namibia,NAM,0.9928563635657344
2027,Namibia,NAM,0.9927859858591928
2028,Namibia,NAM,0.9927156081526513
2029,Namibia,NAM,0.99264523044611
2030,Namibia,NAM,0.9925748527395684
2031,Namibia,NAM,0.9925044750330267
2032,Namibia,NAM,0.9924340973264854
2033,Namibia,NAM,0.9923637196199441
2034,Namibia,NAM,0.9922933419134023
2035,Namibia,NAM,0.992222964206861
2036,Namibia,NAM,0.9921525865003196
2037,Namibia,NAM,0.992082208793778
2038,Namibia,NAM,0.9920118310872365
2039,Namibia,NAM,0.9919414533806952
2040,Namibia,NAM,0.9918710756741536
2041,Namibia,NAM,0.9918006979676119
2042,Namibia,NAM,0.9917303202610706
2043,Namibia,NAM,0.9916599425545292
2044,Namibia,NAM,0.9915895648479875
2045,Namibia,NAM,0.9915191871414462
2046,Namibia,NAM,0.9914488094349048
2047,Namibia,NAM,0.9913784317283632
2048,Namibia,NAM,0.9913080540218218
2049,Namibia,NAM,0.9912376763152804
2050,Namibia,NAM,0.9911672986087388
2021,Nepal,NPL,0.9976969696969696
2022,Nepal,NPL,0.9971212121212121
2023,Nepal,NPL,0.9965454545454544
2024,Nepal,NPL,0.9959696969696971
2025,Nepal,NPL,0.9953939393939394
2026,Nepal,NPL,0.9948181818181818
2027,Nepal,NPL,0.9942424242424244
2028,Nepal,NPL,0.9936666666666668
2029,Nepal,NPL,0.9930909090909092
2030,Nepal,NPL,0.9925151515151516
2031,Nepal,NPL,0.991939393939394
2032,Nepal,NPL,0.9913636363636364
2033,Nepal,NPL,0.9907878787878788
2034,Nepal,NPL,0.9902121212121212
2035,Nepal,NPL,0.9896363636363636
2036,Nepal,NPL,0.989060606060606
2037,Nepal,NPL,0.9884848484848484
2038,Nepal,NPL,0.9879090909090908
2039,Nepal,NPL,0.9873333333333332
2040,Nepal,NPL,0.9867575757575756
2041,Nepal,NPL,0.9861818181818182
2042,Nepal,NPL,0.9856060606060606
2043,Nepal,NPL,0.9850303030303029
2044,Nepal,NPL,0.9844545454545456
2045,Nepal,NPL,0.983878787878788
2046,Nepal,NPL,0.9833030303030303
2047,Nepal,NPL,0.9827272727272728
2048,Nepal,NPL,0.9821515151515152
2049,Nepal,NPL,0.9815757575757575
2050,Nepal,NPL,0.981
2021,Netherlands,NLD,0.988596542918614
2022,Netherlands,NLD,0.9880260370774206
2023,Netherlands,NLD,0.9874555312362272
2024,Netherlands,NLD,0.9868850253950338
2025,Netherlands,NLD,0.9863145195538404
2026,Netherlands,NLD,0.9857440137126467
2027,Netherlands,NLD,0.9851735078714532
2028,Netherlands,NLD,0.98460300203026
2029,Netherlands,NLD,0.9840324961890664
2030,Netherlands,NLD,0.983461990347873
2031,Netherlands,NLD,0.9828914845066794
2032,Netherlands,NLD,0.982320978665486
2033,Netherlands,NLD,0.9817504728242924
2034,Netherlands,NLD,0.9811799669830992
2035,Netherlands,NLD,0.9806094611419056
2036,Netherlands,NLD,0.9800389553007122
2037,Netherlands,NLD,0.9794684494595186
2038,Netherlands,NLD,0.9788979436183252
2039,Netherlands,NLD,0.9783274377771316
2040,Netherlands,NLD,0.9777569319359384
2041,Netherlands,NLD,0.9771864260947448
2042,Netherlands,NLD,0.9766159202535512
2043,Netherlands,NLD,0.9760454144123578
2044,Netherlands,NLD,0.9754749085711644
2045,Netherlands,NLD,0.9749044027299708
2046,Netherlands,NLD,0.9743338968887776
2047,Netherlands,NLD,0.9737633910475841
2048,Netherlands,NLD,0.9731928852063904
2049,Netherlands,NLD,0.972622379365197
2050,Netherlands,NLD,0.9720518735240036
2021,New Caledonia,NCL,0.996252962239473
2022,New Caledonia,NCL,0.9953162027993449
2023,New Caledonia,NCL,0.9943794433592164
2024,New Caledonia,NCL,0.9934426839190882
2025,New Caledonia,NCL,0.9925059244789599
2026,New Caledonia,NCL,0.9915691650388316
2027,New Caledonia,NCL,0.9906324055987032
2028,New Caledonia,NCL,0.989695646158575
2029,New Caledonia,NCL,0.9887588867184468
2030,New Caledonia,NCL,0.9878221272783184
2031,New Caledonia,NCL,0.9868853678381899
2032,New Caledonia,NCL,0.9859486083980618
2033,New Caledonia,NCL,0.9850118489579336
2034,New Caledonia,NCL,0.9840750895178052
2035,New Caledonia,NCL,0.9831383300776768
2036,New Caledonia,NCL,0.9822015706375486
2037,New Caledonia,NCL,0.9812648111974204
2038,New Caledonia,NCL,0.980328051757292
2039,New Caledonia,NCL,0.9793912923171636
2040,New Caledonia,NCL,0.9784545328770354
2041,New Caledonia,NCL,0.9775177734369072
2042,New Caledonia,NCL,0.9765810139967788
2043,New Caledonia,NCL,0.9756442545566504
2044,New Caledonia,NCL,0.9747074951165222
2045,New Caledonia,NCL,0.973770735676394
2046,New Caledonia,NCL,0.9728339762362656
2047,New Caledonia,NCL,0.9718972167961374
2048,New Caledonia,NCL,0.970960457356009
2049,New Caledonia,NCL,0.9700236979158808
2050,New Caledonia,NCL,0.9690869384757524
2021,New Zealand,NZL,0.9957031047546766
2022,New Zealand,NZL,0.9946288809433462
2023,New Zealand,NZL,0.9935546571320156
2024,New Zealand,NZL,0.9924804333206853
2025,New Zealand,NZL,0.9914062095093548
2026,New Zealand,NZL,0.9903319856980244
2027,New Zealand,NZL,0.9892577618866938
2028,New Zealand,NZL,0.9881835380753632
2029,New Zealand,NZL,0.9871093142640328
2030,New Zealand,NZL,0.9860350904527024
2031,New Zealand,NZL,0.9849608666413722
2032,New Zealand,NZL,0.9838866428300416
2033,New Zealand,NZL,0.982812419018711
2034,New Zealand,NZL,0.9817381952073804
2035,New Zealand,NZL,0.98066397139605
2036,New Zealand,NZL,0.9795897475847196
2037,New Zealand,NZL,0.978515523773389
2038,New Zealand,NZL,0.9774412999620586
2039,New Zealand,NZL,0.9763670761507282
2040,New Zealand,NZL,0.9752928523393976
2041,New Zealand,NZL,0.9742186285280672
2042,New Zealand,NZL,0.9731444047167368
2043,New Zealand,NZL,0.9720701809054062
2044,New Zealand,NZL,0.9709959570940756
2045,New Zealand,NZL,0.9699217332827452
2046,New Zealand,NZL,0.9688475094714148
2047,New Zealand,NZL,0.9677732856600844
2048,New Zealand,NZL,0.966699061848754
2049,New Zealand,NZL,0.9656248380374234
2050,New Zealand,NZL,0.9645506142260928
2021,Nicaragua,NIC,0.9938151745682698
2022,Nicaragua,NIC,0.9930499439117736
2023,Nicaragua,NIC,0.9922847132552776
2024,Nicaragua,NIC,0.9915194825987816
2025,Nicaragua,NIC,0.9907542519422854
2026,Nicaragua,NIC,0.9899890212857894
2027,Nicaragua,NIC,0.9892237906292932
2028,Nicaragua,NIC,0.9884585599727972
2029,Nicaragua,NIC,0.9876933293163009
2030,Nicaragua,NIC,0.986928098659805
2031,Nicaragua,NIC,0.9861628680033088
2032,Nicaragua,NIC,0.9853976373468128
2033,Nicaragua,NIC,0.9846324066903168
2034,Nicaragua,NIC,0.9838671760338206
2035,Nicaragua,NIC,0.9831019453773244
2036,Nicaragua,NIC,0.9823367147208284
2037,Nicaragua,NIC,0.9815714840643324
2038,Nicaragua,NIC,0.9808062534078362
2039,Nicaragua,NIC,0.98004102275134
2040,Nicaragua,NIC,0.9792757920948442
2041,Nicaragua,NIC,0.978510561438348
2042,Nicaragua,NIC,0.977745330781852
2043,Nicaragua,NIC,0.9769801001253556
2044,Nicaragua,NIC,0.9762148694688596
2045,Nicaragua,NIC,0.9754496388123636
2046,Nicaragua,NIC,0.9746844081558674
2047,Nicaragua,NIC,0.9739191774993714
2048,Nicaragua,NIC,0.9731539468428752
2049,Nicaragua,NIC,0.9723887161863792
2050,Nicaragua,NIC,0.9716234855298832
2021,Niger,NER,0.9941787814112591
2022,Niger,NER,0.9936303213412356
2023,Niger,NER,0.9930818612712122
2024,Niger,NER,0.9925334012011888
2025,Niger,NER,0.9919849411311654
2026,Niger,NER,0.9914364810611421
2027,Niger,NER,0.9908880209911186
2028,Niger,NER,0.9903395609210952
2029,Niger,NER,0.9897911008510718
2030,Niger,NER,0.9892426407810484
2031,Niger,NER,0.9886941807110248
2032,Niger,NER,0.9881457206410016
2033,Niger,NER,0.9875972605709781
2034,Niger,NER,0.9870488005009548
2035,Niger,NER,0.9865003404309312
2036,Niger,NER,0.9859518803609079
2037,Niger,NER,0.9854034202908843
2038,Niger,NER,0.9848549602208608
2039,Niger,NER,0.9843065001508376
2040,Niger,NER,0.983758040080814
2041,Niger,NER,0.9832095800107908
2042,Niger,NER,0.9826611199407672
2043,Niger,NER,0.982112659870744
2044,Niger,NER,0.9815641998007204
2045,Niger,NER,0.9810157397306972
2046,Niger,NER,0.9804672796606736
2047,Niger,NER,0.9799188195906502
2048,Niger,NER,0.9793703595206268
2049,Niger,NER,0.9788218994506034
2050,Niger,NER,0.9782734393805799
2021,Nigeria,NGA,0.9942365347110896
2022,Nigeria,NGA,0.993420668388862
2023,Nigeria,NGA,0.9926048020666344
2024,Nigeria,NGA,0.9917889357444066
2025,Nigeria,NGA,0.990973069422179
2026,Nigeria,NGA,0.9901572030999516
2027,Nigeria,NGA,0.9893413367777238
2028,Nigeria,NGA,0.9885254704554962
2029,Nigeria,NGA,0.9877096041332686
2030,Nigeria,NGA,0.9868937378110408
2031,Nigeria,NGA,0.9860778714888132
2032,Nigeria,NGA,0.9852620051665856
2033,Nigeria,NGA,0.9844461388443578
2034,Nigeria,NGA,0.9836302725221304
2035,Nigeria,NGA,0.9828144061999028
2036,Nigeria,NGA,0.9819985398776752
2037,Nigeria,NGA,0.9811826735554476
2038,Nigeria,NGA,0.98036680723322
2039,Nigeria,NGA,0.9795509409109924
2040,Nigeria,NGA,0.9787350745887646
2041,Nigeria,NGA,0.977919208266537
2042,Nigeria,NGA,0.9771033419443094
2043,Nigeria,NGA,0.9762874756220818
2044,Nigeria,NGA,0.9754716092998542
2045,Nigeria,NGA,0.9746557429776266
2046,Nigeria,NGA,0.9738398766553991
2047,Nigeria,NGA,0.9730240103331712
2048,Nigeria,NGA,0.9722081440109436
2049,Nigeria,NGA,0.9713922776887159
2050,Nigeria,NGA,0.9705764113664884
2021,Northern Mariana Islands,MNP,0.9931444710116276
2022,Northern Mariana Islands,MNP,0.992571340621966
2023,Northern Mariana Islands,MNP,0.9919982102323044
2024,Northern Mariana Islands,MNP,0.9914250798426428
2025,Northern Mariana Islands,MNP,0.9908519494529809
2026,Northern Mariana Islands,MNP,0.9902788190633194
2027,Northern Mariana Islands,MNP,0.9897056886736576
2028,Northern Mariana Islands,MNP,0.9891325582839959
2029,Northern Mariana Islands,MNP,0.9885594278943344
2030,Northern Mariana Islands,MNP,0.9879862975046728
2031,Northern Mariana Islands,MNP,0.9874131671150109
2032,Northern Mariana Islands,MNP,0.9868400367253494
2033,Northern Mariana Islands,MNP,0.9862669063356876
2034,Northern Mariana Islands,MNP,0.9856937759460258
2035,Northern Mariana Islands,MNP,0.9851206455563642
2036,Northern Mariana Islands,MNP,0.9845475151667026
2037,Northern Mariana Islands,MNP,0.9839743847770408
2038,Northern Mariana Islands,MNP,0.9834012543873792
2039,Northern Mariana Islands,MNP,0.9828281239977176
2040,Northern Mariana Islands,MNP,0.9822549936080559
2041,Northern Mariana Islands,MNP,0.9816818632183942
2042,Northern Mariana Islands,MNP,0.9811087328287326
2043,Northern Mariana Islands,MNP,0.9805356024390708
2044,Northern Mariana Islands,MNP,0.9799624720494092
2045,Northern Mariana Islands,MNP,0.9793893416597476
2046,Northern Mariana Islands,MNP,0.9788162112700859
2047,Northern Mariana Islands,MNP,0.9782430808804242
2048,Northern Mariana Islands,MNP,0.9776699504907626
2049,Northern Mariana Islands,MNP,0.9770968201011008
2050,Northern Mariana Islands,MNP,0.9765236897114392
2021,Oman,OMN,0.9784452813510656
2022,Oman,OMN,0.9778806336671366
2023,Oman,OMN,0.977315985983208
2024,Oman,OMN,0.9767513382992792
2025,Oman,OMN,0.9761866906153503
2026,Oman,OMN,0.9756220429314216
2027,Oman,OMN,0.9750573952474928
2028,Oman,OMN,0.9744927475635642
2029,Oman,OMN,0.9739280998796354
2030,Oman,OMN,0.9733634521957066
2031,Oman,OMN,0.9727988045117779
2032,Oman,OMN,0.9722341568278492
2033,Oman,OMN,0.9716695091439204
2034,Oman,OMN,0.9711048614599916
2035,Oman,OMN,0.9705402137760628
2036,Oman,OMN,0.969975566092134
2037,Oman,OMN,0.9694109184082054
2038,Oman,OMN,0.9688462707242766
2039,Oman,OMN,0.9682816230403478
2040,Oman,OMN,0.9677169753564192
2041,Oman,OMN,0.9671523276724904
2042,Oman,OMN,0.9665876799885617
2043,Oman,OMN,0.9660230323046328
2044,Oman,OMN,0.9654583846207041
2045,Oman,OMN,0.9648937369367754
2046,Oman,OMN,0.9643290892528464
2047,Oman,OMN,0.9637644415689178
2048,Oman,OMN,0.9631997938849892
2049,Oman,OMN,0.9626351462010604
2050,Oman,OMN,0.9620704985171316
2021,Pakistan,PAK,0.993827470356854
2022,Pakistan,PAK,0.9931827500898434
2023,Pakistan,PAK,0.9925380298228323
2024,Pakistan,PAK,0.9918933095558216
2025,Pakistan,PAK,0.9912485892888108
2026,Pakistan,PAK,0.9906038690218
2027,Pakistan,PAK,0.9899591487547892
2028,Pakistan,PAK,0.9893144284877782
2029,Pakistan,PAK,0.9886697082207672
2030,Pakistan,PAK,0.9880249879537564
2031,Pakistan,PAK,0.9873802676867456
2032,Pakistan,PAK,0.9867355474197348
2033,Pakistan,PAK,0.9860908271527241
2034,Pakistan,PAK,0.985446106885713
2035,Pakistan,PAK,0.9848013866187022
2036,Pakistan,PAK,0.9841566663516912
2037,Pakistan,PAK,0.9835119460846804
2038,Pakistan,PAK,0.9828672258176696
2039,Pakistan,PAK,0.9822225055506588
2040,Pakistan,PAK,0.9815777852836478
2041,Pakistan,PAK,0.9809330650166371
2042,Pakistan,PAK,0.9802883447496259
2043,Pakistan,PAK,0.9796436244826152
2044,Pakistan,PAK,0.9789989042156044
2045,Pakistan,PAK,0.9783541839485936
2046,Pakistan,PAK,0.9777094636815828
2047,Pakistan,PAK,0.9770647434145718
2048,Pakistan,PAK,0.9764200231475608
2049,Pakistan,PAK,0.97577530288055
2050,Pakistan,PAK,0.9751305826135392
2021,Panama,PAN,0.9919684070042064
2022,Panama,PAN,0.9913959553053521
2023,Panama,PAN,0.9908235036064976
2024,Panama,PAN,0.9902510519076434
2025,Panama,PAN,0.9896786002087892
2026,Panama,PAN,0.9891061485099348
2027,Panama,PAN,0.9885336968110804
2028,Panama,PAN,0.987961245112226
2029,Panama,PAN,0.9873887934133716
2030,Panama,PAN,0.9868163417145174
2031,Panama,PAN,0.9862438900156629
2032,Panama,PAN,0.9856714383168088
2033,Panama,PAN,0.9850989866179544
2034,Panama,PAN,0.9845265349190999
2035,Panama,PAN,0.9839540832202458
2036,Panama,PAN,0.9833816315213916
2037,Panama,PAN,0.9828091798225372
2038,Panama,PAN,0.9822367281236828
2039,Panama,PAN,0.9816642764248285
2040,Panama,PAN,0.981091824725974
2041,Panama,PAN,0.9805193730271198
2042,Panama,PAN,0.9799469213282654
2043,Panama,PAN,0.9793744696294112
2044,Panama,PAN,0.9788020179305568
2045,Panama,PAN,0.9782295662317024
2046,Panama,PAN,0.9776571145328482
2047,Panama,PAN,0.977084662833994
2048,Panama,PAN,0.9765122111351396
2049,Panama,PAN,0.9759397594362852
2050,Panama,PAN,0.9753673077374309
2021,Papua New Guinea,PNG,0.9946709889497096
2022,Papua New Guinea,PNG,0.9941490290414468
2023,Papua New Guinea,PNG,0.9936270691331841
2024,Papua New Guinea,PNG,0.9931051092249212
2025,Papua New Guinea,PNG,0.9925831493166586
2026,Papua New Guinea,PNG,0.9920611894083958
2027,Papua New Guinea,PNG,0.9915392295001332
2028,Papua New Guinea,PNG,0.9910172695918704
2029,Papua New Guinea,PNG,0.9904953096836075
2030,Papua New Guinea,PNG,0.9899733497753448
2031,Papua New Guinea,PNG,0.9894513898670821
2032,Papua New Guinea,PNG,0.9889294299588196
2033,Papua New Guinea,PNG,0.9884074700505568
2034,Papua New Guinea,PNG,0.987885510142294
2035,Papua New Guinea,PNG,0.9873635502340312
2036,Papua New Guinea,PNG,0.9868415903257686
2037,Papua New Guinea,PNG,0.9863196304175058
2038,Papua New Guinea,PNG,0.9857976705092428
2039,Papua New Guinea,PNG,0.9852757106009804
2040,Papua New Guinea,PNG,0.9847537506927176
2041,Papua New Guinea,PNG,0.9842317907844548
2042,Papua New Guinea,PNG,0.983709830876192
2043,Papua New Guinea,PNG,0.9831878709679294
2044,Papua New Guinea,PNG,0.9826659110596668
2045,Papua New Guinea,PNG,0.9821439511514041
2046,Papua New Guinea,PNG,0.9816219912431412
2047,Papua New Guinea,PNG,0.9811000313348784
2048,Papua New Guinea,PNG,0.9805780714266156
2049,Papua New Guinea,PNG,0.980056111518353
2050,Papua New Guinea,PNG,0.9795341516100904
2021,Paraguay,PRY,0.9949293167255456
2022,Paraguay,PRY,0.994286645906932
2023,Paraguay,PRY,0.9936439750883184
2024,Paraguay,PRY,0.9930013042697048
2025,Paraguay,PRY,0.9923586334510909
2026,Paraguay,PRY,0.9917159626324774
2027,Paraguay,PRY,0.9910732918138636
2028,Paraguay,PRY,0.99043062099525
2029,Paraguay,PRY,0.9897879501766366
2030,Paraguay,PRY,0.9891452793580228
2031,Paraguay,PRY,0.9885026085394092
2032,Paraguay,PRY,0.9878599377207956
2033,Paraguay,PRY,0.9872172669021819
2034,Paraguay,PRY,0.9865745960835683
2035,Paraguay,PRY,0.9859319252649548
2036,Paraguay,PRY,0.9852892544463412
2037,Paraguay,PRY,0.9846465836277276
2038,Paraguay,PRY,0.9840039128091138
2039,Paraguay,PRY,0.9833612419905002
2040,Paraguay,PRY,0.9827185711718868
2041,Paraguay,PRY,0.982075900353273
2042,Paraguay,PRY,0.9814332295346594
2043,Paraguay,PRY,0.9807905587160456
2044,Paraguay,PRY,0.980147887897432
2045,Paraguay,PRY,0.9795052170788184
2046,Paraguay,PRY,0.9788625462602047
2047,Paraguay,PRY,0.9782198754415912
2048,Paraguay,PRY,0.9775772046229776
2049,Paraguay,PRY,0.976934533804364
2050,Paraguay,PRY,0.9762918629857504
2021,Peru,PER,0.9969525353729914
2022,Peru,PER,0.9961906692162394
2023,Peru,PER,0.9954288030594876
2024,Peru,PER,0.9946669369027356
2025,Peru,PER,0.9939050707459836
2026,Peru,PER,0.9931432045892316
2027,Peru,PER,0.9923813384324798
2028,Peru,PER,0.9916194722757278
2029,Peru,PER,0.9908576061189759
2030,Peru,PER,0.9900957399622241
2031,Peru,PER,0.9893338738054721
2032,Peru,PER,0.98857200764872
2033,Peru,PER,0.987810141491968
2034,Peru,PER,0.9870482753352159
2035,Peru,PER,0.9862864091784642
2036,Peru,PER,0.9855245430217122
2037,Peru,PER,0.9847626768649604
2038,Peru,PER,0.9840008107082084
2039,Peru,PER,0.9832389445514564
2040,Peru,PER,0.9824770783947044
2041,Peru,PER,0.9817152122379526
2042,Peru,PER,0.9809533460812006
2043,Peru,PER,0.9801914799244488
2044,Peru,PER,0.9794296137676968
2045,Peru,PER,0.9786677476109448
2046,Peru,PER,0.9779058814541928
2047,Peru,PER,0.9771440152974408
2048,Peru,PER,0.9763821491406888
2049,Peru,PER,0.9756202829839368
2050,Peru,PER,0.974858416827185
2021,Philippines,PHL,0.9952123268945922
2022,Philippines,PHL,0.9946380031729606
2023,Philippines,PHL,0.9940636794513291
2024,Philippines,PHL,0.9934893557296977
2025,Philippines,PHL,0.9929150320080659
2026,Philippines,PHL,0.9923407082864344
2027,Philippines,PHL,0.9917663845648028
2028,Philippines,PHL,0.9911920608431714
2029,Philippines,PHL,0.9906177371215398
2030,Philippines,PHL,0.9900434133999082
2031,Philippines,PHL,0.9894690896782766
2032,Philippines,PHL,0.9888947659566452
2033,Philippines,PHL,0.9883204422350136
2034,Philippines,PHL,0.9877461185133821
2035,Philippines,PHL,0.9871717947917504
2036,Philippines,PHL,0.986597471070119
2037,Philippines,PHL,0.9860231473484874
2038,Philippines,PHL,0.9854488236268558
2039,Philippines,PHL,0.9848744999052242
2040,Philippines,PHL,0.9843001761835928
2041,Philippines,PHL,0.9837258524619612
2042,Philippines,PHL,0.9831515287403296
2043,Philippines,PHL,0.9825772050186979
2044,Philippines,PHL,0.9820028812970666
2045,Philippines,PHL,0.981428557575435
2046,Philippines,PHL,0.9808542338538034
2047,Philippines,PHL,0.980279910132172
2048,Philippines,PHL,0.9797055864105404
2049,Philippines,PHL,0.9791312626889088
2050,Philippines,PHL,0.9785569389672772
2021,Qatar,QAT,0.9972090124448728
2022,Qatar,QAT,0.9971362655560913
2023,Qatar,QAT,0.9970635186673092
2024,Qatar,QAT,0.9969907717785276
2025,Qatar,QAT,0.9969180248897456
2026,Qatar,QAT,0.9968452780009641
2027,Qatar,QAT,0.996772531112182
2028,Qatar,QAT,0.9966997842234004
2029,Qatar,QAT,0.9966270373346184
2030,Qatar,QAT,0.9965542904458368
2031,Qatar,QAT,0.996481543557055
2032,Qatar,QAT,0.9964087966682732
2033,Qatar,QAT,0.9963360497794914
2034,Qatar,QAT,0.9962633028907096
2035,Qatar,QAT,0.9961905560019276
2036,Qatar,QAT,0.9961178091131461
2037,Qatar,QAT,0.9960450622243642
2038,Qatar,QAT,0.9959723153355824
2039,Qatar,QAT,0.9958995684468006
2040,Qatar,QAT,0.9958268215580188
2041,Qatar,QAT,0.9957540746692369
2042,Qatar,QAT,0.9956813277804551
2043,Qatar,QAT,0.9956085808916736
2044,Qatar,QAT,0.9955358340028916
2045,Qatar,QAT,0.9954630871141098
2046,Qatar,QAT,0.995390340225328
2047,Qatar,QAT,0.9953175933365462
2048,Qatar,QAT,0.9952448464477645
2049,Qatar,QAT,0.9951720995589828
2050,Qatar,QAT,0.9950993526702008
2021,Republic of Moldova,MDA,0.9943890224447351
2022,Republic of Moldova,MDA,0.9938151738410892
2023,Republic of Moldova,MDA,0.9932413252374428
2024,Republic of Moldova,MDA,0.9926674766337964
2025,Republic of Moldova,MDA,0.9920936280301502
2026,Republic of Moldova,MDA,0.991519779426504
2027,Republic of Moldova,MDA,0.9909459308228576
2028,Republic of Moldova,MDA,0.9903720822192114
2029,Republic of Moldova,MDA,0.9897982336155652
2030,Republic of Moldova,MDA,0.9892243850119188
2031,Republic of Moldova,MDA,0.9886505364082724
2032,Republic of Moldova,MDA,0.9880766878046262
2033,Republic of Moldova,MDA,0.9875028392009799
2034,Republic of Moldova,MDA,0.9869289905973336
2035,Republic of Moldova,MDA,0.9863551419936876
2036,Republic of Moldova,MDA,0.9857812933900412
2037,Republic of Moldova,MDA,0.9852074447863948
2038,Republic of Moldova,MDA,0.9846335961827486
2039,Republic of Moldova,MDA,0.9840597475791024
2040,Republic of Moldova,MDA,0.9834858989754559
2041,Republic of Moldova,MDA,0.9829120503718096
2042,Republic of Moldova,MDA,0.9823382017681634
2043,Republic of Moldova,MDA,0.9817643531645172
2044,Republic of Moldova,MDA,0.9811905045608708
2045,Republic of Moldova,MDA,0.9806166559572248
2046,Republic of Moldova,MDA,0.9800428073535784
2047,Republic of Moldova,MDA,0.979468958749932
2048,Republic of Moldova,MDA,0.9788951101462858
2049,Republic of Moldova,MDA,0.9783212615426397
2050,Republic of Moldova,MDA,0.9777474129389933
2021,Romania,ROU,0.9945276230864718
2022,Romania,ROU,0.9937845288580898
2023,Romania,ROU,0.9930414346297076
2024,Romania,ROU,0.9922983404013256
2025,Romania,ROU,0.9915552461729435
2026,Romania,ROU,0.9908121519445616
2027,Romania,ROU,0.9900690577161796
2028,Romania,ROU,0.9893259634877974
