Year,prodinit_ippu_cement_tonne,iso_code3
2039,5867142.766,GRC
2040,5538918.262,GRC
2041,5229055.563,GRC
2042,4936527.456,GRC
2043,4660364.196,GRC
2044,4399650.287,GRC
2045,4153521.449,GRC
2046,3921161.752,GRC
2047,3701800.911,GRC
2048,3494711.735,GRC
2049,3299207.71,GRC
2050,3114640.732,GRC
2021,375991.9,GRL
2022,415836.0427,GRL
2023,459902.499,GRL
2024,508638.7106,GRL
2025,562539.5349,GRL
2026,622152.27,GRL
2027,688082.2111,GRL
2028,760998.7973,GRL
2029,841642.4087,GRL
2030,930831.8839,GRL
2031,1029472.834,GRL
2032,1138566.84,GRL
2033,1259221.619,GRL
2034,1392662.276,GRL
2035,1540243.738,GRL
2036,1703464.518,GRL
2037,1883981.927,GRL
2038,2083628.9,GRL
2039,2304432.612,GRL
2040,2548635.058,GRL
2041,2818715.82,GRL
2042,3117417.243,GRL
2043,3447772.278,GRL
2044,3813135.284,GRL
2045,4217216.08,GRL
2046,4664117.62,GRL
2047,5158377.651,GRL
2048,5705014.787,GRL
2049,6309579.468,GRL
2050,6978210.321,GRL
2021,7478128,GTM
2022,8292977.049,GTM
2023,9196615.562,GTM
2024,10198718.42,GTM
2025,11310014.73,GTM
2026,12542402.66,GTM
2027,13909076.9,GTM
2028,15424669.85,GTM
2029,17105408.34,GTM
2030,18969287.34,GTM
2031,21036262.63,GTM
2032,23328464.45,GTM
2033,25870434.45,GTM
2034,28689388.47,GTM
2035,31815507.85,GTM
2036,35282262.68,GTM
2037,39126770.05,GTM
2038,43390191.51,GTM
2039,48118173.74,GTM
2040,53361337.28,GTM
2041,59175818.52,GTM
2042,65623870.69,GTM
2043,72774530.41,GTM
2044,80704356.82,GTM
2045,89498251.29,GTM
2046,99250366.38,GTM
2047,110065114,GTM
2048,122058283,GTM
2049,135358279.5,GTM
2050,150107500.9,GTM
2021,202257.8,GUM
2022,214896.2742,GUM
2023,228324.4882,GUM
2024,242591.7904,GUM
2025,257750.6129,GUM
2026,273856.664,GUM
2027,290969.1333,GUM
2028,309150.9087,GUM
2029,328468.8078,GUM
2030,348993.8237,GUM
2031,370801.3853,GUM
2032,393971.6351,GUM
2033,418589.7233,GUM
2034,444746.1208,GUM
2035,472536.952,GUM
2036,502064.3476,GUM
2037,533436.8203,GUM
2038,566769.6634,GUM
2039,602185.3743,GUM
2040,639814.1051,GUM
2041,679794.1408,GUM
2042,722272.4073,GUM
2043,767405.0113,GUM
2044,815357.8143,GUM
2045,866307.042,GUM
2046,920439.9318,GUM
2047,977955.4211,GUM
2048,1039064.878,GUM
2049,1103992.879,GUM
2050,1172978.034,GUM
2021,7915995,HKG
2022,8887347.753,HKG
2023,9977892.871,HKG
2024,11202256.16,HKG
2025,12576858.14,HKG
2026,14120134.23,HKG
2027,15852782.02,HKG
2028,17798038.86,HKG
2029,19981993.5,HKG
2030,22433935.98,HKG
2031,25186750.44,HKG
2032,28277356.15,HKG
2033,31747202.68,HKG
2034,35642825.74,HKG
2035,40016471.37,HKG
2036,44926796.55,HKG
2037,50439655.96,HKG
2038,56628985.12,HKG
2039,63577792.01,HKG
2040,71379270.32,HKG
2041,80138049.31,HKG
2042,89971597.06,HKG
2043,101011795.9,HKG
2044,113406711,HKG
2045,127322576.4,HKG
2046,142946024.2,HKG
2047,160486587.8,HKG
2048,180179512,HKG
2049,202288907.6,HKG
2050,227111294,HKG
2021,1940685,HND
2022,2244135.022,HND
2023,2595033.195,HND
2024,3000798.624,HND
2025,3470010.479,HND
2026,4012589.391,HND
2027,4640007.204,HND
2028,5365529.526,HND
2029,6204496.207,HND
2030,7174645.67,HND
2031,8296489.96,HND
2032,9593748.433,HND
2033,11093849.26,HND
2034,12828509.34,HND
2035,14834404.91,HND
2036,17153946.98,HND
2037,19836178.04,HND
2038,22937808.99,HND
2039,26524418.18,HND
2040,30671837.92,HND
2041,35467757.86,HND
2042,41013579,HND
2043,47426557.64,HND
2044,54842284.53,HND
2045,63417551.75,HND
2046,73333667.69,HND
2047,84800290.6,HND
2048,98059861.34,HND
2049,113392729.4,HND
2050,131123080.4,HND
2021,12782080,HRV
2022,12689744.7,HRV
2023,12598076.41,HRV
2024,12507070.32,HRV
2025,12416721.63,HRV
2026,12327025.61,HRV
2027,12237977.54,HRV
2028,12149572.73,HRV
2029,12061806.54,HRV
2030,11974674.36,HRV
2031,11888171.6,HRV
2032,11802293.72,HRV
2033,11717036.21,HRV
2034,11632394.58,HRV
2035,11548364.39,HRV
2036,11464941.21,HRV
2037,11382120.67,HRV
2038,11299898.41,HRV
2039,11218270.1,HRV
2040,11137231.47,HRV
2041,11056778.24,HRV
2042,10976906.19,HRV
2043,10897611.12,HRV
2044,10818888.86,HRV
2045,10740735.28,HRV
2046,10663146.26,HRV
2047,10586117.73,HRV
2048,10509645.64,HRV
2049,10433725.97,HRV
2050,10358354.73,HRV
2021,6966408,HTI
2022,7607129.189,HTI
2023,8306779.404,HTI
2024,9070778.523,HTI
2025,9905044.905,HTI
2026,10816041.24,HTI
2027,11810824.6,HTI
2028,12897101.14,HTI
2029,14083285.76,HTI
2030,15378567.28,HTI
2031,16792979.69,HTI
2032,18337479.8,HTI
2033,20024032.16,HTI
2034,21865701.74,HTI
2035,23876755.13,HTI
2036,26072771.06,HTI
2037,28470761.08,HTI
2038,31089301.35,HTI
2039,33948676.52,HTI
2040,37071036.91,HTI
2041,40480570.03,HTI
2042,44203688.02,HTI
2043,48269232.21,HTI
2044,52708696.54,HTI
2045,57556471.57,HTI
2046,62850110.82,HTI
2047,68630621.77,HTI
2048,74942783.44,HTI
2049,81835493.33,HTI
2050,89362146.17,HTI
2021,8972119,HUN
2022,9441140.636,HUN
2023,9934680.594,HUN
2024,10454020.58,HUN
2025,11000509.3,HUN
2026,11575565.97,HUN
2027,12180683.99,HUN
2028,12817434.83,HUN
2029,13487472.12,HUN
2030,14192535.91,HUN
2031,14934457.23,HUN
2032,15715162.84,HUN
2033,16536680.18,HUN
2034,17401142.72,HUN
2035,18310795.44,HUN
2036,19268000.67,HUN
2037,20275244.25,HUN
2038,21335141.94,HUN
2039,22450446.27,HUN
2040,23624053.65,HUN
2041,24859011.89,HUN
2042,26158528.14,HUN
2043,27525977.2,HUN
2044,28964910.28,HUN
2045,30479064.25,HUN
2046,32072371.32,HUN
2047,33748969.24,HUN
2048,35513212.09,HUN
2049,37369681.54,HUN
2050,39323198.78,HUN
2021,84672310,IDN
2022,95756664.21,IDN
2023,108292058.4,IDN
2024,122468446.6,IDN
2025,138500649.3,IDN
2026,156631609.2,IDN
2027,177136072.1,IDN
2028,200324750.5,IDN
2029,226549032,IDN
2030,256206303.9,IDN
2031,289745974.9,IDN
2032,327676285.5,IDN
2033,370572009.3,IDN
2034,419083162.6,IDN
2035,473944854.9,IDN
2036,535988427.9,IDN
2037,606154053.4,IDN
2038,685504979.7,IDN
2039,775243644.1,IDN
2040,876729893.3,IDN
2041,991501590,IDN
2042,1121297917,IDN
2043,1268085731,IDN
2044,1434089368,IDN
2045,1621824349,IDN
2046,1834135500,IDN
2047,2074240057,IDN
2048,2345776425,IDN
2049,2652859305,IDN
2050,3000142050,IDN
2021,69545870,IND
2022,73350708.45,IND
2023,77363708.73,IND
2024,81596259.32,IND
2025,86060371.78,IND
2026,90768714.8,IND
2027,95734650.17,IND
2028,100972270.7,IND
2029,106496440.3,IND
2030,112322835.9,IND
2031,118467992.2,IND
2032,124949348.6,IND
2033,131785298.6,IND
2034,138995241.8,IND
2035,146599639.3,IND
2036,154620071.6,IND
2037,163079299.9,IND
2038,172001330.7,IND
2039,181411483.6,IND
2040,191336463.9,IND
2041,201804437.6,IND
2042,212845111.6,IND
2043,224489818.4,IND
2044,236771604.4,IND
2045,249725324.1,IND
2046,263387738.7,IND
2047,277797620.9,IND
2048,292995864.5,IND
2049,309025600.4,IND
2050,325932319.4,IND
2021,8188643,IRL
2022,8212761.576,IRL
2023,8236951.19,IRL
2024,8261212.052,IRL
2025,8285544.37,IRL
2026,8309948.357,IRL
2027,8334424.222,IRL
2028,8358972.178,IRL
2029,8383592.436,IRL
2030,8408285.21,IRL
2031,8433050.713,IRL
2032,8457889.16,IRL
2033,8482800.766,IRL
2034,8507785.745,IRL
2035,8532844.314,IRL
2036,8557976.69,IRL
2037,8583183.09,IRL
2038,8608463.733,IRL
2039,8633818.836,IRL
2040,8659248.619,IRL
2041,8684753.302,IRL
2042,8710333.106,IRL
2043,8735988.252,IRL
2044,8761718.962,IRL
2045,8787525.458,IRL
2046,8813407.964,IRL
2047,8839366.704,IRL
2048,8865401.901,IRL
2049,8891513.782,IRL
2050,8917702.572,IRL
2021,16286280,IRN
2022,21065092.01,IRN
2023,27246129.97,IRN
2024,35240842.9,IRN
2025,45581409.52,IRN
2026,58956163.46,IRN
2027,76255413.03,IRN
2028,98630705.85,IRN
2029,127571483.1,IRN
2030,165004226.3,IRN
2031,213420695.8,IRN
2032,276043798.5,IRN
2033,357042124.8,IRN
2034,461807436.2,IRN
2035,597313575.4,IRN
2036,772580689.2,IRN
2037,999275666.9,IRN
2038,1292488762,IRN
2039,1671738095,IRN
2040,2162268903,IRN
2041,2796734024,IRN
2042,3617367475,IRN
2043,4678795815,IRN
2044,6051674438,IRN
2045,7827390839,IRN
2046,10124147949,IRN
2047,13094832468,IRN
2048,16937191971,IRN
2049,21906998243,IRN
2050,28335073065,IRN
2021,2530163,IRQ
2022,2597208.596,IRQ
2023,2666030.801,IRQ
2024,2736676.693,IRQ
2025,2809194.598,IRQ
2026,2883634.12,IRQ
2027,2960046.18,IRQ
2028,3038483.047,IRQ
2029,3118998.376,IRQ
2030,3201647.242,IRQ
2031,3286486.182,IRQ
2032,3373573.229,IRQ
2033,3462967.954,IRQ
2034,3554731.508,IRQ
2035,3648926.661,IRQ
2036,3745617.847,IRQ
2037,3844871.207,IRQ
2038,3946754.636,IRQ
2039,4051337.825,IRQ
2040,4158692.314,IRQ
2041,4268891.54,IRQ
2042,4382010.883,IRQ
2043,4498127.722,IRQ
2044,4617321.486,IRQ
2045,4739673.709,IRQ
2046,4865268.087,IRQ
2047,4994190.53,IRQ
2048,5126529.229,IRQ
2049,5262374.708,IRQ
2050,5401819.893,IRQ
2021,1382979,ISL
2022,1564923.098,ISL
2023,1770803.681,ISL
2024,2003769.821,ISL
2025,2267384.882,ISL
2026,2565681.023,ISL
2027,2903220.871,ISL
2028,3285167.309,ISL
2029,3717362.451,ISL
2030,4206416.992,ISL
2031,4759811.329,ISL
2032,5386009.978,ISL
2033,6094591.041,ISL
2034,6896392.712,ISL
2035,7803679.052,ISL
2036,8830327.576,ISL
2037,9992041.522,ISL
2038,11306590.03,ISL
2039,12794079.96,ISL
2040,14477263.4,ISL
2041,16381885.69,ISL
2042,18537079.24,ISL
2043,20975809.09,ISL
2044,23735377.15,ISL
2045,26857992.75,ISL
2046,30391418.26,ISL
2047,34389699.65,ISL
2048,38913993.15,ISL
2049,44033500.68,ISL
2050,49826528.33,ISL
2021,57285890,ISR
2022,63121024.75,ISR
2023,69550525.72,ISR
2024,76634934.98,ISR
2025,84440961.42,ISR
2026,93042108.91,ISR
2027,102519368.4,ISR
2028,112961980.5,ISR
2029,124468276,ISR
2030,137146601.5,ISR
2031,151116340,ISR
2032,166509034.5,ISR
2033,183469627.3,ISR
2034,202157824.4,ISR
2035,222749599.2,ISR
2036,245438850,ISR
2037,270439225.5,ISR
2038,297986136.7,ISR
2039,328338973.4,ISR
2040,361783546.8,ISR
2041,398634780.9,ISR
2042,439239677.9,ISR
2043,483980585.5,ISR
2044,533278797.2,ISR
2045,587598519.6,ISR
2046,647451243.2,ISR
2047,713400559,ISR
2048,786067465.2,ISR
2049,866136214.8,ISR
2050,954360758.9,ISR
2021,72082450,ITA
2022,69714752.83,ITA
2023,67424827.58,ITA
2024,65210119.66,ITA
2025,63068158.4,ITA
2026,60996554.28,ITA
2027,58992996.29,ITA
2028,57055249.31,ITA
2029,55181151.63,ITA
2030,53368612.57,ITA
2031,51615610.1,ITA
2032,49920188.63,ITA
2033,48280456.78,ITA
2034,46694585.31,ITA
2035,45160805.07,ITA
2036,43677405.02,ITA
2037,42242730.31,ITA
2038,40855180.46,ITA
2039,39513207.55,ITA
2040,38215314.52,ITA
2041,36960053.47,ITA
2042,35746024.06,ITA
2043,34571871.97,ITA
2044,33436287.32,ITA
2045,32338003.31,ITA
2046,31275794.7,ITA
2047,30248476.53,ITA
2048,29254902.76,ITA
2049,28293964.96,ITA
2050,27364591.16,ITA
2021,840378.8,JAM
2022,855311.1042,JAM
2023,870508.7337,JAM
2024,885976.4029,JAM
2025,901718.91,JAM
2026,917741.1384,JAM
2027,934048.0584,JAM
2028,950644.7286,JAM
2029,967536.2974,JAM
2030,984728.0047,JAM
2031,1002225.184,JAM
2032,1020033.262,JAM
2033,1038157.763,JAM
2034,1056604.311,JAM
2035,1075378.627,JAM
2036,1094486.535,JAM
2037,1113933.963,JAM
2038,1133726.943,JAM
2039,1153871.615,JAM
2040,1174374.229,JAM
2041,1195241.144,JAM
2042,1216478.834,JAM
2043,1238093.887,JAM
2044,1260093.008,JAM
2045,1282483.02,JAM
2046,1305270.871,JAM
2047,1328463.629,JAM
2048,1352068.488,JAM
2049,1376092.771,JAM
2050,1400543.93,JAM
2021,5116793,JOR
2022,5537955.819,JOR
2023,5993784.515,JOR
2024,6487132.435,JOR
2025,7021087.782,JOR
2026,7598992.951,JOR
2027,8224465.448,JOR
2028,8901420.535,JOR
2029,9634095.741,JOR
2030,10427077.38,JOR
2031,11285329.28,JOR
2032,12214223.82,JOR
2033,13219575.6,JOR
2034,14307677.8,JOR
2035,15485341.61,JOR
2036,16759938.83,JOR
2037,18139448.04,JOR
2038,19632504.54,JOR
2039,21248454.41,JOR
2040,22997412.97,JOR
2041,24890328.18,JOR
2042,26939049.08,JOR
2043,29156400.04,JOR
2044,31556260.98,JOR
2045,34153654.27,JOR
2046,36964838.8,JOR
2047,40007411.69,JOR
2048,43300418.52,JOR
2049,46864472.48,JOR
2050,50721883.42,JOR
2021,96771840,JPN
2022,96206267.59,JPN
2023,95644000.6,JPN
2024,95085019.72,JPN
2025,94529305.75,JPN
2026,93976839.58,JPN
2027,93427602.24,JPN
2028,92881574.86,JPN
2029,92338738.67,JPN
2030,91799075.04,JPN
2031,91262565.4,JPN
2032,90729191.34,JPN
2033,90198934.53,JPN
2034,89671776.74,JPN
2035,89147699.87,JPN
2036,88626685.91,JPN
2037,88108716.95,JPN
2038,87593775.22,JPN
2039,87081843,JPN
2040,86572902.71,JPN
2041,86066936.87,JPN
2042,85563928.09,JPN
2043,85063859.09,JPN
2044,84566712.69,JPN
2045,84072471.8,JPN
2046,83581119.46,JPN
2047,83092638.76,JPN
2048,82607012.94,JPN
2049,82124225.31,JPN
2050,81644259.28,JPN
2021,17144420,KAZ
2022,18844833.51,KAZ
2023,20713897.01,KAZ
2024,22768337.49,KAZ
2025,25026540.96,KAZ
2026,27508717,KAZ
2027,30237079.59,KAZ
2028,33236045.95,KAZ
2029,36532455.02,KAZ
2030,40155807.71,KAZ
2031,44138530.84,KAZ
2032,48516267.41,KAZ
2033,53328195.54,KAZ
2034,58617379.1,KAZ
2035,64431153.12,KAZ
2036,70821547.4,KAZ
2037,77845752.15,KAZ
2038,85566629.79,KAZ
2039,94053277.55,KAZ
2040,103381645.9,KAZ
2041,113635218,KAZ
2042,124905757.4,KAZ
2043,137294128.5,KAZ
2044,150911200,KAZ
2045,165878836.3,KAZ
2046,182330989,KAZ
2047,200414894.9,KAZ
2048,220292394.1,KAZ
2049,242141378.5,KAZ
2050,266157383.3,KAZ
2021,15048990,KEN
2022,15273879.65,KEN
2023,15502130.01,KEN
2024,15733791.31,KEN
2025,15968914.52,KEN
2026,16207551.37,KEN
2027,16449754.37,KEN
2028,16695576.81,KEN
2029,16945072.79,KEN
2030,17198297.19,KEN
2031,17455305.73,KEN
2032,17716154.97,KEN
2033,17980902.3,KEN
2034,18249605.97,KEN
2035,18522325.1,KEN
2036,18799119.7,KEN
2037,19080050.67,KEN
2038,19365179.84,KEN
2039,19654569.92,KEN
2040,19948284.6,KEN
2041,20246388.51,KEN
2042,20548947.24,KEN
2043,20856027.35,KEN
2044,21167696.41,KEN
2045,21484023.01,KEN
2046,21805076.74,KEN
2047,22130928.25,KEN
2048,22461649.23,KEN
2049,22797312.45,KEN
2050,23137991.76,KEN
2021,2370454,KGZ
2022,3241999.885,KGZ
2023,4433987.435,KGZ
2024,6064233.583,KGZ
2025,8293873.062,KGZ
2026,11343285.09,KGZ
2027,15513875.8,KGZ
2028,21217869.47,KGZ
2029,29019053.05,KGZ
2030,39688501.29,KGZ
2031,54280790.35,KGZ
2032,74238232.86,KGZ
2033,101533437.2,KGZ
2034,138864281.6,KGZ
2035,189920574.2,KGZ
2036,259748756.9,KGZ
2037,355250698.7,KGZ
2038,485865882.3,KGZ
2039,664504409.1,KGZ
2040,908823043,KGZ
2041,1242970419,KGZ
2042,1699973909,KGZ
2043,2325004079,KGZ
2044,3179839370,KGZ
2045,4348972337,KGZ
2046,5947960945,KGZ
2047,8134850412,KGZ
2048,11125794509,KGZ
2049,15216420362,KGZ
2050,20811048457,KGZ
2021,5911929,KHM
2022,6026235.774,KHM
2023,6142752.661,KHM
2024,6261522.396,KHM
2025,6382588.536,KHM
2026,6505995.482,KHM
2027,6631788.493,KHM
2028,6760013.704,KHM
2029,6890718.142,KHM
2030,7023949.742,KHM
2031,7159757.366,KHM
2032,7298190.823,KHM
2033,7439300.881,KHM
2034,7583139.293,KHM
2035,7729758.812,KHM
2036,7879213.21,KHM
2037,8031557.3,KHM
2038,8186846.953,KHM
2039,8345139.121,KHM
2040,8506491.858,KHM
2041,8670964.341,KHM
2042,8838616.888,KHM
2043,9009510.987,KHM
2044,9183709.313,KHM
2045,9361275.752,KHM
2046,9542275.427,KHM
2047,9726774.719,KHM
2048,9914841.294,KHM
2049,10106544.12,KHM
2050,10301953.52,KHM
2021,21252.18,KIR
2022,22587.66498,KIR
2023,24007.07172,KIR
2024,25515.67384,KIR
2025,27119.07638,KIR
2026,28823.23658,KIR
2027,30634.48604,KIR
2028,32559.55425,KIR
2029,34605.59357,KIR
2030,36780.2058,KIR
2031,39091.47046,KIR
2032,41547.97478,KIR
2033,44158.84559,KIR
2034,46933.78328,KIR
2035,49883.09779,KIR
2036,53017.74694,KIR
2037,56349.37716,KIR
2038,59890.3667,KIR
2039,63653.87169,KIR
2040,67653.87497,KIR
2041,71905.23809,KIR
2042,76423.75646,KIR
2043,81226.21811,KIR
2044,86330.46598,KIR
2045,91755.46432,KIR
2046,97521.36903,KIR
2047,103649.6027,KIR
2048,110162.9339,KIR
2049,117085.5623,KIR
2050,124443.208,KIR
2021,37565310,KOR
2022,39188301.59,KOR
2023,40881413.76,KOR
2024,42647676.05,KOR
2025,44490248.88,KOR
2026,46412429.2,KOR
2027,48417656.41,KOR
2028,50509518.53,KOR
2029,52691758.57,KOR
2030,54968281.27,KOR
2031,57343160.06,KOR
2032,59820644.37,KOR
2033,62405167.23,KOR
2034,65101353.19,KOR
2035,67914026.59,KOR
2036,70848220.23,KOR
2037,73909184.33,KOR
2038,77102395.95,KOR
2039,80433568.77,KOR
2040,83908663.36,KOR
2041,87533897.77,KOR
2042,91315758.73,KOR
2043,95261013.23,KOR
2044,99376720.59,KOR
2045,103670245.2,KOR
2046,108149269.4,KOR
2047,112821807.9,KOR
2048,117696221.1,KOR
2049,122781231.1,KOR
2050,128085936.5,KOR
2021,13588030,KWT
2022,14496827.98,KWT
2023,15466408.41,KWT
2024,16500836.55,KWT
2025,17604449.58,KWT
2026,18781874.72,KWT
2027,20038048.7,KWT
2028,21378238.42,KWT
2029,22808063.04,KWT
2030,24333517.55,KWT
2031,25960997.87,KWT
2032,27697327.74,KWT
2033,29549787.26,KWT
2034,31526143.42,KWT
2035,33634682.73,KWT
2036,35884245.89,KWT
2037,38284264.88,KWT
2038,40844802.53,KWT
2039,43576594.7,KWT
2040,46491095.27,KWT
2041,49600524.18,KWT
2042,52917918.69,KWT
2043,56457187.99,KWT
2044,60233171.57,KWT
2045,64261701.43,KWT
2046,68559668.41,KWT
2047,73145093.08,KWT
2048,78037201.25,KWT
2049,83256504.62,KWT
2050,88824886.71,KWT
2021,5595356,LAO
2022,5945801.563,LAO
2023,6318196.058,LAO
2024,6713914.181,LAO
2025,7134416.726,LAO
2026,7581255.977,LAO
2027,8056081.442,LAO
2028,8560645.941,LAO
2029,9096812.073,LAO
2030,9666559.097,LAO
2031,10271990.23,LAO
2032,10915340.43,LAO
2033,11598984.62,LAO
2034,12325446.48,LAO
2035,13097407.73,LAO
2036,13917718.08,LAO
2037,14789405.7,LAO
2038,15715688.42,LAO
2039,16699985.63,LAO
2040,17745930.85,LAO
2041,18857385.19,LAO
2042,20038451.59,LAO
2043,21293489.95,LAO
2044,22627133.26,LAO
2045,24044304.65,LAO
2046,25550235.62,LAO
2047,27150485.31,LAO
2048,28850961.04,LAO
2049,30657940.13,LAO
2050,32578093.03,LAO
2021,1652105,LBN
2022,1616277.722,LBN
2023,1581227.389,LBN
2024,1546937.151,LBN
2025,1513390.526,LBN
2026,1480571.387,LBN
2027,1448463.959,LBN
2028,1417052.807,LBN
2029,1386322.833,LBN
2030,1356259.263,LBN
2031,1326847.647,LBN
2032,1298073.847,LBN
2033,1269924.031,LBN
2034,1242384.666,LBN
2035,1215442.516,LBN
2036,1189084.63,LBN
2037,1163298.335,LBN
2038,1138071.239,LBN
2039,1113391.212,LBN
2040,1089246.393,LBN
2041,1065625.175,LBN
2042,1042516.202,LBN
2043,1019908.367,LBN
2044,997790.8013,LBN
2045,976152.8738,LBN
2046,954984.1827,LBN
2047,934274.5525,LBN
2048,914014.0278,LBN
2049,894192.8696,LBN
2050,874801.5498,LBN
2021,13109900,LBY
2022,15562327.29,LBY
2023,18473522.34,LBY
2024,21929305.4,LBY
2025,26031550.8,LBY
2026,30901190.19,LBY
2027,36681777.53,LBY
2028,43543720.96,LBY
2029,51689306.31,LBY
2030,61358660.41,LBY
2031,72836829.81,LBY
2032,86462183.84,LBY
2033,102636389.5,LBY
2034,121836252.4,LBY
2035,144627772.5,LBY
2036,171682829.8,LBY
2037,203798990.6,LBY
2038,241923019.4,LBY
2039,287178789.1,LBY
2040,340900411.5,LBY
2041,404671567,LBY
2042,480372189.7,LBY
2043,570233887,LBY
2044,676905726.1,LBY
2045,803532326.9,LBY
2046,953846563,LBY
2047,1132279605,LBY
2048,1344091549,LBY
2049,1595526479,LBY
2050,1893996541,LBY
2021,19305000,LKA
2022,18945254.79,LKA
2023,18592213.38,LKA
2024,18245750.82,LKA
2025,17905744.53,LKA
2026,17572074.2,LKA
2027,17244621.76,LKA
2028,16923271.33,LKA
2029,16607909.21,LKA
2030,16298423.8,LKA
2031,15994705.61,LKA
2032,15696647.14,LKA
2033,15404142.94,LKA
2034,15117089.51,LKA
2035,14835385.26,LKA
2036,14558930.52,LKA
2037,14287627.47,LKA
2038,14021380.1,LKA
2039,13760094.2,LKA
2040,13503677.32,LKA
2041,13252038.72,LKA
2042,13005089.36,LKA
2043,12762741.85,LKA
2044,12524910.45,LKA
2045,12291511,LKA
2046,12062460.9,LKA
2047,11837679.11,LKA
2048,11617086.08,LKA
2049,11400603.77,LKA
2050,11188155.57,LKA
2021,520350.1,LSO
2022,512963.3009,LSO
2023,505681.3636,LSO
2024,498502.7993,LSO
2025,491426.1407,LSO
2026,484449.9411,LSO
2027,477572.7745,LSO
2028,470793.2348,LSO
2029,464109.9364,LSO
2030,457521.5128,LSO
2031,451026.6174,LSO
2032,444623.9224,LSO
2033,438312.1189,LSO
2034,432089.9167,LSO
2035,425956.0438,LSO
2036,419909.2462,LSO
2037,413948.288,LSO
2038,408071.9504,LSO
2039,402279.0323,LSO
2040,396568.3495,LSO
2041,390938.7346,LSO
2042,385389.0366,LSO
2043,379918.1212,LSO
2044,374524.87,LSO
2045,369208.1804,LSO
2046,363966.9656,LSO
2047,358800.1542,LSO
2048,353706.6899,LSO
2049,348685.5316,LSO
2050,343735.6527,LSO
2021,5312456,LTU
2022,5599662.995,LTU
2023,5902397.245,LTU
2024,6221498.199,LTU
2025,6557850.69,LTU
2026,6912387.384,LTU
2027,7286091.376,LTU
2028,7679998.904,LTU
2029,8095202.232,LTU
2030,8532852.672,LTU
2031,8994163.783,LTU
2032,9480414.729,LTU
2033,9992953.831,LTU
2034,10533202.3,LTU
2035,11102658.2,LTU
2036,11702900.55,LTU
2037,12335593.78,LTU
2038,13002492.25,LTU
2039,13705445.23,LTU
2040,14446401.9,LTU
2041,15227416.88,LTU
2042,16050655.82,LTU
2043,16918401.48,LTU
2044,17833060.02,LTU
2045,18797167.69,LTU
2046,19813397.86,LTU
2047,20884568.41,LTU
2048,22013649.6,LTU
2049,23203772.24,LTU
2050,24458236.41,LTU
2021,2450071,LUX
2022,2411415.204,LUX
2023,2373369.297,LUX
2024,2335923.656,LUX
2025,2299068.81,LUX
2026,2262795.439,LUX
2027,2227094.368,LUX
2028,2191956.567,LUX
2029,2157373.151,LUX
2030,2123335.371,LUX
2031,2089834.62,LUX
2032,2056862.424,LUX
2033,2024410.445,LUX
2034,1992470.473,LUX
2035,1961034.433,LUX
2036,1930094.371,LUX
2037,1899642.464,LUX
2038,1869671.01,LUX
2039,1840172.427,LUX
2040,1811139.256,LUX
2041,1782564.154,LUX
2042,1754439.893,LUX
2043,1726759.36,LUX
2044,1699515.555,LUX
2045,1672701.586,LUX
2046,1646310.673,LUX
2047,1620336.14,LUX
2048,1594771.419,LUX
2049,1569610.042,LUX
2050,1544845.647,LUX
2021,7477483,LVA
2022,8103282.324,LVA
2023,8781455.528,LVA
2024,9516385.842,LVA
2025,10312823.34,LVA
2026,11175915.62,LVA
2027,12111241.11,LVA
2028,13124845.09,LVA
2029,14223278.77,LVA
2030,15413641.65,LVA
2031,16703627.4,LVA
2032,18101573.58,LVA
2033,19616515.5,LVA
2034,21258244.7,LVA
2035,23037372.14,LVA
2036,24965396.83,LVA
2037,27054780.18,LVA
2038,29319026.47,LVA
2039,31772770.19,LVA
2040,34431870.6,LVA
2041,37313514.25,LVA
2042,40436326.03,LVA
2043,43820489.59,LVA
2044,47487877.77,LVA
2045,51462193.97,LVA
2046,55769125.35,LVA
2047,60436508.87,LVA
2048,65494511.2,LVA
2049,70975823.67,LVA
2050,76915873.62,LVA
2021,3254353,MAC
2022,3943293.553,MAC
2023,4778081.557,MAC
2024,5789592.648,MAC
2025,7015238.778,MAC
2026,8500351.944,MAC
2027,10299860.84,MAC
2028,12480322.46,MAC
2029,15122383.81,MAC
2030,18323764.69,MAC
2031,22202872.02,MAC
2032,26903179.26,MAC
2033,32598532.9,MAC
2034,39499582.44,MAC
2035,47861571.5,MAC
2036,57993778.29,MAC
2037,70270954.65,MAC
2038,85147186.7,MAC
2039,103172689.8,MAC
2040,125014158.7,MAC
2041,151479426.5,MAC
2042,183547342.9,MAC
2043,222403978.3,MAC
2044,269486492.1,MAC
2045,326536287.5,MAC
2046,395663419.9,MAC
2047,479424639.3,MAC
2048,580917955,MAC
2049,703897219.2,MAC
2050,852910967.8,MAC
2021,5920758,MAR
2022,6562742.066,MAR
2023,7274336.061,MAR
2024,8063087.746,MAR
2025,8937363.279,MAR
2026,9906435.959,MAR
2027,10980584.58,MAR
2028,12171202.46,MAR
2029,13490918.29,MAR
2030,14953730.07,MAR
2031,16575153.62,MAR
2032,18372387.1,MAR
2033,20364493.48,MAR
2034,22572602.7,MAR
2035,25020135.82,MAR
2036,27733053.41,MAR
2037,30740130.95,MAR
2038,34073264.02,MAR
2039,37767806.61,MAR
2040,41862946.13,MAR
2041,46402119.05,MAR
2042,51433471.63,MAR
