COUNTRY,SECTOR,PRODUCT,UNIT,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Latvia,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.41,36.18,37.80,30.97,35.53,45.48,44.42,41.55,117.98,120.13,133.70
Latvia,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.92,53.21,52.50,40.75,49.34,58.31,59.22,55.40,131.09,133.48,150.23
Latvia,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.84,62.38,72.69,63.21,71.05,89.18,88.84,83.10,235.97,240.27,267.41
Latvia,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.80,45.63,51.53,40.75,43.76,55.04,52.66,49.08,140.69,145.38,156.88
Latvia,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.19,70.77,79.92,63.21,67.87,85.37,81.68,76.12,218.22,225.49,243.32
Lithuania,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,311.20,308.55,334.40,418.00,436.15,445.60,484.55,464.45,127.05,121.95,113.10
Lithuania,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,426.30,453.75,464.44,557.33,605.76,571.28,646.07,619.27,141.17,135.50,127.08
Lithuania,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,662.13,629.69,711.49,928.89,969.22,990.22,1101.25,1055.57,282.33,271.00,..
Lithuania,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,487.13,435.39,451.74,557.33,558.47,553.45,595.62,570.33,157.41,149.72,133.88
Lithuania,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,811.88,725.65,752.90,928.89,930.78,922.42,992.70,950.55,262.34,249.54,223.13
Lithuania,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,351.90,385.95,402.60,462.60,476.85,502.10,540.50,516.65,132.60,124.10,114.40
Lithuania,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,482.05,567.57,559.17,616.80,662.29,643.72,720.67,688.87,147.33,137.89,128.54
Lithuania,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,748.72,787.65,856.60,1028.00,1059.67,1115.78,1228.41,1174.20,294.67,275.78,..
Lithuania,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,513.40,479.55,597.77,616.80,554.22,560.41,622.39,622.28,175.24,172.33,149.87
Lithuania,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,855.67,799.24,996.29,1028.00,923.70,934.02,1037.32,1037.14,292.07,287.21,249.78
Luxembourg,Residential,Electricity (MWh),Total price (National currency/unit),34.20,35.70,37.20,38.70,40.70,44.60,48.10,51.60,53.50,57.50,62.00,67.40,73.40,82.30,97.20,98.70,96.20,97.20,98.20,99.70,102.60,101.10,97.70,98.20,99.90,106.80,109.10,109.80,110.30,110.90,107.70,109.10,118.50,126.20,118.10,150.20,146.10,168.40,147.40,169.80,162.60,158.90,162.80,156.90,165.70,170.00,163.70,..
Luxembourg,Residential,Electricity (MWh),Total price (USD/unit),27.80,29.50,34.13,39.90,41.96,49.01,50.10,57.98,68.59,78.77,84.93,73.26,64.96,64.80,67.97,67.14,86.67,104.52,107.91,101.73,123.61,118.94,122.13,114.19,120.36,146.30,141.69,123.37,122.56,117.98,98.81,97.41,111.79,141.80,145.80,185.43,182.63,230.68,216.76,235.83,213.95,220.69,208.72,209.20,220.93,188.89,181.89,..
Luxembourg,Residential,Electricity (MWh),Total price (USD/unit using PPP),33.86,37.19,38.35,37.57,36.67,44.60,44.95,50.59,53.50,58.67,63.92,70.95,74.14,80.69,94.37,95.83,95.25,99.18,100.20,101.73,105.77,106.42,100.72,98.20,98.91,110.10,111.33,113.20,113.71,115.52,112.19,113.65,123.44,130.10,124.32,158.11,158.80,183.04,163.78,188.67,176.74,174.62,178.90,174.33,188.30,191.01,183.93,..
Luxembourg,Residential,Electricity (MWh),Total price (2010 USD/unit),204.36,203.79,201.84,197.91,190.04,188.09,184.73,185.76,186.77,192.03,194.79,195.94,195.11,201.32,223.40,217.94,211.78,214.12,213.25,209.43,208.75,199.47,186.88,181.32,180.49,189.41,191.25,189.87,188.92,188.02,177.03,174.66,185.86,193.96,177.55,220.35,208.77,235.20,199.08,228.49,213.95,202.18,201.78,191.14,200.61,204.84,196.67,..
Luxembourg,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),168.82,168.35,166.74,163.49,156.99,155.38,152.61,153.45,154.29,158.63,160.92,161.87,161.18,166.31,184.55,180.03,174.95,176.88,176.17,173.00,172.45,164.78,154.38,149.79,149.10,156.47,157.99,156.85,156.07,155.32,146.24,144.28,153.54,160.23,146.67,182.03,172.46,194.29,164.46,188.76,176.74,167.02,166.69,157.90,165.72,169.21,162.47,..
Luxembourg,Industry,Electricity (MWh),Total price (National currency/unit),18.70,18.70,18.90,18.90,19.80,23.20,24.10,25.40,28.67,31.71,35.81,41.58,51.35,59.22,63.28,65.08,62.22,64.02,63.28,62.22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.36,104.09,92.75,89.89,92.11,85.17,79.02,69.98,67.18,..
Luxembourg,Industry,Electricity (MWh),Total price (USD/unit),15.20,15.45,17.34,19.48,20.41,25.49,25.10,28.54,36.75,43.44,49.05,45.20,45.44,46.63,44.25,44.27,56.06,68.84,69.54,63.49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.41,144.57,122.04,124.84,118.09,113.56,105.36,77.76,74.64,..
Luxembourg,Industry,Electricity (MWh),Total price (USD/unit using PPP),18.51,19.48,19.48,18.35,17.84,23.20,22.52,24.90,28.67,32.36,36.91,43.77,51.86,58.06,61.44,63.19,61.61,65.33,64.57,63.49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.29,115.66,100.82,98.78,101.22,94.63,89.80,78.63,75.48,..
Luxembourg,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,79.50,84.02,88.77,93.24,98.24,107.89,108.29,108.15,106.41,117.90,113.50,103.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.40,144.05,122.02,108.96,111.40,106.70,101.00,90.18,86.43,..
Luxembourg,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,65.68,69.41,73.33,77.02,81.15,89.13,89.46,89.35,87.90,97.40,93.76,85.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.03,119.00,100.80,90.01,92.03,88.14,83.43,74.50,71.40,..
Malaysia,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,276.60,279.70,289.30,291.50,322.80,326.70,..,..
Malaysia,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.90,91.41,93.62,92.54,98.72,83.55,..,..
Malaysia,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196.17,191.58,199.52,203.85,224.17,230.07,..,..
Malaysia,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.90,84.17,85.65,84.53,90.72,89.95,..,..
Malaysia,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196.17,192.22,195.59,193.03,207.18,205.41,..,..
Malaysia,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,284.40,297.70,308.90,310.00,358.80,365.60,..,..
Malaysia,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.32,97.29,99.97,98.41,109.72,93.50,..,..
Malaysia,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,201.70,203.90,213.03,216.78,249.17,257.46,..,..
Malaysia,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.32,82.31,85.81,88.51,100.90,111.10,..,..
Malaysia,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,201.70,187.98,195.97,202.13,230.43,253.71,..,..
Malta,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.70,97.10,180.85,191.60,192.15,193.65,192.60,155.85,144.05,143.65,144.70
Malta,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.99,142.79,251.18,252.11,266.88,248.27,256.80,207.80,160.06,159.61,162.58
Malta,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.56,170.35,317.28,336.14,337.11,333.88,332.07,264.15,240.08,239.42,..
Malta,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.01,132.41,241.56,252.11,246.13,242.18,237.62,191.69,175.24,173.76,172.66
Malta,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.34,176.55,322.08,336.14,328.18,322.91,316.83,255.58,233.65,231.68,230.22
Malta,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.10,160.30,160.90,210.35,210.10,211.25,210.65,210.30,175.30,164.55,164.00
Malta,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.59,235.74,223.47,276.78,291.81,270.83,280.87,280.40,194.78,182.83,184.27
Malta,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.93,281.23,282.28,369.04,368.60,364.22,363.19,356.44,292.17,274.25,..
Malta,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.60,211.17,214.46,276.78,270.66,275.97,283.67,284.89,242.70,229.21,..
Malta,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.80,281.57,285.94,369.04,360.87,367.96,378.22,379.85,323.59,305.62,..
Mauritius,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1635.95,1875.51,1983.14,2157.25,2168.88,2184.97,2180.13,2190.54,2205.65,2134.18,2350.60,2818.24,3516.24,3632.97,3711.29,3846.20,4214.02,4406.28,5546.50,5836.23,6035.86,6449.06,6565.05,6579.82,6618.36,6639.23,6624.00,..
Mauritius,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.09,119.84,127.45,122.22,120.76,125.65,121.46,104.01,91.94,84.72,89.55,96.75,117.36,130.21,134.96,130.38,132.89,140.73,194.96,182.61,196.10,224.63,218.47,214.33,216.15,189.37,186.38,..
Mauritius,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,209.74,228.72,234.97,239.43,230.73,225.25,213.74,207.83,197.82,184.62,203.69,233.10,279.07,278.18,275.11,282.39,287.84,285.20,346.44,369.62,382.74,404.58,409.29,405.66,408.54,410.84,406.63,..
Mauritius,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178.23,190.95,192.96,189.94,177.94,169.06,158.31,148.89,140.37,127.04,134.28,152.75,179.03,178.00,173.64,171.48,172.47,165.75,190.14,195.09,196.10,196.68,192.78,186.60,181.85,180.11,177.87,..
Mauritius,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,347.88,372.70,376.62,370.72,347.30,329.96,309.00,290.60,273.97,247.95,262.10,298.15,349.43,347.42,338.91,334.70,336.63,323.50,371.12,380.78,382.74,383.88,376.27,364.21,354.94,351.54,347.17,..
Mauritius,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1602.47,1774.82,1824.67,1880.55,1869.71,1841.25,1815.37,1842.63,1752.48,1805.40,1872.88,1984.64,2407.78,2449.93,2494.05,2522.84,2746.77,2890.73,3679.30,3754.31,3854.22,4048.82,4099.55,4072.56,4092.70,4080.45,4071.00,..
Mauritius,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.84,113.41,117.27,106.55,104.10,105.88,101.13,87.49,73.05,71.67,71.35,68.13,80.37,87.81,90.69,85.52,86.62,92.33,129.33,117.47,125.22,141.02,136.42,132.66,133.66,116.38,114.55,..
Mauritius,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205.44,216.44,216.19,208.72,198.91,189.82,177.98,174.82,157.17,156.18,162.29,164.16,191.09,187.59,184.88,185.23,187.62,187.10,229.81,237.76,244.40,254.00,255.58,251.08,252.64,252.50,249.91,..
Mauritius,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,Residential,Electricity (MWh),Total price (National currency/unit),0.50,0.50,0.50,0.50,0.60,0.60,0.70,0.80,0.80,1.00,1.20,1.40,1.90,4.00,6.90,10.00,20.80,37.50,82.00,94.20,130.20,179.70,211.10,220.90,234.20,287.60,367.30,431.50,502.30,566.60,645.50,701.70,891.21,981.51,1015.98,1058.15,1098.10,1016.47,1071.30,1078.64,1132.70,1183.24,1186.08,1160.15,1198.50,1195.82,1187.25,1203.16
Mexico,Residential,Electricity (MWh),Total price (USD/unit),50.00,50.00,50.00,50.00,60.00,60.00,35.00,40.00,40.00,50.00,60.00,70.00,38.00,26.67,36.32,30.30,32.50,26.41,35.96,37.83,45.85,59.50,68.10,70.80,69.09,44.80,48.33,54.48,54.90,59.33,68.31,75.13,92.26,90.97,90.07,97.17,100.74,93.00,96.08,79.90,89.68,95.19,90.20,90.85,90.05,75.35,63.73,63.76
Mexico,Residential,Electricity (MWh),Total price (USD/unit using PPP),50.00,50.00,50.00,50.00,60.00,60.00,70.00,80.00,80.00,100.00,60.00,70.00,63.33,80.00,86.25,83.33,99.05,76.53,86.32,81.21,91.05,105.09,110.52,107.76,107.93,98.16,97.69,99.20,101.07,100.64,105.99,111.38,136.06,144.34,141.70,148.41,152.73,138.29,143.41,145.17,147.68,154.27,150.90,147.23,148.88,140.03,133.85,129.51
Mexico,Residential,Electricity (MWh),Total price (2010 USD/unit),197.94,197.94,197.94,197.94,158.35,158.35,184.75,158.35,126.68,131.96,118.76,110.85,94.02,98.97,103.08,94.26,105.57,82.25,83.99,80.37,87.73,98.67,100.39,95.68,94.85,86.29,81.99,79.86,80.18,77.59,80.73,82.50,99.76,105.09,103.90,104.08,104.22,92.79,93.03,88.95,89.68,90.60,87.23,82.19,81.63,79.29,76.56,73.17
Mexico,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),325.95,325.95,325.95,325.95,260.76,260.76,304.22,260.76,208.60,217.30,195.57,182.53,154.82,162.97,169.74,155.21,173.84,135.43,138.31,132.35,144.47,162.48,165.30,157.55,156.19,142.09,135.01,131.51,132.03,127.76,132.93,135.86,164.28,173.05,171.09,171.38,171.62,152.80,153.18,146.48,147.68,149.18,143.64,135.34,134.42,130.57,126.07,120.48
Mexico,Industry,Electricity (MWh),Total price (National currency/unit),0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.50,0.50,0.60,0.77,0.88,1.32,2.99,5.29,8.28,17.25,38.53,85.10,108.79,130.64,165.28,168.74,168.52,157.30,197.66,284.86,370.99,399.74,457.01,552.89,568.14,623.31,775.02,1004.80,1099.48,1240.81,1282.95,1616.06,1338.90,1524.51,1663.38,1750.28,1800.20,1874.65,1504.33,1522.60,1946.62
Mexico,Industry,Electricity (MWh),Total price (USD/unit),20.00,20.00,20.00,20.00,20.00,20.00,15.00,25.00,25.00,30.00,38.50,44.00,26.40,19.93,27.84,25.09,26.95,27.13,37.32,43.69,46.00,54.73,54.43,54.01,46.40,30.79,37.48,46.84,43.69,47.85,58.51,60.83,64.52,71.83,89.08,100.96,113.84,117.38,144.94,99.18,120.71,133.82,133.10,140.97,140.85,94.79,81.73,103.16
Mexico,Industry,Electricity (MWh),Total price (USD/unit using PPP),20.00,20.00,20.00,20.00,20.00,20.00,30.00,50.00,50.00,60.00,38.50,44.00,44.00,59.80,66.13,69.00,82.14,78.62,89.58,93.78,91.36,96.65,88.35,82.20,72.49,67.46,75.76,85.29,80.43,81.17,90.79,90.18,95.16,113.97,140.14,154.21,172.57,174.55,216.34,180.20,198.76,216.87,222.68,228.45,232.88,176.15,171.66,209.54
Mexico,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,32.99,33.93,33.87,58.06,55.01,63.98,69.81,69.74,81.30,73.86,81.77,92.72,90.73,96.36,87.84,82.31,72.24,61.30,65.97,73.21,68.73,68.25,75.82,74.85,79.56,92.85,110.85,116.02,123.53,121.68,141.12,110.97,120.71,123.67,123.31,126.60,128.74,99.26,93.72,110.87
Mexico,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,54.32,55.88,55.77,95.61,90.58,105.36,114.95,114.84,133.87,121.62,134.65,152.68,149.41,158.68,144.64,135.54,118.96,100.94,108.62,120.56,113.18,112.38,124.84,123.25,131.01,152.89,182.53,191.05,203.41,200.37,232.38,182.73,198.76,203.65,203.06,208.46,212.00,163.46,154.33,182.56
Republic of Moldova,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1738.05,2044.35,2008.20
Republic of Moldova,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.35,102.63,108.55
Republic of Moldova,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,254.85,287.94,..
Republic of Moldova,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103.46,114.39,111.92
Republic of Moldova,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,242.84,268.50,262.71
Republic of Moldova,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1942.40,2085.70,2203.50
Republic of Moldova,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103.21,104.70,119.11
Republic of Moldova,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,284.81,293.76,..
Republic of Moldova,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Republic of Moldova,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.90,89.85,91.00,92.60,92.40,90.90,93.80
Montenegro,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.92,115.19,121.33,123.47,102.67,101.00,105.39
Montenegro,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,235.83,242.84,252.78,257.22,256.67,252.50,..
Montenegro,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.99,109.73,108.73,111.44,109.50,108.02,..
Montenegro,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,221.81,225.39,223.34,228.91,224.92,221.89,..
Montenegro,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.95,103.35,105.50,108.25,107.20,108.20,110.00
Montenegro,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154.10,132.50,140.67,144.33,119.11,120.22,123.60
Montenegro,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,308.19,279.32,293.06,300.69,297.78,300.56,..
Montenegro,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140.91,128.79,129.17,131.77,130.16,131.91,..
