COUNTRY,SECTOR,PRODUCT,UNIT,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bangladesh,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.30,17.30,20.19,26.20,45.22,77.87,99.14,122.68,126.90
Belarus,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.79,57.67,40.39,31.57,50.80,76.34,62.35,61.65,65.75
Belarus,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173.00,157.27,106.28,79.41,115.94,173.03,190.66,223.05,..
Belarus,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.13,57.67,43.93,35.80,52.21,76.13,85.37,94.46,92.15
Belarus,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,169.44,157.27,119.81,97.64,142.40,207.62,232.84,257.61,251.32
Belarus,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,Residential,Electricity (MWh),Total price (National currency/unit),64.40,68.20,63.90,62.70,70.40,82.90,84.80,87.50,89.70,91.10,102.20,119.20,126.60,138.70,145.70,149.30,143.00,135.00,135.20,137.70,138.10,135.10,135.60,140.40,142.80,144.80,143.60,145.70,147.00,142.80,143.50,..,..,..,..,..,..,..,189.53,178.40,185.87,203.67,211.64,211.16,197.39,215.79,264.22,..
Belgium,Residential,Electricity (MWh),Total price (USD/unit),52.36,56.36,58.62,64.64,72.58,91.10,88.33,98.31,115.00,124.79,140.00,129.57,112.04,109.21,101.89,101.56,128.83,145.16,148.57,140.51,166.39,158.94,169.50,163.26,172.05,198.36,186.49,163.71,163.33,151.91,131.65,..,..,..,..,..,..,..,278.72,247.78,244.57,282.88,271.33,281.55,263.19,239.77,293.58,..
Belgium,Residential,Electricity (MWh),Total price (USD/unit using PPP),72.36,76.63,70.22,68.15,74.11,84.59,84.80,86.63,91.53,95.89,112.31,137.01,143.86,154.11,160.11,160.54,153.76,145.16,148.57,149.67,151.76,148.46,147.39,150.97,153.55,155.70,154.41,156.67,156.38,153.55,159.44,..,..,..,..,..,..,..,217.85,209.88,221.27,245.39,258.10,260.69,246.74,269.74,330.28,..
Belgium,Residential,Electricity (MWh),Total price (2010 USD/unit),404.28,410.32,364.61,334.55,333.33,348.05,326.45,314.57,308.65,300.05,315.59,342.00,334.09,339.98,335.86,328.18,310.29,288.46,285.59,282.09,273.50,259.21,254.02,255.94,254.29,254.10,246.86,246.48,246.33,236.64,231.90,..,..,..,..,..,..,..,254.70,239.87,244.57,258.85,261.55,258.07,240.44,261.38,313.86,..
Belgium,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),365.78,371.24,329.88,302.69,301.58,314.90,295.36,284.61,279.25,271.47,285.54,309.43,302.27,307.60,303.88,296.92,280.74,260.98,258.39,255.22,247.45,234.52,229.82,231.56,230.07,229.90,223.35,223.00,222.87,214.11,209.82,..,..,..,..,..,..,..,230.45,217.03,221.27,234.20,236.64,233.50,217.54,236.48,283.96,..
Belgium,Industry,Electricity (MWh),Total price (National currency/unit),19.10,20.90,18.90,19.90,26.40,33.60,34.00,35.40,40.37,40.83,48.72,60.93,61.89,69.15,72.66,73.94,67.63,60.26,57.80,59.67,67.98,66.46,65.87,68.35,66.76,67.48,67.64,66.91,66.79,63.04,62.68,..,..,..,..,..,..,..,133.78,133.15,129.30,139.21,140.49,138.04,124.72,124.39,143.02,..
Belgium,Industry,Electricity (MWh),Total price (USD/unit),15.53,17.27,17.34,20.52,27.22,36.92,35.42,39.78,51.75,55.93,66.74,66.23,54.77,54.45,50.81,50.30,60.92,64.79,63.51,60.89,81.90,78.18,82.34,79.48,80.43,92.44,87.84,75.18,74.21,67.06,57.50,..,..,..,..,..,..,..,196.74,184.93,170.13,193.35,180.12,184.05,166.29,138.21,158.91,..
Belgium,Industry,Electricity (MWh),Total price (USD/unit using PPP),21.46,23.48,20.77,21.63,27.79,34.29,34.00,35.05,41.19,42.98,53.54,70.03,70.33,76.83,79.84,79.51,72.72,64.79,63.51,64.86,74.70,73.03,71.60,73.50,71.78,72.56,72.73,71.95,71.06,67.79,69.64,..,..,..,..,..,..,..,153.77,156.64,153.93,167.73,171.33,170.41,155.90,155.48,178.78,..
Belgium,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,118.17,114.43,128.11,145.16,131.27,139.74,138.23,136.50,137.85,126.53,119.46,115.61,131.71,130.03,128.90,135.88,130.54,128.92,128.28,124.57,126.22,119.04,107.83,..,..,..,..,..,..,..,181.30,188.32,170.15,169.00,164.92,163.67,151.79,161.87,189.51,..
Belgium,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,106.91,103.53,115.91,131.33,118.77,126.43,125.07,123.50,124.72,114.48,108.09,104.60,119.17,117.64,116.62,122.94,118.10,116.64,116.06,112.70,114.20,107.70,97.56,..,..,..,..,..,..,..,164.04,170.39,153.95,152.90,149.21,148.08,137.33,146.45,171.46,..
Plurinational State of Bolivia,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Plurinational State of Bolivia,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177.60,179.05,176.20,185.40,186.55,190.80
Bosnia and Herzegovina,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.84,121.80,119.86,105.34,105.40,109.66
Bosnia and Herzegovina,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250.14,259.49,255.36,264.86,266.50,..
Bosnia and Herzegovina,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.42,114.44,113.67,120.63,122.91,..
Bosnia and Herzegovina,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229.95,232.03,230.45,244.56,249.19,..
Bosnia and Herzegovina,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204.25,203.25,200.30,198.70,196.35,192.40
Bosnia and Herzegovina,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134.38,138.27,136.26,112.90,110.93,110.57
Bosnia and Herzegovina,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,287.68,294.57,290.29,283.86,280.50,..
Bosnia and Herzegovina,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.33,133.02,131.79,129.98,..,..
Bosnia and Herzegovina,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,266.27,269.69,267.20,263.52,..,..
Botswana,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,337.01,360.04,398.44,377.04,453.57,564.16,581.50,598.86,681.06,707.42,..
Botswana,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.89,52.71,55.65,55.53,66.31,82.48,69.23,66.69,67.23,64.90,..
Botswana,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,119.08,124.15,129.79,114.25,120.63,152.89,159.31,148.97,168.58,158.97,..
Botswana,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.63,61.27,62.76,55.53,61.59,71.23,69.34,68.40,75.48,75.56,..
Botswana,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132.97,126.06,129.13,114.25,126.72,146.57,142.68,140.74,155.31,155.46,..
Botswana,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,216.82,240.50,278.62,283.71,387.31,459.66,483.02,521.85,578.55,682.71,..
Botswana,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.31,35.21,38.91,41.78,56.62,67.20,57.50,58.11,57.11,62.63,..
Botswana,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.62,82.93,90.75,85.97,103.01,124.57,132.33,129.81,143.21,153.42,..
Botswana,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,310.20,352.98,388.78,414.72,411.05,390.23,404.06,416.45,437.81,462.50,392.32,419.31,599.88,639.40,634.45
Brazil,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.71,120.47,159.99,190.24,210.79,213.24,202.03,236.62,262.16,237.18,181.63,178.43,180.15,183.21,198.89
Brazil,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,319.79,346.06,366.77,377.02,360.57,319.86,313.22,299.61,297.83,296.47,237.77,239.61,320.79,319.70,..
Brazil,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,252.36,269.38,277.65,284.28,271.89,244.27,241.15,236.62,233.27,233.79,186.74,187.70,246.31,241.42,231.58
Brazil,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,319.54,341.09,351.55,359.95,344.26,309.29,305.35,299.61,295.36,296.03,236.44,237.66,311.87,305.69,293.23
Brazil,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165.11,200.42,250.05,289.50,301.59,292.25,309.79,315.40,332.09,347.33,300.29,335.31,517.31,539.06,539.87
Brazil,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.61,68.40,102.90,132.80,154.66,159.70,154.90,179.20,198.86,178.12,139.02,142.68,155.35,154.46,169.24
Brazil,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,170.22,196.49,235.90,263.18,264.55,239.55,240.15,226.90,225.91,222.65,181.99,191.60,276.64,269.53,..
Brazil,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,Residential,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139.00,149.00,160.00,160.90,165.25,175.15,177.80,167.55,185.50,184.15,185.30
Bulgaria,Residential,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.20,111.19,113.48,108.72,117.20,115.23,120.95,113.98,105.40,104.04,106.49
Bulgaria,Residential,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210.61,219.12,231.88,236.62,236.07,253.84,261.47,253.86,272.79,266.88,..
Bulgaria,Residential,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.07,105.97,110.74,108.72,107.13,110.29,110.98,106.08,117.57,117.65,115.99
Bulgaria,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,241.74,230.65,241.03,236.62,233.17,240.05,241.54,230.88,255.88,256.06,252.46
Bulgaria,Industry,Electricity (MWh),Total price (National currency/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.00,160.50,170.50,166.70,175.30,199.80,213.20,209.60,226.30,236.70,209.00
Bulgaria,Industry,Electricity (MWh),Total price (USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.90,119.78,120.92,112.64,124.33,131.45,145.03,142.59,128.58,133.73,120.11
Bulgaria,Industry,Electricity (MWh),Total price (USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,227.27,236.03,247.10,245.15,250.43,289.57,313.53,317.58,332.79,343.04,..
Bulgaria,Industry,Electricity (MWh),Total price (2010 USD/unit),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.94,110.16,125.25,112.64,108.23,118.33,128.31,127.66,140.56,151.68,127.73
Bulgaria,Industry,Electricity (MWh),Total price (2010 USD/unit using PPP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,247.99,239.77,272.60,245.15,235.56,257.54,279.26,277.84,305.93,330.13,278.00
Canada,Residential,Electricity (MWh),Total price (National currency/unit),14.70,16.10,16.20,16.80,17.60,19.40,21.90,25.40,27.50,30.40,33.20,36.50,41.00,44.20,47.50,50.40,51.70,53.90,56.20,58.90,62.00,70.10,74.60,78.30,79.10,78.30,78.80,79.90,80.90,81.00,78.60,81.30,84.60,85.80,87.90,91.70,93.60,94.90,96.40,94.70,96.10,103.80,104.40,106.90,109.00,118.50,140.92,141.47
Canada,Residential,Electricity (MWh),Total price (USD/unit),14.13,15.94,16.36,16.80,17.96,19.02,22.12,23.96,24.12,25.98,28.38,30.42,33.33,35.93,36.54,36.79,37.19,40.53,45.69,49.92,52.99,60.96,61.65,60.70,57.74,57.15,57.94,57.48,54.66,54.36,52.75,52.45,53.89,61.29,67.62,75.79,82.83,88.69,90.09,83.07,93.30,104.85,104.40,103.79,99.09,92.58,105.95,108.82
Canada,Residential,Electricity (MWh),Total price (USD/unit using PPP),15.81,17.31,17.23,17.14,16.92,18.48,20.09,23.09,25.23,27.39,29.64,32.30,35.34,37.46,40.25,42.71,43.08,44.18,45.69,47.50,50.00,56.53,60.65,64.71,65.37,64.71,65.12,66.58,67.98,68.07,63.90,66.64,68.78,69.76,71.46,75.79,77.36,78.43,78.37,78.92,78.77,83.71,84.19,87.62,88.62,94.80,112.73,112.28
Canada,Residential,Electricity (MWh),Total price (2010 USD/unit),81.74,87.18,83.53,80.63,76.08,75.76,79.54,85.45,84.89,85.97,85.25,83.34,84.51,86.07,88.67,90.50,89.09,89.01,89.21,89.06,89.47,95.78,100.43,103.47,104.36,101.13,100.20,99.98,100.23,98.65,93.19,94.01,95.67,94.42,94.97,96.93,96.99,96.29,95.54,93.58,93.30,97.93,97.02,98.42,98.48,105.87,124.13,122.65
Canada,Residential,Electricity (MWh),Total price (2010 USD/unit using PPP),69.01,73.60,70.52,68.07,64.23,63.96,67.16,72.14,71.67,72.58,71.97,70.36,71.35,72.66,74.86,76.40,75.22,75.15,75.32,75.19,75.53,80.86,84.79,87.36,88.10,85.38,84.60,84.41,84.62,83.28,78.67,79.37,80.77,79.72,80.18,81.83,81.89,81.29,80.66,79.01,78.77,82.68,81.91,83.09,83.14,89.38,104.80,103.55
Canada,Industry,Electricity (MWh),Total price (National currency/unit),7.90,8.20,8.20,8.40,9.20,10.20,11.40,15.40,17.40,20.10,22.90,25.80,29.30,31.80,33.50,34.90,36.60,37.00,38.40,40.40,43.80,48.60,50.70,52.10,54.40,53.90,54.10,54.70,56.00,56.00,57.10,64.10,61.30,65.40,63.60,66.90,67.50,69.60,75.70,69.80,75.20,80.10,85.10,99.40,88.90,81.80,104.43,108.73
Canada,Industry,Electricity (MWh),Total price (USD/unit),7.60,8.12,8.28,8.40,9.39,10.00,11.52,14.53,15.26,17.18,19.57,21.50,23.82,25.85,25.77,25.47,26.33,27.82,31.22,34.24,37.44,42.26,41.90,40.39,39.71,39.34,39.78,39.35,37.84,37.58,38.32,41.35,39.04,46.71,48.92,55.29,59.73,65.05,70.75,61.23,73.01,80.91,85.10,96.50,80.82,63.91,78.52,83.64
Canada,Industry,Electricity (MWh),Total price (USD/unit using PPP),8.49,8.82,8.72,8.57,8.85,9.71,10.46,14.00,15.96,18.11,20.45,22.83,25.26,26.95,28.39,29.58,30.50,30.33,31.22,32.58,35.32,39.19,41.22,43.06,44.96,44.55,44.71,45.58,47.06,47.06,46.42,52.54,49.84,53.17,51.71,55.29,55.79,57.52,61.54,58.17,61.64,64.60,68.63,81.48,72.28,65.44,83.54,86.29
