Year,Nation,iso_code3,population_gnrl_urban
2023,Lao PDR,LAO,2790579.42779264
2024,Lao PDR,LAO,2865968.66706142
2025,Lao PDR,LAO,2941357.90633019
2026,Lao PDR,LAO,3017344.09871732
2027,Lao PDR,LAO,3093330.29110444
2028,Lao PDR,LAO,3169316.48349156
2029,Lao PDR,LAO,3245302.67587869
2030,Lao PDR,LAO,3321288.86826581
2031,Lao PDR,LAO,3395599.14248216
2032,Lao PDR,LAO,3469909.41669851
2033,Lao PDR,LAO,3544219.69091486
2034,Lao PDR,LAO,3618529.96513121
2035,Lao PDR,LAO,3692840.23934756
2036,Lao PDR,LAO,3765510.7414969
2037,Lao PDR,LAO,3838181.24364623
2038,Lao PDR,LAO,3910851.74579557
2039,Lao PDR,LAO,3983522.2479449
2040,Lao PDR,LAO,4056192.75009424
2041,Lao PDR,LAO,4127255.85032869
2042,Lao PDR,LAO,4198318.95056314
2043,Lao PDR,LAO,4269382.050797599
2044,Lao PDR,LAO,4340445.15103205
2045,Lao PDR,LAO,4411508.2512665
2046,Lao PDR,LAO,4480833.04147721
2047,Lao PDR,LAO,4550157.83168791
2048,Lao PDR,LAO,4619482.62189862
2049,Lao PDR,LAO,4688807.41210932
2050,Lao PDR,LAO,4758132.20232003
2021,Lebanon,LBN,4070219.02973739
2022,Lebanon,LBN,4102881.03423954
2023,Lebanon,LBN,4135543.03874168
2024,Lebanon,LBN,4168205.04324383
2025,Lebanon,LBN,4200867.04774597
2026,Lebanon,LBN,4229762.52230871
2027,Lebanon,LBN,4258657.99687145
2028,Lebanon,LBN,4287553.4714342
2029,Lebanon,LBN,4316448.94599694
2030,Lebanon,LBN,4345344.42055968
2031,Lebanon,LBN,4368726.70381224
2032,Lebanon,LBN,4392108.98706479
2033,Lebanon,LBN,4415491.27031735
2034,Lebanon,LBN,4438873.55356991
2035,Lebanon,LBN,4462255.83682247
2036,Lebanon,LBN,4480398.6904366
2037,Lebanon,LBN,4498541.54405074
2038,Lebanon,LBN,4516684.39766488
2039,Lebanon,LBN,4534827.25127901
2040,Lebanon,LBN,4552970.10489315
2041,Lebanon,LBN,4566133.21285215
2042,Lebanon,LBN,4579296.32081115
2043,Lebanon,LBN,4592459.42877015
2044,Lebanon,LBN,4605622.53672915
2045,Lebanon,LBN,4618785.64468815
2046,Lebanon,LBN,4627393.98672708
2047,Lebanon,LBN,4636002.32876601
2048,Lebanon,LBN,4644610.67080494
2049,Lebanon,LBN,4653219.01284387
2050,Lebanon,LBN,4661827.354882799
2021,Liberia,LBR,3121023.36869701
2022,Liberia,LBR,3245903.75500034
2023,Liberia,LBR,3370784.14130368
2024,Liberia,LBR,3495664.52760701
2025,Liberia,LBR,3620544.91391034
2026,Liberia,LBR,3753109.25960972
2027,Liberia,LBR,3885673.6053091004
2028,Liberia,LBR,4018237.95100847
2029,Liberia,LBR,4150802.29670785
2030,Liberia,LBR,4283366.64240723
2031,Liberia,LBR,4423460.91456533
2032,Liberia,LBR,4563555.18672344
2033,Liberia,LBR,4703649.45888154
2034,Liberia,LBR,4843743.73103965
2035,Liberia,LBR,4983838.00319775
2036,Liberia,LBR,5130225.65207679
2037,Liberia,LBR,5276613.30095583
2038,Liberia,LBR,5423000.94983487
2039,Liberia,LBR,5569388.59871391
2040,Liberia,LBR,5715776.24759295
2041,Liberia,LBR,5867142.01386762
2042,Liberia,LBR,6018507.78014229
2043,Liberia,LBR,6169873.54641696
2044,Liberia,LBR,6321239.31269163
2045,Liberia,LBR,6472605.078966299
2046,Liberia,LBR,6625325.64719832
2047,Liberia,LBR,6778046.21543034
2048,Liberia,LBR,6930766.78366236
2049,Liberia,LBR,7083487.35189438
2050,Liberia,LBR,7236207.920126401
2021,Libya,LBY,6113996.00378697
2022,Libya,LBY,6207259.29942534
2023,Libya,LBY,6300522.59506371
2024,Libya,LBY,6393785.89070208
2025,Libya,LBY,6487049.18634045
2026,Libya,LBY,6574971.02324826
2027,Libya,LBY,6662892.86015608
2028,Libya,LBY,6750814.69706389
2029,Libya,LBY,6838736.53397171
2030,Libya,LBY,6926658.37087952
2031,Libya,LBY,7013894.11901924
2032,Libya,LBY,7101129.86715896
2033,Libya,LBY,7188365.61529869
2034,Libya,LBY,7275601.36343841
2035,Libya,LBY,7362837.11157813
2036,Libya,LBY,7450949.57644775
2037,Libya,LBY,7539062.04131738
2038,Libya,LBY,7627174.506186999
2039,Libya,LBY,7715286.97105663
2040,Libya,LBY,7803399.43592625
2041,Libya,LBY,7889302.40174796
2042,Libya,LBY,7975205.36756967
2043,Libya,LBY,8061108.33339139
2044,Libya,LBY,8147011.299213099
2045,Libya,LBY,8232914.26503481
2046,Libya,LBY,8310337.85021851
2047,Libya,LBY,8387761.43540221
2048,Libya,LBY,8465185.0205859
2049,Libya,LBY,8542608.6057696
2050,Libya,LBY,8620032.190953301
2021,St. Lucia,LCA,36173.191331336
2022,St. Lucia,LCA,36514.314509172
2023,St. Lucia,LCA,36855.437687008
2024,St. Lucia,LCA,37196.560864843996
2025,St. Lucia,LCA,37537.68404268
2026,St. Lucia,LCA,37845.248499752
2027,St. Lucia,LCA,38152.812956824
2028,St. Lucia,LCA,38460.377413896
2029,St. Lucia,LCA,38767.941870967996
2030,St. Lucia,LCA,39075.50632804
2031,St. Lucia,LCA,39346.363595568
2032,St. Lucia,LCA,39617.220863096
2033,St. Lucia,LCA,39888.078130624
2034,St. Lucia,LCA,40158.935398152
2035,St. Lucia,LCA,40429.79266568
2036,St. Lucia,LCA,40664.601332674
2037,St. Lucia,LCA,40899.409999668
2038,St. Lucia,LCA,41134.218666662004
2039,St. Lucia,LCA,41369.027333656
2040,St. Lucia,LCA,41603.83600065
2041,St. Lucia,LCA,41793.828811224
2042,St. Lucia,LCA,41983.821621798
2043,St. Lucia,LCA,42173.814432372004
2044,St. Lucia,LCA,42363.807242946
2045,St. Lucia,LCA,42553.80005352
2046,St. Lucia,LCA,42695.097480716
2047,St. Lucia,LCA,42836.394907912
2048,St. Lucia,LCA,42977.692335108
2049,St. Lucia,LCA,43118.989762304
2050,St. Lucia,LCA,43260.2871895
2021,Sri Lanka,LKA,4234496.55744583
2022,Sri Lanka,LKA,4270091.43620156
2023,Sri Lanka,LKA,4305686.31495729
2024,Sri Lanka,LKA,4341281.19371302
2025,Sri Lanka,LKA,4376876.07246875
2026,Sri Lanka,LKA,4409024.08034104
2027,Sri Lanka,LKA,4441172.08821333
2028,Sri Lanka,LKA,4473320.09608562
2029,Sri Lanka,LKA,4505468.10395791
2030,Sri Lanka,LKA,4537616.1118302
2031,Sri Lanka,LKA,4567346.92186065
2032,Sri Lanka,LKA,4597077.731891099
2033,Sri Lanka,LKA,4626808.54192155
2034,Sri Lanka,LKA,4656539.351952
2035,Sri Lanka,LKA,4686270.16198245
2036,Sri Lanka,LKA,4712566.56301056
2037,Sri Lanka,LKA,4738862.96403867
2038,Sri Lanka,LKA,4765159.36506678
2039,Sri Lanka,LKA,4791455.76609489
2040,Sri Lanka,LKA,4817752.167123
2041,Sri Lanka,LKA,4838414.67416043
2042,Sri Lanka,LKA,4859077.18119786
2043,Sri Lanka,LKA,4879739.68823529
2044,Sri Lanka,LKA,4900402.19527272
2045,Sri Lanka,LKA,4921064.70231015
2046,Sri Lanka,LKA,4936301.99198012
2047,Sri Lanka,LKA,4951539.28165009
2048,Sri Lanka,LKA,4966776.57132006
2049,Sri Lanka,LKA,4982013.86099003
2050,Sri Lanka,LKA,4997251.15066
2021,Lesotho,LSO,702804.422715078
2022,Lesotho,LSO,717870.036520476
2023,Lesotho,LSO,732935.6503258741
2024,Lesotho,LSO,748001.264131272
2025,Lesotho,LSO,763066.87793667
2026,Lesotho,LSO,777816.1204685159
2027,Lesotho,LSO,792565.3630003621
2028,Lesotho,LSO,807314.605532208
2029,Lesotho,LSO,822063.848064054
2030,Lesotho,LSO,836813.0905959001
2031,Lesotho,LSO,850931.54463174
2032,Lesotho,LSO,865049.99866758
2033,Lesotho,LSO,879168.45270342
2034,Lesotho,LSO,893286.90673926
2035,Lesotho,LSO,907405.3607751
2036,Lesotho,LSO,921129.039264096
2037,Lesotho,LSO,934852.7177530921
2038,Lesotho,LSO,948576.3962420879
2039,Lesotho,LSO,962300.074731084
2040,Lesotho,LSO,976023.75322008
2041,Lesotho,LSO,989447.91418554
2042,Lesotho,LSO,1002872.075151
2043,Lesotho,LSO,1016296.23611646
2044,Lesotho,LSO,1029720.39708192
2045,Lesotho,LSO,1043144.55804738
2046,Lesotho,LSO,1056033.91696721
2047,Lesotho,LSO,1068923.27588704
2048,Lesotho,LSO,1081812.63480686
2049,Lesotho,LSO,1094701.99372669
2050,Lesotho,LSO,1107591.35264652
2021,Lithuania,LTU,2166229.78390754
2022,Lithuania,LTU,2162093.04885465
2023,Lithuania,LTU,2157956.31380177
2024,Lithuania,LTU,2153819.57874888
2025,Lithuania,LTU,2149682.843696
2026,Lithuania,LTU,2144123.83262198
2027,Lithuania,LTU,2138564.82154795
2028,Lithuania,LTU,2133005.81047393
2029,Lithuania,LTU,2127446.7993999003
2030,Lithuania,LTU,2121887.78832588
2031,Lithuania,LTU,2114619.22383593
2032,Lithuania,LTU,2107350.65934598
2033,Lithuania,LTU,2100082.09485602
2034,Lithuania,LTU,2092813.53036607
2035,Lithuania,LTU,2085544.96587612
2036,Lithuania,LTU,2077676.68129566
2037,Lithuania,LTU,2069808.3967152
2038,Lithuania,LTU,2061940.11213474
2039,Lithuania,LTU,2054071.82755428
2040,Lithuania,LTU,2046203.54297382
2041,Lithuania,LTU,2038503.21490426
2042,Lithuania,LTU,2030802.88683469
2043,Lithuania,LTU,2023102.55876513
2044,Lithuania,LTU,2015402.23069556
2045,Lithuania,LTU,2007701.9026259999
2046,Lithuania,LTU,1999887.2464647
2047,Lithuania,LTU,1992072.5903034
2048,Lithuania,LTU,1984257.9341421002
2049,Lithuania,LTU,1976443.2779807998
2050,Lithuania,LTU,1968628.6218194999
2021,Luxembourg,LUX,551655.413535792
2022,Luxembourg,LUX,560956.364589384
2023,Luxembourg,LUX,570257.315642976
2024,Luxembourg,LUX,579558.266696568
2025,Luxembourg,LUX,588859.21775016
2026,Luxembourg,LUX,598450.925473136
2027,Luxembourg,LUX,608042.633196112
2028,Luxembourg,LUX,617634.340919088
2029,Luxembourg,LUX,627226.048642064
2030,Luxembourg,LUX,636817.75636504
2031,Luxembourg,LUX,646524.743716532
2032,Luxembourg,LUX,656231.731068024
2033,Luxembourg,LUX,665938.718419516
2034,Luxembourg,LUX,675645.7057710079
2035,Luxembourg,LUX,685352.6931225001
2036,Luxembourg,LUX,695050.51592538
2037,Luxembourg,LUX,704748.33872826
2038,Luxembourg,LUX,714446.16153114
2039,Luxembourg,LUX,724143.98433402
2040,Luxembourg,LUX,733841.8071369
2041,Luxembourg,LUX,743432.53145288
2042,Luxembourg,LUX,753023.25576886
2043,Luxembourg,LUX,762613.98008484
2044,Luxembourg,LUX,772204.70440082
2045,Luxembourg,LUX,781795.4287168001
2046,Luxembourg,LUX,791173.990476084
2047,Luxembourg,LUX,800552.5522353679
2048,Luxembourg,LUX,809931.113994652
2049,Luxembourg,LUX,819309.6757539359
2050,Luxembourg,LUX,828688.23751322
2021,Latvia,LVA,1444790.25625087
2022,Latvia,LVA,1438718.08568729
2023,Latvia,LVA,1432645.91512371
2024,Latvia,LVA,1426573.74456013
2025,Latvia,LVA,1420501.57399655
2026,Latvia,LVA,1414612.38675799
2027,Latvia,LVA,1408723.19951943
2028,Latvia,LVA,1402834.01228087
2029,Latvia,LVA,1396944.82504231
2030,Latvia,LVA,1391055.63780375
2031,Latvia,LVA,1385332.83519196
2032,Latvia,LVA,1379610.03258017
2033,Latvia,LVA,1373887.22996837
2034,Latvia,LVA,1368164.42735658
2035,Latvia,LVA,1362441.62474479
2036,Latvia,LVA,1357218.69966562
2037,Latvia,LVA,1351995.77458645
2038,Latvia,LVA,1346772.84950729
2039,Latvia,LVA,1341549.92442812
2040,Latvia,LVA,1336326.99934895
2041,Latvia,LVA,1331180.66097538
2042,Latvia,LVA,1326034.32260181
2043,Latvia,LVA,1320887.98422824
2044,Latvia,LVA,1315741.64585467
2045,Latvia,LVA,1310595.3074811
2046,Latvia,LVA,1305314.52857342
2047,Latvia,LVA,1300033.74966573
2048,Latvia,LVA,1294752.97075805
2049,Latvia,LVA,1289472.19185036
2050,Latvia,LVA,1284191.41294268
2021,"Macao SAR, China",MAC,621235.839
2022,"Macao SAR, China",MAC,627347.697
2023,"Macao SAR, China",MAC,633459.555
2024,"Macao SAR, China",MAC,639571.413
2025,"Macao SAR, China",MAC,645683.2710000001
2026,"Macao SAR, China",MAC,652049.216
2027,"Macao SAR, China",MAC,658415.161
2028,"Macao SAR, China",MAC,664781.106
2029,"Macao SAR, China",MAC,671147.051
2030,"Macao SAR, China",MAC,677512.9959999999
2031,"Macao SAR, China",MAC,683579.0348
2032,"Macao SAR, China",MAC,689645.0736
2033,"Macao SAR, China",MAC,695711.1124
2034,"Macao SAR, China",MAC,701777.1512
2035,"Macao SAR, China",MAC,707843.19
2036,"Macao SAR, China",MAC,713293.4378
2037,"Macao SAR, China",MAC,718743.6856
2038,"Macao SAR, China",MAC,724193.9334
2039,"Macao SAR, China",MAC,729644.1812
2040,"Macao SAR, China",MAC,735094.429
2041,"Macao SAR, China",MAC,739823.5994
2042,"Macao SAR, China",MAC,744552.7698
2043,"Macao SAR, China",MAC,749281.9402
2044,"Macao SAR, China",MAC,754011.1106
2045,"Macao SAR, China",MAC,758740.281
2046,"Macao SAR, China",MAC,762752.7504
2047,"Macao SAR, China",MAC,766765.2198
2048,"Macao SAR, China",MAC,770777.6892
2049,"Macao SAR, China",MAC,774790.1586
2050,"Macao SAR, China",MAC,778802.628
2021,Morocco,MAR,22307392.0226883
2022,Morocco,MAR,22632379.2075818
2023,Morocco,MAR,22957366.3924754
2024,Morocco,MAR,23282353.5773689
2025,Morocco,MAR,23607340.7622624
2026,Morocco,MAR,23905643.025732502
2027,Morocco,MAR,24203945.2892026
2028,Morocco,MAR,24502247.552672602
2029,Morocco,MAR,24800549.8161427
2030,Morocco,MAR,25098852.079612803
2031,Morocco,MAR,25368563.836106602
2032,Morocco,MAR,25638275.5926003
2033,Morocco,MAR,25907987.3490941
2034,Morocco,MAR,26177699.105587803
2035,Morocco,MAR,26447410.862081602
2036,Morocco,MAR,26690572.8034753
2037,Morocco,MAR,26933734.7448689
2038,Morocco,MAR,27176896.6862626
2039,Morocco,MAR,27420058.627656303
2040,Morocco,MAR,27663220.56905
2041,Morocco,MAR,27877174.2652181
2042,Morocco,MAR,28091127.9613862
2043,Morocco,MAR,28305081.657554198
2044,Morocco,MAR,28519035.353722304
2045,Morocco,MAR,28732989.0498904
2046,Morocco,MAR,28917423.063458897
2047,Morocco,MAR,29101857.0770274
2048,Morocco,MAR,29286291.0905958
2049,Morocco,MAR,29470725.104164302
2050,Morocco,MAR,29655159.1177328
2021,Moldova,MDA,1356074.64039446
2022,Moldova,MDA,1342281.0670683
2023,Moldova,MDA,1328487.49374215
2024,Moldova,MDA,1314693.92041599
2025,Moldova,MDA,1300900.34708984
2026,Moldova,MDA,1287250.90814503
2027,Moldova,MDA,1273601.46920022
2028,Moldova,MDA,1259952.03025542
2029,Moldova,MDA,1246302.59131061
2030,Moldova,MDA,1232653.1523658
2031,Moldova,MDA,1219022.33813714
2032,Moldova,MDA,1205391.52390848
2033,Moldova,MDA,1191760.70967982
2034,Moldova,MDA,1178129.89545116
2035,Moldova,MDA,1164499.0812225
2036,Moldova,MDA,1150859.68460022
2037,Moldova,MDA,1137220.28797794
2038,Moldova,MDA,1123580.89135565
2039,Moldova,MDA,1109941.49473337
2040,Moldova,MDA,1096302.09811109
2041,Moldova,MDA,1082705.71881378
2042,Moldova,MDA,1069109.33951646
2043,Moldova,MDA,1055512.96021915
2044,Moldova,MDA,1041916.58092183
2045,Moldova,MDA,1028320.20162452
2046,Moldova,MDA,1014933.7746076001
2047,Moldova,MDA,1001547.34759068
2048,Moldova,MDA,988160.92057376
2049,Moldova,MDA,974774.49355684
2050,Moldova,MDA,961388.06653992
2021,Madagascar,MDG,10798255.5148372
2022,Madagascar,MDG,11242985.4138459
2023,Madagascar,MDG,11687715.3128547
2024,Madagascar,MDG,12132445.2118635
2025,Madagascar,MDG,12577175.110872198
2026,Madagascar,MDG,13066743.9404982
2027,Madagascar,MDG,13556312.7701241
2028,Madagascar,MDG,14045881.59975
2029,Madagascar,MDG,14535450.4293759
2030,Madagascar,MDG,15025019.2590018
2031,Madagascar,MDG,15551541.6606971
2032,Madagascar,MDG,16078064.0623925
2033,Madagascar,MDG,16604586.464087803
2034,Madagascar,MDG,17131108.8657832
2035,Madagascar,MDG,17657631.2674785
2036,Madagascar,MDG,18217613.6949902
2037,Madagascar,MDG,18777596.122502
2038,Madagascar,MDG,19337578.5500137
2039,Madagascar,MDG,19897560.9775255
2040,Madagascar,MDG,20457543.4050372
2041,Madagascar,MDG,21039833.492865197
2042,Madagascar,MDG,21622123.5806933
2043,Madagascar,MDG,22204413.6685213
2044,Madagascar,MDG,22786703.756349303
2045,Madagascar,MDG,23368993.844177302
2046,Madagascar,MDG,23965569.489362698
2047,Madagascar,MDG,24562145.134548
2048,Madagascar,MDG,25158720.7797333
2049,Madagascar,MDG,25755296.424918696
2050,Madagascar,MDG,26351872.070104
2021,Maldives,MDV,150761.434483315
2022,Maldives,MDV,154167.65153749
2023,Maldives,MDV,157573.868591665
2024,Maldives,MDV,160980.08564584
2025,Maldives,MDV,164386.302700015
2026,Maldives,MDV,167712.142230824
2027,Maldives,MDV,171037.981761633
2028,Maldives,MDV,174363.82129244198
2029,Maldives,MDV,177689.660823251
2030,Maldives,MDV,181015.50035406
2031,Maldives,MDV,184231.510724301
2032,Maldives,MDV,187447.521094542
2033,Maldives,MDV,190663.531464783
2034,Maldives,MDV,193879.541835024
2035,Maldives,MDV,197095.552205265
2036,Maldives,MDV,200290.602369312
2037,Maldives,MDV,203485.65253335898
2038,Maldives,MDV,206680.70269740603
2039,Maldives,MDV,209875.75286145302
2040,Maldives,MDV,213070.8030255
2041,Maldives,MDV,216248.01790815897
2042,Maldives,MDV,219425.232790818
2043,Maldives,MDV,222602.447673477
2044,Maldives,MDV,225779.66255613603
2045,Maldives,MDV,228956.877438795
2046,Maldives,MDV,232040.20056139602
2047,Maldives,MDV,235123.523683997
2048,Maldives,MDV,238206.846806598
2049,Maldives,MDV,241290.16992919898
2050,Maldives,MDV,244373.49305179997
2021,Mexico,MEX,103160360.35947
2022,Mexico,MEX,104452121.587199
2023,Mexico,MEX,105743882.81492901
2024,Mexico,MEX,107035644.042659
2025,Mexico,MEX,108327405.270388
2026,Mexico,MEX,109535912.593573
2027,Mexico,MEX,110744419.916758
2028,Mexico,MEX,111952927.239943
2029,Mexico,MEX,113161434.563127
2030,Mexico,MEX,114369941.88631201
2031,Mexico,MEX,115475285.912007
2032,Mexico,MEX,116580629.937702
2033,Mexico,MEX,117685973.963397
2034,Mexico,MEX,118791317.98909199
2035,Mexico,MEX,119896662.01478702
2036,Mexico,MEX,120892736.81766999
2037,Mexico,MEX,121888811.620552
2038,Mexico,MEX,122884886.423435
2039,Mexico,MEX,123880961.22631699
2040,Mexico,MEX,124877036.0292
2041,Mexico,MEX,125753832.176556
2042,Mexico,MEX,126630628.323913
2043,Mexico,MEX,127507424.47127
2044,Mexico,MEX,128384220.618626
2045,Mexico,MEX,129261016.765983
2046,Mexico,MEX,130013458.89678201
2047,Mexico,MEX,130765901.027581
2048,Mexico,MEX,131518343.15838
2049,Mexico,MEX,132270785.289179
2050,Mexico,MEX,133023227.41997801
2021,North Macedonia,MKD,1251522.83583255
2022,North Macedonia,MKD,1259285.0526788998
2023,North Macedonia,MKD,1267047.26952524
2024,North Macedonia,MKD,1274809.48637159
2025,North Macedonia,MKD,1282571.70321794
2026,North Macedonia,MKD,1290356.80159029
2027,North Macedonia,MKD,1298141.89996264
2028,North Macedonia,MKD,1305926.99833498
2029,North Macedonia,MKD,1313712.09670733
2030,North Macedonia,MKD,1321497.19507968
2031,North Macedonia,MKD,1329177.49211657
2032,North Macedonia,MKD,1336857.78915346
2033,North Macedonia,MKD,1344538.08619034
2034,North Macedonia,MKD,1352218.38322723
2035,North Macedonia,MKD,1359898.68026412
2036,North Macedonia,MKD,1367401.38150552
2037,North Macedonia,MKD,1374904.08274691
2038,North Macedonia,MKD,1382406.78398831
2039,North Macedonia,MKD,1389909.4852296999
2040,North Macedonia,MKD,1397412.1864711
2041,North Macedonia,MKD,1404744.97623751
2042,North Macedonia,MKD,1412077.76600393
2043,North Macedonia,MKD,1419410.55577034
2044,North Macedonia,MKD,1426743.34553676
2045,North Macedonia,MKD,1434076.13530317
2046,North Macedonia,MKD,1441014.78939468
2047,North Macedonia,MKD,1447953.44348619
2048,North Macedonia,MKD,1454892.0975777002
2049,North Macedonia,MKD,1461830.75166921
2050,North Macedonia,MKD,1468769.40576072
2021,Mali,MLI,9350704.7823348
2022,Mali,MLI,9768523.389541699
2023,Mali,MLI,10186341.9967486
2024,Mali,MLI,10604160.6039555
2025,Mali,MLI,11021979.211162401
2026,Mali,MLI,11487805.5017399
2027,Mali,MLI,11953631.792317402
2028,Mali,MLI,12419458.082895
2029,Mali,MLI,12885284.3734725
2030,Mali,MLI,13351110.66405
2031,Mali,MLI,13856706.8616355
2032,Mali,MLI,14362303.059221
2033,Mali,MLI,14867899.2568064
2034,Mali,MLI,15373495.4543919
2035,Mali,MLI,15879091.651977401
2036,Mali,MLI,16416537.7348149
2037,Mali,MLI,16953983.8176524
2038,Mali,MLI,17491429.90049
2039,Mali,MLI,18028875.9833275
2040,Mali,MLI,18566322.066165
2041,Mali,MLI,19128890.831313502
2042,Mali,MLI,19691459.596462
2043,Mali,MLI,20254028.361610603
2044,Mali,MLI,20816597.1267591
2045,Mali,MLI,21379165.891907603
2046,Mali,MLI,21954298.1487767
2047,Mali,MLI,22529430.405645803
2048,Mali,MLI,23104562.6625149
2049,Mali,MLI,23679694.919384
2050,Mali,MLI,24254827.1762531
2021,Malta,MLT,411983.387383223
2022,Malta,MLT,413550.604624286
2023,Malta,MLT,415117.82186534896
2024,Malta,MLT,416685.03910641203
2025,Malta,MLT,418252.256347475
2026,Malta,MLT,419402.76951489795
2027,Malta,MLT,420553.28268232103
2028,Malta,MLT,421703.795849744
2029,Malta,MLT,422854.309017167
2030,Malta,MLT,424004.82218459
2031,Malta,MLT,424676.01180047204
2032,Malta,MLT,425347.201416354
2033,Malta,MLT,426018.391032236
2034,Malta,MLT,426689.580648118
2035,Malta,MLT,427360.770264
2036,Malta,MLT,427621.479291708
2037,Malta,MLT,427882.188319416
2038,Malta,MLT,428142.897347124
2039,Malta,MLT,428403.60637483204
2040,Malta,MLT,428664.31540254
2041,Malta,MLT,428705.097959392
2042,Malta,MLT,428745.880516244
2043,Malta,MLT,428786.663073096
2044,Malta,MLT,428827.445629948
2045,Malta,MLT,428868.2281868
2046,Malta,MLT,428830.581239974
2047,Malta,MLT,428792.934293148
2048,Malta,MLT,428755.28734632203
2049,Malta,MLT,428717.640399496
2050,Malta,MLT,428679.99345267
2021,Myanmar,MMR,15779814.3102605
2022,Myanmar,MMR,15938239.4058942
2023,Myanmar,MMR,16096664.5015279
2024,Myanmar,MMR,16255089.5971616
2025,Myanmar,MMR,16413514.6927952
2026,Myanmar,MMR,16555694.680670498
2027,Myanmar,MMR,16697874.668545801
2028,Myanmar,MMR,16840054.6564211
2029,Myanmar,MMR,16982234.6442963
2030,Myanmar,MMR,17124414.6321716
2031,Myanmar,MMR,17237223.1134773
2032,Myanmar,MMR,17350031.594782997
2033,Myanmar,MMR,17462840.0760887
2034,Myanmar,MMR,17575648.5573944
2035,Myanmar,MMR,17688457.0387
2036,Myanmar,MMR,17776453.2278308
2037,Myanmar,MMR,17864449.416961603
2038,Myanmar,MMR,17952445.606092397
2039,Myanmar,MMR,18040441.7952232
2040,Myanmar,MMR,18128437.984354
2041,Myanmar,MMR,18187476.3323038
2042,Myanmar,MMR,18246514.680253502
2043,Myanmar,MMR,18305553.028203197
2044,Myanmar,MMR,18364591.376153
2045,Myanmar,MMR,18423629.724102803
2046,Myanmar,MMR,18459939.4947666
2047,Myanmar,MMR,18496249.2654305
2048,Myanmar,MMR,18532559.0360943
2049,Myanmar,MMR,18568868.8067582
2050,Myanmar,MMR,18605178.577422
2021,Montenegro,MNE,443297.22894796205
2022,Montenegro,MNE,446809.420154484
2023,Montenegro,MNE,450321.61136100604
2024,Montenegro,MNE,453833.802567528
2025,Montenegro,MNE,457345.99377405
2026,Montenegro,MNE,460714.59703368
2027,Montenegro,MNE,464083.20029331
2028,Montenegro,MNE,467451.80355294
2029,Montenegro,MNE,470820.40681257
2030,Montenegro,MNE,474189.01007220004
2031,Montenegro,MNE,477408.72318147
2032,Montenegro,MNE,480628.43629074
2033,Montenegro,MNE,483848.14940001
2034,Montenegro,MNE,487067.86250928
2035,Montenegro,MNE,490287.57561855
2036,Montenegro,MNE,493370.03413641604
2037,Montenegro,MNE,496452.492654282
2038,Montenegro,MNE,499534.951172148
2039,Montenegro,MNE,502617.40969001397
2040,Montenegro,MNE,505699.86820788
2041,Montenegro,MNE,508601.708644674
2042,Montenegro,MNE,511503.54908146797
2043,Montenegro,MNE,514405.389518262
2044,Montenegro,MNE,517307.22995505604
2045,Montenegro,MNE,520209.07039185
2046,Montenegro,MNE,522929.89648668
2047,Montenegro,MNE,525650.72258151
2048,Montenegro,MNE,528371.54867634
2049,Montenegro,MNE,531092.37477117
2050,Montenegro,MNE,533813.200866
2021,Mongolia,MNG,2180851.86331135
2022,Mongolia,MNG,2204254.71787499
2023,Mongolia,MNG,2227657.57243864
2024,Mongolia,MNG,2251060.42700228
2025,Mongolia,MNG,2274463.28156592
2026,Mongolia,MNG,2293495.69029911
2027,Mongolia,MNG,2312528.0990322996
2028,Mongolia,MNG,2331560.5077655
2029,Mongolia,MNG,2350592.91649869
2030,Mongolia,MNG,2369625.32523188
2031,Mongolia,MNG,2386730.7062601
2032,Mongolia,MNG,2403836.08728833
2033,Mongolia,MNG,2420941.46831655
2034,Mongolia,MNG,2438046.84934478
2035,Mongolia,MNG,2455152.230373
2036,Mongolia,MNG,2471943.46743548
2037,Mongolia,MNG,2488734.70449795
2038,Mongolia,MNG,2505525.94156043
2039,Mongolia,MNG,2522317.1786229
2040,Mongolia,MNG,2539108.41568538
2041,Mongolia,MNG,2554437.92321851
2042,Mongolia,MNG,2569767.43075164
2043,Mongolia,MNG,2585096.93828478
2044,Mongolia,MNG,2600426.44581791
2045,Mongolia,MNG,2615755.95335104
2046,Mongolia,MNG,2628134.1991954
2047,Mongolia,MNG,2640512.44503976
2048,Mongolia,MNG,2652890.69088411
2049,Mongolia,MNG,2665268.93672847
2050,Mongolia,MNG,2677647.18257283
2021,Mozambique,MOZ,10977459.5994341
2022,Mozambique,MOZ,11337554.7483556
2023,Mozambique,MOZ,11697649.897277001
2024,Mozambique,MOZ,12057745.0461985
2025,Mozambique,MOZ,12417840.19512
2026,Mozambique,MOZ,12798340.2321631
2027,Mozambique,MOZ,13178840.2692062
2028,Mozambique,MOZ,13559340.3062494
2029,Mozambique,MOZ,13939840.343292499
2030,Mozambique,MOZ,14320340.3803356
2031,Mozambique,MOZ,14716233.1593055
2032,Mozambique,MOZ,15112125.9382754
2033,Mozambique,MOZ,15508018.717245402
2034,Mozambique,MOZ,15903911.4962153
2035,Mozambique,MOZ,16299804.2751852
2036,Mozambique,MOZ,16706588.7606204
2037,Mozambique,MOZ,17113373.2460556
2038,Mozambique,MOZ,17520157.731490802
2039,Mozambique,MOZ,17926942.216926
2040,Mozambique,MOZ,18333726.7023612
2041,Mozambique,MOZ,18740788.2398102
