iso_code3,Nation,Year,pop_lvst_initial_sheep
USA,United States of America,2028,5065000.0
USA,United States of America,2029,5065000.0
USA,United States of America,2030,5065000.0
USA,United States of America,2031,5065000.0
USA,United States of America,2032,5065000.0
USA,United States of America,2033,5065000.0
USA,United States of America,2034,5065000.0
USA,United States of America,2035,5065000.0
USA,United States of America,2036,5065000.0
USA,United States of America,2037,5065000.0
USA,United States of America,2038,5065000.0
USA,United States of America,2039,5065000.0
USA,United States of America,2040,5065000.0
USA,United States of America,2041,5065000.0
USA,United States of America,2042,5065000.0
USA,United States of America,2043,5065000.0
USA,United States of America,2044,5065000.0
USA,United States of America,2045,5065000.0
USA,United States of America,2046,5065000.0
USA,United States of America,2047,5065000.0
USA,United States of America,2048,5065000.0
USA,United States of America,2049,5065000.0
USA,United States of America,2050,5065000.0
UZB,Uzbekistan,2023,19938000.0
UZB,Uzbekistan,2024,19938000.0
UZB,Uzbekistan,2025,19938000.0
UZB,Uzbekistan,2026,19938000.0
UZB,Uzbekistan,2027,19938000.0
UZB,Uzbekistan,2028,19938000.0
UZB,Uzbekistan,2029,19938000.0
UZB,Uzbekistan,2030,19938000.0
UZB,Uzbekistan,2031,19938000.0
UZB,Uzbekistan,2032,19938000.0
UZB,Uzbekistan,2033,19938000.0
UZB,Uzbekistan,2034,19938000.0
UZB,Uzbekistan,2035,19938000.0
UZB,Uzbekistan,2036,19938000.0
UZB,Uzbekistan,2037,19938000.0
UZB,Uzbekistan,2038,19938000.0
UZB,Uzbekistan,2039,19938000.0
UZB,Uzbekistan,2040,19938000.0
UZB,Uzbekistan,2041,19938000.0
UZB,Uzbekistan,2042,19938000.0
UZB,Uzbekistan,2043,19938000.0
UZB,Uzbekistan,2044,19938000.0
UZB,Uzbekistan,2045,19938000.0
UZB,Uzbekistan,2046,19938000.0
UZB,Uzbekistan,2047,19938000.0
UZB,Uzbekistan,2048,19938000.0
UZB,Uzbekistan,2049,19938000.0
UZB,Uzbekistan,2050,19938000.0
VCT,Saint Vincent and the Grenadines,2023,7844.0
VCT,Saint Vincent and the Grenadines,2024,7844.0
VCT,Saint Vincent and the Grenadines,2025,7844.0
VCT,Saint Vincent and the Grenadines,2026,7844.0
VCT,Saint Vincent and the Grenadines,2027,7844.0
VCT,Saint Vincent and the Grenadines,2028,7844.0
VCT,Saint Vincent and the Grenadines,2029,7844.0
VCT,Saint Vincent and the Grenadines,2030,7844.0
VCT,Saint Vincent and the Grenadines,2031,7844.0
VCT,Saint Vincent and the Grenadines,2032,7844.0
VCT,Saint Vincent and the Grenadines,2033,7844.0
VCT,Saint Vincent and the Grenadines,2034,7844.0
VCT,Saint Vincent and the Grenadines,2035,7844.0
VCT,Saint Vincent and the Grenadines,2036,7844.0
VCT,Saint Vincent and the Grenadines,2037,7844.0
VCT,Saint Vincent and the Grenadines,2038,7844.0
VCT,Saint Vincent and the Grenadines,2039,7844.0
VCT,Saint Vincent and the Grenadines,2040,7844.0
VCT,Saint Vincent and the Grenadines,2041,7844.0
VCT,Saint Vincent and the Grenadines,2042,7844.0
VCT,Saint Vincent and the Grenadines,2043,7844.0
VCT,Saint Vincent and the Grenadines,2044,7844.0
VCT,Saint Vincent and the Grenadines,2045,7844.0
VCT,Saint Vincent and the Grenadines,2046,7844.0
VCT,Saint Vincent and the Grenadines,2047,7844.0
VCT,Saint Vincent and the Grenadines,2048,7844.0
VCT,Saint Vincent and the Grenadines,2049,7844.0
VCT,Saint Vincent and the Grenadines,2050,7844.0
VEN,Venezuela (Bolivarian Republic of),2023,631632.0
VEN,Venezuela (Bolivarian Republic of),2024,631632.0
VEN,Venezuela (Bolivarian Republic of),2025,631632.0
VEN,Venezuela (Bolivarian Republic of),2026,631632.0
VEN,Venezuela (Bolivarian Republic of),2027,631632.0
VEN,Venezuela (Bolivarian Republic of),2028,631632.0
VEN,Venezuela (Bolivarian Republic of),2029,631632.0
VEN,Venezuela (Bolivarian Republic of),2030,631632.0
VEN,Venezuela (Bolivarian Republic of),2031,631632.0
VEN,Venezuela (Bolivarian Republic of),2032,631632.0
VEN,Venezuela (Bolivarian Republic of),2033,631632.0
VEN,Venezuela (Bolivarian Republic of),2034,631632.0
VEN,Venezuela (Bolivarian Republic of),2035,631632.0
VEN,Venezuela (Bolivarian Republic of),2036,631632.0
VEN,Venezuela (Bolivarian Republic of),2037,631632.0
VEN,Venezuela (Bolivarian Republic of),2038,631632.0
VEN,Venezuela (Bolivarian Republic of),2039,631632.0
VEN,Venezuela (Bolivarian Republic of),2040,631632.0
VEN,Venezuela (Bolivarian Republic of),2041,631632.0
VEN,Venezuela (Bolivarian Republic of),2042,631632.0
VEN,Venezuela (Bolivarian Republic of),2043,631632.0
VEN,Venezuela (Bolivarian Republic of),2044,631632.0
VEN,Venezuela (Bolivarian Republic of),2045,631632.0
VEN,Venezuela (Bolivarian Republic of),2046,631632.0
VEN,Venezuela (Bolivarian Republic of),2047,631632.0
VEN,Venezuela (Bolivarian Republic of),2048,631632.0
VEN,Venezuela (Bolivarian Republic of),2049,631632.0
VEN,Venezuela (Bolivarian Republic of),2050,631632.0
VNM,Viet Nam,2023,0.0
VNM,Viet Nam,2024,0.0
VNM,Viet Nam,2025,0.0
VNM,Viet Nam,2026,0.0
VNM,Viet Nam,2027,0.0
VNM,Viet Nam,2028,0.0
VNM,Viet Nam,2029,0.0
VNM,Viet Nam,2030,0.0
VNM,Viet Nam,2031,0.0
VNM,Viet Nam,2032,0.0
VNM,Viet Nam,2033,0.0
VNM,Viet Nam,2034,0.0
VNM,Viet Nam,2035,0.0
VNM,Viet Nam,2036,0.0
VNM,Viet Nam,2037,0.0
VNM,Viet Nam,2038,0.0
VNM,Viet Nam,2039,0.0
VNM,Viet Nam,2040,0.0
VNM,Viet Nam,2041,0.0
VNM,Viet Nam,2042,0.0
VNM,Viet Nam,2043,0.0
VNM,Viet Nam,2044,0.0
VNM,Viet Nam,2045,0.0
VNM,Viet Nam,2046,0.0
VNM,Viet Nam,2047,0.0
VNM,Viet Nam,2048,0.0
VNM,Viet Nam,2049,0.0
VNM,Viet Nam,2050,0.0
VUT,Vanuatu,2023,0.0
VUT,Vanuatu,2024,0.0
VUT,Vanuatu,2025,0.0
VUT,Vanuatu,2026,0.0
VUT,Vanuatu,2027,0.0
VUT,Vanuatu,2028,0.0
VUT,Vanuatu,2029,0.0
VUT,Vanuatu,2030,0.0
VUT,Vanuatu,2031,0.0
VUT,Vanuatu,2032,0.0
VUT,Vanuatu,2033,0.0
VUT,Vanuatu,2034,0.0
VUT,Vanuatu,2035,0.0
VUT,Vanuatu,2036,0.0
VUT,Vanuatu,2037,0.0
VUT,Vanuatu,2038,0.0
VUT,Vanuatu,2039,0.0
VUT,Vanuatu,2040,0.0
VUT,Vanuatu,2041,0.0
VUT,Vanuatu,2042,0.0
VUT,Vanuatu,2043,0.0
VUT,Vanuatu,2044,0.0
VUT,Vanuatu,2045,0.0
VUT,Vanuatu,2046,0.0
VUT,Vanuatu,2047,0.0
VUT,Vanuatu,2048,0.0
VUT,Vanuatu,2049,0.0
VUT,Vanuatu,2050,0.0
WSM,Samoa,2023,0.0
WSM,Samoa,2024,0.0
WSM,Samoa,2025,0.0
WSM,Samoa,2026,0.0
WSM,Samoa,2027,0.0
WSM,Samoa,2028,0.0
WSM,Samoa,2029,0.0
WSM,Samoa,2030,0.0
WSM,Samoa,2031,0.0
WSM,Samoa,2032,0.0
WSM,Samoa,2033,0.0
WSM,Samoa,2034,0.0
WSM,Samoa,2035,0.0
WSM,Samoa,2036,0.0
WSM,Samoa,2037,0.0
WSM,Samoa,2038,0.0
WSM,Samoa,2039,0.0
WSM,Samoa,2040,0.0
WSM,Samoa,2041,0.0
WSM,Samoa,2042,0.0
WSM,Samoa,2043,0.0
WSM,Samoa,2044,0.0
WSM,Samoa,2045,0.0
WSM,Samoa,2046,0.0
WSM,Samoa,2047,0.0
WSM,Samoa,2048,0.0
WSM,Samoa,2049,0.0
WSM,Samoa,2050,0.0
YEM,Yemen,2023,10487333.0
YEM,Yemen,2024,10487333.0
YEM,Yemen,2025,10487333.0
YEM,Yemen,2026,10487333.0
YEM,Yemen,2027,10487333.0
YEM,Yemen,2028,10487333.0
YEM,Yemen,2029,10487333.0
YEM,Yemen,2030,10487333.0
YEM,Yemen,2031,10487333.0
YEM,Yemen,2032,10487333.0
YEM,Yemen,2033,10487333.0
YEM,Yemen,2034,10487333.0
YEM,Yemen,2035,10487333.0
YEM,Yemen,2036,10487333.0
YEM,Yemen,2037,10487333.0
YEM,Yemen,2038,10487333.0
YEM,Yemen,2039,10487333.0
YEM,Yemen,2040,10487333.0
YEM,Yemen,2041,10487333.0
YEM,Yemen,2042,10487333.0
YEM,Yemen,2043,10487333.0
YEM,Yemen,2044,10487333.0
YEM,Yemen,2045,10487333.0
YEM,Yemen,2046,10487333.0
YEM,Yemen,2047,10487333.0
YEM,Yemen,2048,10487333.0
YEM,Yemen,2049,10487333.0
YEM,Yemen,2050,10487333.0
ZAF,South Africa,2023,21432364.0
ZAF,South Africa,2024,21432364.0
ZAF,South Africa,2025,21432364.0
ZAF,South Africa,2026,21432364.0
ZAF,South Africa,2027,21432364.0
ZAF,South Africa,2028,21432364.0
ZAF,South Africa,2029,21432364.0
ZAF,South Africa,2030,21432364.0
ZAF,South Africa,2031,21432364.0
ZAF,South Africa,2032,21432364.0
ZAF,South Africa,2033,21432364.0
ZAF,South Africa,2034,21432364.0
ZAF,South Africa,2035,21432364.0
ZAF,South Africa,2036,21432364.0
ZAF,South Africa,2037,21432364.0
ZAF,South Africa,2038,21432364.0
ZAF,South Africa,2039,21432364.0
ZAF,South Africa,2040,21432364.0
ZAF,South Africa,2041,21432364.0
ZAF,South Africa,2042,21432364.0
ZAF,South Africa,2043,21432364.0
ZAF,South Africa,2044,21432364.0
ZAF,South Africa,2045,21432364.0
ZAF,South Africa,2046,21432364.0
ZAF,South Africa,2047,21432364.0
ZAF,South Africa,2048,21432364.0
ZAF,South Africa,2049,21432364.0
ZAF,South Africa,2050,21432364.0
ZMB,Zambia,2023,260560.0
ZMB,Zambia,2024,260560.0
ZMB,Zambia,2025,260560.0
ZMB,Zambia,2026,260560.0
ZMB,Zambia,2027,260560.0
ZMB,Zambia,2028,260560.0
ZMB,Zambia,2029,260560.0
ZMB,Zambia,2030,260560.0
ZMB,Zambia,2031,260560.0
ZMB,Zambia,2032,260560.0
ZMB,Zambia,2033,260560.0
ZMB,Zambia,2034,260560.0
ZMB,Zambia,2035,260560.0
ZMB,Zambia,2036,260560.0
ZMB,Zambia,2037,260560.0
ZMB,Zambia,2038,260560.0
ZMB,Zambia,2039,260560.0
ZMB,Zambia,2040,260560.0
ZMB,Zambia,2041,260560.0
ZMB,Zambia,2042,260560.0
ZMB,Zambia,2043,260560.0
ZMB,Zambia,2044,260560.0
ZMB,Zambia,2045,260560.0
ZMB,Zambia,2046,260560.0
ZMB,Zambia,2047,260560.0
ZMB,Zambia,2048,260560.0
ZMB,Zambia,2049,260560.0
ZMB,Zambia,2050,260560.0
ZWE,Zimbabwe,2023,354008.0
ZWE,Zimbabwe,2024,354008.0
ZWE,Zimbabwe,2025,354008.0
ZWE,Zimbabwe,2026,354008.0
ZWE,Zimbabwe,2027,354008.0
ZWE,Zimbabwe,2028,354008.0
ZWE,Zimbabwe,2029,354008.0
ZWE,Zimbabwe,2030,354008.0
ZWE,Zimbabwe,2031,354008.0
ZWE,Zimbabwe,2032,354008.0
ZWE,Zimbabwe,2033,354008.0
ZWE,Zimbabwe,2034,354008.0
ZWE,Zimbabwe,2035,354008.0
ZWE,Zimbabwe,2036,354008.0
ZWE,Zimbabwe,2037,354008.0
ZWE,Zimbabwe,2038,354008.0
ZWE,Zimbabwe,2039,354008.0
ZWE,Zimbabwe,2040,354008.0
ZWE,Zimbabwe,2041,354008.0
ZWE,Zimbabwe,2042,354008.0
ZWE,Zimbabwe,2043,354008.0
ZWE,Zimbabwe,2044,354008.0
ZWE,Zimbabwe,2045,354008.0
ZWE,Zimbabwe,2046,354008.0
ZWE,Zimbabwe,2047,354008.0
ZWE,Zimbabwe,2048,354008.0
ZWE,Zimbabwe,2049,354008.0
ZWE,Zimbabwe,2050,354008.0
