Year,prodinit_ippu_chemicals_tonne,iso_code3
2032,9095635.49982882,"ESP"
2033,9125135.26165954,"ESP"
2034,9154730.699702,"ESP"
2035,9184422.12426168,"ESP"
2036,9214209.84665046,"ESP"
2037,9244094.1791899,"ESP"
2038,9274075.4352145,"ESP"
2039,9304153.929075,"ESP"
2040,9334329.97614165,"ESP"
2041,9364603.89280758,"ESP"
2042,9394975.99649204,"ESP"
2043,9425446.60564375,"ESP"
2044,9456016.0397443,"ESP"
2045,9486684.6193114,"ESP"
2046,9517452.66590233,"ESP"
2047,9548320.50211724,"ESP"
2048,9579288.45160258,"ESP"
2049,9610356.83905448,"ESP"
2050,9641525.99022216,"ESP"
2021,211264.5,"EST"
2022,232795.51473591,"EST"
2023,256520.862147484,"EST"
2024,282664.177578925,"EST"
2025,311471.888163361,"EST"
2026,343215.535647282,"EST"
2027,378194.335945556,"EST"
2028,416737.999553409,"EST"
2029,459209.839400605,"EST"
2030,506010.195442482,"EST"
2031,557580.208268075,"EST"
2032,614405.977295392,"EST"
2033,677023.14274902,"EST"
2034,746021.934609843,"EST"
2035,822052.736128301,"EST"
2036,905832.214342924,"EST"
2037,998150.075390469,"EST"
2038,1099876.50828327,"EST"
2039,1211970.38731893,"EST"
2040,1335488.31043828,"EST"
2041,1471594.55872743,"EST"
2042,1621572.07094195,"EST"
2043,1786834.53649953,"EST"
2044,1968939.72092949,"EST"
2045,2169604.14938506,"EST"
2046,2390719.28662534,"EST"
2047,2634369.36597968,"EST"
2048,2902851.03535024,"EST"
2049,3198695.00543644,"EST"
2050,3524689.90423738,"EST"
2021,166162.5,"ETH"
2022,177415.007800669,"ETH"
2023,189429.534298722,"ETH"
2024,202257.683323763,"ETH"
2025,215954.553311551,"ETH"
2026,230578.973958377,"ETH"
2027,246193.758901651,"ETH"
2028,262865.975511998,"ETH"
2029,280667.23295564,"ETH"
2030,299673.989764339,"ETH"
2031,319967.882233944,"ETH"
2032,341636.075062054,"ETH"
2033,364771.635730831,"ETH"
2034,389473.934242974,"ETH"
2035,415849.069927777,"ETH"
2036,444010.327150455,"ETH"
2037,474078.661882046,"ETH"
2038,506183.221219792,"ETH"
2039,540461.898089383,"ETH"
2040,577061.923511575,"ETH"
2041,616140.498977056,"ETH"
2042,657865.471645662,"ETH"
2043,702416.055270026,"ETH"
2044,749983.599940098,"ETH"
2045,800772.41395469,"ETH"
2046,855000.641350074,"ETH"
2047,912901.198854736,"ETH"
2048,974722.776294608,"ETH"
2049,1040730.90474564,"ETH"
2050,1111209.09702156,"ETH"
2021,1459023,"FIN"
2022,1457414.46843285,"FIN"
2023,1455807.71022623,"FIN"
2024,1454202.72342507,"FIN"
2025,1452599.50607643,"FIN"
2026,1450998.05622954,"FIN"
2027,1449398.3719358,"FIN"
2028,1447800.45124871,"FIN"
2029,1446204.29222396,"FIN"
2030,1444609.89291937,"FIN"
2031,1443017.25139488,"FIN"
2032,1441426.36571261,"FIN"
2033,1439837.23393678,"FIN"
2034,1438249.85413376,"FIN"
2035,1436664.22437204,"FIN"
2036,1435080.34272227,"FIN"
2037,1433498.20725719,"FIN"
2038,1431917.81605169,"FIN"
2039,1430339.16718277,"FIN"
2040,1428762.25872955,"FIN"
2041,1427187.08877327,"FIN"
2042,1425613.65539729,"FIN"
2043,1424041.95668708,"FIN"
2044,1422471.99073022,"FIN"
2045,1420903.7556164,"FIN"
2046,1419337.24943741,"FIN"
2047,1417772.47028715,"FIN"
2048,1416209.41626162,"FIN"
2049,1414648.08545892,"FIN"
2050,1413088.47597924,"FIN"
2021,5125.228,"FJI"
2022,5376.80853183021,"FJI"
2023,5640.73832187801,"FJI"
2024,5917.62355448291,"FJI"
2025,6208.10016957355,"FJI"
2026,6512.83532327141,"FJI"
2027,6832.52892019065,"FJI"
2028,7167.91522095364,"FJI"
2029,7519.76452861398,"FJI"
2030,7888.88495786058,"FJI"
2031,8276.12429106604,"FJI"
2032,8682.37192544237,"FJI"
2033,9108.56091577617,"FJI"
2034,9555.67011743488,"FJI"
2035,10024.7264345662,"FJI"
2036,10516.8071786542,"FJI"
2037,11033.042542849,"FJI"
2038,11574.6181977536,"FJI"
2039,12142.7780146286,"FJI"
2040,12738.8269222707,"FJI"
2041,13364.1339041255,"FJI"
2042,14020.1351425192,"FJI"
2043,14708.3373172296,"FJI"
2044,15430.3210659734,"FJI"
2045,16187.7446147577,"FJI"
2046,16982.3475864328,"FJI"
2047,17815.9549961949,"FJI"
2048,18690.4814432146,"FJI"
2049,19607.9355080185,"FJI"
2050,20570.4243657239,"FJI"
2021,14110840,"FRA"
2022,13874740.1414567,"FRA"
2023,13642590.6602973,"FRA"
2024,13414325.4595679,"FRA"
2025,13189879.5482361,"FRA"
2026,12969189.0226868,"FRA"
2027,12752191.0485281,"FRA"
2028,12538823.8427009,"FRA"
2029,12329026.6558884,"FRA"
2030,12122739.7552197,"FRA"
2031,11919904.4072628,"FRA"
2032,11720462.8613021,"FRA"
2033,11524358.3328959,"FRA"
2034,11331534.9877088,"FRA"
2035,11141937.925615,"FRA"
2036,10955513.1650666,"FRA"
2037,10772207.627725,"FRA"
2038,10591969.1233479,"FRA"
2039,10414746.3349301,"FRA"
2040,10240488.8040927,"FRA"
2041,10069146.9167167,"FRA"
2042,9900671.88881701,"FRA"
2043,9735015.75265266,"FRA"
2044,9572131.34306981,"FRA"
2045,9411972.28407285,"FRA"
2046,9254492.97562041,"FRA"
2047,9099648.58064222,"FRA"
2048,8947395.01227327,"FRA"
2049,8797688.92130145,"FRA"
2050,8650487.68382535,"FRA"
2021,1631.348,"FRO"
2022,2561.21897456144,"FRO"
2023,4021.11789492711,"FRO"
2024,6313.16153968121,"FRO"
2025,9911.67373540351,"FRO"
2026,15561.343650023,"FRO"
2027,24431.3344707016,"FRO"
2028,38357.2342751013,"FRO"
2029,60220.9192870483,"FRO"
2030,94546.9397967332,"FRO"
2031,148438.847011252,"FRO"
2032,233049.227710605,"FRO"
2033,365887.661013647,"FRO"
2034,574444.214199581,"FRO"
2035,901878.336955084,"FRO"
2036,1415950.43445989,"FRO"
2037,2223044.45144579,"FRO"
2038,3490183.35164324,"FRO"
2039,5479593.45579674,"FRO"
2040,8602970.50774531,"FRO"
2041,13506677.485141,"FRO"
2042,21205505.2988233,"FRO"
2043,33292677.305216,"FRO"
2044,52269556.727363,"FRO"
2045,82063287.8343785,"FRO"
2046,128839493.422806,"FRO"
2047,202278211.164861,"FRO"
2048,317577115.720121,"FRO"
2049,498596580.661433,"FRO"
2050,782797430.73919,"FRO"
2021,37.44179,"FSM"
2022,38.0880262756728,"FSM"
2023,38.7454164337854,"FSM"
2024,39.4141529876617,"FSM"
2025,40.0944317733593,"FSM"
2026,40.7864520070189,"FSM"
2027,41.4904163432037,"FSM"
2028,42.2065309342461,"FSM"
2029,42.9350054906179,"FSM"
2030,43.6760533423432,"FSM"
2031,44.4298915014708,"FSM"
2032,45.1967407256253,"FSM"
2033,45.9768255826547,"FSM"
2034,46.7703745163941,"FSM"
2035,47.5776199135638,"FSM"
2036,48.3987981718233,"FSM"
2037,49.2341497689985,"FSM"
2038,50.0839193335047,"FSM"
2039,50.9483557159849,"FSM"
2040,51.8277120621839,"FSM"
2041,52.7222458870814,"FSM"
2042,53.6322191503033,"FSM"
2043,54.557898332836,"FSM"
2044,55.499554515063,"FSM"
2045,56.4574634561504,"FSM"
2046,57.4319056748006,"FSM"
2047,58.4231665314015,"FSM"
2048,59.4315363115927,"FSM"
2049,60.4573103112737,"FSM"
2050,61.5007889230803,"FSM"
2021,8042.413,"GAB"
2022,8758.35821835626,"GAB"
2023,9538.03773581991,"GAB"
2024,10387.1252558791,"GAB"
2025,11311.7995618883,"GAB"
2026,12318.7894798816,"GAB"
2027,13415.4228440297,"GAB"
2028,14609.6798210602,"GAB"
2029,15910.2509816812,"GAB"
2030,17326.6005415935,"GAB"
2031,18869.0352322918,"GAB"
2032,20548.7793028282,"GAB"
2033,22378.0561983219,"GAB"
2034,24370.177509587,"GAB"
2035,26539.6398411637,"GAB"
2036,28902.2303026556,"GAB"
2037,31475.1413910338,"GAB"
2038,34277.0960999002,"GAB"
2039,37328.4841661262,"GAB"
2040,40651.5104453319,"GAB"
2041,44270.3564959258,"GAB"
2042,48211.3565475502,"GAB"
2043,52503.1891344476,"GAB"
2044,57177.0857882581,"GAB"
2045,62267.0583088995,"GAB"
2046,67810.1462673726,"GAB"
2047,73846.6865415619,"GAB"
2048,80420.6068464362,"GAB"
2049,87579.7453946573,"GAB"
2050,95376.1990137593,"GAB"
2021,11631430,"GBR"
2022,11429651.2777858,"GBR"
2023,11231372.9551561,"GBR"
2024,11036534.3081796,"GBR"
2025,10845075.6663464,"GBR"
2026,10656938.3942938,"GBR"
2027,10472064.8738483,"GBR"
2028,10290398.4863801,"GBR"
2029,10111883.5954633,"GBR"
2030,9936465.52983673,"GBR"
2031,9764090.56666062,"GBR"
2032,9594705.91506368,"GBR"
2033,9428259.69997558,"GBR"
2034,9264700.94623985,"GBR"
2035,9103979.56300248,"GBR"
2036,8946046.32837127,"GBR"
2037,8790852.87434133,"GBR"
2038,8638351.6719821,"GBR"
2039,8488496.01688129,"GBR"
2040,8341240.01484145,"GBR"
2041,8196538.5678245,"GBR"
2042,8054347.36014026,"GBR"
2043,7914622.84487445,"GBR"
2044,7777322.23055224,"GBR"
2045,7642403.46803305,"GBR"
2046,7509825.23763276,"GBR"
2047,7379546.93646934,"GBR"
2048,7251528.66602794,"GBR"
2049,7125731.21994174,"GBR"
2050,7002116.07198474,"GBR"
2021,73327.95,"GEO"
2022,75103.6454702401,"GEO"
2023,76922.3408389231,"GEO"
2024,78785.0773832822,"GEO"
2025,80692.9215959188,"GEO"
2026,82646.9657954131,"GEO"
2027,84648.3287517211,"GEO"
2028,86698.1563267156,"GEO"
2029,88797.6221302396,"GEO"
2030,90947.9281920449,"GEO"
2031,93150.3056500037,"GEO"
2032,95406.0154549851,"GEO"
2033,97716.3490928009,"GEO"
2034,100082.629323633,"GEO"
2035,102506.210939371,"GEO"
2036,104988.481539278,"GEO"
2037,107530.862324459,"GEO"
2038,110134.808911546,"GEO"
2039,112801.812166102,"GEO"
2040,115533.399056207,"GEO"
2041,118331.133526699,"GEO"
2042,121196.617394607,"GEO"
2043,124131.491266248,"GEO"
2044,127137.435476547,"GEO"
2045,130216.171051095,"GEO"
2046,133369.460691504,"GEO"
2047,136599.10978463,"GEO"
2048,139906.967436226,"GEO"
2049,143294.927529636,"GEO"
2050,146764.929810113,"GEO"
2021,254121.4,"GHA"
2022,304417.891300046,"GHA"
2023,364669.219292695,"GHA"
2024,436845.675960845,"GHA"
2025,523307.519553819,"GHA"
2026,626882.157913624,"GHA"
2027,750956.608163216,"GHA"
2028,899588.256301442,"GHA"
2029,1077637.53867864,"GHA"
2030,1290926.88419914,"GHA"
2031,1546431.11485472,"GHA"
2032,1852505.53091889,"GHA"
2033,2219159.13946642,"GHA"
2034,2658381.96112406,"GHA"
2035,3184537.11838306,"GHA"
2036,3814830.52723972,"GHA"
2037,4569873.55165429,"GHA"
2038,5474357.02031569,"GHA"
2039,6557858.64688336,"GHA"
2040,7855810.25733373,"GHA"
2041,9410656.45392638,"GHA"
2042,11273242.6055162,"GHA"
2043,13504477.5531895,"GHA"
2044,16177325.4037274,"GHA"
2045,19379191.5449755,"GHA"
2046,23214780.9087355,"GHA"
2047,27809521.9498627,"GHA"
2048,33313668.309869,"GHA"
2049,39907212.2944368,"GHA"
2050,47805770.8415573,"GHA"
2021,27353.7,"GIN"
2022,30139.7370205328,"GIN"
2023,33209.5382952535,"GIN"
2024,36592.0058636402,"GIN"
2025,40318.985504115,"GIN"
2026,44425.5665606005,"GIN"
2027,48950.4123070984,"GIN"
2028,53936.1239606561,"GIN"
2029,59429.6417698897,"GIN"
2030,65482.6869552912,"GIN"
2031,72152.2486621682,"GIN"
2032,79501.1205108574,"GIN"
2033,87598.4917958056,"GIN"
2034,96520.5988996327,"GIN"
2035,106351.443055209,"GIN"
2036,117183.581213443,"GIN"
2037,129118.997462772,"GIN"
2038,142270.063204714,"GIN"
2039,156760.59512551,"GIN"
2040,172727.020924595,"GIN"
2041,190319.663775188,"GIN"
2042,209704.157610136,"GIN"
2043,231063.006557865,"GIN"
2044,254597.30321045,"GIN"
2045,280528.621901235,"GIN"
2046,309101.104817108,"GIN"
2047,340583.760586091,"GIN"
2048,375272.996981355,"GIN"
2049,413495.411586925,"GIN"
2050,455610.866699089,"GIN"
2021,3096.195,"GMB"
2022,3259.92846730604,"GMB"
2023,3432.32051338895,"GMB"
2024,3613.82902256322,"GMB"
2025,3804.93609305312,"GMB"
2026,4006.14931747647,"GMB"
2027,4218.00313104317,"GMB"
2028,4441.06023104929,"GMB"
2029,4675.91307143714,"GMB"
2030,4923.18543639091,"GMB"
2031,5183.53409714738,"GMB"
2032,5457.65055642239,"GMB"
2033,5746.26288508638,"GMB"
2034,6050.13765596715,"GMB"
2035,6370.08197991649,"GMB"
2036,6706.94564954823,"GMB"
2037,7061.62339634186,"GMB"
2038,7435.05726710662,"GMB"
2039,7828.23912611819,"GMB"
2040,8242.2132895737,"GMB"
2041,8678.07929936243,"GMB"
2042,9136.99484351949,"GMB"
2043,9620.17883111938,"GMB"
2044,10128.9146297766,"GMB"
2045,10664.553474352,"GMB"
2046,11228.5180559194,"GMB"
2047,11822.3063005242,"GMB"
2048,12447.4953477706,"GMB"
2049,13105.7457398054,"GMB"
2050,13798.8058318247,"GMB"
2021,594.4897,"GNB"
2022,1031.99227360506,"GNB"
2023,1791.46594597103,"GNB"
2024,3109.8587825301,"GNB"
2025,5398.49594631142,"GNB"
2026,9371.40896752561,"GNB"
2027,16268.1063225815,"GNB"
2028,28240.2874786387,"GNB"
2029,49023.1512544975,"GNB"
2030,85100.7398823117,"GNB"
2031,147728.894271203,"GNB"
2032,256446.961950897,"GNB"
2033,445173.874875908,"GNB"
2034,772790.511396181,"GNB"
2035,1341509.93175518,"GNB"
2036,2328766.81385026,"GNB"
2037,4042575.26904392,"GNB"
2038,7017626.11382537,"GNB"
2039,12182104.9692146,"GNB"
2040,21147276.7391516,"GNB"
2041,36710183.88139,"GNB"
2042,63726295.2212888,"GNB"
2043,110624362.86759,"GNB"
2044,192036107.188797,"GNB"
2045,333361164.830999,"GNB"
2046,578691517.154246,"GNB"
2047,1004567740.2047,"GNB"
2048,1743858886.37624,"GNB"
2049,3027216278.09161,"GNB"
2050,5255034375.73772,"GNB"
2021,25755.36,"GNQ"
2022,29567.1925054133,"GNQ"
2023,33943.1820270486,"GNQ"
2024,38966.8246625181,"GNQ"
2025,44733.9740590447,"GNQ"
2026,51354.6703496258,"GNQ"
2027,58955.2397745334,"GNQ"
2028,67680.7050499945,"GNQ"
2029,77697.5524751075,"GNQ"
2030,89196.9085747958,"GNQ"
2031,102398.186890757,"GNQ"
2032,117553.274503028,"GNQ"
2033,134951.338163113,"GNQ"
2034,154924.341742142,"GNQ"
2035,177853.380269752,"GNQ"
2036,204175.951420373,"GNQ"
2037,234394.303190562,"GNQ"
2038,269085.017045289,"GNQ"
2039,308910.009384473,"GNQ"
2040,354629.161243319,"GNQ"
2041,407114.817207543,"GNQ"
2042,467368.430190126,"GNQ"
2043,536539.669660384,"GNQ"
2044,615948.357920037,"GNQ"
2045,707109.652981552,"GNQ"
2046,811762.958550823,"GNQ"
2047,931905.112731331,"GNQ"
2048,1069828.48870705,"GNQ"
2049,1228164.73438449,"GNQ"
2050,1409934.98556828,"GNQ"
2021,1320809,"GRC"
2022,1413179.65550433,"GRC"
2023,1512010.24427554,"GRC"
2024,1617752.54115041,"GRC"
2025,1730889.9157972,"GRC"
2026,1851939.54229734,"GRC"
2027,1981454.76325388,"GRC"
2028,2120027.61923377,"GRC"
2029,2268291.55510633,"GRC"
2030,2426924.31564938,"GRC"
2031,2596651.04365921,"GRC"
2032,2778247.59472663,"GRC"
2033,2972544.08383158,"GRC"
2034,3180428.67996852,"GRC"
2035,3402851.66614855,"GRC"
2036,3640829.78333744,"GRC"
2037,3895450.87818656,"GRC"
2038,4167878.87580242,"GRC"
2039,4459359.10028644,"GRC"
2040,4771223.96736613,"GRC"
2041,5104899.07513991,"GRC"
2042,5461909.72077763,"GRC"
2043,5843887.87296595,"GRC"
2044,6252579.63197097,"GRC"
2045,6689853.21141976,"GRC"
2046,7157707.47828695,"GRC"
2047,7658281.09012455,"GRC"
2048,8193862.27130306,"GRC"
2049,8766899.27295315,"GRC"
2050,9380011.56442233,"GRC"
2021,1165.801,"GRL"
2022,1413.25830483756,"GRL"
2023,1713.24182788687,"GRL"
2024,2076.90098177665,"GRL"
2025,2517.75179539315,"GRL"
2026,3052.1792607478,"GRL"
2027,3700.04630988033,"GRL"
2028,4485.4320554897,"GRL"
2029,5437.52673329791,"GRL"
2030,6591.71660824576,"GRL"
2031,7990.89916695817,"GRL"
2032,9687.07747790848,"GRL"
2033,11743.2929764677,"GRL"
2034,14235.9685101777,"GRL"
2035,17257.7487276255,"GRL"
2036,20920.9433789443,"GRL"
2037,25361.7015042271,"GRL"
2038,30745.0716508737,"GRL"
2039,37271.1361917026,"GRL"
2040,45182.4477364966,"GRL"
2041,54773.0440242313,"GRL"
2042,66399.3763502332,"GRL"
2043,80493.5577023881,"GRL"
2044,97579.4229965675,"GRL"
2045,118291.998318029,"GRL"
2046,143401.102777219,"GRL"
2047,173839.960184259,"GRL"
2048,210739.883945061,"GRL"
2049,255472.324303943,"GRL"
2050,309699.840692109,"GRL"
2021,410761.6,"GTM"
2022,444837.099732904,"GTM"
2023,481739.396522902,"GTM"
2024,521702.992627176,"GTM"
2025,564981.843877932,"GTM"
2026,611850.973490238,"GTM"
2027,662608.219746323,"GTM"
2028,717576.128662312,"GTM"
2029,777104.003664676,"GTM"
2030,841570.125301446,"GTM"
2031,911384.155093738,"GTM"
2032,986989.73880329,"GTM"
2033,1068867.32565895,"GTM"
2034,1157537.22145739,"GTM"
2035,1253562.89493953,"GTM"
2036,1357554.55845357,"GTM"
2037,1470173.04565877,"GTM"
2038,1592134.01091128,"GTM"
2039,1724212.47701804,"GTM"
2040,1867247.76025799,"GTM"
2041,2022148.80396786,"GTM"
2042,2189899.9545854,"GTM"
2043,2371567.21685519,"GTM"
2044,2568305.02794687,"GTM"
2045,2781363.59353289,"GTM"
2046,3012096.83244456,"GTM"
2047,3261970.9803918,"GTM"
2048,3532573.90742072,"GTM"
2049,3825625.20831831,"GTM"
2050,4142987.13008569,"GTM"
2021,306.0568,"GUM"
2022,356.158113424116,"GUM"
2023,414.460981614606,"GUM"
2024,482.307994136268,"GUM"
2025,561.26152165527,"GUM"
2026,653.139693972784,"GUM"
2027,760.058267641009,"GUM"
2028,884.479347282672,"GUM"
2029,1029.26808256111,"GUM"
2030,1197.75864641015,"GUM"
2031,1393.83101386037,"GUM"
2032,1622.00030951292,"GUM"
2033,1887.52078114079,"GUM"
2034,2196.506793706,"GUM"
2035,2556.07363002417,"GUM"
2036,2974.50134041308,"GUM"
2037,3461.42541442969,"GUM"
2038,4028.05866545546,"GUM"
2039,4687.4494376543,"GUM"
2040,5454.78208125383,"GUM"
2041,6347.72661544862,"GUM"
2042,7386.84563090977,"GUM"
2043,8596.06780198968,"GUM"
2044,10003.2389125889,"GUM"
2045,11640.7630846247,"GUM"
2046,13546.3489752131,"GUM"
2047,15763.8781258793,"GUM"
2048,18344.4154600089,"GUM"
2049,21347.3851981231,"GUM"
2050,24841.9392697742,"GUM"
2021,166681.3,"HKG"
2022,161706.496250577,"HKG"
2023,156880.17149877,"HKG"
2024,152197.894210423,"HKG"
2025,147655.365115845,"HKG"
2026,143248.413262213,"HKG"
2027,138972.99218381,"HKG"
2028,134825.176186547,"HKG"
2029,130801.156743398,"HKG"
2030,126897.238997401,"HKG"
2031,123109.838369042,"HKG"
2032,119435.477264892,"HKG"
2033,115870.781884478,"HKG"
2034,112412.479122456,"HKG"
2035,109057.393563246,"HKG"
2036,105802.444565364,"HKG"
2037,102644.643432773,"HKG"
2038,99581.0906706601,"HKG"
2039,96608.9733231233,"HKG"
2040,93725.5623903087,"HKG"
2041,90928.210322644,"HKG"
2042,88214.3485898559,"HKG"
2043,85581.4853225446,"HKG"
2044,83027.2030241479,"HKG"
2045,80549.1563511942,"HKG"
2046,78145.0699598069,"HKG"
2047,75812.7364164823,"HKG"
2048,73550.0141712232,"HKG"
2049,71354.8255911661,"HKG"
2050,69225.1550528973,"HKG"
2021,67459.69,"HND"
2022,71454.0035962515,"HND"
2023,75684.8220016001,"HND"
2024,80166.148754671,"HND"
2025,84912.8165488737,"HND"
2026,89940.536326969,"HND"
2027,95265.9492825424,"HND"
2028,100906.681940505,"HND"
2029,106881.404498934,"HND"
2030,113209.892625348,"HND"
2031,119913.092911972,"HND"
2032,127013.19220663,"HND"
2033,134533.691048742,"HND"
2034,142499.4814535,"HND"
2035,150936.929301666,"HND"
2036,159873.961607716,"HND"
2037,169340.158955144,"HND"
2038,179366.85340491,"HND"
2039,189987.232201078,"HND"
2040,201236.447616905,"HND"
2041,213151.733304959,"HND"
2042,225772.527536367,"HND"
2043,239140.603737112,"HND"
2044,253300.208753425,"HND"
2045,268298.209303933,"HND"
2046,284184.247103286,"HND"
2047,301010.903170712,"HND"
2048,318833.871867347,"HND"
2049,337712.145238382,"HND"
2050,357708.208270171,"HND"
2021,232758.7,"HRV"
2022,229698.020504516,"HRV"
2023,226677.587663503,"HRV"
2024,223696.872250299,"HRV"
2025,220755.351997348,"HRV"
2026,217852.511504698,"HRV"
2027,214987.842149687,"HRV"
2028,212160.841997831,"HRV"
2029,209371.015714872,"HRV"
2030,206617.874479991,"HRV"
2031,203900.93590016,"HRV"
2032,201219.723925614,"HRV"
2033,198573.768766447,"HRV"
2034,195962.60681029,"HRV"
2035,193385.780541086,"HRV"
2036,190842.83845892,"HRV"
2037,188333.335000913,"HRV"
2038,185856.830463152,"HRV"
2039,183412.890923645,"HRV"
2040,181001.088166294,"HRV"
2041,178620.999605862,"HRV"
2042,176272.208213934,"HRV"
2043,173954.302445839,"HRV"
2044,171666.876168552,"HRV"
2045,169409.528589523,"HRV"
2046,167181.864186459,"HRV"
2047,164983.492638017,"HRV"
2048,162814.028755419,"HRV"
2049,160673.092414956,"HRV"
2050,158560.308491389,"HRV"
2021,13701.64,"HTI"
2022,16541.5923038216,"HTI"
2023,19970.1842951538,"HTI"
2024,24109.4238968923,"HTI"
2025,29106.6077332645,"HTI"
2026,35139.5627436514,"HTI"
2027,42422.974230825,"HTI"
2028,51216.0255299247,"HTI"
2029,61831.6211590827,"HTI"
2030,74647.521661487,"HTI"
2031,90119.7863770331,"HTI"
2032,108799.002510384,"HTI"
2033,131349.878013817,"HTI"
2034,158574.895506032,"HTI"
2035,191442.86896181,"HTI"
2036,231123.419374631,"HTI"
2037,279028.596223542,"HTI"
2038,336863.125862122,"HTI"
2039,406685.074940093,"HTI"
2040,490979.08759157,"HTI"
2041,592744.802566852,"HTI"
2042,715603.596669458,"HTI"
2043,863927.453009609,"HTI"
2044,1042994.53990646,"HTI"
2045,1259177.03678134,"HTI"
2046,1520167.8909073,"HTI"
2047,1835254.57425162,"HTI"
2048,2215649.58216637,"HTI"
2049,2674889.43486538,"HTI"
2050,3229316.38032695,"HTI"
2021,756133.7,"HUN"
2022,793736.249694677,"HUN"
2023,833208.77521974,"HUN"
2024,874644.270524659,"HUN"
2025,918140.354150568,"HUN"
2026,963799.499211335,"HUN"
2027,1011729.2748116,"HUN"
2028,1062042.59947054,"HUN"
2029,1114858.00714838,"HUN"
2030,1170299.92650246,"HUN"
2031,1228498.97403068,"HUN"
2032,1289592.26179295,"HUN"
2033,1353723.7204357,"HUN"
2034,1421044.43828037,"HUN"
2035,1491713.01727477,"HUN"
2036,1565895.94664595,"HUN"
2037,1643767.9951348,"HUN"
2038,1725512.62273647,"HUN"
2039,1811322.41291675,"HUN"
2040,1901399.52632247,"HUN"
2041,1995956.17705497,"HUN"
2042,2095215.13262871,"HUN"
2043,2199410.23879275,"HUN"
2044,2308786.9704517,"HUN"
2045,2423603.0099839,"HUN"
2046,2544128.85431949,"HUN"
2047,2670648.45220834,"HUN"
2048,2803459.87317949,"HUN"
2049,2942876.00976785,"HUN"
2050,3089225.3146627,"HUN"
2021,8257958,"IDN"
2022,8688312.25785671,"IDN"
2023,9141093.94719895,"IDN"
2024,9617471.8485694,"IDN"
2025,10118675.6522033,"IDN"
2026,10645999.132269,"IDN"
2027,11200803.4865308,"IDN"
2028,11784520.8500539,"IDN"
2029,12398657.9920232,"IDN"
2030,13044800.2052163,"IDN"
2031,13724615.3981738,"IDN"
2032,14439858.4006267,"IDN"
2033,15192375.4932975,"IDN"
2034,15984109.1737666,"IDN"
2035,16817103.1707059,"IDN"
2036,17693507.7194247,"IDN"
2037,18615585.1123437,"IDN"
2038,19585715.5387265,"IDN"
2039,20606403.2287416,"IDN"
2040,21680282.9177157,"IDN"
2041,22810126.6472644,"IDN"
2042,23998850.9208562,"IDN"
2043,25249524.23228,"IDN"
2044,26565374.9864516,"IDN"
2045,27949799.8330032,"IDN"
2046,29406372.4341688,"IDN"
2047,30938852.6895981,"IDN"
2048,32551196.441912,"IDN"
2049,34247565.6880509,"IDN"
2050,36032339.3227775,"IDN"
2021,32311610,"IND"
2022,35112779.7456866,"IND"
2023,38156789.509068,"IND"
2024,41464691.6645264,"IND"
2025,45059363.6664754,"IND"
2026,48965666.269856,"IND"
2027,53210615.4671416,"IND"
2028,57823569.330967,"IND"
2029,62836431.0545863,"IND"
2030,68283869.5943875,"IND"
2031,74203559.4404276,"IND"
2032,80636441.1732406,"IND"
2033,87627004.6089319,"IND"
2034,95223596.4907873,"IND"
2035,103478754.855396,"IND"
2036,112449572.385758,"IND"
2037,122198091.26434,"IND"
2038,132791732.25686,"IND"
2039,144303760.994371,"IND"
2040,156813794.678431,"IND"
2041,170408352.713748,"IND"
2042,185181455.07646,"IND"
2043,201235272.556381,"IND"
2044,218680833.370278,"IND"
2045,237638791.033123,"IND"
2046,258240258.797915,"IND"
2047,280627716.435061,"IND"
2048,304955995.622604,"IND"
2049,331393350.762251,"IND"
2050,360122622.626974,"IND"
2021,4602835,"IRL"
2022,4688435.86489137,"IRL"
2023,4775628.68519069,"IRL"
2024,4864443.06716449,"IRL"
2025,4954909.16767952,"IRL"
2026,5047057.70444252,"IRL"
2027,5140919.96643039,"IRL"
2028,5236527.82451433,"IRL"
2029,5333913.74228156,"IRL"
2030,5433110.78705837,"IRL"
2031,5534152.64113805,"IRL"
2032,5637073.6132177,"IRL"
2033,5741908.65004778,"IRL"
2034,5848693.34829817,"IRL"
2035,5957463.96664506,"IRL"
2036,6068257.43808256,"IRL"
2037,6181111.38246322,"IRL"
2038,6296064.11927189,"IRL"
2039,6413154.68063705,"IRL"
2040,6532422.82458413,"IRL"
2041,6653909.04853535,"IRL"
2042,6777654.60306058,"IRL"
2043,6903701.50588394,"IRL"
2044,7032092.5561509,"IRL"
2045,7162871.3489607,"IRL"
2046,7296082.29016903,"IRL"
2047,7431770.61146603,"IRL"
2048,7569982.38573466,"IRL"
2049,7710764.54269474,"IRL"
2050,7854164.88483787,"IRL"
2021,2109422,"IRN"
2022,2069163.75875673,"IRN"
2023,2029673.84456608,"IRN"
2024,1990937.59393454,"IRN"
2025,1952940.6232208,"IRN"
2026,1915668.82329485,"IRN"
2027,1879108.35429888,"IRN"
2028,1843245.64050827,"IRN"
2029,1808067.36529061,"IRN"
2030,1773560.46616092,"IRN"
2031,1739712.12993126,"IRN"
2032,1706509.78795293,"IRN"
2033,1673941.11144941,"IRN"
2034,1641994.00693843,"IRN"
2035,1610656.61174139,"IRN"
2036,1579917.28957847,"IRN"
2037,1549764.62624782,"IRN"
