"Nation","iso_code3","efficfactor_scoe_heat_energy_residential_gas_petroleum_liquid","Year"
"Kenya","KEN",1.1297,2033
"Korea","KOR",1.1393,2033
"Kosovo","XKX",1.0987,2033
"Kuwait","KWT",1.1297,2033
"Latvia","LVA",1.0987,2033
"Lebanon","LBN",1.1297,2033
"Libya","LBY",1.1297,2033
"Lithuania","LTU",1.0987,2033
"Luxembourg","LUX",1.0987,2033
"Malaysia","MYS",1.10802826086957,2033
"Malta","MLT",1.0987,2033
"Mauritius","MUS",1.1297,2033
"Mexico","MEX",1.1297,2033
"Mongolia","MNG",1.11779932589735,2033
"Montenegro","MNE",1.0987,2033
"Morocco","MAR",1.1297,2033
"Mozambique","MOZ",1.10758043478261,2033
"Myanmar","MMR",1.1297,2033
"Namibia","NAM",1.1297,2033
"Nepal","NPL",1.17287837837838,2033
"Netherlands","NLD",1.0987,2033
"New Zealand","NZL",1.1393,2033
"Nicaragua","NIC",1.12678695652174,2033
"Niger","NER",1.1297,2033
"Nigeria","NGA",1.1297,2033
"Norway","NOR",1.0987,2033
"Oman","OMN",1.1297,2033
"Pakistan","PAK",1.085,2033
"Panama","PAN",1.1297,2033
"Paraguay","PRY",1.095,2033
"Peru","PER",1.1297,2033
"Philippines","PHL",1.076,2033
"Poland","POL",1.0987,2033
"Portugal","PRT",1.0987,2033
"Qatar","QAT",1.1297,2033
"Romania","ROU",1.0987,2033
"Russian Federation","RUS",1.0987,2033
"Saudi Arabia","SAU",1.1297,2033
"Senegal","SEN",1.1297,2033
"Serbia","SRB",1.0987,2033
"Singapore","SGP",1.1297,2033
"Slovak Republic","SVK",1.0987,2033
"Slovenia","SVN",1.0987,2033
"South Africa","ZAF",1.12307391304348,2033
"South Sudan","SSD",1.1297,2033
"Spain","ESP",1.0987,2033
"Sri Lanka","LKA",1.09241860465116,2033
"Sudan","SDN",1.1297,2033
"Suriname","SUR",1.1297,2033
"Sweden","SWE",1.0987,2033
"Switzerland","CHE",1.0987,2033
"Syrian Arab Republic","SYR",1.1297,2033
"Tajikistan","TJK",1.0987,2033
"Thailand","THA",1.1774,2033
"Togo","TGO",1.1297,2033
"Trinidad and Tobago","TTO",1.1297,2033
"Tunisia","TUN",1.1183652173913,2033
"Turkey","TUR",1.0987,2033
"Turkmenistan","TKM",1.0987,2033
"Ukraine","UKR",1.0987,2033
"United Arab Emirates","ARE",1.1297,2033
"United Kingdom","GBR",1.0987,2033
"United States","USA",1.1297,2033
"Uruguay","URY",1.11658260869565,2033
"Uzbekistan","UZB",1.0987,2033
"Venezuela","VEN",1.1768,2033
"Vietnam","VNM",1.088,2033
"Zambia","ZMB",1.09386,2033
"Zimbabwe","ZWE",1.1297,2033
"Albania","ALB",1.0987,2034
"Algeria","DZA",1.18,2034
"Angola","AGO",1.1297,2034
"Argentina","ARG",1.10977608695652,2034
"Armenia","ARM",1.0987,2034
"Australia","AUS",1.1393,2034
"Austria","AUT",1.0987,2034
"Azerbaijan","AZE",1.0987,2034
"Bahrain","BHR",1.1297,2034
"Bangladesh","BGD",1.1297,2034
"Belarus","BLR",1.0987,2034
"Belgium","BEL",1.0987,2034
"Benin","BEN",1.1297,2034
"Bolivia","BOL",1.1297,2034
"Bosnia and Herzegovina","BIH",1.0987,2034
"Botswana","BWA",1.1297,2034
"Brazil","BRA",1.11678723404255,2034
"Brunei Darussalam","BRN",1.1297,2034
"Bulgaria","BGR",1.0987,2034
"Cambodia","KHM",1.18,2034
"Cameroon","CMR",1.1297,2034
"Canada","CAN",1.1297,2034
"Chile","CHL",1.1297,2034
"China","CHN",1.17360930232558,2034
"Colombia","COL",1.102,2034
"Costa Rica","CRI",1.1297,2034
"Croatia","HRV",1.0987,2034
"Cuba","CUB",1.12005652173913,2034
"Cyprus","CYP",1.0987,2034
"Denmark","DNK",1.0987,2034
"Dominican Republic","DOM",1.1297,2034
"Ecuador","ECU",1.1297,2034
"Egypt","EGY",1.1297,2034
"El Salvador","SLV",1.1297,2034
"Eritrea","ERI",1.1297,2034
"Estonia","EST",1.0987,2034
"Ethiopia","ETH",1.1297,2034
"Finland","FIN",1.0987,2034
"France","FRA",1.0987,2034
"Gabon","GAB",1.1297,2034
"Georgia","GEO",1.0987,2034
"Germany","DEU",1.0987,2034
"Ghana","GHA",1.1297,2034
"Gibraltar","GIB",1.11779932589735,2034
"Greece","GRC",1.0987,2034
"Guatemala","GTM",1.1297,2034
"Haiti","HTI",1.1297,2034
"Honduras","HND",1.1297,2034
"Hungary","HUN",1.0987,2034
"Iceland","ISL",1.0987,2034
"India","IND",1.1297,2034
"Indonesia","IDN",1.1297,2034
"Iraq","IRQ",1.1297,2034
"Ireland","IRL",1.0987,2034
"Israel","ISR",1.1297,2034
"Italy","ITA",1.0987,2034
"Jamaica","JAM",1.1297,2034
"Japan","JPN",1.1393,2034
"Jordan","JOR",1.11931086956522,2034
"Kazakhstan","KAZ",1.0987,2034
"Kenya","KEN",1.1297,2034
"Korea","KOR",1.1393,2034
"Kosovo","XKX",1.0987,2034
"Kuwait","KWT",1.1297,2034
"Latvia","LVA",1.0987,2034
"Lebanon","LBN",1.1297,2034
"Libya","LBY",1.1297,2034
"Lithuania","LTU",1.0987,2034
"Luxembourg","LUX",1.0987,2034
"Malaysia","MYS",1.10802826086957,2034
"Malta","MLT",1.0987,2034
"Mauritius","MUS",1.1297,2034
"Mexico","MEX",1.1297,2034
"Mongolia","MNG",1.11779932589735,2034
"Montenegro","MNE",1.0987,2034
"Morocco","MAR",1.1297,2034
"Mozambique","MOZ",1.10758043478261,2034
"Myanmar","MMR",1.1297,2034
"Namibia","NAM",1.1297,2034
"Nepal","NPL",1.17287837837838,2034
"Netherlands","NLD",1.0987,2034
"New Zealand","NZL",1.1393,2034
"Nicaragua","NIC",1.12678695652174,2034
"Niger","NER",1.1297,2034
"Nigeria","NGA",1.1297,2034
"Norway","NOR",1.0987,2034
"Oman","OMN",1.1297,2034
"Pakistan","PAK",1.085,2034
"Panama","PAN",1.1297,2034
"Paraguay","PRY",1.095,2034
"Peru","PER",1.1297,2034
"Philippines","PHL",1.076,2034
"Poland","POL",1.0987,2034
"Portugal","PRT",1.0987,2034
"Qatar","QAT",1.1297,2034
"Romania","ROU",1.0987,2034
"Russian Federation","RUS",1.0987,2034
"Saudi Arabia","SAU",1.1297,2034
"Senegal","SEN",1.1297,2034
"Serbia","SRB",1.0987,2034
"Singapore","SGP",1.1297,2034
"Slovak Republic","SVK",1.0987,2034
"Slovenia","SVN",1.0987,2034
"South Africa","ZAF",1.12307391304348,2034
"South Sudan","SSD",1.1297,2034
"Spain","ESP",1.0987,2034
"Sri Lanka","LKA",1.09241860465116,2034
"Sudan","SDN",1.1297,2034
"Suriname","SUR",1.1297,2034
"Sweden","SWE",1.0987,2034
"Switzerland","CHE",1.0987,2034
"Syrian Arab Republic","SYR",1.1297,2034
"Tajikistan","TJK",1.0987,2034
"Thailand","THA",1.1774,2034
"Togo","TGO",1.1297,2034
"Trinidad and Tobago","TTO",1.1297,2034
"Tunisia","TUN",1.1183652173913,2034
"Turkey","TUR",1.0987,2034
"Turkmenistan","TKM",1.0987,2034
"Ukraine","UKR",1.0987,2034
"United Arab Emirates","ARE",1.1297,2034
"United Kingdom","GBR",1.0987,2034
"United States","USA",1.1297,2034
"Uruguay","URY",1.11658260869565,2034
"Uzbekistan","UZB",1.0987,2034
"Venezuela","VEN",1.1768,2034
"Vietnam","VNM",1.088,2034
"Zambia","ZMB",1.09386,2034
"Zimbabwe","ZWE",1.1297,2034
"Albania","ALB",1.0987,2035
"Algeria","DZA",1.18,2035
"Angola","AGO",1.1297,2035
"Argentina","ARG",1.10977608695652,2035
"Armenia","ARM",1.0987,2035
"Australia","AUS",1.1393,2035
"Austria","AUT",1.0987,2035
"Azerbaijan","AZE",1.0987,2035
"Bahrain","BHR",1.1297,2035
"Bangladesh","BGD",1.1297,2035
"Belarus","BLR",1.0987,2035
"Belgium","BEL",1.0987,2035
"Benin","BEN",1.1297,2035
"Bolivia","BOL",1.1297,2035
"Bosnia and Herzegovina","BIH",1.0987,2035
"Botswana","BWA",1.1297,2035
"Brazil","BRA",1.11678723404255,2035
"Brunei Darussalam","BRN",1.1297,2035
"Bulgaria","BGR",1.0987,2035
"Cambodia","KHM",1.18,2035
"Cameroon","CMR",1.1297,2035
"Canada","CAN",1.1297,2035
"Chile","CHL",1.1297,2035
"China","CHN",1.17360930232558,2035
"Colombia","COL",1.102,2035
"Costa Rica","CRI",1.1297,2035
"Croatia","HRV",1.0987,2035
"Cuba","CUB",1.12005652173913,2035
"Cyprus","CYP",1.0987,2035
"Denmark","DNK",1.0987,2035
"Dominican Republic","DOM",1.1297,2035
"Ecuador","ECU",1.1297,2035
"Egypt","EGY",1.1297,2035
"El Salvador","SLV",1.1297,2035
"Eritrea","ERI",1.1297,2035
"Estonia","EST",1.0987,2035
"Ethiopia","ETH",1.1297,2035
"Finland","FIN",1.0987,2035
"France","FRA",1.0987,2035
"Gabon","GAB",1.1297,2035
"Georgia","GEO",1.0987,2035
"Germany","DEU",1.0987,2035
"Ghana","GHA",1.1297,2035
"Gibraltar","GIB",1.11779932589735,2035
"Greece","GRC",1.0987,2035
"Guatemala","GTM",1.1297,2035
"Haiti","HTI",1.1297,2035
"Honduras","HND",1.1297,2035
"Hungary","HUN",1.0987,2035
"Iceland","ISL",1.0987,2035
"India","IND",1.1297,2035
"Indonesia","IDN",1.1297,2035
"Iraq","IRQ",1.1297,2035
"Ireland","IRL",1.0987,2035
"Israel","ISR",1.1297,2035
"Italy","ITA",1.0987,2035
"Jamaica","JAM",1.1297,2035
"Japan","JPN",1.1393,2035
"Jordan","JOR",1.11931086956522,2035
"Kazakhstan","KAZ",1.0987,2035
"Kenya","KEN",1.1297,2035
"Korea","KOR",1.1393,2035
"Kosovo","XKX",1.0987,2035
"Kuwait","KWT",1.1297,2035
"Latvia","LVA",1.0987,2035
"Lebanon","LBN",1.1297,2035
"Libya","LBY",1.1297,2035
"Lithuania","LTU",1.0987,2035
"Luxembourg","LUX",1.0987,2035
"Malaysia","MYS",1.10802826086957,2035
"Malta","MLT",1.0987,2035
"Mauritius","MUS",1.1297,2035
"Mexico","MEX",1.1297,2035
"Mongolia","MNG",1.11779932589735,2035
"Montenegro","MNE",1.0987,2035
"Morocco","MAR",1.1297,2035
"Mozambique","MOZ",1.10758043478261,2035
"Myanmar","MMR",1.1297,2035
"Namibia","NAM",1.1297,2035
"Nepal","NPL",1.17287837837838,2035
"Netherlands","NLD",1.0987,2035
"New Zealand","NZL",1.1393,2035
"Nicaragua","NIC",1.12678695652174,2035
"Niger","NER",1.1297,2035
"Nigeria","NGA",1.1297,2035
"Norway","NOR",1.0987,2035
"Oman","OMN",1.1297,2035
"Pakistan","PAK",1.085,2035
"Panama","PAN",1.1297,2035
"Paraguay","PRY",1.095,2035
"Peru","PER",1.1297,2035
"Philippines","PHL",1.076,2035
"Poland","POL",1.0987,2035
"Portugal","PRT",1.0987,2035
"Qatar","QAT",1.1297,2035
"Romania","ROU",1.0987,2035
"Russian Federation","RUS",1.0987,2035
"Saudi Arabia","SAU",1.1297,2035
"Senegal","SEN",1.1297,2035
"Serbia","SRB",1.0987,2035
"Singapore","SGP",1.1297,2035
"Slovak Republic","SVK",1.0987,2035
"Slovenia","SVN",1.0987,2035
"South Africa","ZAF",1.12307391304348,2035
"South Sudan","SSD",1.1297,2035
"Spain","ESP",1.0987,2035
"Sri Lanka","LKA",1.09241860465116,2035
"Sudan","SDN",1.1297,2035
"Suriname","SUR",1.1297,2035
"Sweden","SWE",1.0987,2035
"Switzerland","CHE",1.0987,2035
"Syrian Arab Republic","SYR",1.1297,2035
"Tajikistan","TJK",1.0987,2035
"Thailand","THA",1.1774,2035
"Togo","TGO",1.1297,2035
"Trinidad and Tobago","TTO",1.1297,2035
"Tunisia","TUN",1.1183652173913,2035
"Turkey","TUR",1.0987,2035
"Turkmenistan","TKM",1.0987,2035
"Ukraine","UKR",1.0987,2035
"United Arab Emirates","ARE",1.1297,2035
"United Kingdom","GBR",1.0987,2035
"United States","USA",1.1297,2035
"Uruguay","URY",1.11658260869565,2035
"Uzbekistan","UZB",1.0987,2035
"Venezuela","VEN",1.1768,2035
"Vietnam","VNM",1.088,2035
"Zambia","ZMB",1.09386,2035
"Zimbabwe","ZWE",1.1297,2035
"Albania","ALB",1.0987,2036
"Algeria","DZA",1.18,2036
"Angola","AGO",1.1297,2036
"Argentina","ARG",1.10977608695652,2036
"Armenia","ARM",1.0987,2036
"Australia","AUS",1.1393,2036
"Austria","AUT",1.0987,2036
"Azerbaijan","AZE",1.0987,2036
"Bahrain","BHR",1.1297,2036
"Bangladesh","BGD",1.1297,2036
"Belarus","BLR",1.0987,2036
"Belgium","BEL",1.0987,2036
"Benin","BEN",1.1297,2036
"Bolivia","BOL",1.1297,2036
"Bosnia and Herzegovina","BIH",1.0987,2036
"Botswana","BWA",1.1297,2036
"Brazil","BRA",1.11678723404255,2036
"Brunei Darussalam","BRN",1.1297,2036
"Bulgaria","BGR",1.0987,2036
"Cambodia","KHM",1.18,2036
"Cameroon","CMR",1.1297,2036
"Canada","CAN",1.1297,2036
"Chile","CHL",1.1297,2036
"China","CHN",1.17360930232558,2036
"Colombia","COL",1.102,2036
"Costa Rica","CRI",1.1297,2036
"Croatia","HRV",1.0987,2036
"Cuba","CUB",1.12005652173913,2036
"Cyprus","CYP",1.0987,2036
"Denmark","DNK",1.0987,2036
"Dominican Republic","DOM",1.1297,2036
"Ecuador","ECU",1.1297,2036
"Egypt","EGY",1.1297,2036
"El Salvador","SLV",1.1297,2036
"Eritrea","ERI",1.1297,2036
"Estonia","EST",1.0987,2036
"Ethiopia","ETH",1.1297,2036
"Finland","FIN",1.0987,2036
"France","FRA",1.0987,2036
"Gabon","GAB",1.1297,2036
"Georgia","GEO",1.0987,2036
"Germany","DEU",1.0987,2036
"Ghana","GHA",1.1297,2036
"Gibraltar","GIB",1.11779932589735,2036
"Greece","GRC",1.0987,2036
"Guatemala","GTM",1.1297,2036
"Haiti","HTI",1.1297,2036
"Honduras","HND",1.1297,2036
"Hungary","HUN",1.0987,2036
"Iceland","ISL",1.0987,2036
"India","IND",1.1297,2036
"Indonesia","IDN",1.1297,2036
"Iraq","IRQ",1.1297,2036
"Ireland","IRL",1.0987,2036
"Israel","ISR",1.1297,2036
"Italy","ITA",1.0987,2036
"Jamaica","JAM",1.1297,2036
"Japan","JPN",1.1393,2036
"Jordan","JOR",1.11931086956522,2036
"Kazakhstan","KAZ",1.0987,2036
"Kenya","KEN",1.1297,2036
"Korea","KOR",1.1393,2036
"Kosovo","XKX",1.0987,2036
"Kuwait","KWT",1.1297,2036
"Latvia","LVA",1.0987,2036
"Lebanon","LBN",1.1297,2036
"Libya","LBY",1.1297,2036
"Lithuania","LTU",1.0987,2036
"Luxembourg","LUX",1.0987,2036
"Malaysia","MYS",1.10802826086957,2036
"Malta","MLT",1.0987,2036
"Mauritius","MUS",1.1297,2036
"Mexico","MEX",1.1297,2036
"Mongolia","MNG",1.11779932589735,2036
"Montenegro","MNE",1.0987,2036
"Morocco","MAR",1.1297,2036
"Mozambique","MOZ",1.10758043478261,2036
"Myanmar","MMR",1.1297,2036
"Namibia","NAM",1.1297,2036
"Nepal","NPL",1.17287837837838,2036
"Netherlands","NLD",1.0987,2036
"New Zealand","NZL",1.1393,2036
"Nicaragua","NIC",1.12678695652174,2036
"Niger","NER",1.1297,2036
"Nigeria","NGA",1.1297,2036
"Norway","NOR",1.0987,2036
"Oman","OMN",1.1297,2036
"Pakistan","PAK",1.085,2036
"Panama","PAN",1.1297,2036
"Paraguay","PRY",1.095,2036
"Peru","PER",1.1297,2036
"Philippines","PHL",1.076,2036
"Poland","POL",1.0987,2036
"Portugal","PRT",1.0987,2036
"Qatar","QAT",1.1297,2036
"Romania","ROU",1.0987,2036
"Russian Federation","RUS",1.0987,2036
"Saudi Arabia","SAU",1.1297,2036
"Senegal","SEN",1.1297,2036
"Serbia","SRB",1.0987,2036
"Singapore","SGP",1.1297,2036
"Slovak Republic","SVK",1.0987,2036
"Slovenia","SVN",1.0987,2036
"South Africa","ZAF",1.12307391304348,2036
"South Sudan","SSD",1.1297,2036
"Spain","ESP",1.0987,2036
"Sri Lanka","LKA",1.09241860465116,2036
"Sudan","SDN",1.1297,2036
"Suriname","SUR",1.1297,2036
"Sweden","SWE",1.0987,2036
"Switzerland","CHE",1.0987,2036
"Syrian Arab Republic","SYR",1.1297,2036
"Tajikistan","TJK",1.0987,2036
"Thailand","THA",1.1774,2036
"Togo","TGO",1.1297,2036
"Trinidad and Tobago","TTO",1.1297,2036
"Tunisia","TUN",1.1183652173913,2036
"Turkey","TUR",1.0987,2036
"Turkmenistan","TKM",1.0987,2036
"Ukraine","UKR",1.0987,2036
"United Arab Emirates","ARE",1.1297,2036
"United Kingdom","GBR",1.0987,2036
"United States","USA",1.1297,2036
"Uruguay","URY",1.11658260869565,2036
"Uzbekistan","UZB",1.0987,2036
"Venezuela","VEN",1.1768,2036
"Vietnam","VNM",1.088,2036
"Zambia","ZMB",1.09386,2036
"Zimbabwe","ZWE",1.1297,2036
"Albania","ALB",1.0987,2037
"Algeria","DZA",1.18,2037
"Angola","AGO",1.1297,2037
"Argentina","ARG",1.10977608695652,2037
"Armenia","ARM",1.0987,2037
"Australia","AUS",1.1393,2037
"Austria","AUT",1.0987,2037
"Azerbaijan","AZE",1.0987,2037
"Bahrain","BHR",1.1297,2037
"Bangladesh","BGD",1.1297,2037
"Belarus","BLR",1.0987,2037
"Belgium","BEL",1.0987,2037
"Benin","BEN",1.1297,2037
"Bolivia","BOL",1.1297,2037
"Bosnia and Herzegovina","BIH",1.0987,2037
"Botswana","BWA",1.1297,2037
"Brazil","BRA",1.11678723404255,2037
"Brunei Darussalam","BRN",1.1297,2037
"Bulgaria","BGR",1.0987,2037
"Cambodia","KHM",1.18,2037
"Cameroon","CMR",1.1297,2037
"Canada","CAN",1.1297,2037
"Chile","CHL",1.1297,2037
"China","CHN",1.17360930232558,2037
"Colombia","COL",1.102,2037
"Costa Rica","CRI",1.1297,2037
"Croatia","HRV",1.0987,2037
"Cuba","CUB",1.12005652173913,2037
"Cyprus","CYP",1.0987,2037
"Denmark","DNK",1.0987,2037
"Dominican Republic","DOM",1.1297,2037
"Ecuador","ECU",1.1297,2037
"Egypt","EGY",1.1297,2037
"El Salvador","SLV",1.1297,2037
"Eritrea","ERI",1.1297,2037
"Estonia","EST",1.0987,2037
"Ethiopia","ETH",1.1297,2037
"Finland","FIN",1.0987,2037
"France","FRA",1.0987,2037
"Gabon","GAB",1.1297,2037
"Georgia","GEO",1.0987,2037
"Germany","DEU",1.0987,2037
"Ghana","GHA",1.1297,2037
"Gibraltar","GIB",1.11779932589735,2037
"Greece","GRC",1.0987,2037
"Guatemala","GTM",1.1297,2037
"Haiti","HTI",1.1297,2037
"Honduras","HND",1.1297,2037
"Hungary","HUN",1.0987,2037
"Iceland","ISL",1.0987,2037
"India","IND",1.1297,2037
"Indonesia","IDN",1.1297,2037
"Iraq","IRQ",1.1297,2037
"Ireland","IRL",1.0987,2037
"Israel","ISR",1.1297,2037
"Italy","ITA",1.0987,2037
"Jamaica","JAM",1.1297,2037
"Japan","JPN",1.1393,2037
"Jordan","JOR",1.11931086956522,2037
"Kazakhstan","KAZ",1.0987,2037
"Kenya","KEN",1.1297,2037
"Korea","KOR",1.1393,2037
"Kosovo","XKX",1.0987,2037
"Kuwait","KWT",1.1297,2037
"Latvia","LVA",1.0987,2037
"Lebanon","LBN",1.1297,2037
"Libya","LBY",1.1297,2037
"Lithuania","LTU",1.0987,2037
"Luxembourg","LUX",1.0987,2037
"Malaysia","MYS",1.10802826086957,2037
"Malta","MLT",1.0987,2037
"Mauritius","MUS",1.1297,2037
"Mexico","MEX",1.1297,2037
"Mongolia","MNG",1.11779932589735,2037
"Montenegro","MNE",1.0987,2037
"Morocco","MAR",1.1297,2037
"Mozambique","MOZ",1.10758043478261,2037
"Myanmar","MMR",1.1297,2037
"Namibia","NAM",1.1297,2037
"Nepal","NPL",1.17287837837838,2037
"Netherlands","NLD",1.0987,2037
"New Zealand","NZL",1.1393,2037
"Nicaragua","NIC",1.12678695652174,2037
"Niger","NER",1.1297,2037
"Nigeria","NGA",1.1297,2037
"Norway","NOR",1.0987,2037
"Oman","OMN",1.1297,2037
"Pakistan","PAK",1.085,2037
"Panama","PAN",1.1297,2037
"Paraguay","PRY",1.095,2037
"Peru","PER",1.1297,2037
"Philippines","PHL",1.076,2037
"Poland","POL",1.0987,2037
"Portugal","PRT",1.0987,2037
"Qatar","QAT",1.1297,2037
"Romania","ROU",1.0987,2037
"Russian Federation","RUS",1.0987,2037
"Saudi Arabia","SAU",1.1297,2037
"Senegal","SEN",1.1297,2037
"Serbia","SRB",1.0987,2037
"Singapore","SGP",1.1297,2037
"Slovak Republic","SVK",1.0987,2037
"Slovenia","SVN",1.0987,2037
"South Africa","ZAF",1.12307391304348,2037
"South Sudan","SSD",1.1297,2037
"Spain","ESP",1.0987,2037
"Sri Lanka","LKA",1.09241860465116,2037
"Sudan","SDN",1.1297,2037
"Suriname","SUR",1.1297,2037
"Sweden","SWE",1.0987,2037
"Switzerland","CHE",1.0987,2037
"Syrian Arab Republic","SYR",1.1297,2037
"Tajikistan","TJK",1.0987,2037
"Thailand","THA",1.1774,2037
"Togo","TGO",1.1297,2037
"Trinidad and Tobago","TTO",1.1297,2037
"Tunisia","TUN",1.1183652173913,2037
"Turkey","TUR",1.0987,2037
"Turkmenistan","TKM",1.0987,2037
"Ukraine","UKR",1.0987,2037
"United Arab Emirates","ARE",1.1297,2037
"United Kingdom","GBR",1.0987,2037
"United States","USA",1.1297,2037
"Uruguay","URY",1.11658260869565,2037
"Uzbekistan","UZB",1.0987,2037
"Venezuela","VEN",1.1768,2037
"Vietnam","VNM",1.088,2037
"Zambia","ZMB",1.09386,2037
"Zimbabwe","ZWE",1.1297,2037
"Albania","ALB",1.0987,2038
"Algeria","DZA",1.18,2038
"Angola","AGO",1.1297,2038
"Argentina","ARG",1.10977608695652,2038
"Armenia","ARM",1.0987,2038
"Australia","AUS",1.1393,2038
"Austria","AUT",1.0987,2038
"Azerbaijan","AZE",1.0987,2038
"Bahrain","BHR",1.1297,2038
"Bangladesh","BGD",1.1297,2038
"Belarus","BLR",1.0987,2038
"Belgium","BEL",1.0987,2038
"Benin","BEN",1.1297,2038
"Bolivia","BOL",1.1297,2038
"Bosnia and Herzegovina","BIH",1.0987,2038
"Botswana","BWA",1.1297,2038
"Brazil","BRA",1.11678723404255,2038
"Brunei Darussalam","BRN",1.1297,2038
"Bulgaria","BGR",1.0987,2038
"Cambodia","KHM",1.18,2038
"Cameroon","CMR",1.1297,2038
"Canada","CAN",1.1297,2038
"Chile","CHL",1.1297,2038
"China","CHN",1.17360930232558,2038
"Colombia","COL",1.102,2038
"Costa Rica","CRI",1.1297,2038
"Croatia","HRV",1.0987,2038
"Cuba","CUB",1.12005652173913,2038
"Cyprus","CYP",1.0987,2038
"Denmark","DNK",1.0987,2038
"Dominican Republic","DOM",1.1297,2038
"Ecuador","ECU",1.1297,2038
"Egypt","EGY",1.1297,2038
"El Salvador","SLV",1.1297,2038
"Eritrea","ERI",1.1297,2038
"Estonia","EST",1.0987,2038
"Ethiopia","ETH",1.1297,2038
"Finland","FIN",1.0987,2038
"France","FRA",1.0987,2038
"Gabon","GAB",1.1297,2038
"Georgia","GEO",1.0987,2038
"Germany","DEU",1.0987,2038
"Ghana","GHA",1.1297,2038
"Gibraltar","GIB",1.11779932589735,2038
"Greece","GRC",1.0987,2038
"Guatemala","GTM",1.1297,2038
"Haiti","HTI",1.1297,2038
"Honduras","HND",1.1297,2038
"Hungary","HUN",1.0987,2038
"Iceland","ISL",1.0987,2038
"India","IND",1.1297,2038
"Indonesia","IDN",1.1297,2038
"Iraq","IRQ",1.1297,2038
"Ireland","IRL",1.0987,2038
"Israel","ISR",1.1297,2038
"Italy","ITA",1.0987,2038
"Jamaica","JAM",1.1297,2038
"Japan","JPN",1.1393,2038
"Jordan","JOR",1.11931086956522,2038
"Kazakhstan","KAZ",1.0987,2038
"Kenya","KEN",1.1297,2038
"Korea","KOR",1.1393,2038
"Kosovo","XKX",1.0987,2038
"Kuwait","KWT",1.1297,2038
"Latvia","LVA",1.0987,2038
"Lebanon","LBN",1.1297,2038
"Libya","LBY",1.1297,2038
"Lithuania","LTU",1.0987,2038
"Luxembourg","LUX",1.0987,2038
"Malaysia","MYS",1.10802826086957,2038
"Malta","MLT",1.0987,2038
"Mauritius","MUS",1.1297,2038
"Mexico","MEX",1.1297,2038
"Mongolia","MNG",1.11779932589735,2038
"Montenegro","MNE",1.0987,2038
"Morocco","MAR",1.1297,2038
"Mozambique","MOZ",1.10758043478261,2038
"Myanmar","MMR",1.1297,2038
"Namibia","NAM",1.1297,2038
"Nepal","NPL",1.17287837837838,2038
"Netherlands","NLD",1.0987,2038
"New Zealand","NZL",1.1393,2038
"Nicaragua","NIC",1.12678695652174,2038
"Niger","NER",1.1297,2038
"Nigeria","NGA",1.1297,2038
"Norway","NOR",1.0987,2038
"Oman","OMN",1.1297,2038
"Pakistan","PAK",1.085,2038
"Panama","PAN",1.1297,2038
"Paraguay","PRY",1.095,2038
"Peru","PER",1.1297,2038
"Philippines","PHL",1.076,2038
"Poland","POL",1.0987,2038
"Portugal","PRT",1.0987,2038
"Qatar","QAT",1.1297,2038
"Romania","ROU",1.0987,2038
"Russian Federation","RUS",1.0987,2038
"Saudi Arabia","SAU",1.1297,2038
"Senegal","SEN",1.1297,2038
"Serbia","SRB",1.0987,2038
"Singapore","SGP",1.1297,2038
"Slovak Republic","SVK",1.0987,2038
"Slovenia","SVN",1.0987,2038
"South Africa","ZAF",1.12307391304348,2038
"South Sudan","SSD",1.1297,2038
"Spain","ESP",1.0987,2038
"Sri Lanka","LKA",1.09241860465116,2038
"Sudan","SDN",1.1297,2038
"Suriname","SUR",1.1297,2038
"Sweden","SWE",1.0987,2038
"Switzerland","CHE",1.0987,2038
"Syrian Arab Republic","SYR",1.1297,2038
"Tajikistan","TJK",1.0987,2038
"Thailand","THA",1.1774,2038
"Togo","TGO",1.1297,2038
"Trinidad and Tobago","TTO",1.1297,2038
"Tunisia","TUN",1.1183652173913,2038
"Turkey","TUR",1.0987,2038
"Turkmenistan","TKM",1.0987,2038
"Ukraine","UKR",1.0987,2038
"United Arab Emirates","ARE",1.1297,2038
"United Kingdom","GBR",1.0987,2038
"United States","USA",1.1297,2038
"Uruguay","URY",1.11658260869565,2038
"Uzbekistan","UZB",1.0987,2038
"Venezuela","VEN",1.1768,2038
"Vietnam","VNM",1.088,2038
"Zambia","ZMB",1.09386,2038
"Zimbabwe","ZWE",1.1297,2038
"Albania","ALB",1.0987,2039
"Algeria","DZA",1.18,2039
"Angola","AGO",1.1297,2039
"Argentina","ARG",1.10977608695652,2039
"Armenia","ARM",1.0987,2039
"Australia","AUS",1.1393,2039
"Austria","AUT",1.0987,2039
"Azerbaijan","AZE",1.0987,2039
"Bahrain","BHR",1.1297,2039
"Bangladesh","BGD",1.1297,2039
"Belarus","BLR",1.0987,2039
"Belgium","BEL",1.0987,2039
"Benin","BEN",1.1297,2039
"Bolivia","BOL",1.1297,2039
"Bosnia and Herzegovina","BIH",1.0987,2039
"Botswana","BWA",1.1297,2039
"Brazil","BRA",1.11678723404255,2039
"Brunei Darussalam","BRN",1.1297,2039
"Bulgaria","BGR",1.0987,2039
"Cambodia","KHM",1.18,2039
"Cameroon","CMR",1.1297,2039
"Canada","CAN",1.1297,2039
"Chile","CHL",1.1297,2039
"China","CHN",1.17360930232558,2039
"Colombia","COL",1.102,2039
