Year,prodinit_ippu_paper_tonne,iso_code3
2036,5484893.94936709,"ESP"
2037,5324818.52613148,"ESP"
2038,5169414.86890641,"ESP"
2039,5018546.63322865,"ESP"
2040,4872081.45381813,"ESP"
2041,4729890.82844637,"ESP"
2042,4591850.00519414,"ESP"
2043,4457837.87299955,"ESP"
2044,4327736.85540039,"ESP"
2045,4201432.80737764,"ESP"
2046,4078814.91520954,"ESP"
2047,3959775.59924843,"ESP"
2048,3844210.419535,"ESP"
2049,3732017.98416716,"ESP"
2050,3623099.8603432,"ESP"
2021,185610.6,"EST"
2022,186320.814645911,"EST"
2023,187033.746835127,"EST"
2024,187749.406965971,"EST"
2025,188467.805476554,"EST"
2026,189188.952844928,"EST"
2027,189912.859589236,"EST"
2028,190639.536267869,"EST"
2029,191368.993479619,"EST"
2030,192101.241863831,"EST"
2031,192836.29210056,"EST"
2032,193574.154910729,"EST"
2033,194314.84105628,"EST"
2034,195058.361340338,"EST"
2035,195804.726607361,"EST"
2036,196553.947743305,"EST"
2037,197306.035675778,"EST"
2038,198061.001374201,"EST"
2039,198818.855849968,"EST"
2040,199579.610156607,"EST"
2041,200343.275389943,"EST"
2042,201109.862688253,"EST"
2043,201879.383232438,"EST"
2044,202651.848246178,"EST"
2045,203427.2689961,"EST"
2046,204205.656791941,"EST"
2047,204987.022986714,"EST"
2048,205771.378976873,"EST"
2049,206558.736202477,"EST"
2050,207349.106147362,"EST"
2021,160305.7,"ETH"
2022,193816.86917878,"ETH"
2023,234333.394123006,"ETH"
2024,283319.712230807,"ETH"
2025,342546.394801981,"ETH"
2026,414154.142921919,"ETH"
2027,500731.161390689,"ETH"
2028,605406.70731607,"ETH"
2029,731964.194609641,"ETH"
2030,884977.942457491,"ETH"
2031,1069978.51042969,"ETH"
2032,1293652.59613387,"ETH"
2033,1564084.72055372,"ETH"
2034,1891049.43659576,"ETH"
2035,2286364.62248869,"ETH"
2036,2764318.62954269,"ETH"
2037,3342186.72318289,"ETH"
2038,4040855.48360535,"ETH"
2039,4885577.73451782,"ETH"
2040,5906885.28626119,"ETH"
2041,7141692.48368178,"ETH"
2042,8634630.44561003,"ETH"
2043,10439660.2209648,"ETH"
2044,12622023.1677204,"ETH"
2045,15260599.0496258,"ETH"
2046,18450757.0821944,"ETH"
2047,22307802.9767446,"ETH"
2048,26971146.5731394,"ETH"
2049,32609340.6969799,"ETH"
2050,39426173.3667164,"ETH"
2021,6135383,"FIN"
2022,5859232.96969214,"FIN"
2023,5595512.29208142,"FIN"
2024,5343661.52921196,"FIN"
2025,5103146.42310582,"FIN"
2026,4873456.76242675,"FIN"
2027,4654105.30015485,"FIN"
2028,4444626.71997595,"FIN"
2029,4244576.64919333,"FIN"
2030,4053530.7160676,"FIN"
2031,3871083.64958521,"FIN"
2032,3696848.4197459,"FIN"
2033,3530455.41654522,"FIN"
2034,3371551.66591066,"FIN"
2035,3219800.08092799,"FIN"
2036,3074878.74676947,"FIN"
2037,2936480.23780704,"FIN"
2038,2804310.96546189,"FIN"
2039,2678090.55540681,"FIN"
2040,2557551.25280047,"FIN"
2041,2442437.35429165,"FIN"
2042,2332504.66558865,"FIN"
2043,2227519.98344321,"FIN"
2044,2127260.60095002,"FIN"
2045,2031513.83511241,"FIN"
2046,1940076.57567202,"FIN"
2047,1852754.85424544,"FIN"
2048,1769363.43285367,"FIN"
2049,1689725.41097171,"FIN"
2050,1613671.85026462,"FIN"
2021,43616.19,"FJI"
2022,46540.9979265915,"FJI"
2023,49661.9371844032,"FJI"
2024,52992.1599188243,"FJI"
2025,56545.7002298369,"FJI"
2026,60337.5333139942,"FJI"
2027,64383.6385723341,"FJI"
2028,68701.0669501719,"FJI"
2029,73308.0127925565,"FJI"
2030,78223.8905181978,"FJI"
2031,83469.4164349835,"FJI"
2032,89066.6960418682,"FJI"
2033,95039.3171850394,"FJI"
2034,101412.449460936,"FJI"
2035,108212.95028502,"FJI"
2036,115469.478073291,"FJI"
2037,123212.613013508,"FJI"
2038,131474.985935075,"FJI"
2039,140291.415820662,"FJI"
2040,149699.056539051,"FJI"
2041,159737.553417589,"FJI"
2042,170449.210314032,"FJI"
2043,181879.167891889,"FJI"
2044,194075.593850508,"FJI"
2045,207089.885911597,"FJI"
2046,220976.888417574,"FJI"
2047,235795.123454546,"FJI"
2048,251607.037473893,"FJI"
2049,268479.264451761,"FJI"
2050,286482.906695478,"FJI"
2021,15773620,"FRA"
2022,15247625.6116148,"FRA"
2023,14739171.2740621,"FRA"
2024,14247672.0887385,"FRA"
2025,13772562.6613382,"FRA"
2026,13313296.4514544,"FRA"
2027,12869345.1438678,"FRA"
2028,12440198.0408017,"FRA"
2029,12025361.474442,"FRA"
2030,11624358.239049,"FRA"
2031,11236727.0420049,"FRA"
2032,10862021.9731677,"FRA"
2033,10499811.9919204,"FRA"
2034,10149680.4313243,"FRA"
2035,9811224.51880834,"FRA"
2036,9484054.91284087,"FRA"
2037,9167795.25505202,"FRA"
2038,8862081.73729124,"FRA"
2039,8566562.68312193,"FRA"
2040,8280898.14327171,"FRA"
2041,8004759.50457303,"FRA"
2042,7737829.11194416,"FRA"
2043,7479799.90297588,"FRA"
2044,7230375.05470329,"FRA"
2045,6989267.64215663,"FRA"
2046,6756200.30829816,"FRA"
2047,6530904.94496551,"FRA"
2048,6313122.38445441,"FRA"
2049,6102602.1013861,"FRA"
2050,5899101.92451631,"FRA"
2021,13657.28,"FRO"
2022,13932.8229989312,"FRO"
2023,14213.9252266591,"FRO"
2024,14500.6988436265,"FRO"
2025,14793.2582731741,"FRO"
2026,15091.7202471948,"FRO"
2027,15396.2038527109,"FRO"
2028,15706.8305793894,"FRO"
2029,16023.7243680171,"FRO"
2030,16347.011659953,"FRO"
2031,16676.8214475789,"FRO"
2032,17013.2853257674,"FRO"
2033,17356.5375443888,"FRO"
2034,17706.7150618771,"FRO"
2035,18063.9575998766,"FRO"
2036,18428.4076989913,"FRO"
2037,18800.2107756586,"FRO"
2038,19179.5151801713,"FRO"
2039,19566.4722558695,"FRO"
2040,19961.2363995266,"FRO"
2041,20363.9651229548,"FRO"
2042,20774.8191158515,"FRO"
2043,21193.9623099162,"FRO"
2044,21621.5619442584,"FRO"
2045,22057.7886321272,"FRO"
2046,22502.8164289863,"FRO"
2047,22956.8229019619,"FRO"
2048,23419.9892006934,"FRO"
2049,23892.5001296116,"FRO"
2050,24374.5442216765,"FRO"
2021,946.3305,"FSM"
2022,1090.23509917995,"FSM"
2023,1256.02268074834,"FSM"
2024,1447.02090011675,"FSM"
2025,1667.06343561181,"FSM"
2026,1920.56693730521,"FSM"
2027,2212.61967713677,"FSM"
2028,2549.08367969829,"FSM"
2029,2936.71238362692,"FSM"
2030,3383.28619528429,"FSM"
2031,3897.76865552777,"FSM"
2032,4490.48635412239,"FSM"
2033,5173.33620299973,"FSM"
2034,5960.02422871147,"FSM"
2035,6866.34067707228,"FSM"
2036,7910.47695183789,"FSM"
2037,9113.39074894837,"FSM"
2038,10499.2267152389,"FSM"
2039,12095.8010749957,"FSM"
2040,13935.1599516859,"FSM"
2041,16054.222591383,"FSM"
2042,18495.522398542,"FSM"
2043,21308.0606580464,"FSM"
2044,24548.2900792668,"FSM"
2045,28281.2479036316,"FSM"
2046,32581.8613192205,"FSM"
2047,37536.4513844029,"FSM"
2048,43244.4656469784,"FSM"
2049,49820.4742356053,"FSM"
2050,57396.4694886694,"FSM"
2021,44758.92,"GAB"
2022,45958.331493078,"GAB"
2023,47189.8837958477,"GAB"
2024,48454.4381904076,"GAB"
2025,49752.8790387617,"GAB"
2026,51086.1144012952,"GAB"
2027,52455.0766718239,"GAB"
2028,53860.7232296603,"GAB"
2029,55304.037109154,"GAB"
2030,56786.0276871735,"GAB"
2031,58307.7313890109,"GAB"
2032,59870.2124132019,"GAB"
2033,61474.5634757703,"GAB"
2034,63121.9065744151,"GAB"
2035,64813.3937731756,"GAB"
2036,66550.2080081245,"GAB"
2037,68333.5639146494,"GAB"
2038,70164.7086769048,"GAB"
2039,72044.9229000262,"GAB"
2040,73975.5215057166,"GAB"
2041,75957.8546518335,"GAB"
2042,77993.3086766169,"GAB"
2043,80083.3070682205,"GAB"
2044,82229.3114602236,"GAB"
2045,84432.82265382,"GAB"
2046,86695.3816673978,"GAB"
2047,89018.5708142463,"GAB"
2048,91404.0148091413,"GAB"
2049,93853.381904584,"GAB"
2050,96368.3850574884,"GAB"
2021,11068030,"GBR"
2022,10723035.5204092,"GBR"
2023,10388794.6429453,"GBR"
2024,10064972.1739586,"GBR"
2025,9751243.36790631,"GBR"
2026,9447293.60168106,"GBR"
2027,9152818.05909097,"GBR"
2028,8867521.4251746,"GBR"
2029,8591117.5900442,"GBR"
2030,8323329.36196019,"GBR"
2031,8063888.18934932,"GBR"
2032,7812533.89148755,"GBR"
2033,7569014.39757768,"GBR"
2034,7333085.49396,"GBR"
2035,7104510.57920249,"GBR"
2036,6883060.42682494,"GBR"
2037,6668512.95541906,"GBR"
2038,6460653.00593398,"GBR"
2039,6259272.12590394,"GBR"
2040,6064168.36040155,"GBR"
2041,5875146.04950722,"GBR"
2042,5692015.6320915,"GBR"
2043,5514593.45571358,"GBR"
2044,5342701.59244535,"GBR"
2045,5176167.66043625,"GBR"
2046,5014824.6510401,"GBR"
2047,4858510.7613303,"GBR"
2048,4707069.23183576,"GBR"
2049,4560348.18933452,"GBR"
2050,4418200.49454761,"GBR"
2021,89727.61,"GEO"
2022,92460.452790531,"GEO"
2023,95276.5300472175,"GEO"
2024,98178.3768505186,"GEO"
2025,101168.605492093,"GEO"
2026,104249.907826426,"GEO"
2027,107425.057694086,"GEO"
2028,110696.913418781,"GEO"
2029,114068.420380468,"GEO"
2030,117542.613666838,"GEO"
2031,121122.62080555,"GEO"
2032,124811.664579687,"GEO"
2033,128613.065928957,"GEO"
2034,132530.246939261,"GEO"
2035,136566.733923315,"GEO"
2036,140726.160595091,"GEO"
2037,145012.271340952,"GEO"
2038,149428.92459041,"GEO"
2039,153980.096289553,"GEO"
2040,158669.883480253,"GEO"
2041,163502.5079884,"GEO"
2042,168482.320224453,"GEO"
2043,173613.803099761,"GEO"
2044,178901.576062151,"GEO"
2045,184350.399254434,"GEO"
2046,189965.177799566,"GEO"
2047,195750.966216325,"GEO"
2048,201712.972969472,"GEO"
2049,207856.565158501,"GEO"
2050,214187.27334919,"GEO"
2021,383717.6,"GHA"
2022,452474.038156,"GHA"
2023,533550.598682983,"GHA"
2024,629154.862707993,"GHA"
2025,741889.976782325,"GHA"
2026,874825.532272066,"GHA"
2027,1031581.14527224,"GHA"
2028,1216425.01278784,"GHA"
2029,1434390.12870423,"GHA"
2030,1691411.3239161,"GHA"
2031,1994486.861992,"GHA"
2032,2351868.99035804,"GHA"
2033,2773288.63539535,"GHA"
2034,3270220.35952866,"GHA"
2035,3856194.7946508,"GHA"
2036,4547167.05893031,"GHA"
2037,5361951.18838473,"GHA"
2038,6322732.41207545,"GHA"
2039,7455671.21933319,"GHA"
2040,8791615.66676941,"GHA"
2041,10366941.3200195,"GHA"
2042,12224541.7004472,"GHA"
2043,14414996.2050418,"GHA"
2044,16997947.3000422,"GHA"
2045,20043724.4870003,"GHA"
2046,23635259.2592034,"GHA"
2047,27870343.1895638,"GHA"
2048,32864290.6339858,"GHA"
2049,38753078.5512365,"GHA"
2050,45697048.9314398,"GHA"
2021,26212.43,"GIN"
2022,29139.62448296,"GIN"
2023,32393.7046282211,"GIN"
2024,36011.1744114638,"GIN"
2025,40032.6142803408,"GIN"
2026,44503.136382255,"GIN"
2027,49472.8906283342,"GIN"
2028,54997.6272705815,"GIN"
2029,61139.3223031419,"GIN"
2030,67966.8727033784,"GIN"
2031,75556.8693119101,"GIN"
2032,83994.4560217097,"GIN"
2033,93374.284914566,"GIN"
2034,103801.578059545,"GIN"
2035,115393.307884611,"GIN"
2036,128279.509362701,"GIN"
2037,142604.738732253,"GIN"
2038,158529.695115961,"GIN"
2039,176233.023228951,"GIN"
2040,195913.317398974,"GIN"
2041,217791.349379552,"GIN"
2042,242112.544947466,"GIN"
2043,269149.737066839,"GIN"
2044,299206.226504567,"GIN"
2045,332619.184230785,"GIN"
2046,369763.433772205,"GIN"
2047,411055.655948415,"GIN"
2048,456959.063159486,"GIN"
2049,507988.595660632,"GIN"
2050,564716.698115246,"GIN"
2021,14902.63,"GMB"
2022,15892.170593052,"GMB"
2023,16947.4170772989,"GMB"
2024,18072.7323501984,"GMB"
2025,19272.7690073445,"GMB"
2026,20552.4885785398,"GMB"
2027,21917.1820411502,"GMB"
2028,23372.4916955554,"GMB"
2029,24924.434493137,"GMB"
2030,26579.4269132551,"GMB"
2031,28344.311492066,"GMB"
2032,30226.3851128638,"GMB"
2033,32233.429174912,"GMB"
2034,34373.7417654978,"GMB"
2035,36656.1719682235,"GMB"
2036,39090.1564493824,"GMB"
2037,41685.7584736839,"GMB"
2038,44453.7095106399,"GMB"
2039,47405.4536036302,"GMB"
2040,50553.1946850927,"GMB"
2041,53909.9470334608,"GMB"
2042,57489.5890804614,"GMB"
2043,61306.9207912396,"GMB"
2044,65377.7248545463,"GMB"
2045,69718.8319359781,"GMB"
2046,74348.1902640598,"GMB"
2047,79284.9398368695,"GMB"
2048,84549.4915560136,"GMB"
2049,90163.6116151295,"GMB"
2050,96150.5114918187,"GMB"
2021,4010.321,"GNB"
2022,4577.8139051001,"GNB"
2023,5225.6116529644,"GNB"
2024,5965.07802931325,"GNB"
2025,6809.18488759311,"GNB"
2026,7772.73970358512,"GNB"
2027,8872.64533083402,"GNB"
2028,10128.1965135742,"GNB"
2029,11561.4183586367,"GNB"
2030,13197.4527038725,"GNB"
2031,15064.9991608374,"GNB"
2032,17196.8185685891,"GNB"
2033,19630.3076902748,"GNB"
2034,22408.155233941,"GNB"
2035,25579.0907056011,"GNB"
2036,29198.7392310783,"GNB"
2037,33330.5973420637,"GNB"
2038,38047.1468438042,"GNB"
2039,43431.1263040919,"GNB"
2040,49576.982468244,"GNB"
2041,56592.5270610585,"GNB"
2042,64600.8280396675,"GNB"
2043,73742.3684739875,"GNB"
2044,84177.5109262414,"GNB"
2045,96089.3105601431,"GNB"
2046,109686.726327819,"GNB"
2047,125208.286565688,"GNB"
2048,142926.273301855,"GNB"
2049,163151.498676881,"GNB"
2050,186238.757266799,"GNB"
2021,9566.414,"GNQ"
2022,10229.6498473827,"GNQ"
2023,10938.8675840348,"GNQ"
2024,11697.2551168662,"GNQ"
2025,12508.2213691616,"GNQ"
2026,13375.4116035615,"GNQ"
2027,14302.72380738,"GNQ"
2028,15294.3262139106,"GNQ"
2029,16354.676038477,"GNQ"
2030,17488.5395134478,"GNQ"
2031,18701.0133122701,"GNQ"
2032,19997.5474588247,"GNQ"
2033,21383.969825077,"GNQ"
2034,22866.512327141,"GNQ"
2035,24451.8389375071,"GNQ"
2036,26147.0756393456,"GNQ"
2037,27959.8424575327,"GNQ"
2038,29898.2877103733,"GNQ"
2039,31971.1246359842,"GNQ"
2040,34187.6705579696,"GNQ"
2041,36557.8887664388,"GNQ"
2042,39092.4333026183,"GNQ"
2043,41802.6968483641,"GNQ"
2044,44700.8619358364,"GNQ"
2045,47799.9557075204,"GNQ"
2046,51113.9084727397,"GNQ"
2047,54657.6163238695,"GNQ"
2048,58447.0080937091,"GNQ"
2049,62499.1169549829,"GNQ"
2050,66832.1569838074,"GNQ"
2021,1201749,"GRC"
2022,1159480.4832975,"GRC"
2023,1118698.65599872,"GRC"
2024,1079351.2275206,"GRC"
2025,1041387.74647064,"GRC"
2026,1004759.5359579,"GRC"
2027,969419.631179417,"GRC"
2028,935322.719201759,"GRC"
2029,902425.080860635,"GRC"
2030,870684.534704065,"GRC"
2031,840060.382907186,"GRC"
2032,810513.359089383,"GRC"
2033,782005.577966811,"GRC"
2034,754500.486775774,"GRC"
2035,727962.818404653,"GRC"
2036,702358.546174315,"GRC"
2037,677654.840208999,"GRC"
2038,653820.025341748,"GRC"
2039,630823.540500415,"GRC"
2040,608635.899522164,"GRC"
2041,587228.653346221,"GRC"
2042,566574.353536401,"GRC"
2043,546646.517086642,"GRC"
2044,527419.592464412,"GRC"
2045,508868.926848457,"GRC"
2046,490970.73451888,"GRC"
2047,473702.066359015,"GRC"
2048,457040.780430002,"GRC"
2049,440965.513580328,"GRC"
2050,425455.654053924,"GRC"
2021,7095.492,"GRL"
2022,7360.04344574448,"GRL"
2023,7634.45854399474,"GRL"
2024,7919.10505551079,"GRL"
2025,8214.36445280668,"GRL"
2026,8520.63243138549,"GRL"
2027,8838.31944003554,"GRL"
2028,9167.85123089837,"GRL"
2029,9509.66943004573,"GRL"
2030,9864.23212933011,"GRL"
2031,10232.0145003022,"GRL"
2032,10613.5094310178,"GRL"
2033,11009.2281865881,"GRL"
2034,11419.7010943572,"GRL"
2035,11845.4782546277,"GRL"
2036,12287.1302778837,"GRL"
2037,12745.2490495016,"GRL"
2038,13220.4485229728,"GRL"
2039,13713.3655427007,"GRL"
2040,14224.6606974756,"GRL"
2041,14755.019205771,"GRL"
2042,15305.1518340474,"GRL"
2043,15875.7958492948,"GRL"
2044,16467.7160070901,"GRL"
2045,17081.7055764935,"GRL"
2046,17718.5874031579,"GRL"
2047,18379.2150120757,"GRL"
2048,19064.4737514406,"GRL"
2049,19775.2819791577,"GRL"
2050,20512.5922935927,"GRL"
2021,1268585,"GTM"
2022,1370323.47457815,"GTM"
2023,1480221.21101852,"GTM"
2024,1598932.56898606,"GTM"
2025,1727164.38673731,"GTM"
2026,1865680.18981898,"GTM"
2027,2015304.73729735,"GTM"
2028,2176928.93258797,"GTM"
2029,2351515.12812595,"GTM"
2030,2540102.85546229,"GTM"
2031,2743815.01490477,"GTM"
2032,2963864.56155796,"GTM"
2033,3201561.72757296,"GTM"
2034,3458321.82360993,"GTM"
2035,3735673.66596531,"GTM"
2036,4035268.67954113,"GTM"
2037,4358890.73085776,"GTM"
2038,4708466.74965847,"GTM"
2039,5086078.20234961,"GTM"
2040,5493973.48559215,"GTM"
2041,5934581.31383932,"GTM"
2042,6410525.18053332,"GTM"
2043,6924638.97906656,"GTM"
2044,7479983.87651894,"GTM"
2045,8079866.54064172,"GTM"
2046,8727858.82861605,"GTM"
2047,9427819.05481835,"GTM"
2048,10183914.9642261,"GTM"
2049,11000648.5482539,"GTM"
2050,11882882.8507797,"GTM"
2021,1921.485,"GUM"
2022,1950.54121579875,"GUM"
2023,1980.03681242875,"GUM"
2024,2009.9784340971,"GUM"
2025,2040.37282548291,"GUM"
2026,2071.22683325665,"GUM"
2027,2102.54740762245,"GUM"
2028,2134.34160388367,"GUM"
2029,2166.6165840322,"GUM"
2030,2199.37961836178,"GUM"
2031,2232.63808710575,"GUM"
2032,2266.39948209944,"GUM"
2033,2300.67140846788,"GUM"
2034,2335.46158633887,"GUM"
2035,2370.77785258209,"GUM"
2036,2406.62816257438,"GUM"
2037,2443.02059199179,"GUM"
2038,2479.96333862874,"GUM"
2039,2517.46472424465,"GUM"
2040,2555.53319643849,"GUM"
2041,2594.17733055174,"GUM"
2042,2633.40583160001,"GUM"
2043,2673.22753623401,"GUM"
2044,2713.65141473005,"GUM"
2045,2754.68657301075,"GUM"
2046,2796.34225469617,"GUM"
2047,2838.62784318613,"GUM"
2048,2881.55286377383,"GUM"
2049,2925.1269857916,"GUM"
2050,2969.36002478899,"GUM"
2021,359098.5,"HKG"
2022,350749.94106699,"HKG"
2023,342595.474942103,"HKG"
2024,334630.589227636,"HKG"
2025,326850.876433083,"HKG"
2026,319252.031536188,"HKG"
2027,311829.849600694,"HKG"
2028,304580.223449476,"HKG"
2029,297499.141391776,"HKG"
2030,290582.685003266,"HKG"
2031,283827.026957738,"HKG"
2032,277228.428909187,"HKG"
2033,270783.239423143,"HKG"
2034,264487.891956096,"HKG"
2035,258338.902881892,"HKG"
2036,252332.869564018,"HKG"
2037,246466.468472699,"HKG"
2038,240736.453345777,"HKG"
2039,235139.653392335,"HKG"
2040,229672.971538099,"HKG"
2041,224333.38271162,"HKG"
2042,219117.932170308,"HKG"
2043,214023.733865377,"HKG"
2044,209047.96884481,"HKG"
2045,204187.883693447,"HKG"
2046,199440.789009338,"HKG"
2047,194804.057915528,"HKG"
2048,190275.12460643,"HKG"
2049,185851.482927997,"HKG"
2050,181530.684990909,"HKG"
2021,271897.2,"HND"
2022,281429.3040633,"HND"
2023,291295.582247825,"HND"
2024,301507.749946374,"HND"
2025,312077.933267056,"HND"
2026,323018.683432049,"HND"
2027,334342.991681139,"HND"
2028,346064.304697749,"HND"
2029,358196.540575766,"HND"
2030,370754.105346136,"HND"
2031,383751.910082835,"HND"
2032,397205.388608542,"HND"
2033,411130.515821033,"HND"
2034,425543.826662057,"HND"
2035,440462.435751219,"HND"
2036,455904.057708176,"HND"
2037,471887.028187295,"HND"
2038,488430.325649728,"HND"
2039,505553.593898775,"HND"
2040,523277.16540528,"HND"
2041,541622.085450767,"HND"
2042,560610.137116979,"HND"
2043,580263.867151491,"HND"
2044,600606.612740122,"HND"
2045,621662.529217912,"HND"
2046,643456.618751601,"HND"
2047,666014.76002764,"HND"
2048,689363.738980999,"HND"
2049,713531.28060126,"HND"
2050,738546.081853758,"HND"
2021,561357.4,"HRV"
2022,556610.269919752,"HRV"
2023,551903.28403997,"HRV"
2024,547236.102880421,"HRV"
2025,542608.38983169,"HRV"
2026,538019.811130911,"HRV"
2027,533470.035837686,"HRV"
2028,528958.735810224,"HRV"
2029,524485.58568167,"HRV"
2030,520050.262836641,"HRV"
2031,515652.447387958,"HRV"
2032,511291.822153573,"HRV"
2033,506968.072633695,"HRV"
2034,502680.886988107,"HRV"
2035,498429.956013674,"HRV"
2036,494214.973122045,"HRV"
2037,490035.634317539,"HRV"
2038,485891.63817522,"HRV"
2039,481782.685819159,"HRV"
2040,477708.480900875,"HRV"
2041,473668.729577967,"HRV"
2042,469663.140492917,"HRV"
2043,465691.424752076,"HRV"
2044,461753.295904831,"HRV"
2045,457848.469922946,"HRV"
2046,453976.665180073,"HRV"
2047,450137.602431445,"HRV"
2048,446331.004793731,"HRV"
2049,442556.597725073,"HRV"
2050,438814.109005279,"HRV"
2021,112635.2,"HTI"
2022,126452.37399088,"HTI"
2023,141964.526967852,"HTI"
2024,159379.585223599,"HTI"
2025,178930.98176419,"HTI"
2026,200880.785266069,"HTI"
2027,225523.21286815,"HTI"
2028,253188.57388479,"HTI"
2029,284247.697301528,"HTI"
2030,319116.902400131,"HTI"
2031,358263.57913967,"HTI"
2032,402212.453093533,"HTI"
2033,451552.618918178,"HTI"
2034,506945.436630847,"HTI"
2035,569133.396538682,"HTI"
2036,638950.071645536,"HTI"
2037,717331.29093943,"HTI"
2038,805327.683328422,"HTI"
2039,904118.760364919,"HTI"
2040,1015028.72652453,"HTI"
2041,1139544.22896187,"HTI"
2042,1279334.28466266,"HTI"
2043,1436272.65209737,"HTI"
2044,1612462.94724819,"HTI"
2045,1810266.84066673,"HTI"
2046,2032335.71351831,"HTI"
2047,2281646.19693346,"HTI"
2048,2561540.07103906,"HTI"
2049,2875769.05847956,"HTI"
2050,3228545.11284446,"HTI"
2021,1099965,"HUN"
2022,1100049.79576287,"HUN"
2023,1100134.5980626,"HUN"
2024,1100219.4068997,"HUN"
2025,1100304.22227467,"HUN"
2026,1100389.04418801,"HUN"
2027,1100473.87264024,"HUN"
2028,1100558.70763185,"HUN"
2029,1100643.54916335,"HUN"
2030,1100728.39723524,"HUN"
2031,1100813.25184802,"HUN"
2032,1100898.11300221,"HUN"
2033,1100982.9806983,"HUN"
2034,1101067.8549368,"HUN"
2035,1101152.73571821,"HUN"
2036,1101237.62304304,"HUN"
2037,1101322.5169118,"HUN"
2038,1101407.41732498,"HUN"
2039,1101492.32428309,"HUN"
2040,1101577.23778664,"HUN"
2041,1101662.15783613,"HUN"
2042,1101747.08443206,"HUN"
2043,1101832.01757494,"HUN"
2044,1101916.95726528,"HUN"
2045,1102001.90350358,"HUN"
2046,1102086.85629034,"HUN"
2047,1102171.81562607,"HUN"
2048,1102256.78151127,"HUN"
2049,1102341.75394645,"HUN"
2050,1102426.73293211,"HUN"
2021,10332360,"IDN"
2022,10685628.1412856,"IDN"
2023,11050974.6828251,"IDN"
2024,11428812.5906792,"IDN"
2025,11819568.9504084,"IDN"
2026,12223685.4498245,"IDN"
2027,12641618.8782493,"IDN"
2028,13073841.6428414,"IDN"
2029,13520842.3025773,"IDN"
2030,13983126.1204899,"IDN"
2031,14461215.6347874,"IDN"
2032,14955651.2495,"IDN"
2033,15466991.84532,"IDN"
2034,15995815.4113277,"IDN"
2035,16542719.6983161,"IDN"
2036,17108322.8944526,"IDN"
2037,17693264.3240425,"IDN"
2038,18298205.1701831,"IDN"
2039,18923829.222126,"IDN"
2040,19570843.6481919,"IDN"
2041,20239979.7951117,"IDN"
2042,20931994.0146973,"IDN"
2043,21647668.518777,"IDN"
2044,22387812.2633615,"IDN"
2045,23153261.8630395,"IDN"
2046,23944882.5366373,"IDN"
2047,24763569.0852109,"IDN"
2048,25610246.903476,"IDN"
2049,26485873.0258194,"IDN"
2050,27391437.2080738,"IDN"
2021,5935556,"IND"
2022,6256629.69266368,"IND"
2023,6595071.31448525,"IND"
2024,6951820.35371967,"IND"
2025,7327867.11862313,"IND"
2026,7724255.4864736,"IND"
2027,8142085.80129495,"IND"
2028,8582517.92832843,"IND"
2029,9046774.47373052,"IND"
2030,9536144.17843487,"IND"
2031,10051985.4955993,"IND"
2032,10595730.3615687,"IND"
2033,11168888.1708216,"IND"
2034,11773049.9659345,"IND"
2035,12409892.8541958,"IND"
2036,13081184.6631278,"IND"
2037,13788788.8478421,"IND"
2038,14534669.6638493,"IND"
2039,15320897.6196834,"IND"
2040,16149655.2244762,"IND"
2041,17023243.0464373,"IND"
2042,17944086.0990563,"IND"
2043,18914740.5727566,"IND"
2044,19937900.9306861,"IND"
2045,21016407.388342,"IND"
2046,22153253.7977936,"IND"
2047,23351595.9583888,"IND"
2048,24614760.3770127,"IND"
2049,25946253.5022194,"IND"
2050,27349771.4578659,"IND"
2021,383217.7,"IRL"
2022,368907.021316581,"IRL"
2023,355130.753033256,"IRL"
2024,341868.938411281,"IRL"
2025,329102.365965787,"IRL"
2026,316812.541635415,"IRL"
2027,304981.661991229,"IRL"
2028,293592.58844611,"IRL"
2029,282628.82242725,"IRL"
2030,272074.481475803,"IRL"
2031,261914.276239045,"IRL"
2032,252133.488321741,"IRL"
2033,242717.948964603,"IRL"
2034,233654.018518981,"IRL"
2035,224928.566688038,"IRL"
2036,216528.953505781,"IRL"
2037,208443.011026406,"IRL"
2038,200659.025697432,"IRL"
2039,193165.721391071,"IRL"
2040,185952.243069275,"IRL"
2041,179008.141058785,"IRL"
2042,172323.3559134,"IRL"
2043,165888.203841549,"IRL"
2044,159693.362678038,"IRL"
2045,153729.858379671,"IRL"
2046,147989.052025166,"IRL"
2047,142462.627300536,"IRL"
2048,137142.578451817,"IRL"
2049,132021.198687679,"IRL"
2050,127091.069015121,"IRL"
2021,628250.5,"IRN"
2022,586959.332725475,"IRN"
2023,548381.988193459,"IRN"
2024,512340.102982333,"IRN"
2025,478667.036436917,"IRN"
2026,447207.100200785,"IRN"
2027,417814.838386834,"IRN"
2028,390354.355057955,"IRN"
2029,364698.685908409,"IRN"
2030,340729.21124083,"IRN"
2031,318335.107524777,"IRN"
2032,297412.835001063,"IRN"
2033,277865.658962812,"IRN"
2034,259603.202499857,"IRN"
2035,242541.028638596,"IRN"
2036,226600.249945302,"IRN"
2037,211707.163787884,"IRN"
2038,197792.911569731,"IRN"
2039,184793.160360076,"IRN"
2040,172647.805448913,"IRN"
2041,161300.692451198,"IRN"
2042,150699.357675501,"IRN"
2043,140794.785556668,"IRN"
2044,131541.182031003,"IRN"
2045,122895.762806138,"IRN"
