"year","location_code","prodinit_ippu_mining_tonne"
2020,"SWZ",10978.8451823365
2010,"SXM",757.894949035273
2011,"SXM",897.475760927938
2012,"SXM",840.179015415191
2013,"SXM",1145.52435149678
2014,"SXM",1097.45883420543
2015,"SXM",1376.12677010252
2016,"SXM",589.924232371612
2017,"SXM",0
2018,"SXM",116.470627762712
2019,"SXM",757.894949035273
2020,"SXM",757.894949035273
2010,"SYC",9742.54104044237
2011,"SYC",39.8557214486625
2012,"SYC",233.423498499518
2013,"SYC",7291.96417687738
2014,"SYC",1807.08340291763
2015,"SYC",20112.9421347309
2016,"SYC",55607.1611358679
2017,"SYC",45339.6575312874
2018,"SYC",56326.2417270182
2019,"SYC",1569.5805388989
2020,"SYC",2062.93857149764
2010,"SYR",32890.4051606344
2011,"SYR",138384.695643662
2012,"SYR",164422.244449715
2013,"SYR",79724.5785827239
2014,"SYR",32390.7352622936
2015,"SYR",7426.85720281691
2016,"SYR",1486.38428929267
2017,"SYR",7336.70909148271
2018,"SYR",3331.96373738007
2019,"SYR",6412.23032998148
2020,"SYR",1407.54319710228
2010,"TCD",0
2011,"TCD",0
2012,"TCD",601.664639986363
2013,"TCD",337562.676797165
2014,"TCD",709.509628396241
2015,"TCD",574.438949782322
2016,"TCD",2684.17452190438
2017,"TCD",1142.01040827974
2018,"TCD",1250.59921031408
2019,"TCD",191.570612234594
2020,"TCD",570.209493298037
2010,"TGO",12102.1385816934
2011,"TGO",75893.1823805132
2012,"TGO",161177.557718731
2013,"TGO",238002.286799686
2014,"TGO",183101.654484403
2015,"TGO",89361.0272141717
2016,"TGO",35851.8560742074
2017,"TGO",76422.9765651261
2018,"TGO",71514.9987212812
2019,"TGO",99159.5053645781
2020,"TGO",103832.729888495
2010,"THA",8709586.86661832
2011,"THA",6403265.4410968
2012,"THA",6136819.56509998
2013,"THA",5847778.2276466
2014,"THA",5874840.75164778
2015,"THA",9304064.79439444
2016,"THA",7487828.63499785
2017,"THA",6352651.37226877
2018,"THA",9315436.02054649
2019,"THA",8016634.95507856
2020,"THA",7571871.03521609
2010,"TJK",1522039.3902094
2011,"TJK",3358527.72358398
2012,"TJK",5764246.65382646
2013,"TJK",6970722.91315937
2014,"TJK",17482369.247031
2015,"TJK",11157085.6920036
2016,"TJK",11157085.6920036
2017,"TJK",18412185.9027843
2018,"TJK",29051136.9424625
2019,"TJK",12226243.4831619
2020,"TJK",5626298.97181304
2010,"TKM",55958.4318182299
2011,"TKM",32998.5724225758
2012,"TKM",8509.87078035083
2013,"TKM",31729.531950015
2014,"TKM",77732.8518228612
2015,"TKM",35916.8229224879
2016,"TKM",120074.458868515
2017,"TKM",83785.2484743484
2018,"TKM",20273.1358513772
2019,"TKM",51886.5472123068
2020,"TKM",51886.5472123068
2010,"TLS",16842.3502801853
2011,"TLS",3082.31765468289
2012,"TLS",43.1935928075419
2013,"TLS",856.460870595067
2014,"TLS",0
2015,"TLS",0
2016,"TLS",0
2017,"TLS",659.710815751825
2018,"TLS",0
2019,"TLS",74.0230344141983
2020,"TLS",0
2010,"TON",57.221032771521
2011,"TON",12.9582715703485
2012,"TON",142.336372096904
2013,"TON",0
2014,"TON",0
2015,"TON",0
2016,"TON",0
2017,"TON",422.657615776121
2018,"TON",0
2019,"TON",149043.95040869
2020,"TON",0
2010,"TUN",214451.437615493
2011,"TUN",183785.364961513
2012,"TUN",284520.997017673
2013,"TUN",308091.366121739
2014,"TUN",447969.381355369
2015,"TUN",349045.892637279
2016,"TUN",454857.54487469
2017,"TUN",416352.781861469
2018,"TUN",661043.51287371
2019,"TUN",574920.028488042
2020,"TUN",135760.467239921
2010,"TUR",78048745.4369799
2011,"TUR",65423207.9164285
2012,"TUR",76477616.5124217
2013,"TUR",89545330.4203946
2014,"TUR",76106489.0954576
2015,"TUR",81953850.4053853
2016,"TUR",75492200.0124166
2017,"TUR",82177121.9492066
2018,"TUR",75376761.1881753
2019,"TUR",61457115.6009152
2020,"TUR",59514308.6147859
2010,"TZA",19037418.6091937
2011,"TZA",21776594.8692263
2012,"TZA",17413846.001231
2013,"TZA",16695394.9287124
2014,"TZA",24179526.695847
2015,"TZA",25318146.1231802
2016,"TZA",24911307.4225347
2017,"TZA",10657404.4608194
2018,"TZA",1763332.49329435
2019,"TZA",3027943.91718664
2020,"TZA",18342123.8688977
2010,"UGA",422059.493018605
2011,"UGA",115326.18428081
2012,"UGA",138508.431808588
2013,"UGA",477016.852689711
2014,"UGA",376160.918396278
2015,"UGA",448252.569367044
2016,"UGA",334143.810174896
2017,"UGA",492534.639296444
2018,"UGA",528982.834843835
2019,"UGA",344565.370861488
2020,"UGA",342390.056635753
2010,"UKR",71562586.1850155
2011,"UKR",73348476.854505
2012,"UKR",77506748.1150414
2013,"UKR",89652882.2253389
2014,"UKR",77282730.0804773
2015,"UKR",67940880.6745297
2016,"UKR",56373972.4860557
2017,"UKR",66385445.3210635
2018,"UKR",78995542.4295476
2019,"UKR",90808644.2379685
2020,"UKR",90245262.2048965
2010,"URY",197103.303355209
2011,"URY",842653.046826357
2012,"URY",1593369.01041501
2013,"URY",952317.045911622
2014,"URY",125537.901903736
2015,"URY",159599.558092552
2016,"URY",86514.5792175817
2017,"URY",2718561.84697057
2018,"URY",5047641.719508
2019,"URY",3517796.86653105
2020,"URY",3257614.66525761
2010,"USA",617313979.499601
2011,"USA",663123032.677575
2012,"USA",692067295.95161
2013,"USA",664027733.400267
2014,"USA",786335533.814423
2015,"USA",972858408.380035
2016,"USA",767470101.035911
2017,"USA",771778269.767738
2018,"USA",856911387.318204
2019,"USA",866450994.781357
2020,"USA",780007136.883464
2010,"UZB",2339905.24164083
2011,"UZB",3791214.99326767
2012,"UZB",5471946.7973148
2013,"UZB",1909261.69733788
2014,"UZB",5359571.82630379
2015,"UZB",3715244.06199188
2016,"UZB",4638729.18466277
2017,"UZB",4313526.6007049
2018,"UZB",3715631.09130158
2019,"UZB",7061395.3301986
2020,"UZB",4741192.57835921
2010,"VEN",31515956.0379547
2011,"VEN",31806150.7774876
2012,"VEN",35647645.481659
2013,"VEN",15422605.4007705
2014,"VEN",19769964.4272451
2015,"VEN",26832464.4250234
2016,"VEN",26832464.4250234
2017,"VEN",26832464.4250234
2018,"VEN",26832464.4250234
2019,"VEN",26832464.4250234
2020,"VEN",26832464.4250234
2010,"VNM",6265690.35039676
2011,"VNM",8729539.25164903
2012,"VNM",9210627.26401372
2013,"VNM",9601010.60171397
2014,"VNM",6558734.49168895
2015,"VNM",6064442.56263439
2016,"VNM",7588152.83530268
2017,"VNM",9314777.98243532
2018,"VNM",13488537.0074198
2019,"VNM",13711846.9388467
2020,"VNM",17129826.79542
2010,"VUT",77.7836176150532
2011,"VUT",300.092506450073
2012,"VUT",175.817187643924
2013,"VUT",0
2014,"VUT",0
2015,"VUT",0
2016,"VUT",0
2017,"VUT",0
2018,"VUT",0
2019,"VUT",195.849348578713
2020,"VUT",1550.67453607894
2010,"WSM",0
2011,"WSM",85.4415330218147
2012,"WSM",172.072361690797
2013,"WSM",0
2014,"WSM",35.9217239335283
2015,"WSM",0
2016,"WSM",63.7497583346224
2017,"WSM",614.955270827054
2018,"WSM",487.493393150029
2019,"WSM",25.5327661297199
2020,"WSM",0
2010,"YEM",109618.590456197
2011,"YEM",61028.3387342935
2012,"YEM",160844.398973143
2013,"YEM",80436.4853662641
2014,"YEM",70313.2454715491
2015,"YEM",23169.537601916
2016,"YEM",54026.9166256066
2017,"YEM",157771.710420839
2018,"YEM",201618.070338158
2019,"YEM",102091.921554219
2020,"YEM",102091.921554219
2010,"ZAF",402504616.098748
2011,"ZAF",424247079.723465
2012,"ZAF",450379216.433799
2013,"ZAF",398456656.20989
2014,"ZAF",365785672.491078
2015,"ZAF",322518188.030151
2016,"ZAF",311168606.915282
2017,"ZAF",397475063.290496
2018,"ZAF",448678852.736583
2019,"ZAF",471584769.363925
2020,"ZAF",368623111.716805
2010,"ZMB",25525378.7185156
2011,"ZMB",23187386.1071552
2012,"ZMB",20829156.53348
2013,"ZMB",28659753.919333
2014,"ZMB",31099916.4141896
2015,"ZMB",11747495.1549967
2016,"ZMB",17895583.1243043
2017,"ZMB",21842961.9158926
2018,"ZMB",27781042.5243293
2019,"ZMB",7407453.54247864
2020,"ZMB",3634237.29906183
2010,"ZWE",3750520.26525619
2011,"ZWE",2777716.64189384
2012,"ZWE",2011254.72773633
2013,"ZWE",3168612.30444481
2014,"ZWE",3873441.769998
2015,"ZWE",5805035.9865853
2016,"ZWE",8362886.68305967
2017,"ZWE",12926725.8714891
2018,"ZWE",8715719.8959777
2019,"ZWE",13051537.1835855
2020,"ZWE",7478646.0522047
