Year,prodinit_ippu_plastic_tonne,iso_code3
2028,6073309.28795875,"ESP"
2029,6054985.06679845,"ESP"
2030,6036716.1329725,"ESP"
2031,6018502.31966946,"ESP"
2032,6000343.46058121,"ESP"
2033,5982239.38990143,"ESP"
2034,5964189.94232403,"ESP"
2035,5946194.95304169,"ESP"
2036,5928254.25774435,"ESP"
2037,5910367.6926177,"ESP"
2038,5892535.09434169,"ESP"
2039,5874756.30008901,"ESP"
2040,5857031.14752365,"ESP"
2041,5839359.4747994,"ESP"
2042,5821741.12055836,"ESP"
2043,5804175.92392947,"ESP"
2044,5786663.72452704,"ESP"
2045,5769204.36244932,"ESP"
2046,5751797.67827698,"ESP"
2047,5734443.51307169,"ESP"
2048,5717141.70837469,"ESP"
2049,5699892.1062053,"ESP"
2050,5682694.54905948,"ESP"
2021,135231.5,"EST"
2022,139421.053590395,"EST"
2023,143740.402082769,"EST"
2024,148193.566601618,"EST"
2025,152784.692848308,"EST"
2026,157518.054960539,"EST"
2027,162398.059491377,"EST"
2028,167429.249511567,"EST"
2029,172616.308838931,"EST"
2030,177964.066398796,"EST"
2031,183477.500719516,"EST"
2032,189161.744567261,"EST"
2033,195022.089724397,"EST"
2034,201063.991915907,"EST"
2035,207293.075888432,"EST"
2036,213715.140646662,"EST"
2037,220336.164851955,"EST"
2038,227162.312388213,"EST"
2039,234199.938100185,"EST"
2040,241455.593709551,"EST"
2041,248936.033914289,"EST"
2042,256648.222676999,"EST"
2043,264599.339708053,"EST"
2044,272796.78714959,"EST"
2045,281248.196466582,"EST"
2046,289961.435551402,"EST"
2047,298944.61604848,"EST"
2048,308206.100905893,"EST"
2049,317754.512160905,"EST"
2050,327598.738966701,"EST"
2021,164968.7,"ETH"
2022,188842.388765829,"ETH"
2023,216170.993617484,"ETH"
2024,247454.497832671,"ETH"
2025,283265.240506656,"ETH"
2026,324258.387631133,"ETH"
2027,371183.91851072,"ETH"
2028,424900.346811397,"ETH"
2029,486390.42727071,"ETH"
2030,556779.13542771,"ETH"
2031,637354.249316033,"ETH"
2032,729589.909667056,"ETH"
2033,835173.5896626,"ETH"
2034,956036.967655186,"ETH"
2035,1094391.26767954,"ETH"
2036,1252767.71431834,"ETH"
2037,1434063.84205357,"ETH"
2038,1641596.50634393,"ETH"
2039,1879162.5662785,"ETH"
2040,2151108.34901019,"ETH"
2041,2462409.16683713,"ETH"
2042,2818760.34171573,"ETH"
2043,3226681.4025205,"ETH"
2044,3693635.36136399,"ETH"
2045,4228165.2511653,"ETH"
2046,4840050.42245425,"ETH"
2047,5540485.4588981,"ETH"
2048,6342284.98485264,"ETH"
2049,7260118.11194017,"ETH"
2050,8310776.81390981,"ETH"
2021,1017467,"FIN"
2022,1009199.23276975,"FIN"
2023,1000998.64803777,"FIN"
2024,992864.699890294,"FIN"
2025,984796.84684953,"FIN"
2026,976794.551837665,"FIN"
2027,968857.282141084,"FIN"
2028,960984.509374915,"FIN"
2029,953175.709447852,"FIN"
2030,945430.362527269,"FIN"
2031,937747.953004614,"FIN"
2032,930127.969461082,"FIN"
2033,922569.904633574,"FIN"
2034,915073.255380925,"FIN"
2035,907637.522650411,"FIN"
2036,900262.211444529,"FIN"
2037,892946.830788041,"FIN"
2038,885690.893695294,"FIN"
2039,878493.917137798,"FIN"
2040,871355.422012072,"FIN"
2041,864274.933107751,"FIN"
2042,857251.979075949,"FIN"
2043,850286.092397882,"FIN"
2044,843376.809353749,"FIN"
2045,836523.669991854,"FIN"
2046,829726.218097996,"FIN"
2047,822984.001165092,"FIN"
2048,816296.570363058,"FIN"
2049,809663.480508926,"FIN"
2050,803084.290037212,"FIN"
2021,15269.15,"FJI"
2022,16346.5449771571,"FJI"
2023,17499.961208726,"FJI"
2024,18734.7627731042,"FJI"
2025,20056.6922393791,"FJI"
2026,21471.8973737247,"FJI"
2027,22986.9597302071,"FJI"
2028,24608.9252589652,"FJI"
2029,26345.3370741116,"FJI"
2030,28204.2705337448,"FJI"
2031,30194.3707952155,"FJI"
2032,32324.8930203022,"FJI"
2033,34605.7454172735,"FJI"
2034,37047.5353200085,"FJI"
2035,39661.6185184725,"FJI"
2036,42460.1520699618,"FJI"
2037,45456.1508367236,"FJI"
2038,48663.5480128847,"FJI"
2039,52097.259922174,"FJI"
2040,55773.2553877891,"FJI"
2041,59708.6299970177,"FJI"
2042,63921.6856059885,"FJI"
2043,68432.0154542974,"FJI"
2044,73260.595285342,"FJI"
2045,78429.8808961301,"FJI"
2046,83963.9125702257,"FJI"
2047,89888.4268795106,"FJI"
2048,96230.9763747042,"FJI"
2049,103021.057721277,"FJI"
2050,110290.248876667,"FJI"
2021,11438380,"FRA"
2022,11317655.3191771,"FRA"
2023,11198204.8090462,"FRA"
2024,11080015.0215622,"FRA"
2025,10963072.6506153,"FRA"
2026,10847364.5305333,"FRA"
2027,10732877.6345989,"FRA"
2028,10619599.0735834,"FRA"
2029,10507516.0942957,"FRA"
2030,10396616.0781461,"FRA"
2031,10286886.5397261,"FRA"
2032,10178315.1254026,"FRA"
2033,10070889.611927,"FRA"
2034,9964597.90505918,"FRA"
2035,9859428.03820594,"FRA"
2036,9755368.17107365,"FRA"
2037,9652406.5883353,"FRA"
2038,9550531.69831157,"FRA"
2039,9449732.03166581,"FRA"
2040,9349996.24011274,"FRA"
2041,9251313.09514091,"FRA"
2042,9153671.4867485,"FRA"
2043,9057060.42219257,"FRA"
2044,8961469.02475142,"FRA"
2045,8866886.53250012,"FRA"
2046,8773302.29709888,"FRA"
2047,8680705.7825942,"FRA"
2048,8589086.56423276,"FRA"
2049,8498434.32728774,"FRA"
2050,8408738.86589756,"FRA"
2021,5998.27,"FRO"
2022,6394.18059465458,"FRO"
2023,6816.22292378589,"FRO"
2024,7266.12178980131,"FRO"
2025,7745.71583919102,"FRO"
2026,8256.96507670776,"FRO"
2027,8801.95887551333,"FRO"
2028,9382.92451602795,"FRO"
2029,10002.2362883789,"FRO"
2030,10662.4251956485,"FRO"
2031,11366.1892975761,"FRO"
2032,12116.4047369877,"FRO"
2033,12916.1374940154,"FRO"
2034,13768.6559161431,"FRO"
2035,14677.4440752881,"FRO"
2036,15646.2160065044,"FRO"
2037,16678.9308864996,"FRO"
2038,17779.8092139969,"FRO"
2039,18953.3500580667,"FRO"
2040,20204.3494449208,"FRO"
2041,21537.9199583101,"FRO"
2042,22959.5116336294,"FRO"
2043,24474.9342311198,"FRO"
2044,26090.3809791946,"FRO"
2045,27812.453884922,"FRO"
2046,29648.1907151051,"FRO"
2047,31605.0937582242,"FRO"
2048,33691.1604847857,"FRO"
2049,35914.9162313817,"FRO"
2050,38285.4490420314,"FRO"
2021,505.8618,"FSM"
2022,561.860203542575,"FSM"
2023,624.057575260484,"FSM"
2024,693.140134831571,"FSM"
2025,769.870065776848,"FSM"
2026,855.093924583187,"FSM"
2027,949.751980707633,"FSM"
2028,1054.88859051099,"FSM"
2029,1171.66371957568,"FSM"
2030,1301.36574053277,"FSM"
2031,1445.425647596,"FSM"
2032,1605.43284463058,"FSM"
2033,1783.15268094581,"FSM"
2034,1980.54592828259,"FSM"
2035,2199.79041388433,"FSM"
2036,2443.30504832754,"FSM"
2037,2713.77651320956,"FSM"
2038,3014.18890313715,"FSM"
2039,3347.85664905397,"FSM"
2040,3718.46108614809,"FSM"
2041,4130.09106979082,"FSM"
2042,4587.28808762006,"FSM"
2043,5095.09636548685,"FSM"
2044,5659.11852008093,"FSM"
2045,6285.57737224718,"FSM"
2046,6981.38460297537,"FSM"
2047,7754.21700954043,"FSM"
2048,8612.60120312244,"FSM"
2049,9566.00768236977,"FSM"
2050,10624.9553208131,"FSM"
2021,22809.48,"GAB"
2022,23840.6898620034,"GAB"
2023,24918.5204176611,"GAB"
2024,26045.07937478,"GAB"
2025,27222.5697300154,"GAB"
2026,28453.2940768513,"GAB"
2027,29739.659108344,"GAB"
2028,31084.1803234328,"GAB"
2029,32489.486946022,"GAB"
2030,33958.327066453,"GAB"
2031,35493.5730154209,"GAB"
2032,37098.226980844,"GAB"
2033,38775.426878671,"GAB"
2034,40528.4524891048,"GAB"
2035,42360.7318702437,"GAB"
2036,44275.8480616815,"GAB"
2037,46277.546091175,"GAB"
2038,48369.7402980809,"GAB"
2039,50556.5219878838,"GAB"
2040,52842.167432782,"GAB"
2041,55231.1462339787,"GAB"
2042,57728.1300620287,"GAB"
2043,60338.0017923347,"GAB"
2044,63065.8650536556,"GAB"
2045,65917.0542083012,"GAB"
2046,68897.1447835275,"GAB"
2047,72011.964374533,"GAB"
2048,75267.6040403762,"GAB"
2049,78670.4302150984,"GAB"
2050,82227.0971573461,"GAB"
2021,8059964,"GBR"
2022,8114173.49711813,"GBR"
2023,8168747.59506796,"GBR"
2024,8223688.7460723,"GBR"
2025,8278999.4188471,"GBR"
2026,8334682.09871229,"GBR"
2027,8390739.28770354,"GBR"
2028,8447173.50468463,"GBR"
2029,8503987.28546065,"GBR"
2030,8561183.18289193,"GBR"
2031,8618763.76700878,"GBR"
2032,8676731.62512694,"GBR"
2033,8735089.36196387,"GBR"
2034,8793839.59975575,"GBR"
2035,8852984.97837535,"GBR"
2036,8912528.15545059,"GBR"
2037,8972471.80648404,"GBR"
2038,9032818.62497307,"GBR"
2039,9093571.32253091,"GBR"
2040,9154732.62900849,"GBR"
2041,9216305.2926171,"GBR"
2042,9278292.08005188,"GBR"
2043,9340695.77661613,"GBR"
2044,9403519.18634647,"GBR"
2045,9466765.13213885,"GBR"
2046,9530436.45587537,"GBR"
2047,9594536.018552,"GBR"
2048,9659066.70040709,"GBR"
2049,9724031.40105086,"GBR"
2050,9789433.03959564,"GBR"
2021,48894.58,"GEO"
2022,50823.3661358843,"GEO"
2023,52828.2387410252,"GEO"
2024,54912.1992631705,"GEO"
2025,57078.3675507337,"GEO"
2026,59329.9865234453,"GEO"
2027,61670.4270272522,"GEO"
2028,64103.1928807318,"GEO"
2029,66631.9261205771,"GEO"
2030,69260.4124540038,"GEO"
2031,71992.5869262442,"GEO"
2032,74832.5398116108,"GEO"
2033,77784.5227369503,"GEO"
2034,80852.9550466543,"GEO"
2035,84042.4304187562,"GEO"
2036,87357.7237420186,"GEO"
2037,90803.7982643076,"GEO"
2038,94385.8130229544,"GEO"
2039,98109.1305682292,"GEO"
2040,101979.32499149,"GEO"
2041,106002.190270022,"GEO"
2042,110183.748941069,"GEO"
2043,114530.261118028,"GEO"
2044,119048.233862321,"GEO"
2045,123744.430924964,"GEO"
2046,128625.882872419,"GEO"
2047,133699.897611889,"GEO"
2048,138974.071331818,"GEO"
2049,144456.299873963,"GEO"
2050,150154.790554076,"GEO"
2021,367106.4,"GHA"
2022,434658.171386803,"GHA"
2023,514640.240413459,"GHA"
2024,609339.923848178,"GHA"
2025,721465.430874598,"GHA"
2026,854223.31210446,"GHA"
2027,1011410.16009338,"GHA"
2028,1197521.18379908,"GHA"
2029,1417878.76198037,"GHA"
2030,1678784.65188994,"GHA"
2031,1987700.20610568,"GHA"
2032,2353459.75131751,"GHA"
2033,2786523.23124878,"GHA"
2034,3299275.3387613,"GHA"
2035,3906379.69168492,"GHA"
2036,4625198.18104591,"GHA"
2037,5476287.48415985,"GHA"
2038,6483986.94180586,"GHA"
2039,7677114.61151656,"GHA"
2040,9089791.40262521,"GHA"
2041,10762416.8615763,"GHA"
2042,12742824.5128803,"GHA"
2043,15087649.7960032,"GHA"
2044,17863949.7182703,"GHA"
2045,21151120.5424072,"GHA"
2046,25043168.3504961,"GHA"
2047,29651397.4176383,"GHA"
2048,35107593.2770827,"GHA"
2049,41567791.5057007,"GHA"
2050,49216740.009043,"GHA"
2021,21100.77,"GIN"
2022,22472.5736031826,"GIN"
2023,23933.5609245756,"GIN"
2024,25489.5299775212,"GIN"
2025,27146.6557158991,"GIN"
2026,28911.5145397916,"GIN"
2027,30791.1103943103,"GIN"
2028,32792.9025651603,"GIN"
2029,34924.8352812508,"GIN"
2030,37195.3692418303,"GIN"
2031,39613.5151932647,"GIN"
2032,42188.8696887095,"GIN"
2033,44931.6531725904,"GIN"
2034,47852.7505410328,"GIN"
2035,50963.7543392063,"GIN"
2036,54277.010767016,"GIN"
2037,57805.6686757165,"GIN"
2038,61563.7317498946,"GIN"
2039,65566.1140819076,"GIN"
2040,69828.6993593282,"GIN"
2041,74368.4039002847,"GIN"
2042,79203.243786855,"GIN"
2043,84352.4063629389,"GIN"
2044,89836.3263803505,"GIN"
2045,95676.7670953219,"GIN"
2046,101896.906637254,"GIN"
2047,108521.429992475,"GIN"
2048,115576.626968045,"GIN"
2049,123090.496524391,"GIN"
2050,131092.85789081,"GIN"
2021,8541.831,"GMB"
2022,9128.02795426553,"GMB"
2023,9754.45362169457,"GMB"
2024,10423.8687627295,"GMB"
2025,11139.223599459,"GMB"
2026,11903.6708177293,"GMB"
2027,12720.5794615473,"GMB"
2028,13593.5497810083,"GMB"
2029,14526.4290991877,"GMB"
2030,15523.3287679236,"GMB"
2031,16588.642287217,"GMB"
2032,17727.0646681055,"GMB"
2033,18943.6131243453,"GMB"
2034,20243.6491840936,"GMB"
2035,21632.9023190404,"GMB"
2036,23117.4951951281,"GMB"
2037,24703.9706561425,"GMB"
2038,26399.3205590961,"GMB"
2039,28211.0165884862,"GMB"
2040,30147.0431852316,"GMB"
2041,32215.9327354105,"GMB"
2042,34426.8031738822,"GMB"
2043,36789.3981685184,"GMB"
2044,39314.1300621426,"GMB"
2045,42012.1257614285,"GMB"
2046,44895.2757749993,"GMB"
2047,47976.2866168452,"GMB"
2048,51268.7368060101,"GMB"
2049,54787.1367093475,"GMB"
2050,58546.992491082,"GMB"
2021,5211.11,"GNB"
2022,5936.13013188367,"GNB"
2023,6762.02209177264,"GNB"
2024,7702.82014607917,"GNB"
2025,8774.51114438597,"GNB"
2026,9995.30618174221,"GNB"
2027,11385.9500572514,"GNB"
2028,12970.0737875371,"GNB"
2029,14774.5961652994,"GNB"
2030,16830.1811865892,"GNB"
2031,19171.7591197987,"GNB"
2032,21839.1200708203,"GNB"
2033,24877.5901307442,"GNB"
2034,28338.8015957756,"GNB"
2035,32281.5703476144,"GNB"
2036,36772.8953034951,"GNB"
2037,41889.0969194051,"GNB"
2038,47717.1140929046,"GNB"
2039,54355.9815036379,"GNB"
2040,61918.5124957747,"GNB"
2041,70533.2160993692,"GNB"
2042,80346.4807663105,"GNB"
2043,91525.0619287845,"GNB"
2044,104258.91565098,"GNB"
2045,118764.426525884,"GNB"
2046,135288.084668369,"GNB"
2047,154110.674287193,"GNB"
2048,175552.045011738,"GNB"
2049,199976.547051967,"GNB"
2050,227799.222550519,"GNB"
2021,4787.932,"GNQ"
2022,4739.87138974275,"GNQ"
2023,4692.29320535502,"GNQ"
2024,4645.19260431155,"GNQ"
2025,4598.56479269566,"GNQ"
2026,4552.40502471139,"GNQ"
2027,4506.70860220042,"GNQ"
2028,4461.47087416391,"GNQ"
2029,4416.68723628909,"GNQ"
2030,4372.35313048068,"GNQ"
2031,4328.46404439694,"GNQ"
2032,4285.0155109904,"GNQ"
2033,4242.00310805319,"GNQ"
2034,4199.42245776697,"GNQ"
2035,4157.26922625736,"GNQ"
2036,4115.5391231528,"GNQ"
2037,4074.22790114792,"GNQ"
2038,4033.33135557119,"GNQ"
2039,3992.84532395703,"GNQ"
2040,3952.76568562211,"GNQ"
2041,3913.08836124597,"GNQ"
2042,3873.8093124558,"GNQ"
2043,3834.92454141544,"GNQ"
2044,3796.43009041845,"GNQ"
2045,3758.32204148532,"GNQ"
2046,3720.59651596469,"GNQ"
2047,3683.24967413856,"GNQ"
2048,3646.27771483151,"GNQ"
2049,3609.6768750238,"GNQ"
2050,3573.44342946837,"GNQ"
2021,725448,"GRC"
2022,707429.607386885,"GRC"
2023,689858.748535473,"GRC"
2024,672724.307777894,"GRC"
2025,656015.44553287,"GRC"
2026,639721.591448388,"GRC"
2027,623832.43771469,"GRC"
2028,608337.932543348,"GRC"
2029,593228.273808308,"GRC"
2030,578493.902844878,"GRC"
2031,564125.498402723,"GRC"
2032,550113.970749067,"GRC"
2033,536450.455918347,"GRC"
2034,523126.310104696,"GRC"
2035,510133.104193705,"GRC"
2036,497462.618429998,"GRC"
2037,485106.837217258,"GRC"
2038,473057.9440474,"GRC"
2039,461308.316555699,"GRC"
2040,449850.521698734,"GRC"
2041,438677.311052096,"GRC"
2042,427781.616224896,"GRC"
2043,417156.544388165,"GRC"
2044,406795.373914311,"GRC"
2045,396691.550124891,"GRC"
2046,386838.681143992,"GRC"
2047,377230.533854603,"GRC"
2048,367861.02995543,"GRC"
2049,358724.242115638,"GRC"
2050,349814.390225107,"GRC"
2021,2694.008,"GRL"
2022,2799.64805434496,"GRL"
2023,2909.43056895061,"GRL"
2024,3023.51798198607,"GRL"
2025,3142.07910130345,"GRL"
2026,3265.28935421207,"GRL"
2027,3393.33104704705,"GRL"
2028,3526.39363491631,"GRL"
2029,3664.67400202519,"GRL"
2030,3808.37675299345,"GRL"
2031,3957.71451559561,"GRL"
2032,4112.90825537268,"GRL"
2033,4274.18760258078,"GRL"
2034,4441.79119196031,"GRL"
2035,4615.96701582856,"GRL"
2036,4796.97279101804,"GRL"
2037,4985.07634020365,"GRL"
2038,5180.55598818275,"GRL"
2039,5383.70097369457,"GRL"
2040,5594.81187738828,"GRL"
2041,5814.20106657299,"GRL"
2042,6042.19315740764,"GRL"
2043,6279.12549521483,"GRL"
2044,6525.3486536291,"GRL"
2045,6781.22695331833,"GRL"
2046,7047.13900104575,"GRL"
2047,7323.47824987016,"GRL"
2048,7610.65358131327,"GRL"
2049,7909.08991035557,"GRL"
2050,8219.22881415583,"GRL"
2021,494732.9,"GTM"
2022,534617.582924499,"GTM"
2023,577717.713885681,"GTM"
2024,624292.517862123,"GTM"
2025,674622.118192054,"GTM"
2026,729009.221370241,"GTM"
2027,787780.93767087,"GTM"
2028,851290.74854653,"GTM"
2029,919920.632636182,"GTM"
2030,994083.363168957,"GTM"
2031,1074224.99058147,"GTM"
2032,1160827.52528033,"GTM"
2033,1254411.8366852,"GTM"
2034,1355540.78598881,"GTM"
2035,1464822.61147563,"GTM"
2036,1582914.58676036,"GTM"
2037,1710526.97394848,"GTM"
2038,1848427.29549519,"GTM"
2039,1997444.9504557,"GTM"
2040,2158476.20289124,"GTM"
2041,2332489.57243346,"GTM"
2042,2520531.6594287,"GTM"
2043,2723733.43969735,"GTM"
2044,2943317.06676801,"GTM"
2045,3180603.22249832,"GTM"
2046,3437019.06029278,"GTM"
2047,3714106.78869175,"GTM"
2048,4013532.94695755,"GTM"
2049,4337098.4284455,"GTM"
2050,4686749.3120453,"GTM"
2021,976.5979,"GUM"
2022,1037.27672674956,"GUM"
2023,1101.72570292879,"GUM"
2024,1170.17907872814,"GUM"
2025,1242.88565897381,"GUM"
2026,1320.10970744902,"GUM"
2027,1402.13190740328,"GUM"
2028,1489.25038174094,"GUM"
2029,1581.78177659687,"GUM"
2030,1680.06241223794,"GUM"
2031,1784.44950547317,"GUM"
2032,1895.32246801584,"GUM"
2033,2013.08428551645,"GUM"
2034,2138.16298227908,"GUM"
2035,2271.01317698464,"GUM"
2036,2412.11773507576,"GUM"
2037,2561.98952380908,"GUM"
2038,2721.17327635391,"GUM"
2039,2890.24757171274,"GUM"
2040,3069.82693765987,"GUM"
2041,3260.56408434163,"GUM"
2042,3463.15227665661,"GUM"
2043,3678.32785403866,"GUM"
2044,3906.8729068012,"GUM"
2045,4149.61811877058,"GUM"
2046,4407.44578654021,"GUM"
2047,4681.29302631981,"GUM"
2048,4972.15518003526,"GUM"
2049,5281.08943305924,"GUM"
2050,5609.21865672186,"GUM"
2021,436748.2,"HKG"
2022,414098.210103391,"HKG"
2023,392622.860519704,"HKG"
2024,372261.233788446,"HKG"
2025,352955.571660456,"HKG"
2026,334651.111259563,"HKG"
2027,317295.929740971,"HKG"
2028,300840.797005752,"HKG"
2029,285239.036053633,"HKG"
2030,270446.390577971,"HKG"
2031,256420.899427314,"HKG"
2032,243122.777577451,"HKG"
2033,230514.303276321,"HKG"
2034,218559.711041636,"HKG"
2035,207225.090207712,"HKG"
2036,196478.288733708,"HKG"
2037,186288.822000424,"HKG"
2038,176627.786336944,"HKG"
2039,167467.777031829,"HKG"
2040,158782.810596298,"HKG"
2041,150548.251058877,"HKG"
2042,142740.740082448,"HKG"
2043,135338.130705461,"HKG"
2044,128319.424519369,"HKG"
2045,121664.712104063,"HKG"
2046,115355.116552368,"HKG"
2047,109372.739923378,"HKG"
2048,103700.612472758,"HKG"
2049,98322.6445159806,"HKG"
2050,93223.5807879679,"HKG"
2021,104605.1,"HND"
2022,110163.286695482,"HND"
2023,116016.807359784,"HND"
2024,122181.354548396,"HND"
2025,128673.454639948,"HND"
2026,135510.512141365,"HND"
2027,142710.856347165,"HND"
2028,150293.790478002,"HND"
2029,158279.643430185,"HND"
2030,166689.824274898,"HND"
2031,175546.879653239,"HND"
2032,184874.554220942,"HND"
2033,194697.854304819,"HND"
2034,205043.114941594,"HND"
2035,215938.070478834,"HND"
2036,227411.928927261,"HND"
2037,239495.450263767,"HND"
2038,252221.028895063,"HND"
2039,265622.780503018,"HND"
2040,279736.633504533,"HND"
2041,294600.425371122,"HND"
2042,310254.004066436,"HND"
2043,326739.334873653,"HND"
2044,344100.612899154,"HND"
2045,362384.38155406,"HND"
2046,381639.657331285,"HND"
2047,401918.061212616,"HND"
2048,423273.957058095,"HND"
2049,445764.597348714,"HND"
2050,469450.276673149,"HND"
2021,271871.1,"HRV"
2022,270904.039843448,"HRV"
2023,269940.419571997,"HRV"
2024,268980.226949791,"HRV"
2025,268023.449784496,"HRV"
2026,267070.075927148,"HRV"
2027,266120.093271999,"HRV"
2028,265173.489756357,"HRV"
2029,264230.253360443,"HRV"
2030,263290.372107229,"HRV"
2031,262353.834062292,"HRV"
2032,261420.627333661,"HRV"
2033,260490.740071663,"HRV"
2034,259564.160468778,"HRV"
2035,258640.876759482,"HRV"
2036,257720.877220105,"HRV"
2037,256804.150168678,"HRV"
2038,255890.683964784,"HRV"
2039,254980.467009414,"HRV"
2040,254073.487744814,"HRV"
2041,253169.734654345,"HRV"
2042,252269.19626233,"HRV"
2043,251371.861133916,"HRV"
2044,250477.717874919,"HRV"
2045,249586.755131689,"HRV"
2046,248698.961590959,"HRV"
2047,247814.325979706,"HRV"
2048,246932.837065004,"HRV"
2049,246054.483653884,"HRV"
2050,245179.254593191,"HRV"
2021,56260.76,"HTI"
2022,61691.2858574596,"HTI"
2023,67645.9889760962,"HTI"
2024,74175.4651560859,"HTI"
2025,81335.1939176459,"HTI"
2026,89186.0098982915,"HTI"
2027,97794.6197513457,"HTI"
2028,107234.168937672,"HTI"
2029,117584.863226538,"HTI"
2030,128934.650186358,"HTI"
2031,141379.966455806,"HTI"
2032,155026.557144681,"HTI"
2033,169990.374326801,"HTI"
2034,186398.562259223,"HTI"
2035,204390.537698979,"HTI"
2036,224119.174496534,"HTI"
2037,245752.102531206,"HTI"
2038,269473.132025311,"HTI"
2039,295483.815339117,"HTI"
2040,324005.159516834,"HTI"
2041,355279.504134761,"HTI"
2042,389572.580407269,"HTI"
2043,427175.769046365,"HTI"
2044,468408.576059396,"HTI"
2045,513621.347521182,"HTI"
2046,563198.246387409,"HTI"
2047,617560.516642605,"HTI"
2048,677170.062517452,"HTI"
2049,742533.373187244,"HTI"
2050,814205.826298791,"HTI"
2021,985099.8,"HUN"
2022,1022081.52882115,"HUN"
2023,1060451.59237407,"HUN"
2024,1100262.11026996,"HUN"
2025,1141567.15874747,"HUN"
2026,1184422.84412669,"HUN"
2027,1228887.37902059,"HUN"
2028,1275021.16140758,"HUN"
2029,1322886.85667257,"HUN"
2030,1372549.48272785,"HUN"
2031,1424076.49832957,"HUN"
2032,1477537.89470971,"HUN"
2033,1533006.290648,"HUN"
2034,1590557.03111294,"HUN"
2035,1650268.28960593,"HUN"
2036,1712221.1743475,"HUN"
2037,1776499.83844991,"HUN"
2038,1843191.59422569,"HUN"
2039,1912387.03178753,"HUN"
2040,1984180.14210047,"HUN"
2041,2058668.44465364,"HUN"
2042,2135953.11992496,"HUN"
2043,2216139.14681864,"HUN"
2044,2299335.44526229,"HUN"
2045,2385655.02415729,"HUN"
2046,2475215.13488333,"HUN"
2047,2568137.43056572,"HUN"
2048,2664548.13132175,"HUN"
2049,2764578.1957106,"HUN"
2050,2868363.49861964,"HUN"
2021,4691252,"IDN"
2022,4996642.87312139,"IDN"
2023,5321914.06505445,"IDN"
2024,5668359.74373553,"IDN"
2025,6037358.32477649,"IDN"
2026,6430377.95581533,"IDN"
2027,6848982.35788689,"IDN"
2028,7294837.04705474,"IDN"
2029,7769715.96105858,"IDN"
2030,8275508.51734268,"IDN"
2031,8814227.13054761,"IDN"
2032,9388015.21937511,"IDN"
2033,9999155.73468358,"IDN"
2034,10650080.2427449,"IDN"
2035,11343378.5998029,"IDN"
2036,12081809.2564251,"IDN"
2037,12868310.2326476,"IDN"
2038,13706010.8075784,"IDN"
2039,14598243.9699703,"IDN"
2040,15548559.6793009,"IDN"
2041,16560738.9901206,"IDN"
2042,17638809.0958682,"IDN"
2043,18787059.3520064,"IDN"
2044,20010058.3422317,"IDN"
2045,21312672.0556592,"IDN"
2046,22700083.2473044,"IDN"
2047,24177812.058893,"IDN"
2048,25751737.9820432,"IDN"
2049,27428123.2512058,"IDN"
2050,29213637.7594366,"IDN"
2021,7620432,"IND"
2022,8242449.25371719,"IND"
2023,8915238.62428049,"IND"
2024,9642944.38234097,"IND"
2025,10430049.0743652,"IND"
2026,11281401.1343759,"IND"
2027,12202244.7494999,"IND"
2028,13198252.1632881,"IND"
2029,14275558.6157931,"IND"
2030,15440800.1356275,"IND"
2031,16701154.4167967,"IND"
2032,18064385.0321007,"IND"
2033,19538889.2554515,"IND"
2034,21133749.7876838,"IND"
2035,22858790.7044824,"IND"
2036,24724637.9710544,"IND"
2037,26742784.8963083,"IND"
2038,28925662.9297258,"IND"
2039,31286718.2370229,"IND"
2040,33840494.5262958,"IND"
2041,36602722.6348437,"IND"
2042,39590417.4285112,"IND"
2043,42821982.6104326,"IND"
2044,46317324.084783,"IND"
2045,50097972.5738379,"IND"
2046,54187216.2436426,"IND"
2047,58610244.1552426,"IND"
2048,63394301.425111,"IND"
2049,68568857.0505358,"IND"
2050,74165785.433743,"IND"
2021,326225.6,"IRL"
2022,325717.076663935,"IRL"
2023,325209.346018521,"IRL"
2024,324702.406828105,"IRL"
2025,324196.25785896,"IRL"
2026,323690.897879282,"IRL"
2027,323186.325659188,"IRL"
2028,322682.539970711,"IRL"
2029,322179.539587798,"IRL"
2030,321677.323286309,"IRL"
2031,321175.88984401,"IRL"
2032,320675.238040573,"IRL"
2033,320175.366657573,"IRL"
2034,319676.274478484,"IRL"
2035,319177.960288676,"IRL"
2036,318680.422875412,"IRL"
2037,318183.661027846,"IRL"
2038,317687.673537019,"IRL"
2039,317192.459195858,"IRL"
2040,316698.01679917,"IRL"
2041,316204.345143641,"IRL"
2042,315711.443027833,"IRL"
2043,315219.309252181,"IRL"
2044,314727.942618988,"IRL"
2045,314237.341932428,"IRL"
2046,313747.505998535,"IRL"
2047,313258.433625206,"IRL"
2048,312770.123622197,"IRL"
2049,312282.574801118,"IRL"
2050,311795.785975431,"IRL"
2021,1928628,"IRN"
2022,1950920.6870425,"IRN"
2023,1973471.05150934,"IRN"
2024,1996282.0718506,"IRN"
2025,2019356.76094374,"IRN"
2026,2042698.16649155,"IRN"
2027,2066309.37142473,"IRN"
2028,2090193.49430906,"IRN"
2029,2114353.68975727,"IRN"
2030,2138793.14884575,"IRN"
2031,2163515.09953601,"IRN"
2032,2188522.80710101,"IRN"
2033,2213819.57455646,"IRN"
2034,2239408.74309707,"IRN"
2035,2265293.69253786,"IRN"
2036,2291477.84176057,"IRN"
