"year","prodinit_ippu_cement_tonne","location_code"
2035,92556561.2362406,"ESP"
2036,92436656.5620957,"ESP"
2037,92316907.2214106,"ESP"
2038,92197313.0129547,"ESP"
2039,92077873.7357582,"ESP"
2040,91958589.1891115,"ESP"
2041,91839459.1725651,"ESP"
2042,91720483.4859294,"ESP"
2043,91601661.9292736,"ESP"
2044,91482994.3029264,"ESP"
2045,91364480.4074751,"ESP"
2046,91246120.043765,"ESP"
2047,91127913.0128997,"ESP"
2048,91009859.1162405,"ESP"
2049,90891958.1554058,"ESP"
2050,90774209.9322712,"ESP"
2021,3929641,"EST"
2022,4297332.06935389,"EST"
2023,4699427.48314602,"EST"
2024,5139146.40826641,"EST"
2025,5620009.22459536,"EST"
2026,6145865.70908598,"EST"
2027,6720925.85699242,"EST"
2028,7349793.58699773,"EST"
2029,8037503.6000838,"EST"
2030,8789561.68723491,"EST"
2031,9611988.80867714,"EST"
2032,10511369.2975514,"EST"
2033,11494903.573937,"EST"
2034,12570465.7912542,"EST"
2035,13746666.8765602,"EST"
2036,15032923.4694383,"EST"
2037,16439533.3114043,"EST"
2038,17977757.6893943,"EST"
2039,19659911.5933765,"EST"
2040,21499462.3098851,"EST"
2041,23511137.2408153,"EST"
2042,25711041.8106733,"EST"
2043,28116788.4062451,"EST"
2044,30747637.3809706,"EST"
2045,33624651.2529031,"EST"
2046,36770863.3307574,"EST"
2047,40211462.1180645,"EST"
2048,43973992.9717671,"EST"
2049,48088578.6297316,"EST"
2050,52588160.3727139,"EST"
2021,1252032,"ETH"
2022,1661520.13381329,"ETH"
2023,2204934.98174721,"ETH"
2024,2926078.45959386,"ETH"
2025,3883078.28692283,"ETH"
2026,5153073.36784961,"ETH"
2027,6838431.56700401,"ETH"
2028,9075001.06409541,"ETH"
2029,12043060.3869322,"ETH"
2030,15981849.7495408,"ETH"
2031,21208854.9928763,"ETH"
2032,28145398.5088164,"ETH"
2033,37350599.9020767,"ETH"
2034,49566443.7868242,"ETH"
2035,65777587.4045814,"ETH"
2036,87290728.8522779,"ETH"
2037,115839933.390917,"ETH"
2038,153726407.654595,"ETH"
2039,204003988.250219,"ETH"
2040,270725296.04351,"ETH"
2041,359268397.380302,"ETH"
2042,476770302.748017,"ETH"
2043,632702245.006586,"ETH"
2044,839633107.450376,"ETH"
2045,1114242537.76662,"ETH"
2046,1478665409.87007,"ETH"
2047,1962276003.86604,"ETH"
2048,2604055717.84275,"ETH"
2049,3455735160.73658,"ETH"
2050,4585963894.44545,"ETH"
2021,10562130,"FIN"
2022,10441375.765994,"FIN"
2023,10322002.0854398,"FIN"
2024,10203993.1748095,"FIN"
2025,10087333.4310242,"FIN"
2026,9972007.42939134,"FIN"
2027,9857999.92156493,"FIN"
2028,9745295.83352966,"FIN"
2029,9633880.26360769,"FIN"
2030,9523738.48048841,"FIN"
2031,9414855.92128065,"FIN"
2032,9307218.18958721,"FIN"
2033,9200811.05360133,"FIN"
2034,9095620.44422503,"FIN"
2035,8991632.45320883,"FIN"
2036,8888833.33131288,"FIN"
2037,8787209.48648898,"FIN"
2038,8686747.48208348,"FIN"
2039,8587434.03506071,"FIN"
2040,8489256.01424663,"FIN"
2041,8392200.43859273,"FIN"
2042,8296254.4754596,"FIN"
2043,8201405.43892028,"FIN"
2044,8107640.78808284,"FIN"
2045,8014948.12543232,"FIN"
2046,7923315.19519149,"FIN"
2047,7832729.88170041,"FIN"
2048,7743180.20781448,"FIN"
2049,7654654.33332086,"FIN"
2050,7567140.55337297,"FIN"
2021,754669.5,"FJI"
2022,824364.212489495,"FJI"
2023,900495.322566269,"FJI"
2024,983657.239941214,"FJI"
2025,1074499.26883719,"FJI"
2026,1173730.6775688,"FJI"
2027,1282126.23630446,"FJI"
2028,1400532.266248,"FJI"
2029,1529873.24747013,"FJI"
2030,1671159.0369817,"FJI"
2031,1825492.75340546,"FJI"
2032,1994079.38980755,"FJI"
2033,2178235.22193521,"FJI"
2034,2379398.08531748,"FJI"
2035,2599138.60146959,"FJI"
2036,2839172.44085196,"FJI"
2037,3101373.71832942,"FJI"
2038,3387789.62571861,"FJI"
2039,3700656.41567017,"FJI"
2040,4042416.86168334,"FJI"
2041,4415739.33057563,"FJI"
2042,4823538.61631995,"FJI"
2043,5268998.69791381,"FJI"
2044,5755597.59896735,"FJI"
2045,6287134.54310681,"FJI"
2046,6867759.61721488,"FJI"
2047,7502006.17410999,"FJI"
2048,8194826.2276553,"FJI"
2049,8951629.11665215,"FJI"
2050,9778323.73939451,"FJI"
2021,117236100,"FRA"
2022,115874716.797459,"FRA"
2023,114529142.413398,"FRA"
2024,113199193.270745,"FRA"
2025,111884687.924184,"FRA"
2026,110585447.0354,"FRA"
2027,109301293.348614,"FRA"
2028,108032051.666395,"FRA"
2029,106777548.825762,"FRA"
2030,105537613.67456,"FRA"
2031,104312077.048104,"FRA"
2032,103100771.746107,"FRA"
2033,101903532.509864,"FRA"
2034,100720195.999706,"FRA"
2035,99550600.7727188,"FRA"
2036,98394587.2607133,"FRA"
2037,97251997.7484583,"FRA"
2038,96122676.3521623,"FRA"
2039,95006468.9982065,"FRA"
2040,93903223.4021241,"FRA"
2041,92812789.0478245,"FRA"
2042,91735017.1670585,"FRA"
2043,90669760.7191211,"FRA"
2044,89616874.3707914,"FRA"
2045,88576214.4765045,"FRA"
2046,87547639.0587537,"FRA"
2047,86531007.7887208,"FRA"
2048,85526181.9671309,"FRA"
2049,84533024.5053294,"FRA"
2050,83551399.9065793,"FRA"
2021,137839.3,"FRO"
2022,156192.229112658,"FRO"
2023,176988.800981875,"FRO"
2024,200554.380015972,"FRO"
2025,227257.652012175,"FRO"
2026,257516.392282101,"FRO"
2027,291804.001787523,"FRO"
2028,330656.913544883,"FRO"
2029,374682.985172492,"FRO"
2030,424571.008882636,"FRO"
2031,481101.487703354,"FRO"
2032,545158.846524923,"FRO"
2033,617745.269014084,"FRO"
2034,699996.376875884,"FRO"
2035,793198.996766731,"FRO"
2036,898811.292823741,"FRO"
2037,1018485.57978581,"FRO"
2038,1154094.17361988,"FRO"
2039,1307758.68408806,"FRO"
2040,1481883.2075406,"FRO"
2041,1679191.93923925,"FRO"
2042,1902771.79365961,"FRO"
2043,2156120.69957105,"FRO"
2044,2443202.32547572,"FRO"
2045,2768508.09159131,"FRO"
2046,3137127.43856126,"FRO"
2047,3554827.45225321,"FRO"
2048,4028143.0903835,"FRO"
2049,4564479.42257214,"FRO"
2050,5172227.48338391,"FRO"
2021,84998.37,"FSM"
2022,92302.5264633723,"FSM"
2023,100234.350276618,"FSM"
2024,108847.778715597,"FSM"
2025,118201.384042726,"FSM"
2026,128358.771804811,"FSM"
2027,139389.01335778,"FSM"
2028,151367.115559509,"FSM"
2029,164374.530824719,"FSM"
2030,178499.711010377,"FSM"
2031,193838.70889806,"FSM"
2032,210495.831363462,"FSM"
2033,228584.348674634,"FSM"
2034,248227.26474229,"FSM"
2035,269558.153559953,"FSM"
2036,292722.067521829,"FSM"
2037,317876.523795064,"FSM"
2038,345192.575453844,"FSM"
2039,374855.974659138,"FSM"
2040,407068.435793867,"FSM"
2041,442049.007142925,"FSM"
2042,480035.560445657,"FSM"
2043,521286.408449892,"FSM"
2044,566082.06146709,"FSM"
2045,614727.134873368,"FSM"
2046,667552.420527618,"FSM"
2047,724917.136192597,"FSM"
2048,787211.368255289,"FSM"
2049,854858.724357318,"FSM"
2050,928319.213973587,"FSM"
2021,1428980,"GAB"
2022,1548785.00572058,"GAB"
2023,1678634.40632122,"GAB"
2024,1819370.31910662,"GAB"
2025,1971905.46409705,"GAB"
2026,2137229.08332657,"GAB"
2027,2316413.35641236,"GAB"
2028,2510620.3540024,"GAB"
2029,2721109.57419685,"GAB"
2030,2949246.11081947,"GAB"
2031,3196509.50651299,"GAB"
2032,3464503.34807388,"GAB"
2033,3754965.66625536,"GAB"
2034,4069780.20748499,"GAB"
2035,4410988.65059773,"GAB"
2036,4780803.84781413,"GAB"
2037,5181624.17583576,"GAB"
2038,5616049.09012981,"GAB"
2039,6086895.98327742,"GAB"
2040,6597218.45671801,"GAB"
2041,7150326.12438798,"GAB"
2042,7749806.07668705,"GAB"
2043,8399546.14397343,"GAB"
2044,9103760.11045934,"GAB"
2045,9867015.04202758,"GAB"
2046,10694260.9051993,"GAB"
2047,11590862.6693422,"GAB"
2048,12562635.1003118,"GAB"
2049,13615880.4711767,"GAB"
2050,14757429.4345912,"GAB"
2021,86681200,"GBR"
2022,90375115.5326953,"GBR"
2023,94226447.1136536,"GBR"
2024,98241903.0208609,"GBR"
2025,102428477.405275,"GBR"
2026,106793462.473291,"GBR"
2027,111344461.188357,"GBR"
2028,116089400.513877,"GBR"
2029,121036545.220451,"GBR"
2030,126194512.281517,"GBR"
2031,131572285.882454,"GBR"
2032,137179233.069312,"GBR"
2033,143025120.064392,"GBR"
2034,149120129.277134,"GBR"
2035,155474877.039905,"GBR"
2036,162100432.099613,"GBR"
2037,169008334.897329,"GBR"
2038,176210617.669513,"GBR"
2039,183719825.405853,"GBR"
2040,191549037.700223,"GBR"
2041,199711891.532816,"GBR"
2042,208222605.023135,"GBR"
2043,217096002.195223,"GBR"
2044,226347538.798258,"GBR"
2045,235993329.227489,"GBR"
2046,246050174.592411,"GBR"
2047,256535591.981064,"GBR"
2048,267467844.971425,"GBR"
2049,278865975.443044,"GBR"
2050,290749836.744333,"GBR"
2021,1658613,"GEO"
2022,1767739.60260146,"GEO"
2023,1884046.06897786,"GEO"
2024,2008004.79030235,"GEO"
2025,2140119.23820138,"GEO"
2026,2280926.00965859,"GEO"
2027,2430997.00646094,"GEO"
2028,2590941.75803916,"GEO"
2029,2761409.89713675,"GEO"
2030,2943093.798363,"GEO"
2031,3136731.39034666,"GEO"
2032,3343109.15291206,"GEO"
2033,3563065.31145123,"GEO"
2034,3797493.24146612,"GEO"
2035,4047345.09710888,"GEO"
2036,4313635.67845798,"GEO"
2037,4597446.55323743,"GEO"
2038,4899930.44971997,"GEO"
2039,5222315.93865644,"GEO"
2040,5565912.4232475,"GEO"
2041,5932115.45742501,"GEO"
2042,6322412.41404382,"GEO"
2043,6738388.52600598,"GEO"
2044,7181733.32485399,"GEO"
2045,7654247.50298416,"GEO"
2046,8157850.22735167,"GEO"
2047,8694586.9343728,"GEO"
2048,9266637.63768403,"GEO"
2049,9876325.78250099,"GEO"
2050,10526127.6825401,"GEO"
2021,22398030,"GHA"
2022,26671569.7003891,"GHA"
2023,31760499.9315883,"GHA"
2024,37820397.0458366,"GHA"
2025,45036521.3326538,"GHA"
2026,53629480.7082112,"GHA"
2027,63861975.0355154,"GHA"
2028,76046827.2595517,"GHA"
2029,90556546.8814258,"GHA"
2030,107834718.141484,"GHA"
2031,128409561.065522,"GHA"
2032,152910079.955935,"GHA"
2033,182085293.011787,"GHA"
2034,216827130.956591,"GHA"
2035,258197704.71975,"GHA"
2036,307461775.786231,"GHA"
2037,366125421.882544,"GHA"
2038,435982080.067962,"GHA"
2039,519167374.838468,"GHA"
2040,618224407.422091,"GHA"
2041,736181502.258906,"GHA"
2042,876644787.494059,"GHA"
2043,1043908439.81058,"GHA"
2044,1243085963.95452,"GHA"
2045,1480266520.36757,"GHA"
2046,1762701080.10106,"GHA"
2047,2099024098.05088,"GHA"
2048,2499517481.40173,"GHA"
2049,2976424923.19847,"GHA"
2050,3544326210.70082,"GHA"
2021,1838233,"GIN"
2022,1924463.40047256,"GIN"
2023,2014738.81698262,"GIN"
2024,2109248.99879093,"GIN"
2025,2208192.59618151,"GIN"
2026,2311777.57800334,"GIN"
2027,2420221.66879853,"GIN"
2028,2533752.80643607,"GIN"
2029,2652609.62121279,"GIN"
2030,2777041.93742871,"GIN"
2031,2907311.29849098,"GIN"
2032,3043691.51665009,"GIN"
2033,3186469.24852395,"GIN"
2034,3335944.59761937,"GIN"
2035,3492431.74511753,"GIN"
2036,3656259.6102492,"GIN"
2037,3827772.54164769,"GIN"
2038,4007331.04113287,"GIN"
2039,4195312.5214474,"GIN"
2040,4392112.09953786,"GIN"
2041,4598143.42704832,"GIN"
2042,4813839.55977178,"GIN"
2043,5039653.86788712,"GIN"
2044,5276060.98889463,"GIN"
2045,5523557.82525326,"GIN"
2046,5782664.58881639,"GIN"
2047,6053925.89426142,"GIN"
2048,6337911.90381155,"GIN"
2049,6635219.52565573,"GIN"
2050,6946473.66858573,"GIN"
2021,2839857,"GMB"
2022,3174244.76516974,"GMB"
2023,3548006.05425115,"GMB"
2024,3965777.02486332,"GMB"
2025,4432739.7333749,"GMB"
2026,4954686.41344448,"GMB"
2027,5538091.32323697,"GMB"
2028,6190191.05251318,"GMB"
2029,6919074.28572655,"GMB"
2030,7733782.13455399,"GMB"
2031,8644420.28439153,"GMB"
2032,9662284.34588677,"GMB"
2033,10799999.966376,"GMB"
2034,12071679.4391768,"GMB"
2035,13493096.7533275,"GMB"
2036,15081883.2551,"GMB"
2037,16857746.3482853,"GMB"
2038,18842713.9460205,"GMB"
2039,21061407.7063551,"GMB"
2040,23541348.4407853,"GMB"
2041,26313297.4840634,"GMB"
2042,29411638.2596526,"GMB"
2043,32874802.7737905,"GMB"
2044,36745748.3284167,"GMB"
2045,41072490.3661422,"GMB"
2046,45908698.056702,"GMB"
2047,51314360.0125797,"GMB"
2048,57356528.3913827,"GMB"
2049,64110150.6148571,"GMB"
2050,71658999.0212373,"GMB"
2021,504247,"GNB"
2022,513707.133593264,"GNB"
2023,523344.74792038,"GNB"
2024,533163.172681776,"GNB"
2025,543165.8000461,"GNB"
2026,553356.085822174,"GNB"
2027,563737.550652948,"GNB"
2028,574313.781231844,"GNB"
2029,585088.431541922,"GNB"
2030,596065.224118298,"GNB"
2031,607247.951334242,"GNB"
2032,618640.476711404,"GNB"
2033,630246.736254624,"GNB"
2034,642070.739811785,"GNB"
2035,654116.572459169,"GNB"
2036,666388.395912817,"GNB"
2037,678890.449966358,"GNB"
2038,691627.053955818,"GNB"
2039,704602.608251902,"GNB"
2040,717821.595780286,"GNB"
2041,731288.58357042,"GNB"
2042,745008.224333389,"GNB"
2043,758985.258069384,"GNB"
2044,773224.513705321,"GNB"
2045,787730.91076319,"GNB"
2046,802509.461059698,"GNB"
2047,817565.270437806,"GNB"
2048,832903.540530746,"GNB"
2049,848529.570559132,"GNB"
2050,864448.75916179,"GNB"
2021,609576.9,"GNQ"
2022,584211.411032034,"GNQ"
2023,559901.421428601,"GNQ"
2024,536603.010139728,"GNQ"
2025,514274.083741965,"GNQ"
2026,492874.300387859,"GNQ"
2027,472364.996920023,"GNQ"
2028,452709.119018108,"GNQ"
2029,433871.154252462,"GNQ"
2030,415817.067923552,"GNQ"
2031,398514.241571197,"GNQ"
2032,381931.414042543,"GNQ"
2033,366038.625012289,"GNQ"
2034,350807.160853134,"GNQ"
2035,336209.502758637,"GNQ"
2036,322219.277024772,"GNQ"
2037,308811.207400352,"GNQ"
2038,295961.069420226,"GNQ"
2039,283645.646638742,"GNQ"
2040,271842.688684419,"GNQ"
2041,260530.871060019,"GNQ"
2042,249689.756615414,"GNQ"
2043,239299.758623623,"GNQ"
2044,229342.105393317,"GNQ"
2045,219798.806353862,"GNQ"
2046,210652.619551604,"GNQ"
2047,201887.020498705,"GNQ"
2048,193486.172318212,"GNQ"
2049,185434.897131453,"GNQ"
2050,177718.648636039,"GNQ"
2021,16537020,"GRC"
2022,15611892.4899554,"GRC"
2023,14738519.2203872,"GRC"
2024,13914004.9132084,"GRC"
2025,13135616.2603493,"GRC"
2026,12400772.8626974,"GRC"
2027,11707038.6759397,"GRC"
2028,11052113.9349484,"GRC"
2029,10433827.5299391,"GRC"
2030,9850129.80912799,"GRC"
2031,9299085.78402949,"GRC"
2032,8778868.71486769,"GRC"
2033,8287754.05483863,"GRC"
2034,7824113.73314738,"GRC"
2035,7386410.75786815,"GRC"
2036,6973194.12073564,"GRC"
2037,6583093.98697674,"GRC"
2038,6214817.15423655,"GRC"
2039,5867142.76554493,"GRC"
2040,5538918.26211175,"GRC"
2041,5229055.5625342,"GRC"
2042,4936527.45575003,"GRC"
2043,4660364.19577909,"GRC"
2044,4399650.28696468,"GRC"
2045,4153521.44905758,"GRC"
2046,3921161.75208174,"GRC"
2047,3701800.91148378,"GRC"
2048,3494711.73459932,"GRC"
2049,3299207.70997134,"GRC"
2050,3114640.7315287,"GRC"
2021,375991.9,"GRL"
2022,415836.042696945,"GRL"
2023,459902.498978982,"GRL"
2024,508638.710572903,"GRL"
2025,562539.53493975,"GRL"
2026,622152.269955618,"GRL"
2027,688082.211061636,"GRL"
2028,760998.797309291,"GRL"
2029,841642.408706757,"GRL"
2030,930831.883885113,"GRL"
2031,1029472.83441725,"GRL"
2032,1138566.84021139,"GRL"
2033,1259221.61934731,"GRL"
2034,1392662.2756177,"GRL"
2035,1540243.73797996,"GRL"
2036,1703464.51822589,"GRL"
2037,1883981.92656201,"GRL"
2038,2083628.89959628,"GRL"
2039,2304432.6115991,"GRL"
2040,2548635.05801363,"GRL"
2041,2818715.82021605,"GRL"
2042,3117417.24267442,"GRL"
2043,3447772.27815001,"GRL"
2044,3813135.28367535,"GRL"
2045,4217216.08000505,"GRL"
2046,4664117.6203722,"GRL"
2047,5158377.65103097,"GRL"
2048,5705014.78659801,"GRL"
2049,6309579.46803236,"GRL"
2050,6978210.3206704,"GRL"
2021,7478128,"GTM"
2022,8292977.04938574,"GTM"
2023,9196615.56229562,"GTM"
2024,10198718.4212601,"GTM"
2025,11310014.7256985,"GTM"
2026,12542402.663933,"GTM"
2027,13909076.902154,"GTM"
2028,15424669.8542342,"GTM"
2029,17105408.3449115,"GTM"
2030,18969287.343667,"GTM"
2031,21036262.6293952,"GTM"
2032,23328464.4486462,"GTM"
2033,25870434.4549911,"GTM"
2034,28689388.466322,"GTM"
2035,31815507.8533184,"GTM"
2036,35282262.6788577,"GTM"
2037,39126770.0480877,"GTM"
2038,43390191.5058668,"GTM"
2039,48118173.7363423,"GTM"
2040,53361337.283053,"GTM"
2041,59175818.5220806,"GTM"
2042,65623870.690931,"GTM"
2043,72774530.4081112,"GTM"
2044,80704356.8195531,"GTM"
2045,89498251.2856147,"GTM"
2046,99250366.3847103,"GTM"
2047,110065113.965892,"GTM"
2048,122058283.043185,"GTM"
2049,135358279.500506,"GTM"
2050,150107500.880172,"GTM"
2021,202257.8,"GUM"
2022,214896.274208805,"GUM"
2023,228324.488196876,"GUM"
2024,242591.790398891,"GUM"
2025,257750.61288299,"GUM"
2026,273856.664037632,"GUM"
2027,290969.133298887,"GUM"
2028,309150.908670499,"GUM"
2029,328468.807836122,"GUM"
2030,348993.823713057,"GUM"
2031,370801.385349888,"GUM"
2032,393971.635126825,"GUM"
2033,418589.723277448,"GUM"
2034,444746.120814221,"GUM"
2035,472536.95200776,"GUM"
2036,502064.347641736,"GUM"
2037,533436.820341581,"GUM"
2038,566769.663356358,"GUM"
2039,602185.374259288,"GUM"
2040,639814.105124034,"GUM"
2041,679794.140831136,"GUM"
2042,722272.407262351,"GUM"
2043,767405.011250513,"GUM"
2044,815357.814269222,"GUM"
2045,866307.041970648,"GUM"
2046,920439.931811496,"GUM"
2047,977955.421147156,"GUM"
2048,1039064.87832275,"GUM"
2049,1103992.87944784,"GUM"
2050,1172978.03370941,"GUM"
2021,7915995,"HKG"
2022,8887347.7528116,"HKG"
2023,9977892.87125691,"HKG"
2024,11202256.1645327,"HKG"
2025,12576858.1397891,"HKG"
2026,14120134.2252092,"HKG"
2027,15852782.0161345,"HKG"
2028,17798038.8601692,"HKG"
2029,19981993.5040861,"HKG"
2030,22433935.9821773,"HKG"
2031,25186750.4385643,"HKG"
2032,28277356.1517915,"HKG"
2033,31747202.6764895,"HKG"
2034,35642825.7426835,"HKG"
2035,40016471.3681721,"HKG"
2036,44926796.5542391,"HKG"
2037,50439655.9620541,"HKG"
2038,56628985.1202472,"HKG"
2039,63577792.0087659,"HKG"
2040,71379270.3176074,"HKG"
2041,80138049.3108598,"HKG"
2042,89971597.0585599,"HKG"
2043,101011795.855766,"HKG"
2044,113406710.957524,"HKG"
2045,127322576.351059,"HKG"
2046,142946024.197308,"HKG"
2047,160486587.841869,"HKG"
2048,180179511.964426,"HKG"
2049,202288907.55486,"HKG"
2050,227111294.028912,"HKG"
2021,1940685,"HND"
2022,2244135.02199179,"HND"
2023,2595033.19545938,"HND"
2024,3000798.62376515,"HND"
2025,3470010.47853522,"HND"
2026,4012589.39063237,"HND"
2027,4640007.20384338,"HND"
2028,5365529.5261411,"HND"
2029,6204496.20682607,"HND"
2030,7174645.66972672,"HND"
2031,8296489.95989327,"HND"
2032,9593748.43346537,"HND"
2033,11093849.2602965,"HND"
2034,12828509.3426955,"HND"
2035,14834404.9116121,"HND"
2036,17153946.9788017,"HND"
2037,19836178.0404955,"HND"
2038,22937808.9917429,"HND"
2039,26524418.175092,"HND"
2040,30671837.9153131,"HND"
2041,35467757.8559167,"HND"
2042,41013578.9971001,"HND"
2043,47426557.6353809,"HND"
2044,54842284.5346207,"HND"
2045,63417551.7459974,"HND"
2046,73333667.6906192,"HND"
2047,84800290.5961691,"HND"
2048,98059861.3386222,"HND"
2049,113392729.413409,"HND"
2050,131123080.415353,"HND"
2021,12782080,"HRV"
2022,12689744.6992919,"HRV"
2023,12598076.4111324,"HRV"
2024,12507070.3171504,"HRV"
2025,12416721.6337818,"HRV"
2026,12327025.6120182,"HRV"
2027,12237977.537157,"HRV"
2028,12149572.7285537,"HRV"
2029,12061806.5393759,"HRV"
2030,11974674.356359,"HRV"
2031,11888171.5995639,"HRV"
2032,11802293.7221359,"HRV"
2033,11717036.210066,"HRV"
2034,11632394.5819535,"HRV"
2035,11548364.3887705,"HRV"
2036,11464941.2136282,"HRV"
2037,11382120.6715442,"HRV"
2038,11299898.4092126,"HRV"
2039,11218270.104775,"HRV"
2040,11137231.4675932,"HRV"
2041,11056778.2380237,"HRV"
2042,10976906.1871939,"HRV"
2043,10897611.1167798,"HRV"
2044,10818888.8587851,"HRV"
2045,10740735.2753227,"HRV"
2046,10663146.2583964,"HRV"
2047,10586117.7296857,"HRV"
2048,10509645.6403307,"HRV"
2049,10433725.9707202,"HRV"
2050,10358354.7302795,"HRV"
2021,6966408,"HTI"
2022,7607129.18871011,"HTI"
2023,8306779.40392313,"HTI"
2024,9070778.5228427,"HTI"
2025,9905044.90484069,"HTI"
2026,10816041.2383395,"HTI"
2027,11810824.6043678,"HTI"
2028,12897101.1446102,"HTI"
2029,14083285.7574392,"HTI"
2030,15378567.2843682,"HTI"
2031,16792979.6918957,"HTI"
2032,18337479.8001547,"HTI"
2033,20024032.1604963,"HTI"
2034,21865701.7395165,"HTI"
2035,23876755.1275069,"HTI"
2036,26072771.0553475,"HTI"
2037,28470761.0759649,"HTI"
2038,31089301.3452218,"HTI"
2039,33948676.5230864,"HTI"
2040,37071036.9098175,"HTI"
2041,40480570.0344313,"HTI"
2042,44203688.0246673,"HTI"
2043,48269232.2099254,"HTI"
2044,52708696.5421418,"HTI"
2045,57556471.5653448,"HTI"
2046,62850110.8238131,"HTI"
2047,68630621.7725826,"HTI"
2048,74942783.4438546,"HTI"
2049,81835493.3301247,"HTI"
2050,89362146.1711807,"HTI"
2021,8972119,"HUN"
2022,9441140.63623599,"HUN"
2023,9934680.59364643,"HUN"
2024,10454020.5787173,"HUN"
2025,11000509.299729,"HUN"
2026,11575565.9693059,"HUN"
2027,12180683.9900635,"HUN"
2028,12817434.8329238,"HUN"
2029,13487472.1181723,"HUN"
2030,14192535.9098532,"HUN"
2031,14934457.234657,"HUN"
2032,15715162.8370342,"HUN"
2033,16536680.1828854,"HUN"
2034,17401142.7248209,"HUN"
2035,18310795.4426651,"HUN"
2036,19268000.6735923,"HUN"
2037,20275244.2470362,"HUN"
2038,21335141.9403046,"HUN"
2039,22450446.2716636,"HUN"
2040,23624053.6485345,"HUN"
2041,24859011.8893651,"HUN"
2042,26158528.1387104,"HUN"
2043,27525977.1960783,"HUN"
2044,28964910.2801691,"HUN"
2045,30479064.2512693,"HUN"
2046,32072371.3157511,"HUN"
2047,33748969.2378787,"HUN"
2048,35513212.0854411,"HUN"
2049,37369681.5371179,"HUN"
2050,39323198.7809436,"HUN"
2021,84672310,"IDN"
2022,95756664.2124424,"IDN"
2023,108292058.420214,"IDN"
2024,122468446.591555,"IDN"
2025,138500649.349085,"IDN"
2026,156631609.234772,"IDN"
2027,177136072.117893,"IDN"
2028,200324750.531833,"IDN"
2029,226549032.028512,"IDN"
2030,256206303.898028,"IDN"
2031,289745974.941211,"IDN"
2032,327676285.545443,"IDN"
2033,370572009.259644,"IDN"
2034,419083162.573524,"IDN"
2035,473944854.883979,"IDN"
2036,535988427.909194,"IDN"
2037,606154053.350565,"IDN"
2038,685504979.699987,"IDN"
2039,775243644.080205,"IDN"
2040,876729893.267567,"IDN"
2041,991501590.007795,"IDN"
2042,1121297916.88073,"IDN"
2043,1268085730.84706,"IDN"
2044,1434089367.83834,"IDN"
2045,1621824349.03134,"IDN"
2046,1834135499.5719,"IDN"
2047,2074240057.3768,"IDN"
2048,2345776425.25907,"IDN"
2049,2652859305.13761,"IDN"
2050,3000142049.80253,"IDN"
2021,69545870,"IND"
2022,73350708.4478311,"IND"
2023,77363708.7263229,"IND"
2024,81596259.3210415,"IND"
2025,86060371.7789616,"IND"
2026,90768714.7960126,"IND"
2027,95734650.1695449,"IND"
2028,100972270.717749,"IND"
2029,106496440.273637,"IND"
2030,112322835.867081,"IND"
2031,118467992.214633,"IND"
2032,124949348.643355,"IND"
2033,131785298.581859,"IND"
2034,138995241.758976,"IND"
2035,146599639.258211,"IND"
2036,154620071.584211,"IND"
2037,163079299.906037,"IND"
2038,172001330.651038,"IND"
2039,181411483.632648,"IND"
2040,191336463.905432,"IND"
2041,201804437.551307,"IND"
2042,212845111.612012,"IND"
2043,224489818.394661,"IND"
2044,236771604.38964,"IND"
2045,249725324.053171,"IND"
2046,263387738.720708,"IND"
2047,277797620.931856,"IND"
2048,292995864.462889,"IND"
2049,309025600.379111,"IND"
2050,325932319.436425,"IND"
2021,8188643,"IRL"
2022,8212761.57606313,"IRL"
2023,8236951.19023494,"IRL"
2024,8261212.05174886,"IRL"
2025,8285544.37045463,"IRL"
2026,8309948.35682005,"IRL"
2027,8334424.22193282,"IRL"
2028,8358972.1775024,"IRL"
2029,8383592.43586177,"IRL"
2030,8408285.20996936,"IRL"
2031,8433050.71341079,"IRL"
2032,8457889.1604008,"IRL"
2033,8482800.76578507,"IRL"
2034,8507785.74504207,"IRL"
2035,8532844.31428494,"IRL"
2036,8557976.69026335,"IRL"
2037,8583183.09036537,"IRL"
2038,8608463.73261937,"IRL"
2039,8633818.8356959,"IRL"
2040,8659248.61890956,"IRL"
2041,8684753.30222091,"IRL"
2042,8710333.1062384,"IRL"
2043,8735988.25222022,"IRL"
2044,8761718.96207627,"IRL"
2045,8787525.45837006,"IRL"
2046,8813407.96432061,"IRL"
2047,8839366.70380441,"IRL"
2048,8865401.90135737,"IRL"
2049,8891513.78217671,"IRL"
2050,8917702.57212296,"IRL"
2021,16286280,"IRN"
2022,21065092.014958,"IRN"
2023,27246129.9694373,"IRN"
2024,35240842.8970704,"IRN"
2025,45581409.5245487,"IRN"
2026,58956163.4582054,"IRN"
2027,76255413.0283895,"IRN"
2028,98630705.8506701,"IRN"
2029,127571483.128414,"IRN"
2030,165004226.292603,"IRN"
2031,213420695.807184,"IRN"
2032,276043798.527024,"IRN"
2033,357042124.790331,"IRN"
2034,461807436.193191,"IRN"
2035,597313575.389923,"IRN"
2036,772580689.228742,"IRN"
2037,999275666.854746,"IRN"
2038,1292488761.74324,"IRN"
2039,1671738094.54464,"IRN"
2040,2162268902.81227,"IRN"
2041,2796734023.90372,"IRN"
2042,3617367474.64096,"IRN"
